ALMA-ATA-B LATITUDE    43.14     LONGITUDE     76.6      ALTITUDE    3340 M
ALMA-ATA-B INSTRUMENT   18NM64    NEUTRON MONITOR     
ALMA-ATA-B STANDARD PRESSURE    686.2   MB     COEFFICIENT   -0.74     % / MB
ALMA-ATA-B 031028 300  091000-091500   00     114.61  686.0    114.41     0.50    -9999
ALMA-ATA-B 031028 300  091500-092000   00     114.68  686.0    114.49     0.50    -9999
ALMA-ATA-B 031028 300  092000-092500   00     114.61  686.0    114.45     0.50    -9999
ALMA-ATA-B 031028 300  092500-093000   00     114.84  686.0    114.70     0.70    -9999
ALMA-ATA-B 031028 300  093000-093500   00     115.23  686.1    115.11     1.10    -9999
ALMA-ATA-B 031028 300  093500-094000   00     115.69  686.1    115.59     1.50    -9999
ALMA-ATA-B 031028 300  094000-094500   00     114.60  686.1    114.52     0.60    -9999
ALMA-ATA-B 031028 300  094500-095000   00     115.05  686.1    114.99     1.00    -9999
ALMA-ATA-B 031028 300  095000-095500   00     114.11  686.2    114.08     0.20    -9999
ALMA-ATA-B 031028 300  095500-100000   00     115.01  686.2    115.00     1.00    -9999
ALMA-ATA-B 031028 300  100000-100500   00     114.24  686.2    114.25     0.30    -9999
ALMA-ATA-B 031028 300  100500-101000   00     114.05  686.2    114.09     0.20    -9999
ALMA-ATA-B 031028 300  101000-101500   00     114.41  686.3    114.48     0.50    -9999
ALMA-ATA-B 031028 300  101500-102000   00     114.04  686.3    114.14     0.20    -9999
ALMA-ATA-B 031028 300  102000-102500   00     113.97  686.3    114.09     0.20    -9999
ALMA-ATA-B 031028 300  102500-103000   00     113.67  686.4    113.82    -0.10    -9999
ALMA-ATA-B 031028 300  103000-103500   00     113.65  686.4    113.83     0.00    -9999
ALMA-ATA-B 031028 300  103500-104000   00     113.66  686.4    113.86     0.00    -9999
ALMA-ATA-B 031028 300  104000-104500   00     113.24  686.5    113.47    -0.40    -9999
ALMA-ATA-B 031028 300  104500-105000   00     113.56  686.5    113.82    -0.10    -9999
ALMA-ATA-B 031028 300  105000-105500   00     112.77  686.5    113.06    -0.70    -9999
ALMA-ATA-B 031028 300  105500-110000   00     113.35  686.6    113.67    -0.20    -9999
ALMA-ATA-B 031028 300  110000-110500   00     112.93  686.6    113.28    -0.50    -0.50
ALMA-ATA-B 031028 300  110500-111000   00     113.41  686.7    113.80    -0.10    -0.10
ALMA-ATA-B 031028 300  111000-111500   00     112.66  686.7    113.07    -0.70    -0.70
ALMA-ATA-B 031028 300  111500-112000   00     113.02  686.7    113.47    -0.40    -0.40
ALMA-ATA-B 031028 300  112000-112500   00     113.06  686.8    113.55    -0.30    -0.30
ALMA-ATA-B 031028 300  112500-113000   00     114.80  686.8    115.33     1.30     1.30
ALMA-ATA-B 031028 300  113000-113500   00     115.79  686.9    116.36     2.20     2.20
ALMA-ATA-B 031028 300  113500-114000   00     115.54  686.9    116.14     2.00     2.00
ALMA-ATA-B 031028 300  114000-114500   00     116.16  687.0    116.80     2.60     2.60
ALMA-ATA-B 031028 300  114500-115000   00     116.08  687.0    116.76     2.50     2.50
ALMA-ATA-B 031028 300  115000-115500   00     115.92  687.0    116.64     2.40     2.40
ALMA-ATA-B 031028 300  115500-120000   00     116.00  687.1    116.76     2.50     2.50
ALMA-ATA-B 031028 300  120000-120500   00     115.59  687.1    116.37     2.20     2.20
ALMA-ATA-B 031028 300  120500-121000   00     115.35  687.2    116.17     2.00     2.00
ALMA-ATA-B 031028 300  121000-121500   00     114.17  687.2    115.02     1.00     1.00
ALMA-ATA-B 031028 300  121500-122000   00     114.17  687.2    115.05     1.00     1.00
ALMA-ATA-B 031028 300  122000-122500   00     113.40  687.3    114.31     0.40     0.40
ALMA-ATA-B 031028 300  122500-123000   00     113.95  687.3    114.90     0.90     0.90
ALMA-ATA-B 031028 300  123000-123500   00     114.26  687.4    115.25     1.20     1.20
ALMA-ATA-B 031028 300  123500-124000   00     113.78  687.4    114.81     0.80     0.80
ALMA-ATA-B 031028 300  124000-124500   00     113.69  687.5    114.74     0.80     0.80
ALMA-ATA-B 031028 300  124500-125000   00     113.72  687.5    114.81     0.80     0.80
ALMA-ATA-B 031028 300  125000-125500   00     113.13  687.5    114.25     0.30     0.30
ALMA-ATA-B 031028 300  125500-130000   00     113.16  687.6    114.32     0.40     0.40
ALMA-ATA-B 031028 300  130000-130500   00     113.05  687.6    114.23     0.30     0.30
ALMA-ATA-B 031028 300  130500-131000   00     113.47  687.6    114.66     0.70     0.70
ALMA-ATA-B 031028 300  131000-131500   00     113.60  687.6    114.81     0.80     0.80
ALMA-ATA-B 031028 300  131500-132000   00     112.49  687.6    113.68    -0.20    -0.20
ALMA-ATA-B 031028 300  132000-132500   00     112.27  687.6    113.48    -0.40    -0.40
ALMA-ATA-B 031028 300  132500-133000   00     113.14  687.6    114.35     0.40     0.40
ALMA-ATA-B 031028 300  133000-133500   00     113.53  687.7    114.76     0.80     0.80
ALMA-ATA-B 031028 300  133500-134000   00     112.67  687.7    113.90     0.00     0.00
ALMA-ATA-B 031028 300  134000-134500   00     112.44  687.7    113.67    -0.20    -0.20
ALMA-ATA-B 031028 300  134500-135000   00     113.29  687.7    114.53     0.60     0.60
ALMA-ATA-B 031028 300  135000-135500   00     112.29  687.7    113.53    -0.30    -0.30
ALMA-ATA-B 031028 300  135500-140000   00     112.88  687.7    114.14     0.20     0.20
ALMA-ATA-B 031028 300  140000-140500   00     112.41  687.7    113.67    -0.20    -9999
ALMA-ATA-B 031028 300  140500-141000   00     112.51  687.7    113.77    -0.10    -9999
ALMA-ATA-B 031028 300  141000-141500   00     112.11  687.7    113.36    -0.50    -9999
ALMA-ATA-B 031028 300  141500-142000   00     112.80  687.7    114.06     0.20    -9999
ALMA-ATA-B 031028 300  142000-142500   00     112.47  687.7    113.73    -0.10    -9999
ALMA-ATA-B 031028 300  142500-143000   00     113.78  687.7    115.05     1.00    -9999
ALMA-ATA-B 031028 300  143000-143500   00     112.50  687.7    113.76    -0.10    -9999
ALMA-ATA-B 031028 300  143500-144000   00     112.58  687.7    113.84     0.00    -9999
ALMA-ATA-B 031028 300  144000-144500   00     113.13  687.7    114.39     0.40    -9999
ALMA-ATA-B 031028 300  144500-145000   00     112.53  687.7    113.79    -0.10    -9999
ALMA-ATA-B 031028 300  145000-145500   00     112.20  687.7    113.45    -0.40    -9999
ALMA-ATA-B 031028 300  145500-150000   00     112.62  687.7    113.88     0.00    -9999
ALMA-ATA-B 031028 300  150000-150500   00     112.55  687.7    113.80    -0.10    -9999
ALMA-ATA-B 031028 300  150500-151000   00     111.90  687.7    113.14    -0.60    -9999
ALMA-ATA-B 031028 300  151000-151500   00     113.07  687.7    114.32     0.40    -9999
ALMA-ATA-B 031028 300  151500-152000   00     112.19  687.7    113.42    -0.40    -9999
ALMA-ATA-B 031028 300  152000-152500   00     112.49  687.7    113.72    -0.10    -9999
ALMA-ATA-B 031028 300  152500-153000   00     111.84  687.7    113.06    -0.70    -9999
ALMA-ATA-B 031028 300  153000-153500   00     112.42  687.6    113.63    -0.20    -9999
ALMA-ATA-B 031028 300  153500-154000   00     111.98  687.6    113.18    -0.60    -9999
ALMA-ATA-B 031028 300  154000-154500   00     112.66  687.6    113.86     0.00    -9999
ALMA-ATA-B 031028 300  154500-155000   00     112.11  687.6    113.30    -0.50    -9999
ALMA-ATA-B 031028 300  155000-155500   00     112.48  687.6    113.66    -0.20    -9999
ALMA-ATA-B 031028 300  155500-160000   00     112.36  687.6    113.54    -0.30    -9999
ALMA-ATA-B 031028 300  160000-160500   00     112.85  687.6    114.02     0.10    -9999
ALMA-ATA-B 031028 300  160500-161000   00     112.30  687.6    113.45    -0.40    -9999
ALMA-ATA-B 031028 300  161000-161500   00     112.31  687.6    113.44    -0.40    -9999
ALMA-ATA-B 031028 300  161500-162000   00     112.07  687.5    113.19    -0.60    -9999
ALMA-ATA-B 031028 300  162000-162500   00     112.86  687.5    113.97     0.10    -9999
ALMA-ATA-B 031028 300  162500-163000   00     112.36  687.5    113.45    -0.40    -9999
ALMA-ATA-B 031028 300  163000-163500   00     111.95  687.5    113.03    -0.70    -9999
ALMA-ATA-B 031028 300  163500-164000   00     112.42  687.5    113.48    -0.40    -9999
ALMA-ATA-B 031028 300  164000-164500   00     112.23  687.5    113.28    -0.50    -9999
ALMA-ATA-B 031028 300  164500-165000   00     112.97  687.4    114.01     0.10    -9999
ALMA-ATA-B 031028 300  165000-165500   00     112.50  687.4    113.53    -0.30    -9999
ALMA-ATA-B 031028 300  165500-170000   00     112.84  687.4    113.85     0.00    -9999
ALMA-ATA-B 031028 300  170000-170500   00     113.19  687.4    114.20     0.30    -9999
ALMA-ATA-B 031028 300  170500-171000   00     112.35  687.4    113.35    -0.50    -9999
ALMA-ATA-B 031028 300  171000-171500   00     112.70  687.4    113.70    -0.20    -9999
ALMA-ATA-B 031028 300  171500-172000   00     112.94  687.4    113.95     0.10    -9999
ALMA-ATA-B 031028 300  172000-172500   00     112.66  687.4    113.66    -0.20    -9999
ALMA-ATA-B 031028 300  172500-173000   00     112.62  687.4    113.63    -0.20    -9999
ALMA-ATA-B 031028 300  173000-173500   00     112.69  687.4    113.70    -0.20    -9999
ALMA-ATA-B 031028 300  173500-174000   00     113.33  687.4    114.34     0.40    -9999
ALMA-ATA-B 031028 300  174000-174500   00     112.75  687.4    113.75    -0.10    -9999
ALMA-ATA-B 031028 300  174500-175000   00     112.90  687.4    113.91     0.00    -9999
ALMA-ATA-B 031028 300  175000-175500   00     112.48  687.4    113.48    -0.40    -9999
ALMA-ATA-B 031028 300  175500-180000   00     112.96  687.4    113.97     0.10    -9999
ALMA-ATA-B 031028 300  180000-180500   00     112.93  687.4    113.93     0.00    -9999
ALMA-ATA-B 031028 300  180500-181000   00     112.85  687.4    113.84     0.00    -9999
ALMA-ATA-B 031028 300  181000-181500   00     112.62  687.4    113.59    -0.30    -9999
ALMA-ATA-B 031028 300  181500-182000   00     112.79  687.3    113.75    -0.10    -9999
ALMA-ATA-B 031028 300  182000-182500   00     112.71  687.3    113.65    -0.20    -9999
ALMA-ATA-B 031028 300  182500-183000   00     112.60  687.3    113.53    -0.30    -9999
ALMA-ATA-B 031028 300  183000-183500   00     113.01  687.3    113.93     0.00    -9999
ALMA-ATA-B 031028 300  183500-184000   00     112.37  687.3    113.27    -0.50    -9999
ALMA-ATA-B 031028 300  184000-184500   00     113.16  687.3    114.05     0.10    -9999
ALMA-ATA-B 031028 300  184500-185000   00     112.61  687.2    113.48    -0.40    -9999
ALMA-ATA-B 031028 300  185000-185500   00     112.95  687.2    113.81    -0.10    -9999
ALMA-ATA-B 031028 300  185500-190000   00     112.38  687.2    113.22    -0.60    -9999
ALMA-ATA-B 031028 300  190000-190500   00     112.54  687.2    113.37    -0.40    -9999
ALMA-ATA-B 031028 300  190500-191000   00     112.49  687.2    113.30    -0.50    -9999
ALMA-ATA-B 031028 300  191000-191500   00     112.91  687.1    113.70    -0.20    -9999
ALMA-ATA-B 031028 300  191500-192000   00     112.42  687.1    113.19    -0.60    -9999
ALMA-ATA-B 031028 300  192000-192500   00     112.86  687.1    113.60    -0.20    -9999
ALMA-ATA-B 031028 300  192500-193000   00     112.89  687.1    113.62    -0.20    -9999
ALMA-ATA-B 031028 300  193000-193500   00     112.90  687.0    113.60    -0.20    -9999
ALMA-ATA-B 031028 300  193500-194000   00     112.50  687.0    113.18    -0.60    -9999
ALMA-ATA-B 031028 300  194000-194500   00     112.18  687.0    112.85    -0.90    -9999
ALMA-ATA-B 031028 300  194500-195000   00     112.96  687.0    113.60    -0.20    -9999
ALMA-ATA-B 031028 300  195000-195500   00     112.61  686.9    113.22    -0.60    -9999
ALMA-ATA-B 031028 300  195500-200000   00     112.93  686.9    113.53    -0.30    -9999
ALMA-ATA-B 031028 300  200000-200500   00     112.16  686.9    112.75    -1.00    -9999
ALMA-ATA-B 031028 300  200500-201000   00     112.43  686.9    113.02    -0.80    -9999
ALMA-ATA-B 031028 300  201000-201500   00     112.96  686.9    113.55    -0.30    -9999
ALMA-ATA-B 031028 300  201500-202000   00     112.21  686.9    112.79    -1.00    -9999
ALMA-ATA-B 031028 300  202000-202500   00     112.55  686.9    113.13    -0.70    -9999
ALMA-ATA-B 031028 300  202500-203000   00     111.93  686.9    112.52    -1.20    -9999
ALMA-ATA-B 031028 300  203000-203500   00     112.81  686.9    113.40    -0.40    -9999
ALMA-ATA-B 031028 300  203500-204000   00     112.91  686.9    113.50    -0.30    -9999
ALMA-ATA-B 031028 300  204000-204500   00     112.53  686.9    113.12    -0.70    -9999
ALMA-ATA-B 031028 300  204500-205000   00     112.18  686.9    112.77    -1.00    -9999
ALMA-ATA-B 031028 300  205000-205500   00     113.02  686.9    113.60    -0.20    -9999
ALMA-ATA-B 031028 300  205500-210000   00     112.31  686.9    112.89    -0.90    -9999
ALMA-ATA-B 031028 300  210000-210500   00     111.71  686.9    112.29    -1.40    -9999
ALMA-ATA-B 031028 300  210500-211000   00     112.67  686.9    113.26    -0.50    -9999
ALMA-ATA-B 031028 300  211000-211500   00     112.59  686.9    113.17    -0.60    -9999
ALMA-ATA-B 031028 300  211500-212000   00     112.92  686.9    113.50    -0.30    -9999
ALMA-ATA-B 031028 300  212000-212500   00     112.92  686.9    113.51    -0.30    -9999
ALMA-ATA-B 031028 300  212500-213000   00     111.94  686.9    112.52    -1.20    -9999
ALMA-ATA-B 031028 300  213000-213500   00     112.56  686.9    113.14    -0.60    -9999
ALMA-ATA-B 031028 300  213500-214000   00     112.42  686.9    113.00    -0.80    -9999
ALMA-ATA-B 031028 300  214000-214500   00     112.50  686.9    113.08    -0.70    -9999
ALMA-ATA-B 031028 300  214500-215000   00     112.90  686.9    113.48    -0.40    -9999
ALMA-ATA-B 031028 300  215000-215500   00     113.32  686.9    113.91     0.00    -9999
ALMA-ATA-B 031028 300  215500-220000   00     112.88  686.9    113.47    -0.40    -9999
ALMA-ATA-B 031028 300  220000-220500   00     112.60  686.9    113.18    -0.60    -9999
ALMA-ATA-B 031028 300  220500-221000   00     112.96  686.9    113.53    -0.30    -9999
ALMA-ATA-B 031028 300  221000-221500   00     113.45  686.9    114.00     0.10    -9999
ALMA-ATA-B 031028 300  221500-222000   00     113.47  686.8    114.01     0.10    -9999
ALMA-ATA-B 031028 300  222000-222500   00     112.87  686.8    113.40    -0.40    -9999
ALMA-ATA-B 031028 300  222500-223000   00     112.65  686.8    113.16    -0.60    -9999
ALMA-ATA-B 031028 300  223000-223500   00     113.38  686.8    113.88     0.00    -9999
ALMA-ATA-B 031028 300  223500-224000   00     113.59  686.8    114.08     0.20    -9999
ALMA-ATA-B 031028 300  224000-224500   00     112.73  686.8    113.20    -0.60    -9999
ALMA-ATA-B 031028 300  224500-225000   00     113.36  686.7    113.82    -0.10    -9999
ALMA-ATA-B 031028 300  225000-225500   00     113.52  686.7    113.97     0.10    -9999
ALMA-ATA-B 031028 300  225500-230000   00     113.40  686.7    113.83     0.00    -9999
ALMA-ATA-B 031028 300  230000-230500   00     113.69  686.7    114.11     0.20    -9999
ALMA-ATA-B 031028 300  230500-231000   00     114.18  686.7    114.59     0.60    -9999
ALMA-ATA-B 031028 300  231000-231500   00     114.09  686.7    114.50     0.50    -9999
ALMA-ATA-B 031028 300  231500-232000   00     113.13  686.7    113.53    -0.30    -9999
ALMA-ATA-B 031028 300  232000-232500   00     113.39  686.7    113.78    -0.10    -9999
ALMA-ATA-B 031028 300  232500-233000   00     113.89  686.7    114.27     0.30    -9999
ALMA-ATA-B 031028 300  233000-233500   00     113.55  686.6    113.93     0.00    -9999
ALMA-ATA-B 031028 300  233500-234000   00     113.12  686.6    113.48    -0.40    -9999
ALMA-ATA-B 031028 300  234000-234500   00     114.14  686.6    114.50     0.50    -9999
ALMA-ATA-B 031028 300  234500-235000   00     113.47  686.6    113.83     0.00    -9999
ALMA-ATA-B 031028 300  235000-235500   00     113.39  686.6    113.74    -0.10    -9999
ALMA-ATA-B 031028 300  235500-000000   00     114.05  686.6    114.39     0.40    -9999
ALMA-ATA-B 031029 300  000000-000500   00     113.81  686.6    114.16     0.20    -9999
ALMA-ATA-B 031029 300  000500-001000   00     114.27  686.6    114.63     0.70    -9999
ALMA-ATA-B 031029 300  001000-001500   00     114.42  686.7    114.81     0.80    -9999
ALMA-ATA-B 031029 300  001500-002000   00     113.29  686.7    113.70    -0.20    -9999
ALMA-ATA-B 031029 300  002000-002500   00     113.99  686.7    114.42     0.50    -9999
ALMA-ATA-B 031029 300  002500-003000   00     114.36  686.7    114.81     0.80    -9999
ALMA-ATA-B 031029 300  003000-003500   00     114.53  686.8    115.01     1.00    -9999
ALMA-ATA-B 031029 300  003500-004000   00     114.44  686.8    114.95     0.90    -9999
ALMA-ATA-B 031029 300  004000-004500   00     114.26  686.8    114.78     0.80    -9999
ALMA-ATA-B 031029 300  004500-005000   00     113.93  686.8    114.47     0.50    -9999
ALMA-ATA-B 031029 300  005000-005500   00     114.90  686.9    115.47     1.40    -9999
ALMA-ATA-B 031029 300  005500-010000   00     114.55  686.9    115.14     1.10    -9999
ALMA-ATA-B 031029 300  010000-010500   00     114.84  686.9    115.44     1.40    -9999
ALMA-ATA-B 031029 300  010500-011000   00     114.63  686.9    115.24     1.20    -9999
ALMA-ATA-B 031029 300  011000-011500   00     115.12  686.9    115.75     1.60    -9999
ALMA-ATA-B 031029 300  011500-012000   00     114.02  687.0    114.65     0.70    -9999
ALMA-ATA-B 031029 300  012000-012500   00     114.85  687.0    115.51     1.40    -9999
ALMA-ATA-B 031029 300  012500-013000   00     114.42  687.0    115.09     1.10    -9999
ALMA-ATA-B 031029 300  013000-013500   00     115.08  687.0    115.77     1.70    -9999
ALMA-ATA-B 031029 300  013500-014000   00     114.58  687.0    115.28     1.20    -9999
ALMA-ATA-B 031029 300  014000-014500   00     114.70  687.0    115.41     1.30    -9999
ALMA-ATA-B 031029 300  014500-015000   00     114.71  687.1    115.44     1.40    -9999
ALMA-ATA-B 031029 300  015000-015500   00     114.52  687.1    115.26     1.20    -9999
ALMA-ATA-B 031029 300  015500-020000   00     114.07  687.1    114.83     0.80    -9999
ALMA-ATA-B 031029 300  020000-020500   00     114.00  687.1    114.77     0.80    -9999
ALMA-ATA-B 031029 300  020500-021000   00     114.37  687.1    115.15     1.10    -9999
ALMA-ATA-B 031029 300  021000-021500   00     114.45  687.1    115.25     1.20    -9999
ALMA-ATA-B 031029 300  021500-022000   00     114.44  687.2    115.25     1.20    -9999
ALMA-ATA-B 031029 300  022000-022500   00     114.39  687.2    115.22     1.20    -9999
ALMA-ATA-B 031029 300  022500-023000   00     114.52  687.2    115.36     1.30    -9999
ALMA-ATA-B 031029 300  023000-023500   00     114.96  687.2    115.82     1.70    -9999
ALMA-ATA-B 031029 300  023500-024000   00     114.69  687.2    115.56     1.50    -9999
ALMA-ATA-B 031029 300  024000-024500   00     114.62  687.2    115.50     1.40    -9999
ALMA-ATA-B 031029 300  024500-025000   00     115.00  687.3    115.90     1.80    -9999
ALMA-ATA-B 031029 300  025000-025500   00     115.53  687.3    116.45     2.30    -9999
ALMA-ATA-B 031029 300  025500-030000   00     115.22  687.3    116.16     2.00    -9999
ALMA-ATA-B 031029 300  030000-030500   00     115.08  687.3    116.02     1.90    -9999
ALMA-ATA-B 031029 300  030500-031000   00     114.79  687.3    115.71     1.60    -9999
ALMA-ATA-B 031029 300  031000-031500   00     114.93  687.3    115.84     1.70    -9999
ALMA-ATA-B 031029 300  031500-032000   00     114.59  687.2    115.47     1.40    -9999
ALMA-ATA-B 031029 300  032000-032500   00     114.54  687.2    115.41     1.30    -9999
ALMA-ATA-B 031029 300  032500-033000   00     115.58  687.2    116.44     2.20    -9999
ALMA-ATA-B 031029 300  033000-033500   00     115.06  687.2    115.91     1.80    -9999
ALMA-ATA-B 031029 300  033500-034000   00     116.06  687.2    116.90     2.70    -9999
ALMA-ATA-B 031029 300  034000-034500   00     115.08  687.2    115.90     1.80    -9999
ALMA-ATA-B 031029 300  034500-035000   00     115.20  687.1    116.01     1.90    -9999
ALMA-ATA-B 031029 300  035000-035500   00     115.38  687.1    116.17     2.00    -9999
ALMA-ATA-B 031029 300  035500-040000   00     115.12  687.1    115.90     1.80    -9999
ALMA-ATA-B 031029 300  040000-040500   00     114.80  687.1    115.56     1.50    -9999
ALMA-ATA-B 031029 300  040500-041000   00     115.00  687.1    115.78     1.70    -9999
ALMA-ATA-B 031029 300  041000-041500   00     115.49  687.1    116.28     2.10    -9999
ALMA-ATA-B 031029 300  041500-042000   00     114.96  687.1    115.75     1.60    -9999
ALMA-ATA-B 031029 300  042000-042500   00     115.82  687.1    116.62     2.40    -9999
ALMA-ATA-B 031029 300  042500-043000   00     114.34  687.1    115.14     1.10    -9999
ALMA-ATA-B 031029 300  043000-043500   00     115.36  687.2    116.18     2.00    -9999
ALMA-ATA-B 031029 300  043500-044000   00     116.03  687.2    116.86     2.60    -9999
ALMA-ATA-B 031029 300  044000-044500   00     115.58  687.2    116.42     2.20    -9999
ALMA-ATA-B 031029 300  044500-045000   00     115.56  687.2    116.40     2.20    -9999
ALMA-ATA-B 031029 300  045000-045500   00     115.87  687.2    116.72     2.50    -9999
ALMA-ATA-B 031029 300  045500-050000   00     115.80  687.2    116.66     2.40    -9999
ALMA-ATA-B 031029 300  050000-050500   00     116.20  687.2    117.06     2.80    -9999
ALMA-ATA-B 031029 300  050500-051000   00     115.47  687.2    116.32     2.10    -9999
ALMA-ATA-B 031029 300  051000-051500   00     115.27  687.2    116.11     2.00    -9999
ALMA-ATA-B 031029 300  051500-052000   00     115.22  687.2    116.05     1.90    -9999
ALMA-ATA-B 031029 300  052000-052500   00     115.36  687.2    116.18     2.00    -9999
ALMA-ATA-B 031029 300  052500-053000   00     115.30  687.2    116.12     2.00    -9999
ALMA-ATA-B 031029 300  053000-053500   00     115.28  687.1    116.09     1.90    -9999
ALMA-ATA-B 031029 300  053500-054000   00     115.69  687.1    116.49     2.30    -9999
ALMA-ATA-B 031029 300  054000-054500   00     115.95  687.1    116.75     2.50    -9999
ALMA-ATA-B 031029 300  054500-055000   00     116.01  687.1    116.80     2.60    -9999
ALMA-ATA-B 031029 300  055000-055500   00     116.04  687.1    116.83     2.60    -9999
ALMA-ATA-B 031029 300  055500-060000   00     115.90  687.1    116.68     2.50    -9999
ALMA-ATA-B 031029 300  060000-060500   00     114.82  687.1    115.58     1.50    -9999
ALMA-ATA-B 031029 300  060500-061000   00     115.95  687.1    116.71     2.50    -9999
ALMA-ATA-B 031029 300  061000-061500   00     114.51  687.1    115.24     1.20    -9999
ALMA-ATA-B 031029 300  061500-062000   00     115.08  687.0    115.80     1.70    -9999
ALMA-ATA-B 031029 300  062000-062500   00     114.00  687.0    114.70     0.70    -9999
ALMA-ATA-B 031029 300  062500-063000   00     114.32  687.0    115.01     1.00    -9999
ALMA-ATA-B 031029 300  063000-063500   00     112.81  687.0    113.47    -0.40    -9999
ALMA-ATA-B 031029 300  063500-064000   00     112.33  687.0    112.97    -0.80    -9999
ALMA-ATA-B 031029 300  064000-064500   00     112.60  687.0    113.23    -0.60    -9999
ALMA-ATA-B 031029 300  064500-065000   00     113.24  686.9    113.87     0.00    -9999
ALMA-ATA-B 031029 300  065000-065500   00     113.49  686.9    114.10     0.20    -9999
ALMA-ATA-B 031029 300  065500-070000   00     113.54  686.9    114.13     0.20    -9999
ALMA-ATA-B 031029 300  070000-070500   00     114.18  686.9    114.78     0.80    -9999
ALMA-ATA-B 031029 300  070500-071000   00     114.13  686.9    114.72     0.70    -9999
ALMA-ATA-B 031029 300  071000-071500   00     114.55  686.9    115.14     1.10    -9999
ALMA-ATA-B 031029 300  071500-072000   00     114.21  686.9    114.80     0.80    -9999
ALMA-ATA-B 031029 300  072000-072500   00     114.50  686.9    115.09     1.10    -9999
ALMA-ATA-B 031029 300  072500-073000   00     114.82  686.9    115.42     1.40    -9999
