ALMA-ATA-B LATITUDE    43.14     LONGITUDE     76.6      ALTITUDE    3340 M
ALMA-ATA-B INSTRUMENT   18NM64    NEUTRON MONITOR     
ALMA-ATA-B STANDARD PRESSURE    686.2   MB     COEFFICIENT   -0.74     % / MB
ALMA-ATA-B 031029 300  073000-073500   00     114.73  686.9    115.33     1.30    -9999
ALMA-ATA-B 031029 300  073500-074000   00     113.91  686.9    114.50     0.50    -9999
ALMA-ATA-B 031029 300  074000-074500   00     113.97  686.9    114.56     0.60    -9999
ALMA-ATA-B 031029 300  074500-075000   00     113.26  686.9    113.85     0.00    -9999
ALMA-ATA-B 031029 300  075000-075500   00     113.29  686.9    113.88     0.00    -9999
ALMA-ATA-B 031029 300  075500-080000   00     113.56  686.9    114.15     0.20    -9999
ALMA-ATA-B 031029 300  080000-080500   00     113.10  686.9    113.69    -0.20    -9999
ALMA-ATA-B 031029 300  080500-081000   00     112.80  686.9    113.38    -0.40    -9999
ALMA-ATA-B 031029 300  081000-081500   00     112.61  686.9    113.19    -0.60    -9999
ALMA-ATA-B 031029 300  081500-082000   00     111.97  686.9    112.55    -1.20    -9999
ALMA-ATA-B 031029 300  082000-082500   00     111.52  686.9    112.10    -1.60    -9999
ALMA-ATA-B 031029 300  082500-083000   00     112.55  686.9    113.14    -0.60    -9999
ALMA-ATA-B 031029 300  083000-083500   00     111.73  686.9    112.30    -1.40    -9999
ALMA-ATA-B 031029 300  083500-084000   00     111.88  686.9    112.46    -1.20    -9999
ALMA-ATA-B 031029 300  084000-084500   00     111.40  686.9    111.97    -1.70    -9999
ALMA-ATA-B 031029 300  084500-085000   00     111.17  686.9    111.74    -1.90    -9999
ALMA-ATA-B 031029 300  085000-085500   00     112.17  686.9    112.75    -1.00    -9999
ALMA-ATA-B 031029 300  085500-090000   00     111.62  686.9    112.21    -1.50    -9999
ALMA-ATA-B 031029 300  090000-090500   00     111.35  686.9    111.93    -1.70    -9999
ALMA-ATA-B 031029 300  090500-091000   00     111.70  686.9    112.28    -1.40    -9999
ALMA-ATA-B 031029 300  091000-091500   00     111.37  686.9    111.94    -1.70    -9999
ALMA-ATA-B 031029 300  091500-092000   00     110.10  686.9    110.68    -2.80    -9999
ALMA-ATA-B 031029 300  092000-092500   00     110.70  686.9    111.28    -2.30    -9999
ALMA-ATA-B 031029 300  092500-093000   00     110.08  686.9    110.66    -2.80    -9999
ALMA-ATA-B 031029 300  093000-093500   00     110.73  686.9    111.31    -2.30    -9999
ALMA-ATA-B 031029 300  093500-094000   00     110.44  686.9    111.01    -2.50    -9999
ALMA-ATA-B 031029 300  094000-094500   00     110.39  686.9    110.97    -2.60    -9999
ALMA-ATA-B 031029 300  094500-095000   00     109.69  686.9    110.26    -3.20    -9999
ALMA-ATA-B 031029 300  095000-095500   00     108.95  686.9    109.52    -3.80    -9999
ALMA-ATA-B 031029 300  095500-100000   00     108.46  686.9    109.02    -4.30    -9999
ALMA-ATA-B 031029 300  100000-100500   00     109.20  686.9    109.76    -3.60    -9999
ALMA-ATA-B 031029 300  100500-101000   00     108.27  686.9    108.83    -4.40    -9999
ALMA-ATA-B 031029 300  101000-101500   00     108.26  686.9    108.81    -4.50    -9999
ALMA-ATA-B 031029 300  101500-102000   00     109.42  686.9    109.97    -3.40    -9999
ALMA-ATA-B 031029 300  102000-102500   00     109.67  686.9    110.21    -3.20    -9999
ALMA-ATA-B 031029 300  102500-103000   00     109.75  686.9    110.28    -3.20    -9999
ALMA-ATA-B 031029 300  103000-103500   00     109.00  686.8    109.52    -3.80    -9999
ALMA-ATA-B 031029 300  103500-104000   00     109.72  686.8    110.24    -3.20    -9999
ALMA-ATA-B 031029 300  104000-104500   00     107.04  686.8    107.54    -5.60    -9999
ALMA-ATA-B 031029 300  104500-105000   00     106.70  686.8    107.19    -5.90    -9999
ALMA-ATA-B 031029 300  105000-105500   00     105.94  686.8    106.42    -6.60    -9999
ALMA-ATA-B 031029 300  105500-110000   00     105.48  686.8    105.95    -7.00    -9999
ALMA-ATA-B 031029 300  110000-110500   00     104.96  686.8    105.43    -7.40    -9999
ALMA-ATA-B 031029 300  110500-111000   00     105.01  686.8    105.48    -7.40    -9999
ALMA-ATA-B 031029 300  111000-111500   00     104.50  686.8    104.96    -7.80    -9999
ALMA-ATA-B 031029 300  111500-112000   00     103.82  686.8    104.28    -8.40    -9999
ALMA-ATA-B 031029 300  112000-112500   00     104.49  686.8    104.96    -7.80    -9999
ALMA-ATA-B 031029 300  112500-113000   00     104.52  686.8    104.99    -7.80    -9999
ALMA-ATA-B 031029 300  113000-113500   00     104.77  686.8    105.23    -7.60    -9999
ALMA-ATA-B 031029 300  113500-114000   00     104.07  686.8    104.53    -8.20    -9999
ALMA-ATA-B 031029 300  114000-114500   00     103.86  686.8    104.32    -8.40    -9999
ALMA-ATA-B 031029 300  114500-115000   00     102.42  686.8    102.88    -9.70    -9999
ALMA-ATA-B 031029 300  115000-115500   00     102.99  686.8    103.44    -9.20    -9999
ALMA-ATA-B 031029 300  115500-120000   00     102.48  686.8    102.94    -9.60    -9999
ALMA-ATA-B 031029 3600 120000-130000   00      99.42  686.8     99.87   -12.30    -9999
ALMA-ATA-B 031029 3600 130000-140000   00      92.38  686.7     92.72   -18.60    -9999
ALMA-ATA-B 031029 3600 140000-150000   00      91.57  686.5     91.77   -19.40    -9999
ALMA-ATA-B 031029 3600 150000-160000   00      94.68  686.5     94.89   -16.70    -9999
ALMA-ATA-B 031029 3600 160000-170000   00      94.97  686.3     95.04   -16.50    -9999
ALMA-ATA-B 031029 3600 170000-180000   00      91.10  686.1     91.03   -20.10    -9999
ALMA-ATA-B 031029 3600 180000-190000   00      94.83  685.9     94.62   -16.90    -9999
ALMA-ATA-B 031029 3600 190000-200000   00      95.91  685.7     95.55   -16.10    -9999
ALMA-ATA-B 031029 3600 200000-210000   00      96.02  685.5     95.52   -16.10    -9999
ALMA-ATA-B 031029 3600 210000-220000   00      95.05  685.3     94.42   -17.10    -9999
ALMA-ATA-B 031029 3600 220000-230000   00      95.91  685.1     95.14   -16.50    -9999
ALMA-ATA-B 031029 3600 230000-000000   00      98.07  684.9     97.13   -14.70    -9999
*
COMMENT    THE CLOCK OF REGISRATOR IS FAST ON+SEC (SLOW ON-SEC) IS 	
COMMENT    SUPPORTING BY GPS OR INTERNETCLOCKSERVER;	
COMMENT    PRE.INCREASE LEVEL CORRECTED (I.USOSKIN)	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-04-03 12:51:18 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE65/C065AATB_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
