KIEL       LATITUDE    54.3      LONGITUDE     10.1      ALTITUDE    54 M
KIEL       INSTRUMENT   18NM64    NEUTRON MONITOR	
KIEL       STANDARD PRESSURE    1006.6  mb     COEFFICIENT   -0.721    % / mb
KIEL       PRE-INCREASE BASELINE TIME INTERVAL    120516    230000-010000   UT
KIEL       PRE-INCREASE AVERAGE COUNTING RATE    170.29      COUNTS PER SECOND
KIEL       TIME INTERVALS    300         3600     
KIEL       SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (mb)      C/S
KIEL       120517 300  204000-204500   00     171.68 1009.5    175.30     2.90    -9999
KIEL       120517 300  204500-205000   00     163.53 1009.5    167.03    -1.90    -9999
KIEL       120517 300  205000-205500   00     165.35 1009.5    168.86    -0.80    -9999
KIEL       120517 300  205500-210000   00     165.85 1009.5    169.35    -0.60    -9999
KIEL       120517 300  210000-210500   00     164.37 1009.5    167.88    -1.40    -9999
KIEL       120517 300  210500-211000   00     166.83 1009.5    170.35     0.00    -9999
KIEL       120517 300  211000-211500   00     165.38 1009.6    168.94    -0.80    -9999
KIEL       120517 300  211500-212000   00     164.48 1009.5    167.90    -1.40    -9999
KIEL       120517 300  212000-212500   00     164.47 1009.4    167.84    -1.40    -9999
KIEL       120517 300  212500-213000   00     165.21 1009.4    168.57    -1.00    -9999
KIEL       120517 300  213000-213500   00     167.04 1009.4    170.49     0.10    -9999
KIEL       120517 300  213500-214000   00     163.08 1009.4    166.40    -2.30    -9999
KIEL       120517 300  214000-214500   00     166.58 1009.4    169.97    -0.20    -9999
KIEL       120517 300  214500-215000   00     166.12 1009.4    169.52    -0.50    -9999
KIEL       120517 300  215000-215500   00     164.67 1009.4    168.03    -1.30    -9999
KIEL       120517 300  215500-220000   00     166.59 1009.4    169.99    -0.20    -9999
KIEL       120517 300  220000-220500   00     166.41 1009.5    169.87    -0.20    -9999
KIEL       120517 300  220500-221000   00     165.93 1009.4    169.36    -0.50    -9999
KIEL       120517 300  221000-221500   00     164.90 1009.4    168.21    -1.20    -9999
KIEL       120517 300  221500-222000   00     165.54 1009.3    168.79    -0.90    -9999
KIEL       120517 300  222000-222500   00     165.50 1009.3    168.78    -0.90    -9999
KIEL       120517 300  222500-223000   00     163.40 1009.3    166.61    -2.20    -9999
KIEL       120517 300  223000-223500   00     168.09 1009.3    171.38     0.60    -9999
KIEL       120517 300  223500-224000   00     166.29 1009.3    169.55    -0.40    -9999
KIEL       120517 300  224000-224500   00     166.26 1009.3    169.53    -0.40    -9999
KIEL       120517 300  224500-225000   00     164.56 1009.2    167.71    -1.50    -9999
KIEL       120517 300  225000-225500   00     168.65 1009.2    171.84     0.90    -9999
KIEL       120517 300  225500-230000   00     165.71 1009.2    168.85    -0.80    -9999
KIEL       120517 300  230000-230500   00     164.41 1009.2    167.53    -1.60    -9999
KIEL       120517 300  230500-231000   00     165.29 1009.1    168.34    -1.10    -9999
KIEL       120517 300  231000-231500   00     166.56 1009.2    169.73    -0.30    -9999
KIEL       120517 300  231500-232000   00     164.35 1009.2    167.43    -1.70    -9999
KIEL       120517 300  232000-232500   00     169.85 1009.1    172.98     1.60    -9999
KIEL       120517 300  232500-233000   00     166.49 1009.1    169.54    -0.40    -9999
KIEL       120517 300  233000-233500   00     163.89 1009.1    166.89    -2.00    -9999
KIEL       120517 300  233500-234000   00     166.32 1009.0    169.25    -0.60    -9999
KIEL       120517 300  234000-234500   00     167.25 1009.0    170.19    -0.10    -9999
KIEL       120517 300  234500-235000   00     167.23 1009.0    170.09    -0.10    -9999
KIEL       120517 300  235000-235500   00     164.67 1008.9    167.47    -1.70    -9999
KIEL       120517 300  235500-240000   00     167.55 1008.8    170.28     0.00    -9999
KIEL       120518 3600 000000-010000   00     166.12 1008.6    168.56    -1.00    -9999
KIEL       120518 3600 010000-020000   00     166.49 1008.5    168.81    -0.90    -9999
KIEL       120518 3600 020000-030000   00     166.71 1008.3    168.81    -0.90    -9999
KIEL       120518 3600 030000-040000   00     166.30 1008.0    168.03    -1.30    -9999
KIEL       120518 3600 040000-050000   00     165.67 1007.8    167.07    -1.90    -9999
KIEL       120518 3600 050000-060000   00     166.50 1007.6    167.70    -1.50    -9999
KIEL       120518 3600 060000-070000   00     166.19 1007.5    167.23    -1.80    -9999
KIEL       120518 3600 070000-080000   00     166.96 1007.2    167.74    -1.50    -9999
KIEL       120518 3600 080000-090000   00     168.89 1006.9    169.20    -0.60    -9999
KIEL       120518 3600 090000-100000   00     170.29 1006.6    170.28     0.00    -9999
KIEL       120518 3600 100000-110000   00     170.26 1006.2    169.77    -0.30    -9999
KIEL       120518 3600 110000-120000   00     170.52 1005.9    169.67    -0.40    -9999
KIEL       120518 3600 120000-130000   00     171.76 1005.7    170.61     0.20    -9999
KIEL       120518 3600 130000-140000   00     172.59 1005.2    170.84     0.30    -9999
KIEL       120518 3600 140000-150000   00     172.50 1004.9    170.43     0.10    -9999
KIEL       120518 3600 150000-160000   00     171.70 1004.7    169.32    -0.60    -9999
KIEL       120518 3600 160000-170000   00     172.16 1004.5    169.52    -0.50    -9999
KIEL       120518 3600 170000-180000   00     173.20 1004.5    170.63     0.20    -9999
KIEL       120518 3600 180000-190000   00     171.99 1004.7    169.65    -0.40    -9999
KIEL       120518 3600 190000-200000   00     171.62 1005.0    169.65    -0.40    -9999
KIEL       120518 3600 200000-210000   00     170.79 1005.3    169.19    -0.60    -9999
KIEL       120518 3600 210000-220000   00     171.32 1005.2    169.56    -0.40    -9999
KIEL       120518 3600 220000-230000   00     171.39 1005.0    169.45    -0.50    -9999
KIEL       120518 3600 230000-240000   00     171.61 1004.8    169.42    -0.50    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2024-01-15 17:24:22 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE71/C071KIEL_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
