LOMNICKY   LATITUDE    49.2      LONGITUDE     20.22     ALTITUDE    2634 M
LOMNICKY   INSTRUMENT   8-NM-64  NEUTRON MONITOR	
LOMNICKY   STANDARD PRESSURE    747     mb     COEFFICIENT   -0.72     % / mb
LOMNICKY   PRE-INCREASE BASELINE TIME INTERVAL    120516    230000-010000   UT
LOMNICKY   PRE-INCREASE AVERAGE COUNTING RATE    470.15      COUNTS PER SECOND
LOMNICKY   TIME INTERVALS    300         3600     
LOMNICKY   SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (mb)      C/S
LOMNICKY   120517 300  195500-200000   00     467.10  734.5    471.08     0.20    -9999
LOMNICKY   120517 300  200000-200500   00     463.12  734.5    467.13    -0.60    -9999
LOMNICKY   120517 300  200500-201000   00     466.16  734.5    470.19     0.00    -9999
LOMNICKY   120517 300  201000-201500   00     467.62  734.5    471.70     0.30    -9999
LOMNICKY   120517 300  201500-202000   00     467.22  734.5    471.26     0.20    -9999
LOMNICKY   120517 300  202000-202500   00     462.24  734.5    466.31    -0.80    -9999
LOMNICKY   120517 300  202500-203000   00     464.25  734.5    468.36    -0.40    -9999
LOMNICKY   120517 300  203000-203500   00     465.83  734.5    470.05     0.00    -9999
LOMNICKY   120517 300  203500-204000   00     466.21  734.5    470.42     0.10    -9999
LOMNICKY   120517 300  204000-204500   00     462.40  734.5    466.60    -0.80    -9999
LOMNICKY   120517 300  204500-205000   00     464.83  734.6    469.10    -0.20    -9999
LOMNICKY   120517 300  205000-205500   00     460.56  734.6    464.82    -1.10    -9999
LOMNICKY   120517 300  205500-210000   00     464.31  734.5    468.55    -0.30    -9999
LOMNICKY   120517 300  210000-210500   00     464.61  734.6    468.89    -0.30    -9999
LOMNICKY   120517 300  210500-211000   00     463.07  734.6    467.42    -0.60    -9999
LOMNICKY   120517 300  211000-211500   00     463.36  734.6    467.71    -0.50    -9999
LOMNICKY   120517 300  211500-212000   00     461.88  734.6    466.25    -0.80    -9999
LOMNICKY   120517 300  212000-212500   00     464.91  734.6    469.19    -0.20    -9999
LOMNICKY   120517 300  212500-213000   00     465.74  734.5    469.99     0.00    -9999
LOMNICKY   120517 300  213000-213500   00     462.39  734.5    466.61    -0.80    -9999
LOMNICKY   120517 300  213500-214000   00     463.96  734.5    468.18    -0.40    -9999
LOMNICKY   120517 300  214000-214500   00     462.28  734.5    466.50    -0.80    -9999
LOMNICKY   120517 300  214500-215000   00     463.71  734.6    468.00    -0.50    -9999
LOMNICKY   120517 300  215000-215500   00     463.07  734.6    467.43    -0.60    -9999
LOMNICKY   120517 300  215500-220000   00     463.99  734.6    468.32    -0.40    -9999
LOMNICKY   120517 300  220000-220500   00     460.84  734.6    465.38    -1.00    -9999
LOMNICKY   120517 300  220500-221000   00     464.96  734.6    469.41    -0.20    -9999
LOMNICKY   120517 300  221000-221500   00     461.98  734.6    466.46    -0.80    -9999
LOMNICKY   120517 300  221500-222000   00     461.17  734.7    465.88    -0.90    -9999
LOMNICKY   120517 300  222000-222500   00     462.21  734.7    466.85    -0.70    -9999
LOMNICKY   120517 300  222500-223000   00     461.36  734.7    466.08    -0.90    -9999
LOMNICKY   120517 300  223000-223500   00     461.69  734.7    466.48    -0.80    -9999
LOMNICKY   120517 300  223500-224000   00     463.61  734.7    468.44    -0.40    -9999
LOMNICKY   120517 300  224000-224500   00     461.36  734.7    466.13    -0.90    -9999
LOMNICKY   120517 300  224500-225000   00     466.08  734.7    470.93     0.20    -9999
LOMNICKY   120517 300  225000-225500   00     460.84  734.8    465.77    -0.90    -9999
LOMNICKY   120517 300  225500-230000   00     463.50  734.8    468.54    -0.30    -9999
LOMNICKY   120517 300  230000-230500   00     464.59  734.8    469.73    -0.10    -9999
LOMNICKY   120517 300  230500-231000   00     460.71  734.9    465.93    -0.90    -9999
LOMNICKY   120517 300  231000-231500   00     464.32  734.8    469.57    -0.10    -9999
LOMNICKY   120517 300  231500-232000   00     460.77  734.8    465.94    -0.90    -9999
LOMNICKY   120517 300  232000-232500   00     460.82  734.8    466.00    -0.90    -9999
LOMNICKY   120517 300  232500-233000   00     464.15  734.8    469.36    -0.20    -9999
LOMNICKY   120517 300  233000-233500   00     464.27  734.9    469.56    -0.10    -9999
LOMNICKY   120517 300  233500-234000   00     468.50  734.9    473.92     0.80    -9999
LOMNICKY   120517 300  234000-234500   00     465.61  734.9    471.09     0.20    -9999
LOMNICKY   120517 300  234500-235000   00     466.87  734.9    472.42     0.50    -9999
LOMNICKY   120517 300  235000-235500   00     460.51  734.9    466.04    -0.90    -9999
LOMNICKY   120517 300  235500-240000   00     463.86  734.9    469.43    -0.20    -9999
LOMNICKY   120518 3600 000000-010000   00     465.13  735.0    470.76     0.10    -9999
LOMNICKY   120518 3600 010000-020000   00     465.13  734.9    470.71     0.10    -9999
LOMNICKY   120518 3600 020000-030000   00     461.90  734.8    467.14    -0.60    -9999
LOMNICKY   120518 3600 030000-040000   00     459.98  735.0    465.67    -1.00    -9999
LOMNICKY   120518 3600 040000-050000   00     458.82  735.3    465.41    -1.00    -9999
LOMNICKY   120518 3600 050000-060000   00     457.81  735.7    465.96    -0.90    -9999
LOMNICKY   120518 3600 060000-070000   00     457.70  736.1    467.15    -0.60    -9999
LOMNICKY   120518 3600 070000-080000   00     455.80  736.5    466.36    -0.80    -9999
LOMNICKY   120518 3600 080000-090000   00     458.43  736.7    469.88    -0.10    -9999
LOMNICKY   120518 3600 090000-100000   00     459.47  736.9    471.66     0.30    -9999
LOMNICKY   120518 3600 100000-110000   00     459.17  737.2    472.17     0.40    -9999
LOMNICKY   120518 3600 110000-120000   00     458.53  737.4    472.21     0.40    -9999
LOMNICKY   120518 3600 120000-130000   00     454.77  737.6    469.11    -0.20    -9999
LOMNICKY   120518 3600 130000-140000   00     450.38  737.8    465.18    -1.10    -9999
LOMNICKY   120518 3600 140000-150000   00     452.88  737.9    468.21    -0.40    -9999
LOMNICKY   120518 3600 150000-160000   00     450.84  738.0    466.24    -0.80    -9999
LOMNICKY   120518 3600 160000-170000   00     453.11  738.0    468.72    -0.30    -9999
LOMNICKY   120518 3600 170000-180000   00     453.40  738.3    470.08     0.00    -9999
LOMNICKY   120518 3600 180000-190000   00     451.55  738.7    469.39    -0.20    -9999
LOMNICKY   120518 3600 190000-200000   00     449.40  739.0    468.01    -0.50    -9999
LOMNICKY   120518 3600 200000-210000   00     449.31  739.1    468.49    -0.40    -9999
LOMNICKY   120518 3600 210000-220000   00     447.77  739.3    467.53    -0.60    -9999
LOMNICKY   120518 3600 220000-230000   00     447.95  739.3    467.82    -0.50    -9999
LOMNICKY   120518 3600 230000-240000   00     446.90  739.2    466.37    -0.80    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2024-01-15 17:24:22 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE71/C071LMKS.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
