MEXICOCITY LATITUDE    19.33     LONGITUDE     260.82    ALTITUDE    2274 M
MEXICOCITY INSTRUMENT   6-NM-64  NEUTRON MONITOR
MEXICOCITY STANDARD PRESSURE    779     MB     COEFFICIENT   -0.7125   % / MB
MEXICOCITY 120516 300  213000-213500   00     237.37  772.3    226.83    -1.10    -9999
MEXICOCITY 120516 300  213500-214000   00     241.23  772.2    230.33     0.40    -9999
MEXICOCITY 120516 300  214000-214500   00     241.00  772.0    229.87     0.20    -9999
MEXICOCITY 120516 300  214500-215000   00     239.23  772.0    228.10    -0.60    -9999
MEXICOCITY 120516 300  215000-215500   00     242.10  771.9    230.70     0.60    -9999
MEXICOCITY 120516 300  215500-220000   00     241.33  771.8    229.80     0.20    -9999
MEXICOCITY 120516 300  220000-220500   00     242.53  771.8    230.93     0.70    -9999
MEXICOCITY 120516 300  220500-221000   00     241.07  771.8    229.57     0.10    -9999
MEXICOCITY 120516 300  221000-221500   00     241.83  771.8    230.30     0.40    -9999
MEXICOCITY 120516 300  221500-222000   00     240.73  771.8    229.27     0.00    -9999
MEXICOCITY 120516 300  222000-222500   00     242.43  771.9    231.00     0.70    -9999
MEXICOCITY 120516 300  222500-223000   00     239.87  771.9    228.53    -0.40    -9999
MEXICOCITY 120516 300  223000-223500   00     241.73  771.9    230.37     0.40    -9999
MEXICOCITY 120516 300  223500-224000   00     241.57  771.9    230.17     0.30    -9999
MEXICOCITY 120516 300  224000-224500   00     241.40  771.8    229.97     0.30    -9999
MEXICOCITY 120516 300  224500-225000   00     245.13  771.9    233.57     1.80    -9999
MEXICOCITY 120516 300  225000-225500   00     241.13  771.8    229.67     0.10    -9999
MEXICOCITY 120516 300  225500-230000   00     239.90  771.8    228.47    -0.40    -9999
MEXICOCITY 120516 300  230000-230500   00     242.30  771.9    230.83     0.60    -9999
MEXICOCITY 120516 300  230500-231000   00     239.60  772.0    228.47    -0.40    -9999
MEXICOCITY 120516 300  231000-231500   00     240.53  772.1    229.53     0.10    -9999
MEXICOCITY 120516 300  231500-232000   00     239.87  772.2    229.10    -0.10    -9999
MEXICOCITY 120516 300  232000-232500   00     239.03  772.4    228.60    -0.30    -9999
MEXICOCITY 120516 300  232500-233000   00     241.93  772.4    231.40     0.90    -9999
MEXICOCITY 120516 300  233000-233500   00     239.63  772.5    229.30     0.00    -9999
MEXICOCITY 120516 300  233500-234000   00     239.33  772.7    229.30     0.00    -9999
MEXICOCITY 120516 300  234000-234500   00     238.17  772.8    228.40    -0.40    -9999
MEXICOCITY 120516 300  234500-235000   00     242.00  772.8    232.07     1.20    -9999
MEXICOCITY 120516 300  235000-235500   00     239.87  772.8    230.00     0.30    -9999
MEXICOCITY 120516 300  235500-240000   00     234.53  773.0    225.23    -1.80    -9999
MEXICOCITY 120517 300  000000-000500   00     239.13  773.2    229.93     0.20    -9999
MEXICOCITY 120517 300  000500-001000   00     238.30  773.3    229.33     0.00    -9999
MEXICOCITY 120517 300  001000-001500   00     237.37  773.4    228.60    -0.30    -9999
MEXICOCITY 120517 300  001500-002000   00     238.63  773.5    230.03     0.30    -9999
MEXICOCITY 120517 300  002000-002500   00     239.17  773.7    230.87     0.70    -9999
MEXICOCITY 120517 300  002500-003000   00     235.83  773.8    227.87    -0.70    -9999
MEXICOCITY 120517 300  003000-003500   00     235.63  774.0    227.90    -0.60    -9999
MEXICOCITY 120517 300  003500-004000   00     237.87  774.1    230.30     0.40    -9999
MEXICOCITY 120517 300  004000-004500   00     234.53  774.2    227.20    -0.90    -9999
MEXICOCITY 120517 300  004500-005000   00     237.17  774.4    230.00     0.30    -9999
MEXICOCITY 120517 300  005000-005500   00     238.80  774.5    231.87     1.10    -9999
MEXICOCITY 120517 300  005500-010000   00     235.40  774.6    228.67    -0.30    -9999
MEXICOCITY 120517 300  010000-010500   00     236.10  774.7    229.57     0.10    -9999
MEXICOCITY 120517 300  010500-011000   00     235.67  774.8    229.23    -0.10    -9999
MEXICOCITY 120517 300  011000-011500   00     233.57  774.7    227.10    -1.00    -9999
MEXICOCITY 120517 300  011500-012000   00     236.70  774.7    230.17     0.30    -9999
MEXICOCITY 120517 300  012000-012500   00     234.57  774.9    228.27    -0.50    -9999
MEXICOCITY 120517 300  012500-013000   00     232.63  774.9    226.53    -1.20    -9999
MEXICOCITY 120517 300  013000-013500   00     233.93  775.0    227.97    -0.60    -9999
MEXICOCITY 120517 300  013500-014000   00     235.13  775.2    229.33     0.00    -9999
MEXICOCITY 120517 300  014000-014500   00     237.63  775.3    231.93     1.10    -9999
MEXICOCITY 120517 300  014500-015000   00     235.77  775.2    230.10     0.30    -9999
MEXICOCITY 120517 300  015000-015500   00     230.43  775.4    225.07    -1.90    -9999
MEXICOCITY 120517 300  015500-020000   00     234.83  775.5    229.57     0.10    -9999
MEXICOCITY 120517 300  020000-020500   00     234.33  775.5    229.10    -0.10    -9999
MEXICOCITY 120517 300  020500-021000   00     235.30  775.6    230.17     0.30    -9999
MEXICOCITY 120517 300  021000-021500   00     233.53  775.8    228.77    -0.30    -9999
MEXICOCITY 120517 300  021500-022000   00     235.10  775.9    230.40     0.40    -9999
MEXICOCITY 120517 300  022000-022500   00     235.07  776.0    230.60     0.50    -9999
MEXICOCITY 120517 300  022500-023000   00     233.53  776.1    229.33     0.00    -9999
MEXICOCITY 120517 300  023000-023500   00     233.30  776.3    229.40     0.00    -9999
MEXICOCITY 120517 300  023500-024000   00     231.93  776.4    228.33    -0.50    -9999
MEXICOCITY 120517 300  024000-024500   00     231.70  776.6    228.33    -0.50    -9999
MEXICOCITY 120517 300  024500-025000   00     234.70  776.7    231.43     0.90    -9999
MEXICOCITY 120517 300  025000-025500   00     233.43  776.8    230.40     0.40    -9999
MEXICOCITY 120517 300  025500-030000   00     230.97  776.9    228.10    -0.60    -9999
MEXICOCITY 120517 300  030000-030500   00     234.87  776.9    231.97     1.10    -9999
MEXICOCITY 120517 300  030500-031000   00     231.00  777.0    228.40    -0.40    -9999
MEXICOCITY 120517 300  031000-031500   00     231.93  777.1    229.37     0.00    -9999
MEXICOCITY 120517 300  031500-032000   00     232.07  777.1    229.53     0.10    -9999
MEXICOCITY 120517 300  032000-032500   00     230.03  777.2    227.67    -0.70    -9999
MEXICOCITY 120517 300  032500-033000   00     229.63  777.2    227.27    -0.90    -9999
MEXICOCITY 120517 300  033000-033500   00     231.93  777.2    229.53     0.10    -9999
MEXICOCITY 120517 300  033500-034000   00     230.97  777.2    228.57    -0.30    -9999
MEXICOCITY 120517 300  034000-034500   00     231.30  777.3    229.07    -0.10    -9999
MEXICOCITY 120517 300  034500-035000   00     233.60  777.3    231.37     0.90    -9999
MEXICOCITY 120517 300  035000-035500   00     231.73  777.4    229.67     0.10    -9999
MEXICOCITY 120517 300  035500-040000   00     233.07  777.4    230.93     0.70    -9999
MEXICOCITY 120517 300  040000-040500   00     231.03  777.4    228.93    -0.20    -9999
MEXICOCITY 120517 300  040500-041000   00     231.10  777.4    229.03    -0.10    -9999
MEXICOCITY 120517 300  041000-041500   00     229.63  777.4    227.63    -0.80    -9999
MEXICOCITY 120517 300  041500-042000   00     231.97  777.4    229.90     0.20    -9999
MEXICOCITY 120517 300  042000-042500   00     231.97  777.4    229.83     0.20    -9999
MEXICOCITY 120517 300  042500-043000   00     230.83  777.3    228.63    -0.30    -9999
MEXICOCITY 120517 300  043000-043500   00     229.57  777.4    227.50    -0.80    -9999
MEXICOCITY 120517 300  043500-044000   00     231.50  777.3    229.23    -0.10    -9999
MEXICOCITY 120517 300  044000-044500   00     232.63  777.3    230.37     0.40    -9999
MEXICOCITY 120517 300  044500-045000   00     229.03  777.3    226.83    -1.10    -9999
MEXICOCITY 120517 300  045000-045500   00     229.83  777.3    227.60    -0.80    -9999
MEXICOCITY 120517 300  045500-050000   00     232.37  777.3    230.17     0.30    -9999
MEXICOCITY 120517 300  050000-050500   00     232.77  777.3    230.53     0.50    -9999
MEXICOCITY 120517 300  050500-051000   00     232.20  777.3    229.97     0.30    -9999
MEXICOCITY 120517 300  051000-051500   00     229.77  777.3    227.60    -0.80    -9999
MEXICOCITY 120517 300  051500-052000   00     229.93  777.4    227.83    -0.70    -9999
MEXICOCITY 120517 300  052000-052500   00     230.00  777.4    227.97    -0.60    -9999
MEXICOCITY 120517 300  052500-053000   00     230.80  777.4    228.77    -0.30    -9999
MEXICOCITY 120517 300  053000-053500   00     231.57  777.4    229.50     0.10    -9999
MEXICOCITY 120517 300  053500-054000   00     230.50  777.5    228.57    -0.30    -9999
MEXICOCITY 120517 300  054000-054500   00     231.70  777.5    229.77     0.20    -9999
MEXICOCITY 120517 300  054500-055000   00     229.70  777.5    227.73    -0.70    -9999
MEXICOCITY 120517 300  055000-055500   00     229.37  777.4    227.33    -0.90    -9999
MEXICOCITY 120517 300  055500-060000   00     231.23  777.4    229.17    -0.10    -9999
MEXICOCITY 120517 300  060000-060500   00     230.87  777.4    228.83    -0.20    -9999
MEXICOCITY 120517 300  060500-061000   00     230.57  777.4    228.50    -0.40    -9999
MEXICOCITY 120517 300  061000-061500   00     230.20  777.3    228.00    -0.60    -9999
MEXICOCITY 120517 300  061500-062000   00     233.33  777.2    231.00     0.70    -9999
MEXICOCITY 120517 300  062000-062500   00     231.77  777.2    229.30     0.00    -9999
MEXICOCITY 120517 300  062500-063000   00     230.20  777.1    227.67    -0.70    -9999
MEXICOCITY 120517 300  063000-063500   00     232.03  777.0    229.30     0.00    -9999
MEXICOCITY 120517 300  063500-064000   00     231.07  779.0    231.70     1.00    -9999
MEXICOCITY 120517 300  064000-064500   00     229.90  776.9    227.03    -1.00    -9999
MEXICOCITY 120517 300  064500-065000   00     228.67  776.8    225.70    -1.60    -9999
MEXICOCITY 120517 300  065000-065500   00     231.37  776.7    228.20    -0.50    -9999
MEXICOCITY 120517 300  065500-070000   00     231.70  776.6    228.40    -0.40    -9999
MEXICOCITY 120517 300  070000-070500   00     232.83  776.5    229.30     0.00    -9999
MEXICOCITY 120517 300  070500-071000   00     233.60  776.5    229.97     0.30    -9999
MEXICOCITY 120517 300  071000-071500   00     232.37  776.4    228.63    -0.30    -9999
MEXICOCITY 120517 300  071500-072000   00     231.73  776.4    227.93    -0.60    -9999
MEXICOCITY 120517 300  072000-072500   00     231.90  776.3    228.07    -0.60    -9999
MEXICOCITY 120517 300  072500-073000   00     235.03  776.2    230.90     0.70    -9999
MEXICOCITY 120517 300  073000-073500   00     234.00  776.2    229.87     0.20    -9999
MEXICOCITY 120517 300  073500-074000   00     231.30  776.1    227.03    -1.00    -9999
MEXICOCITY 120517 300  074000-074500   00     234.33  776.0    229.87     0.20    -9999
MEXICOCITY 120517 300  074500-075000   00     231.83  775.9    227.27    -0.90    -9999
MEXICOCITY 120517 300  075000-075500   00     231.73  775.8    227.03    -1.00    -9999
MEXICOCITY 120517 300  075500-080000   00     235.33  775.8    230.57     0.50    -9999
MEXICOCITY 120517 300  080000-080500   00     233.73  775.8    229.00    -0.20    -9999
MEXICOCITY 120517 300  080500-081000   00     233.77  775.7    228.87    -0.20    -9999
MEXICOCITY 120517 300  081000-081500   00     235.53  775.6    230.43     0.50    -9999
MEXICOCITY 120517 300  081500-082000   00     235.23  775.5    230.00     0.30    -9999
MEXICOCITY 120517 300  082000-082500   00     233.87  775.5    228.67    -0.30    -9999
MEXICOCITY 120517 300  082500-083000   00     235.57  775.5    230.23     0.40    -9999
MEXICOCITY 120517 300  083000-083500   00     234.47  775.4    229.07    -0.10    -9999
MEXICOCITY 120517 300  083500-084000   00     234.13  775.4    228.77    -0.30    -9999
MEXICOCITY 120517 300  084000-084500   00     231.43  775.4    226.20    -1.40    -9999
MEXICOCITY 120517 300  084500-085000   00     236.07  775.5    230.77     0.60    -9999
MEXICOCITY 120517 300  085000-085500   00     233.53  775.5    228.33    -0.50    -9999
MEXICOCITY 120517 300  085500-090000   00     236.10  775.4    230.67     0.60    -9999
MEXICOCITY 120517 300  090000-090500   00     231.53  775.4    226.17    -1.40    -9999
MEXICOCITY 120517 300  090500-091000   00     235.30  775.3    229.63     0.10    -9999
MEXICOCITY 120517 300  091000-091500   00     235.00  775.2    229.27     0.00    -9999
MEXICOCITY 120517 300  091500-092000   00     237.03  775.1    231.03     0.70    -9999
MEXICOCITY 120517 300  092000-092500   00     234.27  775.1    228.40    -0.40    -9999
MEXICOCITY 120517 300  092500-093000   00     233.57  775.1    227.73    -0.70    -9999
MEXICOCITY 120517 300  093000-093500   00     232.93  775.0    227.00    -1.00    -9999
MEXICOCITY 120517 300  093500-094000   00     237.30  774.9    231.10     0.80    -9999
MEXICOCITY 120517 300  094000-094500   00     233.03  774.9    226.83    -1.10    -9999
MEXICOCITY 120517 300  094500-095000   00     238.63  774.9    232.33     1.30    -9999
MEXICOCITY 120517 300  095000-095500   00     233.53  774.7    227.07    -1.00    -9999
MEXICOCITY 120517 300  095500-100000   00     236.97  775.0    230.90     0.70    -9999
MEXICOCITY 120517 300  100000-100500   00     233.33  775.1    227.47    -0.80    -9999
MEXICOCITY 120517 300  100500-101000   00     234.73  775.1    228.87    -0.20    -9999
MEXICOCITY 120517 300  101000-101500   00     233.87  775.1    228.00    -0.60    -9999
MEXICOCITY 120517 300  101500-102000   00     234.13  775.1    228.17    -0.50    -9999
MEXICOCITY 120517 300  102000-102500   00     236.97  775.1    231.03     0.70    -9999
MEXICOCITY 120517 300  102500-103000   00     235.33  775.0    229.30     0.00    -9999
MEXICOCITY 120517 300  103000-103500   00     235.43  775.0    229.33     0.00    -9999
MEXICOCITY 120517 300  103500-104000   00     232.07  775.0    226.10    -1.40    -9999
MEXICOCITY 120517 300  104000-104500   00     239.80  775.1    233.73     1.90    -9999
MEXICOCITY 120517 300  104500-105000   00     233.03  775.1    227.17    -1.00    -9999
MEXICOCITY 120517 300  105000-105500   00     235.93  775.1    230.00     0.30    -9999
MEXICOCITY 120517 300  105500-110000   00     236.80  775.1    230.93     0.70    -9999
MEXICOCITY 120517 300  110000-110500   00     236.77  775.2    231.00     0.70    -9999
MEXICOCITY 120517 300  110500-111000   00     235.03  775.2    229.30     0.00    -9999
MEXICOCITY 120517 300  111000-111500   00     234.40  775.2    228.67    -0.30    -9999
MEXICOCITY 120517 300  111500-112000   00     234.63  775.1    228.83    -0.20    -9999
MEXICOCITY 120517 300  112000-112500   00     233.43  775.1    227.57    -0.80    -9999
MEXICOCITY 120517 300  112500-113000   00     236.93  775.2    231.13     0.80    -9999
MEXICOCITY 120517 300  113000-113500   00     235.60  775.2    229.87     0.20    -9999
MEXICOCITY 120517 300  113500-114000   00     234.73  775.2    228.97    -0.20    -9999
MEXICOCITY 120517 300  114000-114500   00     233.53  775.2    227.77    -0.70    -9999
MEXICOCITY 120517 300  114500-115000   00     233.53  775.2    227.83    -0.70    -9999
MEXICOCITY 120517 300  115000-115500   00     234.43  775.2    228.67    -0.30    -9999
MEXICOCITY 120517 300  115500-120000   00     237.53  775.3    231.90     1.10    -9999
MEXICOCITY 120517 300  120000-120500   00     235.53  775.3    230.00     0.30    -9999
MEXICOCITY 120517 300  120500-121000   00     233.33  775.4    228.07    -0.60    -9999
MEXICOCITY 120517 300  121000-121500   00     234.33  775.6    229.23    -0.10    -9999
MEXICOCITY 120517 300  121500-122000   00     236.60  775.7    231.63     1.00    -9999
MEXICOCITY 120517 300  122000-122500   00     235.40  775.7    230.47     0.50    -9999
MEXICOCITY 120517 300  122500-123000   00     236.03  775.7    231.03     0.70    -9999
MEXICOCITY 120517 300  123000-123500   00     234.10  775.6    229.03    -0.10    -9999
MEXICOCITY 120517 300  123500-124000   00     233.90  775.6    228.93    -0.20    -9999
MEXICOCITY 120517 300  124000-124500   00     233.33  775.7    228.47    -0.40    -9999
MEXICOCITY 120517 300  124500-125000   00     235.67  775.8    230.93     0.70    -9999
MEXICOCITY 120517 300  125000-125500   00     232.63  776.0    228.20    -0.50    -9999
MEXICOCITY 120517 300  125500-130000   00     231.70  776.1    227.47    -0.80    -9999
MEXICOCITY 120517 300  130000-130500   00     234.20  776.1    229.97     0.30    -9999
MEXICOCITY 120517 300  130500-131000   00     232.33  776.2    228.30    -0.50    -9999
MEXICOCITY 120517 300  131000-131500   00     235.33  776.3    231.50     0.90    -9999
MEXICOCITY 120517 300  131500-132000   00     234.27  776.4    230.50     0.50    -9999
MEXICOCITY 120517 300  132000-132500   00     231.50  776.3    227.63    -0.80    -9999
MEXICOCITY 120517 300  132500-133000   00     233.40  776.3    229.57     0.10    -9999
MEXICOCITY 120517 300  133000-133500   00     232.27  776.4    228.57    -0.30    -9999
MEXICOCITY 120517 300  133500-134000   00     232.17  776.4    228.50    -0.40    -9999
MEXICOCITY 120517 300  134000-134500   00     233.80  776.5    230.20     0.40    -9999
MEXICOCITY 120517 300  134500-135000   00     236.23  776.4    232.43     1.30    -9999
MEXICOCITY 120517 300  135000-135500   00     235.30  776.4    231.50     0.90    -9999
MEXICOCITY 120517 300  135500-140000   00     234.43  776.4    230.70     0.60    -9999
MEXICOCITY 120517 300  140000-140500   00     233.80  776.4    230.03     0.30    -9999
MEXICOCITY 120517 300  140500-141000   00     233.63  776.5    230.07     0.30    -9999
MEXICOCITY 120517 300  141000-141500   00     232.40  776.5    228.87    -0.20    -9999
MEXICOCITY 120517 300  141500-142000   00     234.60  776.6    231.20     0.80    -9999
MEXICOCITY 120517 300  142000-142500   00     230.40  776.6    227.07    -1.00    -9999
MEXICOCITY 120517 300  142500-143000   00     232.60  776.6    229.20    -0.10    -9999
MEXICOCITY 120517 300  143000-143500   00     233.47  776.6    230.07     0.30    -9999
MEXICOCITY 120517 300  143500-144000   00     233.23  776.6    229.80     0.20    -9999
MEXICOCITY 120517 300  144000-144500   00     233.10  776.5    229.50     0.10    -9999
MEXICOCITY 120517 300  144500-145000   00     231.83  776.6    228.43    -0.40    -9999
MEXICOCITY 120517 300  145000-145500   00     233.20  776.6    229.83     0.20    -9999
MEXICOCITY 120517 300  145500-150000   00     231.80  776.6    228.40    -0.40    -9999
MEXICOCITY 120517 300  150000-150500   00     232.33  776.6    228.90    -0.20    -9999
MEXICOCITY 120517 300  150500-151000   00     234.07  776.6    230.63     0.50    -9999
MEXICOCITY 120517 300  151000-151500   00     231.20  776.6    227.80    -0.70    -9999
MEXICOCITY 120517 300  151500-152000   00     233.03  776.5    229.43     0.00    -9999
MEXICOCITY 120517 300  152000-152500   00     233.47  776.5    229.90     0.20    -9999
MEXICOCITY 120517 300  152500-153000   00     230.97  776.5    227.47    -0.80    -9999
MEXICOCITY 120517 300  153000-153500   00     231.63  776.5    228.07    -0.60    -9999
MEXICOCITY 120517 300  153500-154000   00     232.47  776.5    228.90    -0.20    -9999
MEXICOCITY 120517 300  154000-154500   00     231.50  776.5    227.97    -0.60    -9999
MEXICOCITY 120517 300  154500-155000   00     233.00  776.5    229.43     0.00    -9999
MEXICOCITY 120517 300  155000-155500   00     232.73  776.5    229.23    -0.10    -9999
MEXICOCITY 120517 300  155500-160000   00     231.23  776.5    227.70    -0.70    -9999
MEXICOCITY 120517 300  160000-160500   00     232.93  776.5    229.33     0.00    -9999
MEXICOCITY 120517 300  160500-161000   00     232.13  776.4    228.40    -0.40    -9999
MEXICOCITY 120517 300  161000-161500   00     234.93  776.4    231.17     0.80    -9999
MEXICOCITY 120517 300  161500-162000   00     232.87  776.4    229.13    -0.10    -9999
MEXICOCITY 120517 300  162000-162500   00     232.27  776.3    228.43    -0.40    -9999
MEXICOCITY 120517 300  162500-163000   00     234.27  776.3    230.30     0.40    -9999
MEXICOCITY 120517 300  163000-163500   00     232.20  776.2    228.17    -0.50    -9999
MEXICOCITY 120517 300  163500-164000   00     232.37  776.2    228.33    -0.50    -9999
MEXICOCITY 120517 300  164000-164500   00     231.83  776.1    227.67    -0.70    -9999
MEXICOCITY 120517 300  164500-165000   00     230.90  776.1    226.63    -1.20    -9999
MEXICOCITY 120517 300  165000-165500   00     233.97  776.0    229.60     0.10    -9999
MEXICOCITY 120517 300  165500-170000   00     232.90  775.9    228.33    -0.50    -9999
MEXICOCITY 120517 300  170000-170500   00     235.13  775.8    230.43     0.50    -9999
MEXICOCITY 120517 300  170500-171000   00     232.20  775.8    227.50    -0.80    -9999
MEXICOCITY 120517 300  171000-171500   00     234.30  775.8    229.53     0.10    -9999
MEXICOCITY 120517 300  171500-172000   00     232.47  775.7    227.70    -0.70    -9999
MEXICOCITY 120517 300  172000-172500   00     232.57  775.7    227.70    -0.70    -9999
MEXICOCITY 120517 300  172500-173000   00     234.87  775.7    229.87     0.20    -9999
MEXICOCITY 120517 300  173000-173500   00     232.90  775.6    227.87    -0.70    -9999
MEXICOCITY 120517 300  173500-174000   00     231.67  775.5    226.53    -1.20    -9999
MEXICOCITY 120517 300  174000-174500   00     234.67  775.5    229.47     0.00    -9999
MEXICOCITY 120517 300  174500-175000   00     236.07  775.4    230.67     0.60    -9999
MEXICOCITY 120517 300  175000-175500   00     233.07  775.4    227.70    -0.70    -9999
MEXICOCITY 120517 300  175500-180000   00     236.47  775.4    231.07     0.70    -9999
MEXICOCITY 120517 300  180000-180500   00     235.60  775.3    230.03     0.30    -9999
MEXICOCITY 120517 300  180500-181000   00     237.80  775.3    232.13     1.20    -9999
MEXICOCITY 120517 300  181000-181500   00     237.00  775.2    231.20     0.80    -9999
MEXICOCITY 120517 300  181500-182000   00     233.63  775.2    227.93    -0.60    -9999
MEXICOCITY 120517 300  182000-182500   00     236.67  775.1    230.77     0.60    -9999
MEXICOCITY 120517 300  182500-183000   00     238.03  775.1    232.07     1.20    -9999
MEXICOCITY 120517 300  183000-183500   00     234.83  775.0    228.80    -0.20    -9999
MEXICOCITY 120517 300  183500-184000   00     238.63  775.0    232.43     1.30    -9999
MEXICOCITY 120517 300  184000-184500   00     234.97  774.9    228.73    -0.30    -9999
MEXICOCITY 120517 300  184500-185000   00     235.23  774.8    228.83    -0.20    -9999
MEXICOCITY 120517 300  185000-185500   00     232.93  774.8    226.53    -1.20    -9999
MEXICOCITY 120517 300  185500-190000   00     235.30  774.7    228.73    -0.30    -9999
MEXICOCITY 120517 300  190000-190500   00     237.37  774.7    230.73     0.60    -9999
MEXICOCITY 120517 300  190500-191000   00     236.13  774.6    229.37     0.00    -9999
MEXICOCITY 120517 300  191000-191500   00     234.83  774.6    228.13    -0.50    -9999
MEXICOCITY 120517 300  191500-192000   00     231.97  774.5    225.20    -1.80    -9999
MEXICOCITY 120517 300  192000-192500   00     235.33  774.4    228.30    -0.50    -9999
MEXICOCITY 120517 300  192500-193000   00     234.90  774.4    227.87    -0.70    -9999
MEXICOCITY 120517 300  193000-193500   00     235.93  774.4    228.87    -0.20    -9999
MEXICOCITY 120517 300  193500-194000   00     235.53  774.3    228.33    -0.50    -9999
MEXICOCITY 120517 300  194000-194500   00     233.93  774.2    226.63    -1.20    -9999
MEXICOCITY 120517 300  194500-195000   00     236.97  774.2    229.50     0.10    -9999
MEXICOCITY 120517 300  195000-195500   00     236.30  774.1    228.73    -0.30    -9999
MEXICOCITY 120517 300  195500-200000   00     236.73  774.0    229.00    -0.20    -9999
MEXICOCITY 120517 300  200000-200500   00     236.73  773.9    228.83    -0.20    -9999
MEXICOCITY 120517 300  200500-201000   00     237.43  773.8    229.37     0.00    -9999
MEXICOCITY 120517 300  201000-201500   00     236.23  773.8    228.17    -0.50    -9999
MEXICOCITY 120517 300  201500-202000   00     235.33  773.7    227.20    -0.90    -9999
MEXICOCITY 120517 300  202000-202500   00     237.60  773.7    229.37     0.00    -9999
MEXICOCITY 120517 300  202500-203000   00     235.40  773.7    227.13    -1.00    -9999
MEXICOCITY 120517 300  203000-203500   00     236.97  773.6    228.53    -0.40    -9999
MEXICOCITY 120517 300  203500-204000   00     237.40  773.5    228.83    -0.20    -9999
MEXICOCITY 120517 300  204000-204500   00     235.87  773.6    227.43    -0.80    -9999
MEXICOCITY 120517 300  204500-205000   00     238.17  773.5    229.53     0.10    -9999
MEXICOCITY 120517 300  205000-205500   00     239.80  773.5    231.17     0.80    -9999
MEXICOCITY 120517 300  205500-210000   00     234.77  773.4    226.20    -1.40    -9999
MEXICOCITY 120517 300  210000-210500   00     235.20  773.4    226.50    -1.30    -9999
MEXICOCITY 120517 300  210500-211000   00     237.40  773.4    228.67    -0.30    -9999
MEXICOCITY 120517 300  211000-211500   00     239.47  773.3    230.53     0.50    -9999
MEXICOCITY 120517 300  211500-212000   00     238.83  773.4    229.97     0.30    -9999
MEXICOCITY 120517 300  212000-212500   00     238.83  773.3    229.83     0.20    -9999
MEXICOCITY 120517 300  212500-213000   00     235.50  773.3    226.67    -1.20    -9999
MEXICOCITY 120517 300  213000-213500   00     237.17  773.3    228.23    -0.50    -9999
MEXICOCITY 120517 300  213500-214000   00     238.50  773.2    229.40     0.00    -9999
