IRKUTSK2   LATITUDE    52.28     LONGITUDE     104.02    ALTITUDE    2000 M
IRKUTSK2   INSTRUMENT   12NM64    NEUTRON MONITOR     
IRKUTSK2   STANDARD PRESSURE    802.3   mb     COEFFICIENT   -0.713    % / mb
IRKUTSK2   PRE-INCREASE BASELINE TIME INTERVAL    031028    100000-110000   UT
IRKUTSK2   PRE-INCREASE AVERAGE COUNTING RATE    177.36      COUNTS PER SECOND
IRKUTSK2   TIME INTERVALS    300         3600     
IRKUTSK2   SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (mb)      C/S
IRKUTSK2   031029 300  054000-054500   00     184.75  800.7    182.61     2.70    -9999
IRKUTSK2   031029 300  054500-055000   00     184.35  800.6    182.18     2.40    -9999
IRKUTSK2   031029 300  055000-055500   00     184.75  800.6    182.56     2.60    -9999
IRKUTSK2   031029 300  055500-060000   00     185.58  800.6    183.36     3.10    -9999
IRKUTSK2   031029 300  060000-060500   00     183.99  800.6    181.77     2.20    -9999
IRKUTSK2   031029 300  060500-061000   00     183.39  800.6    181.16     1.90    -9999
IRKUTSK2   031029 300  061000-061500   00     183.34  800.6    181.10     1.80    -9999
IRKUTSK2   031029 300  061500-062000   00     183.91  800.6    181.66     2.10    -9999
IRKUTSK2   031029 300  062000-062500   00     184.65  800.6    182.38     2.50    -9999
IRKUTSK2   031029 300  062500-063000   00     182.41  800.6    180.15     1.30    -9999
IRKUTSK2   031029 300  063000-063500   00     178.35  800.5    176.13    -1.00    -9999
IRKUTSK2   031029 300  063500-064000   00     178.45  800.5    176.22    -0.90    -9999
IRKUTSK2   031029 300  064000-064500   00     178.56  800.5    176.33    -0.90    -9999
IRKUTSK2   031029 300  064500-065000   00     179.29  800.5    177.03    -0.50    -9999
IRKUTSK2   031029 300  065000-065500   00     180.60  800.5    178.32     0.30    -9999
IRKUTSK2   031029 300  065500-070000   00     181.87  800.5    179.55     1.00    -9999
IRKUTSK2   031029 300  070000-070500   00     181.15  800.5    178.85     0.60    -9999
IRKUTSK2   031029 300  070500-071000   00     179.66  800.5    177.42    -0.20    -9999
IRKUTSK2   031029 300  071000-071500   00     181.08  800.6    178.84     0.60    -9999
IRKUTSK2   031029 300  071500-072000   00     179.13  800.6    176.95    -0.50    -9999
IRKUTSK2   031029 300  072000-072500   00     179.35  800.6    177.21    -0.40    -9999
IRKUTSK2   031029 300  072500-073000   00     178.17  800.6    176.07    -1.00    -9999
IRKUTSK2   031029 300  073000-073500   00     180.03  800.7    177.94     0.10    -9999
IRKUTSK2   031029 300  073500-074000   00     175.62  800.7    173.61    -2.40    -9999
IRKUTSK2   031029 300  074000-074500   00     177.49  800.7    175.49    -1.30    -9999
IRKUTSK2   031029 300  074500-075000   00     177.62  800.7    175.65    -1.20    -9999
IRKUTSK2   031029 300  075000-075500   00     177.77  800.8    175.83    -1.10    -9999
IRKUTSK2   031029 300  075500-080000   00     180.27  800.8    178.34     0.30    -9999
IRKUTSK2   031029 300  080000-080500   00     178.69  800.8    176.80    -0.60    -9999
IRKUTSK2   031029 300  080500-081000   00     179.69  800.8    177.81     0.00    -9999
IRKUTSK2   031029 300  081000-081500   00     178.65  800.8    176.80    -0.60    -9999
IRKUTSK2   031029 300  081500-082000   00     178.51  800.9    176.68    -0.70    -9999
IRKUTSK2   031029 300  082000-082500   00     177.61  800.9    175.81    -1.10    -9999
IRKUTSK2   031029 300  082500-083000   00     179.15  800.9    177.35    -0.30    -9999
IRKUTSK2   031029 300  083000-083500   00     177.62  800.9    175.87    -1.10    -9999
IRKUTSK2   031029 300  083500-084000   00     177.63  800.9    175.90    -1.10    -9999
IRKUTSK2   031029 300  084000-084500   00     178.08  800.9    176.37    -0.80    -9999
IRKUTSK2   031029 300  084500-085000   00     178.07  801.0    176.38    -0.80    -9999
IRKUTSK2   031029 300  085000-085500   00     177.67  801.0    175.99    -1.00    -9999
IRKUTSK2   031029 300  085500-090000   00     174.65  801.0    173.02    -2.70    -9999
IRKUTSK2   031029 300  090000-090500   00     174.65  801.0    173.05    -2.70    -9999
IRKUTSK2   031029 300  090500-091000   00     173.73  801.0    172.17    -3.20    -9999
IRKUTSK2   031029 300  091000-091500   00     172.69  801.1    171.17    -3.80    -9999
IRKUTSK2   031029 300  091500-092000   00     171.96  801.1    170.48    -4.10    -9999
IRKUTSK2   031029 300  092000-092500   00     172.63  801.1    171.17    -3.80    -9999
IRKUTSK2   031029 300  092500-093000   00     172.32  801.1    170.89    -3.90    -9999
IRKUTSK2   031029 300  093000-093500   00     174.28  801.2    172.87    -2.80    -9999
IRKUTSK2   031029 300  093500-094000   00     173.16  801.2    171.79    -3.40    -9999
IRKUTSK2   031029 300  094000-094500   00     171.54  801.2    170.21    -4.30    -9999
IRKUTSK2   031029 300  094500-095000   00     169.78  801.2    168.49    -5.30    -9999
IRKUTSK2   031029 300  095000-095500   00     169.90  801.3    168.64    -5.20    -9999
IRKUTSK2   031029 300  095500-100000   00     170.33  801.3    169.10    -4.90    -9999
IRKUTSK2   031029 300  100000-100500   00     169.66  801.3    168.47    -5.30    -9999
IRKUTSK2   031029 300  100500-101000   00     169.41  801.4    168.27    -5.40    -9999
IRKUTSK2   031029 300  101000-101500   00     170.16  801.4    169.07    -4.90    -9999
IRKUTSK2   031029 300  101500-102000   00     171.72  801.4    170.68    -4.00    -9999
IRKUTSK2   031029 300  102000-102500   00     170.07  801.5    169.08    -4.90    -9999
IRKUTSK2   031029 300  102500-103000   00     170.20  801.5    169.27    -4.80    -9999
IRKUTSK2   031029 300  103000-103500   00     168.16  801.6    167.28    -5.90    -9999
IRKUTSK2   031029 300  103500-104000   00     167.38  801.6    166.56    -6.30    -9999
IRKUTSK2   031029 300  104000-104500   00     165.15  801.7    164.39    -7.60    -9999
IRKUTSK2   031029 300  104500-105000   00     163.91  801.7    163.20    -8.20    -9999
IRKUTSK2   031029 300  105000-105500   00     161.62  801.7    160.97    -9.50    -9999
IRKUTSK2   031029 300  105500-110000   00     162.70  801.8    162.09    -8.90    -9999
IRKUTSK2   031029 300  110000-110500   00     162.06  801.8    161.48    -9.20    -9999
IRKUTSK2   031029 300  110500-111000   00     161.64  801.8    161.06    -9.40    -9999
IRKUTSK2   031029 300  111000-111500   00     161.27  801.8    160.70    -9.60    -9999
IRKUTSK2   031029 300  111500-112000   00     161.26  801.8    160.69    -9.60    -9999
IRKUTSK2   031029 300  112000-112500   00     161.08  801.8    160.51    -9.70    -9999
IRKUTSK2   031029 300  112500-113000   00     160.90  801.8    160.33    -9.90    -9999
IRKUTSK2   031029 300  113000-113500   00     160.51  801.8    159.93   -10.10    -9999
IRKUTSK2   031029 300  113500-114000   00     159.26  801.8    158.69   -10.80    -9999
IRKUTSK2   031029 300  114000-114500   00     158.14  801.8    157.58   -11.40    -9999
IRKUTSK2   031029 300  114500-115000   00     157.30  801.8    156.74   -11.90    -9999
IRKUTSK2   031029 300  115000-115500   00     157.31  801.8    156.75   -11.90    -9999
IRKUTSK2   031029 300  115500-120000   00     155.00  801.8    154.45   -13.20    -9999
IRKUTSK2   031029 3600 120000-130000   00     148.88  802.3    148.88   -16.30    -9999
IRKUTSK2   031029 3600 130000-140000   00     139.72  802.1    139.52   -21.60    -9999
IRKUTSK2   031029 3600 140000-150000   00     142.38  802.1    142.18   -20.10    -9999
IRKUTSK2   031029 3600 150000-160000   00     146.92  801.9    146.50   -17.60    -9999
IRKUTSK2   031029 3600 160000-170000   00     145.54  801.8    145.03   -18.50    -9999
IRKUTSK2   031029 3600 170000-180000   00     140.31  801.1    139.12   -21.80    -9999
IRKUTSK2   031029 3600 180000-190000   00     147.42  800.7    145.74   -18.10    -9999
IRKUTSK2   031029 3600 190000-200000   00     148.33  800.1    146.02   -17.90    -9999
IRKUTSK2   031029 3600 200000-210000   00     146.42  799.4    143.42   -19.40    -9999
IRKUTSK2   031029 3600 210000-220000   00     148.98  798.7    145.21   -18.40    -9999
IRKUTSK2   031029 3600 220000-230000   00     151.12  798.2    146.76   -17.50    -9999
IRKUTSK2   031029 3600 230000-240000   00     155.66  797.5    150.42   -15.40    -9999
*
COMMENT    THE CLOCK OF REGISRATOR IS FAST ON+SEC (SLOW ON-SEC) IS 	
"COMMENT    SUPPORTING BY GPS OR INTERNETCLOCKSERVER;"	
COMMENT    PRE-INCREASE LEVEL VERIFIED AND CORRECTED (I.USOSKIN)	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-04-03 12:51:18 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE65/C065IRK2_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
