NAIN       LATITUDE    56.6      LONGITUDE     -61.7     ALTITUDE    0 M
NAIN       INSTRUMENT   18NM64    NEUTRON MONITOR     	
NAIN       STANDARD PRESSURE    1016.1  mb     COEFFICIENT   -0.75     % / mb
NAIN       061212 3600 230000-240000   00    -999.00 -999.0    204.69     0.10    -9999
NAIN       061213 3600 000000-010000   00     204.99 1016.7    205.91     0.60    -9999
NAIN       061213 300  010000-010500   00     204.02 1016.1    203.95    -0.30    -9999
NAIN       061213 300  010500-011000   00     204.44 1015.9    204.19    -0.20    -9999
NAIN       061213 300  011000-011500   00     206.64 1015.8    206.21     0.80    -9999
NAIN       061213 300  011500-012000   00     203.56 1015.7    202.96    -0.80    -9999
NAIN       061213 300  012000-012500   00     206.88 1015.6    206.08     0.70    -9999
NAIN       061213 300  012500-013000   00     203.74 1015.5    202.78    -0.90    -9999
NAIN       061213 300  013000-013500   00     207.44 1015.4    206.28     0.80    -9999
NAIN       061213 300  013500-014000   00     204.62 1015.2    203.30    -0.60    -9999
NAIN       061213 300  014000-014500   00     206.22 1015.1    204.71     0.10    -9999
NAIN       061213 300  014500-015000   00     206.26 1015.0    204.57     0.00    -9999
NAIN       061213 300  015000-015500   00     207.26 1014.9    205.38     0.40    -9999
NAIN       061213 300  015500-020000   00     206.66 1014.8    204.61     0.00    -9999
NAIN       061213 300  020000-020500   00     206.10 1014.7    203.93    -0.30    -0.27
NAIN       061213 300  020500-021000   00     206.32 1014.7    204.11    -0.20    -0.20
NAIN       061213 300  021000-021500   00     207.68 1014.6    205.42     0.40     0.37
NAIN       061213 300  021500-022000   00     206.58 1014.6    204.29    -0.10    -0.15
NAIN       061213 300  022000-022500   00     207.24 1014.6    204.91     0.20     0.12
NAIN       061213 300  022500-023000   00     210.32 1014.6    207.91     1.60     1.49
NAIN       061213 300  023000-023500   00     209.02 1014.5    206.59     1.00     0.87
NAIN       061213 300  023500-024000   00     206.78 1014.5    204.34    -0.10    -0.26
NAIN       061213 300  024000-024500   00     206.22 1014.5    203.75    -0.40    -0.59
NAIN       061213 300  024500-025000   00     208.18 1014.5    205.64     0.50     0.29
NAIN       061213 300  025000-025500   00     206.68 1014.4    204.12    -0.20    -0.44
NAIN       061213 300  025500-030000   00     210.62 1014.4    207.97     1.70     1.44
NAIN       061213 300  030000-030500   00     224.20 1014.4    221.30     8.20     7.91
NAIN       061213 300  030500-031000   00     231.42 1014.3    228.29    11.60    11.29
NAIN       061213 300  031000-031500   00     242.50 1014.2    239.07    16.90    16.56
NAIN       061213 300  031500-032000   00     243.56 1014.1    239.96    17.30    16.94
NAIN       061213 300  032000-032500   00     250.42 1014.0    246.57    20.50    20.11
NAIN       061213 300  032500-033000   00     252.82 1014.0    248.78    21.60    21.19
NAIN       061213 300  033000-033500   00     252.88 1013.9    248.68    21.60    21.16
NAIN       061213 300  033500-034000   00     256.12 1013.8    251.71    23.00    22.54
NAIN       061213 300  034000-034500   00     254.50 1013.7    249.96    22.20    21.72
NAIN       061213 300  034500-035000   00     249.82 1013.6    245.21    19.90    19.39
NAIN       061213 300  035000-035500   00     250.74 1013.5    245.96    20.20    19.67
NAIN       061213 300  035500-040000   00     251.68 1013.5    246.72    20.60    20.05
NAIN       061213 300  040000-040500   00     245.28 1013.4    240.31    17.50    16.92
NAIN       061213 300  040500-041000   00     247.54 1013.3    242.39    18.50    17.90
NAIN       061213 300  041000-041500   00     245.22 1013.2    239.98    17.30    16.68
NAIN       061213 300  041500-042000   00     245.76 1013.1    240.37    17.50    16.86
NAIN       061213 300  042000-042500   00     243.52 1013.1    238.05    16.40    15.73
NAIN       061213 300  042500-043000   00     239.72 1013.0    234.20    14.50    13.81
NAIN       061213 300  043000-043500   00     242.00 1012.9    236.29    15.50    14.79
NAIN       061213 300  043500-044000   00     239.16 1012.8    233.39    14.10    13.37
NAIN       061213 300  044000-044500   00     237.86 1012.8    231.99    13.40    12.65
NAIN       061213 300  044500-045000   00     235.24 1012.7    229.31    12.10    11.33
NAIN       061213 300  045000-045500   00     237.70 1012.6    231.58    13.20    12.40
NAIN       061213 300  045500-050000   00     233.02 1012.5    226.89    10.90    10.08
NAIN       061213 300  050000-050500   00     232.62 1012.5    226.39    10.70     9.86
NAIN       061213 300  050500-051000   00     233.02 1012.4    226.69    10.80     9.94
NAIN       061213 300  051000-051500   00     232.28 1012.4    225.89    10.40     9.52
NAIN       061213 300  051500-052000   00     231.06 1012.3    224.62     9.80     8.90
NAIN       061213 300  052000-052500   00     228.46 1012.3    222.01     8.50     7.58
NAIN       061213 300  052500-053000   00     225.20 1012.2    218.76     6.90     5.96
NAIN       061213 300  053000-053500   00     228.06 1012.2    221.45     8.20     7.24
NAIN       061213 300  053500-054000   00     227.58 1012.1    220.91     8.00     7.02
NAIN       061213 300  054000-054500   00     226.12 1012.1    219.40     7.20     6.20
NAIN       061213 300  054500-055000   00     225.70 1012.0    218.91     7.00     5.99
NAIN       061213 300  055000-055500   00     224.26 1012.0    217.44     6.30     5.27
NAIN       061213 300  055500-060000   00     223.38 1011.9    216.50     5.80     4.75
NAIN       061213 300  060000-060500   00     222.02 1011.9    215.06     5.10     4.03
NAIN       061213 300  060500-061000   00     223.98 1011.7    216.79     6.00     4.91
NAIN       061213 300  061000-061500   00     221.32 1011.6    214.04     4.60     3.49
NAIN       061213 300  061500-062000   00     222.62 1011.5    215.12     5.10     3.98
NAIN       061213 300  062000-062500   00     222.56 1011.4    214.89     5.00     3.86
NAIN       061213 300  062500-063000   00     221.20 1011.3    213.40     4.30     3.14
NAIN       061213 300  063000-063500   00     219.22 1011.2    211.32     3.30     2.12
NAIN       061213 300  063500-064000   00     222.54 1011.1    214.35     4.80     3.61
NAIN       061213 300  064000-064500   00     218.92 1011.0    210.69     3.00     1.79
NAIN       061213 300  064500-065000   00     219.62 1010.9    211.19     3.20     1.97
NAIN       061213 300  065000-065500   00     218.30 1010.8    209.75     2.50     1.26
NAIN       061213 300  065500-070000   00     221.58 1010.7    212.73     4.00     2.74
NAIN       061213 300  070000-070500   00     221.38 1010.6    212.43     3.80     2.52
NAIN       061213 300  070500-071000   00     220.06 1010.6    211.17     3.20     1.91
NAIN       061213 300  071000-071500   00     220.36 1010.6    211.45     3.40     2.09
NAIN       061213 300  071500-072000   00     217.52 1010.6    208.73     2.00     0.68
NAIN       061213 300  072000-072500   00     220.88 1010.6    211.95     3.60     2.26
NAIN       061213 300  072500-073000   00     219.82 1010.6    210.94     3.10     1.75
NAIN       061213 300  073000-073500   00     217.66 1010.6    208.86     2.10     0.73
NAIN       061213 300  073500-074000   00     222.40 1010.6    213.41     4.30     2.92
NAIN       061213 300  074000-074500   00     220.42 1010.6    211.51     3.40     2.00
NAIN       061213 300  074500-075000   00     219.70 1010.6    210.82     3.00     1.59
NAIN       061213 300  075000-075500   00     220.74 1010.6    211.82     3.50     2.07
NAIN       061213 300  075500-080000   00     221.86 1010.6    212.89     4.10     2.66
NAIN       061213 3600 080000-090000   00     221.05 1009.3    210.06     2.70     1.17
NAIN       061213 3600 090000-100000   00     222.47 1008.1    209.51     2.40     0.73
NAIN       061213 3600 100000-110000   00     220.58 1007.5    206.81     1.10    -0.68
NAIN       061213 3600 110000-120000   00     223.27 1006.8    208.23     1.80    -9999
NAIN       061213 3600 120000-130000   00     223.70 1006.3    207.85     1.60    -9999
NAIN       061213 3600 130000-140000   00     225.10 1005.8    208.37     1.90    -9999
NAIN       061213 3600 140000-150000   00     226.66 1005.4    209.18     2.20    -9999
NAIN       061213 3600 150000-160000   00     228.65 1004.1    208.97     2.10    -9999
NAIN       061213 3600 160000-170000   00     232.64 1002.8    210.55     2.90    -9999
NAIN       061213 3600 170000-180000   00     228.86 1003.0    207.45     1.40    -9999
NAIN       061213 3600 180000-190000   00     230.20 1003.0    208.66     2.00    -9999
NAIN       061213 3600 190000-200000   00     228.26 1003.4    207.52     1.40    -9999
NAIN       061213 3600 200000-210000   00     228.33 1003.2    207.28     1.30    -9999
NAIN       061213 3600 210000-220000   00     228.08 1003.4    207.36     1.40    -9999
NAIN       061213 3600 220000-230000   00     226.96 1002.9    205.56     0.50    -9999
NAIN       061213 3600 230000-240000   00     223.94 1002.8    202.68    -0.90    -9999
*
"Comment: The Clock of Regisrator is fast on+sec (slow on-sec) is supporting by GPS or InternetClockServer;"	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-02-24 11:29:29 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE70/C070NAIN_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
