JUNGFRAU   LATITUDE    46.55     LONGITUDE     7.98      ALTITUDE    3475 M
JUNGFRAU   INSTRUMENT   3-NM-64  NEUTRON MONITOR	
JUNGFRAU   STANDARD PRESSURE    482     MMHG   COEFFICIENT   -0.96     % / MMHG
JUNGFRAU   010415 60   191100-191200   30     131.35  484.5    134.55    -2.60    -9999
JUNGFRAU   010415 60   191200-191300   30     137.90  484.3    140.97     2.00    -9999
JUNGFRAU   010415 60   191300-191400   30     133.40  484.5    136.63    -1.10    -9999
JUNGFRAU   010415 60   191400-191500   30     135.75  484.5    139.05     0.70    -9999
JUNGFRAU   010415 60   191500-191600   30     140.37  484.5    143.77     4.10    -9999
JUNGFRAU   010415 60   191600-191700   30     137.22  484.5    140.55     1.70    -9999
JUNGFRAU   010415 60   191700-191800   30     135.40  484.5    138.70     0.40    -9999
JUNGFRAU   010415 60   191800-191900   30     135.02  484.4    138.17     0.00    -9999
JUNGFRAU   010415 60   191900-192000   30     135.10  484.5    138.38     0.20    -9999
JUNGFRAU   010415 60   192000-192100   30     135.90  484.5    139.20     0.80    -9999
JUNGFRAU   010415 60   192100-192200   30     132.52  484.5    135.75    -1.70    -9999
JUNGFRAU   010415 60   192200-192300   30     136.97  484.5    140.28     1.50    -9999
JUNGFRAU   010415 60   192300-192400   30     134.28  484.5    137.53    -0.40    -9999
JUNGFRAU   010415 60   192400-192500   30     135.35  484.5    138.63     0.40    -9999
JUNGFRAU   010415 60   192500-192600   30     134.33  484.5    137.60    -0.40    -9999
JUNGFRAU   010415 60   192600-192700   30     134.50  484.5    137.77    -0.30    -9999
JUNGFRAU   010415 60   192700-192800   30     134.32  484.5    137.58    -0.40    -9999
JUNGFRAU   010415 60   192800-192900   30     134.53  484.5    137.80    -0.20    -9999
JUNGFRAU   010415 60   192900-193000   30     134.08  484.5    137.33    -0.60    -9999
JUNGFRAU   010415 60   193000-193100   30     131.67  484.3    134.60    -2.60    -9999
JUNGFRAU   010415 60   193100-193200   30     131.22  484.5    134.40    -2.70    -9999
JUNGFRAU   010415 60   193200-193300   30     135.85  484.5    139.15     0.70    -9999
JUNGFRAU   010415 60   193300-193400   30     132.98  484.4    136.08    -1.50    -9999
JUNGFRAU   010415 60   193400-193500   30     131.52  484.1    134.20    -2.90    -9999
JUNGFRAU   010415 60   193500-193600   30     133.95  484.5    137.20    -0.70    -9999
JUNGFRAU   010415 60   193600-193700   30     134.67  484.5    137.93    -0.20    -9999
JUNGFRAU   010415 60   193700-193800   30     136.05  484.5    139.35     0.90    -9999
JUNGFRAU   010415 60   193800-193900   30     136.40  484.4    139.58     1.00    -9999
JUNGFRAU   010415 60   193900-194000   30     131.88  484.5    135.08    -2.20    -9999
JUNGFRAU   010415 60   194000-194100   30     134.20  484.5    137.47    -0.50    -9999
JUNGFRAU   010415 60   194100-194200   30     132.95  484.6    136.32    -1.30    -9999
JUNGFRAU   010415 60   194200-194300   30     138.83  484.5    142.20     2.90    -9999
JUNGFRAU   010415 60   194300-194400   30     137.22  484.3    140.27     1.50    -9999
JUNGFRAU   010415 60   194400-194500   30     135.35  484.5    138.65     0.40    -9999
JUNGFRAU   010415 60   194500-194600   30     136.80  484.5    140.12     1.40    -9999
JUNGFRAU   010415 60   194600-194700   30     136.17  484.5    139.47     1.00    -9999
JUNGFRAU   010415 60   194700-194800   30     135.95  484.2    138.85     0.50    -9999
JUNGFRAU   010415 60   194800-194900   30     134.80  484.3    137.80    -0.20    -9999
JUNGFRAU   010415 60   194900-195000   30     132.37  484.2    135.20    -2.10    -9999
JUNGFRAU   010415 60   195000-195100   30     138.65  484.2    141.62     2.50    -9999
JUNGFRAU   010415 60   195100-195200   30     135.53  484.5    138.83     0.50    -9999
JUNGFRAU   010415 60   195200-195300   30     131.45  484.4    134.50    -2.60    -9999
JUNGFRAU   010415 60   195300-195400   30     135.03  484.5    138.32     0.10    -9999
JUNGFRAU   010415 60   195400-195500   30     136.63  484.4    139.82     1.20    -9999
JUNGFRAU   010415 60   195500-195600   30     135.90  484.5    139.20     0.80    -9999
JUNGFRAU   010415 60   195600-195700   30     137.48  484.2    140.42     1.60    -9999
JUNGFRAU   010415 60   195700-195800   30     131.67  484.3    134.60    -2.60    -9999
JUNGFRAU   010415 60   195800-195900   30     132.55  484.4    135.63    -1.80    -9999
JUNGFRAU   010415 60   195900-200000   30     135.30  484.4    138.45     0.20    -9999
JUNGFRAU   010415 60   200000-200100   30     133.92  484.4    137.03    -0.80    -9999
JUNGFRAU   010415 60   200100-200200   30     134.68  484.3    137.68    -0.30    -9999
JUNGFRAU   010415 60   200200-200300   30     133.37  484.5    136.60    -1.10    -9999
JUNGFRAU   010415 60   200300-200400   30     137.45  484.3    140.52     1.70    -9999
JUNGFRAU   010415 60   200400-200500   30     135.70  484.5    139.00     0.60    -9999
JUNGFRAU   010415 60   200500-200600   30     135.50  484.3    138.52     0.30    -9999
JUNGFRAU   010415 60   200600-200700   30     133.55  484.3    136.53    -1.20    -9999
JUNGFRAU   010415 60   200700-200800   30     133.60  484.5    136.85    -0.90    -9999
JUNGFRAU   010415 60   200800-200900   30     133.23  484.4    136.33    -1.30    -9999
JUNGFRAU   010415 60   200900-201000   30     134.08  484.3    137.08    -0.80    -9999
JUNGFRAU   010415 60   201000-201100   30     133.73  484.5    136.98    -0.80    -9999
JUNGFRAU   010415 60   201100-201200   30     132.67  484.5    135.88    -1.60    -9999
JUNGFRAU   010415 60   201200-201300   30     135.30  484.3    138.33     0.10    -9999
JUNGFRAU   010415 60   201300-201400   30     133.92  484.5    137.17    -0.70    -9999
JUNGFRAU   010415 60   201400-201500   30     137.42  484.3    140.48     1.70    -9999
JUNGFRAU   010415 60   201500-201600   30     133.68  484.4    136.80    -1.00    -9999
JUNGFRAU   010415 60   201600-201700   30     133.15  484.5    136.38    -1.30    -9999
JUNGFRAU   010415 60   201700-201800   30     132.77  484.4    135.87    -1.60    -9999
JUNGFRAU   010415 60   201800-201900   30     135.47  484.3    138.48     0.20    -9999
JUNGFRAU   010415 60   201900-202000   30     135.85  484.2    138.75     0.40    -9999
JUNGFRAU   010415 60   202000-202100   30     133.03  484.3    136.02    -1.50    -9999
JUNGFRAU   010415 60   202100-202200   30     133.82  484.3    136.82    -1.00    -9999
JUNGFRAU   010415 60   202200-202300   30     135.47  484.5    138.77     0.50    -9999
JUNGFRAU   010415 60   202300-202400   30     130.13  484.3    133.03    -3.70    -9999
JUNGFRAU   010415 60   202400-202500   30     134.35  484.2    137.22    -0.70    -9999
JUNGFRAU   010415 60   202500-202600   30     134.00  484.5    137.25    -0.60    -9999
JUNGFRAU   010415 60   202600-202700   30     133.93  484.1    136.65    -1.10    -9999
JUNGFRAU   010415 60   202700-202800   30     138.53  484.2    141.50     2.40    -9999
JUNGFRAU   010415 60   202800-202900   30     137.65  484.1    140.47     1.70    -9999
JUNGFRAU   010415 60   202900-203000   30     138.63  484.3    141.73     2.60    -9999
JUNGFRAU   010415 60   203000-203100   30     136.40  484.2    139.32     0.80    -9999
JUNGFRAU   010415 60   203100-203200   30     137.17  484.2    140.10     1.40    -9999
JUNGFRAU   010415 60   203200-203300   30     136.77  484.1    139.55     1.00    -9999
JUNGFRAU   010415 60   203300-203400   30     134.82  484.0    137.43    -0.50    -9999
JUNGFRAU   010415 60   203400-203500   30     132.78  484.2    135.62    -1.80    -9999
JUNGFRAU   010415 60   203500-203600   30     130.97  483.8    133.25    -3.50    -9999
JUNGFRAU   010415 60   203600-203700   30     134.97  483.8    137.32    -0.60    -9999
JUNGFRAU   010415 60   203700-203800   30     133.42  483.9    135.88    -1.60    -9999
JUNGFRAU   010415 60   203800-203900   30     137.42  483.9    139.93     1.30    -9999
JUNGFRAU   010415 60   203900-204000   30     131.68  484.2    134.48    -2.60    -9999
JUNGFRAU   010415 60   204000-204100   30     134.15  484.2    137.00    -0.80    -9999
JUNGFRAU   010415 60   204100-204200   30     131.22  483.9    133.63    -3.30    -9999
JUNGFRAU   010415 60   204200-204300   30     138.48  483.9    141.03     2.10    -9999
JUNGFRAU   010415 60   204300-204400   30     132.17  484.2    135.00    -2.30    -9999
JUNGFRAU   010415 60   204400-204500   30     132.68  483.9    135.13    -2.20    -9999
JUNGFRAU   010415 60   204500-204600   30     131.93  483.9    134.35    -2.70    -9999
JUNGFRAU   010415 60   204600-204700   30     137.13  484.2    140.07     1.40    -9999
JUNGFRAU   010415 60   204700-204800   30     131.27  483.9    133.68    -3.20    -9999
JUNGFRAU   010415 60   204800-204900   30     131.65  484.2    134.47    -2.70    -9999
JUNGFRAU   010415 60   204900-205000   30     134.90  484.1    137.65    -0.40    -9999
JUNGFRAU   010415 60   205000-205100   30     137.73  484.1    140.53     1.70    -9999
JUNGFRAU   010415 60   205100-205200   30     133.90  484.2    136.75    -1.00    -9999
JUNGFRAU   010415 60   205200-205300   30     133.15  484.1    135.87    -1.60    -9999
JUNGFRAU   010415 60   205300-205400   30     138.15  483.9    140.68     1.80    -9999
JUNGFRAU   010415 60   205400-205500   30     138.37  483.9    140.92     2.00    -9999
JUNGFRAU   010415 60   205500-205600   30     138.40  484.0    141.08     2.10    -9999
JUNGFRAU   010415 60   205600-205700   30     137.58  484.2    140.52     1.70    -9999
JUNGFRAU   010415 60   205700-205800   30     133.80  483.9    136.27    -1.40    -9999
JUNGFRAU   010415 60   205800-205900   30     136.72  483.9    139.23     0.80    -9999
JUNGFRAU   010415 60   205900-210000   30     137.95  483.9    140.48     1.70    -9999
JUNGFRAU   010415 60   210000-210100   30     133.80  483.9    136.27    -1.40    -9999
JUNGFRAU   010415 60   210100-210200   30     132.53  484.2    135.35    -2.00    -9999
JUNGFRAU   010415 60   210200-210300   30     132.15  484.0    134.72    -2.50    -9999
JUNGFRAU   010415 60   210300-210400   30     134.38  483.8    136.73    -1.00    -9999
JUNGFRAU   010415 60   210400-210500   30     134.30  483.9    136.78    -1.00    -9999
JUNGFRAU   010415 60   210500-210600   30     135.90  483.8    138.27     0.10    -9999
JUNGFRAU   010415 60   210600-210700   30     133.43  483.6    135.48    -1.90    -9999
JUNGFRAU   010415 60   210700-210800   30     133.03  483.4    134.82    -2.40    -9999
JUNGFRAU   010415 60   210800-210900   30     135.05  483.5    137.02    -0.80    -9999
JUNGFRAU   010415 60   210900-211000   30     131.38  483.8    133.68    -3.20    -9999
JUNGFRAU   010415 60   211000-211100   30     132.47  482.8    133.48    -3.40    -9999
JUNGFRAU   010415 60   211100-211200   30     135.05  483.3    136.75    -1.00    -9999
JUNGFRAU   010415 60   211200-211300   30     132.83  483.6    134.90    -2.30    -9999
JUNGFRAU   010415 60   211300-211400   30     136.13  483.9    138.65     0.40    -9999
JUNGFRAU   010415 60   211400-211500   30     134.28  483.7    136.50    -1.20    -9999
JUNGFRAU   010415 60   211500-211600   30     134.95  483.3    136.65    -1.10    -9999
JUNGFRAU   010415 60   211600-211700   30     135.40  483.4    137.23    -0.70    -9999
JUNGFRAU   010415 60   211700-211800   30     135.48  483.3    137.20    -0.70    -9999
JUNGFRAU   010415 60   211800-211900   30     135.57  483.6    137.65    -0.40    -9999
JUNGFRAU   010415 60   211900-212000   30     133.63  483.6    135.70    -1.80    -9999
JUNGFRAU   010415 60   212000-212100   30     133.33  483.6    135.40    -2.00    -9999
JUNGFRAU   010415 60   212100-212200   30     137.05  483.6    139.17     0.70    -9999
JUNGFRAU   010415 60   212200-212300   30     136.60  483.6    138.72     0.40    -9999
JUNGFRAU   010415 60   212300-212400   30     130.98  483.9    133.40    -3.40    -9999
JUNGFRAU   010415 60   212400-212500   30     135.30  483.7    137.53    -0.40    -9999
JUNGFRAU   010415 60   212500-212600   30     133.28  483.6    135.35    -2.00    -9999
JUNGFRAU   010415 60   212600-212700   30     134.32  483.6    136.40    -1.30    -9999
JUNGFRAU   010415 60   212700-212800   30     134.58  483.9    137.07    -0.80    -9999
JUNGFRAU   010415 60   212800-212900   30     134.60  483.9    137.07    -0.80    -9999
JUNGFRAU   010415 60   212900-213000   30     134.50  483.6    136.58    -1.10    -9999
JUNGFRAU   010415 60   213000-213100   30     137.28  483.3    139.00     0.60    -9999
JUNGFRAU   010415 60   213100-213200   30     134.28  483.9    136.75    -1.00    -9999
JUNGFRAU   010415 60   213200-213300   30     136.78  483.9    139.30     0.80    -9999
JUNGFRAU   010415 60   213300-213400   30     137.62  483.7    139.88     1.30    -9999
JUNGFRAU   010415 60   213400-213500   30     133.10  483.9    135.55    -1.90    -9999
JUNGFRAU   010415 60   213500-213600   30     136.60  483.7    138.85     0.50    -9999
JUNGFRAU   010415 60   213600-213700   30     132.03  483.9    134.47    -2.70    -9999
JUNGFRAU   010415 60   213700-213800   30     133.47  483.6    135.53    -1.90    -9999
JUNGFRAU   010415 60   213800-213900   30     134.27  483.6    136.35    -1.30    -9999
JUNGFRAU   010415 60   213900-214000   30     135.55  483.9    138.03    -0.10    -9999
JUNGFRAU   010415 60   214000-214100   30     137.10  483.7    139.35     0.90    -9999
JUNGFRAU   010415 60   214100-214200   30     136.17  483.9    138.68     0.40    -9999
JUNGFRAU   010415 60   214200-214300   30     136.00  483.7    138.23     0.10    -9999
JUNGFRAU   010415 60   214300-214400   30     133.35  483.7    135.55    -1.90    -9999
JUNGFRAU   010415 60   214400-214500   30     135.32  483.9    137.82    -0.20    -9999
JUNGFRAU   010415 60   214500-214600   30     136.17  483.9    138.68     0.40    -9999
JUNGFRAU   010415 60   214600-214700   30     135.00  484.0    137.62    -0.40    -9999
JUNGFRAU   010415 60   214700-214800   30     136.63  483.7    138.88     0.50    -9999
JUNGFRAU   010415 60   214800-214900   30     137.63  483.9    140.17     1.50    -9999
JUNGFRAU   010415 60   214900-215000   30     137.42  483.7    139.68     1.10    -9999
JUNGFRAU   010415 60   215000-215100   30     135.52  483.8    137.88    -0.20    -9999
JUNGFRAU   010415 60   215100-215200   30     134.18  483.7    136.38    -1.30    -9999
JUNGFRAU   010415 60   215200-215300   30     136.48  483.7    138.72     0.40    -9999
JUNGFRAU   010415 60   215300-215400   30     136.57  483.7    138.82     0.50    -9999
JUNGFRAU   010415 60   215400-215500   30     137.37  483.8    139.75     1.20    -9999
JUNGFRAU   010415 60   215500-215600   30     136.50  483.9    139.02     0.60    -9999
JUNGFRAU   010415 60   215600-215700   30     134.93  483.6    137.03    -0.80    -9999
JUNGFRAU   010415 60   215700-215800   30     133.03  484.0    135.62    -1.80    -9999
JUNGFRAU   010415 60   215800-215900   30     134.65  483.8    137.00    -0.80    -9999
JUNGFRAU   010415 60   215900-220000   30     133.72  483.9    136.18    -1.40    -9999
JUNGFRAU   010415 60   220000-220100   30     135.10  483.9    137.58    -0.40    -9999
JUNGFRAU   010415 60   220100-220200   30     134.58  484.1    137.33    -0.60    -9999
JUNGFRAU   010415 60   220200-220300   30     137.97  483.9    140.52     1.70    -9999
JUNGFRAU   010415 60   220300-220400   30     132.98  484.0    135.57    -1.90    -9999
JUNGFRAU   010415 60   220400-220500   30     137.68  483.9    140.22     1.50    -9999
JUNGFRAU   010415 60   220500-220600   30     135.55  483.9    138.05    -0.10    -9999
JUNGFRAU   010415 60   220600-220700   30     133.10  484.0    135.68    -1.80    -9999
JUNGFRAU   010415 60   220700-220800   30     133.20  483.9    135.65    -1.80    -9999
JUNGFRAU   010415 60   220800-220900   30     135.08  483.9    137.57    -0.40    -9999
JUNGFRAU   010415 60   220900-221000   30     133.65  483.7    135.85    -1.70    -9999
JUNGFRAU   010415 60   221000-221100   30     132.98  483.9    135.43    -2.00    -9999
JUNGFRAU   010415 60   221100-221200   30     135.72  484.0    138.35     0.10    -9999
JUNGFRAU   010415 60   221200-221300   30     132.73  483.9    135.18    -2.10    -9999
JUNGFRAU   010415 60   221300-221400   30     138.12  484.1    140.92     2.00    -9999
JUNGFRAU   010415 60   221400-221500   30     136.57  484.0    139.22     0.80    -9999
JUNGFRAU   010415 60   221500-221600   30     135.00  484.0    137.62    -0.40    -9999
JUNGFRAU   010415 60   221600-221700   30     138.95  484.1    141.78     2.60    -9999
JUNGFRAU   010415 60   221700-221800   30     135.58  484.0    138.22     0.10    -9999
JUNGFRAU   010415 60   221800-221900   30     134.72  483.9    137.20    -0.70    -9999
JUNGFRAU   010415 60   221900-222000   30     136.63  483.9    139.15     0.70    -9999
JUNGFRAU   010415 60   222000-222100   30     131.17  484.1    133.83    -3.10    -9999
JUNGFRAU   010415 60   222100-222200   30     133.50  483.8    135.83    -1.70    -9999
JUNGFRAU   010415 60   222200-222300   30     138.18  484.1    141.00     2.10    -9999
JUNGFRAU   010415 60   222300-222400   30     134.32  484.0    136.92    -0.90    -9999
JUNGFRAU   010415 60   222400-222500   30     136.18  484.1    138.95     0.60    -9999
JUNGFRAU   010415 60   222500-222600   30     135.15  484.0    137.77    -0.30    -9999
JUNGFRAU   010415 60   222600-222700   30     136.40  483.9    138.92     0.60    -9999
JUNGFRAU   010415 60   222700-222800   30     136.22  483.9    138.72     0.40    -9999
JUNGFRAU   010415 60   222800-222900   30     134.82  483.9    137.30    -0.60    -9999
JUNGFRAU   010415 60   222900-223000   30     133.35  483.8    135.68    -1.80    -9999
JUNGFRAU   010415 60   223000-223100   30     131.08  484.0    133.62    -3.30    -9999
JUNGFRAU   010415 60   223100-223200   30     134.27  484.0    136.87    -0.90    -9999
JUNGFRAU   010415 60   223200-223300   30     132.92  484.0    135.48    -1.90    -9999
JUNGFRAU   010415 60   223300-223400   30     131.58  483.9    134.02    -3.00    -9999
JUNGFRAU   010415 60   223400-223500   30     133.47  483.8    135.80    -1.70    -9999
JUNGFRAU   010415 60   223500-223600   30     140.12  483.8    142.57     3.20    -9999
JUNGFRAU   010415 60   223600-223700   30     133.88  483.9    136.35    -1.30    -9999
JUNGFRAU   010415 60   223700-223800   30     142.20  483.9    144.82     4.80    -9999
JUNGFRAU   010415 60   223800-223900   30     137.98  483.9    140.52     1.70    -9999
JUNGFRAU   010415 60   223900-224000   30     136.47  484.0    139.10     0.70    -9999
JUNGFRAU   010415 60   224000-224100   30     134.72  484.0    137.33    -0.60    -9999
JUNGFRAU   010415 60   224100-224200   30     134.53  483.9    137.00    -0.80    -9999
JUNGFRAU   010415 60   224200-224300   30     134.03  483.9    136.50    -1.20    -9999
JUNGFRAU   010415 60   224300-224400   30     138.18  483.9    140.72     1.90    -9999
JUNGFRAU   010415 60   224400-224500   30     135.07  484.1    137.82    -0.20    -9999
JUNGFRAU   010415 60   224500-224600   30     135.30  484.0    137.92    -0.20    -9999
JUNGFRAU   010415 60   224600-224700   30     134.20  484.1    136.93    -0.90    -9999
JUNGFRAU   010415 60   224700-224800   30     135.92  484.0    138.55     0.30    -9999
JUNGFRAU   010415 60   224800-224900   30     133.53  484.0    136.12    -1.50    -9999
JUNGFRAU   010415 60   224900-225000   30     131.77  484.0    134.33    -2.80    -9999
JUNGFRAU   010415 60   225000-225100   30     135.37  483.9    137.85    -0.20    -9999
JUNGFRAU   010415 60   225100-225200   30     133.17  483.8    135.48    -1.90    -9999
JUNGFRAU   010415 60   225200-225300   30     136.33  484.0    138.98     0.60    -9999
JUNGFRAU   010415 60   225300-225400   30     134.33  484.0    136.93    -0.90    -9999
JUNGFRAU   010415 60   225400-225500   30     137.58  484.0    140.25     1.50    -9999
JUNGFRAU   010415 60   225500-225600   30     139.92  484.0    142.63     3.20    -9999
JUNGFRAU   010415 60   225600-225700   30     134.70  484.0    137.32    -0.60    -9999
JUNGFRAU   010415 60   225700-225800   30     136.70  484.0    139.35     0.90    -9999
JUNGFRAU   010415 60   225800-225900   30     137.32  484.0    139.98     1.30    -9999
JUNGFRAU   010415 60   225900-230000   30     136.60  484.0    139.23     0.80    -9999
JUNGFRAU   010415 60   230000-230100   30     138.38  484.0    141.07     2.10    -9999
JUNGFRAU   010415 60   230100-230200   30     132.65  483.9    135.10    -2.20    -9999
JUNGFRAU   010415 60   230200-230300   30     135.38  483.9    137.87    -0.20    -9999
JUNGFRAU   010415 60   230300-230400   30     135.55  483.9    138.05    -0.10    -9999
JUNGFRAU   010415 60   230400-230500   30     134.73  483.8    137.08    -0.80    -9999
JUNGFRAU   010415 60   230500-230600   30     133.75  483.9    136.22    -1.40    -9999
JUNGFRAU   010415 60   230600-230700   30     135.02  483.9    137.50    -0.50    -9999
JUNGFRAU   010415 60   230700-230800   30     136.45  483.9    138.97     0.60    -9999
JUNGFRAU   010415 60   230800-230900   30     135.60  483.9    138.10     0.00    -9999
JUNGFRAU   010415 60   230900-231000   30     136.33  483.8    138.70     0.40    -9999
JUNGFRAU   010415 60   231000-231100   30     134.80  483.7    137.02    -0.80    -9999
JUNGFRAU   010415 60   231100-231200   30     136.72  483.6    138.83     0.50    -9999
JUNGFRAU   010415 60   231200-231300   30     136.07  483.8    138.43     0.20    -9999
JUNGFRAU   010415 60   231300-231400   30     135.05  483.7    137.27    -0.60    -9999
JUNGFRAU   010415 60   231400-231500   30     136.78  483.8    139.17     0.70    -9999
JUNGFRAU   010415 60   231500-231600   30     139.12  483.8    141.53     2.50    -9999
JUNGFRAU   010415 60   231600-231700   30     138.15  483.9    140.68     1.80    -9999
JUNGFRAU   010415 60   231700-231800   30     129.67  483.7    131.80    -4.60    -9999
JUNGFRAU   010415 60   231800-231900   30     133.10  483.7    135.28    -2.10    -9999
JUNGFRAU   010415 60   231900-232000   30     133.62  483.8    135.95    -1.60    -9999
JUNGFRAU   010415 60   232000-232100   30     134.50  483.7    136.72    -1.00    -9999
JUNGFRAU   010415 60   232100-232200   30     134.63  483.7    136.85    -0.90    -9999
JUNGFRAU   010415 60   232200-232300   30     141.63  483.6    143.83     4.10    -9999
JUNGFRAU   010415 60   232300-232400   30     131.85  483.6    133.88    -3.10    -9999
JUNGFRAU   010415 60   232400-232500   30     137.13  483.6    139.25     0.80    -9999
JUNGFRAU   010415 60   232500-232600   30     139.82  483.6    141.98     2.80    -9999
JUNGFRAU   010415 60   232600-232700   30     134.78  483.6    136.88    -0.90    -9999
JUNGFRAU   010415 60   232700-232800   30     136.12  483.6    138.22     0.10    -9999
JUNGFRAU   010415 60   232800-232900   30     133.18  483.5    135.12    -2.20    -9999
JUNGFRAU   010415 60   232900-233000   30     136.02  483.8    138.38     0.20    -9999
JUNGFRAU   010415 60   233000-233100   30     139.38  483.9    141.95     2.80    -9999
JUNGFRAU   010415 60   233100-233200   30     135.85  483.7    138.08     0.00    -9999
JUNGFRAU   010415 60   233200-233300   30     133.48  483.7    135.68    -1.80    -9999
JUNGFRAU   010415 60   233300-233400   30     133.75  483.6    135.83    -1.70    -9999
JUNGFRAU   010415 60   233400-233500   30     135.10  483.3    136.80    -1.00    -9999
JUNGFRAU   010415 60   233500-233600   30     134.88  483.5    136.85    -0.90    -9999
JUNGFRAU   010415 60   233600-233700   30     136.62  483.5    138.60     0.30    -9999
JUNGFRAU   010415 60   233700-233800   30     135.35  483.6    137.43    -0.50    -9999
JUNGFRAU   010415 60   233800-233900   30     138.00  483.8    140.40     1.60    -9999
JUNGFRAU   010415 60   233900-234000   30     136.83  483.5    138.82     0.50    -9999
JUNGFRAU   010415 60   234000-234100   30     135.23  483.5    137.20    -0.70    -9999
JUNGFRAU   010415 60   234100-234200   30     138.43  483.8    140.85     2.00    -9999
JUNGFRAU   010415 60   234200-234300   30     139.33  483.6    141.48     2.40    -9999
JUNGFRAU   010415 60   234300-234400   30     137.42  483.7    139.67     1.10    -9999
JUNGFRAU   010415 60   234400-234500   30     138.52  483.6    140.67     1.80    -9999
JUNGFRAU   010415 60   234500-234600   30     135.38  483.6    137.48    -0.50    -9999
JUNGFRAU   010415 60   234600-234700   30     135.57  483.7    137.80    -0.20    -9999
JUNGFRAU   010415 60   234700-234800   30     132.67  483.8    134.98    -2.30    -9999
JUNGFRAU   010415 60   234800-234900   30     137.58  483.6    139.72     1.10    -9999
JUNGFRAU   010415 60   234900-235000   30     135.45  483.3    137.15    -0.70    -9999
JUNGFRAU   010415 60   235000-235100   30     136.65  483.2    138.23     0.10    -9999
JUNGFRAU   010415 60   235100-235200   30     137.45  483.6    139.57     1.00    -9999
JUNGFRAU   010415 60   235200-235300   30     137.55  483.7    139.80     1.20    -9999
JUNGFRAU   010415 60   235300-235400   30     133.42  483.6    135.48    -1.90    -9999
JUNGFRAU   010415 60   235400-235500   30     136.37  483.6    138.48     0.20    -9999
JUNGFRAU   010415 60   235500-235600   30     136.08  483.5    138.05    -0.10    -9999
JUNGFRAU   010415 60   235600-235700   30     135.57  483.7    137.80    -0.20    -9999
JUNGFRAU   010415 60   235700-235800   30     135.53  483.4    137.37    -0.60    -9999
JUNGFRAU   010415 60   235800-235900   30     137.12  483.4    138.97     0.60    -9999
JUNGFRAU   010415 60   235900-240000   30     136.32  483.6    138.42     0.20    -9999
JUNGFRAU   010416 3600 000000-010000   30     136.86  483.5    138.91     0.60    -9999
JUNGFRAU   010416 3600 010000-020000   30     136.88  483.5    138.90     0.50    -9999
JUNGFRAU   010416 3600 020000-030000   30     137.32  483.4    139.18     0.80    -9999
JUNGFRAU   010416 3600 030000-040000   30     137.20  482.9    138.41     0.20    -9999
JUNGFRAU   010416 3600 040000-050000   30     138.11  483.0    139.43     0.90    -9999
JUNGFRAU   010416 3600 050000-060000   30     138.06  483.2    139.66     1.10    -9999
JUNGFRAU   010416 3600 060000-070000   30     138.26  483.4    140.05     1.40    -9999
JUNGFRAU   010416 3600 070000-080000   30     138.30  483.4    140.24     1.50    -9999
JUNGFRAU   010416 3600 080000-090000   30     138.12  483.5    140.18     1.50    -9999
JUNGFRAU   010416 3600 090000-100000   30     138.41  483.6    140.49     1.70    -9999
JUNGFRAU   010416 3600 100000-110000   30     138.53  483.6    140.71     1.90    -9999
JUNGFRAU   010416 3600 110000-120000   30     139.56  483.7    141.84     2.70    -9999
JUNGFRAU   010416 3600 120000-130000   30     139.38  483.8    141.83     2.70    -9999
JUNGFRAU   010416 3600 130000-140000   30     139.42  484.0    142.08     2.80    -9999
JUNGFRAU   010416 3600 140000-150000   30     139.87  483.9    142.47     3.10    -9999
JUNGFRAU   010416 3600 150000-160000   30     139.60  483.9    142.17     2.90    -9999
JUNGFRAU   010416 3600 160000-170000   30     138.84  484.0    141.44     2.40    -9999
JUNGFRAU   010416 3600 170000-180000   30     138.09  484.0    140.81     1.90    -9999
JUNGFRAU   010416 3600 180000-190000   30     137.46  484.2    140.42     1.60    -9999
JUNGFRAU   010416 3600 190000-200000   30     136.45  484.5    139.77     1.20    -9999
JUNGFRAU   010416 3600 200000-210000   30     136.95  484.5    140.26     1.50    -9999
JUNGFRAU   010416 3600 210000-220000   30     136.91  484.4    140.18     1.50    -9999
JUNGFRAU   010416 3600 220000-230000   30     137.00  484.3    140.09     1.40    -9999
JUNGFRAU   010416 3600 230000-240000   30     136.62  484.3    139.67     1.10    -9999
*
COMMENT	
COMMENT    EFFECTS OF TURBULENT AND HIGH SPEED WINDS ON PRESSURE 	
COMMENT    MEASUREMENTS ON 15 APRIL 2001.	
COMMENT    FOR DETAILS SEE SPECIAL REPORT (AVAILABLE UPON REQUEST).	
COMMENT    DATA VERIFIED BY ERWIN O. FLUECKIGER AND ROLF BUETIKOFER	
COMMENT    FOR THE COSMIC RAY GROUP OF THE UNIVERSITY OF BERN.	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-04-05 10:02:56 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE60/C060JUNG_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
