BAKSAN     LATITUDE    43.28     LONGITUDE     42.69     ALTITUDE    1700 M
BAKSAN     INSTRUMENT   6NM64    NEUTRON MONITOR     
BAKSAN     STANDARD PRESSURE    810     mb     COEFFICIENT   -0.72     % / mb
BAKSAN     031028 300  095500-100000   00      31.13  810.0     31.13    -1.30    -9999
BAKSAN     031028 300  100000-100500   00      31.60  810.0     31.60     0.20    -9999
BAKSAN     031028 300  100500-101000   00      31.82  810.0     31.83     0.90    -9999
BAKSAN     031028 300  101000-101500   00      31.37  810.1     31.39    -0.50    -9999
BAKSAN     031028 300  101500-102000   00      31.65  810.1     31.67     0.40    -9999
BAKSAN     031028 300  102000-102500   00      31.40  810.1     31.42    -0.30    -9999
BAKSAN     031028 300  102500-103000   00      32.23  810.1     32.26     2.30    -9999
BAKSAN     031028 300  103000-103500   00      31.11  810.2     31.15    -1.20    -9999
BAKSAN     031028 300  103500-104000   00      31.80  810.2     31.85     1.00    -9999
BAKSAN     031028 300  104000-104500   00      31.24  810.2     31.29    -0.80    -9999
BAKSAN     031028 300  104500-105000   00      31.14  810.2     31.19    -1.10    -9999
BAKSAN     031028 300  105000-105500   00      31.61  810.3     31.67     0.40    -9999
BAKSAN     031028 300  105500-110000   00      31.45  810.3     31.52    -0.10    -9999
BAKSAN     031028 300  110000-110500   00      31.00  810.3     31.08    -1.50    -9999
BAKSAN     031028 300  110500-111000   00      31.42  810.4     31.51    -0.10    -9999
BAKSAN     031028 300  111000-111500   00      31.42  810.4     31.52     0.00    -9999
BAKSAN     031028 300  111500-112000   00      30.55  810.5     30.66    -2.80    -9999
BAKSAN     031028 300  112000-112500   00      31.20  810.6     31.32    -0.70    -9999
BAKSAN     031028 300  112500-113000   00      31.10  810.6     31.24    -0.90    -9999
BAKSAN     031028 300  113000-113500   00      31.44  810.7     31.59     0.20    -9999
BAKSAN     031028 300  113500-114000   00      31.43  810.7     31.60     0.20    -9999
BAKSAN     031028 300  114000-114500   00      32.28  810.8     32.46     3.00    -9999
BAKSAN     031028 300  114500-115000   00      31.41  810.8     31.60     0.20    -9999
BAKSAN     031028 300  115000-115500   00      32.08  810.9     32.29     2.40    -9999
BAKSAN     031028 300  115500-120000   00      31.33  811.0     31.54     0.10    -9999
BAKSAN     031028 300  120000-120500   00      31.10  811.0     31.34    -0.60    -9999
BAKSAN     031028 300  120500-121000   00      30.80  811.1     31.05    -1.50    -9999
BAKSAN     031028 300  121000-121500   00      30.77  811.1     31.03    -1.60    -9999
BAKSAN     031028 300  121500-122000   00      30.71  811.2     30.98    -1.80    -9999
BAKSAN     031028 300  122000-122500   00      31.69  811.3     31.98     1.40    -9999
BAKSAN     031028 300  122500-123000   00      30.59  811.3     30.88    -2.10    -9999
BAKSAN     031028 300  123000-123500   00      30.79  811.4     31.10    -1.40    -9999
BAKSAN     031028 300  123500-124000   00      31.29  811.4     31.62     0.30    -9999
BAKSAN     031028 300  124000-124500   00      31.02  811.5     31.35    -0.60    -9999
BAKSAN     031028 300  124500-125000   00      31.57  811.5     31.93     1.20    -9999
BAKSAN     031028 300  125000-125500   00      31.41  811.6     31.77     0.70    -9999
BAKSAN     031028 300  125500-130000   00      31.38  811.7     31.77     0.70    -9999
BAKSAN     031028 300  130000-130500   00      30.34  811.7     30.72    -2.60    -9999
BAKSAN     031028 300  130500-131000   00      31.15  811.8     31.55     0.00    -9999
BAKSAN     031028 300  131000-131500   00      30.03  811.8     30.43    -3.50    -9999
BAKSAN     031028 300  131500-132000   00      30.61  811.9     31.03    -1.60    -9999
BAKSAN     031028 300  132000-132500   00      30.84  811.9     31.27    -0.80    -9999
BAKSAN     031028 300  132500-133000   00      30.85  812.0     31.29    -0.80    -9999
BAKSAN     031028 300  133000-133500   00      30.85  812.0     31.31    -0.70    -9999
BAKSAN     031028 300  133500-134000   00      30.84  812.1     31.30    -0.70    -9999
BAKSAN     031028 300  134000-134500   00      29.86  812.1     30.32    -3.80    -9999
BAKSAN     031028 300  134500-135000   00      30.86  812.2     31.34    -0.60    -9999
BAKSAN     031028 300  135000-135500   00      30.04  812.2     30.52    -3.20    -9999
BAKSAN     031028 300  135500-140000   00      31.31  812.3     31.83     0.90    -9999
BAKSAN     031028 300  140000-140500   00      30.59  812.3     31.11    -1.40    -9999
BAKSAN     031028 300  140500-141000   00      30.50  812.4     31.04    -1.60    -9999
BAKSAN     031028 300  141000-141500   00      30.93  812.5     31.49    -0.20    -9999
BAKSAN     031028 300  141500-142000   00      29.47  812.6     30.01    -4.80    -9999
BAKSAN     031028 300  142000-142500   00      31.63  812.6     32.23     2.20    -9999
BAKSAN     031028 300  142500-143000   00      30.18  812.7     30.77    -2.40    -9999
BAKSAN     031028 300  143000-143500   00      30.63  812.8     31.25    -0.90    -9999
BAKSAN     031028 300  143500-144000   00      30.87  812.9     31.51    -0.10    -9999
BAKSAN     031028 300  144000-144500   00      29.65  812.9     30.29    -4.00    -9999
BAKSAN     031028 300  144500-145000   00      30.81  813.0     31.49    -0.20    -9999
BAKSAN     031028 300  145000-145500   00      30.90  813.1     31.60     0.20    -9999
BAKSAN     031028 300  145500-150000   00      30.22  813.2     30.91    -2.00    -9999
BAKSAN     031028 300  150000-150500   00      30.20  813.2     30.91    -2.00    -9999
BAKSAN     031028 300  150500-151000   00      30.70  813.3     31.43    -0.30    -9999
BAKSAN     031028 300  151000-151500   00      30.04  813.3     30.77    -2.40    -9999
BAKSAN     031028 300  151500-152000   00      30.74  813.4     31.50    -0.10    -9999
BAKSAN     031028 300  152000-152500   00      30.77  813.4     31.53     0.00    -9999
BAKSAN     031028 300  152500-153000   00      30.04  813.5     30.80    -2.30    -9999
BAKSAN     031028 300  153000-153500   00      30.09  813.5     30.86    -2.20    -9999
BAKSAN     031028 300  153500-154000   00      30.14  813.6     30.93    -1.90    -9999
BAKSAN     031028 300  154000-154500   00      29.92  813.6     30.71    -2.60    -9999
BAKSAN     031028 300  154500-155000   00      30.62  813.7     31.44    -0.30    -9999
BAKSAN     031028 300  155000-155500   00      30.24  813.7     31.06    -1.50    -9999
BAKSAN     031028 300  155500-160000   00      29.60  813.8     30.42    -3.60    -9999
BAKSAN     031028 300  160000-160500   00      30.27  813.8     31.12    -1.30    -9999
BAKSAN     031028 300  160500-161000   00      30.27  813.9     31.12    -1.30    -9999
BAKSAN     031028 300  161000-161500   00      30.93  813.9     31.82     0.90    -9999
BAKSAN     031028 300  161500-162000   00      31.03  814.0     31.93     1.30    -9999
BAKSAN     031028 300  162000-162500   00      29.70  814.0     30.58    -3.10    -9999
BAKSAN     031028 300  162500-163000   00      30.70  814.1     31.61     0.20    -9999
BAKSAN     031028 300  163000-163500   00      30.32  814.1     31.23    -1.00    -9999
BAKSAN     031028 300  163500-164000   00      30.46  814.2     31.39    -0.50    -9999
BAKSAN     031028 300  164000-164500   00      31.00  814.2     31.96     1.40    -9999
BAKSAN     031028 300  164500-165000   00      30.56  814.3     31.52    -0.10    -9999
BAKSAN     031028 300  165000-165500   00      30.59  814.3     31.55     0.00    -9999
BAKSAN     031028 300  165500-170000   00      30.18  814.4     31.15    -1.20    -9999
BAKSAN     031028 300  170000-170500   00      30.94  814.4     31.94     1.30    -9999
BAKSAN     031028 300  170500-171000   00      29.93  814.5     30.90    -2.00    -9999
BAKSAN     031028 300  171000-171500   00      29.57  814.5     30.55    -3.20    -9999
BAKSAN     031028 300  171500-172000   00      30.35  814.5     31.36    -0.60    -9999
BAKSAN     031028 300  172000-172500   00      30.19  814.6     31.20    -1.10    -9999
BAKSAN     031028 300  172500-173000   00      30.06  814.6     31.07    -1.50    -9999
BAKSAN     031028 300  173000-173500   00      30.48  814.7     31.52     0.00    -9999
BAKSAN     031028 300  173500-174000   00      30.20  814.7     31.25    -0.90    -9999
BAKSAN     031028 300  174000-174500   00      30.42  814.8     31.48    -0.20    -9999
BAKSAN     031028 300  174500-175000   00      30.28  814.8     31.35    -0.60    -9999
BAKSAN     031028 300  175000-175500   00      29.64  814.8     30.69    -2.70    -9999
BAKSAN     031028 300  175500-180000   00      30.58  814.9     31.68     0.50    -9999
BAKSAN     031028 300  180000-180500   00      30.04  814.9     31.13    -1.30    -9999
BAKSAN     031028 300  180500-181000   00      29.83  815.0     30.92    -1.90    -9999
BAKSAN     031028 300  181000-181500   00      29.74  815.0     30.83    -2.30    -9999
BAKSAN     031028 300  181500-182000   00      29.92  815.1     31.03    -1.60    -9999
BAKSAN     031028 300  182000-182500   00      29.64  815.1     30.75    -2.50    -9999
BAKSAN     031028 300  182500-183000   00      29.50  815.2     30.62    -2.90    -9999
BAKSAN     031028 300  183000-183500   00      30.03  815.2     31.18    -1.10    -9999
BAKSAN     031028 300  183500-184000   00      30.43  815.3     31.61     0.20    -9999
BAKSAN     031028 300  184000-184500   00      30.13  815.3     31.31    -0.70    -9999
BAKSAN     031028 300  184500-185000   00      29.52  815.4     30.68    -2.70    -9999
BAKSAN     031028 300  185000-185500   00      29.84  815.4     31.03    -1.60    -9999
BAKSAN     031028 300  185500-190000   00      29.65  815.5     30.84    -2.20    -9999
BAKSAN     031028 300  190000-190500   00      30.40  815.5     31.63     0.30    -9999
BAKSAN     031028 300  190500-191000   00      30.39  815.5     31.63     0.30    -9999
BAKSAN     031028 300  191000-191500   00      30.05  815.6     31.27    -0.80    -9999
BAKSAN     031028 300  191500-192000   00      30.08  815.6     31.31    -0.70    -9999
BAKSAN     031028 300  192000-192500   00      29.30  815.6     30.51    -3.30    -9999
BAKSAN     031028 300  192500-193000   00      30.29  815.6     31.54     0.00    -9999
BAKSAN     031028 300  193000-193500   00      29.28  815.7     30.50    -3.30    -9999
BAKSAN     031028 300  193500-194000   00      29.79  815.7     31.03    -1.60    -9999
BAKSAN     031028 300  194000-194500   00      29.88  815.7     31.13    -1.20    -9999
BAKSAN     031028 300  194500-195000   00      29.91  815.7     31.17    -1.10    -9999
BAKSAN     031028 300  195000-195500   00      31.22  815.8     32.54     3.20    -9999
BAKSAN     031028 300  195500-200000   00      29.38  815.8     30.63    -2.90    -9999
BAKSAN     031028 300  200000-200500   00      29.34  815.8     30.60    -2.90    -9999
BAKSAN     031028 300  200500-201000   00      29.88  815.8     31.17    -1.20    -9999
BAKSAN     031028 300  201000-201500   00      30.27  815.9     31.58     0.10    -9999
BAKSAN     031028 300  201500-202000   00      29.77  815.9     31.07    -1.50    -9999
BAKSAN     031028 300  202000-202500   00      30.02  815.9     31.33    -0.60    -9999
BAKSAN     031028 300  202500-203000   00      29.99  816.0     31.31    -0.70    -9999
BAKSAN     031028 300  203000-203500   00      29.50  816.0     30.81    -2.30    -9999
BAKSAN     031028 300  203500-204000   00      29.62  816.0     30.94    -1.90    -9999
BAKSAN     031028 300  204000-204500   00      29.87  816.1     31.21    -1.00    -9999
BAKSAN     031028 300  204500-205000   00      29.69  816.1     31.03    -1.60    -9999
BAKSAN     031028 300  205000-205500   00      29.13  816.1     30.45    -3.50    -9999
BAKSAN     031028 300  205500-210000   00      29.26  816.2     30.59    -3.00    -9999
BAKSAN     031028 300  210000-210500   00      30.30  816.2     31.68     0.50    -9999
BAKSAN     031028 300  210500-211000   00      29.64  816.2     30.99    -1.70    -9999
BAKSAN     031028 300  211000-211500   00      30.04  816.2     31.42    -0.40    -9999
BAKSAN     031028 300  211500-212000   00      29.63  816.2     30.99    -1.70    -9999
BAKSAN     031028 300  212000-212500   00      30.56  816.2     31.96     1.30    -9999
BAKSAN     031028 300  212500-213000   00      29.11  816.2     30.44    -3.50    -9999
BAKSAN     031028 300  213000-213500   00      29.47  816.2     30.82    -2.30    -9999
BAKSAN     031028 300  213500-214000   00      28.49  816.2     29.79    -5.50    -9999
BAKSAN     031028 300  214000-214500   00      29.70  816.2     31.05    -1.50    -9999
BAKSAN     031028 300  214500-215000   00      30.16  816.2     31.53     0.00    -9999
BAKSAN     031028 300  215000-215500   00      29.52  816.2     30.87    -2.10    -9999
BAKSAN     031028 300  215500-220000   00      30.16  816.2     31.54     0.00    -9999
BAKSAN     031028 300  220000-220500   00      29.42  816.2     30.76    -2.40    -9999
BAKSAN     031028 300  220500-221000   00      29.04  816.2     30.36    -3.70    -9999
BAKSAN     031028 300  221000-221500   00      29.66  816.2     31.01    -1.70    -9999
BAKSAN     031028 300  221500-222000   00      29.86  816.2     31.22    -1.00    -9999
BAKSAN     031028 300  222000-222500   00      29.73  816.2     31.08    -1.50    -9999
BAKSAN     031028 300  222500-223000   00      30.17  816.2     31.54     0.00    -9999
BAKSAN     031028 300  223000-223500   00      30.39  816.1     31.77     0.70    -9999
BAKSAN     031028 300  223500-224000   00      29.29  816.1     30.61    -2.90    -9999
BAKSAN     031028 300  224000-224500   00      29.08  816.1     30.40    -3.60    -9999
BAKSAN     031028 300  224500-225000   00      29.65  816.1     30.99    -1.70    -9999
BAKSAN     031028 300  225000-225500   00      29.39  816.1     30.72    -2.60    -9999
BAKSAN     031028 300  225500-230000   00      29.57  816.1     30.90    -2.00    -9999
BAKSAN     031028 300  230000-230500   00      29.63  816.1     30.96    -1.80    -9999
BAKSAN     031028 300  230500-231000   00      29.29  816.1     30.60    -2.90    -9999
BAKSAN     031028 300  231000-231500   00      29.48  816.1     30.80    -2.30    -9999
BAKSAN     031028 300  231500-232000   00      29.04  816.1     30.34    -3.80    -9999
BAKSAN     031028 300  232000-232500   00      29.43  816.1     30.75    -2.50    -9999
BAKSAN     031028 300  232500-233000   00      29.43  816.1     30.75    -2.50    -9999
BAKSAN     031028 300  233000-233500   00      29.18  816.1     30.49    -3.30    -9999
BAKSAN     031028 300  233500-234000   00      30.11  816.1     31.46    -0.20    -9999
BAKSAN     031028 300  234000-234500   00      29.43  816.1     30.76    -2.50    -9999
BAKSAN     031028 300  234500-235000   00      29.62  816.1     30.95    -1.80    -9999
BAKSAN     031028 300  235000-235500   00      29.72  816.1     31.05    -1.50    -9999
BAKSAN     031028 300  235500-240000   00      29.79  816.1     31.13    -1.30    -9999
BAKSAN     031029 300  000000-000500   00      29.74  816.1     31.07    -1.50    -9999
BAKSAN     031029 300  000500-001000   00      29.46  816.1     30.78    -2.40    -9999
BAKSAN     031029 300  001000-001500   00      29.77  816.1     31.11    -1.40    -9999
BAKSAN     031029 300  001500-002000   00      29.90  816.1     31.24    -0.90    -9999
BAKSAN     031029 300  002000-002500   00      29.08  816.1     30.39    -3.60    -9999
BAKSAN     031029 300  002500-003000   00      29.30  816.1     30.62    -2.90    -9999
BAKSAN     031029 300  003000-003500   00      29.57  816.1     30.89    -2.00    -9999
BAKSAN     031029 300  003500-004000   00      29.52  816.1     30.84    -2.20    -9999
BAKSAN     031029 300  004000-004500   00      29.96  816.1     31.30    -0.80    -9999
BAKSAN     031029 300  004500-005000   00      29.82  816.1     31.16    -1.20    -9999
BAKSAN     031029 300  005000-005500   00      30.03  816.1     31.37    -0.50    -9999
BAKSAN     031029 300  005500-010000   00      30.67  816.1     32.05     1.60    -9999
BAKSAN     031029 300  010000-010500   00      30.91  816.1     32.30     2.40    -9999
BAKSAN     031029 300  010500-011000   00      30.49  816.1     31.86     1.00    -9999
BAKSAN     031029 300  011000-011500   00      29.60  816.1     30.92    -2.00    -9999
BAKSAN     031029 300  011500-012000   00      30.21  816.1     31.56     0.10    -9999
BAKSAN     031029 300  012000-012500   00      30.21  816.1     31.56     0.10    -9999
BAKSAN     031029 300  012500-013000   00      29.31  816.1     30.61    -2.90    -9999
BAKSAN     031029 300  013000-013500   00      30.00  816.0     31.33    -0.70    -9999
BAKSAN     031029 300  013500-014000   00      29.76  816.0     31.08    -1.50    -9999
BAKSAN     031029 300  014000-014500   00      29.53  816.0     30.84    -2.20    -9999
BAKSAN     031029 300  014500-015000   00      29.77  816.0     31.09    -1.40    -9999
BAKSAN     031029 300  015000-015500   00      29.89  816.0     31.21    -1.00    -9999
BAKSAN     031029 300  015500-020000   00      29.43  816.0     30.73    -2.50    -9999
BAKSAN     031029 300  020000-020500   00      29.56  816.0     30.87    -2.10    -9999
BAKSAN     031029 300  020500-021000   00      29.50  816.0     30.81    -2.30    -9999
BAKSAN     031029 300  021000-021500   00      30.00  816.1     31.33    -0.60    -9999
BAKSAN     031029 300  021500-022000   00      29.32  816.1     30.63    -2.90    -9999
BAKSAN     031029 300  022000-022500   00      30.03  816.1     31.38    -0.50    -9999
BAKSAN     031029 300  022500-023000   00      29.46  816.1     30.79    -2.30    -9999
BAKSAN     031029 300  023000-023500   00      29.84  816.2     31.19    -1.10    -9999
BAKSAN     031029 300  023500-024000   00      29.44  816.2     30.78    -2.40    -9999
BAKSAN     031029 300  024000-024500   00      28.86  816.2     30.19    -4.30    -9999
BAKSAN     031029 300  024500-025000   00      30.29  816.2     31.68     0.50    -9999
BAKSAN     031029 300  025000-025500   00      30.16  816.3     31.55     0.00    -9999
BAKSAN     031029 300  025500-030000   00      29.95  816.3     31.34    -0.60    -9999
BAKSAN     031029 300  030000-030500   00      30.18  816.3     31.58     0.10    -9999
BAKSAN     031029 300  030500-031000   00      29.96  816.4     31.37    -0.50    -9999
BAKSAN     031029 300  031000-031500   00      30.00  816.5     31.42    -0.40    -9999
BAKSAN     031029 300  031500-032000   00      30.02  816.5     31.46    -0.30    -9999
BAKSAN     031029 300  032000-032500   00      29.53  816.6     30.97    -1.80    -9999
BAKSAN     031029 300  032500-033000   00      29.78  816.7     31.24    -0.90    -9999
BAKSAN     031029 300  033000-033500   00      29.18  816.7     30.63    -2.90    -9999
BAKSAN     031029 300  033500-034000   00      29.48  816.8     30.95    -1.80    -9999
BAKSAN     031029 300  034000-034500   00      29.69  816.9     31.19    -1.10    -9999
BAKSAN     031029 300  034500-035000   00      30.08  816.9     31.61     0.20    -9999
BAKSAN     031029 300  035000-035500   00      29.43  817.0     30.94    -1.90    -9999
BAKSAN     031029 300  035500-040000   00      29.73  817.1     31.28    -0.80    -9999
BAKSAN     031029 300  040000-040500   00      29.67  817.1     31.23    -1.00    -9999
BAKSAN     031029 300  040500-041000   00      30.39  817.2     32.00     1.50    -9999
BAKSAN     031029 300  041000-041500   00      30.26  817.2     31.88     1.10    -9999
BAKSAN     031029 300  041500-042000   00      30.77  817.3     32.43     2.80    -9999
BAKSAN     031029 300  042000-042500   00      29.54  817.3     31.14    -1.30    -9999
BAKSAN     031029 300  042500-043000   00      29.80  817.4     31.42    -0.30    -9999
BAKSAN     031029 300  043000-043500   00      29.28  817.4     30.88    -2.10    -9999
BAKSAN     031029 300  043500-044000   00      29.40  817.5     31.02    -1.60    -9999
BAKSAN     031029 300  044000-044500   00      29.38  817.5     31.01    -1.70    -9999
BAKSAN     031029 300  044500-045000   00      29.28  817.6     30.92    -2.00    -9999
BAKSAN     031029 300  045000-045500   00      29.15  817.6     30.79    -2.40    -9999
BAKSAN     031029 300  045500-050000   00      30.73  817.7     32.47     3.00    -9999
BAKSAN     031029 300  050000-050500   00      30.02  817.7     31.73     0.60    -9999
BAKSAN     031029 300  050500-051000   00      30.19  817.7     31.91     1.20    -9999
BAKSAN     031029 300  051000-051500   00      30.54  817.7     32.28     2.40    -9999
BAKSAN     031029 300  051500-052000   00      30.15  817.7     31.87     1.10    -9999
BAKSAN     031029 300  052000-052500   00      29.21  817.7     30.86    -2.10    -9999
BAKSAN     031029 300  052500-053000   00      30.43  817.7     32.15     2.00    -9999
BAKSAN     031029 300  053000-053500   00      30.47  817.6     32.20     2.10    -9999
BAKSAN     031029 300  053500-054000   00      30.13  817.6     31.83     0.90    -9999
BAKSAN     031029 300  054000-054500   00      30.07  817.6     31.77     0.70    -9999
BAKSAN     031029 300  054500-055000   00      30.27  817.6     31.98     1.40    -9999
BAKSAN     031029 300  055000-055500   00      30.79  817.6     32.53     3.10    -9999
BAKSAN     031029 300  055500-060000   00      30.95  817.6     32.69     3.60    -9999
BAKSAN     031029 300  060000-060500   00      30.10  817.6     31.79     0.80    -9999
BAKSAN     031029 300  060500-061000   00      30.71  817.6     32.44     2.90    -9999
BAKSAN     031029 300  061000-061500   00      30.52  817.6     32.24     2.20    -9999
BAKSAN     031029 300  061500-062000   00      29.86  817.6     31.54     0.00    -9999
BAKSAN     031029 300  062000-062500   00      30.36  817.6     32.06     1.70    -9999
BAKSAN     031029 300  062500-063000   00      30.28  817.6     31.98     1.40    -9999
BAKSAN     031029 300  063000-063500   00      29.15  817.5     30.77    -2.40    -9999
BAKSAN     031029 300  063500-064000   00      29.67  817.5     31.33    -0.60    -9999
BAKSAN     031029 300  064000-064500   00      29.28  817.5     30.91    -2.00    -9999
BAKSAN     031029 300  064500-065000   00      29.87  817.5     31.54     0.00    -9999
BAKSAN     031029 300  065000-065500   00      29.19  817.5     30.81    -2.30    -9999
BAKSAN     031029 300  065500-070000   00      29.70  817.5     31.35    -0.60    -9999
BAKSAN     031029 300  070000-070500   00      29.92  817.5     31.59     0.20    -9999
BAKSAN     031029 300  070500-071000   00      30.46  817.5     32.16     2.00    -9999
BAKSAN     031029 300  071000-071500   00      30.49  817.5     32.19     2.10    -9999
BAKSAN     031029 300  071500-072000   00      29.63  817.5     31.28    -0.80    -9999
BAKSAN     031029 300  072000-072500   00      29.74  817.5     31.40    -0.40    -9999
BAKSAN     031029 300  072500-073000   00      30.14  817.5     31.82     0.90    -9999
BAKSAN     031029 300  073000-073500   00      29.13  817.6     30.76    -2.50    -9999
BAKSAN     031029 300  073500-074000   00      30.13  817.6     31.81     0.90    -9999
BAKSAN     031029 300  074000-074500   00      29.64  817.6     31.30    -0.70    -9999
BAKSAN     031029 300  074500-075000   00      29.91  817.6     31.59     0.20    -9999
BAKSAN     031029 300  075000-075500   00      28.82  817.6     30.43    -3.50    -9999
BAKSAN     031029 300  075500-080000   00      29.87  817.6     31.55     0.00    -9999
BAKSAN     031029 300  080000-080500   00      29.57  817.6     31.23    -1.00    -9999
BAKSAN     031029 300  080500-081000   00      30.24  817.6     31.93     1.30    -9999
BAKSAN     031029 300  081000-081500   00      29.16  817.5     30.78    -2.40    -9999
BAKSAN     031029 300  081500-082000   00      29.27  817.5     30.90    -2.00    -9999
BAKSAN     031029 300  082000-082500   00      29.94  817.5     31.60     0.20    -9999
BAKSAN     031029 300  082500-083000   00      29.03  817.5     30.63    -2.90    -9999
BAKSAN     031029 300  083000-083500   00      29.25  817.4     30.86    -2.10    -9999
BAKSAN     031029 300  083500-084000   00      28.79  817.4     30.36    -3.70    -9999
BAKSAN     031029 300  084000-084500   00      29.30  817.4     30.90    -2.00    -9999
BAKSAN     031029 300  084500-085000   00      29.83  817.4     31.45    -0.30    -9999
BAKSAN     031029 300  085000-085500   00      29.58  817.3     31.18    -1.10    -9999
BAKSAN     031029 300  085500-090000   00      29.35  817.3     30.93    -1.90    -9999
BAKSAN     031029 300  090000-090500   00      28.94  817.3     30.50    -3.30    -9999
BAKSAN     031029 300  090500-091000   00      29.19  817.2     30.75    -2.50    -9999
BAKSAN     031029 300  091000-091500   00      28.79  817.2     30.32    -3.90    -9999
BAKSAN     031029 300  091500-092000   00      28.76  817.1     30.27    -4.00    -9999
BAKSAN     031029 300  092000-092500   00      28.83  817.0     30.33    -3.80    -9999
BAKSAN     031029 300  092500-093000   00      29.56  817.0     31.09    -1.40    -9999
BAKSAN     031029 300  093000-093500   00      28.73  816.9     30.20    -4.20    -9999
BAKSAN     031029 300  093500-094000   00      28.81  816.9     30.27    -4.00    -9999
BAKSAN     031029 300  094000-094500   00      29.18  816.8     30.65    -2.80    -9999
BAKSAN     031029 300  094500-095000   00      28.87  816.8     30.30    -3.90    -9999
