PEAWANUCK  LATITUDE    55        LONGITUDE     -85       ALTITUDE    0 M
PEAWANUCK  INSTRUMENT   18NM64    NEUTRON MONITOR     
PEAWANUCK  STANDARD PRESSURE    1013.3  MB     COEFFICIENT   -0.75     % / MB
PEAWANUCK  211028 300  124000-124500   00     232.92 1007.3    224.82    -2.27    -9999
PEAWANUCK  211028 300  124500-125000   00     236.83 1007.2    228.31    -0.75    -9999
PEAWANUCK  211028 300  125000-125500   00     235.81 1007.1    227.26    -1.21    -9999
PEAWANUCK  211028 300  125500-130000   00     238.01 1007.0    229.25    -0.34    -9999
PEAWANUCK  211028 300  130000-130500   00     238.81 1007.0    229.96    -0.04    -9999
PEAWANUCK  211028 300  130500-131000   00     233.19 1007.0    224.53    -2.40    -9999
PEAWANUCK  211028 300  131000-131500   00     240.72 1007.0    231.74     0.74    -9999
PEAWANUCK  211028 300  131500-132000   00     240.39 1006.8    231.18     0.50    -9999
PEAWANUCK  211028 300  132000-132500   00     239.22 1006.8    230.08     0.02    -9999
PEAWANUCK  211028 300  132500-133000   00     242.58 1006.8    233.22     1.38    -9999
PEAWANUCK  211028 300  133000-133500   00     236.82 1006.7    227.59    -1.07    -9999
PEAWANUCK  211028 300  133500-134000   00     241.06 1006.7    231.63     0.69    -9999
PEAWANUCK  211028 300  134000-134500   00     242.79 1006.7    233.22     1.38    -9999
PEAWANUCK  211028 300  134500-135000   00     236.59 1006.6    227.19    -1.24    -9999
PEAWANUCK  211028 300  135000-135500   00     241.50 1006.6    231.79     0.76    -9999
PEAWANUCK  211028 300  135500-140000   00     239.34 1006.6    229.77    -0.12    -9999
PEAWANUCK  211028 300  140000-140500   00     239.46 1006.6    229.95    -0.04    -9999
PEAWANUCK  211028 300  140500-141000   00     240.33 1006.6    230.81     0.34    -9999
PEAWANUCK  211028 300  141000-141500   00     243.41 1006.7    233.79     1.63    -9999
PEAWANUCK  211028 300  141500-142000   00     241.15 1006.7    231.62     0.69    -9999
PEAWANUCK  211028 300  142000-142500   00     238.39 1006.7    228.97    -0.46    -9999
PEAWANUCK  211028 300  142500-143000   00     239.33 1006.6    229.80    -0.11    -9999
PEAWANUCK  211028 300  143000-143500   00     237.36 1006.6    227.84    -0.95    -9999
PEAWANUCK  211028 300  143500-144000   00     240.20 1006.5    230.44     0.17    -9999
PEAWANUCK  211028 300  144000-144500   00     238.33 1006.5    228.61    -0.62    -9999
PEAWANUCK  211028 300  144500-145000   00     238.20 1006.5    228.51    -0.66    -9999
PEAWANUCK  211028 300  145000-145500   00     238.02 1006.5    228.35    -0.73    -9999
PEAWANUCK  211028 300  145500-150000   00     240.16 1006.5    230.33     0.13    -9999
PEAWANUCK  211028 300  150000-150500   00     240.90 1006.5    231.08     0.45     0.22
PEAWANUCK  211028 300  150500-151000   00     239.56 1006.5    229.81    -0.10    -0.34
PEAWANUCK  211028 300  151000-151500   00     238.41 1006.5    228.68    -0.59    -0.85
PEAWANUCK  211028 300  151500-152000   00     237.95 1006.4    228.16    -0.82    -1.09
PEAWANUCK  211028 300  152000-152500   00     240.01 1006.5    230.19     0.07    -0.22
PEAWANUCK  211028 300  152500-153000   00     240.10 1006.4    230.18     0.06    -0.24
PEAWANUCK  211028 300  153000-153500   00     237.63 1006.4    227.73    -1.00    -1.32
PEAWANUCK  211028 300  153500-154000   00     239.05 1006.3    228.96    -0.47    -0.80
PEAWANUCK  211028 300  154000-154500   00     240.59 1006.3    230.49     0.20    -0.15
PEAWANUCK  211028 300  154500-155000   00     240.99 1006.3    230.93     0.39     0.03
PEAWANUCK  211028 300  155000-155500   00     242.67 1006.3    232.37     1.02     0.64
PEAWANUCK  211028 300  155500-160000   00     238.61 1006.2    228.31    -0.75    -1.14
PEAWANUCK  211028 300  160000-160500   00     247.55 1006.0    236.66     2.88     2.48
PEAWANUCK  211028 300  160500-161000   00     246.83 1006.0    235.86     2.53     2.12
PEAWANUCK  211028 300  161000-161500   00     248.94 1005.9    237.76     3.36     2.93
PEAWANUCK  211028 300  161500-162000   00     249.06 1005.9    237.82     3.38     2.94
PEAWANUCK  211028 300  162000-162500   00     253.55 1005.9    242.09     5.24     4.79
PEAWANUCK  211028 300  162500-163000   00     248.35 1005.9    237.09     3.07     2.61
PEAWANUCK  211028 300  163000-163500   00     250.35 1005.8    238.91     3.86     3.39
PEAWANUCK  211028 300  163500-164000   00     248.22 1005.7    236.72     2.90     2.42
PEAWANUCK  211028 300  164000-164500   00     246.46 1005.8    235.14     2.22     1.73
PEAWANUCK  211028 300  164500-165000   00     255.18 1005.6    243.14     5.69     5.19
PEAWANUCK  211028 300  165000-165500   00     247.94 1005.5    236.13     2.65     2.14
PEAWANUCK  211028 300  165500-170000   00     250.31 1005.6    238.44     3.65     3.13
PEAWANUCK  211028 300  170000-170500   00     248.16 1005.6    236.35     2.74     2.21
PEAWANUCK  211028 300  170500-171000   00     247.86 1005.5    235.96     2.58     2.04
PEAWANUCK  211028 300  171000-171500   00     247.82 1005.5    235.88     2.54     2.00
PEAWANUCK  211028 300  171500-172000   00     247.33 1005.4    235.26     2.27     1.72
PEAWANUCK  211028 300  172000-172500   00     245.34 1005.4    233.36     1.44     0.88
PEAWANUCK  211028 300  172500-173000   00     246.62 1005.2    234.32     1.86     1.30
PEAWANUCK  211028 300  173000-173500   00     246.28 1005.3    234.06     1.75     1.18
PEAWANUCK  211028 300  173500-174000   00     248.62 1005.2    236.25     2.70     2.12
PEAWANUCK  211028 300  174000-174500   00     244.79 1005.2    232.55     1.09     0.51
PEAWANUCK  211028 300  174500-175000   00     243.21 1005.2    231.02     0.43    -0.16
PEAWANUCK  211028 300  175000-175500   00     246.79 1005.2    234.38     1.89     1.30
PEAWANUCK  211028 300  175500-180000   00     247.61 1005.1    235.02     2.17     1.57
PEAWANUCK  211028 300  180000-180500   00     249.47 1005.0    236.68     2.89     2.29
PEAWANUCK  211028 300  180500-181000   00     246.70 1005.0    233.95     1.70     1.09
PEAWANUCK  211028 300  181000-181500   00     241.82 1004.9    229.24    -0.35    -0.96
PEAWANUCK  211028 300  181500-182000   00     240.64 1004.9    228.10    -0.84    -1.45
PEAWANUCK  211028 300  182000-182500   00     246.97 1004.9    234.05     1.74     1.12
PEAWANUCK  211028 300  182500-183000   00     247.50 1004.8    234.47     1.93     1.31
PEAWANUCK  211028 300  183000-183500   00     244.95 1004.8    232.02     0.86     0.24
PEAWANUCK  211028 300  183500-184000   00     248.43 1004.8    235.25     2.27     1.65
PEAWANUCK  211028 300  184000-184500   00     250.91 1004.7    237.42     3.21     2.58
PEAWANUCK  211028 300  184500-185000   00     248.50 1004.6    235.09     2.20     1.57
PEAWANUCK  211028 300  185000-185500   00     247.34 1004.6    233.86     1.66     1.03
PEAWANUCK  211028 300  185500-190000   00     245.18 1004.5    231.67     0.71     0.08
PEAWANUCK  211028 300  190000-190500   00     245.91 1004.6    232.49     1.07     0.44
PEAWANUCK  211028 300  190500-191000   00     245.86 1004.5    232.40     1.03     0.40
PEAWANUCK  211028 300  191000-191500   00     245.81 1004.6    232.38     1.02     0.39
PEAWANUCK  211028 300  191500-192000   00     247.22 1004.5    233.67     1.58     0.95
PEAWANUCK  211028 300  192000-192500   00     247.25 1004.5    233.69     1.59     0.96
PEAWANUCK  211028 300  192500-193000   00     246.60 1004.4    232.85     1.22     0.59
PEAWANUCK  211028 300  193000-193500   00     246.28 1004.4    232.59     1.11     0.49
PEAWANUCK  211028 300  193500-194000   00     246.48 1004.4    232.83     1.21     0.59
PEAWANUCK  211028 300  194000-194500   00     245.13 1004.5    231.57     0.67     0.05
PEAWANUCK  211028 300  194500-195000   00     246.19 1004.4    232.52     1.08     0.46
PEAWANUCK  211028 300  195000-195500   00     244.79 1004.4    231.18     0.50    -0.11
PEAWANUCK  211028 300  195500-200000   00     244.07 1004.3    230.36     0.14    -0.47
PEAWANUCK  211028 300  200000-200500   00     244.55 1004.3    230.77     0.32    -0.29
PEAWANUCK  211028 300  200500-201000   00     246.00 1004.2    231.97     0.84     0.24
PEAWANUCK  211028 300  201000-201500   00     248.16 1004.1    233.83     1.65     1.05
PEAWANUCK  211028 300  201500-202000   00     249.14 1004.1    234.74     2.04     1.45
PEAWANUCK  211028 300  202000-202500   00     244.06 1004.0    229.84    -0.09    -0.68
PEAWANUCK  211028 300  202500-203000   00     247.87 1004.0    233.37     1.45     0.87
PEAWANUCK  211028 300  203000-203500   00     246.93 1004.0    232.51     1.08     0.50
PEAWANUCK  211028 300  203500-204000   00     247.26 1004.0    232.84     1.22     0.65
PEAWANUCK  211028 300  204000-204500   00     241.48 1004.0    227.39    -1.15    -1.71
PEAWANUCK  211028 300  204500-205000   00     246.25 1004.0    231.80     0.77     0.21
PEAWANUCK  211028 300  205000-205500   00     247.82 1003.8    232.90     1.24     0.69
PEAWANUCK  211028 300  205500-210000   00     245.35 1003.8    230.68     0.28    -0.26
PEAWANUCK  211028 300  210000-210500   00     246.68 1003.9    232.00     0.85    -9999
PEAWANUCK  211028 300  210500-211000   00     246.48 1003.9    231.84     0.78    -9999
PEAWANUCK  211028 300  211000-211500   00     244.05 1004.0    229.67    -0.16    -9999
PEAWANUCK  211028 300  211500-212000   00     241.64 1004.0    227.53    -1.09    -9999
PEAWANUCK  211028 300  212000-212500   00     247.33 1004.0    232.87     1.23    -9999
PEAWANUCK  211028 300  212500-213000   00     244.95 1003.9    230.45     0.18    -9999
PEAWANUCK  211028 300  213000-213500   00     244.21 1003.9    229.79    -0.11    -9999
PEAWANUCK  211028 300  213500-214000   00     244.09 1003.9    229.71    -0.14    -9999
PEAWANUCK  211028 300  214000-214500   00     247.48 1004.0    232.93     1.26    -9999
PEAWANUCK  211028 300  214500-215000   00     246.46 1003.9    231.90     0.81    -9999
PEAWANUCK  211028 300  215000-215500   00     246.35 1003.9    231.84     0.78    -9999
PEAWANUCK  211028 300  215500-220000   00     246.28 1003.9    231.72     0.73    -9999
PEAWANUCK  211028 300  220000-220500   00     241.58 1004.0    227.47    -1.12    -9999
PEAWANUCK  211028 300  220500-221000   00     243.84 1004.0    229.62    -0.18    -9999
PEAWANUCK  211028 300  221000-221500   00     245.16 1004.0    230.76     0.31    -9999
PEAWANUCK  211028 300  221500-222000   00     245.50 1003.9    230.95     0.40    -9999
PEAWANUCK  211028 300  222000-222500   00     245.42 1003.9    230.84     0.35    -9999
PEAWANUCK  211028 300  222500-223000   00     243.21 1004.0    229.03    -0.44    -9999
PEAWANUCK  211028 300  223000-223500   00     246.64 1004.1    232.40     1.03    -9999
PEAWANUCK  211028 300  223500-224000   00     246.02 1004.1    231.84     0.78    -9999
PEAWANUCK  211028 300  224000-224500   00     243.82 1004.2    229.85    -0.08    -9999
PEAWANUCK  211028 300  224500-225000   00     244.49 1004.1    230.37     0.14    -9999
PEAWANUCK  211028 300  225000-225500   00     247.26 1004.1    232.87     1.23    -9999
PEAWANUCK  211028 300  225500-230000   00     247.44 1004.0    232.95     1.27    -9999
PEAWANUCK  211028 300  230000-230500   00     242.55 1004.1    228.45    -0.69    -9999
PEAWANUCK  211028 300  230500-231000   00     241.64 1004.1    227.59    -1.06    -9999
PEAWANUCK  211028 300  231000-231500   00     245.30 1004.1    231.05     0.44    -9999
PEAWANUCK  211028 300  231500-232000   00     242.64 1004.1    228.64    -0.61    -9999
PEAWANUCK  211028 300  232000-232500   00     243.94 1004.1    229.82    -0.10    -9999
PEAWANUCK  211028 300  232500-233000   00     241.58 1004.1    227.61    -1.06    -9999
PEAWANUCK  211028 300  233000-233500   00     243.88 1004.1    229.84    -0.08    -9999
PEAWANUCK  211028 300  233500-234000   00     244.73 1004.2    230.67     0.27    -9999
PEAWANUCK  211028 300  234000-234500   00     243.37 1004.1    229.22    -0.35    -9999
PEAWANUCK  211028 300  234500-235000   00     245.16 1004.0    230.76     0.31    -9999
PEAWANUCK  211028 300  235000-235500   00     242.90 1003.8    228.35    -0.73    -9999
PEAWANUCK  211028 300  235500-240000   00     247.61 1003.8    232.68     1.15    -9999
PEAWANUCK  211029 3600 000000-010000   00     244.30 1003.5    229.11    -0.40    -9999
PEAWANUCK  211029 3600 010000-020000   00     243.97 1003.1    228.17    -0.81    -9999
PEAWANUCK  211029 3600 020000-030000   00     245.51 1002.6    228.68    -0.59    -9999
PEAWANUCK  211029 3600 030000-040000   00     244.61 1002.1    226.98    -1.33    -9999
PEAWANUCK  211029 3600 040000-050000   00     245.62 1001.6    227.13    -1.26    -9999
PEAWANUCK  211029 3600 050000-060000   00     245.41 1001.4    226.51    -1.53    -9999
PEAWANUCK  211029 3600 060000-070000   00     246.34 1001.0    226.78    -1.42    -9999
PEAWANUCK  211029 3600 070000-080000   00     245.86 1000.7    225.77    -1.85    -9999
PEAWANUCK  211029 3600 080000-090000   00     246.43 1000.7    226.34    -1.61    -9999
PEAWANUCK  211029 3600 090000-100000   00     248.46 1000.5    227.87    -0.94    -9999
PEAWANUCK  211029 3600 100000-110000   00     248.06 1000.4    227.26    -1.21    -9999
PEAWANUCK  211029 3600 110000-120000   00     248.87 1000.5    228.15    -0.82    -9999
PEAWANUCK  211029 3600 120000-130000   00     248.02 1000.6    227.54    -1.08    -9999
PEAWANUCK  211029 3600 130000-140000   00     248.45 1000.7    228.17    -0.81    -9999
PEAWANUCK  211029 3600 140000-150000   00     248.78 1001.4    229.66    -0.16    -9999
PEAWANUCK  211029 3600 150000-160000   00     247.52 1001.9    229.27    -0.33    -9999
PEAWANUCK  211029 3600 160000-170000   00     247.73 1002.2    230.04     0.00    -9999
PEAWANUCK  211029 3600 170000-180000   00     248.04 1002.3    230.55     0.22    -9999
PEAWANUCK  211029 3600 180000-190000   00     247.24 1002.5    230.22     0.08    -9999
PEAWANUCK  211029 3600 190000-200000   00     247.24 1002.9    230.84     0.35    -9999
PEAWANUCK  211029 3600 200000-210000   00     245.43 1003.3    229.80    -0.10    -9999
PEAWANUCK  211029 3600 210000-220000   00     246.34 1003.5    231.04     0.43    -9999
PEAWANUCK  211029 3600 220000-230000   00     244.41 1003.9    229.97    -0.03    -9999
PEAWANUCK  211029 3600 230000-240000   00     243.34 1004.2    229.46    -0.25    -9999
*
COMMENT  FILE COMPOSED BY ILYA USOSKIN OF THE UNIVERSITY OF OULU
COMMENT  DATA OBTAINED FROM NMDB (15.05.2022)
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-03-30 17:39:06 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE73/C073PWNK_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
