IRKUTSK3   LATITUDE    52.28     LONGITUDE     104.02    ALTITUDE    3000 M
IRKUTSK3   INSTRUMENT   6NM64    NEUTRON MONITOR     
IRKUTSK3   STANDARD PRESSURE    723.2   mb     COEFFICIENT   -0.72     % / mb
IRKUTSK3   PRE-INCREASE BASELINE TIME INTERVAL    031028    100000-110000   UT
IRKUTSK3   PRE-INCREASE AVERAGE COUNTING RATE    335.36      COUNTS PER SECOND
IRKUTSK3   TIME INTERVALS    300         3600     
IRKUTSK3   SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (mb)      C/S
IRKUTSK3   031029 300  074000-074500   00     336.03  722.2    333.71    -0.50    -9999
IRKUTSK3   031029 300  074500-075000   00     331.71  722.3    329.47    -1.80    -9999
IRKUTSK3   031029 300  075000-075500   00     335.43  722.3    333.20    -0.60    -9999
IRKUTSK3   031029 300  075500-080000   00     334.07  722.3    331.88    -1.00    -9999
IRKUTSK3   031029 300  080000-080500   00     336.27  722.3    334.13    -0.40    -9999
IRKUTSK3   031029 300  080500-081000   00     336.81  722.3    334.75    -0.20    -9999
IRKUTSK3   031029 300  081000-081500   00     340.29  722.4    338.29     0.90    -9999
IRKUTSK3   031029 300  081500-082000   00     337.85  722.4    335.94     0.20    -9999
IRKUTSK3   031029 300  082000-082500   00     336.74  722.4    334.92    -0.10    -9999
IRKUTSK3   031029 300  082500-083000   00     336.31  722.5    334.57    -0.20    -9999
IRKUTSK3   031029 300  083000-083500   00     337.01  722.5    335.35     0.00    -9999
IRKUTSK3   031029 300  083500-084000   00     336.90  722.5    335.32     0.00    -9999
IRKUTSK3   031029 300  084000-084500   00     338.27  722.6    336.76     0.40    -9999
IRKUTSK3   031029 300  084500-085000   00     338.24  722.6    336.82     0.40    -9999
IRKUTSK3   031029 300  085000-085500   00     338.20  722.6    336.85     0.40    -9999
IRKUTSK3   031029 300  085500-090000   00     335.00  722.7    333.75    -0.50    -9999
IRKUTSK3   031029 300  090000-090500   00     333.40  722.7    332.20    -0.90    -9999
IRKUTSK3   031029 300  090500-091000   00     330.51  722.7    329.32    -1.80    -9999
IRKUTSK3   031029 300  091000-091500   00     327.07  722.7    325.89    -2.80    -9999
IRKUTSK3   031029 300  091500-092000   00     324.75  722.7    323.59    -3.50    -9999
IRKUTSK3   031029 300  092000-092500   00     324.59  722.7    323.43    -3.60    -9999
IRKUTSK3   031029 300  092500-093000   00     327.14  722.7    325.97    -2.80    -9999
IRKUTSK3   031029 300  093000-093500   00     326.62  722.7    325.44    -3.00    -9999
IRKUTSK3   031029 300  093500-094000   00     326.32  722.7    325.15    -3.00    -9999
IRKUTSK3   031029 300  094000-094500   00     325.57  722.7    324.40    -3.30    -9999
IRKUTSK3   031029 300  094500-095000   00     322.47  722.7    321.31    -4.20    -9999
IRKUTSK3   031029 300  095000-095500   00     320.40  722.7    319.25    -4.80    -9999
IRKUTSK3   031029 300  095500-100000   00     322.62  722.7    321.46    -4.10    -9999
IRKUTSK3   031029 300  100000-100500   00     319.47  722.7    318.32    -5.10    -9999
IRKUTSK3   031029 300  100500-101000   00     318.31  722.7    317.17    -5.40    -9999
IRKUTSK3   031029 300  101000-101500   00     319.05  722.7    317.91    -5.20    -9999
IRKUTSK3   031029 300  101500-102000   00     321.49  722.7    320.33    -4.50    -9999
IRKUTSK3   031029 300  102000-102500   00     323.47  722.7    322.30    -3.90    -9999
IRKUTSK3   031029 300  102500-103000   00     323.80  722.7    322.64    -3.80    -9999
IRKUTSK3   031029 300  103000-103500   00     323.92  722.7    322.76    -3.80    -9999
IRKUTSK3   031029 300  103500-104000   00     320.41  722.7    319.25    -4.80    -9999
IRKUTSK3   031029 300  104000-104500   00     318.28  722.7    317.14    -5.40    -9999
IRKUTSK3   031029 300  104500-105000   00     311.81  722.7    310.69    -7.40    -9999
IRKUTSK3   031029 300  105000-105500   00     313.05  722.7    311.92    -7.00    -9999
IRKUTSK3   031029 300  105500-110000   00     308.52  722.7    307.41    -8.30    -9999
IRKUTSK3   031029 300  110000-110500   00     308.34  722.7    307.23    -8.40    -9999
IRKUTSK3   031029 300  110500-111000   00     307.53  722.7    306.42    -8.60    -9999
IRKUTSK3   031029 300  111000-111500   00     306.32  722.7    305.22    -9.00    -9999
IRKUTSK3   031029 300  111500-112000   00     305.83  722.7    304.74    -9.10    -9999
IRKUTSK3   031029 300  112000-112500   00     301.50  722.7    300.42   -10.40    -9999
IRKUTSK3   031029 300  112500-113000   00     309.63  722.7    308.52    -8.00    -9999
IRKUTSK3   031029 300  113000-113500   00     303.42  722.7    302.33    -9.80    -9999
IRKUTSK3   031029 300  113500-114000   00     301.30  722.7    300.22   -10.50    -9999
IRKUTSK3   031029 300  114000-114500   00     301.26  722.7    300.18   -10.50    -9999
IRKUTSK3   031029 300  114500-115000   00     300.36  722.7    299.28   -10.80    -9999
IRKUTSK3   031029 300  115000-115500   00     298.33  722.7    297.26   -11.40    -9999
IRKUTSK3   031029 300  115500-120000   00     299.22  722.7    298.14   -11.10    -9999
IRKUTSK3   031029 3600 120000-130000   00     285.28  722.8    284.46   -15.20    -9999
IRKUTSK3   031029 3600 130000-140000   00     262.70  723.0    262.32   -21.80    -9999
IRKUTSK3   031029 3600 140000-150000   00     266.33  722.5    264.99   -21.00    -9999
IRKUTSK3   031029 3600 150000-160000   00     275.89  722.2    273.91   -18.30    -9999
IRKUTSK3   031029 3600 160000-170000   00     277.55  721.6    274.37   -18.20    -9999
IRKUTSK3   031029 3600 170000-180000   00     264.77  721.0    260.61   -22.30    -9999
IRKUTSK3   031029 3600 180000-190000   00     276.82  720.3    271.10   -19.20    -9999
IRKUTSK3   031029 3600 190000-200000   00     282.19  719.8    275.37   -17.90    -9999
IRKUTSK3   031029 3600 200000-210000   00     276.99  719.2    269.13   -19.70    -9999
IRKUTSK3   031029 3600 210000-220000   00     282.31  718.7    273.31   -18.50    -9999
IRKUTSK3   031029 3600 220000-230000   00     286.33  718.1    276.00   -17.70    -9999
IRKUTSK3   031029 3600 230000-240000   00     293.15  717.5    281.36   -16.10    -9999
*
COMMENT    THE CLOCK OF REGISRATOR IS FAST ON+SEC (SLOW ON-SEC) IS 	
"COMMENT    SUPPORTING BY GPS OR INTERNETCLOCKSERVER;"	
COMMENT    DATA INCONSISTENT WITH WDCCR	
COMMENT    PRE-INCREASE LEVEL VERIFIED AND CORRECTED (I.USOSKIN)	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-04-03 12:51:18 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE65/C065IRK3_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
