NAIN       LATITUDE    56.6      LONGITUDE     -61.7     ALTITUDE    0 M
NAIN       INSTRUMENT   18NM64    NEUTRON MONITOR     	
NAIN       STANDARD PRESSURE    1013.3  mb     COEFFICIENT   -0.72     % / mb
NAIN       120517 300  063000-063500   00     228.25 1004.0    212.96     0.40    -0.21
NAIN       120517 300  063500-064000   00     227.27 1004.0    211.99    -0.10    -0.72
NAIN       120517 300  064000-064500   00     226.74 1004.0    211.51    -0.30    -0.92
NAIN       120517 300  064500-065000   00     226.90 1004.0    211.68    -0.20    -0.83
NAIN       120517 300  065000-065500   00     228.65 1004.0    213.31     0.60    -0.03
NAIN       120517 300  065500-070000   00     228.15 1004.0    212.86     0.40    -0.24
NAIN       120517 300  070000-070500   00     228.87 1004.0    213.56     0.70     0.06
NAIN       120517 300  070500-071000   00     228.60 1004.0    213.26     0.50    -0.15
NAIN       120517 300  071000-071500   00     228.39 1004.0    213.07     0.50    -0.15
NAIN       120517 300  071500-072000   00     228.55 1004.0    213.19     0.50    -0.15
NAIN       120517 300  072000-072500   00     229.17 1004.0    213.85     0.80     0.14
NAIN       120517 300  072500-073000   00     229.91 1004.0    214.54     1.10     0.44
NAIN       120517 300  073000-073500   00     229.35 1004.0    213.98     0.90     0.23
NAIN       120517 300  073500-074000   00     228.01 1004.1    212.84     0.30    -0.37
NAIN       120517 300  074000-074500   00     229.41 1004.1    214.24     1.00     0.32
NAIN       120517 300  074500-075000   00     228.10 1004.2    213.05     0.40    -0.28
NAIN       120517 300  075000-075500   00     230.13 1004.1    214.94     1.30     0.62
NAIN       120517 300  075500-080000   00     229.72 1004.1    214.46     1.10     0.41
NAIN       120517 300  080000-080500   00     227.59 1004.1    212.44     0.20    -0.49
NAIN       120517 300  080500-081000   00     230.04 1004.0    214.66     1.20    -9999
NAIN       120517 300  081000-081500   00     228.18 1004.0    212.87     0.40    -9999
NAIN       120517 300  081500-082000   00     231.07 1004.0    215.52     1.60    -9999
NAIN       120517 300  082000-082500   00     226.51 1003.9    211.23    -0.40    -9999
NAIN       120517 300  082500-083000   00     226.58 1003.9    211.19    -0.40    -9999
NAIN       120517 300  083000-083500   00     229.93 1003.8    214.15     1.00    -9999
NAIN       120517 300  083500-084000   00     228.22 1003.7    212.48     0.20    -9999
NAIN       120517 300  084000-084500   00     231.86 1003.7    215.88     1.80    -9999
NAIN       120517 300  084500-085000   00     227.42 1003.9    211.94    -0.10    -9999
NAIN       120517 300  085000-085500   00     230.11 1003.9    214.59     1.20    -9999
NAIN       120517 300  085500-090000   00     229.82 1003.9    214.31     1.00    -9999
NAIN       120517 300  090000-090500   00     228.78 1004.0    213.40     0.60    -9999
NAIN       120517 300  090500-091000   00     227.67 1003.9    212.27     0.10    -9999
NAIN       120517 300  091000-091500   00     229.76 1004.0    214.38     1.10    -9999
NAIN       120517 300  091500-092000   00     230.33 1004.1    214.98     1.40    -9999
NAIN       120517 300  092000-092500   00     230.27 1004.1    214.92     1.30    -9999
NAIN       120517 300  092500-093000   00     230.31 1004.0    214.79     1.30    -9999
NAIN       120517 300  093000-093500   00     228.68 1003.9    213.26     0.50    -9999
NAIN       120517 300  093500-094000   00     228.58 1004.0    213.19     0.50    -9999
NAIN       120517 300  094000-094500   00     226.82 1004.0    211.55    -0.30    -9999
NAIN       120517 300  094500-095000   00     228.85 1004.0    213.48     0.60    -9999
NAIN       120517 300  095000-095500   00     229.87 1004.0    214.53     1.10    -9999
NAIN       120517 300  095500-100000   00     229.24 1004.1    214.09     0.90    -9999
NAIN       120517 300  100000-100500   00     229.28 1004.2    214.20     1.00    -9999
NAIN       120517 300  100500-101000   00     229.25 1004.2    214.20     1.00    -9999
NAIN       120517 300  101000-101500   00     228.89 1004.2    213.86     0.80    -9999
NAIN       120517 300  101500-102000   00     233.02 1004.2    217.80     2.70    -9999
NAIN       120517 300  102000-102500   00     228.24 1004.2    213.22     0.50    -9999
NAIN       120517 300  102500-103000   00     228.36 1004.2    213.34     0.60    -9999
NAIN       120517 300  103000-103500   00     225.88 1004.1    210.94    -0.60    -9999
NAIN       120517 300  103500-104000   00     231.66 1004.1    216.24     1.90    -9999
NAIN       120517 300  104000-104500   00     228.76 1004.0    213.39     0.60    -9999
NAIN       120517 300  104500-105000   00     233.01 1003.8    217.12     2.40    -9999
NAIN       120517 300  105000-105500   00     228.54 1003.7    212.77     0.30    -9999
NAIN       120517 300  105500-110000   00     230.20 1003.7    214.27     1.00    -9999
NAIN       120517 300  110000-110500   00     228.18 1003.7    212.43     0.20    -9999
NAIN       120517 300  110500-111000   00     228.30 1003.8    212.63     0.20    -9999
NAIN       120517 300  111000-111500   00     227.95 1003.7    212.22     0.10    -9999
NAIN       120517 300  111500-112000   00     230.91 1003.8    215.06     1.40    -9999
NAIN       120517 300  112000-112500   00     229.23 1003.9    213.63     0.70    -9999
NAIN       120517 300  112500-113000   00     227.09 1003.9    211.63    -0.20    -9999
NAIN       120517 300  113000-113500   00     229.02 1003.9    213.49     0.70    -9999
NAIN       120517 300  113500-114000   00     228.68 1003.9    213.12     0.50    -9999
NAIN       120517 300  114000-114500   00     229.84 1003.8    214.06     0.90    -9999
NAIN       120517 300  114500-115000   00     230.32 1003.8    214.50     1.10    -9999
NAIN       120517 300  115000-115500   00     230.09 1003.9    214.44     1.10    -9999
NAIN       120517 300  115500-120000   00     229.83 1003.9    214.31     1.00    -9999
NAIN       120517 300  120000-120500   00     227.22 1003.9    211.89    -0.10    -9999
NAIN       120517 300  120500-121000   00     228.61 1003.9    213.17     0.50    -9999
NAIN       120517 300  121000-121500   00     229.41 1004.0    214.03     0.90    -9999
NAIN       120517 300  121500-122000   00     227.71 1004.0    212.49     0.20    -9999
NAIN       120517 300  122000-122500   00     229.50 1004.1    214.21     1.00    -9999
NAIN       120517 300  122500-123000   00     229.03 1004.1    213.83     0.80    -9999
NAIN       120517 300  123000-123500   00     228.08 1004.0    212.85     0.30    -9999
NAIN       120517 300  123500-124000   00     229.86 1003.9    214.28     1.00    -9999
NAIN       120517 300  124000-124500   00     229.25 1003.9    213.69     0.70    -9999
NAIN       120517 300  124500-125000   00     231.55 1003.8    215.73     1.70    -9999
NAIN       120517 300  125000-125500   00     228.77 1003.8    213.06     0.40    -9999
NAIN       120517 300  125500-130000   00     231.17 1003.7    215.21     1.50    -9999
NAIN       120517 300  130000-130500   00     230.90 1003.7    214.87     1.30    -9999
NAIN       120517 300  130500-131000   00     230.30 1003.6    214.24     1.00    -9999
NAIN       120517 300  131000-131500   00     230.55 1003.6    214.38     1.10    -9999
NAIN       120517 300  131500-132000   00     229.18 1003.6    213.14     0.50    -9999
NAIN       120517 300  132000-132500   00     230.36 1003.6    214.21     1.00    -9999
NAIN       120517 300  132500-133000   00     231.18 1003.7    215.15     1.40    -9999
NAIN       120517 300  133000-133500   00     227.55 1003.8    212.03     0.00    -9999
NAIN       120517 300  133500-134000   00     229.50 1003.8    213.82     0.80    -9999
NAIN       120517 300  134000-134500   00     230.05 1003.8    214.27     1.00    -9999
NAIN       120517 300  134500-135000   00     232.52 1003.8    216.53     2.10    -9999
NAIN       120517 300  135000-135500   00     231.74 1003.8    215.93     1.80    -9999
NAIN       120517 300  135500-140000   00     231.57 1003.8    215.74     1.70    -9999
NAIN       120517 300  140000-140500   00     231.60 1003.8    215.70     1.70    -9999
NAIN       120517 300  140500-141000   00     231.62 1003.8    215.70     1.70    -9999
NAIN       120517 300  141000-141500   00     231.52 1003.8    215.64     1.70    -9999
NAIN       120517 300  141500-142000   00     231.85 1003.7    215.76     1.70    -9999
NAIN       120517 300  142000-142500   00     232.37 1003.5    216.00     1.80    -9999
NAIN       120517 300  142500-143000   00     232.51 1003.6    216.28     2.00    -9999
NAIN       120517 300  143000-143500   00     232.82 1003.6    216.64     2.10    -9999
NAIN       120517 300  143500-144000   00     233.15 1003.7    216.95     2.30    -9999
NAIN       120517 300  144000-144500   00     231.96 1003.7    216.00     1.80    -9999
NAIN       120517 300  144500-145000   00     232.59 1003.7    216.46     2.10    -9999
NAIN       120517 300  145000-145500   00     233.52 1003.6    217.23     2.40    -9999
NAIN       120517 300  145500-150000   00     231.59 1003.5    215.27     1.50    -9999
NAIN       120517 300  150000-150500   00     233.93 1003.4    217.30     2.40    -9999
NAIN       120517 300  150500-151000   00     231.74 1003.4    215.16     1.40    -9999
NAIN       120517 300  151000-151500   00     232.99 1003.3    216.22     1.90    -9999
NAIN       120517 300  151500-152000   00     232.05 1003.2    215.27     1.50    -9999
NAIN       120517 300  152000-152500   00     232.17 1003.2    215.31     1.50    -9999
NAIN       120517 300  152500-153000   00     233.64 1003.1    216.57     2.10    -9999
NAIN       120517 300  153000-153500   00     234.43 1003.1    217.24     2.40    -9999
NAIN       120517 300  153500-154000   00     234.65 1003.0    217.28     2.40    -9999
NAIN       120517 300  154000-154500   00     233.77 1002.9    216.28     2.00    -9999
NAIN       120517 300  154500-155000   00     234.16 1002.9    216.61     2.10    -9999
NAIN       120517 300  155000-155500   00     234.30 1002.8    216.63     2.10    -9999
NAIN       120517 300  155500-160000   00     233.26 1002.8    215.63     1.70    -9999
NAIN       120517 300  160000-160500   00     235.10 1002.7    217.20     2.40    -9999
NAIN       120517 300  160500-161000   00     233.75 1002.6    215.87     1.80    -9999
NAIN       120517 300  161000-161500   00     236.48 1002.7    218.42     3.00    -9999
NAIN       120517 300  161500-162000   00     235.49 1002.7    217.50     2.50    -9999
NAIN       120517 300  162000-162500   00     232.32 1002.6    214.51     1.10    -9999
NAIN       120517 300  162500-163000   00     233.22 1002.5    215.18     1.40    -9999
NAIN       120517 300  163000-163500   00     233.65 1002.5    215.52     1.60    -9999
NAIN       120517 300  163500-164000   00     235.30 1002.3    216.79     2.20    -9999
NAIN       120517 300  164000-164500   00     236.00 1002.2    217.29     2.40    -9999
NAIN       120517 300  164500-165000   00     234.75 1002.2    216.04     1.90    -9999
NAIN       120517 300  165000-165500   00     232.59 1002.1    213.95     0.90    -9999
NAIN       120517 300  165500-170000   00     231.81 1002.1    213.15     0.50    -9999
NAIN       120517 300  170000-170500   00     234.30 1002.0    215.36     1.50    -9999
NAIN       120517 300  170500-171000   00     233.35 1002.0    214.50     1.10    -9999
NAIN       120517 300  171000-171500   00     233.69 1002.0    214.82     1.30    -9999
NAIN       120517 300  171500-172000   00     233.11 1002.0    214.32     1.00    -9999
NAIN       120517 300  172000-172500   00     232.12 1002.0    213.26     0.50    -9999
NAIN       120517 300  172500-173000   00     235.43 1001.9    216.19     1.90    -9999
NAIN       120517 300  173000-173500   00     234.63 1001.8    215.32     1.50    -9999
NAIN       120517 300  173500-174000   00     233.25 1001.8    214.01     0.90    -9999
NAIN       120517 300  174000-174500   00     234.97 1001.7    215.46     1.60    -9999
NAIN       120517 300  174500-175000   00     232.87 1001.6    213.36     0.60    -9999
NAIN       120517 300  175000-175500   00     234.32 1001.6    214.63     1.20    -9999
NAIN       120517 300  175500-180000   00     233.17 1001.4    213.39     0.60    -9999
NAIN       120517 300  180000-180500   00     235.18 1001.3    214.96     1.30    -9999
NAIN       120517 300  180500-181000   00     236.04 1001.2    215.61     1.70    -9999
NAIN       120517 300  181000-181500   00     233.57 1001.1    213.30     0.60    -9999
NAIN       120517 300  181500-182000   00     234.31 1001.1    213.95     0.90    -9999
NAIN       120517 300  182000-182500   00     234.14 1001.1    213.75     0.80    -9999
NAIN       120517 300  182500-183000   00     234.86 1001.0    214.26     1.00    -9999
NAIN       120517 300  183000-183500   00     232.94 1001.1    212.61     0.20    -9999
NAIN       120517 300  183500-184000   00     235.45 1001.1    214.98     1.40    -9999
NAIN       120517 300  184000-184500   00     233.29 1001.2    213.20     0.50    -9999
NAIN       120517 300  184500-185000   00     233.42 1001.4    213.57     0.70    -9999
NAIN       120517 300  185000-185500   00     233.28 1001.4    213.37     0.60    -9999
NAIN       120517 300  185500-190000   00     236.14 1001.3    215.87     1.80    -9999
NAIN       120517 300  190000-190500   00     237.57 1001.4    217.30     2.40    -9999
NAIN       120517 300  190500-191000   00     233.65 1001.2    213.44     0.60    -9999
NAIN       120517 300  191000-191500   00     234.58 1001.1    214.12     0.90    -9999
NAIN       120517 300  191500-192000   00     231.56 1001.1    211.45    -0.30    -9999
NAIN       120517 300  192000-192500   00     234.82 1001.3    214.66     1.20    -9999
NAIN       120517 300  192500-193000   00     235.66 1001.1    215.15     1.40    -9999
NAIN       120517 300  193000-193500   00     235.99 1000.9    215.14     1.40    -9999
NAIN       120517 300  193500-194000   00     236.01 1000.9    215.06     1.40    -9999
NAIN       120517 300  194000-194500   00     235.10 1000.9    214.33     1.00    -9999
NAIN       120517 300  194500-195000   00     236.74 1000.9    215.78     1.70    -9999
NAIN       120517 300  195000-195500   00     231.57 1000.7    210.80    -0.60    -9999
NAIN       120517 300  195500-200000   00     236.36 1000.6    215.00     1.40    -9999
NAIN       120517 300  200000-200500   00     236.06 1000.5    214.60     1.20    -9999
NAIN       120517 300  200500-201000   00     236.44 1000.4    214.70     1.20    -9999
NAIN       120517 300  201000-201500   00     235.04 1000.3    213.28     0.60    -9999
NAIN       120517 300  201500-202000   00     235.84 1000.3    214.08     0.90    -9999
NAIN       120517 300  202000-202500   00     234.81 1000.4    213.29     0.60    -9999
NAIN       120517 300  202500-203000   00     236.14 1000.4    214.45     1.10    -9999
NAIN       120517 300  203000-203500   00     234.30 1000.4    212.70     0.30    -9999
NAIN       120517 300  203500-204000   00     234.17 1000.3    212.47     0.20    -9999
NAIN       120517 300  204000-204500   00     234.65 1000.3    212.97     0.40    -9999
NAIN       120517 300  204500-205000   00     235.62 1000.3    213.87     0.80    -9999
NAIN       120517 300  205000-205500   00     235.59 1000.3    213.71     0.80    -9999
NAIN       120517 300  205500-210000   00     234.03 1000.1    212.07     0.00    -9999
NAIN       120517 300  210000-210500   00     233.33 1000.0    211.32    -0.40    -9999
NAIN       120517 300  210500-211000   00     234.98  999.9    212.64     0.20    -9999
NAIN       120517 300  211000-211500   00     237.93  999.8    215.15     1.40    -9999
NAIN       120517 300  211500-212000   00     236.35  999.9    213.81     0.80    -9999
NAIN       120517 300  212000-212500   00     238.20 1000.0    215.63     1.70    -9999
NAIN       120517 300  212500-213000   00     234.92  999.7    212.14     0.00    -9999
NAIN       120517 300  213000-213500   00     237.75  999.6    214.62     1.20    -9999
NAIN       120517 300  213500-214000   00     237.29  999.5    214.10     0.90    -9999
NAIN       120517 300  214000-214500   00     234.87  999.6    212.01     0.00    -9999
NAIN       120517 300  214500-215000   00     238.31  999.5    214.99     1.40    -9999
NAIN       120517 300  215000-215500   00     234.42  999.6    211.65    -0.20    -9999
NAIN       120517 300  215500-220000   00     235.37  999.6    212.46     0.20    -9999
NAIN       120517 300  220000-220500   00     236.10  999.5    212.88     0.40    -9999
NAIN       120517 300  220500-221000   00     236.09  999.3    212.68     0.30    -9999
NAIN       120517 300  221000-221500   00     237.78  999.1    213.91     0.80    -9999
NAIN       120517 300  221500-222000   00     237.00  999.0    213.02     0.40    -9999
NAIN       120517 300  222000-222500   00     236.77  998.9    212.60     0.20    -9999
NAIN       120517 300  222500-223000   00     236.35  998.8    212.09     0.00    -9999
NAIN       120517 300  223000-223500   00     239.38  998.7    214.69     1.20    -9999
NAIN       120517 300  223500-224000   00     237.47  998.8    213.04     0.40    -9999
NAIN       120517 300  224000-224500   00     238.72  998.8    214.27     1.00    -9999
NAIN       120517 300  224500-225000   00     234.98  998.8    210.77    -0.60    -9999
NAIN       120517 300  225000-225500   00     234.25  998.6    209.90    -1.00    -9999
NAIN       120517 300  225500-230000   00     238.24  998.5    213.30     0.60    -9999
NAIN       120517 300  230000-230500   00     237.71  998.4    212.62     0.20    -9999
NAIN       120517 300  230500-231000   00     236.50  998.2    211.26    -0.40    -9999
NAIN       120517 300  231000-231500   00     236.96  998.2    211.60    -0.20    -9999
NAIN       120517 300  231500-232000   00     235.55  998.1    210.28    -0.90    -9999
NAIN       120517 300  232000-232500   00     236.31  998.2    211.06    -0.50    -9999
NAIN       120517 300  232500-233000   00     237.20  998.2    211.96    -0.10    -9999
NAIN       120517 300  233000-233500   00     238.41  998.2    212.90     0.40    -9999
NAIN       120517 300  233500-234000   00     238.42  998.1    212.80     0.30    -9999
NAIN       120517 300  234000-234500   00     239.06  998.1    213.43     0.60    -9999
NAIN       120517 300  234500-235000   00     238.45  998.0    212.67     0.30    -9999
NAIN       120517 300  235000-235500   00     238.32  997.9    212.46     0.20    -9999
NAIN       120517 300  235500-240000   00     237.55  997.8    211.55    -0.30    -9999
