OULU       LATITUDE    65.02     LONGITUDE     25.5      ALTITUDE    0 M
OULU       INSTRUMENT   9NM64    NEUTRON MONITOR     	
OULU       STANDARD PRESSURE    1000    MB     COEFFICIENT   -0.74     % / MB
OULU       061212 3600 180000-190000   00     110.63  993.1    105.10     0.09    -9999
OULU       061212 3600 190000-200000   00     110.92  993.0    105.30     0.28    -9999
OULU       061212 3600 200000-210000   00     110.53  993.2    105.10     0.09    -9999
OULU       061212 3600 210000-220000   00     110.70  993.1    105.22     0.20    -9999
OULU       061212 3600 220000-230000   00     110.55  992.7    104.72    -0.28    -9999
OULU       061212 3600 230000-240000   00     110.88  992.3    104.72    -0.28    -9999
OULU       061213 300  000000-000500   00     111.38  992.1    105.10     0.09    -9999
OULU       061213 300  000500-001000   00     110.42  992.2    104.20    -0.77    -9999
OULU       061213 300  001000-001500   00     110.52  992.2    104.35    -0.63    -9999
OULU       061213 300  001500-002000   00     112.02  992.3    105.78     0.74    -9999
OULU       061213 300  002000-002500   00     111.02  992.3    104.83    -0.17    -9999
OULU       061213 300  002500-003000   00     111.90  992.2    105.63     0.60    -9999
OULU       061213 300  003000-003500   00     110.00  992.2    103.80    -1.15    -9999
OULU       061213 300  003500-004000   00     111.88  992.1    105.53     0.50    -9999
OULU       061213 300  004000-004500   00     111.17  992.1    104.87    -0.13    -9999
OULU       061213 300  004500-005000   00     110.20  992.1    103.95    -1.01    -9999
OULU       061213 300  005000-005500   00     111.53  992.2    105.25     0.23    -9999
OULU       061213 300  005500-010000   00     110.68  992.1    104.42    -0.56    -9999
OULU       061213 300  010000-010500   00     112.60  992.1    106.18     1.12    -9999
OULU       061213 300  010500-011000   00     110.73  992.0    104.35    -0.63    -9999
OULU       061213 300  011000-011500   00     111.07  991.9    104.58    -0.40    -9999
OULU       061213 300  011500-012000   00     111.13  991.8    104.57    -0.42    -9999
OULU       061213 300  012000-012500   00     110.50  991.8    103.98    -0.97    -9999
OULU       061213 300  012500-013000   00     111.60  991.7    104.97    -0.04    -9999
OULU       061213 300  013000-013500   00     113.12  991.7    106.38     1.31    -9999
OULU       061213 300  013500-014000   00     112.57  991.7    105.87     0.82    -9999
OULU       061213 300  014000-014500   00     111.65  991.7    105.00    -0.01    -9999
OULU       061213 300  014500-015000   00     110.50  991.7    103.92    -1.04    -9999
OULU       061213 300  015000-015500   00     111.35  991.6    104.63    -0.36    -9999
OULU       061213 300  015500-020000   00     112.47  991.6    105.65     0.61    -9999
OULU       061213 300  020000-020500   00     111.33  991.6    104.65    -0.34    -0.34
OULU       061213 300  020500-021000   00     110.93  991.7    104.32    -0.66    -0.66
OULU       061213 300  021000-021500   00     109.78  991.7    103.20    -1.72    -1.72
OULU       061213 300  021500-022000   00     113.07  991.5    106.20     1.14     1.14
OULU       061213 300  022000-022500   00     111.95  991.5    105.15     0.14     0.14
OULU       061213 300  022500-023000   00     110.53  991.6    103.83    -1.12    -1.12
OULU       061213 300  023000-023500   00     111.37  991.5    104.58    -0.40    -0.40
OULU       061213 300  023500-024000   00     112.23  991.5    105.38     0.36     0.36
OULU       061213 300  024000-024500   00     112.72  991.5    105.83     0.79     0.79
OULU       061213 300  024500-025000   00     114.35  991.5    107.35     2.23     2.23
OULU       061213 300  025000-025500   00     125.98  991.5    118.33    12.69    12.69
OULU       061213 300  025500-030000   00     172.65  991.5    162.07    54.34    54.34
OULU       061213 300  030000-030500   00     213.50  991.3    200.20    90.65    90.65
OULU       061213 300  030500-031000   00     215.32  991.2    201.72    92.10    92.10
OULU       061213 300  031000-031500   00     183.32  991.2    171.82    63.62    63.62
OULU       061213 300  031500-032000   00     171.28  991.3    160.55    52.89    52.89
OULU       061213 300  032000-032500   00     163.60  991.3    153.42    46.10    46.10
OULU       061213 300  032500-033000   00     157.33  991.3    147.52    40.48    40.48
OULU       061213 300  033000-033500   00     154.18  991.3    144.52    37.63    37.63
OULU       061213 300  033500-034000   00     148.68  991.2    139.33    32.69    32.69
OULU       061213 300  034000-034500   00     148.07  991.2    138.75    32.13    32.13
OULU       061213 300  034500-035000   00     144.08  991.2    134.98    28.55    28.55
OULU       061213 300  035000-035500   00     143.45  991.2    134.37    27.96    27.96
OULU       061213 300  035500-040000   00     140.60  991.2    131.68    25.40    25.40
OULU       061213 300  040000-040500   00     138.63  991.1    129.78    23.60    23.60
OULU       061213 300  040500-041000   00     137.38  991.0    128.58    22.45    22.45
OULU       061213 300  041000-041500   00     135.28  991.0    126.60    20.56    20.56
OULU       061213 300  041500-042000   00     134.93  991.0    126.28    20.26    20.26
OULU       061213 300  042000-042500   00     133.80  991.1    125.30    19.33    19.33
OULU       061213 300  042500-043000   00     134.17  991.1    125.58    19.60    19.60
OULU       061213 300  043000-043500   00     131.52  991.0    123.08    17.21    17.21
OULU       061213 300  043500-044000   00     128.55  991.0    120.28    14.55    14.55
OULU       061213 300  044000-044500   00     127.75  991.1    119.55    13.85    13.85
OULU       061213 300  044500-045000   00     124.93  991.0    116.92    11.34    11.34
OULU       061213 300  045000-045500   00     124.47  991.1    116.50    10.95    10.95
OULU       061213 300  045500-050000   00     125.27  991.1    117.23    11.64    11.64
OULU       061213 300  050000-050500   00     125.67  991.0    117.57    11.96    11.96
OULU       061213 300  050500-051000   00     123.87  991.0    115.90    10.37    10.37
OULU       061213 300  051000-051500   00     123.52  991.1    115.60    10.09    10.09
OULU       061213 300  051500-052000   00     123.38  991.1    115.48     9.98     9.98
OULU       061213 300  052000-052500   00     123.67  991.1    115.78    10.26    10.26
OULU       061213 300  052500-053000   00     121.95  991.1    114.20     8.75     8.75
OULU       061213 300  053000-053500   00     120.50  991.2    112.88     7.50     7.50
OULU       061213 300  053500-054000   00     120.75  991.2    113.12     7.72     7.72
OULU       061213 300  054000-054500   00     119.73  991.2    112.20     6.85     6.85
OULU       061213 300  054500-055000   00     120.28  991.3    112.75     7.37     7.37
OULU       061213 300  055000-055500   00     119.38  991.3    111.90     6.56     6.56
OULU       061213 300  055500-060000   00     118.67  991.3    111.23     5.93     5.93
OULU       061213 300  060000-060500   00     118.98  991.2    111.50     6.18     6.18
OULU       061213 300  060500-061000   00     117.83  991.3    110.45     5.18     5.18
OULU       061213 300  061000-061500   00     116.60  991.2    109.25     4.04     4.04
OULU       061213 300  061500-062000   00     118.62  991.2    111.13     5.83     5.83
OULU       061213 300  062000-062500   00     117.70  991.2    110.28     5.02     5.02
OULU       061213 300  062500-063000   00     118.02  991.1    110.52     5.25     5.25
OULU       061213 300  063000-063500   00     118.38  991.2    110.88     5.60     5.60
OULU       061213 300  063500-064000   00     117.02  991.1    109.58     4.36     4.36
OULU       061213 300  064000-064500   00     116.38  991.1    108.97     3.77     3.77
OULU       061213 300  064500-065000   00     115.57  991.1    108.22     3.06     3.06
OULU       061213 300  065000-065500   00     118.07  991.2    110.60     5.33     5.33
OULU       061213 300  065500-070000   00     116.20  991.3    108.92     3.72     3.72
OULU       061213 300  070000-070500   00     116.57  991.3    109.30     4.09     4.09
OULU       061213 300  070500-071000   00     116.67  991.4    109.43     4.22     4.22
OULU       061213 300  071000-071500   00     116.00  991.4    108.85     3.66     3.66
OULU       061213 300  071500-072000   00     115.98  991.4    108.85     3.66     3.66
OULU       061213 300  072000-072500   00     115.35  991.5    108.30     3.14     3.14
OULU       061213 300  072500-073000   00     115.15  991.5    108.13     2.98     2.98
OULU       061213 300  073000-073500   00     114.85  991.5    107.87     2.72     2.72
OULU       061213 300  073500-074000   00     116.00  991.6    108.98     3.79     3.79
OULU       061213 300  074000-074500   00     115.07  991.5    108.08     2.93     2.93
OULU       061213 300  074500-075000   00     115.33  991.5    108.33     3.17     3.17
OULU       061213 300  075000-075500   00     113.95  991.5    107.03     1.93     1.93
OULU       061213 300  075500-080000   00     115.13  991.6    108.17     3.01     3.01
OULU       061213 300  080000-080500   00     113.42  991.6    106.57     1.49     1.49
OULU       061213 300  080500-081000   00     115.18  991.5    108.17     3.01     3.01
OULU       061213 300  081000-081500   00     114.50  991.5    107.52     2.39     2.39
OULU       061213 300  081500-082000   00     114.57  991.5    107.60     2.47     2.47
OULU       061213 300  082000-082500   00     114.42  991.5    107.45     2.33     2.33
OULU       061213 300  082500-083000   00     115.32  991.5    108.25     3.09     3.09
OULU       061213 300  083000-083500   00     114.55  991.4    107.48     2.36     2.36
OULU       061213 300  083500-084000   00     114.35  991.4    107.30     2.18     2.18
OULU       061213 300  084000-084500   00     116.13  991.4    108.95     3.76     3.76
OULU       061213 300  084500-085000   00     114.63  991.4    107.55     2.42     2.42
OULU       061213 300  085000-085500   00     114.83  991.4    107.73     2.60     2.60
OULU       061213 300  085500-090000   00     115.50  991.4    108.35     3.18     3.18
OULU       061213 300  090000-090500   00     116.25  991.4    109.05     3.85     3.85
OULU       061213 300  090500-091000   00     115.67  991.4    108.50     3.33     3.33
OULU       061213 300  091000-091500   00     115.83  991.3    108.63     3.45     3.45
OULU       061213 300  091500-092000   00     116.70  991.4    109.47     4.25     4.25
OULU       061213 300  092000-092500   00     115.95  991.3    108.73     3.55     3.55
OULU       061213 300  092500-093000   00     113.57  991.3    106.48     1.41     1.41
OULU       061213 300  093000-093500   00     116.40  991.3    109.12     3.91     3.91
OULU       061213 300  093500-094000   00     116.02  991.2    108.72     3.53     3.53
OULU       061213 300  094000-094500   00     114.72  991.1    107.43     2.31     2.31
OULU       061213 300  094500-095000   00     115.08  991.1    107.75     2.61     2.61
OULU       061213 300  095000-095500   00     113.50  991.1    106.27     1.20     1.20
OULU       061213 300  095500-100000   00     113.67  991.2    106.45     1.37     1.37
OULU       061213 300  100000-100500   00     114.97  991.1    107.68     2.55     2.55
OULU       061213 300  100500-101000   00     113.72  991.1    106.48     1.41     1.41
OULU       061213 300  101000-101500   00     116.35  991.1    108.93     3.74     3.74
OULU       061213 300  101500-102000   00     115.17  991.1    107.82     2.68     2.68
OULU       061213 300  102000-102500   00     115.65  991.1    108.28     3.12     3.12
OULU       061213 300  102500-103000   00     114.52  991.1    107.20     2.09     2.09
OULU       061213 300  103000-103500   00     114.05  991.1    106.75     1.66     1.66
OULU       061213 300  103500-104000   00     115.32  991.1    107.95     2.80     2.80
OULU       061213 300  104000-104500   00     116.10  991.1    108.73     3.55     3.55
OULU       061213 300  104500-105000   00     115.57  991.2    108.25     3.09     3.09
OULU       061213 300  105000-105500   00     115.28  991.2    108.00     2.85     2.85
OULU       061213 300  105500-110000   00     116.63  991.1    109.23     4.02     4.02
OULU       061213 300  110000-110500   00     114.92  991.1    107.62     2.49     2.49
OULU       061213 300  110500-111000   00     115.08  991.1    107.77     2.63     2.63
OULU       061213 300  111000-111500   00     114.48  991.1    107.18     2.07     2.07
OULU       061213 300  111500-112000   00     114.23  991.1    106.95     1.85     1.85
OULU       061213 300  112000-112500   00     113.25  991.1    106.02     0.96     0.96
OULU       061213 300  112500-113000   00     114.63  991.1    107.32     2.20     2.20
OULU       061213 300  113000-113500   00     114.22  991.1    106.92     1.82     1.82
OULU       061213 300  113500-114000   00     115.15  991.0    107.77     2.63     2.63
OULU       061213 300  114000-114500   00     115.45  991.0    108.02     2.87     2.87
OULU       061213 300  114500-115000   00     114.47  991.0    107.07     1.96     1.96
OULU       061213 300  115000-115500   00     115.40  990.9    107.90     2.76     2.76
OULU       061213 300  115500-120000   00     115.87  990.9    108.30     3.14     3.14
OULU       061213 300  120000-120500   00     114.92  990.8    107.38     2.26     2.26
OULU       061213 300  120500-121000   00     115.28  990.8    107.70     2.56     2.56
OULU       061213 300  121000-121500   00     114.33  990.7    106.75     1.66     1.66
OULU       061213 300  121500-122000   00     114.55  990.8    106.97     1.87     1.87
OULU       061213 300  122000-122500   00     113.47  990.7    105.93     0.88     0.88
OULU       061213 300  122500-123000   00     115.03  990.7    107.40     2.28     2.28
OULU       061213 300  123000-123500   00     114.73  990.7    107.08     1.98     1.98
OULU       061213 300  123500-124000   00     115.33  990.6    107.62     2.49     2.49
OULU       061213 300  124000-124500   00     114.77  990.6    107.07     1.96     1.96
OULU       061213 300  124500-125000   00     115.38  990.6    107.62     2.49     2.49
OULU       061213 300  125000-125500   00     114.78  990.6    107.03     1.93     1.93
OULU       061213 300  125500-130000   00     114.87  990.5    107.10     1.99     1.99
OULU       061213 300  130000-130500   00     113.60  990.5    105.87     0.82     0.82
OULU       061213 300  130500-131000   00     115.28  990.5    107.42     2.29     2.29
OULU       061213 300  131000-131500   00     114.70  990.5    106.87     1.77     1.77
OULU       061213 300  131500-132000   00     115.02  990.4    107.15     2.04     2.04
OULU       061213 300  132000-132500   00     114.33  990.4    106.48     1.41     1.41
OULU       061213 300  132500-133000   00     114.42  990.4    106.55     1.47     1.47
OULU       061213 300  133000-133500   00     114.73  990.3    106.78     1.69     1.69
OULU       061213 300  133500-134000   00     114.62  990.3    106.65     1.56     1.56
OULU       061213 300  134000-134500   00     114.95  990.3    106.95     1.85     1.85
OULU       061213 300  134500-135000   00     112.87  990.2    104.98    -0.02    -0.02
OULU       061213 300  135000-135500   00     116.20  990.2    108.08     2.93     2.93
OULU       061213 300  135500-140000   00     114.28  990.2    106.27     1.20     1.20
OULU       061213 300  140000-140500   00     114.43  990.2    106.42     1.34     1.34
OULU       061213 300  140500-141000   00     115.25  990.2    107.15     2.04     2.04
OULU       061213 300  141000-141500   00     113.48  990.1    105.45     0.42     0.42
OULU       061213 300  141500-142000   00     113.83  990.1    105.75     0.71     0.71
OULU       061213 300  142000-142500   00     113.65  990.1    105.58     0.55     0.55
OULU       061213 300  142500-143000   00     114.00  990.0    105.88     0.83     0.83
OULU       061213 300  143000-143500   00     114.67  990.0    106.47     1.39     1.39
OULU       061213 300  143500-144000   00     114.05  989.9    105.85     0.80     0.80
OULU       061213 300  144000-144500   00     115.22  989.9    106.88     1.79     1.79
OULU       061213 300  144500-145000   00     114.98  989.8    106.65     1.56     1.56
OULU       061213 300  145000-145500   00     115.03  989.8    106.67     1.58     1.58
OULU       061213 300  145500-150000   00     113.47  989.7    105.17     0.15     0.15
OULU       061213 300  150000-150500   00     116.48  989.7    107.95     2.80     2.80
OULU       061213 300  150500-151000   00     113.60  989.7    105.23     0.22     0.22
OULU       061213 300  151000-151500   00     114.45  989.6    106.00     0.95     0.95
OULU       061213 300  151500-152000   00     115.33  989.6    106.80     1.71     1.71
OULU       061213 300  152000-152500   00     115.93  989.6    107.33     2.22     2.22
OULU       061213 300  152500-153000   00     114.77  989.6    106.23     1.17     1.17
OULU       061213 300  153000-153500   00     115.70  989.6    107.10     1.99     1.99
OULU       061213 300  153500-154000   00     113.12  989.5    104.67    -0.32    -0.32
OULU       061213 300  154000-154500   00     114.92  989.5    106.30     1.23     1.23
OULU       061213 300  154500-155000   00     113.67  989.4    105.12     0.10     0.10
OULU       061213 300  155000-155500   00     114.37  989.4    105.72     0.68     0.68
OULU       061213 300  155500-160000   00     112.93  989.4    104.42    -0.56    -0.56
OULU       061213 300  160000-160500   00     114.23  989.4    105.62     0.58    -9999
OULU       061213 300  160500-161000   00     113.53  989.4    104.95    -0.05    -9999
OULU       061213 300  161000-161500   00     113.83  989.4    105.22     0.20    -9999
OULU       061213 300  161500-162000   00     113.52  989.4    104.92    -0.09    -9999
OULU       061213 300  162000-162500   00     114.23  989.4    105.58     0.55    -9999
OULU       061213 300  162500-163000   00     113.70  989.4    105.13     0.12    -9999
OULU       061213 300  163000-163500   00     114.83  989.4    106.17     1.10    -9999
OULU       061213 300  163500-164000   00     112.90  989.4    104.38    -0.59    -9999
OULU       061213 300  164000-164500   00     114.50  989.4    105.83     0.79    -9999
OULU       061213 300  164500-165000   00     113.42  989.3    104.80    -0.20    -9999
OULU       061213 300  165000-165500   00     114.10  989.3    105.43     0.41    -9999
OULU       061213 300  165500-170000   00     114.83  989.3    106.10     1.04    -9999
OULU       061213 300  170000-170500   00     113.00  989.3    104.38    -0.59    -9999
OULU       061213 300  170500-171000   00     114.27  989.3    105.58     0.55    -9999
OULU       061213 300  171000-171500   00     116.18  989.3    107.32     2.20    -9999
OULU       061213 300  171500-172000   00     115.85  989.3    106.98     1.88    -9999
OULU       061213 300  172000-172500   00     113.55  989.3    104.88    -0.12    -9999
OULU       061213 300  172500-173000   00     114.08  989.2    105.35     0.33    -9999
OULU       061213 300  173000-173500   00     114.57  989.2    105.78     0.74    -9999
OULU       061213 300  173500-174000   00     112.37  989.1    103.68    -1.26    -9999
OULU       061213 300  174000-174500   00     115.22  989.1    106.25     1.18    -9999
OULU       061213 300  174500-175000   00     112.15  989.1    103.42    -1.51    -9999
OULU       061213 300  175000-175500   00     113.72  989.1    104.87    -0.13    -9999
OULU       061213 300  175500-180000   00     114.07  989.0    105.18     0.17    -9999
OULU       061213 300  180000-180500   00     117.38  989.0    108.22     3.06    -9999
OULU       061213 300  180500-181000   00     115.87  989.0    106.78     1.69    -9999
OULU       061213 300  181000-181500   00     114.83  988.9    105.80     0.76    -9999
OULU       061213 300  181500-182000   00     114.32  989.0    105.33     0.31    -9999
OULU       061213 300  182000-182500   00     115.95  989.0    106.87     1.77    -9999
OULU       061213 300  182500-183000   00     113.63  988.9    104.70    -0.29    -9999
OULU       061213 300  183000-183500   00     114.05  988.9    105.05     0.04    -9999
OULU       061213 300  183500-184000   00     113.08  988.9    104.15    -0.82    -9999
OULU       061213 300  184000-184500   00     113.95  988.9    104.93    -0.07    -9999
OULU       061213 300  184500-185000   00     113.42  988.9    104.45    -0.53    -9999
OULU       061213 300  185000-185500   00     115.73  988.8    106.57     1.49    -9999
OULU       061213 300  185500-190000   00     114.47  988.8    105.35     0.33    -9999
OULU       061213 300  190000-190500   00     115.95  988.8    106.73     1.64    -9999
OULU       061213 300  190500-191000   00     113.05  988.8    104.08    -0.88    -9999
OULU       061213 300  191000-191500   00     114.52  988.8    105.42     0.39    -9999
OULU       061213 300  191500-192000   00     115.30  988.7    106.08     1.03    -9999
OULU       061213 300  192000-192500   00     114.22  988.7    105.05     0.04    -9999
OULU       061213 300  192500-193000   00     114.37  988.7    105.20     0.18    -9999
OULU       061213 300  193000-193500   00     113.18  988.7    104.13    -0.83    -9999
OULU       061213 300  193500-194000   00     116.25  988.7    106.95     1.85    -9999
OULU       061213 300  194000-194500   00     112.73  988.8    103.73    -1.21    -9999
OULU       061213 300  194500-195000   00     114.77  988.8    105.60     0.56    -9999
OULU       061213 300  195000-195500   00     113.28  988.8    104.25    -0.72    -9999
OULU       061213 300  195500-200000   00     116.30  988.7    107.00     1.90    -9999
OULU       061213 300  200000-200500   00     115.73  988.7    106.48     1.41    -9999
OULU       061213 300  200500-201000   00     115.00  988.8    105.82     0.77    -9999
OULU       061213 300  201000-201500   00     113.57  988.8    104.52    -0.47    -9999
OULU       061213 300  201500-202000   00     114.28  988.8    105.18     0.17    -9999
OULU       061213 300  202000-202500   00     115.02  988.7    105.82     0.77    -9999
OULU       061213 300  202500-203000   00     116.98  988.7    107.62     2.49    -9999
OULU       061213 300  203000-203500   00     114.95  988.7    105.73     0.69    -9999
OULU       061213 300  203500-204000   00     113.20  988.7    104.13    -0.83    -9999
OULU       061213 300  204000-204500   00     114.33  988.7    105.18     0.17    -9999
OULU       061213 300  204500-205000   00     113.72  988.7    104.60    -0.39    -9999
OULU       061213 300  205000-205500   00     113.35  988.7    104.25    -0.72    -9999
OULU       061213 300  205500-210000   00     115.10  988.7    105.85     0.80    -9999
OULU       061213 300  210000-210500   00     113.97  988.7    104.80    -0.20    -9999
OULU       061213 300  210500-211000   00     115.62  988.7    106.30     1.23    -9999
OULU       061213 300  211000-211500   00     113.80  988.7    104.65    -0.34    -9999
OULU       061213 300  211500-212000   00     114.65  988.7    105.43     0.41    -9999
OULU       061213 300  212000-212500   00     116.60  988.7    107.23     2.12    -9999
OULU       061213 300  212500-213000   00     113.95  988.7    104.80    -0.20    -9999
OULU       061213 300  213000-213500   00     114.10  988.7    104.97    -0.04    -9999
OULU       061213 300  213500-214000   00     112.88  988.8    103.88    -1.07    -9999
OULU       061213 300  214000-214500   00     113.53  988.9    104.60    -0.39    -9999
OULU       061213 300  214500-215000   00     114.25  989.0    105.33     0.31    -9999
OULU       061213 300  215000-215500   00     114.55  989.1    105.63     0.60    -9999
OULU       061213 300  215500-220000   00     114.27  989.1    105.42     0.39    -9999
OULU       061213 300  220000-220500   00     115.28  989.1    106.38     1.31    -9999
OULU       061213 300  220500-221000   00     114.13  989.2    105.37     0.34    -9999
OULU       061213 300  221000-221500   00     112.27  989.3    103.70    -1.24    -9999
OULU       061213 300  221500-222000   00     114.83  989.3    106.10     1.04    -9999
OULU       061213 300  222000-222500   00     113.80  989.3    105.12     0.10    -9999
OULU       061213 300  222500-223000   00     115.25  989.3    106.48     1.41    -9999
OULU       061213 300  223000-223500   00     113.93  989.3    105.28     0.26    -9999
OULU       061213 300  223500-224000   00     111.80  989.4    103.35    -1.58    -9999
OULU       061213 300  224000-224500   00     114.43  989.4    105.80     0.76    -9999
OULU       061213 300  224500-225000   00     113.03  989.4    104.53    -0.45    -9999
OULU       061213 300  225000-225500   00     113.38  989.5    104.95    -0.05    -9999
OULU       061213 300  225500-230000   00     112.30  989.7    104.03    -0.93    -9999
OULU       061213 300  230000-230500   00     115.92  989.7    107.42     2.29    -9999
OULU       061213 300  230500-231000   00     112.77  989.8    104.53    -0.45    -9999
OULU       061213 300  231000-231500   00     114.78  989.7    106.32     1.25    -9999
OULU       061213 300  231500-232000   00     112.60  989.7    104.32    -0.66    -9999
OULU       061213 300  232000-232500   00     113.80  989.8    105.53     0.50    -9999
OULU       061213 300  232500-233000   00     112.95  989.8    104.73    -0.26    -9999
OULU       061213 300  233000-233500   00     113.28  989.8    105.08     0.07    -9999
OULU       061213 300  233500-234000   00     112.93  989.8    104.75    -0.24    -9999
OULU       061213 300  234000-234500   00     112.57  989.9    104.47    -0.51    -9999
OULU       061213 300  234500-235000   00     114.48  990.0    106.30     1.23    -9999
OULU       061213 300  235000-235500   00     112.43  990.1    104.48    -0.50    -9999
OULU       061213 300  235500-240000   00     111.95  990.2    104.08    -0.88    -9999
*
*	
*COMMENT    DATA VERIFIED BY ILYA USOSKIN OF THE UNIVERSITY OF OULU   	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-02-24 11:29:29 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE70/C070OULU_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
