IRKUTSK2   LATITUDE    52.28     LONGITUDE     104.02    ALTITUDE    2000 M
IRKUTSK2   INSTRUMENT   12NM64    NEUTRON MONITOR     
IRKUTSK2   STANDARD PRESSURE    789.2   mb     COEFFICIENT   -0.713    % / mb
IRKUTSK2   061213 300  042000-042500   00     464.05  788.4    461.50     2.15     1.94
IRKUTSK2   061213 300  042500-043000   00     465.32  788.4    462.70     2.42     2.20
IRKUTSK2   061213 300  043000-043500   00     464.68  788.4    462.01     2.26     2.04
IRKUTSK2   061213 300  043500-044000   00     465.56  788.4    462.83     2.45     2.22
IRKUTSK2   061213 300  044000-044500   00     465.46  788.4    462.68     2.41     2.18
IRKUTSK2   061213 300  044500-045000   00     462.17  788.3    459.36     1.68     1.45
IRKUTSK2   061213 300  045000-045500   00     466.27  788.3    463.38     2.57     2.34
IRKUTSK2   061213 300  045500-050000   00     463.34  788.3    460.41     1.91     1.67
IRKUTSK2   061213 300  050000-050500   00     464.55  788.3    461.54     2.16     1.92
IRKUTSK2   061213 300  050500-051000   00     462.69  788.3    459.62     1.73     1.49
IRKUTSK2   061213 300  051000-051500   00     463.77  788.2    460.60     1.95     1.71
IRKUTSK2   061213 300  051500-052000   00     462.16  788.2    458.92     1.58     1.34
IRKUTSK2   061213 300  052000-052500   00     461.61  788.2    458.30     1.44     1.20
IRKUTSK2   061213 300  052500-053000   00     459.47  788.2    456.09     0.96     0.71
IRKUTSK2   061213 300  053000-053500   00     460.24  788.1    456.78     1.11     0.86
IRKUTSK2   061213 300  053500-054000   00     461.88  788.1    458.32     1.45     1.20
IRKUTSK2   061213 300  054000-054500   00     461.20  788.1    457.56     1.28     1.03
IRKUTSK2   061213 300  054500-055000   00     458.95  788.1    455.25     0.77     0.52
IRKUTSK2   061213 300  055000-055500   00     461.43  788.0    457.62     1.30     1.05
IRKUTSK2   061213 300  055500-060000   00     458.16  788.0    454.30     0.56     0.31
IRKUTSK2   061213 300  060000-060500   00     462.23  788.0    458.29     1.44     1.19
IRKUTSK2   061213 300  060500-061000   00     459.15  788.0    455.24     0.77     0.53
IRKUTSK2   061213 300  061000-061500   00     460.93  788.0    457.00     1.16     0.92
IRKUTSK2   061213 300  061500-062000   00     458.64  788.0    454.73     0.65     0.41
IRKUTSK2   061213 300  062000-062500   00     458.73  788.0    454.82     0.67     0.43
IRKUTSK2   061213 300  062500-063000   00     461.88  788.0    457.95     1.37     1.13
IRKUTSK2   061213 300  063000-063500   00     461.64  788.0    457.71     1.31     1.08
IRKUTSK2   061213 300  063500-064000   00     460.38  788.0    456.46     1.04     0.81
IRKUTSK2   061213 300  064000-064500   00     463.97  788.0    460.02     1.82     1.59
IRKUTSK2   061213 300  064500-065000   00     461.91  788.0    457.97     1.37     1.14
IRKUTSK2   061213 300  065000-065500   00     462.58  788.0    458.64     1.52     1.30
IRKUTSK2   061213 300  065500-070000   00     462.26  788.0    458.33     1.45     1.23
IRKUTSK2   061213 300  070000-070500   00     460.38  788.0    456.46     1.04     0.82
IRKUTSK2   061213 300  070500-071000   00     459.43  788.0    455.51     0.83     0.62
IRKUTSK2   061213 300  071000-071500   00     459.72  788.0    455.81     0.89     0.68
IRKUTSK2   061213 300  071500-072000   00     460.26  788.0    456.34     1.01     0.81
IRKUTSK2   061213 300  072000-072500   00     461.20  788.0    457.27     1.21     1.01
IRKUTSK2   061213 300  072500-073000   00     458.08  788.0    454.18     0.53     0.34
IRKUTSK2   061213 300  073000-073500   00     456.45  788.0    452.56     0.17    -0.02
IRKUTSK2   061213 300  073500-074000   00     458.10  788.0    454.19     0.53     0.35
IRKUTSK2   061213 300  074000-074500   00     459.04  788.0    455.13     0.74     0.56
IRKUTSK2   061213 300  074500-075000   00     455.81  788.0    451.93     0.03    -0.14
IRKUTSK2   061213 300  075000-075500   00     458.36  788.0    454.45     0.59     0.43
IRKUTSK2   061213 300  075500-080000   00     461.14  788.0    457.21     1.20     1.04
IRKUTSK2   061213 3600 080000-090000   00     458.18  788.1    454.60     0.62     0.47
IRKUTSK2   061213 3600 090000-100000   00     454.89  788.5    452.62     0.19     0.14
IRKUTSK2   061213 3600 100000-110000   00     454.15  788.9    453.18     0.31     0.40
IRKUTSK2   061213 3600 110000-120000   00     450.61  789.2    450.61    -0.26    -9999
IRKUTSK2   061213 3600 120000-130000   00     448.63  789.5    449.59    -0.49    -9999
IRKUTSK2   061213 3600 130000-140000   00     446.59  789.8    448.51    -0.72    -9999
IRKUTSK2   061213 3600 140000-150000   00     446.23  790.2    449.42    -0.52    -9999
IRKUTSK2   061213 3600 150000-160000   00     444.74  790.5    448.88    -0.64    -9999
IRKUTSK2   061213 3600 160000-170000   00     443.57  791.0    449.30    -0.55    -9999
IRKUTSK2   061213 3600 170000-180000   00     443.05  791.2    449.42    -0.52    -9999
IRKUTSK2   061213 3600 180000-190000   00     442.50  791.5    449.82    -0.43    -9999
IRKUTSK2   061213 3600 190000-200000   00     439.50  792.1    448.69    -0.68    -9999
IRKUTSK2   061213 3600 200000-210000   00     438.16  792.4    448.28    -0.78    -9999
IRKUTSK2   061213 3600 210000-220000   00     436.92  792.8    448.28    -0.77    -9999
IRKUTSK2   061213 3600 220000-230000   00     436.42  793.1    448.72    -0.68    -9999
IRKUTSK2   061213 3600 230000-240000   00     436.03  793.5    449.60    -0.48    -9999
*
Comment: The Clock of Regisrator is fast on+sec (slow on-sec) is supporting by G
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-02-24 11:29:29 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE70/C070IRK2_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
