MAWSON     LATITUDE    -67.6     LONGITUDE     62.88     ALTITUDE    15 M
MAWSON     INSTRUMENT   IGY     NEUTRON MONITOR                           
MAWSON     STANDARD PRESSURE    990     MB     COEFFICIENT   -0.739    % / MB
MAWSON     PRE-INCREASE BASELINE TIME INTERVAL    000714    090000-100000   UT
MAWSON     PRE-INCREASE AVERAGE COUNTING RATE     71.98      COUNTS PER SECOND
MAWSON     TIME INTERVALS    60          3600     
MAWSON     SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (MB)      C/S
MAWSON     000714 60   050200-050300   00      72.80  985.2     70.26    -2.40    -9999
MAWSON     000714 60   050300-050400   00      76.53  985.3     73.92     2.70    -9999
MAWSON     000714 60   050400-050500   00      76.27  985.3     73.66     2.30    -9999
MAWSON     000714 60   050500-050600   00      73.60  985.3     71.09    -1.20    -9999
MAWSON     000714 60   050600-050700   00      74.13  985.3     71.60    -0.50    -9999
MAWSON     000714 60   050700-050800   00      75.47  985.3     72.89     1.30    -9999
MAWSON     000714 60   050800-050900   00      74.67  985.3     72.12     0.20    -9999
MAWSON     000714 60   050900-051000   00      76.00  985.3     73.41     2.00    -9999
MAWSON     000714 60   051000-051100   00      74.40  985.3     71.86    -0.20    -9999
MAWSON     000714 60   051100-051200   00      75.20  985.4     72.69     1.00    -9999
MAWSON     000714 60   051200-051300   00      77.87  985.4     75.26     4.60    -9999
MAWSON     000714 60   051300-051400   00      74.13  985.4     71.66    -0.40    -9999
MAWSON     000714 60   051400-051500   00      75.20  985.4     72.69     1.00    -9999
MAWSON     000714 60   051500-051600   00      75.73  985.4     73.20     1.70    -9999
MAWSON     000714 60   051600-051700   00      74.40  985.4     71.91    -0.10    -9999
MAWSON     000714 60   051700-051800   00      74.67  985.4     72.17     0.30    -9999
MAWSON     000714 60   051800-051900   00      76.80  985.5     74.29     3.20    -9999
MAWSON     000714 60   051900-052000   00      74.93  985.5     72.48     0.70    -9999
MAWSON     000714 60   052000-052100   00      74.40  985.5     71.97     0.00    -9999
MAWSON     000714 60   052100-052200   00      73.87  985.5     71.45    -0.70    -9999
MAWSON     000714 60   052200-052300   00      74.67  985.5     72.22     0.30    -9999
MAWSON     000714 60   052300-052400   00      73.33  985.5     70.93    -1.50    -9999
MAWSON     000714 60   052400-052500   00      74.93  985.5     72.48     0.70    -9999
MAWSON     000714 60   052500-052600   00      75.73  985.5     73.26     1.80    -9999
MAWSON     000714 60   052600-052700   00      76.27  985.6     73.83     2.60    -9999
MAWSON     000714 60   052700-052800   00      75.73  985.6     73.31     1.80    -9999
MAWSON     000714 60   052800-052900   00      72.80  985.6     70.47    -2.10    -9999
MAWSON     000714 60   052900-053000   00      74.67  985.6     72.28     0.40    -9999
MAWSON     000714 60   053000-053100   00      76.00  985.6     73.57     2.20    -9999
MAWSON     000714 60   053100-053200   00      73.33  985.6     70.99    -1.40    -9999
MAWSON     000714 60   053200-053300   00      74.13  985.6     71.76    -0.30    -9999
MAWSON     000714 60   053300-053400   00      74.13  985.6     71.76    -0.30    -9999
MAWSON     000714 60   053400-053500   00      75.20  985.7     72.85     1.20    -9999
MAWSON     000714 60   053500-053600   00      74.40  985.7     72.07     0.10    -9999
MAWSON     000714 60   053600-053700   00      73.87  985.7     71.56    -0.60    -9999
MAWSON     000714 60   053700-053800   00      72.80  985.7     70.52    -2.00    -9999
MAWSON     000714 60   053800-053900   00      74.67  985.7     72.33     0.50    -9999
MAWSON     000714 60   053900-054000   00      75.20  985.7     72.85     1.20    -9999
MAWSON     000714 60   054000-054100   00      77.33  985.7     74.91     4.10    -9999
MAWSON     000714 60   054100-054200   00      71.73  985.7     69.49    -3.50    -9999
MAWSON     000714 60   054200-054300   00      73.87  985.8     71.61    -0.50    -9999
MAWSON     000714 60   054300-054400   00      75.73  985.8     73.42     2.00    -9999
MAWSON     000714 60   054400-054500   00      74.93  985.8     72.64     0.90    -9999
MAWSON     000714 60   054500-054600   00      74.40  985.8     72.13     0.20    -9999
MAWSON     000714 60   054600-054700   00      72.27  985.8     70.06    -2.70    -9999
MAWSON     000714 60   054700-054800   00      73.60  985.8     71.35    -0.90    -9999
MAWSON     000714 60   054800-054900   00      76.80  985.8     74.45     3.40    -9999
MAWSON     000714 60   054900-055000   00      77.07  985.8     74.71     3.80    -9999
MAWSON     000714 60   055000-055100   00      72.80  985.8     70.58    -1.90    -9999
MAWSON     000714 60   055100-055200   00      76.53  985.9     74.25     3.20    -9999
MAWSON     000714 60   055200-055300   00      73.87  985.9     71.66    -0.40    -9999
MAWSON     000714 60   055300-055400   00      74.93  985.9     72.70     1.00    -9999
MAWSON     000714 60   055400-055500   00      75.73  985.9     73.47     2.10    -9999
MAWSON     000714 60   055500-055600   00      74.40  985.9     72.18     0.30    -9999
MAWSON     000714 60   055600-055700   00      74.93  985.9     72.70     1.00    -9999
MAWSON     000714 60   055700-055800   00      73.60  985.9     71.40    -0.80    -9999
MAWSON     000714 60   055800-055900   00      79.20  985.9     76.84     6.80    -9999
MAWSON     000714 60   055900-060000   00      74.40  986.0     72.23     0.30    -9999
MAWSON     000714 60   060000-060100   00      75.20  986.0     73.01     1.40    -9999
MAWSON     000714 60   060100-060200   00      74.13  986.0     71.97     0.00    -9999
MAWSON     000714 60   060200-060300   00      75.20  986.0     73.01     1.40    -9999
MAWSON     000714 60   060300-060400   00      74.40  986.0     72.23     0.30    -9999
MAWSON     000714 60   060400-060500   00      74.40  986.0     72.23     0.30    -9999
MAWSON     000714 60   060500-060600   00      73.07  986.0     70.94    -1.40    -9999
MAWSON     000714 60   060600-060700   00      74.67  986.0     72.49     0.70    -9999
MAWSON     000714 60   060700-060800   00      76.00  986.0     73.79     2.50    -9999
MAWSON     000714 60   060800-060900   00      71.73  986.1     69.70    -3.20    -9999
MAWSON     000714 60   060900-061000   00      72.80  986.1     70.73    -1.70    -9999
MAWSON     000714 60   061000-061100   00      74.93  986.1     72.80     1.10    -9999
MAWSON     000714 60   061100-061200   00      72.00  986.1     69.95    -2.80    -9999
MAWSON     000714 60   061200-061300   00      75.20  986.1     73.06     1.50    -9999
MAWSON     000714 60   061300-061400   00      75.20  986.1     73.06     1.50    -9999
MAWSON     000714 60   061400-061500   00      72.00  986.1     69.95    -2.80    -9999
MAWSON     000714 60   061500-061600   00      73.60  986.1     71.51    -0.70    -9999
MAWSON     000714 60   061600-061700   00      73.60  986.1     71.51    -0.70    -9999
MAWSON     000714 60   061700-061800   00      75.47  986.2     73.38     1.90    -9999
MAWSON     000714 60   061800-061900   00      73.60  986.2     71.56    -0.60    -9999
MAWSON     000714 60   061900-062000   00      75.47  986.2     73.38     1.90    -9999
MAWSON     000714 60   062000-062100   00      77.07  986.2     74.93     4.10    -9999
MAWSON     000714 60   062100-062200   00      74.13  986.2     72.08     0.10    -9999
MAWSON     000714 60   062200-062300   00      72.27  986.2     70.27    -2.40    -9999
MAWSON     000714 60   062300-062400   00      72.80  986.2     70.78    -1.70    -9999
MAWSON     000714 60   062400-062500   00      73.07  986.2     71.04    -1.30    -9999
MAWSON     000714 60   062500-062600   00      72.00  986.3     70.06    -2.70    -9999
MAWSON     000714 60   062600-062700   00      72.00  986.3     70.06    -2.70    -9999
MAWSON     000714 60   062700-062800   00      77.33  986.3     75.25     4.50    -9999
MAWSON     000714 60   062800-062900   00      70.93  986.3     69.02    -4.10    -9999
MAWSON     000714 60   062900-063000   00      73.07  986.3     71.10    -1.20    -9999
MAWSON     000714 60   063000-063100   00      71.20  986.3     69.28    -3.80    -9999
MAWSON     000714 60   063100-063200   00      73.87  986.3     71.87    -0.20    -9999
MAWSON     000714 60   063200-063300   00      71.73  986.3     69.80    -3.00    -9999
MAWSON     000714 60   063300-063400   00      71.47  986.4     69.59    -3.30    -9999
MAWSON     000714 60   063400-063500   00      77.07  986.4     75.04     4.30    -9999
MAWSON     000714 60   063500-063600   00      70.93  986.4     69.07    -4.00    -9999
MAWSON     000714 60   063600-063700   00      73.07  986.4     71.15    -1.20    -9999
MAWSON     000714 60   063700-063800   00      72.00  986.4     70.11    -2.60    -9999
MAWSON     000714 60   063800-063900   00      74.67  986.4     72.71     1.00    -9999
MAWSON     000714 60   063900-064000   00      72.27  986.4     70.37    -2.20    -9999
MAWSON     000714 60   064000-064100   00      73.07  986.4     71.15    -1.20    -9999
MAWSON     000714 60   064100-064200   00      73.33  986.5     71.46    -0.70    -9999
MAWSON     000714 60   064200-064300   00      71.47  986.5     69.64    -3.30    -9999
MAWSON     000714 60   064300-064400   00      75.73  986.5     73.80     2.50    -9999
MAWSON     000714 60   064400-064500   00      73.60  986.5     71.72    -0.40    -9999
MAWSON     000714 60   064500-064600   00      74.93  986.5     73.02     1.40    -9999
MAWSON     000714 60   064600-064700   00      77.60  986.5     75.62     5.10    -9999
MAWSON     000714 60   064700-064800   00      74.13  986.5     72.24     0.40    -9999
MAWSON     000714 60   064800-064900   00      74.67  986.6     72.81     1.20    -9999
MAWSON     000714 60   064900-065000   00      74.40  986.6     72.55     0.80    -9999
MAWSON     000714 60   065000-065100   00      72.27  986.6     70.47    -2.10    -9999
MAWSON     000714 60   065100-065200   00      75.20  986.6     73.33     1.90    -9999
MAWSON     000714 60   065200-065300   00      73.87  986.6     72.03     0.10    -9999
MAWSON     000714 60   065300-065400   00      74.13  986.6     72.29     0.40    -9999
MAWSON     000714 60   065400-065500   00      75.73  986.6     73.85     2.60    -9999
MAWSON     000714 60   065500-065600   00      73.60  986.6     71.77    -0.30    -9999
MAWSON     000714 60   065600-065700   00      72.00  986.7     70.27    -2.40    -9999
MAWSON     000714 60   065700-065800   00      70.13  986.7     68.44    -4.90    -9999
MAWSON     000714 60   065800-065900   00      71.73  986.7     70.01    -2.70    -9999
MAWSON     000714 60   065900-070000   00      71.73  986.7     70.01    -2.70    -9999
MAWSON     000714 60   070000-070100   00      72.53  986.7     70.79    -1.70    -9999
MAWSON     000714 60   070100-070200   00      75.73  986.7     73.91     2.70    -9999
MAWSON     000714 60   070200-070300   00      72.80  986.7     71.05    -1.30    -9999
MAWSON     000714 60   070300-070400   00      71.47  986.8     69.80    -3.00    -9999
MAWSON     000714 60   070400-070500   00      73.33  986.8     71.62    -0.50    -9999
MAWSON     000714 60   070500-070600   00      72.00  986.8     70.32    -2.30    -9999
MAWSON     000714 60   070600-070700   00      74.93  986.8     73.18     1.70    -9999
MAWSON     000714 60   070700-070800   00      74.93  986.8     73.18     1.70    -9999
MAWSON     000714 60   070800-070900   00      74.93  986.8     73.18     1.70    -9999
MAWSON     000714 60   070900-071000   00      72.80  986.8     71.10    -1.20    -9999
MAWSON     000714 60   071000-071100   00      70.67  986.8     69.02    -4.10    -9999
MAWSON     000714 60   071100-071200   00      73.87  986.9     72.19     0.30    -9999
MAWSON     000714 60   071200-071300   00      72.53  986.9     70.89    -1.50    -9999
MAWSON     000714 60   071300-071400   00      77.07  986.9     75.32     4.60    -9999
MAWSON     000714 60   071400-071500   00      73.87  986.9     72.19     0.30    -9999
MAWSON     000714 60   071500-071600   00      73.07  986.9     71.41    -0.80    -9999
MAWSON     000714 60   071600-071700   00      73.07  986.9     71.41    -0.80    -9999
MAWSON     000714 60   071700-071800   00      73.07  986.9     71.41    -0.80    -9999
MAWSON     000714 60   071800-071900   00      78.13  987.0     76.42     6.20    -9999
MAWSON     000714 60   071900-072000   00      74.93  987.0     73.29     1.80    -9999
MAWSON     000714 60   072000-072100   00      74.67  987.0     73.03     1.50    -9999
MAWSON     000714 60   072100-072200   00      76.53  987.0     74.86     4.00    -9999
MAWSON     000714 60   072200-072300   00      73.87  987.0     72.25     0.40    -9999
MAWSON     000714 60   072300-072400   00      71.47  987.0     69.90    -2.90    -9999
MAWSON     000714 60   072400-072500   00      73.87  987.0     72.25     0.40    -9999
MAWSON     000714 60   072500-072600   00      76.80  987.0     75.12     4.40    -9999
MAWSON     000714 60   072600-072700   00      73.33  987.1     71.78    -0.30    -9999
MAWSON     000714 60   072700-072800   00      76.80  987.1     75.17     4.40    -9999
MAWSON     000714 60   072800-072900   00      74.13  987.1     72.56     0.80    -9999
MAWSON     000714 60   072900-073000   00      74.13  987.1     72.56     0.80    -9999
MAWSON     000714 60   073000-073100   00      72.80  987.1     71.26    -1.00    -9999
MAWSON     000714 60   073100-073200   00      74.67  987.1     73.08     1.50    -9999
MAWSON     000714 60   073200-073300   00      70.67  987.1     69.17    -3.90    -9999
MAWSON     000714 60   073300-073400   00      76.80  987.2     75.23     4.50    -9999
MAWSON     000714 60   073400-073500   00      75.47  987.2     73.92     2.70    -9999
MAWSON     000714 60   073500-073600   00      72.80  987.2     71.31    -0.90    -9999
MAWSON     000714 60   073600-073700   00      69.87  987.2     68.44    -4.90    -9999
MAWSON     000714 60   073700-073800   00      73.87  987.2     72.35     0.50    -9999
MAWSON     000714 60   073800-073900   00      71.47  987.2     70.00    -2.80    -9999
MAWSON     000714 60   073900-074000   00      72.00  987.3     70.58    -1.90    -9999
MAWSON     000714 60   074000-074100   00      70.40  987.3     69.01    -4.10    -9999
MAWSON     000714 60   074100-074200   00      73.60  987.3     72.15     0.20    -9999
MAWSON     000714 60   074200-074300   00      75.47  987.3     73.98     2.80    -9999
MAWSON     000714 60   074300-074400   00      72.27  987.3     70.84    -1.60    -9999
MAWSON     000714 60   074400-074500   00      69.87  987.3     68.49    -4.80    -9999
MAWSON     000714 60   074500-074600   00      69.07  987.3     67.70    -5.90    -9999
MAWSON     000714 60   074600-074700   00      71.20  987.4     69.85    -3.00    -9999
MAWSON     000714 60   074700-074800   00      72.27  987.4     70.89    -1.50    -9999
MAWSON     000714 60   074800-074900   00      74.67  987.4     73.25     1.80    -9999
MAWSON     000714 60   074900-075000   00      72.80  987.4     71.41    -0.80    -9999
MAWSON     000714 60   075000-075100   00      73.07  987.4     71.68    -0.40    -9999
MAWSON     000714 60   075100-075200   00      74.13  987.4     72.72     1.00    -9999
MAWSON     000714 60   075200-075300   00      71.73  987.4     70.37    -2.20    -9999
MAWSON     000714 60   075300-075400   00      72.53  987.5     71.21    -1.10    -9999
MAWSON     000714 60   075400-075500   00      73.60  987.5     72.25     0.40    -9999
MAWSON     000714 60   075500-075600   00      74.93  987.5     73.56     2.20    -9999
MAWSON     000714 60   075600-075700   00      75.73  987.5     74.35     3.30    -9999
MAWSON     000714 60   075700-075800   00      72.53  987.5     71.21    -1.10    -9999
MAWSON     000714 60   075800-075900   00      72.00  987.5     70.68    -1.80    -9999
MAWSON     000714 60   075900-080000   00      71.20  987.5     69.90    -2.90    -9999
MAWSON     000714 60   080000-080100   00      72.00  987.6     70.73    -1.70    -9999
MAWSON     000714 60   080100-080200   00      73.07  987.6     71.78    -0.30    -9999
MAWSON     000714 60   080200-080300   00      72.00  987.6     70.73    -1.70    -9999
MAWSON     000714 60   080300-080400   00      73.87  987.6     72.57     0.80    -9999
MAWSON     000714 60   080400-080500   00      72.27  987.6     71.00    -1.40    -9999
MAWSON     000714 60   080500-080600   00      71.73  987.6     70.47    -2.10    -9999
MAWSON     000714 60   080600-080700   00      74.67  987.7     73.41     2.00    -9999
MAWSON     000714 60   080700-080800   00      72.00  987.7     70.79    -1.70    -9999
MAWSON     000714 60   080800-080900   00      73.60  987.7     72.36     0.50    -9999
MAWSON     000714 60   080900-081000   00      71.47  987.7     70.26    -2.40    -9999
MAWSON     000714 60   081000-081100   00      72.80  987.7     71.57    -0.60    -9999
MAWSON     000714 60   081100-081200   00      72.53  987.7     71.31    -0.90    -9999
MAWSON     000714 60   081200-081300   00      73.33  987.7     72.10     0.20    -9999
MAWSON     000714 60   081300-081400   00      72.80  987.8     71.63    -0.50    -9999
MAWSON     000714 60   081400-081500   00      70.67  987.8     69.53    -3.40    -9999
MAWSON     000714 60   081500-081600   00      73.87  987.8     72.68     1.00    -9999
MAWSON     000714 60   081600-081700   00      77.60  987.8     76.35     6.10    -9999
MAWSON     000714 60   081700-081800   00      71.20  987.8     70.05    -2.70    -9999
MAWSON     000714 60   081800-081900   00      73.33  987.8     72.15     0.20    -9999
MAWSON     000714 60   081900-082000   00      72.27  987.8     71.10    -1.20    -9999
MAWSON     000714 60   082000-082100   00      72.00  987.9     70.89    -1.50    -9999
MAWSON     000714 60   082100-082200   00      72.80  987.9     71.68    -0.40    -9999
MAWSON     000714 60   082200-082300   00      73.07  987.9     71.94    -0.10    -9999
MAWSON     000714 60   082300-082400   00      73.33  987.9     72.20     0.30    -9999
MAWSON     000714 60   082400-082500   00      73.60  987.9     72.47     0.70    -9999
MAWSON     000714 60   082500-082600   00      70.67  987.9     69.58    -3.30    -9999
MAWSON     000714 60   082600-082700   00      71.47  988.0     70.42    -2.20    -9999
MAWSON     000714 60   082700-082800   00      71.47  988.0     70.42    -2.20    -9999
MAWSON     000714 60   082800-082900   00      70.13  988.0     69.10    -4.00    -9999
MAWSON     000714 60   082900-083000   00      73.07  988.0     71.99     0.00    -9999
MAWSON     000714 60   083000-083100   00      70.67  988.0     69.63    -3.30    -9999
MAWSON     000714 60   083100-083200   00      71.20  988.0     70.16    -2.50    -9999
MAWSON     000714 60   083200-083300   00      73.33  988.0     72.26     0.40    -9999
MAWSON     000714 60   083300-083400   00      73.33  988.0     72.26     0.40    -9999
MAWSON     000714 60   083400-083500   00      71.73  988.0     70.68    -1.80    -9999
MAWSON     000714 60   083500-083600   00      77.07  988.0     75.94     5.50    -9999
MAWSON     000714 60   083600-083700   00      73.87  988.1     72.84     1.20    -9999
MAWSON     000714 60   083700-083800   00      69.87  988.1     68.89    -4.30    -9999
MAWSON     000714 60   083800-083900   00      73.87  988.1     72.84     1.20    -9999
MAWSON     000714 60   083900-084000   00      73.07  988.1     72.05     0.10    -9999
MAWSON     000714 60   084000-084100   00      72.27  988.1     71.26    -1.00    -9999
MAWSON     000714 60   084100-084200   00      73.87  988.1     72.84     1.20    -9999
MAWSON     000714 60   084200-084300   00      76.27  988.1     75.20     4.50    -9999
MAWSON     000714 60   084300-084400   00      74.13  988.1     73.10     1.60    -9999
MAWSON     000714 60   084400-084500   00      73.07  988.1     72.05     0.10    -9999
MAWSON     000714 60   084500-084600   00      73.87  988.1     72.84     1.20    -9999
MAWSON     000714 60   084600-084700   00      73.07  988.1     72.05     0.10    -9999
MAWSON     000714 60   084700-084800   00      73.60  988.2     72.63     0.90    -9999
MAWSON     000714 60   084800-084900   00      73.07  988.2     72.10     0.20    -9999
MAWSON     000714 60   084900-085000   00      71.20  988.2     70.26    -2.40    -9999
MAWSON     000714 60   085000-085100   00      69.87  988.2     68.94    -4.20    -9999
MAWSON     000714 60   085100-085200   00      71.47  988.2     70.52    -2.00    -9999
MAWSON     000714 60   085200-085300   00      70.93  988.2     70.00    -2.80    -9999
MAWSON     000714 60   085300-085400   00      71.20  988.2     70.26    -2.40    -9999
MAWSON     000714 60   085400-085500   00      70.13  988.2     69.21    -3.80    -9999
MAWSON     000714 60   085500-085600   00      73.87  988.2     72.89     1.30    -9999
MAWSON     000714 60   085600-085700   00      73.33  988.2     72.36     0.50    -9999
MAWSON     000714 60   085700-085800   00      72.27  988.2     71.31    -0.90    -9999
MAWSON     000714 60   085800-085900   00      72.00  988.2     71.05    -1.30    -9999
MAWSON     000714 60   085900-090000   00      72.53  988.3     71.63    -0.50    -9999
MAWSON     000714 60   090000-090100   00      76.00  988.3     75.05     4.30    -9999
MAWSON     000714 60   090100-090200   00      74.67  988.3     73.73     2.40    -9999
MAWSON     000714 60   090200-090300   00      72.80  988.3     71.89    -0.10    -9999
MAWSON     000714 60   090300-090400   00      72.80  988.3     71.89    -0.10    -9999
MAWSON     000714 60   090400-090500   00      69.60  988.3     68.73    -4.50    -9999
MAWSON     000714 60   090500-090600   00      75.47  988.3     74.52     3.50    -9999
MAWSON     000714 60   090600-090700   00      73.60  988.3     72.68     1.00    -9999
MAWSON     000714 60   090700-090800   00      75.20  988.3     74.26     3.20    -9999
MAWSON     000714 60   090800-090900   00      72.80  988.3     71.89    -0.10    -9999
MAWSON     000714 60   090900-091000   00      73.60  988.3     72.68     1.00    -9999
MAWSON     000714 60   091000-091100   00      70.93  988.3     70.05    -2.70    -9999
MAWSON     000714 60   091100-091200   00      71.73  988.3     70.84    -1.60    -9999
MAWSON     000714 60   091200-091300   00      72.00  988.4     71.15    -1.20    -9999
MAWSON     000714 60   091300-091400   00      70.13  988.4     69.31    -3.70    -9999
MAWSON     000714 60   091400-091500   00      72.27  988.4     71.42    -0.80    -9999
MAWSON     000714 60   091500-091600   00      74.13  988.4     73.26     1.80    -9999
MAWSON     000714 60   091600-091700   00      74.67  988.4     73.79     2.50    -9999
MAWSON     000714 60   091700-091800   00      75.47  988.4     74.58     3.60    -9999
MAWSON     000714 60   091800-091900   00      71.73  988.4     70.89    -1.50    -9999
MAWSON     000714 60   091900-092000   00      70.40  988.4     69.57    -3.30    -9999
MAWSON     000714 60   092000-092100   00      72.27  988.4     71.42    -0.80    -9999
MAWSON     000714 60   092100-092200   00      71.73  988.4     70.89    -1.50    -9999
MAWSON     000714 60   092200-092300   00      69.87  988.4     69.05    -4.10    -9999
MAWSON     000714 60   092300-092400   00      73.60  988.5     72.79     1.10    -9999
MAWSON     000714 60   092400-092500   00      74.13  988.5     73.32     1.90    -9999
MAWSON     000714 60   092500-092600   00      71.73  988.5     70.94    -1.40    -9999
MAWSON     000714 60   092600-092700   00      73.07  988.5     72.26     0.40    -9999
MAWSON     000714 60   092700-092800   00      72.80  988.5     72.00     0.00    -9999
MAWSON     000714 60   092800-092900   00      70.93  988.5     70.15    -2.50    -9999
MAWSON     000714 60   092900-093000   00      73.33  988.5     72.52     0.80    -9999
MAWSON     000714 60   093000-093100   00      74.93  988.5     74.11     3.00    -9999
MAWSON     000714 60   093100-093200   00      70.40  988.5     69.62    -3.30    -9999
MAWSON     000714 60   093200-093300   00      72.80  988.5     72.00     0.00    -9999
MAWSON     000714 60   093300-093400   00      72.80  988.6     72.05     0.10    -9999
MAWSON     000714 60   093400-093500   00      74.13  988.6     73.37     1.90    -9999
MAWSON     000714 60   093500-093600   00      72.80  988.6     72.05     0.10    -9999
MAWSON     000714 60   093600-093700   00      71.20  988.6     70.47    -2.10    -9999
MAWSON     000714 60   093700-093800   00      70.67  988.6     69.94    -2.80    -9999
MAWSON     000714 60   093800-093900   00      73.60  988.6     72.84     1.20    -9999
MAWSON     000714 60   093900-094000   00      74.67  988.6     73.90     2.70    -9999
MAWSON     000714 60   094000-094100   00      70.67  988.6     69.94    -2.80    -9999
MAWSON     000714 60   094100-094200   00      73.87  988.7     73.16     1.60    -9999
MAWSON     000714 60   094200-094300   00      72.53  988.7     71.84    -0.20    -9999
MAWSON     000714 60   094300-094400   00      69.87  988.7     69.20    -3.90    -9999
MAWSON     000714 60   094400-094500   00      71.73  988.7     71.05    -1.30    -9999
MAWSON     000714 60   094500-094600   00      73.60  988.7     72.90     1.30    -9999
MAWSON     000714 60   094600-094700   00      72.27  988.7     71.58    -0.60    -9999
MAWSON     000714 60   094700-094800   00      74.93  988.7     74.22     3.10    -9999
MAWSON     000714 60   094800-094900   00      73.87  988.8     73.21     1.70    -9999
MAWSON     000714 60   094900-095000   00      72.27  988.8     71.63    -0.50    -9999
MAWSON     000714 60   095000-095100   00      72.53  988.8     71.89    -0.10    -9999
MAWSON     000714 60   095100-095200   00      74.93  988.8     74.27     3.20    -9999
MAWSON     000714 60   095200-095300   00      73.07  988.8     72.42     0.60    -9999
MAWSON     000714 60   095300-095400   00      72.53  988.8     71.89    -0.10    -9999
MAWSON     000714 60   095400-095500   00      71.73  988.8     71.10    -1.20    -9999
MAWSON     000714 60   095500-095600   00      74.13  988.8     73.48     2.10    -9999
MAWSON     000714 60   095600-095700   00      69.60  988.9     69.04    -4.10    -9999
MAWSON     000714 60   095700-095800   00      75.20  988.9     74.59     3.60    -9999
MAWSON     000714 60   095800-095900   00      72.00  988.9     71.42    -0.80    -9999
MAWSON     000714 60   095900-100000   00      72.53  988.9     71.95     0.00    -9999
MAWSON     000714 60   100000-100100   00      72.53  988.9     71.95     0.00    -0.01
MAWSON     000714 60   100100-100200   00      72.80  988.9     72.21     0.30     0.29
MAWSON     000714 60   100200-100300   00      71.20  988.9     70.62    -1.90    -1.91
MAWSON     000714 60   100300-100400   00      71.20  989.0     70.68    -1.80    -1.81
MAWSON     000714 60   100400-100500   00      74.13  989.0     73.59     2.20     2.18
MAWSON     000714 60   100500-100600   00      72.53  989.0     72.00     0.00    -0.02
MAWSON     000714 60   100600-100700   00      74.93  989.0     74.38     3.30     3.28
MAWSON     000714 60   100700-100800   00      75.20  989.0     74.65     3.70     3.68
MAWSON     000714 60   100800-100900   00      71.73  989.0     71.21    -1.10    -1.12
MAWSON     000714 60   100900-101000   00      74.93  989.0     74.38     3.30     3.28
MAWSON     000714 60   101000-101100   00      73.07  989.0     72.53     0.80     0.78
MAWSON     000714 60   101100-101200   00      72.53  989.1     72.05     0.10     0.08
MAWSON     000714 60   101200-101300   00      73.60  989.1     73.11     1.60     1.58
MAWSON     000714 60   101300-101400   00      71.73  989.1     71.26    -1.00    -1.02
MAWSON     000714 60   101400-101500   00      71.20  989.1     70.73    -1.70    -1.72
MAWSON     000714 60   101500-101600   00      70.13  989.1     69.67    -3.20    -3.22
MAWSON     000714 60   101600-101700   00      72.00  989.1     71.52    -0.60    -0.62
MAWSON     000714 60   101700-101800   00      73.87  989.1     73.38     1.90     1.88
MAWSON     000714 60   101800-101900   00      70.67  989.2     70.25    -2.40    -2.42
MAWSON     000714 60   101900-102000   00      74.13  989.2     73.70     2.40     2.38
MAWSON     000714 60   102000-102100   00      72.53  989.2     72.11     0.20     0.18
MAWSON     000714 60   102100-102200   00      69.60  989.2     69.19    -3.90    -3.92
MAWSON     000714 60   102200-102300   00      71.73  989.2     71.31    -0.90    -0.92
MAWSON     000714 60   102300-102400   00      70.67  989.2     70.25    -2.40    -2.42
MAWSON     000714 60   102400-102500   00      68.80  989.2     68.39    -5.00    -5.02
MAWSON     000714 60   102500-102600   00      71.73  989.2     71.31    -0.90    -0.92
MAWSON     000714 60   102600-102700   00      72.27  989.3     71.89    -0.10    -0.12
MAWSON     000714 60   102700-102800   00      74.13  989.3     73.75     2.50     2.48
MAWSON     000714 60   102800-102900   00      73.60  989.3     73.22     1.70     1.67
MAWSON     000714 60   102900-103000   00      71.47  989.3     71.10    -1.20    -1.23
MAWSON     000714 60   103000-103100   00      76.80  989.3     76.40     6.10     6.07
MAWSON     000714 60   103100-103200   00      72.27  989.3     71.89    -0.10    -0.13
MAWSON     000714 60   103200-103300   00      73.33  989.3     72.95     1.30     1.27
MAWSON     000714 60   103300-103400   00      73.33  989.4     73.01     1.40     1.37
MAWSON     000714 60   103400-103500   00      75.73  989.4     75.40     4.80     4.77
MAWSON     000714 60   103500-103600   00      73.60  989.4     73.27     1.80     1.77
MAWSON     000714 60   103600-103700   00      73.07  989.4     72.74     1.10     1.07
MAWSON     000714 60   103700-103800   00      75.20  989.4     74.87     4.00     3.97
MAWSON     000714 60   103800-103900   00      78.40  989.4     78.05     8.40     8.37
MAWSON     000714 60   103900-104000   00      81.60  989.4     81.24    12.90    12.87
MAWSON     000714 60   104000-104100   00      87.20  989.4     86.81    20.60    20.57
MAWSON     000714 60   104100-104200   00      82.40  989.5     82.10    14.10    14.07
MAWSON     000714 60   104200-104300   00      83.20  989.5     82.89    15.20    15.17
MAWSON     000714 60   104300-104400   00      84.53  989.5     84.22    17.00    16.97
MAWSON     000714 60   104400-104500   00      84.80  989.5     84.49    17.40    17.37
MAWSON     000714 60   104500-104600   00      86.13  989.5     85.82    19.20    19.17
MAWSON     000714 60   104600-104700   00      85.87  989.5     85.55    18.90    18.87
