IRKUTSK    LATITUDE    52.1      LONGITUDE     104       ALTITUDE    433 M
IRKUTSK    INSTRUMENT   18NM64    NEUTRON MONITOR     
IRKUTSK    STANDARD PRESSURE    956.5   mb     COEFFICIENT   -0.713    % / mb
IRKUTSK    120517 300  005000-005500   00    -999.00  942.6    211.80    -0.90    -9999
IRKUTSK    120517 300  005500-010000   00    -999.00  942.8    213.40    -0.10    -9999
IRKUTSK    120517 300  010000-010500   00    -999.00  943.1    214.80     0.50    -9999
IRKUTSK    120517 300  010500-011000   00    -999.00  943.4    214.40     0.30    -9999
IRKUTSK    120517 300  011000-011500   00    -999.00  943.6    211.40    -1.10    -9999
IRKUTSK    120517 300  011500-012000   00    -999.00  943.8    214.00     0.10    -9999
IRKUTSK    120517 300  012000-012500   00    -999.00  944.0    214.60     0.40    -9999
IRKUTSK    120517 300  012500-013000   00    -999.00  944.1    214.40     0.30    -9999
IRKUTSK    120517 300  013000-013500   00    -999.00  944.3    212.40    -0.60    -9999
IRKUTSK    120517 300  013500-014000   00    -999.00  944.5    213.20    -0.20    -9999
IRKUTSK    120517 300  014000-014500   00    -999.00  944.6    214.80     0.50    -9999
IRKUTSK    120517 300  014500-015000   00    -999.00  944.8    213.40    -0.10    -9999
IRKUTSK    120517 300  015000-015500   00    -999.00  945.0    211.80    -0.90    -9999
IRKUTSK    120517 300  015500-020000   00    -999.00  945.1    212.40    -0.60    -9999
IRKUTSK    120517 300  020000-020500   00    -999.00  945.2    215.40     0.80    -9999
IRKUTSK    120517 300  020500-021000   00    -999.00  945.3    215.60     0.90    -9999
IRKUTSK    120517 300  021000-021500   00    -999.00  945.4    215.20     0.70    -9999
IRKUTSK    120517 300  021500-022000   00    -999.00  945.8    215.40     0.80    -9999
IRKUTSK    120517 300  022000-022500   00    -999.00  945.9    213.40    -0.10    -9999
IRKUTSK    120517 300  022500-023000   00    -999.00  946.1    213.00    -0.30    -9999
IRKUTSK    120517 300  023000-023500   00    -999.00  946.2    215.00     0.60    -9999
IRKUTSK    120517 300  023500-024000   00    -999.00  946.4    214.00     0.10    -9999
IRKUTSK    120517 300  024000-024500   00    -999.00  946.7    214.40     0.30    -9999
IRKUTSK    120517 300  024500-025000   00    -999.00  946.9    216.60     1.40    -9999
IRKUTSK    120517 300  025000-025500   00    -999.00  947.2    213.20    -0.20    -9999
IRKUTSK    120517 300  025500-030000   00    -999.00  947.5    214.00     0.10    -9999
IRKUTSK    120517 300  030000-030500   00    -999.00  947.7    215.80     1.00    -9999
IRKUTSK    120517 300  030500-031000   00    -999.00  947.8    213.60     0.00    -9999
IRKUTSK    120517 300  031000-031500   00    -999.00  947.9    217.20     1.60    -9999
IRKUTSK    120517 300  031500-032000   00    -999.00  948.1    214.00     0.10    -9999
IRKUTSK    120517 300  032000-032500   00    -999.00  948.4    215.00     0.60    -9999
IRKUTSK    120517 300  032500-033000   00    -999.00  948.5    214.00     0.10    -9999
IRKUTSK    120517 300  033000-033500   00    -999.00  948.7    212.60    -0.50    -9999
IRKUTSK    120517 300  033500-034000   00    -999.00  948.8    214.60     0.40    -9999
IRKUTSK    120517 300  034000-034500   00    -999.00  948.9    212.00    -0.80    -9999
IRKUTSK    120517 300  034500-035000   00    -999.00  949.0    216.20     1.20    -9999
IRKUTSK    120517 300  035000-035500   00    -999.00  949.1    216.00     1.10    -9999
IRKUTSK    120517 300  035500-040000   00    -999.00  949.2    215.00     0.60    -9999
IRKUTSK    120517 300  040000-040500   00    -999.00  949.3    214.20     0.20    -9999
IRKUTSK    120517 300  040500-041000   00    -999.00  949.4    212.40    -0.60    -9999
IRKUTSK    120517 300  041000-041500   00    -999.00  949.6    214.00     0.10    -9999
IRKUTSK    120517 300  041500-042000   00    -999.00  949.8    216.80     1.50    -9999
IRKUTSK    120517 300  042000-042500   00    -999.00  950.0    213.00    -0.30    -9999
IRKUTSK    120517 300  042500-043000   00    -999.00  950.3    214.60     0.40    -9999
IRKUTSK    120517 300  043000-043500   00    -999.00  950.5    214.00     0.10    -9999
IRKUTSK    120517 300  043500-044000   00    -999.00  950.8    213.20    -0.20    -9999
IRKUTSK    120517 300  044000-044500   00    -999.00  951.0    216.60     1.40    -9999
IRKUTSK    120517 300  044500-045000   00    -999.00  951.1    211.40    -1.10    -9999
IRKUTSK    120517 300  045000-045500   00    -999.00  951.2    218.80     2.40    -9999
IRKUTSK    120517 300  045500-050000   00    -999.00  951.3    214.20     0.20    -9999
IRKUTSK    120517 300  050000-050500   00    -999.00  951.3    213.40    -0.10    -9999
IRKUTSK    120517 300  050500-051000   00    -999.00  951.4    213.60     0.00    -9999
IRKUTSK    120517 300  051000-051500   00    -999.00  951.5    214.40     0.30    -9999
IRKUTSK    120517 300  051500-052000   00    -999.00  951.6    214.00     0.10    -9999
IRKUTSK    120517 300  052000-052500   00    -999.00  951.8    214.80     0.50    -9999
IRKUTSK    120517 300  052500-053000   00    -999.00  951.8    213.20    -0.20    -9999
IRKUTSK    120517 300  053000-053500   00    -999.00  951.9    213.20    -0.20    -9999
IRKUTSK    120517 300  053500-054000   00    -999.00  952.0    212.60    -0.50    -9999
IRKUTSK    120517 300  054000-054500   00    -999.00  952.2    214.40     0.30    -9999
IRKUTSK    120517 300  054500-055000   00    -999.00  952.4    212.40    -0.60    -9999
IRKUTSK    120517 300  055000-055500   00    -999.00  952.6    214.60     0.40    -9999
IRKUTSK    120517 300  055500-060000   00    -999.00  952.8    213.60     0.00    -9999
IRKUTSK    120517 300  060000-060500   00    -999.00  953.0    215.00     0.60    -9999
IRKUTSK    120517 300  060500-061000   00    -999.00  953.0    215.60     0.90    -9999
IRKUTSK    120517 300  061000-061500   00    -999.00  953.2    216.20     1.20    -9999
IRKUTSK    120517 300  061500-062000   00    -999.00  953.4    211.80    -0.90    -9999
IRKUTSK    120517 300  062000-062500   00    -999.00  953.5    212.40    -0.60    -9999
IRKUTSK    120517 300  062500-063000   00    -999.00  953.7    215.00     0.60    -9999
IRKUTSK    120517 300  063000-063500   00    -999.00  953.9    213.60     0.00    -9999
IRKUTSK    120517 300  063500-064000   00    -999.00  954.0    211.40    -1.10    -9999
IRKUTSK    120517 300  064000-064500   00    -999.00  954.1    213.40    -0.10    -9999
IRKUTSK    120517 300  064500-065000   00    -999.00  954.1    215.40     0.80    -9999
IRKUTSK    120517 300  065000-065500   00    -999.00  954.2    213.20    -0.20    -9999
IRKUTSK    120517 300  065500-070000   00    -999.00  954.3    213.40    -0.10    -9999
IRKUTSK    120517 300  070000-070500   00    -999.00  954.3    213.40    -0.10    -9999
IRKUTSK    120517 300  070500-071000   00    -999.00  954.3    214.00     0.10    -9999
IRKUTSK    120517 300  071000-071500   00    -999.00  954.3    214.80     0.50    -9999
IRKUTSK    120517 300  071500-072000   00    -999.00  954.4    212.80    -0.40    -9999
IRKUTSK    120517 300  072000-072500   00    -999.00  954.4    212.80    -0.40    -9999
IRKUTSK    120517 300  072500-073000   00    -999.00  954.5    212.00    -0.80    -9999
IRKUTSK    120517 300  073000-073500   00    -999.00  954.5    212.00    -0.80    -9999
IRKUTSK    120517 300  073500-074000   00    -999.00  954.5    213.60     0.00    -9999
IRKUTSK    120517 300  074000-074500   00    -999.00  954.5    211.80    -0.90    -9999
IRKUTSK    120517 300  074500-075000   00    -999.00  954.4    214.00     0.10    -9999
IRKUTSK    120517 300  075000-075500   00    -999.00  954.5    216.60     1.40    -9999
IRKUTSK    120517 300  075500-080000   00    -999.00  954.5    212.80    -0.40    -9999
IRKUTSK    120517 300  080000-080500   00    -999.00  954.6    215.00     0.60    -9999
IRKUTSK    120517 300  080500-081000   00    -999.00  954.6    211.60    -1.00    -9999
IRKUTSK    120517 300  081000-081500   00    -999.00  954.6    212.20    -0.70    -9999
IRKUTSK    120517 300  081500-082000   00    -999.00  954.8    213.80     0.00    -9999
IRKUTSK    120517 300  082000-082500   00    -999.00  954.9    214.40     0.30    -9999
IRKUTSK    120517 300  082500-083000   00    -999.00  954.9    213.80     0.00    -9999
IRKUTSK    120517 300  083000-083500   00    -999.00  954.9    213.40    -0.10    -9999
IRKUTSK    120517 300  083500-084000   00    -999.00  954.9    213.40    -0.10    -9999
IRKUTSK    120517 300  084000-084500   00    -999.00  955.0    212.60    -0.50    -9999
IRKUTSK    120517 300  084500-085000   00    -999.00  955.1    212.60    -0.50    -9999
IRKUTSK    120517 300  085000-085500   00    -999.00  955.0    214.20     0.20    -9999
IRKUTSK    120517 300  085500-090000   00    -999.00  955.1    213.20    -0.20    -9999
IRKUTSK    120517 300  090000-090500   00    -999.00  955.2    213.00    -0.30    -9999
IRKUTSK    120517 300  090500-091000   00    -999.00  955.2    213.00    -0.30    -9999
IRKUTSK    120517 300  091000-091500   00    -999.00  955.2    215.20     0.70    -9999
IRKUTSK    120517 300  091500-092000   00    -999.00  955.2    215.80     1.00    -9999
IRKUTSK    120517 300  092000-092500   00    -999.00  955.2    214.60     0.40    -9999
IRKUTSK    120517 300  092500-093000   00    -999.00  955.3    213.40    -0.10    -9999
IRKUTSK    120517 300  093000-093500   00    -999.00  955.3    215.00     0.60    -9999
IRKUTSK    120517 300  093500-094000   00    -999.00  955.4    214.00     0.10    -9999
IRKUTSK    120517 300  094000-094500   00    -999.00  955.5    210.60    -1.50    -9999
IRKUTSK    120517 300  094500-095000   00    -999.00  955.4    213.60     0.00    -9999
IRKUTSK    120517 300  095000-095500   00    -999.00  955.6    213.80     0.00    -9999
IRKUTSK    120517 300  095500-100000   00    -999.00  955.6    213.80     0.00    -9999
IRKUTSK    120517 300  100000-100500   00    -999.00  955.7    211.20    -1.20    -9999
IRKUTSK    120517 300  100500-101000   00    -999.00  955.7    213.60     0.00    -9999
IRKUTSK    120517 300  101000-101500   00    -999.00  955.6    212.20    -0.70    -9999
IRKUTSK    120517 300  101500-102000   00    -999.00  955.6    212.80    -0.40    -9999
IRKUTSK    120517 300  102000-102500   00    -999.00  955.6    213.20    -0.20    -9999
IRKUTSK    120517 300  102500-103000   00    -999.00  955.6    213.00    -0.30    -9999
IRKUTSK    120517 300  103000-103500   00    -999.00  955.7    213.60     0.00    -9999
IRKUTSK    120517 300  103500-104000   00    -999.00  955.7    212.60    -0.50    -9999
IRKUTSK    120517 300  104000-104500   00    -999.00  955.9    210.60    -1.50    -9999
IRKUTSK    120517 300  104500-105000   00    -999.00  955.9    211.60    -1.00    -9999
IRKUTSK    120517 300  105000-105500   00    -999.00  956.0    212.60    -0.50    -9999
IRKUTSK    120517 300  105500-110000   00    -999.00  956.0    211.40    -1.10    -9999
IRKUTSK    120517 300  110000-110500   00    -999.00  956.1    211.60    -1.00    -9999
IRKUTSK    120517 300  110500-111000   00    -999.00  956.2    210.40    -1.50    -9999
IRKUTSK    120517 300  111000-111500   00    -999.00  956.2    209.40    -2.00    -9999
IRKUTSK    120517 300  111500-112000   00    -999.00  956.2    212.60    -0.50    -9999
IRKUTSK    120517 300  112000-112500   00    -999.00  956.3    210.20    -1.60    -9999
IRKUTSK    120517 300  112500-113000   00    -999.00  956.4    212.40    -0.60    -9999
IRKUTSK    120517 300  113000-113500   00    -999.00  956.4    211.80    -0.90    -9999
IRKUTSK    120517 300  113500-114000   00    -999.00  956.5    210.00    -1.70    -9999
IRKUTSK    120517 300  114000-114500   00    -999.00  956.5    212.40    -0.60    -9999
IRKUTSK    120517 300  114500-115000   00    -999.00  956.6    211.60    -1.00    -9999
IRKUTSK    120517 300  115000-115500   00    -999.00  956.7    210.40    -1.50    -9999
IRKUTSK    120517 300  115500-120000   00    -999.00  956.8    214.40     0.30    -9999
IRKUTSK    120517 300  120000-120500   00    -999.00  956.9    214.00     0.10    -9999
IRKUTSK    120517 300  120500-121000   00    -999.00  956.9    211.60    -1.00    -9999
IRKUTSK    120517 300  121000-121500   00    -999.00  957.0    212.60    -0.50    -9999
IRKUTSK    120517 300  121500-122000   00    -999.00  957.0    212.40    -0.60    -9999
IRKUTSK    120517 300  122000-122500   00    -999.00  957.1    211.40    -1.10    -9999
IRKUTSK    120517 300  122500-123000   00    -999.00  957.1    210.40    -1.50    -9999
IRKUTSK    120517 300  123000-123500   00    -999.00  957.3    211.80    -0.90    -9999
IRKUTSK    120517 300  123500-124000   00    -999.00  957.3    212.20    -0.70    -9999
IRKUTSK    120517 300  124000-124500   00    -999.00  957.4    210.00    -1.70    -9999
IRKUTSK    120517 300  124500-125000   00    -999.00  957.6    210.60    -1.50    -9999
IRKUTSK    120517 300  125000-125500   00    -999.00  957.7    209.60    -1.90    -9999
IRKUTSK    120517 300  125500-130000   00    -999.00  957.8    211.20    -1.20    -9999
IRKUTSK    120517 300  130000-130500   00    -999.00  957.9    209.20    -2.10    -9999
IRKUTSK    120517 300  130500-131000   00    -999.00  958.0    212.00    -0.80    -9999
IRKUTSK    120517 300  131000-131500   00    -999.00  958.2    207.40    -2.90    -9999
IRKUTSK    120517 300  131500-132000   00    -999.00  958.3    211.40    -1.10    -9999
IRKUTSK    120517 300  132000-132500   00    -999.00  958.4    210.00    -1.70    -9999
IRKUTSK    120517 300  132500-133000   00    -999.00  958.4    209.60    -1.90    -9999
IRKUTSK    120517 300  133000-133500   00    -999.00  958.5    212.60    -0.50    -9999
IRKUTSK    120517 300  133500-134000   00    -999.00  958.5    208.40    -2.50    -9999
IRKUTSK    120517 300  134000-134500   00    -999.00  958.6    210.60    -1.50    -9999
IRKUTSK    120517 300  134500-135000   00    -999.00  958.6    210.60    -1.50    -9999
IRKUTSK    120517 300  135000-135500   00    -999.00  958.7    210.80    -1.40    -9999
IRKUTSK    120517 300  135500-140000   00    -999.00  958.7    208.80    -2.30    -9999
IRKUTSK    120517 300  140000-140500   00    -999.00  958.8    210.80    -1.40    -9999
IRKUTSK    120517 300  140500-141000   00    -999.00  958.8    211.80    -0.90    -9999
IRKUTSK    120517 300  141000-141500   00    -999.00  958.8    213.00    -0.30    -9999
IRKUTSK    120517 300  141500-142000   00    -999.00  958.8    211.40    -1.10    -9999
IRKUTSK    120517 300  142000-142500   00    -999.00  958.9    210.80    -1.40    -9999
IRKUTSK    120517 300  142500-143000   00    -999.00  958.9    210.40    -1.50    -9999
IRKUTSK    120517 300  143000-143500   00    -999.00  958.9    209.40    -2.00    -9999
IRKUTSK    120517 300  143500-144000   00    -999.00  959.0    210.40    -1.50    -9999
IRKUTSK    120517 300  144000-144500   00    -999.00  959.1    212.40    -0.60    -9999
IRKUTSK    120517 300  144500-145000   00    -999.00  959.1    212.40    -0.60    -9999
IRKUTSK    120517 300  145000-145500   00    -999.00  959.1    210.60    -1.50    -9999
IRKUTSK    120517 300  145500-150000   00    -999.00  959.1    209.80    -1.80    -9999
IRKUTSK    120517 300  150000-150500   00    -999.00  959.2    214.20     0.20    -9999
IRKUTSK    120517 300  150500-151000   00    -999.00  959.2    208.40    -2.50    -9999
IRKUTSK    120517 300  151000-151500   00    -999.00  959.3    210.40    -1.50    -9999
IRKUTSK    120517 300  151500-152000   00    -999.00  959.3    211.60    -1.00    -9999
IRKUTSK    120517 300  152000-152500   00    -999.00  959.4    210.80    -1.40    -9999
IRKUTSK    120517 300  152500-153000   00    -999.00  959.5    210.00    -1.70    -9999
IRKUTSK    120517 300  153000-153500   00    -999.00  959.6    210.80    -1.40    -9999
IRKUTSK    120517 300  153500-154000   00    -999.00  959.6    210.60    -1.50    -9999
IRKUTSK    120517 300  154000-154500   00    -999.00  959.7    212.60    -0.50    -9999
IRKUTSK    120517 300  154500-155000   00    -999.00  959.8    212.20    -0.70    -9999
IRKUTSK    120517 300  155000-155500   00    -999.00  959.9    211.40    -1.10    -9999
IRKUTSK    120517 300  155500-160000   00    -999.00  959.9    210.00    -1.70    -9999
IRKUTSK    120517 300  160000-160500   00    -999.00  960.0    212.20    -0.70    -9999
IRKUTSK    120517 300  160500-161000   00    -999.00  960.1    212.60    -0.50    -9999
IRKUTSK    120517 300  161000-161500   00    -999.00  960.1    210.40    -1.50    -9999
IRKUTSK    120517 300  161500-162000   00    -999.00  960.1    213.00    -0.30    -9999
IRKUTSK    120517 300  162000-162500   00    -999.00  960.2    209.60    -1.90    -9999
IRKUTSK    120517 300  162500-163000   00    -999.00  960.2    212.60    -0.50    -9999
IRKUTSK    120517 300  163000-163500   00    -999.00  960.2    211.00    -1.30    -9999
IRKUTSK    120517 300  163500-164000   00    -999.00  960.2    210.20    -1.60    -9999
IRKUTSK    120517 300  164000-164500   00    -999.00  960.3    210.80    -1.40    -9999
IRKUTSK    120517 300  164500-165000   00    -999.00  960.3    212.00    -0.80    -9999
IRKUTSK    120517 300  165000-165500   00    -999.00  960.3    212.20    -0.70    -9999
IRKUTSK    120517 300  165500-170000   00    -999.00  960.3    209.00    -2.20    -9999
IRKUTSK    120517 300  170000-170500   00    -999.00  960.4    208.60    -2.40    -9999
IRKUTSK    120517 300  170500-171000   00    -999.00  960.4    210.60    -1.50    -9999
IRKUTSK    120517 300  171000-171500   00    -999.00  960.5    211.20    -1.20    -9999
IRKUTSK    120517 300  171500-172000   00    -999.00  960.5    211.60    -1.00    -9999
IRKUTSK    120517 300  172000-172500   00    -999.00  960.6    212.20    -0.70    -9999
IRKUTSK    120517 300  172500-173000   00    -999.00  960.6    213.60     0.00    -9999
IRKUTSK    120517 300  173000-173500   00    -999.00  960.7    209.40    -2.00    -9999
IRKUTSK    120517 300  173500-174000   00    -999.00  960.7    211.80    -0.90    -9999
IRKUTSK    120517 300  174000-174500   00    -999.00  960.7    212.80    -0.40    -9999
IRKUTSK    120517 300  174500-175000   00    -999.00  960.8    209.80    -1.80    -9999
IRKUTSK    120517 300  175000-175500   00    -999.00  960.8    210.80    -1.40    -9999
IRKUTSK    120517 300  175500-180000   00    -999.00  960.8    210.60    -1.50    -9999
IRKUTSK    120517 300  180000-180500   00    -999.00  960.8    213.00    -0.30    -9999
IRKUTSK    120517 300  180500-181000   00    -999.00  960.8    211.80    -0.90    -9999
IRKUTSK    120517 300  181000-181500   00    -999.00  960.8    210.00    -1.70    -9999
IRKUTSK    120517 300  181500-182000   00    -999.00  960.9    211.40    -1.10    -9999
IRKUTSK    120517 300  182000-182500   00    -999.00  960.9    211.40    -1.10    -9999
IRKUTSK    120517 300  182500-183000   00    -999.00  960.9    211.60    -1.00    -9999
IRKUTSK    120517 300  183000-183500   00    -999.00  960.9    210.00    -1.70    -9999
IRKUTSK    120517 300  183500-184000   00    -999.00  960.9    208.80    -2.30    -9999
IRKUTSK    120517 300  184000-184500   00    -999.00  960.8    209.40    -2.00    -9999
IRKUTSK    120517 300  184500-185000   00    -999.00  960.8    208.80    -2.30    -9999
IRKUTSK    120517 300  185000-185500   00    -999.00  960.8    210.40    -1.50    -9999
IRKUTSK    120517 300  185500-190000   00    -999.00  960.9    208.20    -2.60    -9999
IRKUTSK    120517 300  190000-190500   00    -999.00  961.0    212.00    -0.80    -9999
IRKUTSK    120517 300  190500-191000   00    -999.00  961.0    211.20    -1.20    -9999
IRKUTSK    120517 300  191000-191500   00    -999.00  961.0    209.20    -2.10    -9999
IRKUTSK    120517 300  191500-192000   00    -999.00  961.1    209.00    -2.20    -9999
IRKUTSK    120517 300  192000-192500   00    -999.00  961.2    209.00    -2.20    -9999
IRKUTSK    120517 300  192500-193000   00    -999.00  961.2    211.80    -0.90    -9999
IRKUTSK    120517 300  193000-193500   00    -999.00  961.3    210.40    -1.50    -9999
IRKUTSK    120517 300  193500-194000   00    -999.00  961.3    208.80    -2.30    -9999
IRKUTSK    120517 300  194000-194500   00    -999.00  961.3    211.00    -1.30    -9999
IRKUTSK    120517 300  194500-195000   00    -999.00  961.3    211.20    -1.20    -9999
IRKUTSK    120517 300  195000-195500   00    -999.00  961.3    208.40    -2.50    -9999
IRKUTSK    120517 300  195500-200000   00    -999.00  961.4    212.00    -0.80    -9999
IRKUTSK    120517 300  200000-200500   00    -999.00  961.5    211.20    -1.20    -9999
IRKUTSK    120517 300  200500-201000   00    -999.00  961.6    212.00    -0.80    -9999
IRKUTSK    120517 300  201000-201500   00    -999.00  961.6    208.80    -2.30    -9999
IRKUTSK    120517 300  201500-202000   00    -999.00  961.7    210.80    -1.40    -9999
IRKUTSK    120517 300  202000-202500   00    -999.00  961.7    210.80    -1.40    -9999
IRKUTSK    120517 300  202500-203000   00    -999.00  961.8    212.60    -0.50    -9999
IRKUTSK    120517 300  203000-203500   00    -999.00  961.8    210.60    -1.50    -9999
IRKUTSK    120517 300  203500-204000   00    -999.00  961.8    210.00    -1.70    -9999
IRKUTSK    120517 300  204000-204500   00    -999.00  961.8    211.00    -1.30    -9999
IRKUTSK    120517 300  204500-205000   00    -999.00  961.8    208.40    -2.50    -9999
IRKUTSK    120517 300  205000-205500   00    -999.00  961.8    210.60    -1.50    -9999
IRKUTSK    120517 300  205500-210000   00    -999.00  961.8    209.60    -1.90    -9999
IRKUTSK    120517 300  210000-210500   00    -999.00  961.8    211.80    -0.90    -9999
IRKUTSK    120517 300  210500-211000   00    -999.00  961.8    211.80    -0.90    -9999
IRKUTSK    120517 300  211000-211500   00    -999.00  961.8    211.00    -1.30    -9999
IRKUTSK    120517 300  211500-212000   00    -999.00  961.8    208.80    -2.30    -9999
IRKUTSK    120517 300  212000-212500   00    -999.00  961.8    210.20    -1.60    -9999
IRKUTSK    120517 300  212500-213000   00    -999.00  961.7    210.40    -1.50    -9999
IRKUTSK    120517 300  213000-213500   00    -999.00  961.7    210.20    -1.60    -9999
