PEAWANUCK  LATITUDE    55        LONGITUDE     -85       ALTITUDE    0 M
PEAWANUCK  INSTRUMENT   18NM64    NEUTRON MONITOR     
PEAWANUCK  STANDARD PRESSURE    1001.9  mb     COEFFICIENT   -0.75     % / mb
PEAWANUCK  061213 300  012500-013000   00     226.46 1001.4    225.62     0.40    -9999
PEAWANUCK  061213 300  013000-013500   00     226.54 1001.3    225.55     0.40    -9999
PEAWANUCK  061213 300  013500-014000   00     225.02 1001.2    223.88    -0.40    -9999
PEAWANUCK  061213 300  014000-014500   00     226.92 1001.1    225.62     0.40    -9999
PEAWANUCK  061213 300  014500-015000   00     226.40 1001.0    224.94     0.10    -9999
PEAWANUCK  061213 300  015000-015500   00     226.60 1000.9    224.99     0.10    -9999
PEAWANUCK  061213 300  015500-020000   00     224.06 1000.9    222.31    -1.10    -9999
PEAWANUCK  061213 300  020000-020500   00     226.82 1000.8    224.90     0.10     0.05
PEAWANUCK  061213 300  020500-021000   00     226.30 1000.7    224.24    -0.20    -0.27
PEAWANUCK  061213 300  021000-021500   00     228.10 1000.6    225.89     0.50     0.42
PEAWANUCK  061213 300  021500-022000   00     230.80 1000.5    228.42     1.60     1.50
PEAWANUCK  061213 300  022000-022500   00     225.64 1000.4    223.17    -0.70    -0.82
PEAWANUCK  061213 300  022500-023000   00     229.90 1000.3    227.24     1.10     0.97
PEAWANUCK  061213 300  023000-023500   00     229.38 1000.3    226.59     0.80     0.65
PEAWANUCK  061213 300  023500-024000   00     229.84 1000.2    226.90     1.00     0.84
PEAWANUCK  061213 300  024000-024500   00     226.94 1000.1    223.89    -0.40    -0.58
PEAWANUCK  061213 300  024500-025000   00     228.32 1000.0    225.12     0.20     0.01
PEAWANUCK  061213 300  025000-025500   00     231.54  999.9    228.15     1.50     1.29
PEAWANUCK  061213 300  025500-030000   00     230.26  999.8    226.75     0.90     0.68
PEAWANUCK  061213 300  030000-030500   00     232.98  999.8    229.31     2.00     1.76
PEAWANUCK  061213 300  030500-031000   00     245.18  999.7    241.22     7.30     7.04
PEAWANUCK  061213 300  031000-031500   00     258.86  999.7    254.58    13.30    13.03
PEAWANUCK  061213 300  031500-032000   00     265.92  999.6    261.43    16.30    16.01
PEAWANUCK  061213 300  032000-032500   00     279.14  999.6    274.33    22.10    21.80
PEAWANUCK  061213 300  032500-033000   00     280.16  999.5    275.22    22.50    22.18
PEAWANUCK  061213 300  033000-033500   00     279.48  999.5    274.46    22.10    21.77
PEAWANUCK  061213 300  033500-034000   00     282.28  999.4    277.10    23.30    22.95
PEAWANUCK  061213 300  034000-034500   00     280.22  999.4    274.97    22.40    22.04
PEAWANUCK  061213 300  034500-035000   00     278.76  999.3    273.44    21.70    21.32
PEAWANUCK  061213 300  035000-035500   00     279.94  999.3    274.49    22.10    21.71
PEAWANUCK  061213 300  035500-040000   00     276.58  999.2    271.09    20.60    20.19
PEAWANUCK  061213 300  040000-040500   00     273.64  999.2    268.09    19.30    18.88
PEAWANUCK  061213 300  040500-041000   00     271.36  999.1    265.69    18.20    17.76
PEAWANUCK  061213 300  041000-041500   00     271.20  999.0    265.37    18.10    17.65
PEAWANUCK  061213 300  041500-042000   00     267.12  998.9    261.21    16.20    15.73
PEAWANUCK  061213 300  042000-042500   00     266.30  998.8    260.24    15.80    15.32
PEAWANUCK  061213 300  042500-043000   00     264.86  998.8    258.68    15.10    14.61
PEAWANUCK  061213 300  043000-043500   00     263.96  998.7    257.63    14.60    14.09
PEAWANUCK  061213 300  043500-044000   00     262.84  998.6    256.38    14.10    13.58
PEAWANUCK  061213 300  044000-044500   00     261.84  998.5    255.25    13.60    13.06
PEAWANUCK  061213 300  044500-045000   00     260.02  998.4    253.32    12.70    12.15
PEAWANUCK  061213 300  045000-045500   00     258.60  998.3    251.77    12.00    11.43
PEAWANUCK  061213 300  045500-050000   00     257.66  998.3    250.70    11.60    11.02
PEAWANUCK  061213 300  050000-050500   00     253.92  998.2    246.92     9.90     9.30
PEAWANUCK  061213 300  050500-051000   00     252.60  998.1    245.49     9.20     8.59
PEAWANUCK  061213 300  051000-051500   00     255.08  998.0    247.76    10.20     9.58
PEAWANUCK  061213 300  051500-052000   00     253.14  997.9    245.74     9.30     8.66
PEAWANUCK  061213 300  052000-052500   00     253.68  997.9    246.13     9.50     8.85
PEAWANUCK  061213 300  052500-053000   00     253.16  997.8    245.49     9.20     8.53
PEAWANUCK  061213 300  053000-053500   00     253.04  997.7    245.23     9.10     8.42
PEAWANUCK  061213 300  053500-054000   00     249.46  997.6    241.63     7.50     6.81
PEAWANUCK  061213 300  054000-054500   00     248.06  997.6    240.13     6.90     6.19
PEAWANUCK  061213 300  054500-055000   00     249.74  997.5    241.62     7.50     6.78
PEAWANUCK  061213 300  055000-055500   00     248.90  997.4    240.67     7.10     6.37
PEAWANUCK  061213 300  055500-060000   00     248.02  997.3    239.69     6.70     5.95
PEAWANUCK  061213 300  060000-060500   00     247.70  997.3    239.24     6.50     5.74
PEAWANUCK  061213 300  060500-061000   00     245.92  997.2    237.37     5.60     4.82
PEAWANUCK  061213 300  061000-061500   00     245.96  997.1    237.26     5.60     4.81
PEAWANUCK  061213 300  061500-062000   00     245.32  997.0    236.50     5.20     4.40
PEAWANUCK  061213 300  062000-062500   00     247.34  996.9    238.30     6.00     5.18
PEAWANUCK  061213 300  062500-063000   00     246.82  996.8    237.65     5.70     4.87
PEAWANUCK  061213 300  063000-063500   00     246.16  996.8    236.86     5.40     4.56
PEAWANUCK  061213 300  063500-064000   00     245.08  996.7    235.68     4.90     4.04
PEAWANUCK  061213 300  064000-064500   00     247.16  996.6    237.53     5.70     4.83
PEAWANUCK  061213 300  064500-065000   00     244.96  996.5    235.27     4.70     3.82
PEAWANUCK  061213 300  065000-065500   00     244.88  996.4    235.04     4.60     3.70
PEAWANUCK  061213 300  065500-070000   00     245.06  996.3    235.07     4.60     3.69
PEAWANUCK  061213 300  070000-070500   00     245.22  996.3    235.13     4.60     3.68
PEAWANUCK  061213 300  070500-071000   00     246.86  996.3    236.71     5.30     4.37
PEAWANUCK  061213 300  071000-071500   00     243.28  996.3    233.27     3.80     2.85
PEAWANUCK  061213 300  071500-072000   00     244.12  996.3    234.08     4.20     3.24
PEAWANUCK  061213 300  072000-072500   00     245.60  996.3    235.50     4.80     3.83
PEAWANUCK  061213 300  072500-073000   00     241.78  996.3    231.83     3.20     2.21
PEAWANUCK  061213 300  073000-073500   00     243.44  996.3    233.43     3.90     2.90
PEAWANUCK  061213 300  073500-074000   00     242.30  996.3    232.33     3.40     2.39
PEAWANUCK  061213 300  074000-074500   00     244.16  996.3    234.12     4.20     3.18
PEAWANUCK  061213 300  074500-075000   00     240.96  996.3    231.05     2.80     1.76
PEAWANUCK  061213 300  075000-075500   00     241.74  996.3    231.80     3.10     2.05
PEAWANUCK  061213 300  075500-080000   00     246.06  996.3    235.94     5.00     3.94
PEAWANUCK  061213 3600 080000-090000   00     243.74  995.2    231.80     3.10     1.95
PEAWANUCK  061213 3600 090000-100000   00     244.90  994.0    230.81     2.70     1.41
PEAWANUCK  061213 3600 100000-110000   00     245.82  993.0    229.95     2.30     0.88
PEAWANUCK  061213 3600 110000-120000   00     246.59  992.1    229.12     2.00     0.45
PEAWANUCK  061213 3600 120000-130000   00     246.66  991.3    227.81     1.40    -0.27
PEAWANUCK  061213 3600 130000-140000   00     249.78  990.2    228.79     1.80    -9999
PEAWANUCK  061213 3600 140000-150000   00     250.98  989.4    228.52     1.70    -9999
PEAWANUCK  061213 3600 150000-160000   00     253.76  988.6    229.67     2.20    -9999
PEAWANUCK  061213 3600 160000-170000   00     255.54  987.5    229.38     2.10    -9999
PEAWANUCK  061213 3600 170000-180000   00     257.85  986.7    230.07     2.40    -9999
PEAWANUCK  061213 3600 180000-190000   00     258.64  986.0    229.56     2.10    -9999
PEAWANUCK  061213 3600 190000-200000   00     260.83  985.3    230.29     2.50    -9999
PEAWANUCK  061213 3600 200000-210000   00     261.67  984.8    230.17     2.40    -9999
PEAWANUCK  061213 3600 210000-220000   00     262.06  984.7    230.34     2.50    -9999
PEAWANUCK  061213 3600 220000-230000   00     261.69  984.5    229.68     2.20    -9999
PEAWANUCK  061213 3600 230000-240000   00     257.21  984.4    225.58     0.40    -9999
*
"Comment: The Clock of Regisrator is fast on+sec (slow on-sec) is supporting by GPS or InternetClockServer;"	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-02-24 11:29:29 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE70/C070PWNK_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
