NORILSK    LATITUDE    69.26     LONGITUDE     88.05     ALTITUDE    0 M
NORILSK    INSTRUMENT   18NM64    NEUTRON MONITOR     	
NORILSK    STANDARD PRESSURE    1005    mb     COEFFICIENT   -0.71     % / mb
NORILSK    PRE-INCREASE BASELINE TIME INTERVAL    120516    230000-010000   UT
NORILSK    PRE-INCREASE AVERAGE COUNTING RATE    126.50      COUNTS PER SECOND
NORILSK    TIME INTERVALS    300         3600     
NORILSK    SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (mb)      C/S
NORILSK    120517 300  220000-220500   00     122.20 1007.6    124.40    -1.70    -9999
NORILSK    120517 300  220500-221000   00     122.80 1007.7    125.00    -1.20    -9999
NORILSK    120517 300  221000-221500   00     123.80 1007.7    126.60     0.10    -9999
NORILSK    120517 300  221500-222000   00     122.40 1007.7    125.00    -1.20    -9999
NORILSK    120517 300  222000-222500   00     125.00 1007.8    127.40     0.70    -9999
NORILSK    120517 300  222500-223000   00     124.00 1007.8    126.80     0.20    -9999
NORILSK    120517 300  223000-223500   00     123.00 1007.8    125.80    -0.60    -9999
NORILSK    120517 300  223500-224000   00     121.60 1007.9    124.40    -1.70    -9999
NORILSK    120517 300  224000-224500   00     123.40 1007.9    126.00    -0.40    -9999
NORILSK    120517 300  224500-225000   00     122.20 1007.9    124.60    -1.50    -9999
NORILSK    120517 300  225000-225500   00     124.40 1007.8    127.40     0.70    -9999
NORILSK    120517 300  225500-230000   00     124.60 1007.8    127.20     0.60    -9999
NORILSK    120517 300  230000-230500   00     124.00 1007.8    126.60     0.10    -9999
NORILSK    120517 300  230500-231000   00     123.20 1007.9    125.80    -0.60    -9999
NORILSK    120517 300  231000-231500   00     125.80 1007.8    128.80     1.80    -9999
NORILSK    120517 300  231500-232000   00     122.20 1007.8    124.80    -1.30    -9999
NORILSK    120517 300  232000-232500   00     123.80 1007.8    126.40    -0.10    -9999
NORILSK    120517 300  232500-233000   00     123.60 1007.8    126.40    -0.10    -9999
NORILSK    120517 300  233000-233500   00     122.80 1007.8    125.60    -0.70    -9999
NORILSK    120517 300  233500-234000   00     123.40 1007.9    126.00    -0.40    -9999
NORILSK    120517 300  234000-234500   00     123.60 1007.9    126.20    -0.20    -9999
NORILSK    120517 300  234500-235000   00     124.20 1007.9    126.60     0.10    -9999
NORILSK    120517 300  235000-235500   00     122.80 1007.9    125.40    -0.90    -9999
NORILSK    120517 300  235500-240000   00     122.00 1007.8    124.60    -1.50    -9999
NORILSK    120518 3600 000000-010000   00     123.27 1007.9    125.88    -0.50    -9999
NORILSK    120518 3600 010000-020000   00     123.58 1008.0    126.32    -0.10    -9999
NORILSK    120518 3600 020000-030000   00     124.17 1008.2    127.10     0.50    -9999
NORILSK    120518 3600 030000-040000   00     123.48 1008.6    126.75     0.20    -9999
NORILSK    120518 3600 040000-050000   00     122.95 1008.9    126.48     0.00    -9999
NORILSK    120518 3600 050000-060000   00     121.97 1009.1    125.73    -0.60    -9999
NORILSK    120518 3600 060000-070000   00     121.83 1009.6    125.93    -0.50    -9999
NORILSK    120518 3600 070000-080000   00     122.08 1009.9    126.57     0.10    -9999
NORILSK    120518 3600 080000-090000   00     121.88 1010.4    126.70     0.20    -9999
NORILSK    120518 3600 090000-100000   00     121.15 1010.9    126.27    -0.20    -9999
NORILSK    120518 3600 100000-110000   00     120.82 1011.2    126.38    -0.10    -9999
NORILSK    120518 3600 110000-120000   00     120.77 1011.3    126.27    -0.20    -9999
NORILSK    120518 3600 120000-130000   00     120.98 1011.2    126.50     0.00    -9999
NORILSK    120518 3600 130000-140000   00     120.82 1011.2    126.45     0.00    -9999
NORILSK    120518 3600 140000-150000   00     120.90 1011.2    126.57     0.10    -9999
NORILSK    120518 3600 150000-160000   00     120.28 1011.4    126.07    -0.30    -9999
NORILSK    120518 3600 160000-170000   00     120.42 1011.5    126.23    -0.20    -9999
NORILSK    120518 3600 170000-180000   00     120.20 1011.6    126.00    -0.40    -9999
NORILSK    120518 3600 180000-190000   00     120.28 1011.6    126.20    -0.20    -9999
NORILSK    120518 3600 190000-200000   00     119.40 1011.6    125.38    -0.90    -9999
NORILSK    120518 3600 200000-210000   00     119.17 1011.7    125.13    -1.10    -9999
NORILSK    120518 3600 210000-220000   00     118.83 1011.7    124.80    -1.30    -9999
NORILSK    120518 3600 220000-230000   00     118.85 1011.7    124.83    -1.30    -9999
NORILSK    120518 3600 230000-240000   00     119.10 1011.9    125.25    -1.00    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2024-01-15 17:24:22 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE71/C071NRLK_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
