KIEL       LATITUDE    54.3      LONGITUDE     10.1      ALTITUDE    54 M
KIEL       INSTRUMENT   18NM64    NEUTRON MONITOR	
KIEL       STANDARD PRESSURE    1009.4  mb     COEFFICIENT   -0.721    % / mb
KIEL       031028 300  114500-115000   00     150.50 1008.2    149.17     3.40     2.45
KIEL       031028 300  115000-115500   00     150.39 1008.1    149.00     3.20     2.25
KIEL       031028 300  115500-120000   00     152.06 1008.0    150.58     4.30     3.35
KIEL       031028 300  120000-120500   00     152.55 1008.0    150.99     4.60     3.65
KIEL       031028 300  120500-121000   00     149.68 1007.9    148.09     2.60     1.65
KIEL       031028 300  121000-121500   00     151.74 1007.9    150.07     4.00     3.05
KIEL       031028 300  121500-122000   00     150.41 1007.8    148.69     3.00     2.05
KIEL       031028 300  122000-122500   00     152.28 1007.7    150.47     4.30     3.35
KIEL       031028 300  122500-123000   00     153.22 1007.7    151.34     4.90     3.95
KIEL       031028 300  123000-123500   00     151.18 1007.6    149.26     3.40     2.45
KIEL       031028 300  123500-124000   00     152.71 1007.6    150.71     4.40     3.45
KIEL       031028 300  124000-124500   00     155.21 1007.5    153.11     6.10     5.15
KIEL       031028 300  124500-125000   00     151.65 1007.5    149.54     3.60     2.65
KIEL       031028 300  125000-125500   00     152.20 1007.4    150.01     3.90     2.94
KIEL       031028 300  125500-130000   00     151.42 1007.3    149.18     3.40     2.44
KIEL       031028 300  130000-130500   00     149.88 1007.3    147.60     2.30     1.34
KIEL       031028 300  130500-131000   00     151.76 1007.2    149.40     3.50     2.54
KIEL       031028 300  131000-131500   00     150.16 1007.2    147.78     2.40     1.44
KIEL       031028 300  131500-132000   00     150.96 1007.1    148.51     2.90     1.94
KIEL       031028 300  132000-132500   00     151.91 1007.1    149.39     3.50     2.54
KIEL       031028 300  132500-133000   00     151.02 1007.0    148.46     2.90     1.94
KIEL       031028 300  133000-133500   00     152.21 1007.0    149.57     3.60     2.64
KIEL       031028 300  133500-134000   00     153.15 1006.9    150.45     4.20     3.24
KIEL       031028 300  134000-134500   00     151.82 1006.9    149.09     3.30     2.34
KIEL       031028 300  134500-135000   00     152.23 1006.8    149.43     3.50     2.54
KIEL       031028 300  135000-135500   00     150.89 1006.8    148.07     2.60     1.64
KIEL       031028 300  135500-140000   00     151.79 1006.7    148.90     3.20     2.24
KIEL       031028 300  140000-140500   00     152.03 1006.7    149.09     3.30     2.34
KIEL       031028 300  140500-141000   00     151.91 1006.7    148.93     3.20     2.24
KIEL       031028 300  141000-141500   00     153.54 1006.6    150.49     4.30     3.34
KIEL       031028 300  141500-142000   00     153.42 1006.6    150.34     4.20     3.24
KIEL       031028 300  142000-142500   00     151.58 1006.6    148.50     2.90     1.94
KIEL       031028 300  142500-143000   00     154.32 1006.5    151.15     4.70     3.73
KIEL       031028 300  143000-143500   00     153.48 1006.5    150.29     4.10     3.13
KIEL       031028 300  143500-144000   00     150.93 1006.5    147.76     2.40     1.43
KIEL       031028 300  144000-144500   00     152.89 1006.4    149.64     3.70     2.73
KIEL       031028 300  144500-145000   00     151.02 1006.4    147.77     2.40     1.43
KIEL       031028 300  145000-145500   00     153.80 1006.4    150.46     4.20     3.23
KIEL       031028 300  145500-150000   00     154.48 1006.3    151.09     4.70     3.73
KIEL       031028 300  150000-150500   00     152.87 1006.3    149.47     3.60     2.63
KIEL       031028 300  150500-151000   00     153.97 1006.2    150.49     4.30     3.33
KIEL       031028 300  151000-151500   00     152.95 1006.2    149.44     3.50     2.53
KIEL       031028 300  151500-152000   00     155.43 1006.1    151.80     5.20     4.23
KIEL       031028 300  152000-152500   00     152.26 1006.1    148.66     3.00     2.03
KIEL       031028 300  152500-153000   00     151.54 1006.0    147.90     2.50     1.53
KIEL       031028 300  153000-153500   00     151.34 1006.0    147.66     2.30     1.33
KIEL       031028 300  153500-154000   00     153.57 1005.9    149.77     3.80     2.83
KIEL       031028 300  154000-154500   00     153.40 1005.9    149.55     3.60     2.63
KIEL       031028 300  154500-155000   00     153.22 1005.8    149.33     3.50     2.53
KIEL       031028 300  155000-155500   00     153.25 1005.8    149.30     3.40     2.43
KIEL       031028 300  155500-160000   00     153.44 1005.7    149.43     3.50     2.52
KIEL       031028 300  160000-160500   00     153.49 1005.7    149.44     3.50     2.52
KIEL       031028 300  160500-161000   00     154.46 1005.7    150.35     4.20     3.22
KIEL       031028 300  161000-161500   00     152.51 1005.6    148.41     2.80     1.82
KIEL       031028 300  161500-162000   00     152.32 1005.6    148.18     2.70     1.72
KIEL       031028 300  162000-162500   00     152.53 1005.6    148.36     2.80     1.82
KIEL       031028 300  162500-163000   00     154.12 1005.5    149.86     3.80     2.82
KIEL       031028 300  163000-163500   00     152.89 1005.5    148.64     3.00     2.02
KIEL       031028 300  163500-164000   00     156.32 1005.5    151.93     5.30     4.32
KIEL       031028 300  164000-164500   00     153.75 1005.4    149.40     3.50     2.52
KIEL       031028 300  164500-165000   00     154.03 1005.4    149.64     3.70     2.72
KIEL       031028 300  165000-165500   00     154.23 1005.4    149.79     3.80     2.82
KIEL       031028 300  165500-170000   00     151.89 1005.3    147.49     2.20     1.22
KIEL       031028 300  170000-170500   00     156.43 1005.3    151.85     5.20     4.22
KIEL       031028 300  170500-171000   00     153.24 1005.2    148.70     3.00     2.02
KIEL       031028 300  171000-171500   00     155.52 1005.2    150.86     4.50     3.52
KIEL       031028 300  171500-172000   00     154.21 1005.1    149.53     3.60     2.62
KIEL       031028 300  172000-172500   00     154.62 1005.1    149.88     3.80     2.82
KIEL       031028 300  172500-173000   00     155.63 1005.0    150.80     4.50     3.52
KIEL       031028 300  173000-173500   00     153.57 1005.0    148.75     3.10     2.11
KIEL       031028 300  173500-174000   00     155.22 1004.9    150.30     4.10     3.11
KIEL       031028 300  174000-174500   00     155.40 1004.9    150.42     4.20     3.21
KIEL       031028 300  174500-175000   00     154.06 1004.8    149.07     3.30     2.31
KIEL       031028 300  175000-175500   00     153.87 1004.8    148.83     3.10     2.11
KIEL       031028 300  175500-180000   00     152.58 1004.7    147.53     2.20     1.21
KIEL       031028 300  180000-180500   00     157.10 1004.7    151.86     5.20     4.21
KIEL       031028 300  180500-181000   00     153.92 1004.7    148.76     3.10     2.11
KIEL       031028 300  181000-181500   00     152.19 1004.6    147.06     1.90     0.91
KIEL       031028 300  181500-182000   00     154.96 1004.6    149.71     3.70     2.71
KIEL       031028 300  182000-182500   00     154.28 1004.6    149.02     3.20     2.21
KIEL       031028 300  182500-183000   00     153.28 1004.6    148.03     2.60     1.61
KIEL       031028 300  183000-183500   00     154.34 1004.5    149.03     3.30     2.31
KIEL       031028 300  183500-184000   00     155.47 1004.5    150.09     4.00     3.01
KIEL       031028 300  184000-184500   00     152.94 1004.5    147.62     2.30     1.31
KIEL       031028 300  184500-185000   00     155.91 1004.5    150.46     4.20     3.21
KIEL       031028 300  185000-185500   00     154.40 1004.4    148.98     3.20     2.21
KIEL       031028 300  185500-190000   00     154.06 1004.4    148.62     3.00     2.01
KIEL       031028 300  190000-190500   00     153.99 1004.4    148.50     2.90     1.90
KIEL       031028 300  190500-191000   00     153.65 1004.3    148.09     2.60     1.60
KIEL       031028 300  191000-191500   00     154.88 1004.2    149.20     3.40     2.40
KIEL       031028 300  191500-192000   00     154.83 1004.1    149.08     3.30     2.30
KIEL       031028 300  192000-192500   00     155.16 1004.1    149.31     3.50     2.50
KIEL       031028 300  192500-193000   00     152.78 1004.0    146.94     1.80     0.80
KIEL       031028 300  193000-193500   00     154.13 1003.9    148.16     2.70     1.70
KIEL       031028 300  193500-194000   00     156.04 1003.8    149.92     3.90     2.90
KIEL       031028 300  194000-194500   00     153.87 1003.8    147.75     2.40     1.40
KIEL       031028 300  194500-195000   00     155.25 1003.7    148.99     3.20     2.20
KIEL       031028 300  195000-195500   00     154.29 1003.6    147.99     2.50     1.50
KIEL       031028 300  195500-200000   00     153.32 1003.5    146.98     1.80     0.80
KIEL       031028 300  200000-200500   00     155.54 1003.5    149.03     3.30     2.30
KIEL       031028 300  200500-201000   00     156.95 1003.4    150.31     4.10     3.10
KIEL       031028 300  201000-201500   00     155.84 1003.3    149.18     3.40     2.40
KIEL       031028 300  201500-202000   00     156.28 1003.3    149.53     3.60     2.60
KIEL       031028 300  202000-202500   00     156.23 1003.2    149.40     3.50     2.50
KIEL       031028 300  202500-203000   00     156.83 1003.1    149.91     3.90     2.90
KIEL       031028 300  203000-203500   00     156.60 1003.1    149.62     3.70     2.69
KIEL       031028 300  203500-204000   00     154.25 1003.0    147.30     2.10     1.09
KIEL       031028 300  204000-204500   00     154.42 1002.9    147.40     2.10     1.09
KIEL       031028 300  204500-205000   00     158.19 1002.9    150.92     4.60     3.59
KIEL       031028 300  205000-205500   00     156.36 1002.8    149.11     3.30     2.29
KIEL       031028 300  205500-210000   00     155.19 1002.7    147.91     2.50     1.49
KIEL       031028 300  210000-210500   00     156.16 1002.7    148.77     3.10     2.09
KIEL       031028 300  210500-211000   00     157.25 1002.6    149.73     3.70     2.69
KIEL       031028 300  211000-211500   00     155.73 1002.5    148.19     2.70     1.69
KIEL       031028 300  211500-212000   00     154.94 1002.4    147.35     2.10     1.09
KIEL       031028 300  212000-212500   00     154.57 1002.4    146.93     1.80     0.79
KIEL       031028 300  212500-213000   00     156.62 1002.3    148.79     3.10     2.09
KIEL       031028 300  213000-213500   00     157.87 1002.2    149.91     3.90     2.89
KIEL       031028 300  213500-214000   00     156.62 1002.1    148.64     3.00     1.99
KIEL       031028 300  214000-214500   00     157.39 1002.1    149.29     3.40     2.39
KIEL       031028 300  214500-215000   00     155.30 1002.0    147.22     2.00     0.99
KIEL       031028 300  215000-215500   00     157.34 1001.9    149.09     3.30     2.29
KIEL       031028 300  215500-220000   00     157.01 1001.8    148.69     3.00     1.99
KIEL       031028 300  220000-220500   00     155.46 1001.8    147.14     1.90     0.89
KIEL       031028 300  220500-221000   00     155.79 1001.7    147.36     2.10     1.08
KIEL       031028 300  221000-221500   00     155.54 1001.6    147.04     1.90     0.88
KIEL       031028 300  221500-222000   00     157.90 1001.5    149.17     3.40     2.38
KIEL       031028 300  222000-222500   00     158.09 1001.4    149.26     3.40     2.38
KIEL       031028 300  222500-223000   00     159.45 1001.3    150.46     4.20     3.18
KIEL       031028 300  223000-223500   00     157.65 1001.3    148.67     3.00     1.98
KIEL       031028 300  223500-224000   00     158.82 1001.2    149.68     3.70     2.68
KIEL       031028 300  224000-224500   00     156.80 1001.1    147.69     2.30     1.28
KIEL       031028 300  224500-225000   00     158.38 1001.0    149.10     3.30     2.28
KIEL       031028 300  225000-225500   00     158.17 1000.9    148.80     3.10     2.08
KIEL       031028 300  225500-230000   00     156.03 1000.8    146.70     1.60     0.58
KIEL       031028 300  230000-230500   00     158.30 1000.8    148.76     3.10     2.08
KIEL       031028 300  230500-231000   00     157.93 1000.7    148.35     2.80     1.78
KIEL       031028 300  231000-231500   00     156.47 1000.7    146.91     1.80     0.78
KIEL       031028 300  231500-232000   00     159.80 1000.6    149.98     3.90     2.88
KIEL       031028 300  232000-232500   00     156.90 1000.5    147.19     2.00     0.98
KIEL       031028 300  232500-233000   00     157.91 1000.5    148.08     2.60     1.58
KIEL       031028 300  233000-233500   00     159.92 1000.4    149.90     3.90     2.88
KIEL       031028 300  233500-234000   00     157.69 1000.4    147.75     2.40     1.37
KIEL       031028 300  234000-234500   00     156.00 1000.3    146.10     1.20     0.17
KIEL       031028 300  234500-235000   00     158.89 1000.3    148.74     3.10     2.07
KIEL       031028 300  235000-235500   00     157.66 1000.2    147.54     2.20     1.17
KIEL       031028 300  235500-240000   00     159.04 1000.1    148.76     3.10     2.07
KIEL       031029 300  000000-000500   00     157.48 1000.1    147.23     2.00     0.97
KIEL       031029 300  000500-001000   00     159.84 1000.0    149.34     3.50     2.47
KIEL       031029 300  001000-001500   00     157.06  999.9    146.66     1.60     0.57
KIEL       031029 300  001500-002000   00     158.53  999.8    147.95     2.50     1.47
KIEL       031029 300  002000-002500   00     158.93  999.7    148.23     2.70     1.67
KIEL       031029 300  002500-003000   00     157.56  999.7    146.86     1.80     0.77
KIEL       031029 300  003000-003500   00     161.09  999.6    150.07     4.00     2.97
KIEL       031029 300  003500-004000   00     156.83  999.5    146.01     1.20     0.17
KIEL       031029 300  004000-004500   00     162.33  999.4    151.04     4.60     3.57
KIEL       031029 300  004500-005000   00     159.74  999.3    148.54     2.90     1.87
KIEL       031029 300  005000-005500   00     158.94  999.2    147.71     2.30     1.27
KIEL       031029 300  005500-010000   00     159.58  999.2    148.21     2.70     1.67
KIEL       031029 300  010000-010500   00     158.38  999.1    147.01     1.90     0.87
KIEL       031029 300  010500-011000   00     157.34  999.0    145.95     1.10     0.07
KIEL       031029 300  011000-011500   00     160.87  998.9    149.15     3.30     2.26
KIEL       031029 300  011500-012000   00     158.87  998.8    147.20     2.00     0.96
KIEL       031029 300  012000-012500   00     160.56  998.7    148.68     3.00     1.96
KIEL       031029 300  012500-013000   00     161.08  998.7    149.07     3.30     2.26
KIEL       031029 300  013000-013500   00     161.25  998.6    149.14     3.30     2.26
KIEL       031029 300  013500-014000   00     160.80  998.5    148.63     3.00     1.96
KIEL       031029 300  014000-014500   00     162.56  998.4    150.16     4.00     2.96
KIEL       031029 300  014500-015000   00     162.04  998.3    149.60     3.70     2.66
KIEL       031029 300  015000-015500   00     161.31  998.2    148.83     3.10     2.06
KIEL       031029 300  015500-020000   00     158.77  998.2    146.40     1.40     0.36
KIEL       031029 300  020000-020500   00     160.45  998.1    147.87     2.50     1.46
KIEL       031029 300  020500-021000   00     161.52  998.0    148.77     3.10     2.06
KIEL       031029 300  021000-021500   00     163.02  997.9    150.07     4.00     2.96
KIEL       031029 300  021500-022000   00     161.15  997.8    148.27     2.70     1.66
KIEL       031029 300  022000-022500   00     160.47  997.8    147.56     2.20     1.16
KIEL       031029 300  022500-023000   00     162.98  997.7    149.79     3.80     2.76
KIEL       031029 300  023000-023500   00     160.55  997.6    147.47     2.20     1.16
KIEL       031029 300  023500-024000   00     164.52  997.5    151.04     4.60     3.56
KIEL       031029 300  024000-024500   00     161.21  997.5    147.92     2.50     1.45
KIEL       031029 300  024500-025000   00     164.35  997.4    150.73     4.40     3.35
KIEL       031029 300  025000-025500   00     165.09  997.3    151.32     4.80     3.75
KIEL       031029 300  025500-030000   00     161.83  997.2    148.25     2.70     1.65
KIEL       031029 300  030000-030500   00     164.56  997.2    150.67     4.40     3.35
KIEL       031029 300  030500-031000   00     163.34  997.1    149.48     3.60     2.55
KIEL       031029 300  031000-031500   00     163.11  997.0    149.21     3.40     2.35
KIEL       031029 300  031500-032000   00     165.35  997.0    151.18     4.70     3.65
KIEL       031029 300  032000-032500   00     163.10  996.9    149.05     3.30     2.25
KIEL       031029 300  032500-033000   00     161.36  996.8    147.39     2.10     1.05
KIEL       031029 300  033000-033500   00     162.11  996.8    148.00     2.50     1.45
KIEL       031029 300  033500-034000   00     163.01  996.7    148.76     3.10     2.05
KIEL       031029 300  034000-034500   00     163.52  996.6    149.15     3.30     2.25
KIEL       031029 300  034500-035000   00     162.42  996.6    148.08     2.60     1.55
KIEL       031029 300  035000-035500   00     163.95  996.5    149.40     3.50     2.45
KIEL       031029 300  035500-040000   00     163.57  996.4    148.98     3.20     2.15
KIEL       031029 300  040000-040500   00     163.68  996.4    149.01     3.20     2.15
KIEL       031029 300  040500-041000   00     163.20  996.3    148.51     2.90     1.85
KIEL       031029 300  041000-041500   00     165.14  996.3    150.21     4.10     3.04
KIEL       031029 300  041500-042000   00     166.00  996.2    150.93     4.60     3.54
KIEL       031029 300  042000-042500   00     166.06  996.1    150.92     4.60     3.54
KIEL       031029 300  042500-043000   00     162.14  996.1    147.30     2.10     1.04
KIEL       031029 300  043000-043500   00     163.23  996.0    148.23     2.70     1.64
KIEL       031029 300  043500-044000   00     164.02  996.0    148.88     3.20     2.14
KIEL       031029 300  044000-044500   00     166.29  995.9    150.88     4.50     3.44
KIEL       031029 300  044500-045000   00     162.81  995.9    147.66     2.30     1.24
KIEL       031029 300  045000-045500   00     161.66  995.8    146.55     1.50     0.44
KIEL       031029 300  045500-050000   00     164.27  995.7    148.85     3.10     2.04
KIEL       031029 300  050000-050500   00     166.98  995.7    151.26     4.80     3.74
KIEL       031029 300  050500-051000   00     164.53  995.7    149.01     3.20     2.14
KIEL       031029 300  051000-051500   00     164.49  995.6    148.93     3.20     2.14
KIEL       031029 300  051500-052000   00     163.69  995.6    148.18     2.70     1.64
KIEL       031029 300  052000-052500   00     163.81  995.6    148.25     2.70     1.64
KIEL       031029 300  052500-053000   00     165.49  995.5    149.73     3.70     2.64
KIEL       031029 300  053000-053500   00     166.64  995.5    150.74     4.40     3.34
KIEL       031029 300  053500-054000   00     165.17  995.5    149.37     3.50     2.44
KIEL       031029 300  054000-054500   00     164.78  995.4    148.98     3.20     2.14
KIEL       031029 300  054500-055000   00     167.99  995.4    151.85     5.20     4.13
KIEL       031029 300  055000-055500   00     170.27  995.4    153.87     6.60     5.53
KIEL       031029 300  055500-060000   00     166.99  995.3    150.87     4.50     3.43
KIEL       031029 300  060000-060500   00     167.59  995.3    151.38     4.90     3.83
KIEL       031029 300  060500-061000   00     166.02  995.3    149.92     3.90     2.83
KIEL       031029 300  061000-061500   00     165.87  995.2    149.75     3.80     2.73
KIEL       031029 300  061500-062000   00     165.54  995.2    149.42     3.50     2.43
KIEL       031029 300  062000-062500   00     169.95  995.2    153.36     6.30     5.23
KIEL       031029 300  062500-063000   00     165.69  995.1    149.48     3.60     2.53
KIEL       031029 300  063000-063500   00     165.97  995.1    149.70     3.70     2.63
KIEL       031029 300  063500-064000   00     165.73  995.1    149.45     3.50     2.43
KIEL       031029 300  064000-064500   00     160.38  995.0    144.58     0.20    -0.87
KIEL       031029 300  064500-065000   00     161.32  995.0    145.40     0.70    -0.37
KIEL       031029 300  065000-065500   00     161.90  995.0    145.89     1.10     0.03
KIEL       031029 300  065500-070000   00     163.02  994.9    146.86     1.80     0.73
KIEL       031029 300  070000-070500   00     160.32  994.9    144.39     0.00    -1.07
KIEL       031029 300  070500-071000   00     160.76  994.8    144.71     0.30    -0.77
KIEL       031029 300  071000-071500   00     161.33  994.8    145.17     0.60    -0.47
KIEL       031029 300  071500-072000   00     159.40  994.7    143.37    -0.70    -1.78
KIEL       031029 300  072000-072500   00     161.29  994.6    145.01     0.50    -0.58
KIEL       031029 300  072500-073000   00     163.52  994.6    146.95     1.80     0.72
KIEL       031029 300  073000-073500   00     163.74  994.5    147.10     1.90     0.82
KIEL       031029 300  073500-074000   00     161.39  994.5    144.92     0.40    -0.68
KIEL       031029 300  074000-074500   00     162.40  994.4    145.76     1.00    -0.08
KIEL       031029 300  074500-075000   00     164.30  994.4    147.41     2.10     1.02
KIEL       031029 300  075000-075500   00     163.70  994.3    146.81     1.70     0.62
KIEL       031029 300  075500-080000   00     165.95  994.2    148.76     3.10     2.02
KIEL       031029 300  080000-080500   00     161.74  994.2    144.93     0.40    -0.68
KIEL       031029 300  080500-081000   00     160.14  994.1    143.44    -0.60    -9999
KIEL       031029 300  081000-081500   00     160.24  994.1    143.48    -0.60    -9999
KIEL       031029 300  081500-082000   00     162.21  994.0    145.19     0.60    -9999
KIEL       031029 300  082000-082500   00     161.27  994.0    144.30     0.00    -9999
KIEL       031029 300  082500-083000   00     161.90  993.9    144.81     0.30    -9999
KIEL       031029 300  083000-083500   00     162.23  993.9    145.06     0.50    -9999
KIEL       031029 300  083500-084000   00     165.02  993.8    147.50     2.20    -9999
KIEL       031029 300  084000-084500   00     163.78  993.8    146.34     1.40    -9999
KIEL       031029 300  084500-085000   00     167.84  993.7    149.91     3.90    -9999
KIEL       031029 300  085000-085500   00     165.82  993.7    148.05     2.60    -9999
KIEL       031029 300  085500-090000   00     166.55  993.6    148.65     3.00    -9999
KIEL       031029 300  090000-090500   00     164.62  993.6    146.87     1.80    -9999
KIEL       031029 300  090500-091000   00     165.76  993.5    147.82     2.40    -9999
KIEL       031029 300  091000-091500   00     162.92  993.5    145.23     0.60    -9999
KIEL       031029 300  091500-092000   00     162.01  993.4    144.36     0.00    -9999
KIEL       031029 300  092000-092500   00     162.01  993.3    144.30     0.00    -9999
KIEL       031029 300  092500-093000   00     160.93  993.3    143.28    -0.70    -9999
KIEL       031029 300  093000-093500   00     160.94  993.2    143.22    -0.80    -9999
KIEL       031029 300  093500-094000   00     160.99  993.2    143.21    -0.80    -9999
KIEL       031029 300  094000-094500   00     162.42  993.1    144.42     0.10    -9999
KIEL       031029 300  094500-095000   00     160.56  993.1    142.70    -1.10    -9999
KIEL       031029 300  095000-095500   00     162.38  993.0    144.26     0.00    -9999
KIEL       031029 300  095500-100000   00     162.84  992.9    144.61     0.20    -9999
KIEL       031029 300  100000-100500   00     161.04  992.9    142.95    -1.00    -9999
KIEL       031029 300  100500-101000   00     162.01  992.8    143.74    -0.40    -9999
KIEL       031029 300  101000-101500   00     159.57  992.7    141.51    -2.00    -9999
KIEL       031029 300  101500-102000   00     161.73  992.7    143.35    -0.70    -9999
KIEL       031029 300  102000-102500   00     163.02  992.6    144.43     0.10    -9999
KIEL       031029 300  102500-103000   00     160.71  992.5    142.31    -1.40    -9999
KIEL       031029 300  103000-103500   00     162.44  992.5    143.78    -0.40    -9999
KIEL       031029 300  103500-104000   00     161.11  992.4    142.53    -1.20    -9999
KIEL       031029 300  104000-104500   00     160.95  992.3    142.33    -1.40    -9999
KIEL       031029 300  104500-105000   00     160.81  992.3    142.14    -1.50    -9999
KIEL       031029 300  105000-105500   00     159.97  992.2    141.32    -2.10    -9999
KIEL       031029 300  105500-110000   00     159.61  992.1    140.93    -2.40    -9999
KIEL       031029 300  110000-110500   00     158.26  992.1    139.70    -3.20    -9999
KIEL       031029 300  110500-111000   00     157.59  992.1    139.11    -3.60    -9999
KIEL       031029 300  111000-111500   00     156.93  992.1    138.52    -4.00    -9999
KIEL       031029 300  111500-112000   00     157.79  992.1    139.29    -3.50    -9999
