JUNGFRAU1  LATITUDE    46.55     LONGITUDE     7.98      ALTITUDE    3570 M
JUNGFRAU1  INSTRUMENT   IGY     NEUTRON MONITOR
JUNGFRAU1  STANDARD PRESSURE    641.06  MB     COEFFICIENT   -0.72     % / MB
JUNGFRAU1  PRE-INCREASE BASELINE TIME INTERVAL    120516    230000-010000   UT
JUNGFRAU1  PRE-INCREASE AVERAGE COUNTING RATE    352.70      COUNTS PER SECOND
JUNGFRAU1  TIME INTERVALS    300         3600     
JUNGFRAU1  SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (MB)      C/S
JUNGFRAU1  120517 300  180000-180500   00     299.99  664.6    350.58    -0.60    -9999
JUNGFRAU1  120517 300  180500-181000   00     302.26  664.5    353.16     0.10    -9999
JUNGFRAU1  120517 300  181000-181500   00     300.68  664.6    351.53    -0.30    -9999
JUNGFRAU1  120517 300  181500-182000   00     302.47  664.6    353.67     0.30    -9999
JUNGFRAU1  120517 300  182000-182500   00     302.00  664.7    353.32     0.20    -9999
JUNGFRAU1  120517 300  182500-183000   00     304.29  664.7    355.98     0.90    -9999
JUNGFRAU1  120517 300  183000-183500   00     302.24  664.7    353.45     0.20    -9999
JUNGFRAU1  120517 300  183500-184000   00     301.65  664.6    352.65     0.00    -9999
JUNGFRAU1  120517 300  184000-184500   00     300.12  664.6    350.71    -0.60    -9999
JUNGFRAU1  120517 300  184500-185000   00     301.02  664.8    352.25    -0.10    -9999
JUNGFRAU1  120517 300  185000-185500   00     300.18  664.7    351.19    -0.40    -9999
JUNGFRAU1  120517 300  185500-190000   00     303.75  664.7    355.35     0.80    -9999
JUNGFRAU1  120517 300  190000-190500   00     300.17  664.6    350.89    -0.50    -9999
JUNGFRAU1  120517 300  190500-191000   00     301.23  664.6    352.14    -0.20    -9999
JUNGFRAU1  120517 300  191000-191500   00     301.83  664.5    352.58     0.00    -9999
JUNGFRAU1  120517 300  191500-192000   00     302.89  664.6    354.07     0.40    -9999
JUNGFRAU1  120517 300  192000-192500   00     302.18  664.7    353.36     0.20    -9999
JUNGFRAU1  120517 300  192500-193000   00     302.64  664.7    353.90     0.30    -9999
JUNGFRAU1  120517 300  193000-193500   00     301.08  664.6    351.96    -0.20    -9999
JUNGFRAU1  120517 300  193500-194000   00     300.43  664.5    350.95    -0.50    -9999
JUNGFRAU1  120517 300  194000-194500   00     299.85  664.6    350.42    -0.60    -9999
JUNGFRAU1  120517 300  194500-195000   00     300.85  664.6    351.68    -0.30    -9999
JUNGFRAU1  120517 300  195000-195500   00     300.04  664.6    350.69    -0.60    -9999
JUNGFRAU1  120517 300  195500-200000   00     299.52  664.6    350.10    -0.70    -9999
JUNGFRAU1  120517 300  200000-200500   00     301.67  664.6    352.53     0.00    -9999
JUNGFRAU1  120517 300  200500-201000   00     298.10  664.5    348.13    -1.30    -9999
JUNGFRAU1  120517 300  201000-201500   00     301.76  664.5    352.38    -0.10    -9999
JUNGFRAU1  120517 300  201500-202000   00     302.11  664.5    352.84     0.00    -9999
JUNGFRAU1  120517 300  202000-202500   00     298.67  664.6    349.07    -1.00    -9999
JUNGFRAU1  120517 300  202500-203000   00     300.23  664.7    351.19    -0.40    -9999
JUNGFRAU1  120517 300  203000-203500   00     296.43  664.7    346.62    -1.70    -9999
JUNGFRAU1  120517 300  203500-204000   00     298.77  664.7    349.42    -0.90    -9999
JUNGFRAU1  120517 300  204000-204500   00     300.91  664.7    351.93    -0.20    -9999
JUNGFRAU1  120517 300  204500-205000   00     299.99  664.6    350.73    -0.60    -9999
JUNGFRAU1  120517 300  205000-205500   00     300.65  664.7    351.71    -0.30    -9999
JUNGFRAU1  120517 300  205500-210000   00     301.36  664.7    352.53     0.00    -9999
JUNGFRAU1  120517 300  210000-210500   00     297.80  664.8    348.54    -1.20    -9999
JUNGFRAU1  120517 300  210500-211000   00     295.55  664.8    345.98    -1.90    -9999
JUNGFRAU1  120517 300  211000-211500   00     297.45  664.8    348.15    -1.30    -9999
JUNGFRAU1  120517 300  211500-212000   00     301.44  664.8    352.85     0.00    -9999
JUNGFRAU1  120517 300  212000-212500   00     297.32  664.8    348.03    -1.30    -9999
JUNGFRAU1  120517 300  212500-213000   00     299.83  664.8    350.84    -0.50    -9999
JUNGFRAU1  120517 300  213000-213500   00     300.79  664.8    352.12    -0.20    -9999
JUNGFRAU1  120517 300  213500-214000   00     300.71  664.8    351.93    -0.20    -9999
JUNGFRAU1  120517 300  214000-214500   00     300.55  664.8    351.70    -0.30    -9999
JUNGFRAU1  120517 300  214500-215000   00     296.90  664.7    347.29    -1.50    -9999
JUNGFRAU1  120517 300  215000-215500   00     297.81  664.7    348.39    -1.20    -9999
JUNGFRAU1  120517 300  215500-220000   00     300.83  664.8    352.04    -0.20    -9999
JUNGFRAU1  120517 300  220000-220500   00     296.81  664.7    347.21    -1.60    -9999
JUNGFRAU1  120517 300  220500-221000   00     297.07  664.7    347.51    -1.50    -9999
JUNGFRAU1  120517 300  221000-221500   00     300.34  664.7    351.31    -0.40    -9999
JUNGFRAU1  120517 300  221500-222000   00     296.98  664.7    347.39    -1.50    -9999
JUNGFRAU1  120517 300  222000-222500   00     301.48  664.6    352.51    -0.10    -9999
JUNGFRAU1  120517 300  222500-223000   00     299.69  664.6    350.31    -0.70    -9999
JUNGFRAU1  120517 300  223000-223500   00     302.18  664.6    353.20     0.10    -9999
JUNGFRAU1  120517 300  223500-224000   00     300.49  664.6    351.14    -0.40    -9999
JUNGFRAU1  120517 300  224000-224500   00     299.58  664.5    349.95    -0.80    -9999
JUNGFRAU1  120517 300  224500-225000   00     298.72  664.5    349.00    -1.00    -9999
JUNGFRAU1  120517 300  225000-225500   00     299.99  664.5    350.49    -0.60    -9999
JUNGFRAU1  120517 300  225500-230000   00     302.11  664.5    352.88     0.10    -9999
JUNGFRAU1  120517 300  230000-230500   00     297.36  664.5    347.24    -1.50    -9999
JUNGFRAU1  120517 300  230500-231000   00     300.21  664.4    350.43    -0.60    -9999
JUNGFRAU1  120517 300  231000-231500   00     298.81  664.4    348.82    -1.10    -9999
JUNGFRAU1  120517 300  231500-232000   00     298.48  664.4    348.42    -1.20    -9999
JUNGFRAU1  120517 300  232000-232500   00     300.44  664.4    350.71    -0.60    -9999
JUNGFRAU1  120517 300  232500-233000   00     299.57  664.5    349.83    -0.80    -9999
JUNGFRAU1  120517 300  233000-233500   00     298.18  664.4    348.07    -1.30    -9999
JUNGFRAU1  120517 300  233500-234000   00     301.13  664.5    351.65    -0.30    -9999
JUNGFRAU1  120517 300  234000-234500   00     298.41  664.5    348.71    -1.10    -9999
JUNGFRAU1  120517 300  234500-235000   00     298.06  664.5    348.17    -1.30    -9999
JUNGFRAU1  120517 300  235000-235500   00     301.30  664.5    351.76    -0.30    -9999
JUNGFRAU1  120517 300  235500-240000   00     300.48  664.4    350.78    -0.50    -9999
JUNGFRAU1  120518 3600 000000-010000   00     300.76  664.0    350.10    -0.70    -9999
JUNGFRAU1  120518 3600 010000-020000   00     301.66  663.6    350.14    -0.70    -9999
JUNGFRAU1  120518 3600 020000-030000   00     301.58  663.3    349.13    -1.00    -9999
JUNGFRAU1  120518 3600 030000-040000   00     300.80  663.1    347.70    -1.40    -9999
JUNGFRAU1  120518 3600 040000-050000   00     300.69  662.9    347.09    -1.60    -9999
JUNGFRAU1  120518 3600 050000-060000   00     300.69  662.9    347.23    -1.60    -9999
JUNGFRAU1  120518 3600 060000-070000   00     301.73  662.9    348.43    -1.20    -9999
JUNGFRAU1  120518 3600 070000-080000   00     302.83  663.1    350.07    -0.70    -9999
JUNGFRAU1  120518 3600 080000-090000   00     304.12  663.2    352.02    -0.20    -9999
JUNGFRAU1  120518 3600 090000-100000   00     304.07  663.4    352.43    -0.10    -9999
JUNGFRAU1  120518 3600 100000-110000   00     305.87  663.6    354.86     0.60    -9999
JUNGFRAU1  120518 3600 110000-120000   00     305.39  663.7    354.80     0.60    -9999
JUNGFRAU1  120518 3600 120000-130000   00     303.93  663.9    353.37     0.20    -9999
JUNGFRAU1  120518 3600 130000-140000   00     303.14  663.9    352.64     0.00    -9999
JUNGFRAU1  120518 3600 140000-150000   00     302.99  664.0    352.75     0.00    -9999
JUNGFRAU1  120518 3600 150000-160000   00     303.37  664.1    353.27     0.20    -9999
JUNGFRAU1  120518 3600 160000-170000   00     303.01  664.2    353.10     0.10    -9999
JUNGFRAU1  120518 3600 170000-180000   00     303.21  664.2    353.53     0.20    -9999
JUNGFRAU1  120518 3600 180000-190000   00     302.08  664.4    352.67     0.00    -9999
JUNGFRAU1  120518 3600 190000-200000   00     300.81  664.8    352.05    -0.20    -9999
JUNGFRAU1  120518 3600 200000-210000   00     298.82  665.1    350.63    -0.60    -9999
JUNGFRAU1  120518 3600 210000-220000   00     299.06  665.1    350.86    -0.50    -9999
JUNGFRAU1  120518 3600 220000-230000   00     299.58  665.2    351.66    -0.30    -9999
JUNGFRAU1  120518 3600 230000-240000   00     297.84  665.1    349.34    -1.00    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2024-01-15 17:24:22 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE71/C071JUN1.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
