NOVOSIBIRS LATITUDE    54.8      LONGITUDE     83        ALTITUDE    0 M
NOVOSIBIRS INSTRUMENT   12-NM-64  NEUTRON MONITOR
NOVOSIBIRS STANDARD PRESSURE    985.5   MB     COEFFICIENT   -0.72     % / MB
NOVOSIBIRS PRE-INCREASE BASELINE TIME INTERVAL    000714    090000-100000   UT
NOVOSIBIRS PRE-INCREASE AVERAGE COUNTING RATE    163.77      COUNTS PER SECOND
NOVOSIBIRS TIME INTERVALS    300         3600     
NOVOSIBIRS SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (MB)      C/S
NOVOSIBIRS 000714 300  212500-213000   00     162.99  985.3    162.75    -0.60    -9999
NOVOSIBIRS 000714 300  213000-213500   00     162.99  985.3    162.75    -0.60    -9999
NOVOSIBIRS 000714 300  213500-214000   00     161.28  985.3    161.05    -1.70    -9999
NOVOSIBIRS 000714 300  214000-214500   00     163.84  985.3    163.62    -0.10    -9999
NOVOSIBIRS 000714 300  214500-215000   00     163.41  985.3    163.21    -0.30    -9999
NOVOSIBIRS 000714 300  215000-215500   00     164.27  985.3    164.08     0.20    -9999
NOVOSIBIRS 000714 300  215500-220000   00     161.71  985.4    161.55    -1.40    -9999
NOVOSIBIRS 000714 300  220000-220500   00     162.56  985.5    162.57    -0.70    -9999
NOVOSIBIRS 000714 300  220500-221000   00     161.71  985.5    161.75    -1.20    -9999
NOVOSIBIRS 000714 300  221000-221500   00     161.28  985.6    161.34    -1.50    -9999
NOVOSIBIRS 000714 300  221500-222000   00     163.41  985.6    163.50    -0.20    -9999
NOVOSIBIRS 000714 300  222000-222500   00     162.13  985.6    162.23    -0.90    -9999
NOVOSIBIRS 000714 300  222500-223000   00     162.56  985.6    162.67    -0.70    -9999
NOVOSIBIRS 000714 300  223000-223500   00     162.99  985.6    163.11    -0.40    -9999
NOVOSIBIRS 000714 300  223500-224000   00     160.43  985.6    160.55    -2.00    -9999
NOVOSIBIRS 000714 300  224000-224500   00     162.13  985.6    162.26    -0.90    -9999
NOVOSIBIRS 000714 300  224500-225000   00     159.57  985.6    159.70    -2.50    -9999
NOVOSIBIRS 000714 300  225000-225500   00     161.28  985.6    161.41    -1.40    -9999
NOVOSIBIRS 000714 300  225500-230000   00     162.56  985.6    162.68    -0.70    -9999
NOVOSIBIRS 000714 300  230000-230500   00     163.41  985.5    163.38    -0.20    -9999
NOVOSIBIRS 000714 300  230500-231000   00     161.71  985.5    161.67    -1.30    -9999
NOVOSIBIRS 000714 300  231000-231500   00     162.99  985.5    162.95    -0.50    -9999
NOVOSIBIRS 000714 300  231500-232000   00     161.71  985.5    161.67    -1.30    -9999
NOVOSIBIRS 000714 300  232000-232500   00     161.71  985.5    161.68    -1.30    -9999
NOVOSIBIRS 000714 300  232500-233000   00     162.99  985.5    162.98    -0.50    -9999
NOVOSIBIRS 000714 300  233000-233500   00     161.71  985.5    161.72    -1.30    -9999
NOVOSIBIRS 000714 300  233500-234000   00     161.28  985.5    161.31    -1.50    -9999
NOVOSIBIRS 000714 300  234000-234500   00     162.13  985.6    162.20    -1.00    -9999
NOVOSIBIRS 000714 300  234500-235000   00     160.43  985.6    160.52    -2.00    -9999
NOVOSIBIRS 000714 300  235000-235500   00     161.71  985.6    161.84    -1.20    -9999
NOVOSIBIRS 000714 300  235500-240000   00     162.56  985.7    162.74    -0.60    -9999
NOVOSIBIRS 000715 3600 000000-010000   00     162.52  986.0    163.11    -0.40    -9999
NOVOSIBIRS 000715 3600 010000-020000   00     161.55  986.2    162.36    -0.90    -9999
NOVOSIBIRS 000715 3600 020000-030000   00     162.59  986.5    163.77     0.00    -9999
NOVOSIBIRS 000715 3600 030000-040000   00     163.01  986.1    163.72     0.00    -9999
NOVOSIBIRS 000715 3600 040000-050000   00     162.45  986.7    163.86     0.10    -9999
NOVOSIBIRS 000715 3600 050000-060000   00     163.01  986.8    164.54     0.50    -9999
NOVOSIBIRS 000715 3600 060000-070000   00     162.84  986.9    164.49     0.40    -9999
NOVOSIBIRS 000715 3600 070000-080000   00     163.32  986.9    164.98     0.70    -9999
NOVOSIBIRS 000715 3600 080000-090000   00     162.45  986.7    163.86     0.10    -9999
NOVOSIBIRS 000715 3600 090000-100000   00     162.24  986.9    163.89     0.10    -9999
NOVOSIBIRS 000715 3600 100000-110000   00     161.79  987.3    163.90     0.10    -9999
NOVOSIBIRS 000715 3600 110000-120000   00     161.10  987.5    163.43    -0.20    -9999
NOVOSIBIRS 000715 3600 120000-130000   00     160.82  987.5    163.15    -0.40    -9999
NOVOSIBIRS 000715 3600 130000-140000   00     159.88  988.1    162.90    -0.50    -9999
NOVOSIBIRS 000715 3600 140000-150000   00     159.42  988.3    162.67    -0.70    -9999
NOVOSIBIRS 000715 3600 150000-160000   00     159.84  988.2    162.98    -0.50    -9999
NOVOSIBIRS 000715 3600 160000-170000   00     159.88  988.4    163.25    -0.30    -9999
NOVOSIBIRS 000715 3600 170000-180000   00     158.59  988.4    161.94    -1.10    -9999
NOVOSIBIRS 000715 3600 180000-190000   00     157.75  988.2    160.85    -1.80    -9999
NOVOSIBIRS 000715 3600 190000-200000   00     158.10  987.6    160.51    -2.00    -9999
NOVOSIBIRS 000715 3600 200000-210000   00     155.35  987.7    157.83    -3.60    -9999
NOVOSIBIRS 000715 3600 210000-220000   00     154.13  988.1    157.05    -4.10    -9999
NOVOSIBIRS 000715 3600 220000-230000   00     150.06  987.9    152.68    -6.80    -9999
NOVOSIBIRS 000715 3600 230000-240000   00    -999.00 -999.0   -999.00    -9999    -9999
*
*	
*COMMENT    DATA VERIFIED0BY E.A.EROSHENKO	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2022-05-13 14:50:50 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE59/C059NVBK_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
