YAKUTSK    LATITUDE    62.02     LONGITUDE     129.72    ALTITUDE    105 M
YAKUTSK    INSTRUMENT   18NM64    NEUTRON MONITOR     	
YAKUTSK    STANDARD PRESSURE    1000    mb     COEFFICIENT   -0.72     % / mb
YAKUTSK    120516 300  233000-233500   00     242.64  987.9    217.52     0.10    -9999
YAKUTSK    120516 300  233500-234000   00     242.19  987.9    217.15    -0.10    -9999
YAKUTSK    120516 300  234000-234500   00     242.77  987.9    217.63     0.10    -9999
YAKUTSK    120516 300  234500-235000   00     242.32  987.9    217.25    -0.10    -9999
YAKUTSK    120516 300  235000-235500   00     241.23  987.9    216.29    -0.50    -9999
YAKUTSK    120516 300  235500-240000   00     240.85  987.9    215.89    -0.70    -9999
YAKUTSK    120517 300  000000-000500   00     243.68  987.9    218.37     0.40    -9999
YAKUTSK    120517 300  000500-001000   00     241.07  987.9    216.08    -0.60    -9999
YAKUTSK    120517 300  001000-001500   00     242.03  987.9    216.96    -0.20    -9999
YAKUTSK    120517 300  001500-002000   00     242.27  987.9    217.20    -0.10    -9999
YAKUTSK    120517 300  002000-002500   00     245.49  988.0    220.16     1.30    -9999
YAKUTSK    120517 300  002500-003000   00     241.52  987.9    216.53    -0.40    -9999
YAKUTSK    120517 300  003000-003500   00     242.88  987.9    217.76     0.20    -9999
YAKUTSK    120517 300  003500-004000   00     243.89  987.9    218.59     0.50    -9999
YAKUTSK    120517 300  004000-004500   00     243.28  987.9    218.08     0.30    -9999
YAKUTSK    120517 300  004500-005000   00     242.93  987.9    217.71     0.10    -9999
YAKUTSK    120517 300  005000-005500   00     242.35  987.9    217.20    -0.10    -9999
YAKUTSK    120517 300  005500-010000   00     243.47  987.9    218.19     0.40    -9999
YAKUTSK    120517 300  010000-010500   00     244.13  987.8    218.69     0.60     0.45
YAKUTSK    120517 300  010500-011000   00     244.16  987.9    218.77     0.60     0.44
YAKUTSK    120517 300  011000-011500   00     244.16  987.9    218.80     0.60     0.42
YAKUTSK    120517 300  011500-012000   00     242.67  987.9    217.44     0.00    -0.19
YAKUTSK    120517 300  012000-012500   00     242.85  987.8    217.60     0.10    -0.10
YAKUTSK    120517 300  012500-013000   00     245.76  987.9    220.21     1.30     1.09
YAKUTSK    120517 300  013000-013500   00     241.31  987.9    216.24    -0.50    -0.72
YAKUTSK    120517 300  013500-014000   00     245.79  987.8    220.19     1.30     1.07
YAKUTSK    120517 300  014000-014500   00     243.12  987.8    217.71     0.10    -0.15
YAKUTSK    120517 300  014500-015000   00     246.21  987.8    220.51     1.40     1.14
YAKUTSK    120517 300  015000-015500   00     244.75  987.8    219.17     0.80     0.53
YAKUTSK    120517 300  015500-020000   00     245.87  987.8    220.24     1.30     1.02
YAKUTSK    120517 300  020000-020500   00     245.95  987.8    220.29     1.30     1.01
YAKUTSK    120517 300  020500-021000   00     246.93  987.8    221.17     1.70     1.39
YAKUTSK    120517 300  021000-021500   00     249.68  987.8    223.60     2.80     2.48
YAKUTSK    120517 300  021500-022000   00     250.11  987.8    223.97     3.00     2.67
YAKUTSK    120517 300  022000-022500   00     247.07  987.8    221.23     1.80     1.46
YAKUTSK    120517 300  022500-023000   00     246.91  987.8    221.12     1.70     1.35
YAKUTSK    120517 300  023000-023500   00     246.75  987.8    220.93     1.60     1.24
YAKUTSK    120517 300  023500-024000   00     249.71  987.7    223.55     2.80     2.42
YAKUTSK    120517 300  024000-024500   00     249.04  987.7    222.96     2.60     2.21
YAKUTSK    120517 300  024500-025000   00     248.19  987.7    222.16     2.20     1.80
YAKUTSK    120517 300  025000-025500   00     246.16  987.7    220.35     1.40     0.99
YAKUTSK    120517 300  025500-030000   00     246.43  987.7    220.53     1.40     0.98
YAKUTSK    120517 300  030000-030500   00     244.24  987.7    218.53     0.50     0.06
YAKUTSK    120517 300  030500-031000   00     246.37  987.7    220.51     1.40     0.95
YAKUTSK    120517 300  031000-031500   00     247.89  987.7    221.87     2.10     1.64
YAKUTSK    120517 300  031500-032000   00     247.28  987.7    221.36     1.80     1.33
YAKUTSK    120517 300  032000-032500   00     247.44  987.7    221.47     1.90     1.42
YAKUTSK    120517 300  032500-033000   00     248.13  987.7    222.03     2.10     1.61
YAKUTSK    120517 300  033000-033500   00     246.45  987.7    220.51     1.40     0.89
YAKUTSK    120517 300  033500-034000   00     247.12  987.7    221.09     1.70     1.18
YAKUTSK    120517 300  034000-034500   00     248.16  987.6    221.97     2.10     1.57
YAKUTSK    120517 300  034500-035000   00     245.68  987.6    219.68     1.00     0.46
YAKUTSK    120517 300  035000-035500   00     247.15  987.6    221.01     1.70     1.15
YAKUTSK    120517 300  035500-040000   00     245.63  987.6    219.63     1.00     0.43
YAKUTSK    120517 300  040000-040500   00     245.95  987.6    219.92     1.20     0.62
YAKUTSK    120517 300  040500-041000   00     247.76  987.6    221.52     1.90     1.31
YAKUTSK    120517 300  041000-041500   00     246.53  987.6    220.45     1.40     0.80
YAKUTSK    120517 300  041500-042000   00     243.87  987.6    218.11     0.30    -0.31
YAKUTSK    120517 300  042000-042500   00     246.03  987.6    220.03     1.20     0.58
YAKUTSK    120517 300  042500-043000   00     244.96  987.6    219.07     0.80     0.16
YAKUTSK    120517 300  043000-043500   00     247.04  987.6    220.93     1.60     0.95
YAKUTSK    120517 300  043500-044000   00     247.76  987.6    221.55     1.90     1.24
YAKUTSK    120517 300  044000-044500   00     246.64  987.6    220.51     1.40     0.73
YAKUTSK    120517 300  044500-045000   00     246.35  987.6    220.29     1.30     0.62
YAKUTSK    120517 300  045000-045500   00     243.49  987.6    217.73     0.10    -0.60
YAKUTSK    120517 300  045500-050000   00     248.99  987.6    222.72     2.40     1.69
YAKUTSK    120517 300  050000-050500   00     246.24  987.6    220.24     1.30     0.58
YAKUTSK    120517 300  050500-051000   00     246.19  987.6    220.16     1.30     0.57
YAKUTSK    120517 300  051000-051500   00     245.07  987.6    219.12     0.80     0.06
YAKUTSK    120517 300  051500-052000   00     249.33  987.6    222.93     2.50     1.75
YAKUTSK    120517 300  052000-052500   00     247.09  987.5    220.88     1.60     0.83
YAKUTSK    120517 300  052500-053000   00     246.67  987.5    220.48     1.40     0.62
YAKUTSK    120517 300  053000-053500   00     246.29  987.5    220.11     1.20     0.41
YAKUTSK    120517 300  053500-054000   00     247.25  987.5    221.01     1.70     0.90
YAKUTSK    120517 300  054000-054500   00     245.92  987.5    219.81     1.10     0.29
YAKUTSK    120517 300  054500-055000   00     244.03  987.5    218.11     0.30    -0.53
YAKUTSK    120517 300  055000-055500   00     248.27  987.5    221.97     2.10     1.26
YAKUTSK    120517 300  055500-060000   00     244.32  987.5    218.43     0.50    -0.35
YAKUTSK    120517 300  060000-060500   00     246.56  987.5    220.45     1.40     0.54
YAKUTSK    120517 300  060500-061000   00     244.51  987.5    218.53     0.50    -0.37
YAKUTSK    120517 300  061000-061500   00     243.47  987.5    217.57     0.10    -0.78
YAKUTSK    120517 300  061500-062000   00     243.81  987.5    217.92     0.20    -0.70
YAKUTSK    120517 300  062000-062500   00     248.96  987.5    222.56     2.40     1.49
YAKUTSK    120517 300  062500-063000   00     243.41  987.5    217.60     0.10    -0.82
YAKUTSK    120517 300  063000-063500   00     244.37  987.5    218.37     0.40    -0.53
YAKUTSK    120517 300  063500-064000   00     245.31  987.5    219.31     0.90    -0.04
YAKUTSK    120517 300  064000-064500   00     244.03  987.6    218.27     0.40    -0.56
YAKUTSK    120517 300  064500-065000   00     246.03  987.7    220.16     1.30     0.33
YAKUTSK    120517 300  065000-065500   00     248.83  987.7    222.72     2.40     1.42
YAKUTSK    120517 300  065500-070000   00     245.23  987.8    219.57     1.00     0.01
YAKUTSK    120517 300  070000-070500   00     243.55  987.9    218.24     0.40    -0.60
YAKUTSK    120517 300  070500-071000   00     248.61  987.9    222.88     2.50     1.49
YAKUTSK    120517 300  071000-071500   00     244.21  987.9    218.93     0.70    -0.33
YAKUTSK    120517 300  071500-072000   00     244.96  988.0    219.71     1.10     0.06
YAKUTSK    120517 300  072000-072500   00     245.07  988.0    219.76     1.10     0.05
YAKUTSK    120517 300  072500-073000   00     245.39  987.9    219.92     1.20     0.14
YAKUTSK    120517 300  073000-073500   00     244.67  987.8    219.17     0.80    -0.27
YAKUTSK    120517 300  073500-074000   00     248.43  987.8    222.56     2.40     1.31
YAKUTSK    120517 300  074000-074500   00     244.67  987.8    219.17     0.80    -0.30
YAKUTSK    120517 300  074500-075000   00     244.96  987.9    219.47     0.90    -0.21
YAKUTSK    120517 300  075000-075500   00     246.96  987.8    221.28     1.80     0.68
YAKUTSK    120517 300  075500-080000   00     246.24  987.8    220.56     1.40     0.27
YAKUTSK    120517 300  080000-080500   00     245.55  987.9    220.03     1.20     0.06
YAKUTSK    120517 300  080500-081000   00     245.81  987.9    220.40     1.40    -9999
YAKUTSK    120517 300  081000-081500   00     242.91  988.0    217.87     0.20    -9999
YAKUTSK    120517 300  081500-082000   00     242.43  988.0    217.49     0.00    -9999
YAKUTSK    120517 300  082000-082500   00     247.68  988.0    222.21     2.20    -9999
YAKUTSK    120517 300  082500-083000   00     245.65  988.0    220.40     1.40    -9999
YAKUTSK    120517 300  083000-083500   00     245.65  988.1    220.51     1.40    -9999
YAKUTSK    120517 300  083500-084000   00     244.53  988.1    219.49     1.00    -9999
YAKUTSK    120517 300  084000-084500   00     245.71  988.1    220.53     1.40    -9999
YAKUTSK    120517 300  084500-085000   00     245.01  988.1    219.92     1.20    -9999
YAKUTSK    120517 300  085000-085500   00     244.35  988.2    219.47     0.90    -9999
YAKUTSK    120517 300  085500-090000   00     242.53  988.3    218.05     0.30    -9999
YAKUTSK    120517 300  090000-090500   00     240.93  988.4    216.64    -0.40    -9999
YAKUTSK    120517 300  090500-091000   00     242.51  988.4    218.08     0.30    -9999
YAKUTSK    120517 300  091000-091500   00     242.59  988.4    218.19     0.40    -9999
YAKUTSK    120517 300  091500-092000   00     240.21  988.4    216.03    -0.60    -9999
YAKUTSK    120517 300  092000-092500   00     242.85  988.4    218.43     0.50    -9999
YAKUTSK    120517 300  092500-093000   00     241.52  988.5    217.39     0.00    -9999
YAKUTSK    120517 300  093000-093500   00     241.31  988.5    217.17    -0.10    -9999
YAKUTSK    120517 300  093500-094000   00     241.39  988.4    217.20    -0.10    -9999
YAKUTSK    120517 300  094000-094500   00     242.59  988.4    218.21     0.40    -9999
YAKUTSK    120517 300  094500-095000   00     243.04  988.4    218.67     0.60    -9999
YAKUTSK    120517 300  095000-095500   00     242.88  988.5    218.59     0.50    -9999
YAKUTSK    120517 300  095500-100000   00     241.60  988.5    217.44     0.00    -9999
YAKUTSK    120517 300  100000-100500   00     241.63  988.5    217.47     0.00    -9999
YAKUTSK    120517 300  100500-101000   00     241.95  988.4    217.71     0.10    -9999
YAKUTSK    120517 300  101000-101500   00     241.76  988.4    217.44     0.00    -9999
YAKUTSK    120517 300  101500-102000   00     242.99  988.4    218.53     0.50    -9999
YAKUTSK    120517 300  102000-102500   00     242.67  988.4    218.32     0.40    -9999
YAKUTSK    120517 300  102500-103000   00     240.11  988.5    216.11    -0.60    -9999
YAKUTSK    120517 300  103000-103500   00     242.61  988.5    218.40     0.50    -9999
YAKUTSK    120517 300  103500-104000   00     240.59  988.5    216.53    -0.40    -9999
YAKUTSK    120517 300  104000-104500   00     240.88  988.4    216.75    -0.30    -9999
YAKUTSK    120517 300  104500-105000   00     243.04  988.5    218.75     0.60    -9999
YAKUTSK    120517 300  105000-105500   00     239.25  988.5    215.41    -0.90    -9999
YAKUTSK    120517 300  105500-110000   00     239.71  988.6    215.89    -0.70    -9999
YAKUTSK    120517 300  110000-110500   00     241.20  988.6    217.25    -0.10    -9999
YAKUTSK    120517 300  110500-111000   00     240.32  988.6    216.56    -0.40    -9999
YAKUTSK    120517 300  111000-111500   00     241.28  988.7    217.49     0.00    -9999
YAKUTSK    120517 300  111500-112000   00     240.83  988.7    217.15    -0.10    -9999
YAKUTSK    120517 300  112000-112500   00     238.77  988.8    215.33    -1.00    -9999
YAKUTSK    120517 300  112500-113000   00     239.31  988.7    215.81    -0.70    -9999
YAKUTSK    120517 300  113000-113500   00     242.19  988.7    218.35     0.40    -9999
YAKUTSK    120517 300  113500-114000   00     240.99  988.7    217.33     0.00    -9999
YAKUTSK    120517 300  114000-114500   00     239.39  988.8    215.92    -0.70    -9999
YAKUTSK    120517 300  114500-115000   00     240.16  988.7    216.56    -0.40    -9999
YAKUTSK    120517 300  115000-115500   00     240.83  988.8    217.20    -0.10    -9999
YAKUTSK    120517 300  115500-120000   00     241.71  988.8    218.05     0.30    -9999
YAKUTSK    120517 300  120000-120500   00     240.43  988.9    217.01    -0.20    -9999
YAKUTSK    120517 300  120500-121000   00     240.67  989.0    217.33     0.00    -9999
YAKUTSK    120517 300  121000-121500   00     237.44  989.0    214.51    -1.30    -9999
YAKUTSK    120517 300  121500-122000   00     238.16  989.0    215.17    -1.00    -9999
YAKUTSK    120517 300  122000-122500   00     239.12  988.9    215.92    -0.70    -9999
YAKUTSK    120517 300  122500-123000   00     239.28  988.9    216.05    -0.60    -9999
YAKUTSK    120517 300  123000-123500   00     237.65  989.0    214.67    -1.30    -9999
YAKUTSK    120517 300  123500-124000   00     239.47  989.0    216.35    -0.50    -9999
YAKUTSK    120517 300  124000-124500   00     238.43  989.0    215.47    -0.90    -9999
YAKUTSK    120517 300  124500-125000   00     238.77  989.0    215.79    -0.70    -9999
YAKUTSK    120517 300  125000-125500   00     238.85  989.0    215.81    -0.70    -9999
YAKUTSK    120517 300  125500-130000   00     238.32  989.0    215.36    -0.90    -9999
YAKUTSK    120517 300  130000-130500   00     237.92  989.0    214.99    -1.10    -9999
YAKUTSK    120517 300  130500-131000   00     239.15  989.1    216.21    -0.60    -9999
YAKUTSK    120517 300  131000-131500   00     241.76  989.1    218.61     0.60    -9999
YAKUTSK    120517 300  131500-132000   00     239.25  989.1    216.35    -0.50    -9999
YAKUTSK    120517 300  132000-132500   00     237.01  989.2    214.37    -1.40    -9999
YAKUTSK    120517 300  132500-133000   00     238.85  989.2    216.13    -0.60    -9999
YAKUTSK    120517 300  133000-133500   00     238.61  989.2    215.84    -0.70    -9999
YAKUTSK    120517 300  133500-134000   00     239.73  989.2    216.88    -0.20    -9999
YAKUTSK    120517 300  134000-134500   00     238.05  989.2    215.36    -0.90    -9999
YAKUTSK    120517 300  134500-135000   00     240.64  989.3    217.81     0.20    -9999
YAKUTSK    120517 300  135000-135500   00     239.55  989.3    216.91    -0.20    -9999
YAKUTSK    120517 300  135500-140000   00     237.76  989.3    215.33    -1.00    -9999
YAKUTSK    120517 300  140000-140500   00     238.80  989.3    216.29    -0.50    -9999
YAKUTSK    120517 300  140500-141000   00     236.96  989.4    214.64    -1.30    -9999
YAKUTSK    120517 300  141000-141500   00     236.21  989.4    214.00    -1.60    -9999
YAKUTSK    120517 300  141500-142000   00     236.91  989.4    214.72    -1.20    -9999
YAKUTSK    120517 300  142000-142500   00     237.87  989.4    215.52    -0.90    -9999
YAKUTSK    120517 300  142500-143000   00     238.24  989.4    215.89    -0.70    -9999
YAKUTSK    120517 300  143000-143500   00     236.80  989.5    214.67    -1.30    -9999
YAKUTSK    120517 300  143500-144000   00     238.80  989.5    216.48    -0.40    -9999
YAKUTSK    120517 300  144000-144500   00     235.79  989.4    213.68    -1.70    -9999
YAKUTSK    120517 300  144500-145000   00     238.05  989.5    215.79    -0.70    -9999
YAKUTSK    120517 300  145000-145500   00     238.51  989.5    216.19    -0.60    -9999
YAKUTSK    120517 300  145500-150000   00     238.48  989.5    216.24    -0.50    -9999
YAKUTSK    120517 300  150000-150500   00     237.15  989.5    215.04    -1.10    -9999
YAKUTSK    120517 300  150500-151000   00     239.12  989.5    216.91    -0.20    -9999
YAKUTSK    120517 300  151000-151500   00     237.65  989.6    215.63    -0.80    -9999
YAKUTSK    120517 300  151500-152000   00     239.09  989.6    216.91    -0.20    -9999
YAKUTSK    120517 300  152000-152500   00     239.20  989.5    216.99    -0.20    -9999
YAKUTSK    120517 300  152500-153000   00     237.76  989.5    215.60    -0.80    -9999
YAKUTSK    120517 300  153000-153500   00     237.89  989.5    215.71    -0.80    -9999
YAKUTSK    120517 300  153500-154000   00     238.21  989.5    215.97    -0.70    -9999
YAKUTSK    120517 300  154000-154500   00     239.44  989.4    216.96    -0.20    -9999
YAKUTSK    120517 300  154500-155000   00     238.40  989.4    215.92    -0.70    -9999
YAKUTSK    120517 300  155000-155500   00     236.80  989.4    214.53    -1.30    -9999
YAKUTSK    120517 300  155500-160000   00     237.87  989.4    215.57    -0.80    -9999
YAKUTSK    120517 300  160000-160500   00     240.83  989.5    218.27     0.40    -9999
YAKUTSK    120517 300  160500-161000   00     238.67  989.5    216.43    -0.50    -9999
YAKUTSK    120517 300  161000-161500   00     239.04  989.5    216.72    -0.30    -9999
YAKUTSK    120517 300  161500-162000   00     237.60  989.4    215.33    -1.00    -9999
YAKUTSK    120517 300  162000-162500   00     237.76  989.4    215.47    -0.90    -9999
YAKUTSK    120517 300  162500-163000   00     240.75  989.4    218.19     0.40    -9999
YAKUTSK    120517 300  163000-163500   00     238.29  989.4    216.00    -0.60    -9999
YAKUTSK    120517 300  163500-164000   00     240.53  989.5    218.03     0.30    -9999
YAKUTSK    120517 300  164000-164500   00     238.32  989.5    216.13    -0.60    -9999
YAKUTSK    120517 300  164500-165000   00     241.36  989.5    218.93     0.70    -9999
YAKUTSK    120517 300  165000-165500   00     238.59  989.6    216.51    -0.40    -9999
YAKUTSK    120517 300  165500-170000   00     241.04  989.6    218.69     0.60    -9999
YAKUTSK    120517 300  170000-170500   00     237.73  989.5    215.63    -0.80    -9999
YAKUTSK    120517 300  170500-171000   00     237.63  989.5    215.44    -0.90    -9999
YAKUTSK    120517 300  171000-171500   00     237.44  989.4    215.17    -1.00    -9999
YAKUTSK    120517 300  171500-172000   00     239.12  989.3    216.56    -0.40    -9999
YAKUTSK    120517 300  172000-172500   00     238.96  989.2    216.21    -0.60    -9999
YAKUTSK    120517 300  172500-173000   00     239.65  989.1    216.64    -0.40    -9999
YAKUTSK    120517 300  173000-173500   00     239.33  989.0    216.24    -0.50    -9999
YAKUTSK    120517 300  173500-174000   00     237.55  989.0    214.59    -1.30    -9999
YAKUTSK    120517 300  174000-174500   00     238.08  989.0    215.04    -1.10    -9999
YAKUTSK    120517 300  174500-175000   00     241.73  988.9    218.21     0.40    -9999
YAKUTSK    120517 300  175000-175500   00     240.59  988.9    217.12    -0.10    -9999
YAKUTSK    120517 300  175500-180000   00     238.72  988.9    215.47    -0.90    -9999
YAKUTSK    120517 300  180000-180500   00     238.24  988.9    215.04    -1.10    -9999
YAKUTSK    120517 300  180500-181000   00     239.84  988.9    216.51    -0.40    -9999
YAKUTSK    120517 300  181000-181500   00     239.65  989.0    216.45    -0.40    -9999
YAKUTSK    120517 300  181500-182000   00     238.67  988.9    215.44    -0.90    -9999
YAKUTSK    120517 300  182000-182500   00     240.00  989.0    216.80    -0.30    -9999
YAKUTSK    120517 300  182500-183000   00     238.77  989.1    215.84    -0.70    -9999
YAKUTSK    120517 300  183000-183500   00     240.05  989.0    216.88    -0.20    -9999
YAKUTSK    120517 300  183500-184000   00     241.15  988.9    217.79     0.20    -9999
YAKUTSK    120517 300  184000-184500   00     238.77  988.9    215.57    -0.80    -9999
YAKUTSK    120517 300  184500-185000   00     238.96  989.0    215.92    -0.70    -9999
YAKUTSK    120517 300  185000-185500   00     237.81  989.1    215.01    -1.10    -9999
YAKUTSK    120517 300  185500-190000   00     238.56  989.1    215.71    -0.80    -9999
YAKUTSK    120517 300  190000-190500   00     238.53  989.2    215.81    -0.70    -9999
YAKUTSK    120517 300  190500-191000   00     236.75  989.1    214.11    -1.50    -9999
YAKUTSK    120517 300  191000-191500   00     236.24  989.2    213.71    -1.70    -9999
YAKUTSK    120517 300  191500-192000   00     238.69  989.2    216.00    -0.60    -9999
YAKUTSK    120517 300  192000-192500   00     237.47  989.2    214.88    -1.20    -9999
YAKUTSK    120517 300  192500-193000   00     236.24  989.2    213.76    -1.70    -9999
YAKUTSK    120517 300  193000-193500   00     238.67  989.2    216.00    -0.60    -9999
YAKUTSK    120517 300  193500-194000   00     238.13  989.2    215.52    -0.90    -9999
YAKUTSK    120517 300  194000-194500   00     239.55  989.4    216.96    -0.20    -9999
YAKUTSK    120517 300  194500-195000   00     238.88  989.4    216.45    -0.40    -9999
YAKUTSK    120517 300  195000-195500   00     238.88  989.4    216.45    -0.40    -9999
YAKUTSK    120517 300  195500-200000   00     240.16  989.5    217.68     0.10    -9999
YAKUTSK    120517 300  200000-200500   00     236.11  989.5    214.03    -1.60    -9999
YAKUTSK    120517 300  200500-201000   00     239.92  989.5    217.52     0.10    -9999
YAKUTSK    120517 300  201000-201500   00     238.21  989.5    215.97    -0.70    -9999
YAKUTSK    120517 300  201500-202000   00     236.45  989.4    214.27    -1.40    -9999
YAKUTSK    120517 300  202000-202500   00     238.08  989.4    215.71    -0.80    -9999
YAKUTSK    120517 300  202500-203000   00     240.27  989.3    217.63     0.10    -9999
YAKUTSK    120517 300  203000-203500   00     238.32  989.4    215.87    -0.70    -9999
YAKUTSK    120517 300  203500-204000   00     238.27  989.4    215.84    -0.70    -9999
YAKUTSK    120517 300  204000-204500   00     239.15  989.4    216.64    -0.40    -9999
YAKUTSK    120517 300  204500-205000   00     235.65  989.3    213.39    -1.80    -9999
YAKUTSK    120517 300  205000-205500   00     239.49  989.2    216.75    -0.30    -9999
YAKUTSK    120517 300  205500-210000   00     238.64  989.2    215.89    -0.70    -9999
YAKUTSK    120517 300  210000-210500   00     240.08  989.2    217.15    -0.10    -9999
YAKUTSK    120517 300  210500-211000   00     239.39  989.3    216.69    -0.30    -9999
YAKUTSK    120517 300  211000-211500   00     239.84  989.3    217.20    -0.10    -9999
YAKUTSK    120517 300  211500-212000   00     239.44  989.4    216.93    -0.20    -9999
YAKUTSK    120517 300  212000-212500   00     239.04  989.4    216.59    -0.40    -9999
YAKUTSK    120517 300  212500-213000   00     239.97  989.4    217.36     0.00    -9999
YAKUTSK    120517 300  213000-213500   00     236.24  989.4    213.97    -1.60    -9999
YAKUTSK    120517 300  213500-214000   00     239.25  989.4    216.75    -0.30    -9999
YAKUTSK    120517 300  214000-214500   00     240.00  989.4    217.47     0.00    -9999
YAKUTSK    120517 300  214500-215000   00     238.03  989.4    215.71    -0.80    -9999
YAKUTSK    120517 300  215000-215500   00     239.44  989.4    217.01    -0.20    -9999
YAKUTSK    120517 300  215500-220000   00     238.29  989.4    215.97    -0.70    -9999
YAKUTSK    120517 300  220000-220500   00     238.99  989.4    216.59    -0.40    -9999
YAKUTSK    120517 300  220500-221000   00     240.29  989.4    217.68     0.10    -9999
YAKUTSK    120517 300  221000-221500   00     239.81  989.3    217.15    -0.10    -9999
YAKUTSK    120517 300  221500-222000   00     240.83  989.3    218.03     0.30    -9999
