ALMA-ATA-B LATITUDE    43.14     LONGITUDE     76.6      ALTITUDE    3340 M
ALMA-ATA-B INSTRUMENT   18-NM-64  NEUTRON MONITOR
ALMA-ATA-B STANDARD PRESSURE    679.3   MB     COEFFICIENT   -0.72     % / MB
ALMA-ATA-B PRE-INCREASE BASELINE TIME INTERVAL    000714    090000-100000   UT
ALMA-ATA-B PRE-INCREASE AVERAGE COUNTING RATE  1,138.36      COUNTS PER SECOND
ALMA-ATA-B TIME INTERVALS    60          3600     
ALMA-ATA-B SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (MB)      C/S
ALMA-ATA-B 000714 60   114900-115000   00    1127.20  678.8   1122.83    -1.40    -9999
ALMA-ATA-B 000714 60   115000-115100   00    1140.00  678.8   1135.56    -0.20    -9999
ALMA-ATA-B 000714 60   115100-115200   00    1153.73  678.8   1149.23     1.00    -9999
ALMA-ATA-B 000714 60   115200-115300   00    1133.33  678.8   1128.89    -0.80    -9999
ALMA-ATA-B 000714 60   115300-115400   00    1148.53  678.8   1144.02     0.50    -9999
ALMA-ATA-B 000714 60   115400-115500   00    1148.93  678.8   1144.40     0.50    -9999
ALMA-ATA-B 000714 60   115500-115600   00    1143.87  678.7   1139.34     0.10    -9999
ALMA-ATA-B 000714 60   115600-115700   00    1152.53  678.7   1147.95     0.80    -9999
ALMA-ATA-B 000714 60   115700-115800   00    1130.80  678.7   1126.29    -1.10    -9999
ALMA-ATA-B 000714 60   115800-115900   00    1140.13  678.7   1135.57    -0.20    -9999
ALMA-ATA-B 000714 60   115900-120000   00    1154.53  678.7   1149.90     1.00    -9999
ALMA-ATA-B 000714 60   120000-120100   00    1131.33  678.7   1126.68    -1.00    -9999
ALMA-ATA-B 000714 60   120100-120200   00    1143.73  678.7   1139.01     0.10    -9999
ALMA-ATA-B 000714 60   120200-120300   00    1145.07  678.7   1140.33     0.20    -9999
ALMA-ATA-B 000714 60   120300-120400   00    1151.60  678.7   1146.82     0.70    -9999
ALMA-ATA-B 000714 60   120400-120500   00    1159.33  678.7   1154.51     1.40    -9999
ALMA-ATA-B 000714 60   120500-120600   00    1138.93  678.7   1134.18    -0.40    -9999
ALMA-ATA-B 000714 60   120600-120700   00    1142.67  678.7   1137.89     0.00    -9999
ALMA-ATA-B 000714 60   120700-120800   00    1158.67  678.7   1153.81     1.40    -9999
ALMA-ATA-B 000714 60   120800-120900   00    1133.87  678.7   1129.10    -0.80    -9999
ALMA-ATA-B 000714 60   120900-121000   00    1157.60  678.7   1152.73     1.30    -9999
ALMA-ATA-B 000714 60   121000-121100   00    1128.00  678.7   1123.24    -1.30    -9999
ALMA-ATA-B 000714 60   121100-121200   00    1141.73  678.7   1136.91    -0.10    -9999
ALMA-ATA-B 000714 60   121200-121300   00    1138.13  678.7   1133.31    -0.40    -9999
ALMA-ATA-B 000714 60   121300-121400   00    1149.07  678.7   1144.19     0.50    -9999
ALMA-ATA-B 000714 60   121400-121500   00    1141.73  678.7   1136.88    -0.10    -9999
ALMA-ATA-B 000714 60   121500-121600   00    1119.33  678.7   1114.57    -2.10    -9999
ALMA-ATA-B 000714 60   121600-121700   00    1131.87  678.7   1127.04    -1.00    -9999
ALMA-ATA-B 000714 60   121700-121800   00    1128.53  678.7   1123.72    -1.30    -9999
ALMA-ATA-B 000714 60   121800-121900   00    1145.73  678.7   1140.84     0.20    -9999
ALMA-ATA-B 000714 60   121900-122000   00    1177.87  678.7   1172.83     3.00    -9999
ALMA-ATA-B 000714 60   122000-122100   00    1154.80  678.7   1149.85     1.00    -9999
ALMA-ATA-B 000714 60   122100-122200   00    1136.40  678.7   1131.53    -0.60    -9999
ALMA-ATA-B 000714 60   122200-122300   00    1144.93  678.7   1140.02     0.10    -9999
ALMA-ATA-B 000714 60   122300-122400   00    1156.00  678.7   1151.03     1.10    -9999
ALMA-ATA-B 000714 60   122400-122500   00    1140.27  678.7   1135.36    -0.30    -9999
ALMA-ATA-B 000714 60   122500-122600   00    1164.40  678.7   1159.39     1.80    -9999
ALMA-ATA-B 000714 60   122600-122700   00    1145.60  678.7   1140.67     0.20    -9999
ALMA-ATA-B 000714 60   122700-122800   00    1158.00  678.7   1153.01     1.30    -9999
ALMA-ATA-B 000714 60   122800-122900   00    1152.27  678.7   1147.30     0.80    -9999
ALMA-ATA-B 000714 60   122900-123000   00    1133.60  678.7   1128.72    -0.80    -9999
ALMA-ATA-B 000714 60   123000-123100   00    1125.87  678.7   1121.01    -1.50    -9999
ALMA-ATA-B 000714 60   123100-123200   00    1140.93  678.7   1136.02    -0.20    -9999
ALMA-ATA-B 000714 60   123200-123300   00    1145.87  678.7   1140.93     0.20    -9999
ALMA-ATA-B 000714 60   123300-123400   00    1126.67  678.7   1121.81    -1.50    -9999
ALMA-ATA-B 000714 60   123400-123500   00    1124.13  678.7   1119.29    -1.70    -9999
ALMA-ATA-B 000714 60   123500-123600   00    1138.53  678.7   1133.63    -0.40    -9999
ALMA-ATA-B 000714 60   123600-123700   00    1128.67  678.7   1123.81    -1.30    -9999
ALMA-ATA-B 000714 60   123700-123800   00    1169.60  678.7   1164.57     2.30    -9999
ALMA-ATA-B 000714 60   123800-123900   00    1144.13  678.7   1139.21     0.10    -9999
ALMA-ATA-B 000714 60   123900-124000   00    1135.33  678.7   1130.45    -0.70    -9999
ALMA-ATA-B 000714 60   124000-124100   00    1158.13  678.7   1153.16     1.30    -9999
ALMA-ATA-B 000714 60   124100-124200   00    1151.20  678.7   1146.26     0.70    -9999
ALMA-ATA-B 000714 60   124200-124300   00    1124.00  678.7   1119.18    -1.70    -9999
ALMA-ATA-B 000714 60   124300-124400   00    1127.20  678.7   1122.37    -1.40    -9999
ALMA-ATA-B 000714 60   124400-124500   00    1126.67  678.7   1121.85    -1.50    -9999
ALMA-ATA-B 000714 60   124500-124600   00    1132.80  678.7   1127.96    -0.90    -9999
ALMA-ATA-B 000714 60   124600-124700   00    1144.27  678.7   1139.38     0.10    -9999
ALMA-ATA-B 000714 60   124700-124800   00    1126.00  678.7   1121.20    -1.50    -9999
ALMA-ATA-B 000714 60   124800-124900   00    1151.33  678.7   1146.43     0.70    -9999
ALMA-ATA-B 000714 60   124900-125000   00    1158.13  678.7   1153.21     1.30    -9999
ALMA-ATA-B 000714 60   125000-125100   00    1154.53  678.7   1149.64     1.00    -9999
ALMA-ATA-B 000714 60   125100-125200   00    1136.53  678.7   1131.72    -0.60    -9999
ALMA-ATA-B 000714 60   125200-125300   00    1142.67  678.7   1137.84     0.00    -9999
ALMA-ATA-B 000714 60   125300-125400   00    1117.73  678.7   1113.02    -2.20    -9999
ALMA-ATA-B 000714 60   125400-125500   00    1142.80  678.7   1137.99     0.00    -9999
ALMA-ATA-B 000714 60   125500-125600   00    1148.53  678.7   1143.71     0.50    -9999
ALMA-ATA-B 000714 60   125600-125700   00    1138.80  678.7   1134.03    -0.40    -9999
ALMA-ATA-B 000714 60   125700-125800   00    1138.13  678.7   1133.37    -0.40    -9999
ALMA-ATA-B 000714 60   125800-125900   00    1130.00  678.7   1125.29    -1.10    -9999
ALMA-ATA-B 000714 60   125900-130000   00    1144.00  678.7   1139.24     0.10    -9999
ALMA-ATA-B 000714 60   130000-130100   00    1153.60  678.8   1149.12     0.90    -9999
ALMA-ATA-B 000714 60   130100-130200   00    1146.93  678.8   1142.50     0.40    -9999
ALMA-ATA-B 000714 60   130200-130300   00    1133.33  678.8   1128.96    -0.80    -9999
ALMA-ATA-B 000714 60   130300-130400   00    1157.20  678.8   1152.75     1.30    -9999
ALMA-ATA-B 000714 60   130400-130500   00    1136.13  678.8   1131.78    -0.60    -9999
ALMA-ATA-B 000714 60   130500-130600   00    1137.73  678.8   1133.39    -0.40    -9999
ALMA-ATA-B 000714 60   130600-130700   00    1143.20  678.8   1138.84     0.00    -9999
ALMA-ATA-B 000714 60   130700-130800   00    1135.20  678.8   1130.89    -0.70    -9999
ALMA-ATA-B 000714 60   130800-130900   00    1128.67  678.8   1124.39    -1.20    -9999
ALMA-ATA-B 000714 60   130900-131000   00    1135.87  678.8   1131.58    -0.60    -9999
ALMA-ATA-B 000714 60   131000-131100   00    1127.87  678.8   1123.62    -1.30    -9999
ALMA-ATA-B 000714 60   131100-131200   00    1153.60  678.8   1149.27     1.00    -9999
ALMA-ATA-B 000714 60   131200-131300   00    1130.00  678.8   1125.76    -1.10    -9999
ALMA-ATA-B 000714 60   131300-131400   00    1126.00  678.8   1121.79    -1.50    -9999
ALMA-ATA-B 000714 60   131400-131500   00    1157.20  678.8   1152.89     1.30    -9999
ALMA-ATA-B 000714 60   131500-131600   00    1141.07  678.8   1136.82    -0.10    -9999
ALMA-ATA-B 000714 60   131600-131700   00    1152.27  678.8   1147.99     0.80    -9999
ALMA-ATA-B 000714 60   131700-131800   00    1148.13  678.8   1143.88     0.50    -9999
ALMA-ATA-B 000714 60   131800-131900   00    1147.60  678.8   1143.36     0.40    -9999
ALMA-ATA-B 000714 60   131900-132000   00    1139.87  678.8   1135.67    -0.20    -9999
ALMA-ATA-B 000714 60   132000-132100   00    1147.73  678.8   1143.51     0.50    -9999
ALMA-ATA-B 000714 60   132100-132200   00    1160.67  678.8   1156.41     1.60    -9999
ALMA-ATA-B 000714 60   132200-132300   00    1128.67  678.8   1124.54    -1.20    -9999
ALMA-ATA-B 000714 60   132300-132400   00    1129.33  678.8   1125.21    -1.20    -9999
ALMA-ATA-B 000714 60   132400-132500   00    1144.53  678.8   1140.36     0.20    -9999
ALMA-ATA-B 000714 60   132500-132600   00    1151.07  678.8   1146.88     0.70    -9999
ALMA-ATA-B 000714 60   132600-132700   00    1121.33  678.8   1117.26    -1.90    -9999
ALMA-ATA-B 000714 60   132700-132800   00    1136.93  678.8   1132.81    -0.50    -9999
ALMA-ATA-B 000714 60   132800-132900   00    1131.07  678.8   1126.98    -1.00    -9999
ALMA-ATA-B 000714 60   132900-133000   00    1156.67  678.8   1152.49     1.20    -9999
ALMA-ATA-B 000714 60   133000-133100   00    1160.40  678.8   1156.22     1.60    -9999
ALMA-ATA-B 000714 60   133100-133200   00    1141.73  678.8   1137.63    -0.10    -9999
ALMA-ATA-B 000714 60   133200-133300   00    1139.47  678.8   1135.38    -0.30    -9999
ALMA-ATA-B 000714 60   133300-133400   00    1144.80  678.8   1140.70     0.20    -9999
ALMA-ATA-B 000714 60   133400-133500   00    1150.53  678.8   1146.42     0.70    -9999
ALMA-ATA-B 000714 60   133500-133600   00    1141.20  678.8   1137.12    -0.10    -9999
ALMA-ATA-B 000714 60   133600-133700   00    1130.67  678.8   1126.63    -1.00    -9999
ALMA-ATA-B 000714 60   133700-133800   00    1130.27  678.8   1126.24    -1.10    -9999
ALMA-ATA-B 000714 60   133800-133900   00    1146.40  678.8   1142.32     0.30    -9999
ALMA-ATA-B 000714 60   133900-134000   00    1163.33  678.8   1159.20     1.80    -9999
ALMA-ATA-B 000714 60   134000-134100   00    1149.07  678.8   1144.99     0.60    -9999
ALMA-ATA-B 000714 60   134100-134200   00    1130.40  678.8   1126.39    -1.10    -9999
ALMA-ATA-B 000714 60   134200-134300   00    1162.67  678.8   1158.55     1.80    -9999
ALMA-ATA-B 000714 60   134300-134400   00    1142.93  678.8   1138.89     0.00    -9999
ALMA-ATA-B 000714 60   134400-134500   00    1156.27  678.8   1152.18     1.20    -9999
ALMA-ATA-B 000714 60   134500-134600   00    1125.73  678.8   1121.76    -1.50    -9999
ALMA-ATA-B 000714 60   134600-134700   00    1137.73  678.8   1133.72    -0.40    -9999
ALMA-ATA-B 000714 60   134700-134800   00    1133.73  678.8   1129.74    -0.80    -9999
ALMA-ATA-B 000714 60   134800-134900   00    1138.67  678.8   1134.66    -0.30    -9999
ALMA-ATA-B 000714 60   134900-135000   00    1140.67  678.8   1136.65    -0.10    -9999
ALMA-ATA-B 000714 60   135000-135100   00    1152.27  678.8   1148.21     0.90    -9999
ALMA-ATA-B 000714 60   135100-135200   00    1152.53  678.8   1148.48     0.90    -9999
ALMA-ATA-B 000714 60   135200-135300   00    1126.67  678.8   1122.71    -1.40    -9999
ALMA-ATA-B 000714 60   135300-135400   00    1149.73  678.8   1145.70     0.60    -9999
ALMA-ATA-B 000714 60   135400-135500   00    1165.47  678.8   1161.38     2.00    -9999
ALMA-ATA-B 000714 60   135500-135600   00    1137.47  678.8   1133.48    -0.40    -9999
ALMA-ATA-B 000714 60   135600-135700   00    1138.00  678.8   1134.01    -0.40    -9999
ALMA-ATA-B 000714 60   135700-135800   00    1139.60  678.8   1135.60    -0.20    -9999
ALMA-ATA-B 000714 60   135800-135900   00    1142.67  678.8   1138.66     0.00    -9999
ALMA-ATA-B 000714 60   135900-140000   00    1149.47  678.8   1145.44     0.60    -9999
ALMA-ATA-B 000714 60   140000-140100   00    1112.80  678.8   1108.60    -2.60    -9999
ALMA-ATA-B 000714 60   140100-140200   00    1133.07  678.8   1128.79    -0.80    -9999
ALMA-ATA-B 000714 60   140200-140300   00    1142.53  678.8   1138.22     0.00    -9999
ALMA-ATA-B 000714 60   140300-140400   00    1128.53  678.8   1124.28    -1.20    -9999
ALMA-ATA-B 000714 60   140400-140500   00    1158.27  678.8   1153.90     1.40    -9999
ALMA-ATA-B 000714 60   140500-140600   00    1146.67  678.8   1142.34     0.40    -9999
ALMA-ATA-B 000714 60   140600-140700   00    1138.80  678.8   1134.51    -0.30    -9999
ALMA-ATA-B 000714 60   140700-140800   00    1144.67  678.8   1140.35     0.20    -9999
ALMA-ATA-B 000714 60   140800-140900   00    1143.07  678.8   1138.76     0.00    -9999
ALMA-ATA-B 000714 60   140900-141000   00    1153.33  678.8   1148.99     0.90    -9999
ALMA-ATA-B 000714 60   141000-141100   00    1151.33  678.8   1147.01     0.80    -9999
ALMA-ATA-B 000714 60   141100-141200   00    1150.13  678.8   1145.81     0.70    -9999
ALMA-ATA-B 000714 60   141200-141300   00    1147.73  678.8   1143.43     0.40    -9999
ALMA-ATA-B 000714 60   141300-141400   00    1153.87  678.8   1149.54     1.00    -9999
ALMA-ATA-B 000714 60   141400-141500   00    1140.67  678.8   1136.40    -0.20    -9999
ALMA-ATA-B 000714 60   141500-141600   00    1125.87  678.8   1121.66    -1.50    -9999
ALMA-ATA-B 000714 60   141600-141700   00    1134.93  678.8   1130.70    -0.70    -9999
ALMA-ATA-B 000714 60   141700-141800   00    1130.93  678.8   1126.72    -1.00    -9999
ALMA-ATA-B 000714 60   141800-141900   00    1144.93  678.8   1140.68     0.20    -9999
ALMA-ATA-B 000714 60   141900-142000   00    1135.07  678.8   1130.85    -0.70    -9999
ALMA-ATA-B 000714 60   142000-142100   00    1137.73  678.8   1133.52    -0.40    -9999
ALMA-ATA-B 000714 60   142100-142200   00    1140.40  678.8   1136.18    -0.20    -9999
ALMA-ATA-B 000714 60   142200-142300   00    1150.53  678.8   1146.29     0.70    -9999
ALMA-ATA-B 000714 60   142300-142400   00    1134.93  678.8   1130.76    -0.70    -9999
ALMA-ATA-B 000714 60   142400-142500   00    1140.53  678.8   1136.35    -0.20    -9999
ALMA-ATA-B 000714 60   142500-142600   00    1128.40  678.8   1124.27    -1.20    -9999
ALMA-ATA-B 000714 60   142600-142700   00    1117.07  678.8   1112.99    -2.20    -9999
ALMA-ATA-B 000714 60   142700-142800   00    1134.40  678.8   1130.27    -0.70    -9999
ALMA-ATA-B 000714 60   142800-142900   00    1141.47  678.8   1137.32    -0.10    -9999
ALMA-ATA-B 000714 60   142900-143000   00    1146.27  678.8   1142.11     0.30    -9999
ALMA-ATA-B 000714 60   143000-143100   00    1156.67  678.8   1152.49     1.20    -9999
ALMA-ATA-B 000714 60   143100-143200   00    1120.00  678.8   1115.97    -2.00    -9999
ALMA-ATA-B 000714 60   143200-143300   00    1144.00  678.8   1139.90     0.10    -9999
ALMA-ATA-B 000714 60   143300-143400   00    1125.33  678.8   1121.31    -1.50    -9999
ALMA-ATA-B 000714 60   143400-143500   00    1135.87  678.8   1131.82    -0.60    -9999
ALMA-ATA-B 000714 60   143500-143600   00    1124.80  678.8   1120.81    -1.50    -9999
ALMA-ATA-B 000714 60   143600-143700   00    1145.07  678.8   1141.02     0.20    -9999
ALMA-ATA-B 000714 60   143700-143800   00    1147.60  678.8   1143.56     0.50    -9999
ALMA-ATA-B 000714 60   143800-143900   00    1137.73  678.8   1133.74    -0.40    -9999
ALMA-ATA-B 000714 60   143900-144000   00    1145.60  678.8   1141.60     0.30    -9999
ALMA-ATA-B 000714 60   144000-144100   00    1127.20  678.8   1123.28    -1.30    -9999
ALMA-ATA-B 000714 60   144100-144200   00    1151.07  678.8   1147.08     0.80    -9999
ALMA-ATA-B 000714 60   144200-144300   00    1142.67  678.8   1138.73     0.00    -9999
ALMA-ATA-B 000714 60   144300-144400   00    1133.20  678.8   1129.31    -0.80    -9999
ALMA-ATA-B 000714 60   144400-144500   00    1143.33  678.8   1139.43     0.10    -9999
ALMA-ATA-B 000714 60   144500-144600   00    1117.73  678.8   1113.94    -2.10    -9999
ALMA-ATA-B 000714 60   144600-144700   00    1140.40  678.8   1136.55    -0.20    -9999
ALMA-ATA-B 000714 60   144700-144800   00    1131.73  678.8   1127.93    -0.90    -9999
ALMA-ATA-B 000714 60   144800-144900   00    1134.13  678.8   1130.34    -0.70    -9999
ALMA-ATA-B 000714 60   144900-145000   00    1143.33  678.8   1139.53     0.10    -9999
ALMA-ATA-B 000714 60   145000-145100   00    1133.20  678.8   1129.46    -0.80    -9999
ALMA-ATA-B 000714 60   145100-145200   00    1148.00  678.8   1144.23     0.50    -9999
ALMA-ATA-B 000714 60   145200-145300   00    1143.07  678.8   1139.33     0.10    -9999
ALMA-ATA-B 000714 60   145300-145400   00    1139.87  678.8   1136.17    -0.20    -9999
ALMA-ATA-B 000714 60   145400-145500   00    1146.80  678.9   1143.10     0.40    -9999
ALMA-ATA-B 000714 60   145500-145600   00    1145.20  678.9   1141.53     0.30    -9999
ALMA-ATA-B 000714 60   145600-145700   00    1129.07  678.9   1125.48    -1.10    -9999
ALMA-ATA-B 000714 60   145700-145800   00    1127.47  678.9   1123.90    -1.30    -9999
ALMA-ATA-B 000714 60   145800-145900   00    1138.53  678.9   1134.96    -0.30    -9999
ALMA-ATA-B 000714 60   145900-150000   00    1127.60  678.9   1124.09    -1.30    -9999
ALMA-ATA-B 000714 60   150000-150100   00    1166.40  678.9   1163.21     2.20    -9999
ALMA-ATA-B 000714 60   150100-150200   00    1150.67  678.9   1147.55     0.80    -9999
ALMA-ATA-B 000714 60   150200-150300   00    1138.00  678.9   1134.95    -0.30    -9999
ALMA-ATA-B 000714 60   150300-150400   00    1140.27  678.9   1137.23    -0.10    -9999
ALMA-ATA-B 000714 60   150400-150500   00    1153.87  678.9   1150.82     1.10    -9999
ALMA-ATA-B 000714 60   150500-150600   00    1137.60  678.9   1134.63    -0.30    -9999
ALMA-ATA-B 000714 60   150600-150700   00    1140.27  678.9   1137.31    -0.10    -9999
ALMA-ATA-B 000714 60   150700-150800   00    1147.33  678.9   1144.38     0.50    -9999
ALMA-ATA-B 000714 60   150800-150900   00    1146.27  678.9   1143.34     0.40    -9999
ALMA-ATA-B 000714 60   150900-151000   00    1134.80  678.9   1131.93    -0.60    -9999
ALMA-ATA-B 000714 60   151000-151100   00    1141.87  679.0   1139.00     0.10    -9999
ALMA-ATA-B 000714 60   151100-151200   00    1151.60  679.0   1148.74     0.90    -9999
ALMA-ATA-B 000714 60   151200-151300   00    1142.40  679.0   1139.58     0.10    -9999
ALMA-ATA-B 000714 60   151300-151400   00    1151.33  679.0   1148.52     0.90    -9999
ALMA-ATA-B 000714 60   151400-151500   00    1140.27  679.0   1137.50    -0.10    -9999
ALMA-ATA-B 000714 60   151500-151600   00    1147.07  679.0   1144.30     0.50    -9999
ALMA-ATA-B 000714 60   151600-151700   00    1158.40  679.0   1155.63     1.50    -9999
ALMA-ATA-B 000714 60   151700-151800   00    1147.47  679.0   1144.74     0.60    -9999
ALMA-ATA-B 000714 60   151800-151900   00    1134.13  679.0   1131.46    -0.60    -9999
ALMA-ATA-B 000714 60   151900-152000   00    1139.47  679.0   1136.80    -0.10    -9999
ALMA-ATA-B 000714 60   152000-152100   00    1141.07  679.0   1138.42     0.00    -9999
ALMA-ATA-B 000714 60   152100-152200   00    1128.27  679.0   1125.67    -1.10    -9999
ALMA-ATA-B 000714 60   152200-152300   00    1137.33  679.0   1134.73    -0.30    -9999
ALMA-ATA-B 000714 60   152300-152400   00    1138.53  679.0   1135.94    -0.20    -9999
ALMA-ATA-B 000714 60   152400-152500   00    1143.20  679.0   1140.62     0.20    -9999
ALMA-ATA-B 000714 60   152500-152600   00    1142.00  679.0   1139.44     0.10    -9999
ALMA-ATA-B 000714 60   152600-152700   00    1149.60  679.0   1147.04     0.80    -9999
ALMA-ATA-B 000714 60   152700-152800   00    1149.73  679.0   1147.19     0.80    -9999
ALMA-ATA-B 000714 60   152800-152900   00    1122.13  679.0   1119.66    -1.60    -9999
ALMA-ATA-B 000714 60   152900-153000   00    1145.47  679.0   1142.96     0.40    -9999
ALMA-ATA-B 000714 60   153000-153100   00    1143.20  679.0   1140.71     0.20    -9999
ALMA-ATA-B 000714 60   153100-153200   00    1155.87  679.0   1153.37     1.30    -9999
ALMA-ATA-B 000714 60   153200-153300   00    1144.67  679.0   1142.20     0.30    -9999
ALMA-ATA-B 000714 60   153300-153400   00    1116.80  679.0   1114.41    -2.10    -9999
ALMA-ATA-B 000714 60   153400-153500   00    1160.00  679.0   1157.53     1.70    -9999
ALMA-ATA-B 000714 60   153500-153600   00    1145.60  679.0   1143.17     0.40    -9999
ALMA-ATA-B 000714 60   153600-153700   00    1132.13  679.0   1129.75    -0.80    -9999
ALMA-ATA-B 000714 60   153700-153800   00    1145.87  679.0   1143.46     0.40    -9999
ALMA-ATA-B 000714 60   153800-153900   00    1132.40  679.0   1130.04    -0.70    -9999
ALMA-ATA-B 000714 60   153900-154000   00    1146.13  679.0   1143.75     0.50    -9999
ALMA-ATA-B 000714 60   154000-154100   00    1141.47  679.0   1139.10     0.10    -9999
ALMA-ATA-B 000714 60   154100-154200   00    1140.93  679.0   1138.58     0.00    -9999
ALMA-ATA-B 000714 60   154200-154300   00    1131.47  679.0   1129.14    -0.80    -9999
ALMA-ATA-B 000714 60   154300-154400   00    1151.20  679.0   1148.84     0.90    -9999
ALMA-ATA-B 000714 60   154400-154500   00    1142.67  679.0   1140.34     0.20    -9999
ALMA-ATA-B 000714 60   154500-154600   00    1137.73  679.0   1135.42    -0.30    -9999
ALMA-ATA-B 000714 60   154600-154700   00    1150.67  679.0   1148.34     0.90    -9999
ALMA-ATA-B 000714 60   154700-154800   00    1135.73  679.0   1133.44    -0.40    -9999
ALMA-ATA-B 000714 60   154800-154900   00    1156.53  679.0   1154.20     1.40    -9999
ALMA-ATA-B 000714 60   154900-155000   00    1157.73  679.0   1155.41     1.50    -9999
ALMA-ATA-B 000714 60   155000-155100   00    1140.13  679.0   1137.85     0.00    -9999
ALMA-ATA-B 000714 60   155100-155200   00    1144.93  679.0   1142.64     0.40    -9999
ALMA-ATA-B 000714 60   155200-155300   00    1142.13  679.0   1139.85     0.10    -9999
ALMA-ATA-B 000714 60   155300-155400   00    1136.93  679.0   1134.67    -0.30    -9999
ALMA-ATA-B 000714 60   155400-155500   00    1135.73  679.0   1133.47    -0.40    -9999
ALMA-ATA-B 000714 60   155500-155600   00    1151.73  679.0   1149.45     1.00    -9999
ALMA-ATA-B 000714 60   155600-155700   00    1141.07  679.0   1138.80     0.00    -9999
ALMA-ATA-B 000714 60   155700-155800   00    1143.73  679.0   1141.47     0.30    -9999
ALMA-ATA-B 000714 60   155800-155900   00    1137.20  679.0   1134.95    -0.30    -9999
ALMA-ATA-B 000714 60   155900-160000   00    1148.93  679.0   1146.66     0.70    -9999
ALMA-ATA-B 000714 60   160000-160100   00    1151.47  679.0   1148.88     0.90    -9999
ALMA-ATA-B 000714 60   160100-160200   00    1141.87  679.0   1139.30     0.10    -9999
ALMA-ATA-B 000714 60   160200-160300   00    1140.00  679.0   1137.44    -0.10    -9999
ALMA-ATA-B 000714 60   160300-160400   00    1141.47  679.0   1138.90     0.00    -9999
ALMA-ATA-B 000714 60   160400-160500   00    1149.87  679.0   1147.28     0.80    -9999
ALMA-ATA-B 000714 60   160500-160600   00    1150.53  679.0   1147.95     0.80    -9999
ALMA-ATA-B 000714 60   160600-160700   00    1150.67  679.0   1148.08     0.90    -9999
ALMA-ATA-B 000714 60   160700-160800   00    1158.40  679.0   1155.80     1.50    -9999
ALMA-ATA-B 000714 60   160800-160900   00    1156.80  679.0   1154.21     1.40    -9999
ALMA-ATA-B 000714 60   160900-161000   00    1142.00  679.0   1139.44     0.10    -9999
ALMA-ATA-B 000714 60   161000-161100   00    1136.13  679.0   1133.59    -0.40    -9999
ALMA-ATA-B 000714 60   161100-161200   00    1129.60  679.0   1127.07    -1.00    -9999
ALMA-ATA-B 000714 60   161200-161300   00    1139.07  679.0   1136.52    -0.20    -9999
ALMA-ATA-B 000714 60   161300-161400   00    1135.87  679.0   1133.33    -0.40    -9999
ALMA-ATA-B 000714 60   161400-161500   00    1137.33  679.0   1134.80    -0.30    -9999
ALMA-ATA-B 000714 60   161500-161600   00    1147.73  679.0   1145.17     0.60    -9999
ALMA-ATA-B 000714 60   161600-161700   00    1131.07  679.0   1128.55    -0.90    -9999
ALMA-ATA-B 000714 60   161700-161800   00    1152.13  679.0   1149.57     1.00    -9999
ALMA-ATA-B 000714 60   161800-161900   00    1140.93  679.0   1138.40     0.00    -9999
ALMA-ATA-B 000714 60   161900-162000   00    1139.47  679.0   1136.94    -0.10    -9999
ALMA-ATA-B 000714 60   162000-162100   00    1137.47  679.0   1134.95    -0.30    -9999
ALMA-ATA-B 000714 60   162100-162200   00    1142.67  679.0   1140.14     0.20    -9999
ALMA-ATA-B 000714 60   162200-162300   00    1135.33  679.0   1132.83    -0.50    -9999
ALMA-ATA-B 000714 60   162300-162400   00    1151.07  679.0   1148.53     0.90    -9999
ALMA-ATA-B 000714 60   162400-162500   00    1169.07  679.0   1166.50     2.50    -9999
ALMA-ATA-B 000714 60   162500-162600   00    1140.80  679.0   1138.30     0.00    -9999
ALMA-ATA-B 000714 60   162600-162700   00    1145.20  679.0   1142.69     0.40    -9999
ALMA-ATA-B 000714 60   162700-162800   00    1142.53  679.0   1140.04     0.10    -9999
ALMA-ATA-B 000714 60   162800-162900   00    1149.07  679.0   1146.56     0.70    -9999
ALMA-ATA-B 000714 60   162900-163000   00    1152.80  679.0   1150.30     1.00    -9999
ALMA-ATA-B 000714 60   163000-163100   00    1138.80  679.0   1136.33    -0.20    -9999
ALMA-ATA-B 000714 60   163100-163200   00    1139.33  679.0   1136.87    -0.10    -9999
ALMA-ATA-B 000714 60   163200-163300   00    1140.93  679.0   1138.48     0.00    -9999
ALMA-ATA-B 000714 60   163300-163400   00    1156.00  679.0   1153.52     1.30    -9999
ALMA-ATA-B 000714 60   163400-163500   00    1133.47  679.0   1131.04    -0.60    -9999
ALMA-ATA-B 000714 60   163500-163600   00    1139.07  679.0   1136.63    -0.20    -9999
ALMA-ATA-B 000714 60   163600-163700   00    1141.73  679.0   1139.30     0.10    -9999
ALMA-ATA-B 000714 60   163700-163800   00    1159.47  679.0   1157.01     1.60    -9999
ALMA-ATA-B 000714 60   163800-163900   00    1140.80  679.0   1138.39     0.00    -9999
ALMA-ATA-B 000714 60   163900-164000   00    1135.73  679.0   1133.34    -0.40    -9999
ALMA-ATA-B 000714 60   164000-164100   00    1143.33  679.0   1140.93     0.20    -9999
ALMA-ATA-B 000714 60   164100-164200   00    1134.53  679.0   1132.16    -0.50    -9999
