THULE      LATITUDE    76.6      LONGITUDE     -68.8     ALTITUDE    260 M
THULE      INSTRUMENT   9NM64    NEUTRON MONITOR     	
THULE      STANDARD PRESSURE    990.85  MB     COEFFICIENT   -0.74     % / MB
THULE      PRE-INCREASE BASELINE TIME INTERVAL    120516    230000-010000   UT
THULE      PRE-INCREASE AVERAGE COUNTING RATE    122.35      COUNTS PER SECOND
THULE      TIME INTERVALS    300         3600     
THULE      SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (MB)      C/S
THULE      120517 300  221000-221500   00     119.47 1008.3    122.18    -0.10    -9999
THULE      120517 300  221500-222000   00     118.64 1008.2    121.28    -0.90    -9999
THULE      120517 300  222000-222500   00     119.41 1008.2    122.03    -0.30    -9999
THULE      120517 300  222500-223000   00     119.38 1008.1    121.96    -0.30    -9999
THULE      120517 300  223000-223500   00     118.99 1008.1    121.49    -0.70    -9999
THULE      120517 300  223500-224000   00     118.92 1008.0    121.39    -0.80    -9999
THULE      120517 300  224000-224500   00     120.74 1008.0    123.22     0.70    -9999
THULE      120517 300  224500-225000   00     119.58 1008.0    122.04    -0.30    -9999
THULE      120517 300  225000-225500   00     119.40 1008.0    121.82    -0.40    -9999
THULE      120517 300  225500-230000   00     119.41 1007.9    121.78    -0.50    -9999
THULE      120517 300  230000-230500   00     118.92 1007.8    121.21    -0.90    -9999
THULE      120517 300  230500-231000   00     120.39 1007.8    122.69     0.30    -9999
THULE      120517 300  231000-231500   00     119.60 1007.7    121.80    -0.40    -9999
THULE      120517 300  231500-232000   00     119.64 1007.6    121.76    -0.50    -9999
THULE      120517 300  232000-232500   00     119.25 1007.6    121.33    -0.80    -9999
THULE      120517 300  232500-233000   00     120.43 1007.6    122.51     0.10    -9999
THULE      120517 300  233000-233500   00     118.94 1007.5    120.95    -1.10    -9999
THULE      120517 300  233500-234000   00     120.76 1007.5    122.75     0.30    -9999
THULE      120517 300  234000-234500   00     119.50 1007.4    121.44    -0.70    -9999
THULE      120517 300  234500-235000   00     120.18 1007.4    122.09    -0.20    -9999
THULE      120517 300  235000-235500   00     121.70 1007.3    123.58     1.00    -9999
THULE      120517 300  235500-240000   00     119.88 1007.3    121.67    -0.60    -9999
THULE      120518 3600 000000-010000   00     120.49 1006.9    121.95    -0.30    -9999
THULE      120518 3600 010000-020000   00     120.97 1006.2    121.86    -0.40    -9999
THULE      120518 3600 020000-030000   00     121.16 1005.6    121.48    -0.70    -9999
THULE      120518 3600 030000-040000   00     121.83 1004.8    121.42    -0.80    -9999
THULE      120518 3600 040000-050000   00     122.46 1004.1    121.45    -0.70    -9999
THULE      120518 3600 050000-060000   00     123.10 1003.7    121.66    -0.60    -9999
THULE      120518 3600 060000-070000   00     123.23 1003.3    121.47    -0.70    -9999
THULE      120518 3600 070000-080000   00     122.99 1003.1    121.08    -1.00    -9999
THULE      120518 3600 080000-090000   00     122.75 1003.0    120.72    -1.30    -9999
THULE      120518 3600 090000-100000   00     123.04 1003.0    121.03    -1.10    -9999
THULE      120518 3600 100000-110000   00     122.76 1003.3    120.95    -1.10    -9999
THULE      120518 3600 110000-120000   00     122.22 1003.7    120.81    -1.30    -9999
THULE      120518 3600 120000-130000   00     121.95 1004.0    120.86    -1.20    -9999
THULE      120518 3600 130000-140000   00     121.96 1004.4    121.15    -1.00    -9999
THULE      120518 3600 140000-150000   00     122.05 1004.8    121.68    -0.50    -9999
THULE      120518 3600 150000-160000   00     122.33 1005.3    122.35     0.00    -9999
THULE      120518 3600 160000-170000   00     121.80 1005.4    121.93    -0.30    -9999
THULE      120518 3600 170000-180000   00     122.42 1005.6    122.76     0.30    -9999
THULE      120518 3600 180000-190000   00     121.53 1005.9    122.11    -0.20    -9999
THULE      120518 3600 190000-200000   00     121.48 1006.3    122.39     0.00    -9999
THULE      120518 3600 200000-210000   00     121.54 1006.5    122.64     0.20    -9999
THULE      120518 3600 210000-220000   00     120.80 1006.6    122.04    -0.30    -9999
THULE      120518 3600 220000-230000   00     121.17 1006.6    122.42     0.10    -9999
THULE      120518 3600 230000-240000   00     121.02 1006.7    122.29     0.00    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2024-01-15 17:24:22 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE71/C071THUL_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
