ALMA-ATA-B LATITUDE    43.14     LONGITUDE     76.6      ALTITUDE    3340 M
ALMA-ATA-B INSTRUMENT   18NM64    NEUTRON MONITOR     
ALMA-ATA-B STANDARD PRESSURE    679.3   MB     COEFFICIENT   -0.72     % / MB
ALMA-ATA-B 010415 300  093000-093500   00    1258.61  679.2   1257.69     0.00    -9999
ALMA-ATA-B 010415 300  093500-094000   00    1257.81  679.2   1256.73    -0.10    -9999
ALMA-ATA-B 010415 300  094000-094500   00    1261.31  679.2   1260.06     0.20    -9999
ALMA-ATA-B 010415 300  094500-095000   00    1265.49  679.1   1264.05     0.50    -9999
ALMA-ATA-B 010415 300  095000-095500   00    1258.85  679.1   1257.22    -0.10    -9999
ALMA-ATA-B 010415 300  095500-100000   00    1259.81  679.1   1257.97     0.00    -9999
ALMA-ATA-B 010415 300  100000-100500   00    1258.40  679.0   1255.32    -0.20    -9999
ALMA-ATA-B 010415 300  100500-101000   00    1258.00  678.9   1254.73    -0.30    -9999
ALMA-ATA-B 010415 300  101000-101500   00    1262.27  678.9   1258.83     0.10    -9999
ALMA-ATA-B 010415 300  101500-102000   00    1259.76  678.9   1256.22    -0.10    -9999
ALMA-ATA-B 010415 300  102000-102500   00    1262.24  678.9   1258.62     0.10    -9999
ALMA-ATA-B 010415 300  102500-103000   00    1259.79  678.9   1256.15    -0.10    -9999
ALMA-ATA-B 010415 300  103000-103500   00    1258.13  678.9   1254.52    -0.30    -9999
ALMA-ATA-B 010415 300  103500-104000   00    1261.44  678.9   1257.88     0.00    -9999
ALMA-ATA-B 010415 300  104000-104500   00    1259.36  678.9   1255.92    -0.20    -9999
ALMA-ATA-B 010415 300  104500-105000   00    1262.35  678.9   1259.05     0.10    -9999
ALMA-ATA-B 010415 300  105000-105500   00    1259.65  679.0   1256.56    -0.10    -9999
ALMA-ATA-B 010415 300  105500-110000   00    1262.77  679.0   1259.91     0.20    -9999
ALMA-ATA-B 010415 300  110000-110500   00    1266.75  679.2   1265.52     0.60    -9999
ALMA-ATA-B 010415 300  110500-111000   00    1255.01  679.2   1254.08    -0.30    -9999
ALMA-ATA-B 010415 300  111000-111500   00    1256.08  679.2   1255.40    -0.20    -9999
ALMA-ATA-B 010415 300  111500-112000   00    1255.36  679.2   1254.90    -0.20    -9999
ALMA-ATA-B 010415 300  112000-112500   00    1254.77  679.3   1254.50    -0.30    -9999
ALMA-ATA-B 010415 300  112500-113000   00    1258.59  679.3   1258.47     0.00    -9999
ALMA-ATA-B 010415 300  113000-113500   00    1251.04  679.3   1251.05    -0.60    -9999
ALMA-ATA-B 010415 300  113500-114000   00    1255.25  679.3   1255.35    -0.20    -9999
ALMA-ATA-B 010415 300  114000-114500   00    1258.27  679.3   1258.43     0.00    -9999
ALMA-ATA-B 010415 300  114500-115000   00    1251.23  679.3   1251.42    -0.50    -9999
ALMA-ATA-B 010415 300  115000-115500   00    1251.28  679.3   1251.48    -0.50    -9999
ALMA-ATA-B 010415 300  115500-120000   00    1253.12  679.3   1253.28    -0.40    -9999
ALMA-ATA-B 010415 300  120000-120500   00    1256.37  679.2   1255.91    -0.20    -9999
ALMA-ATA-B 010415 300  120500-121000   00    1254.99  679.2   1254.45    -0.30    -9999
ALMA-ATA-B 010415 300  121000-121500   00    1258.56  679.2   1257.95     0.00    -9999
ALMA-ATA-B 010415 300  121500-122000   00    1265.28  679.2   1264.59     0.50    -9999
ALMA-ATA-B 010415 300  122000-122500   00    1257.01  679.2   1256.25    -0.10    -9999
ALMA-ATA-B 010415 300  122500-123000   00    1254.19  679.2   1253.35    -0.40    -9999
ALMA-ATA-B 010415 300  123000-123500   00    1259.71  679.2   1258.79     0.10    -9999
ALMA-ATA-B 010415 300  123500-124000   00    1259.31  679.2   1258.32     0.00    -9999
ALMA-ATA-B 010415 300  124000-124500   00    1258.58  679.2   1257.52     0.00    -9999
ALMA-ATA-B 010415 300  124500-125000   00    1265.63  679.2   1264.48     0.50    -9999
ALMA-ATA-B 010415 300  125000-125500   00    1257.39  679.2   1256.17    -0.10    -9999
ALMA-ATA-B 010415 300  125500-130000   00    1259.41  679.2   1258.12     0.00    -9999
ALMA-ATA-B 010415 300  130000-130500   00    1260.56  679.1   1258.63     0.10     0.10
ALMA-ATA-B 010415 300  130500-131000   00    1262.00  679.1   1260.01     0.20     0.20
ALMA-ATA-B 010415 300  131000-131500   00    1256.35  679.1   1254.34    -0.30    -0.30
ALMA-ATA-B 010415 300  131500-132000   00    1259.68  679.1   1257.67     0.00     0.00
ALMA-ATA-B 010415 300  132000-132500   00    1260.13  679.1   1258.16     0.00     0.00
ALMA-ATA-B 010415 300  132500-133000   00    1262.51  679.1   1260.60     0.20     0.20
ALMA-ATA-B 010415 300  133000-133500   00    1260.99  679.1   1259.19     0.10     0.10
ALMA-ATA-B 010415 300  133500-134000   00    1258.61  679.1   1256.94    -0.10    -0.10
ALMA-ATA-B 010415 300  134000-134500   00    1256.59  679.1   1255.09    -0.20    -0.20
ALMA-ATA-B 010415 300  134500-135000   00    1255.28  679.2   1253.97    -0.30    -0.30
ALMA-ATA-B 010415 300  135000-135500   00    1256.64  679.2   1255.56    -0.20    -0.20
ALMA-ATA-B 010415 300  135500-140000   00    1275.39  679.2   1274.55     1.30     1.30
ALMA-ATA-B 010415 300  140000-140500   00    1281.09  679.4   1281.93     1.90     1.90
ALMA-ATA-B 010415 300  140500-141000   00    1282.26  679.4   1283.38     2.00     2.00
ALMA-ATA-B 010415 300  141000-141500   00    1282.40  679.4   1283.76     2.00     2.00
ALMA-ATA-B 010415 300  141500-142000   00    1288.45  679.5   1290.01     2.50     2.50
ALMA-ATA-B 010415 300  142000-142500   00    1282.75  679.5   1284.44     2.10     2.10
ALMA-ATA-B 010415 300  142500-143000   00    1282.00  679.5   1283.79     2.10     2.10
ALMA-ATA-B 010415 300  143000-143500   00    1283.17  679.5   1285.02     2.10     2.10
ALMA-ATA-B 010415 300  143500-144000   00    1275.49  679.5   1277.34     1.50     1.50
ALMA-ATA-B 010415 300  144000-144500   00    1273.87  679.5   1275.68     1.40     1.40
ALMA-ATA-B 010415 300  144500-145000   00    1269.65  679.5   1271.38     1.10     1.10
ALMA-ATA-B 010415 300  145000-145500   00    1268.48  679.5   1270.09     1.00     1.00
ALMA-ATA-B 010415 300  145500-150000   00    1267.39  679.5   1268.83     0.90     0.90
ALMA-ATA-B 010415 300  150000-150500   00    1257.73  679.3   1257.60     0.00    -9999
ALMA-ATA-B 010415 300  150500-151000   00    1257.12  679.3   1256.78    -0.10    -9999
ALMA-ATA-B 010415 300  151000-151500   00    1257.47  679.2   1256.95    -0.10    -9999
ALMA-ATA-B 010415 300  151500-152000   00    1265.63  679.2   1264.96     0.60    -9999
ALMA-ATA-B 010415 300  152000-152500   00    1259.28  679.2   1258.50     0.00    -9999
ALMA-ATA-B 010415 300  152500-153000   00    1250.61  679.2   1249.76    -0.70    -9999
ALMA-ATA-B 010415 300  153000-153500   00    1251.84  679.2   1250.94    -0.60    -9999
ALMA-ATA-B 010415 300  153500-154000   00    1254.99  679.2   1254.06    -0.30    -9999
ALMA-ATA-B 010415 300  154000-154500   00    1253.52  679.2   1252.61    -0.40    -9999
ALMA-ATA-B 010415 300  154500-155000   00    1260.40  679.2   1259.53     0.10    -9999
ALMA-ATA-B 010415 300  155000-155500   00    1242.24  679.2   1241.46    -1.30    -9999
ALMA-ATA-B 010415 300  155500-160000   00    1251.23  679.2   1250.54    -0.60    -9999
ALMA-ATA-B 010415 300  160000-160500   00    1250.16  679.4   1251.19    -0.50    -9999
ALMA-ATA-B 010415 300  160500-161000   00    1247.89  679.4   1249.03    -0.70    -9999
ALMA-ATA-B 010415 300  161000-161500   00    1244.27  679.4   1245.47    -1.00    -9999
ALMA-ATA-B 010415 300  161500-162000   00    1241.12  679.4   1242.32    -1.20    -9999
ALMA-ATA-B 010415 300  162000-162500   00    1247.04  679.4   1248.19    -0.80    -9999
ALMA-ATA-B 010415 300  162500-163000   00    1243.95  679.4   1244.98    -1.00    -9999
ALMA-ATA-B 010415 300  163000-163500   00    1241.63  679.4   1242.50    -1.20    -9999
ALMA-ATA-B 010415 300  163500-164000   00    1245.81  679.4   1246.47    -0.90    -9999
ALMA-ATA-B 010415 300  164000-164500   00    1243.87  679.3   1244.25    -1.10    -9999
ALMA-ATA-B 010415 300  164500-165000   00    1237.95  679.3   1237.99    -1.60    -9999
ALMA-ATA-B 010415 300  165000-165500   00    1247.01  679.3   1246.67    -0.90    -9999
ALMA-ATA-B 010415 300  165500-170000   00    1252.21  679.2   1251.42    -0.50    -9999
ALMA-ATA-B 010415 300  170000-170500   00    1247.73  679.0   1244.99    -1.00    -9999
ALMA-ATA-B 010415 300  170500-171000   00    1251.31  678.9   1248.04    -0.80    -9999
ALMA-ATA-B 010415 300  171000-171500   00    1247.41  678.9   1243.68    -1.10    -9999
ALMA-ATA-B 010415 300  171500-172000   00    1248.69  678.8   1244.50    -1.10    -9999
ALMA-ATA-B 010415 300  172000-172500   00    1245.39  678.8   1240.77    -1.40    -9999
ALMA-ATA-B 010415 300  172500-173000   00    1250.91  678.7   1245.86    -1.00    -9999
ALMA-ATA-B 010415 300  173000-173500   00    1248.99  678.7   1243.57    -1.10    -9999
ALMA-ATA-B 010415 300  173500-174000   00    1255.20  678.7   1249.39    -0.70    -9999
ALMA-ATA-B 010415 300  174000-174500   00    1252.77  678.6   1246.64    -0.90    -9999
ALMA-ATA-B 010415 300  174500-175000   00    1254.99  678.6   1248.54    -0.80    -9999
ALMA-ATA-B 010415 300  175000-175500   00    1248.88  678.6   1242.18    -1.30    -9999
ALMA-ATA-B 010415 300  175500-180000   00    1246.40  678.5   1239.45    -1.50    -9999
ALMA-ATA-B 010415 300  180000-180500   00    1259.92  678.6   1253.23    -0.40    -9999
ALMA-ATA-B 010415 300  180500-181000   00    1258.99  678.5   1252.07    -0.50    -9999
ALMA-ATA-B 010415 300  181000-181500   00    1257.57  678.5   1250.43    -0.60    -9999
ALMA-ATA-B 010415 300  181500-182000   00    1250.40  678.5   1243.05    -1.20    -9999
ALMA-ATA-B 010415 300  182000-182500   00    1259.04  678.5   1251.39    -0.50    -9999
ALMA-ATA-B 010415 300  182500-183000   00    1253.38  678.4   1245.52    -1.00    -9999
ALMA-ATA-B 010415 300  183000-183500   00    1248.32  678.4   1240.23    -1.40    -9999
ALMA-ATA-B 010415 300  183500-184000   00    1259.39  678.4   1250.96    -0.60    -9999
ALMA-ATA-B 010415 300  184000-184500   00    1253.23  678.3   1244.57    -1.10    -9999
ALMA-ATA-B 010415 300  184500-185000   00    1260.61  678.3   1251.62    -0.50    -9999
ALMA-ATA-B 010415 300  185000-185500   00    1256.29  678.3   1247.05    -0.90    -9999
ALMA-ATA-B 010415 300  185500-190000   00    1262.11  678.2   1252.53    -0.40    -9999
ALMA-ATA-B 010415 300  190000-190500   00    1258.37  678.2   1248.42    -0.80    -9999
ALMA-ATA-B 010415 300  190500-191000   00    1259.09  678.2   1248.83    -0.70    -9999
ALMA-ATA-B 010415 300  191000-191500   00    1261.28  678.1   1250.70    -0.60    -9999
ALMA-ATA-B 010415 300  191500-192000   00    1254.88  678.1   1244.05    -1.10    -9999
ALMA-ATA-B 010415 300  192000-192500   00    1262.29  678.1   1251.10    -0.50    -9999
ALMA-ATA-B 010415 300  192500-193000   00    1253.71  678.0   1242.29    -1.20    -9999
ALMA-ATA-B 010415 300  193000-193500   00    1256.29  678.0   1244.56    -1.10    -9999
ALMA-ATA-B 010415 300  193500-194000   00    1258.48  678.0   1246.43    -0.90    -9999
ALMA-ATA-B 010415 300  194000-194500   00    1255.47  677.9   1243.14    -1.20    -9999
ALMA-ATA-B 010415 300  194500-195000   00    1262.37  677.9   1249.68    -0.70    -9999
ALMA-ATA-B 010415 300  195000-195500   00    1259.41  677.9   1246.46    -0.90    -9999
ALMA-ATA-B 010415 300  195500-200000   00    1258.05  677.8   1244.81    -1.00    -9999
ALMA-ATA-B 010415 300  200000-200500   00    1266.64  677.8   1253.23    -0.40    -9999
ALMA-ATA-B 010415 300  200500-201000   00    1267.28  677.8   1253.55    -0.40    -9999
ALMA-ATA-B 010415 300  201000-201500   00    1266.48  677.8   1252.44    -0.40    -9999
ALMA-ATA-B 010415 300  201500-202000   00    1265.36  677.7   1251.00    -0.60    -9999
ALMA-ATA-B 010415 300  202000-202500   00    1265.41  677.7   1250.71    -0.60    -9999
ALMA-ATA-B 010415 300  202500-203000   00    1265.84  677.6   1250.77    -0.60    -9999
ALMA-ATA-B 010415 300  203000-203500   00    1263.63  677.6   1248.22    -0.80    -9999
ALMA-ATA-B 010415 300  203500-204000   00    1264.51  677.6   1248.70    -0.70    -9999
ALMA-ATA-B 010415 300  204000-204500   00    1263.28  677.5   1247.10    -0.90    -9999
ALMA-ATA-B 010415 300  204500-205000   00    1258.05  677.5   1241.53    -1.30    -9999
ALMA-ATA-B 010415 300  205000-205500   00    1261.63  677.4   1244.64    -1.10    -9999
ALMA-ATA-B 010415 300  205500-210000   00    1266.99  677.4   1249.50    -0.70    -9999
ALMA-ATA-B 010415 300  210000-210500   00    1270.32  677.3   1251.89    -0.50    -9999
ALMA-ATA-B 010415 300  210500-211000   00    1259.39  677.2   1240.67    -1.40    -9999
ALMA-ATA-B 010415 300  211000-211500   00    1266.67  677.2   1247.42    -0.80    -9999
ALMA-ATA-B 010415 300  211500-212000   00    1269.84  677.1   1250.13    -0.60    -9999
ALMA-ATA-B 010415 300  212000-212500   00    1267.63  677.1   1247.54    -0.80    -9999
ALMA-ATA-B 010415 300  212500-213000   00    1273.89  677.0   1253.32    -0.40    -9999
ALMA-ATA-B 010415 300  213000-213500   00    1269.20  677.0   1248.32    -0.80    -9999
ALMA-ATA-B 010415 300  213500-214000   00    1276.11  677.0   1254.74    -0.30    -9999
ALMA-ATA-B 010415 300  214000-214500   00    1266.80  676.9   1245.24    -1.00    -9999
ALMA-ATA-B 010415 300  214500-215000   00    1268.51  676.9   1246.58    -0.90    -9999
ALMA-ATA-B 010415 300  215000-215500   00    1275.76  676.8   1253.37    -0.40    -9999
ALMA-ATA-B 010415 300  215500-220000   00    1273.95  676.8   1251.27    -0.50    -9999
ALMA-ATA-B 010415 300  220000-220500   00    1273.20  676.8   1250.57    -0.60    -9999
ALMA-ATA-B 010415 300  220500-221000   00    1268.40  676.8   1245.55    -1.00    -9999
ALMA-ATA-B 010415 300  221000-221500   00    1276.03  676.7   1252.73    -0.40    -9999
ALMA-ATA-B 010415 300  221500-222000   00    1279.12  676.7   1255.45    -0.20    -9999
ALMA-ATA-B 010415 300  222000-222500   00    1276.40  676.7   1252.46    -0.40    -9999
ALMA-ATA-B 010415 300  222500-223000   00    1272.16  676.6   1247.97    -0.80    -9999
ALMA-ATA-B 010415 300  223000-223500   00    1274.13  676.6   1249.57    -0.70    -9999
ALMA-ATA-B 010415 300  223500-224000   00    1273.10  676.6   1248.21    -0.80    -9999
ALMA-ATA-B 010415 300  224000-224500   00    1277.31  676.5   1251.99    -0.50    -9999
ALMA-ATA-B 010415 300  224500-225000   00    1275.68  676.5   1250.04    -0.60    -9999
ALMA-ATA-B 010415 300  225000-225500   00    1274.48  676.4   1248.51    -0.80    -9999
ALMA-ATA-B 010415 300  225500-230000   00    1276.13  676.4   1249.76    -0.70    -9999
ALMA-ATA-B 010415 300  230000-230500   00    1278.72  676.3   1251.36    -0.50    -9999
ALMA-ATA-B 010415 300  230500-231000   00    1270.48  676.3   1242.94    -1.20    -9999
ALMA-ATA-B 010415 300  231000-231500   00    1278.62  676.2   1250.56    -0.60    -9999
ALMA-ATA-B 010415 300  231500-232000   00    1279.97  676.2   1251.58    -0.50    -9999
ALMA-ATA-B 010415 300  232000-232500   00    1285.68  676.2   1256.87    -0.10    -9999
ALMA-ATA-B 010415 300  232500-233000   00    1277.79  676.1   1248.90    -0.70    -9999
ALMA-ATA-B 010415 300  233000-233500   00    1278.37  676.1   1249.24    -0.70    -9999
ALMA-ATA-B 010415 300  233500-234000   00    1279.17  676.1   1249.80    -0.70    -9999
ALMA-ATA-B 010415 300  234000-234500   00    1280.29  676.1   1250.72    -0.60    -9999
ALMA-ATA-B 010415 300  234500-235000   00    1287.15  676.0   1257.25    -0.10    -9999
ALMA-ATA-B 010415 300  235000-235500   00    1288.13  676.0   1258.08     0.00    -9999
ALMA-ATA-B 010415 300  235500-240000   00    1279.41  676.0   1249.45    -0.70    -9999
ALMA-ATA-B 010416 300  000000-000500   00    1279.57  676.0   1249.75    -0.70    -9999
ALMA-ATA-B 010416 300  000500-001000   00    1280.00  676.0   1250.10    -0.60    -9999
ALMA-ATA-B 010416 300  001000-001500   00    1285.17  676.0   1255.09    -0.20    -9999
ALMA-ATA-B 010416 300  001500-002000   00    1283.92  676.0   1253.83    -0.30    -9999
ALMA-ATA-B 010416 300  002000-002500   00    1283.17  676.0   1253.07    -0.40    -9999
ALMA-ATA-B 010416 300  002500-003000   00    1289.81  676.0   1259.54     0.10    -9999
ALMA-ATA-B 010416 300  003000-003500   00    1285.95  676.0   1255.75    -0.20    -9999
ALMA-ATA-B 010416 300  003500-004000   00    1285.36  676.0   1255.19    -0.20    -9999
ALMA-ATA-B 010416 300  004000-004500   00    1294.93  676.0   1264.56     0.50    -9999
ALMA-ATA-B 010416 300  004500-005000   00    1288.24  676.0   1258.05     0.00    -9999
ALMA-ATA-B 010416 300  005000-005500   00    1285.12  676.0   1255.05    -0.20    -9999
ALMA-ATA-B 010416 300  005500-010000   00    1289.52  676.0   1259.41     0.10    -9999
ALMA-ATA-B 010416 300  010000-010500   00    1279.07  676.1   1249.49    -0.70    -9999
ALMA-ATA-B 010416 300  010500-011000   00    1279.95  676.1   1250.43    -0.60    -9999
ALMA-ATA-B 010416 300  011000-011500   00    1283.79  676.1   1254.25    -0.30    -9999
ALMA-ATA-B 010416 300  011500-012000   00    1286.77  676.1   1257.25    -0.10    -9999
ALMA-ATA-B 010416 300  012000-012500   00    1284.27  676.1   1254.87    -0.20    -9999
ALMA-ATA-B 010416 300  012500-013000   00    1280.21  676.1   1250.99    -0.60    -9999
ALMA-ATA-B 010416 300  013000-013500   00    1283.36  676.1   1254.14    -0.30    -9999
ALMA-ATA-B 010416 300  013500-014000   00    1282.21  676.1   1253.09    -0.40    -9999
ALMA-ATA-B 010416 300  014000-014500   00    1281.04  676.1   1252.02    -0.50    -9999
ALMA-ATA-B 010416 300  014500-015000   00    1291.36  676.1   1262.18     0.30    -9999
ALMA-ATA-B 010416 300  015000-015500   00    1282.59  676.1   1253.68    -0.30    -9999
ALMA-ATA-B 010416 300  015500-020000   00    1284.53  676.1   1255.66    -0.20    -9999
ALMA-ATA-B 010416 300  020000-020500   00    1281.47  676.2   1252.74    -0.40    -9999
ALMA-ATA-B 010416 300  020500-021000   00    1288.51  676.2   1259.70     0.10    -9999
ALMA-ATA-B 010416 300  021000-021500   00    1289.07  676.2   1260.32     0.20    -9999
ALMA-ATA-B 010416 300  021500-022000   00    1284.16  676.2   1255.60    -0.20    -9999
ALMA-ATA-B 010416 300  022000-022500   00    1287.65  676.2   1259.09     0.10    -9999
ALMA-ATA-B 010416 300  022500-023000   00    1283.92  676.2   1255.51    -0.20    -9999
ALMA-ATA-B 010416 300  023000-023500   00    1287.92  676.2   1259.50     0.10    -9999
ALMA-ATA-B 010416 300  023500-024000   00    1283.87  676.2   1255.61    -0.20    -9999
ALMA-ATA-B 010416 300  024000-024500   00    1281.07  676.2   1252.95    -0.40    -9999
ALMA-ATA-B 010416 300  024500-025000   00    1286.96  676.2   1258.79     0.10    -9999
ALMA-ATA-B 010416 300  025000-025500   00    1284.85  676.2   1256.80    -0.10    -9999
ALMA-ATA-B 010416 300  025500-030000   00    1288.93  676.2   1260.87     0.20    -9999
ALMA-ATA-B 010416 300  030000-030500   00    1284.08  676.3   1256.20    -0.10    -9999
ALMA-ATA-B 010416 300  030500-031000   00    1295.23  676.3   1267.18     0.70    -9999
ALMA-ATA-B 010416 300  031000-031500   00    1286.72  676.3   1258.93     0.10    -9999
ALMA-ATA-B 010416 300  031500-032000   00    1286.37  676.3   1258.67     0.10    -9999
ALMA-ATA-B 010416 300  032000-032500   00    1288.59  676.3   1260.91     0.20    -9999
ALMA-ATA-B 010416 300  032500-033000   00    1288.29  676.3   1260.70     0.20    -9999
ALMA-ATA-B 010416 300  033000-033500   00    1291.73  676.3   1264.14     0.50    -9999
ALMA-ATA-B 010416 300  033500-034000   00    1294.48  676.3   1266.90     0.70    -9999
ALMA-ATA-B 010416 300  034000-034500   00    1291.15  676.3   1263.72     0.50    -9999
ALMA-ATA-B 010416 300  034500-035000   00    1292.16  676.3   1264.79     0.50    -9999
ALMA-ATA-B 010416 300  035000-035500   00    1286.99  676.3   1259.80     0.10    -9999
ALMA-ATA-B 010416 300  035500-040000   00    1293.81  676.3   1266.55     0.70    -9999
ALMA-ATA-B 010416 3600 040000-050000   00    1293.66  676.4   1266.93     0.70    -9999
ALMA-ATA-B 010416 3600 050000-060000   00    1293.24  676.4   1266.52     0.70    -9999
ALMA-ATA-B 010416 3600 060000-070000   00    1296.04  676.4   1269.26     0.90    -9999
ALMA-ATA-B 010416 3600 070000-080000   00    1296.51  676.5   1270.64     1.00    -9999
ALMA-ATA-B 010416 3600 080000-090000   00    1297.35  676.6   1272.37     1.10    -9999
ALMA-ATA-B 010416 3600 090000-100000   00    1300.75  676.5   1274.79     1.30    -9999
ALMA-ATA-B 010416 3600 100000-110000   00    1298.85  676.7   1274.77     1.30    -9999
ALMA-ATA-B 010416 3600 110000-120000   00    1292.80  676.8   1269.74     0.90    -9999
ALMA-ATA-B 010416 3600 120000-130000   00    1295.66  676.6   1270.72     1.00    -9999
ALMA-ATA-B 010416 3600 130000-140000   00    1291.94  676.6   1267.07     0.70    -9999
ALMA-ATA-B 010416 3600 140000-150000   00    1292.79  676.5   1266.99     0.70    -9999
ALMA-ATA-B 010416 3600 150000-160000   00    1291.35  676.5   1265.57     0.60    -9999
ALMA-ATA-B 010416 3600 160000-170000   00    1294.81  676.0   1264.41     0.50    -9999
ALMA-ATA-B 010416 3600 170000-180000   00    1303.89  675.5   1268.70     0.90    -9999
ALMA-ATA-B 010416 3600 180000-190000   00    1301.76  675.2   1263.89     0.50    -9999
ALMA-ATA-B 010416 3600 190000-200000   00    1309.33  674.6   1265.76     0.60    -9999
ALMA-ATA-B 010416 3600 200000-210000   00    1316.68  674.1   1268.30     0.80    -9999
ALMA-ATA-B 010416 3600 210000-220000   00    1316.31  673.9   1266.11     0.60    -9999
ALMA-ATA-B 010416 3600 220000-230000   00    1314.71  673.8   1263.67     0.50    -9999
ALMA-ATA-B 010416 3600 230000-240000   00    1318.81  673.8   1267.60     0.80    -9999
*
*	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-04-05 10:02:56 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE60/C060AATB_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
