JUNGFRAU2  LATITUDE    46.55     LONGITUDE     7.98      ALTITUDE    3475 M
JUNGFRAU2  INSTRUMENT   3-NM-64  NEUTRON MONITOR	
JUNGFRAU2  STANDARD PRESSURE    482     MMHG   COEFFICIENT   -0.96     % / MMHG
JUNGFRAU2  PRE-INCREASE BASELINE TIME INTERVAL    010415    120000-130000   UT
JUNGFRAU2  PRE-INCREASE AVERAGE COUNTING RATE    309.66      COUNTS PER SECOND
JUNGFRAU2  TIME INTERVALS    60          3600     
JUNGFRAU2  SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S    (MMHG)     C/S
JUNGFRAU2  010415 60   130400-130500   30     282.97  491.7    310.58     0.30    -9999
JUNGFRAU2  010415 60   130500-130600   30     279.02  491.7    306.23    -1.10    -9999
JUNGFRAU2  010415 60   130600-130700   30     286.22  491.8    314.45     1.50    -9999
JUNGFRAU2  010415 60   130700-130800   30     278.05  491.8    305.48    -1.30    -9999
JUNGFRAU2  010415 60   130800-130900   30     280.95  491.4    307.48    -0.70    -9999
JUNGFRAU2  010415 60   130900-131000   30     278.45  491.4    304.73    -1.60    -9999
JUNGFRAU2  010415 60   131000-131100   30     286.77  491.4    313.85     1.40    -9999
JUNGFRAU2  010415 60   131100-131200   30     281.38  491.5    308.25    -0.50    -9999
JUNGFRAU2  010415 60   131200-131300   30     285.68  491.7    313.57     1.30    -9999
JUNGFRAU2  010415 60   131300-131400   30     283.97  491.7    311.67     0.60    -9999
JUNGFRAU2  010415 60   131400-131500   30     283.13  491.6    310.47     0.30    -9999
JUNGFRAU2  010415 60   131500-131600   30     285.88  491.6    313.48     1.20    -9999
JUNGFRAU2  010415 60   131600-131700   30     282.55  491.7    310.12     0.10    -9999
JUNGFRAU2  010415 60   131700-131800   30     282.90  491.7    310.50     0.30    -9999
JUNGFRAU2  010415 60   131800-131900   30     284.48  491.4    311.35     0.50    -9999
JUNGFRAU2  010415 60   131900-132000   30     286.93  491.8    315.25     1.80    -9999
JUNGFRAU2  010415 60   132000-132100   30     280.80  491.6    307.92    -0.60    -9999
JUNGFRAU2  010415 60   132100-132200   30     283.90  491.4    310.70     0.30    -9999
JUNGFRAU2  010415 60   132200-132300   30     279.68  491.2    305.52    -1.30    -9999
JUNGFRAU2  010415 60   132300-132400   30     280.28  491.2    306.17    -1.10    -9999
JUNGFRAU2  010415 60   132400-132500   30     280.85  491.6    307.97    -0.50    -9999
JUNGFRAU2  010415 60   132500-132600   30     279.63  491.7    306.92    -0.90    -9999
JUNGFRAU2  010415 60   132600-132700   30     285.23  491.4    312.18     0.80    -9999
JUNGFRAU2  010415 60   132700-132800   30     281.85  491.4    308.47    -0.40    -9999
JUNGFRAU2  010415 60   132800-132900   30     282.75  491.3    309.17    -0.20    -9999
JUNGFRAU2  010415 60   132900-133000   30     286.90  491.4    314.00     1.40    -9999
JUNGFRAU2  010415 60   133000-133100   30     282.83  491.6    310.13     0.20    -9999
JUNGFRAU2  010415 60   133100-133200   30     277.92  491.6    304.75    -1.60    -9999
JUNGFRAU2  010415 60   133200-133300   30     283.95  491.2    310.17     0.20    -9999
JUNGFRAU2  010415 60   133300-133400   30     281.48  491.4    308.07    -0.50    -9999
JUNGFRAU2  010415 60   133400-133500   30     282.15  491.3    308.50    -0.40    -9999
JUNGFRAU2  010415 60   133500-133600   30     289.97  491.6    317.97     2.70    -9999
JUNGFRAU2  010415 60   133600-133700   30     285.50  491.8    313.67     1.30    -9999
JUNGFRAU2  010415 60   133700-133800   30     281.97  491.5    308.88    -0.30    -9999
JUNGFRAU2  010415 60   133800-133900   30     283.20  491.1    309.05    -0.20    -9999
JUNGFRAU2  010415 60   133900-134000   30     271.85  491.4    297.52    -3.90    -9999
JUNGFRAU2  010415 60   134000-134100   30     277.78  491.4    304.02    -1.80    -9999
JUNGFRAU2  010415 60   134100-134200   30     286.40  491.2    312.85     1.00    -9999
JUNGFRAU2  010415 60   134200-134300   30     287.30  491.3    314.13     1.40    -9999
JUNGFRAU2  010415 60   134300-134400   30     283.23  491.5    310.28     0.20    -9999
JUNGFRAU2  010415 60   134400-134500   30     283.23  491.5    310.27     0.20    -9999
JUNGFRAU2  010415 60   134500-134600   30     281.55  491.7    309.03    -0.20    -9999
JUNGFRAU2  010415 60   134600-134700   30     283.03  491.6    310.35     0.20    -9999
JUNGFRAU2  010415 60   134700-134800   30     281.08  491.4    307.63    -0.70    -9999
JUNGFRAU2  010415 60   134800-134900   30     281.38  491.6    308.55    -0.40    -9999
JUNGFRAU2  010415 60   134900-135000   30     282.53  491.4    309.22    -0.10    -9999
JUNGFRAU2  010415 60   135000-135100   30     282.25  491.0    307.72    -0.60    -9999
JUNGFRAU2  010415 60   135100-135200   30     281.53  491.5    308.42    -0.40    -9999
JUNGFRAU2  010415 60   135200-135300   30     283.93  491.4    310.75     0.40    -9999
JUNGFRAU2  010415 60   135300-135400   30     279.93  491.2    305.78    -1.30    -9999
JUNGFRAU2  010415 60   135400-135500   30     279.47  491.3    305.57    -1.30    -9999
JUNGFRAU2  010415 60   135500-135600   30     282.45  491.1    308.25    -0.50    -9999
JUNGFRAU2  010415 60   135600-135700   30     281.82  491.2    307.83    -0.60    -9999
JUNGFRAU2  010415 60   135700-135800   30     282.87  491.6    310.17     0.20    -9999
JUNGFRAU2  010415 60   135800-135900   30     282.98  491.2    309.12    -0.20    -9999
JUNGFRAU2  010415 60   135900-140000   30     282.72  491.5    309.70     0.00    -9999
JUNGFRAU2  010415 60   140000-140100   30     288.05  491.4    315.25     1.80    -9999
JUNGFRAU2  010415 60   140100-140200   30     282.90  491.6    310.22     0.20    -9999
JUNGFRAU2  010415 60   140200-140300   30     292.83  491.4    320.48     3.50    -9999
JUNGFRAU2  010415 60   140300-140400   30     294.58  491.4    322.40     4.10    -9999
JUNGFRAU2  010415 60   140400-140500   30     287.37  491.3    314.22     1.50    -9999
JUNGFRAU2  010415 60   140500-140600   30     293.65  491.4    321.38     3.80    -9999
JUNGFRAU2  010415 60   140600-140700   30     299.75  491.4    328.07     5.90    -9999
JUNGFRAU2  010415 60   140700-140800   30     305.48  491.4    334.33     8.00    -9999
JUNGFRAU2  010415 60   140800-140900   30     298.98  491.7    328.17     6.00    -9999
JUNGFRAU2  010415 60   140900-141000   30     296.70  491.3    324.42     4.80    -9999
JUNGFRAU2  010415 60   141000-141100   30     304.28  491.4    333.02     7.50    -9999
JUNGFRAU2  010415 60   141100-141200   30     301.88  491.4    330.40     6.70    -9999
JUNGFRAU2  010415 60   141200-141300   30     304.25  491.1    332.02     7.20    -9999
JUNGFRAU2  010415 60   141300-141400   30     301.28  491.7    330.68     6.80    -9999
JUNGFRAU2  010415 60   141400-141500   30     297.48  491.2    324.97     4.90    -9999
JUNGFRAU2  010415 60   141500-141600   30     303.02  491.3    331.32     7.00    -9999
JUNGFRAU2  010415 60   141600-141700   30     307.75  491.3    336.50     8.70    -9999
JUNGFRAU2  010415 60   141700-141800   30     301.12  491.5    329.87     6.50    -9999
JUNGFRAU2  010415 60   141800-141900   30     301.98  491.0    329.23     6.30    -9999
JUNGFRAU2  010415 60   141900-142000   30     301.13  491.2    328.95     6.20    -9999
JUNGFRAU2  010415 60   142000-142100   30     292.03  491.1    318.68     2.90    -9999
JUNGFRAU2  010415 60   142100-142200   30     301.73  491.2    329.60     6.40    -9999
JUNGFRAU2  010415 60   142200-142300   30     298.98  491.4    327.22     5.70    -9999
JUNGFRAU2  010415 60   142300-142400   30     300.27  491.5    328.93     6.20    -9999
JUNGFRAU2  010415 60   142400-142500   30     305.32  491.6    334.78     8.10    -9999
JUNGFRAU2  010415 60   142500-142600   30     299.50  491.4    327.78     5.90    -9999
JUNGFRAU2  010415 60   142600-142700   30     299.87  491.3    327.87     5.90    -9999
JUNGFRAU2  010415 60   142700-142800   30     301.70  491.4    330.18     6.60    -9999
JUNGFRAU2  010415 60   142800-142900   30     298.87  491.5    327.40     5.70    -9999
JUNGFRAU2  010415 60   142900-143000   30     301.23  491.7    330.63     6.80    -9999
JUNGFRAU2  010415 60   143000-143100   30     300.30  491.2    328.03     5.90    -9999
JUNGFRAU2  010415 60   143100-143200   30     308.32  491.0    336.13     8.50    -9999
JUNGFRAU2  010415 60   143200-143300   30     296.50  491.5    324.80     4.90    -9999
JUNGFRAU2  010415 60   143300-143400   30     297.00  491.4    325.03     5.00    -9999
JUNGFRAU2  010415 60   143400-143500   30     303.37  491.1    331.05     6.90    -9999
JUNGFRAU2  010415 60   143500-143600   30     299.65  491.1    327.02     5.60    -9999
JUNGFRAU2  010415 60   143600-143700   30     302.85  491.1    330.50     6.70    -9999
JUNGFRAU2  010415 60   143700-143800   30     296.40  490.9    322.83     4.30    -9999
JUNGFRAU2  010415 60   143800-143900   30     301.62  491.2    329.47     6.40    -9999
JUNGFRAU2  010415 60   143900-144000   30     304.63  490.8    331.48     7.00    -9999
JUNGFRAU2  010415 60   144000-144100   30     308.92  491.2    337.43     9.00    -9999
JUNGFRAU2  010415 60   144100-144200   30     298.00  491.1    325.20     5.00    -9999
JUNGFRAU2  010415 60   144200-144300   30     292.37  491.2    319.37     3.10    -9999
JUNGFRAU2  010415 60   144300-144400   30     301.47  491.2    329.30     6.30    -9999
JUNGFRAU2  010415 60   144400-144500   30     293.57  491.1    320.37     3.50    -9999
JUNGFRAU2  010415 60   144500-144600   30     293.97  491.2    321.10     3.70    -9999
JUNGFRAU2  010415 60   144600-144700   30     300.05  491.0    327.12     5.60    -9999
JUNGFRAU2  010415 60   144700-144800   30     294.07  491.1    320.92     3.60    -9999
JUNGFRAU2  010415 60   144800-144900   30     297.63  491.1    324.80     4.90    -9999
JUNGFRAU2  010415 60   144900-145000   30     302.33  491.3    330.57     6.80    -9999
JUNGFRAU2  010415 60   145000-145100   30     306.17  491.3    334.75     8.10    -9999
JUNGFRAU2  010415 60   145100-145200   30     293.77  491.4    321.52     3.80    -9999
JUNGFRAU2  010415 60   145200-145300   30     295.87  491.1    322.87     4.30    -9999
JUNGFRAU2  010415 60   145300-145400   30     298.83  490.9    325.50     5.10    -9999
JUNGFRAU2  010415 60   145400-145500   30     297.65  491.1    324.82     4.90    -9999
JUNGFRAU2  010415 60   145500-145600   30     298.47  490.9    325.08     5.00    -9999
JUNGFRAU2  010415 60   145600-145700   30     296.65  491.1    323.73     4.50    -9999
JUNGFRAU2  010415 60   145700-145800   30     296.82  491.2    324.22     4.70    -9999
JUNGFRAU2  010415 60   145800-145900   30     296.15  491.3    323.80     4.60    -9999
JUNGFRAU2  010415 60   145900-150000   30     289.93  491.3    317.02     2.40    -9999
JUNGFRAU2  010415 60   150000-150100   30     291.38  491.3    318.58     2.90    -9999
JUNGFRAU2  010415 60   150100-150200   30     295.22  491.3    322.78     4.20    -9999
JUNGFRAU2  010415 60   150200-150300   30     296.68  491.1    323.77     4.60    -9999
JUNGFRAU2  010415 60   150300-150400   30     291.70  490.8    317.42     2.50    -9999
JUNGFRAU2  010415 60   150400-150500   30     302.90  491.1    330.57     6.80    -9999
JUNGFRAU2  010415 60   150500-150600   30     295.92  491.0    322.63     4.20    -9999
JUNGFRAU2  010415 60   150600-150700   30     297.28  491.2    324.75     4.90    -9999
JUNGFRAU2  010415 60   150700-150800   30     294.25  491.1    321.12     3.70    -9999
JUNGFRAU2  010415 60   150800-150900   30     293.05  490.8    318.88     3.00    -9999
JUNGFRAU2  010415 60   150900-151000   30     286.58  490.7    311.55     0.60    -9999
JUNGFRAU2  010415 60   151000-151100   30     296.93  491.1    324.05     4.60    -9999
JUNGFRAU2  010415 60   151100-151200   30     292.23  490.8    317.98     2.70    -9999
JUNGFRAU2  010415 60   151200-151300   30     296.73  490.8    322.88     4.30    -9999
JUNGFRAU2  010415 60   151300-151400   30     293.97  490.9    320.18     3.40    -9999
JUNGFRAU2  010415 60   151400-151500   30     291.28  490.7    316.65     2.30    -9999
JUNGFRAU2  010415 60   151500-151600   30     294.05  490.8    319.98     3.30    -9999
JUNGFRAU2  010415 60   151600-151700   30     292.65  491.1    319.37     3.10    -9999
JUNGFRAU2  010415 60   151700-151800   30     293.97  490.9    320.20     3.40    -9999
JUNGFRAU2  010415 60   151800-151900   30     299.18  490.9    325.88     5.20    -9999
JUNGFRAU2  010415 60   151900-152000   30     290.28  490.8    315.87     2.00    -9999
JUNGFRAU2  010415 60   152000-152100   30     293.22  490.8    319.05     3.00    -9999
JUNGFRAU2  010415 60   152100-152200   30     282.23  491.3    308.58    -0.30    -9999
JUNGFRAU2  010415 60   152200-152300   30     301.80  491.1    329.35     6.40    -9999
JUNGFRAU2  010415 60   152300-152400   30     289.87  490.5    314.52     1.60    -9999
JUNGFRAU2  010415 60   152400-152500   30     289.62  490.5    314.25     1.50    -9999
JUNGFRAU2  010415 60   152500-152600   30     293.48  490.9    319.65     3.20    -9999
JUNGFRAU2  010415 60   152600-152700   30     294.93  490.4    319.70     3.20    -9999
JUNGFRAU2  010415 60   152700-152800   30     289.17  490.4    313.45     1.20    -9999
JUNGFRAU2  010415 60   152800-152900   30     291.10  490.4    315.55     1.90    -9999
JUNGFRAU2  010415 60   152900-153000   30     295.27  490.8    321.30     3.80    -9999
JUNGFRAU2  010415 60   153000-153100   30     286.02  490.8    311.22     0.50    -9999
JUNGFRAU2  010415 60   153100-153200   30     289.62  490.7    314.85     1.70    -9999
JUNGFRAU2  010415 60   153200-153300   30     296.13  490.4    321.02     3.70    -9999
JUNGFRAU2  010415 60   153300-153400   30     299.85  490.5    325.33     5.10    -9999
JUNGFRAU2  010415 60   153400-153500   30     289.05  490.5    313.62     1.30    -9999
JUNGFRAU2  010415 60   153500-153600   30     299.13  491.1    326.43     5.40    -9999
JUNGFRAU2  010415 60   153600-153700   30     291.63  490.7    317.03     2.40    -9999
JUNGFRAU2  010415 60   153700-153800   30     289.15  491.0    315.25     1.80    -9999
JUNGFRAU2  010415 60   153800-153900   30     287.27  490.6    311.98     0.70    -9999
JUNGFRAU2  010415 60   153900-154000   30     290.92  490.8    316.57     2.20    -9999
JUNGFRAU2  010415 60   154000-154100   30     290.57  490.8    316.17     2.10    -9999
JUNGFRAU2  010415 60   154100-154200   30     296.27  490.5    321.45     3.80    -9999
JUNGFRAU2  010415 60   154200-154300   30     290.27  491.0    316.47     2.20    -9999
JUNGFRAU2  010415 60   154300-154400   30     289.83  490.9    315.68     1.90    -9999
JUNGFRAU2  010415 60   154400-154500   30     290.27  491.1    316.77     2.30    -9999
JUNGFRAU2  010415 60   154500-154600   30     286.13  491.0    311.97     0.70    -9999
JUNGFRAU2  010415 60   154600-154700   30     283.90  490.9    309.23    -0.10    -9999
JUNGFRAU2  010415 60   154700-154800   30     286.43  490.4    310.48     0.30    -9999
JUNGFRAU2  010415 60   154800-154900   30     290.75  490.6    315.77     2.00    -9999
JUNGFRAU2  010415 60   154900-155000   30     290.45  490.6    315.45     1.90    -9999
JUNGFRAU2  010415 60   155000-155100   30     287.82  490.8    313.18     1.10    -9999
JUNGFRAU2  010415 60   155100-155200   30     290.98  490.9    316.95     2.40    -9999
JUNGFRAU2  010415 60   155200-155300   30     291.67  490.5    316.45     2.20    -9999
JUNGFRAU2  010415 60   155300-155400   30     284.95  490.8    310.07     0.10    -9999
JUNGFRAU2  010415 60   155400-155500   30     287.85  490.8    313.23     1.20    -9999
JUNGFRAU2  010415 60   155500-155600   30     290.92  490.9    316.87     2.30    -9999
JUNGFRAU2  010415 60   155600-155700   30     288.98  491.1    315.35     1.80    -9999
JUNGFRAU2  010415 60   155700-155800   30     288.62  490.6    313.45     1.20    -9999
JUNGFRAU2  010415 60   155800-155900   30     289.82  490.7    315.07     1.70    -9999
JUNGFRAU2  010415 60   155900-160000   30     290.95  490.7    316.30     2.10    -9999
JUNGFRAU2  010415 60   160000-160100   30     284.70  491.2    311.00     0.40    -9999
JUNGFRAU2  010415 60   160100-160200   30     289.23  490.8    314.73     1.60    -9999
JUNGFRAU2  010415 60   160200-160300   30     287.42  490.9    313.05     1.10    -9999
JUNGFRAU2  010415 60   160300-160400   30     289.70  490.8    315.23     1.80    -9999
JUNGFRAU2  010415 60   160400-160500   30     284.55  490.9    309.93     0.10    -9999
JUNGFRAU2  010415 60   160500-160600   30     288.65  491.1    315.00     1.70    -9999
JUNGFRAU2  010415 60   160600-160700   30     284.98  490.6    309.50    -0.10    -9999
JUNGFRAU2  010415 60   160700-160800   30     285.75  490.9    311.25     0.50    -9999
JUNGFRAU2  010415 60   160800-160900   30     285.12  490.9    310.55     0.30    -9999
JUNGFRAU2  010415 60   160900-161000   30     286.05  490.6    310.68     0.30    -9999
JUNGFRAU2  010415 60   161000-161100   30     285.15  490.6    309.70     0.00    -9999
JUNGFRAU2  010415 60   161100-161200   30     292.92  490.8    318.75     2.90    -9999
JUNGFRAU2  010415 60   161200-161300   30     297.07  490.8    323.25     4.40    -9999
JUNGFRAU2  010415 60   161300-161400   30     285.58  490.4    309.57     0.00    -9999
JUNGFRAU2  010415 60   161400-161500   30     286.17  490.5    310.50     0.30    -9999
JUNGFRAU2  010415 60   161500-161600   30     282.70  490.3    306.15    -1.10    -9999
JUNGFRAU2  010415 60   161600-161700   30     286.82  491.1    313.00     1.10    -9999
JUNGFRAU2  010415 60   161700-161800   30     285.23  491.0    310.97     0.40    -9999
JUNGFRAU2  010415 60   161800-161900   30     290.08  491.2    316.87     2.30    -9999
JUNGFRAU2  010415 60   161900-162000   30     293.17  490.5    318.08     2.70    -9999
JUNGFRAU2  010415 60   162000-162100   30     290.87  490.7    316.20     2.10    -9999
JUNGFRAU2  010415 60   162100-162200   30     288.27  490.7    313.38     1.20    -9999
JUNGFRAU2  010415 60   162200-162300   30     285.38  490.8    310.53     0.30    -9999
JUNGFRAU2  010415 60   162300-162400   30     293.20  490.9    319.35     3.10    -9999
JUNGFRAU2  010415 60   162400-162500   30     290.95  491.1    317.50     2.50    -9999
JUNGFRAU2  010415 60   162500-162600   30     289.65  490.7    314.87     1.70    -9999
JUNGFRAU2  010415 60   162600-162700   30     287.65  490.8    313.00     1.10    -9999
JUNGFRAU2  010415 60   162700-162800   30     286.35  490.8    311.60     0.60    -9999
JUNGFRAU2  010415 60   162800-162900   30     285.88  490.9    311.37     0.60    -9999
JUNGFRAU2  010415 60   162900-163000   30     282.30  491.1    308.08    -0.50    -9999
JUNGFRAU2  010415 60   163000-163100   30     287.28  490.6    312.02     0.80    -9999
JUNGFRAU2  010415 60   163100-163200   30     294.73  491.1    321.63     3.90    -9999
JUNGFRAU2  010415 60   163200-163300   30     283.23  491.1    309.08    -0.20    -9999
JUNGFRAU2  010415 60   163300-163400   30     291.47  491.1    318.07     2.70    -9999
JUNGFRAU2  010415 60   163400-163500   30     285.03  491.1    311.07     0.50    -9999
JUNGFRAU2  010415 60   163500-163600   30     281.17  491.0    306.55    -1.00    -9999
JUNGFRAU2  010415 60   163600-163700   30     285.75  491.1    311.83     0.70    -9999
JUNGFRAU2  010415 60   163700-163800   30     288.20  491.1    314.50     1.60    -9999
JUNGFRAU2  010415 60   163800-163900   30     280.58  491.1    306.20    -1.10    -9999
JUNGFRAU2  010415 60   163900-164000   30     284.78  491.2    311.08     0.50    -9999
JUNGFRAU2  010415 60   164000-164100   30     283.37  491.2    309.53     0.00    -9999
JUNGFRAU2  010415 60   164100-164200   30     289.45  490.8    314.97     1.70    -9999
JUNGFRAU2  010415 60   164200-164300   30     283.13  490.8    308.10    -0.50    -9999
JUNGFRAU2  010415 60   164300-164400   30     289.95  491.1    316.42     2.20    -9999
JUNGFRAU2  010415 60   164400-164500   30     285.95  491.1    312.05     0.80    -9999
JUNGFRAU2  010415 60   164500-164600   30     286.28  491.2    312.72     1.00    -9999
JUNGFRAU2  010415 60   164600-164700   30     287.65  491.1    313.92     1.40    -9999
JUNGFRAU2  010415 60   164700-164800   30     287.73  491.1    314.00     1.40    -9999
JUNGFRAU2  010415 60   164800-164900   30     291.87  491.1    318.52     2.90    -9999
JUNGFRAU2  010415 60   164900-165000   30     288.12  491.2    314.72     1.60    -9999
JUNGFRAU2  010415 60   165000-165100   30     287.97  491.2    314.57     1.60    -9999
JUNGFRAU2  010415 60   165100-165200   30     289.57  491.2    316.30     2.10    -9999
JUNGFRAU2  010415 60   165200-165300   30     286.83  491.1    313.02     1.10    -9999
JUNGFRAU2  010415 60   165300-165400   30     290.92  491.3    318.10     2.70    -9999
JUNGFRAU2  010415 60   165400-165500   30     280.30  491.1    305.88    -1.20    -9999
JUNGFRAU2  010415 60   165500-165600   30     287.40  491.2    313.95     1.40    -9999
JUNGFRAU2  010415 60   165600-165700   30     283.87  491.1    309.78     0.00    -9999
JUNGFRAU2  010415 60   165700-165800   30     286.02  491.1    312.13     0.80    -9999
JUNGFRAU2  010415 60   165800-165900   30     285.18  491.0    310.92     0.40    -9999
JUNGFRAU2  010415 60   165900-170000   30     281.73  491.1    307.45    -0.70    -9999
JUNGFRAU2  010415 60   170000-170100   30     286.23  491.1    312.37     0.90    -9999
JUNGFRAU2  010415 60   170100-170200   30     293.37  491.3    320.77     3.60    -9999
JUNGFRAU2  010415 60   170200-170300   30     283.72  491.1    309.62     0.00    -9999
JUNGFRAU2  010415 60   170300-170400   30     286.85  491.1    313.03     1.10    -9999
JUNGFRAU2  010415 60   170400-170500   30     285.12  491.1    311.15     0.50    -9999
JUNGFRAU2  010415 60   170500-170600   30     285.05  491.0    310.77     0.40    -9999
JUNGFRAU2  010415 60   170600-170700   30     288.62  490.9    314.37     1.50    -9999
JUNGFRAU2  010415 60   170700-170800   30     285.63  491.1    311.72     0.70    -9999
JUNGFRAU2  010415 60   170800-170900   30     280.82  490.8    305.57    -1.30    -9999
JUNGFRAU2  010415 60   170900-171000   30     281.17  490.9    306.25    -1.10    -9999
JUNGFRAU2  010415 60   171000-171100   30     284.58  491.2    310.87     0.40    -9999
JUNGFRAU2  010415 60   171100-171200   30     286.25  490.9    311.78     0.70    -9999
JUNGFRAU2  010415 60   171200-171300   30     287.22  491.1    313.45     1.20    -9999
JUNGFRAU2  010415 60   171300-171400   30     280.37  490.9    305.38    -1.40    -9999
JUNGFRAU2  010415 60   171400-171500   30     279.35  491.1    304.85    -1.60    -9999
JUNGFRAU2  010415 60   171500-171600   30     289.90  490.9    315.77     2.00    -9999
JUNGFRAU2  010415 60   171600-171700   30     279.88  491.0    305.13    -1.50    -9999
JUNGFRAU2  010415 60   171700-171800   30     283.63  491.1    309.53     0.00    -9999
JUNGFRAU2  010415 60   171800-171900   30     288.30  490.8    313.72     1.30    -9999
JUNGFRAU2  010415 60   171900-172000   30     286.47  490.6    311.12     0.50    -9999
JUNGFRAU2  010415 60   172000-172100   30     280.18  491.0    305.47    -1.40    -9999
JUNGFRAU2  010415 60   172100-172200   30     295.17  491.0    321.80     3.90    -9999
JUNGFRAU2  010415 60   172200-172300   30     292.55  490.9    318.65     2.90    -9999
JUNGFRAU2  010415 60   172300-172400   30     293.52  490.9    319.70     3.20    -9999
JUNGFRAU2  010415 60   172400-172500   30     288.88  490.8    314.33     1.50    -9999
JUNGFRAU2  010415 60   172500-172600   30     296.33  491.0    323.07     4.30    -9999
JUNGFRAU2  010415 60   172600-172700   30     284.95  490.9    310.37     0.20    -9999
JUNGFRAU2  010415 60   172700-172800   30     287.30  490.8    312.63     1.00    -9999
JUNGFRAU2  010415 60   172800-172900   30     289.08  491.0    315.17     1.80    -9999
JUNGFRAU2  010415 60   172900-173000   30     278.10  490.8    302.62    -2.30    -9999
JUNGFRAU2  010415 60   173000-173100   30     288.25  490.9    313.95     1.40    -9999
JUNGFRAU2  010415 60   173100-173200   30     282.18  490.8    307.07    -0.80    -9999
JUNGFRAU2  010415 60   173200-173300   30     289.30  491.0    315.42     1.90    -9999
JUNGFRAU2  010415 60   173300-173400   30     290.63  491.1    317.17     2.40    -9999
JUNGFRAU2  010415 60   173400-173500   30     289.75  491.1    316.22     2.10    -9999
JUNGFRAU2  010415 60   173500-173600   30     287.47  490.8    312.82     1.00    -9999
JUNGFRAU2  010415 60   173600-173700   30     282.55  490.8    307.47    -0.70    -9999
JUNGFRAU2  010415 60   173700-173800   30     287.30  491.0    313.22     1.10    -9999
JUNGFRAU2  010415 60   173800-173900   30     287.33  490.8    312.67     1.00    -9999
JUNGFRAU2  010415 60   173900-174000   30     286.23  490.8    311.47     0.60    -9999
JUNGFRAU2  010415 60   174000-174100   30     284.25  490.9    309.60     0.00    -9999
JUNGFRAU2  010415 60   174100-174200   30     292.13  491.0    318.50     2.90    -9999
JUNGFRAU2  010415 60   174200-174300   30     284.73  490.9    310.13     0.20    -9999
JUNGFRAU2  010415 60   174300-174400   30     280.12  490.9    305.10    -1.50    -9999
JUNGFRAU2  010415 60   174400-174500   30     290.85  490.8    316.48     2.20    -9999
JUNGFRAU2  010415 60   174500-174600   30     278.28  490.9    303.10    -2.10    -9999
JUNGFRAU2  010415 60   174600-174700   30     282.18  491.1    307.95    -0.60    -9999
JUNGFRAU2  010415 60   174700-174800   30     283.13  490.9    308.40    -0.40    -9999
JUNGFRAU2  010415 60   174800-174900   30     287.50  490.8    312.85     1.00    -9999
JUNGFRAU2  010415 60   174900-175000   30     285.38  490.8    310.53     0.30    -9999
JUNGFRAU2  010415 60   175000-175100   30     287.50  490.9    313.15     1.10    -9999
JUNGFRAU2  010415 60   175100-175200   30     287.80  491.0    313.78     1.30    -9999
JUNGFRAU2  010415 60   175200-175300   30     280.20  490.9    305.20    -1.40    -9999
JUNGFRAU2  010415 60   175300-175400   30     281.75  490.9    306.88    -0.90    -9999
JUNGFRAU2  010415 60   175400-175500   30     287.97  490.8    313.35     1.20    -9999
JUNGFRAU2  010415 60   175500-175600   30     287.33  490.9    312.97     1.10    -9999
JUNGFRAU2  010415 60   175600-175700   30     283.38  490.8    308.35    -0.40    -9999
JUNGFRAU2  010415 60   175700-175800   30     285.17  491.0    310.90     0.40    -9999
JUNGFRAU2  010415 60   175800-175900   30     290.50  490.9    316.40     2.20    -9999
JUNGFRAU2  010415 60   175900-180000   30     279.68  491.1    305.22    -1.40    -9999
JUNGFRAU2  010415 60   180000-180100   30     283.42  491.1    309.30    -0.10    -9999
JUNGFRAU2  010415 60   180100-180200   30     288.78  491.1    315.13     1.80    -9999
JUNGFRAU2  010415 60   180200-180300   30     291.53  490.9    317.53     2.50    -9999
JUNGFRAU2  010415 60   180300-180400   30     289.90  490.9    315.77     2.00    -9999
JUNGFRAU2  010415 60   180400-180500   30     287.92  490.9    313.60     1.30    -9999
JUNGFRAU2  010415 60   180500-180600   30     282.90  490.8    307.83    -0.60    -9999
JUNGFRAU2  010415 60   180600-180700   30     285.68  491.0    311.47     0.60    -9999
JUNGFRAU2  010415 60   180700-180800   30     283.90  490.8    308.93    -0.20    -9999
JUNGFRAU2  010415 60   180800-180900   30     285.62  490.9    311.08     0.50    -9999
JUNGFRAU2  010415 60   180900-181000   30     287.43  490.9    313.07     1.10    -9999
JUNGFRAU2  010415 60   181000-181100   30     288.82  491.1    315.18     1.80    -9999
JUNGFRAU2  010415 60   181100-181200   30     285.37  490.9    310.82     0.40    -9999
JUNGFRAU2  010415 60   181200-181300   30     286.43  491.1    312.58     0.90    -9999
JUNGFRAU2  010415 60   181300-181400   30     281.00  491.1    306.65    -1.00    -9999
JUNGFRAU2  010415 60   181400-181500   30     290.68  491.1    317.22     2.40    -9999
JUNGFRAU2  010415 60   181500-181600   30     288.42  491.1    314.75     1.60    -9999
JUNGFRAU2  010415 60   181600-181700   30     281.23  491.1    306.92    -0.90    -9999
JUNGFRAU2  010415 60   181700-181800   30     294.18  490.9    320.43     3.50    -9999
JUNGFRAU2  010415 60   181800-181900   30     282.68  490.9    307.90    -0.60    -9999
