IRKUTSK3   LATITUDE    52.28     LONGITUDE     104.02    ALTITUDE    3000 M
IRKUTSK3   INSTRUMENT   6NM64    NEUTRON MONITOR     
IRKUTSK3   STANDARD PRESSURE    707     mb     COEFFICIENT   -0.72     % / mb
IRKUTSK3   PRE-INCREASE BASELINE TIME INTERVAL    120516    230000-010000   UT
IRKUTSK3   PRE-INCREASE AVERAGE COUNTING RATE    428.23      COUNTS PER SECOND
IRKUTSK3   TIME INTERVALS    300         3600     
IRKUTSK3   SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (mb)      C/S
IRKUTSK3   120517 300  183000-183500   00     421.40  715.5    423.00    -1.20    -9999
IRKUTSK3   120517 300  183500-184000   00     423.40  715.5    424.80    -0.80    -9999
IRKUTSK3   120517 300  184000-184500   00     427.20  715.5    429.00     0.20    -9999
IRKUTSK3   120517 300  184500-185000   00     421.60  715.5    422.80    -1.30    -9999
IRKUTSK3   120517 300  185000-185500   00     421.40  715.4    422.80    -1.30    -9999
IRKUTSK3   120517 300  185500-190000   00     422.40  715.5    423.80    -1.00    -9999
IRKUTSK3   120517 300  190000-190500   00     425.80  715.4    427.00    -0.30    -9999
IRKUTSK3   120517 300  190500-191000   00     421.00  715.4    422.00    -1.50    -9999
IRKUTSK3   120517 300  191000-191500   00     421.40  715.4    422.80    -1.30    -9999
IRKUTSK3   120517 300  191500-192000   00     418.20  715.5    419.40    -2.10    -9999
IRKUTSK3   120517 300  192000-192500   00     423.00  715.5    424.40    -0.90    -9999
IRKUTSK3   120517 300  192500-193000   00     419.80  715.6    421.20    -1.60    -9999
IRKUTSK3   120517 300  193000-193500   00     421.20  715.5    422.80    -1.30    -9999
IRKUTSK3   120517 300  193500-194000   00     421.60  715.5    423.60    -1.10    -9999
IRKUTSK3   120517 300  194000-194500   00     420.00  715.6    421.40    -1.60    -9999
IRKUTSK3   120517 300  194500-195000   00     420.00  715.5    421.80    -1.50    -9999
IRKUTSK3   120517 300  195000-195500   00     420.60  715.5    422.40    -1.40    -9999
IRKUTSK3   120517 300  195500-200000   00     420.60  715.5    422.60    -1.30    -9999
IRKUTSK3   120517 300  200000-200500   00     422.40  715.5    423.80    -1.00    -9999
IRKUTSK3   120517 300  200500-201000   00     419.80  715.5    421.60    -1.50    -9999
IRKUTSK3   120517 300  201000-201500   00     418.40  715.5    419.60    -2.00    -9999
IRKUTSK3   120517 300  201500-202000   00     420.00  715.4    421.60    -1.50    -9999
IRKUTSK3   120517 300  202000-202500   00     419.80  715.4    420.80    -1.70    -9999
IRKUTSK3   120517 300  202500-203000   00     423.00  715.4    424.40    -0.90    -9999
IRKUTSK3   120517 300  203000-203500   00     422.00  715.5    423.60    -1.10    -9999
IRKUTSK3   120517 300  203500-204000   00     424.40  715.5    426.00    -0.50    -9999
IRKUTSK3   120517 300  204000-204500   00     423.00  715.5    424.40    -0.90    -9999
IRKUTSK3   120517 300  204500-205000   00     421.00  715.5    422.40    -1.40    -9999
IRKUTSK3   120517 300  205000-205500   00     421.00  715.5    423.00    -1.20    -9999
IRKUTSK3   120517 300  205500-210000   00     422.80  715.5    424.60    -0.80    -9999
IRKUTSK3   120517 300  210000-210500   00     420.60  715.5    422.40    -1.40    -9999
IRKUTSK3   120517 300  210500-211000   00     422.40  715.5    423.80    -1.00    -9999
IRKUTSK3   120517 300  211000-211500   00     420.80  715.6    422.40    -1.40    -9999
IRKUTSK3   120517 300  211500-212000   00     418.80  715.6    420.60    -1.80    -9999
IRKUTSK3   120517 300  212000-212500   00     419.80  715.6    421.60    -1.50    -9999
IRKUTSK3   120517 300  212500-213000   00     423.00  715.6    424.80    -0.80    -9999
IRKUTSK3   120517 300  213000-213500   00     423.60  715.6    425.60    -0.60    -9999
IRKUTSK3   120517 300  213500-214000   00     421.40  715.6    423.40    -1.10    -9999
IRKUTSK3   120517 300  214000-214500   00     418.80  715.6    420.80    -1.70    -9999
IRKUTSK3   120517 300  214500-215000   00     419.00  715.5    420.60    -1.80    -9999
IRKUTSK3   120517 300  215000-215500   00     421.60  715.5    423.00    -1.20    -9999
IRKUTSK3   120517 300  215500-220000   00     420.60  715.5    422.00    -1.50    -9999
IRKUTSK3   120517 300  220000-220500   00     422.20  715.5    424.00    -1.00    -9999
IRKUTSK3   120517 300  220500-221000   00     420.40  715.5    422.00    -1.50    -9999
IRKUTSK3   120517 300  221000-221500   00     422.20  715.6    424.00    -1.00    -9999
IRKUTSK3   120517 300  221500-222000   00     419.80  715.6    421.80    -1.50    -9999
IRKUTSK3   120517 300  222000-222500   00     420.60  715.6    422.20    -1.40    -9999
IRKUTSK3   120517 300  222500-223000   00     421.60  715.6    423.20    -1.20    -9999
IRKUTSK3   120517 300  223000-223500   00     421.20  715.6    422.80    -1.30    -9999
IRKUTSK3   120517 300  223500-224000   00     419.20  715.6    420.80    -1.70    -9999
IRKUTSK3   120517 300  224000-224500   00     420.40  715.7    422.40    -1.40    -9999
IRKUTSK3   120517 300  224500-225000   00     417.40  715.7    419.60    -2.00    -9999
IRKUTSK3   120517 300  225000-225500   00     422.60  715.7    424.60    -0.80    -9999
IRKUTSK3   120517 300  225500-230000   00     420.80  715.7    422.80    -1.30    -9999
IRKUTSK3   120517 300  230000-230500   00     419.20  715.8    421.40    -1.60    -9999
IRKUTSK3   120517 300  230500-231000   00     421.80  715.8    424.40    -0.90    -9999
IRKUTSK3   120517 300  231000-231500   00     421.00  715.8    423.20    -1.20    -9999
IRKUTSK3   120517 300  231500-232000   00     420.40  715.7    422.60    -1.30    -9999
IRKUTSK3   120517 300  232000-232500   00     422.00  715.8    424.60    -0.80    -9999
IRKUTSK3   120517 300  232500-233000   00     423.20  715.8    425.60    -0.60    -9999
IRKUTSK3   120517 300  233000-233500   00     418.40  715.9    421.20    -1.60    -9999
IRKUTSK3   120517 300  233500-234000   00     418.60  715.9    421.20    -1.60    -9999
IRKUTSK3   120517 300  234000-234500   00     420.80  715.9    423.80    -1.00    -9999
IRKUTSK3   120517 300  234500-235000   00     420.20  715.9    423.20    -1.20    -9999
IRKUTSK3   120517 300  235000-235500   00     418.80  715.9    421.80    -1.50    -9999
IRKUTSK3   120517 300  235500-240000   00     421.80  715.9    424.20    -0.90    -9999
IRKUTSK3   120518 3600 000000-010000   00     418.92  716.0    421.77    -1.50    -9999
IRKUTSK3   120518 3600 010000-020000   00     420.30  716.2    423.77    -1.00    -9999
IRKUTSK3   120518 3600 020000-030000   00     418.63  716.5    423.03    -1.20    -9999
IRKUTSK3   120518 3600 030000-040000   00     418.80  716.8    424.28    -0.90    -9999
IRKUTSK3   120518 3600 040000-050000   00     417.68  717.1    424.02    -1.00    -9999
IRKUTSK3   120518 3600 050000-060000   00     416.03  717.5    423.48    -1.10    -9999
IRKUTSK3   120518 3600 060000-070000   00     414.55  717.7    422.90    -1.20    -9999
IRKUTSK3   120518 3600 070000-080000   00     414.20  718.0    423.22    -1.20    -9999
IRKUTSK3   120518 3600 080000-090000   00     413.83  718.3    423.78    -1.00    -9999
IRKUTSK3   120518 3600 090000-100000   00     413.35  718.4    423.62    -1.10    -9999
IRKUTSK3   120518 3600 100000-110000   00     412.55  718.4    422.68    -1.30    -9999
IRKUTSK3   120518 3600 110000-120000   00     412.12  718.5    422.63    -1.30    -9999
IRKUTSK3   120518 3600 120000-130000   00     411.70  718.4    421.80    -1.50    -9999
IRKUTSK3   120518 3600 130000-140000   00     412.13  718.3    422.20    -1.40    -9999
IRKUTSK3   120518 3600 140000-150000   00     411.47  718.1    420.82    -1.70    -9999
IRKUTSK3   120518 3600 150000-160000   00     411.65  718.0    420.52    -1.80    -9999
IRKUTSK3   120518 3600 160000-170000   00     409.92  717.9    418.55    -2.30    -9999
IRKUTSK3   120518 3600 170000-180000   00     410.15  717.6    417.75    -2.40    -9999
IRKUTSK3   120518 3600 180000-190000   00     412.25  717.0    418.07    -2.40    -9999
IRKUTSK3   120518 3600 190000-200000   00     414.20  716.4    418.58    -2.30    -9999
IRKUTSK3   120518 3600 200000-210000   00     414.77  716.1    418.00    -2.40    -9999
IRKUTSK3   120518 3600 210000-220000   00     416.18  715.5    417.80    -2.40    -9999
IRKUTSK3   120518 3600 220000-230000   00     420.07  714.9    419.83    -2.00    -9999
IRKUTSK3   120518 3600 230000-240000   00     423.98  714.5    422.45    -1.30    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2024-01-15 17:24:22 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE71/C071IRK3.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
