INUVIK     LATITUDE    68.35     LONGITUDE     -133.72   ALTITUDE    21 M
INUVIK     INSTRUMENT   18NM64    NEUTRON MONITOR     	
INUVIK     STANDARD PRESSURE    1008.14 MB     COEFFICIENT   -0.74     % / MB
INUVIK     PRE-INCREASE BASELINE TIME INTERVAL    120516    230000-010000   UT
INUVIK     PRE-INCREASE AVERAGE COUNTING RATE    193.10      COUNTS PER SECOND
INUVIK     TIME INTERVALS    300         3600     
INUVIK     SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (MB)      C/S
INUVIK     120517 300  203500-204000   00     176.22 1025.7    193.52     0.20    -9999
INUVIK     120517 300  204000-204500   00     176.25 1025.7    193.49     0.20    -9999
INUVIK     120517 300  204500-205000   00     177.27 1025.6    194.54     0.70    -9999
INUVIK     120517 300  205000-205500   00     176.48 1025.6    193.63     0.30    -9999
INUVIK     120517 300  205500-210000   00     177.52 1025.6    194.75     0.90    -9999
INUVIK     120517 300  210000-210500   00     175.30 1025.6    192.26    -0.40    -9999
INUVIK     120517 300  210500-211000   00     174.53 1025.5    191.38    -0.90    -9999
INUVIK     120517 300  211000-211500   00     177.55 1025.5    194.67     0.80    -9999
INUVIK     120517 300  211500-212000   00     174.56 1025.5    191.38    -0.90    -9999
INUVIK     120517 300  212000-212500   00     175.17 1025.5    192.01    -0.60    -9999
INUVIK     120517 300  212500-213000   00     174.98 1025.5    191.80    -0.70    -9999
INUVIK     120517 300  213000-213500   00     177.89 1025.5    194.95     1.00    -9999
INUVIK     120517 300  213500-214000   00     175.32 1025.4    192.11    -0.50    -9999
INUVIK     120517 300  214000-214500   00     175.85 1025.4    192.67    -0.20    -9999
INUVIK     120517 300  214500-215000   00     177.27 1025.4    194.16     0.50    -9999
INUVIK     120517 300  215000-215500   00     177.30 1025.3    194.11     0.50    -9999
INUVIK     120517 300  215500-220000   00     176.79 1025.2    193.41     0.20    -9999
INUVIK     120517 300  220000-220500   00     175.80 1025.2    192.25    -0.40    -9999
INUVIK     120517 300  220500-221000   00     177.81 1025.1    194.38     0.70    -9999
INUVIK     120517 300  221000-221500   00     174.80 1025.1    191.02    -1.10    -9999
INUVIK     120517 300  221500-222000   00     175.66 1025.0    191.89    -0.60    -9999
INUVIK     120517 300  222000-222500   00     177.60 1025.0    193.89     0.40    -9999
INUVIK     120517 300  222500-223000   00     174.54 1024.9    190.47    -1.40    -9999
INUVIK     120517 300  223000-223500   00     175.78 1024.9    191.76    -0.70    -9999
INUVIK     120517 300  223500-224000   00     177.35 1024.8    193.41     0.20    -9999
INUVIK     120517 300  224000-224500   00     176.64 1024.8    192.59    -0.30    -9999
INUVIK     120517 300  224500-225000   00     179.43 1024.7    195.52     1.30    -9999
INUVIK     120517 300  225000-225500   00     175.50 1024.6    191.13    -1.00    -9999
INUVIK     120517 300  225500-230000   00     176.24 1024.6    191.85    -0.60    -9999
INUVIK     120517 300  230000-230500   00     173.82 1024.5    189.12    -2.10    -9999
INUVIK     120517 300  230500-231000   00     175.93 1024.5    191.37    -0.90    -9999
INUVIK     120517 300  231000-231500   00     175.68 1024.4    191.06    -1.10    -9999
INUVIK     120517 300  231500-232000   00     176.82 1024.4    192.24    -0.40    -9999
INUVIK     120517 300  232000-232500   00     177.41 1024.4    192.81    -0.20    -9999
INUVIK     120517 300  232500-233000   00     177.40 1024.3    192.76    -0.20    -9999
INUVIK     120517 300  233000-233500   00     179.10 1024.3    194.51     0.70    -9999
INUVIK     120517 300  233500-234000   00     177.56 1024.2    192.79    -0.20    -9999
INUVIK     120517 300  234000-234500   00     175.54 1024.2    190.55    -1.30    -9999
INUVIK     120517 300  234500-235000   00     177.86 1024.1    192.96    -0.10    -9999
INUVIK     120517 300  235000-235500   00     178.22 1024.1    193.29     0.10    -9999
INUVIK     120517 300  235500-240000   00     176.79 1024.0    191.66    -0.70    -9999
INUVIK     120518 3600 000000-010000   00     177.75 1023.7    192.29    -0.40    -9999
INUVIK     120518 3600 010000-020000   00     178.07 1023.3    191.99    -0.60    -9999
INUVIK     120518 3600 020000-030000   00     179.30 1022.8    192.56    -0.30    -9999
INUVIK     120518 3600 030000-040000   00     179.29 1022.4    192.00    -0.60    -9999
INUVIK     120518 3600 040000-050000   00     179.66 1022.1    191.95    -0.60    -9999
INUVIK     120518 3600 050000-060000   00     179.52 1021.8    191.38    -0.90    -9999
INUVIK     120518 3600 060000-070000   00     179.59 1021.5    191.10    -1.00    -9999
INUVIK     120518 3600 070000-080000   00     179.62 1021.4    190.91    -1.10    -9999
INUVIK     120518 3600 080000-090000   00     179.85 1021.2    190.88    -1.10    -9999
INUVIK     120518 3600 090000-100000   00     180.52 1021.0    191.26    -1.00    -9999
INUVIK     120518 3600 100000-110000   00     180.88 1020.6    191.07    -1.10    -9999
INUVIK     120518 3600 110000-120000   00     180.14 1020.2    189.80    -1.70    -9999
INUVIK     120518 3600 120000-130000   00     179.97 1020.0    189.30    -2.00    -9999
INUVIK     120518 3600 130000-140000   00     179.84 1019.7    188.70    -2.30    -9999
INUVIK     120518 3600 140000-150000   00     180.71 1019.3    189.04    -2.10    -9999
INUVIK     120518 3600 150000-160000   00     181.24 1019.1    189.41    -1.90    -9999
INUVIK     120518 3600 160000-170000   00     182.07 1018.9    189.97    -1.60    -9999
INUVIK     120518 3600 170000-180000   00     183.16 1018.7    190.82    -1.20    -9999
INUVIK     120518 3600 180000-190000   00     183.31 1018.3    190.44    -1.40    -9999
INUVIK     120518 3600 190000-200000   00     183.94 1018.1    190.72    -1.20    -9999
INUVIK     120518 3600 200000-210000   00     185.33 1017.7    191.56    -0.80    -9999
INUVIK     120518 3600 210000-220000   00     186.28 1017.3    192.03    -0.60    -9999
INUVIK     120518 3600 220000-230000   00     186.99 1016.9    192.15    -0.50    -9999
INUVIK     120518 3600 230000-240000   00     188.44 1016.5    193.05     0.00    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2024-01-15 17:24:22 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE71/C071INVK_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
