CALGARY    LATITUDE    51.08     LONGITUDE     -114.13   ALTITUDE    1128 M
CALGARY    INSTRUMENT   12NM64    NEUTRON MONITOR     	
CALGARY    STANDARD PRESSURE    883     MB     COEFFICIENT   -0.7718   % / MB
CALGARY    061212 3600 230000-240000   00     335.44  876.0    317.92     0.50    -9999
CALGARY    061213 300  000000-000500   00     334.67  876.4    318.05     0.50    -9999
CALGARY    061213 300  000500-001000   00     331.81  876.5    315.58    -0.30    -9999
CALGARY    061213 300  001000-001500   00     333.87  876.6    317.78     0.40    -9999
CALGARY    061213 300  001500-002000   00     334.04  876.7    318.18     0.50    -9999
CALGARY    061213 300  002000-002500   00     330.32  876.8    314.88    -0.50    -9999
CALGARY    061213 300  002500-003000   00     333.04  876.9    317.72     0.40    -9999
CALGARY    061213 300  003000-003500   00     330.38  877.0    315.43    -0.30    -9999
CALGARY    061213 300  003500-004000   00     332.24  877.0    317.21     0.20    -9999
CALGARY    061213 300  004000-004500   00     330.91  877.1    316.18    -0.10    -9999
CALGARY    061213 300  004500-005000   00     332.97  877.2    318.40     0.60    -9999
CALGARY    061213 300  005000-005500   00     330.02  877.3    315.81    -0.20    -9999
CALGARY    061213 300  005500-010000   00     330.25  877.3    316.04    -0.10    -9999
CALGARY    061213 300  010000-010500   00     327.86  877.4    313.99    -0.80    -9999
CALGARY    061213 300  010500-011000   00     331.55  877.4    317.52     0.30    -9999
CALGARY    061213 300  011000-011500   00     330.78  877.4    316.79     0.10    -9999
CALGARY    061213 300  011500-012000   00     328.82  877.5    315.16    -0.40    -9999
CALGARY    061213 300  012000-012500   00     329.75  877.6    316.29    -0.10    -9999
CALGARY    061213 300  012500-013000   00     330.38  877.7    317.14     0.20    -9999
CALGARY    061213 300  013000-013500   00     331.02  877.7    317.75     0.40    -9999
CALGARY    061213 300  013500-014000   00     331.81  877.7    318.51     0.60    -9999
CALGARY    061213 300  014000-014500   00     327.36  877.8    314.48    -0.60    -9999
CALGARY    061213 300  014500-015000   00     327.69  877.9    315.04    -0.50    -9999
CALGARY    061213 300  015000-015500   00     329.69  877.9    316.96     0.20    -9999
CALGARY    061213 300  015500-020000   00     330.75  878.0    318.23     0.60    -9999
CALGARY    061213 300  020000-020500   00     329.32  878.0    316.85     0.10     0.10
CALGARY    061213 300  020500-021000   00     327.39  878.0    315.00    -0.50    -0.50
CALGARY    061213 300  021000-021500   00     328.92  878.0    316.47     0.00     0.00
CALGARY    061213 300  021500-022000   00     330.58  878.0    318.07     0.50     0.50
CALGARY    061213 300  022000-022500   00     326.10  878.1    314.00    -0.80    -0.80
CALGARY    061213 300  022500-023000   00     328.46  878.1    316.27    -0.10    -0.10
CALGARY    061213 300  023000-023500   00     328.96  878.1    316.75     0.10     0.10
CALGARY    061213 300  023500-024000   00     327.10  878.2    315.20    -0.40    -0.40
CALGARY    061213 300  024000-024500   00     326.17  878.3    314.55    -0.60    -0.60
CALGARY    061213 300  024500-025000   00     328.26  878.4    316.81     0.10     0.10
CALGARY    061213 300  025000-025500   00     328.59  878.4    317.13     0.20     0.20
CALGARY    061213 300  025500-030000   00     329.72  878.5    318.46     0.60     0.60
CALGARY    061213 300  030000-030500   00     340.58  878.6    329.21     4.00     4.00
CALGARY    061213 300  030500-031000   00     362.87  878.6    350.75    10.80    10.80
CALGARY    061213 300  031000-031500   00     383.33  878.6    370.53    17.10    17.10
CALGARY    061213 300  031500-032000   00     401.04  878.5    387.35    22.40    22.40
CALGARY    061213 300  032000-032500   00     410.04  878.5    396.04    25.10    25.10
CALGARY    061213 300  032500-033000   00     417.15  878.6    403.22    27.40    27.40
CALGARY    061213 300  033000-033500   00     420.77  878.6    406.72    28.50    28.50
CALGARY    061213 300  033500-034000   00     420.47  878.6    406.43    28.40    28.40
CALGARY    061213 300  034000-034500   00     418.44  878.6    404.47    27.80    27.80
CALGARY    061213 300  034500-035000   00     414.96  878.7    401.41    26.80    26.80
CALGARY    061213 300  035000-035500   00     404.96  878.8    392.04    23.90    23.90
CALGARY    061213 300  035500-040000   00     408.55  878.8    395.51    25.00    25.00
CALGARY    061213 300  040000-040500   00     400.74  878.8    387.96    22.60    22.60
CALGARY    061213 300  040500-041000   00     400.77  878.9    388.29    22.70    22.70
CALGARY    061213 300  041000-041500   00     394.33  878.8    381.75    20.60    20.60
CALGARY    061213 300  041500-042000   00     395.36  878.7    382.45    20.80    20.80
CALGARY    061213 300  042000-042500   00     392.14  878.6    379.04    19.80    19.80
CALGARY    061213 300  042500-043000   00     390.94  878.5    377.59    19.30    19.30
CALGARY    061213 300  043000-043500   00     386.26  878.4    372.78    17.80    17.80
CALGARY    061213 300  043500-044000   00     381.60  878.4    368.29    16.40    16.40
CALGARY    061213 300  044000-044500   00     378.35  878.4    365.15    15.40    15.40
CALGARY    061213 300  044500-045000   00     378.35  878.3    364.87    15.30    15.30
CALGARY    061213 300  045000-045500   00     373.70  878.3    360.39    13.90    13.90
CALGARY    061213 300  045500-050000   00     369.48  878.3    356.32    12.60    12.60
CALGARY    061213 300  050000-050500   00     368.45  878.3    355.33    12.30    12.30
CALGARY    061213 300  050500-051000   00     365.26  878.3    352.25    11.30    11.30
CALGARY    061213 300  051000-051500   00     359.78  878.3    346.97     9.60     9.60
CALGARY    061213 300  051500-052000   00     361.61  878.4    349.00    10.30    10.30
CALGARY    061213 300  052000-052500   00     360.18  878.4    347.62     9.80     9.80
CALGARY    061213 300  052500-053000   00     358.85  878.3    346.07     9.40     9.40
CALGARY    061213 300  053000-053500   00     357.69  878.4    345.21     9.10     9.10
CALGARY    061213 300  053500-054000   00     356.09  878.1    342.88     8.30     8.30
CALGARY    061213 300  054000-054500   00     354.63  878.1    341.47     7.90     7.90
CALGARY    061213 300  054500-055000   00     353.90  878.1    340.77     7.70     7.70
CALGARY    061213 300  055000-055500   00     355.70  878.0    342.23     8.10     8.10
CALGARY    061213 300  055500-060000   00     352.47  878.0    339.13     7.20     7.20
CALGARY    061213 300  060000-060500   00     350.78  878.1    337.76     6.70     6.70
CALGARY    061213 300  060500-061000   00     346.76  878.0    333.63     5.40     5.40
CALGARY    061213 300  061000-061500   00     345.60  877.9    332.26     5.00     5.00
CALGARY    061213 300  061500-062000   00     346.66  877.9    333.28     5.30     5.30
CALGARY    061213 300  062000-062500   00     344.77  877.9    331.46     4.70     4.70
CALGARY    061213 300  062500-063000   00     348.42  877.8    334.71     5.80     5.80
CALGARY    061213 300  063000-063500   00     344.14  877.8    330.60     4.50     4.50
CALGARY    061213 300  063500-064000   00     344.14  877.8    330.60     4.50     4.50
CALGARY    061213 300  064000-064500   00     343.60  877.7    329.83     4.20     4.20
CALGARY    061213 300  064500-065000   00     344.17  877.6    330.12     4.30     4.30
CALGARY    061213 300  065000-065500   00     344.20  877.5    329.90     4.20     4.20
CALGARY    061213 300  065500-070000   00     342.51  877.5    328.27     3.70     3.70
CALGARY    061213 300  070000-070500   00     343.97  877.5    329.67     4.20     4.20
CALGARY    061213 300  070500-071000   00     339.19  877.4    324.84     2.60     2.60
CALGARY    061213 300  071000-071500   00     343.21  877.4    328.69     3.90     3.90
CALGARY    061213 300  071500-072000   00     341.81  877.3    327.10     3.40     3.40
CALGARY    061213 300  072000-072500   00     340.41  877.2    325.51     2.90     2.90
CALGARY    061213 300  072500-073000   00     345.63  877.2    330.50     4.40     4.40
CALGARY    061213 300  073000-073500   00     343.34  877.0    327.80     3.60     3.60
CALGARY    061213 300  073500-074000   00     343.97  877.0    328.40     3.80     3.80
CALGARY    061213 300  074000-074500   00     345.33  876.9    329.45     4.10     4.10
CALGARY    061213 300  074500-075000   00     348.69  876.8    332.39     5.00     5.00
CALGARY    061213 300  075000-075500   00     343.47  876.7    327.17     3.40     3.40
CALGARY    061213 300  075500-080000   00     339.02  876.6    322.68     2.00     2.00
CALGARY    061213 300  080000-080500   00     341.35  876.5    324.64     2.60     2.60
CALGARY    061213 300  080500-081000   00     345.23  876.4    328.09     3.70     3.70
CALGARY    061213 300  081000-081500   00     339.95  876.3    322.82     2.00     2.00
CALGARY    061213 300  081500-082000   00     340.68  876.2    323.26     2.10     2.10
CALGARY    061213 300  082000-082500   00     344.04  876.1    326.19     3.10     3.10
CALGARY    061213 300  082500-083000   00     345.70  875.9    327.26     3.40     3.40
CALGARY    061213 300  083000-083500   00     339.12  875.8    320.79     1.40     1.40
CALGARY    061213 300  083500-084000   00     341.41  875.7    322.71     2.00     2.00
CALGARY    061213 300  084000-084500   00     343.84  875.8    325.25     2.80     2.80
CALGARY    061213 300  084500-085000   00     342.94  875.7    324.15     2.40     2.40
CALGARY    061213 300  085000-085500   00     340.61  875.6    321.71     1.70     1.70
CALGARY    061213 300  085500-090000   00     342.21  875.4    322.71     2.00     2.00
CALGARY    061213 300  090000-090500   00     342.97  875.3    323.18     2.10     2.10
CALGARY    061213 300  090500-091000   00     344.53  875.1    324.15     2.40     2.40
CALGARY    061213 300  091000-091500   00     341.18  875.0    320.75     1.40     1.40
CALGARY    061213 300  091500-092000   00     342.57  875.0    322.06     1.80     1.80
CALGARY    061213 300  092000-092500   00     340.81  874.9    320.16     1.20     1.20
CALGARY    061213 300  092500-093000   00     340.81  874.7    319.67     1.00     1.00
CALGARY    061213 300  093000-093500   00     341.58  874.5    319.89     1.10     1.10
CALGARY    061213 300  093500-094000   00     341.84  874.6    320.38     1.20     1.20
CALGARY    061213 300  094000-094500   00     343.07  874.8    322.03     1.80     1.80
CALGARY    061213 300  094500-095000   00     344.50  874.7    323.12     2.10     2.10
CALGARY    061213 300  095000-095500   00     343.60  874.4    321.54     1.60     1.60
CALGARY    061213 3600 100000-110000   00     343.61  873.8    320.11     1.10     1.10
CALGARY    061213 3600 110000-120000   00     348.19  871.4    318.42     0.60     0.60
CALGARY    061213 3600 120000-130000   00     352.64  869.5    317.97     0.50     0.50
CALGARY    061213 3600 130000-140000   00     356.81  867.9    317.64     0.40     0.40
CALGARY    061213 3600 140000-150000   00     362.47  865.5    316.89     0.10    -9999
CALGARY    061213 3600 150000-160000   00     367.42  864.1    317.67     0.40    -9999
CALGARY    061213 3600 160000-170000   00     371.11  863.3    318.94     0.80    -9999
CALGARY    061213 3600 170000-180000   00     370.67  863.2    318.22     0.60    -9999
CALGARY    061213 3600 180000-190000   00     371.69  862.8    318.08     0.50    -9999
CALGARY    061213 3600 190000-200000   00     375.03  862.4    320.03     1.10    -9999
CALGARY    061213 3600 200000-210000   00     377.33  861.9    320.69     1.30    -9999
CALGARY    061213 3600 210000-220000   00     376.83  862.1    320.92     1.40    -9999
CALGARY    061213 3600 220000-230000   00     373.42  862.9    320.00     1.10    -9999
CALGARY    061213 3600 230000-240000   00     371.92  863.6    320.39     1.20    -9999
*
*	
COMMENT    	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-02-24 11:29:29 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE70/C070CALG_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
