ATHENS     LATITUDE    37.97     LONGITUDE     23.72     ALTITUDE    40 M
ATHENS     INSTRUMENT   3NM64    NEUTRON MONITOR     
ATHENS     STANDARD PRESSURE    980     mb     COEFFICIENT   -0.7      % / mb
ATHENS     211028 300  123500-124000   00      55.21  984.3     56.61     1.18    -9999
ATHENS     211028 300  124000-124500   00      53.68  984.2     55.27    -1.22    -9999
ATHENS     211028 300  124500-125000   00      53.52  984.2     55.12    -1.48    -9999
ATHENS     211028 300  125000-125500   00      53.37  984.2     54.95    -1.80    -9999
ATHENS     211028 300  125500-130000   00      55.11  984.2     56.77     1.46    -9999
ATHENS     211028 300  130000-130500   00      54.40  984.3     56.08     0.23    -9999
ATHENS     211028 300  130500-131000   00      54.84  984.3     56.48     0.94    -9999
ATHENS     211028 300  131000-131500   00      55.13  984.1     56.75     1.43    -9999
ATHENS     211028 300  131500-132000   00      53.91  984.2     55.53    -0.76    -9999
ATHENS     211028 300  132000-132500   00      54.35  984.3     56.00     0.09    -9999
ATHENS     211028 300  132500-133000   00      53.46  984.2     55.07    -1.57    -9999
ATHENS     211028 300  133000-133500   00      53.79  984.1     55.32    -1.14    -9999
ATHENS     211028 300  133500-134000   00      55.30  984.2     56.98     1.83    -9999
ATHENS     211028 300  134000-134500   00      54.82  984.1     56.43     0.85    -9999
ATHENS     211028 300  134500-135000   00      55.69  984.1     57.32     2.44    -9999
ATHENS     211028 300  135000-135500   00      54.78  984.2     56.40     0.80    -9999
ATHENS     211028 300  135500-140000   00      54.03  984.2     55.65    -0.53    -9999
ATHENS     211028 300  140000-140500   00      53.60  984.2     55.04    -1.63    -9999
ATHENS     211028 300  140500-141000   00      54.22  984.2     55.83    -0.22    -9999
ATHENS     211028 300  141000-141500   00      53.29  984.2     54.87    -1.93    -9999
ATHENS     211028 300  141500-142000   00      54.15  984.2     55.60    -0.62    -9999
ATHENS     211028 300  142000-142500   00      54.56  984.1     56.16     0.37    -9999
ATHENS     211028 300  142500-143000   00      55.13  984.1     56.73     1.39    -9999
ATHENS     211028 300  143000-143500   00      53.86  984.2     55.26    -1.24    -9999
ATHENS     211028 300  143500-144000   00      53.12  984.2     54.66    -2.30    -9999
ATHENS     211028 300  144000-144500   00      54.17  984.2     55.79    -0.30    -9999
ATHENS     211028 300  144500-145000   00      54.81  984.4     56.51     0.99    -9999
ATHENS     211028 300  145000-145500   00      54.74  984.5     56.50     0.98    -9999
ATHENS     211028 300  145500-150000   00      54.18  984.4     55.89    -0.11    -9999
ATHENS     211028 300  150000-150500   00      52.55  984.5     54.24    -3.05    -9999
ATHENS     211028 300  150500-151000   00      56.19  984.6     58.01     3.68    -9999
ATHENS     211028 300  151000-151500   00      54.21  984.7     56.01     0.10    -9999
ATHENS     211028 300  151500-152000   00      54.26  984.6     56.04     0.16    -9999
ATHENS     211028 300  152000-152500   00      53.76  984.6     55.52    -0.78    -9999
ATHENS     211028 300  152500-153000   00      54.35  984.6     56.07     0.21    -9999
ATHENS     211028 300  153000-153500   00      53.99  984.7     55.78    -0.31    -9999
ATHENS     211028 300  153500-154000   00      53.55  984.8     55.39    -1.01    -9999
ATHENS     211028 300  154000-154500   00      53.30  984.8     55.23    -1.29    -9999
ATHENS     211028 300  154500-155000   00      54.81  984.8     56.73     1.39    -9999
ATHENS     211028 300  155000-155500   00      53.54  984.7     55.35    -1.08    -9999
ATHENS     211028 300  155500-160000   00      55.42  984.6     57.25     2.31    -9999
ATHENS     211028 300  160000-160500   00      53.26  984.6     55.05    -1.60    -9999
ATHENS     211028 300  160500-161000   00      55.12  984.5     56.90     1.69    -9999
ATHENS     211028 300  161000-161500   00      53.56  984.5     55.27    -1.22    -9999
ATHENS     211028 300  161500-162000   00      53.90  984.5     55.64    -0.56    -9999
ATHENS     211028 300  162000-162500   00      54.32  984.6     56.10     0.27    -9999
ATHENS     211028 300  162500-163000   00      53.12  984.6     54.92    -1.84    -9999
ATHENS     211028 300  163000-163500   00      53.33  984.7     55.11    -1.51    -9999
ATHENS     211028 300  163500-164000   00      54.31  984.7     56.11     0.28    -9999
ATHENS     211028 300  164000-164500   00      52.57  984.7     54.32    -2.92    -9999
ATHENS     211028 300  164500-165000   00      53.84  984.7     55.65    -0.54    -9999
ATHENS     211028 300  165000-165500   00      52.94  984.8     54.75    -2.16    -9999
ATHENS     211028 300  165500-170000   00      54.19  984.9     56.03     0.14    -9999
ATHENS     211028 300  170000-170500   00      53.07  984.9     54.91    -1.85    -9999
ATHENS     211028 300  170500-171000   00      52.88  984.9     54.49    -2.60    -9999
ATHENS     211028 300  171000-171500   00      54.86  984.9     56.78     1.48    -9999
ATHENS     211028 300  171500-172000   00      53.71  984.8     55.55    -0.72    -9999
ATHENS     211028 300  172000-172500   00      53.83  984.8     55.50    -0.81    -9999
ATHENS     211028 300  172500-173000   00      53.77  985.0     55.67    -0.50    -9999
ATHENS     211028 300  173000-173500   00      54.45  984.8     56.32     0.66    -9999
ATHENS     211028 300  173500-174000   00      54.15  985.0     56.14     0.33    -9999
ATHENS     211028 300  174000-174500   00      53.61  985.0     55.51    -0.80    -9999
ATHENS     211028 300  174500-175000   00      54.24  985.0     56.15     0.36    -9999
ATHENS     211028 300  175000-175500   00      52.88  985.0     54.91    -1.86    -9999
ATHENS     211028 300  175500-180000   00      54.73  985.0     56.46     0.91    -9999
ATHENS     211028 300  180000-180500   00      53.23  984.9     55.10    -1.53    -9999
ATHENS     211028 300  180500-181000   00      55.05  985.0     57.00     1.87    -9999
ATHENS     211028 300  181000-181500   00      53.39  984.8     55.01    -1.68    -9999
ATHENS     211028 300  181500-182000   00      54.33  984.9     56.12     0.30    -9999
ATHENS     211028 300  182000-182500   00      54.45  985.0     56.37     0.75    -9999
ATHENS     211028 300  182500-183000   00      53.93  985.0     55.84    -0.21    -9999
ATHENS     211028 300  183000-183500   00      53.95  985.0     55.88    -0.14    -9999
ATHENS     211028 300  183500-184000   00      52.83  985.0     54.70    -2.23    -9999
ATHENS     211028 300  184000-184500   00      54.88  985.0     56.36     0.73    -9999
ATHENS     211028 300  184500-185000   00      54.34  985.1     56.29     0.60    -9999
ATHENS     211028 300  185000-185500   00      53.36  985.0     55.26    -1.24    -9999
ATHENS     211028 300  185500-190000   00      53.55  985.0     55.58    -0.67    -9999
ATHENS     211028 300  190000-190500   00      53.95  985.0     55.87    -0.14    -9999
ATHENS     211028 300  190500-191000   00      53.31  985.1     55.24    -1.27    -9999
ATHENS     211028 300  191000-191500   00      55.15  985.2     56.94     1.76    -9999
ATHENS     211028 300  191500-192000   00      53.91  985.2     55.92    -0.06    -9999
ATHENS     211028 300  192000-192500   00      54.09  985.1     56.04     0.16    -9999
ATHENS     211028 300  192500-193000   00      53.84  985.2     55.83    -0.23    -9999
ATHENS     211028 300  193000-193500   00      53.62  985.2     55.45    -0.90    -9999
ATHENS     211028 300  193500-194000   00      53.12  985.0     55.02    -1.66    -9999
ATHENS     211028 300  194000-194500   00      54.27  984.9     56.18     0.41    -9999
ATHENS     211028 300  194500-195000   00      53.54  984.9     55.27    -1.21    -9999
ATHENS     211028 300  195000-195500   00      54.04  984.8     55.74    -0.38    -9999
ATHENS     211028 300  195500-200000   00      53.41  984.9     55.29    -1.19    -9999
ATHENS     211028 300  200000-200500   00      53.30  985.0     55.18    -1.37    -9999
ATHENS     211028 300  200500-201000   00      52.89  985.0     54.77    -2.12    -9999
ATHENS     211028 300  201000-201500   00      53.83  984.9     55.73    -0.40    -9999
ATHENS     211028 300  201500-202000   00      53.18  984.9     54.81    -2.04    -9999
ATHENS     211028 300  202000-202500   00      52.98  984.9     54.76    -2.13    -9999
ATHENS     211028 300  202500-203000   00      54.31  985.0     56.24     0.51    -9999
ATHENS     211028 300  203000-203500   00      54.48  984.9     56.38     0.77    -9999
ATHENS     211028 300  203500-204000   00      53.31  984.9     55.19    -1.37    -9999
ATHENS     211028 300  204000-204500   00      54.40  984.9     56.29     0.60    -9999
ATHENS     211028 300  204500-205000   00      54.31  984.9     56.21     0.46    -9999
ATHENS     211028 300  205000-205500   00      54.26  984.9     56.10     0.26    -9999
ATHENS     211028 300  205500-210000   00      52.17  984.8     53.95    -3.57    -9999
ATHENS     211028 300  210000-210500   00      53.95  984.7     55.75    -0.35    -9999
ATHENS     211028 300  210500-211000   00      52.34  984.7     53.99    -3.51    -9999
ATHENS     211028 300  211000-211500   00      53.22  984.7     54.85    -1.97    -9999
ATHENS     211028 300  211500-212000   00      54.12  984.6     55.91    -0.08    -9999
ATHENS     211028 300  212000-212500   00      53.32  984.7     55.06    -1.59    -9999
ATHENS     211028 300  212500-213000   00      52.72  984.6     54.44    -2.70    -9999
ATHENS     211028 300  213000-213500   00      53.35  984.5     55.06    -1.59    -9999
ATHENS     211028 300  213500-214000   00      54.80  984.5     56.37     0.74    -9999
ATHENS     211028 300  214000-214500   00      54.04  984.3     55.81    -0.25    -9999
ATHENS     211028 300  214500-215000   00      53.44  984.3     55.08    -1.56    -9999
ATHENS     211028 300  215000-215500   00      54.12  984.2     55.75    -0.35    -9999
ATHENS     211028 300  215500-220000   00      53.74  984.2     55.35    -1.08    -9999
ATHENS     211028 300  220000-220500   00      53.95  984.1     55.38    -1.03    -9999
ATHENS     211028 300  220500-221000   00      53.61  984.1     55.17    -1.39    -9999
ATHENS     211028 300  221000-221500   00      53.47  984.0     54.98    -1.74    -9999
ATHENS     211028 300  221500-222000   00      55.08  984.0     56.56     1.08    -9999
ATHENS     211028 300  222000-222500   00      54.13  984.0     55.46    -0.88    -9999
ATHENS     211028 300  222500-223000   00      52.92  984.0     54.44    -2.71    -9999
ATHENS     211028 300  223000-223500   00      53.90  984.0     55.45    -0.90    -9999
ATHENS     211028 300  223500-224000   00      53.44  984.2     55.02    -1.66    -9999
ATHENS     211028 300  224000-224500   00      55.70  984.2     57.33     2.46    -9999
ATHENS     211028 300  224500-225000   00      53.49  984.2     54.84    -1.99    -9999
ATHENS     211028 300  225000-225500   00      53.83  984.1     55.19    -1.36    -9999
ATHENS     211028 300  225500-230000   00      53.88  984.2     55.48    -0.84    -9999
ATHENS     211028 300  230000-230500   00      54.97  984.3     56.65     1.25    -9999
ATHENS     211028 300  230500-231000   00      53.90  984.4     55.42    -0.95    -9999
ATHENS     211028 300  231000-231500   00      54.60  984.3     56.28     0.59    -9999
ATHENS     211028 300  231500-232000   00      54.40  984.4     56.11     0.29    -9999
ATHENS     211028 300  232000-232500   00      54.52  984.4     56.23     0.49    -9999
ATHENS     211028 300  232500-233000   00      54.71  984.5     56.46     0.90    -9999
ATHENS     211028 300  233000-233500   00      55.04  984.4     56.75     1.42    -9999
ATHENS     211028 300  233500-234000   00      54.24  984.3     55.88    -0.13    -9999
ATHENS     211028 300  234000-234500   00      53.94  984.3     55.57    -0.68    -9999
ATHENS     211028 300  234500-235000   00      54.10  984.2     55.73    -0.41    -9999
ATHENS     211028 300  235000-235500   00      53.83  984.3     55.49    -0.83    -9999
ATHENS     211028 300  235500-000000   00      54.58  984.4     56.27     0.57    -9999
ATHENS     211029 3600 000000-010000   00      54.43  984.1     56.00     0.09    -9999
ATHENS     211029 3600 010000-020000   00      54.31  983.8     55.72    -0.41    -9999
ATHENS     211029 3600 020000-030000   00      54.59  983.6     55.95     0.00    -9999
ATHENS     211029 3600 030000-040000   00      54.54  983.5     55.78    -0.30    -9999
ATHENS     211029 3600 040000-050000   00      54.82  983.7     56.24     0.51    -9999
ATHENS     211029 3600 050000-060000   00      54.57  983.9     56.06     0.20    -9999
ATHENS     211029 3600 060000-070000   00      54.50  984.1     56.09     0.25    -9999
ATHENS     211029 3600 070000-080000   00      54.78  984.0     56.26     0.54    -9999
ATHENS     211029 3600 080000-090000   00      54.71  984.0     56.21     0.47    -9999
ATHENS     211029 3600 090000-100000   00      54.48  983.8     55.94    -0.03    -9999
ATHENS     211029 3600 100000-110000   00      54.69  983.4     55.98     0.05    -9999
ATHENS     211029 3600 110000-120000   00      55.25  983.0     56.38     0.77    -9999
ATHENS     211029 3600 120000-130000   00      55.16  982.6     56.16     0.38    -9999
ATHENS     211029 3600 130000-140000   00      54.95  982.5     55.93    -0.03    -9999
ATHENS     211029 3600 140000-150000   00      55.05  982.4     55.99     0.07    -9999
ATHENS     211029 3600 150000-160000   00      54.83  982.5     55.77    -0.32    -9999
ATHENS     211029 3600 160000-170000   00      54.73  982.9     55.80    -0.28    -9999
ATHENS     211029 3600 170000-180000   00      54.59  983.3     55.86    -0.16    -9999
ATHENS     211029 3600 180000-190000   00      54.70  983.5     55.99     0.07    -9999
ATHENS     211029 3600 190000-200000   00      54.54  983.6     55.95     0.00    -9999
ATHENS     211029 3600 200000-210000   00      54.63  983.4     55.94    -0.02    -9999
ATHENS     211029 3600 210000-220000   00      54.93  983.3     56.17     0.39    -9999
ATHENS     211029 3600 220000-230000   00      54.66  983.1     55.87    -0.15    -9999
ATHENS     211029 3600 230000-000000   00      55.02  982.8     56.15     0.36    -9999
*
COMMENT  FILE COMPOSED BY ILYA USOSKIN OF THE UNIVERSITY OF OULU
COMMENT  DATA OBTAINED FROM NMDB (30.10.2021)
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-03-30 17:39:06 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE73/C073ATHN.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
