MEXICOCITY LATITUDE    19.33     LONGITUDE     260.82    ALTITUDE    2274 M
MEXICOCITY INSTRUMENT   6-NM-64  NEUTRON MONITOR
MEXICOCITY STANDARD PRESSURE    779     mb     COEFFICIENT   -0.7125   % / mb
MEXICOCITY PRE-INCREASE BASELINE TIME INTERVAL    031028    100000-110000   UT
MEXICOCITY PRE-INCREASE AVERAGE COUNTING RATE    199.38      COUNTS PER SECOND
MEXICOCITY TIME INTERVALS    300         3600     
MEXICOCITY SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (mb)      C/S
MEXICOCITY 031029 300  080000-080500   00     208.63  772.9    200.23     0.40    -9999
MEXICOCITY 031029 300  080500-081000   00     209.20  772.9    200.77     0.70    -9999
MEXICOCITY 031029 300  081000-081500   00     206.50  772.8    198.03    -0.70    -9999
MEXICOCITY 031029 300  081500-082000   00     208.37  772.8    199.83     0.20    -9999
MEXICOCITY 031029 300  082000-082500   00     207.07  772.8    198.60    -0.40    -9999
MEXICOCITY 031029 300  082500-083000   00     206.53  772.7    197.93    -0.70    -9999
MEXICOCITY 031029 300  083000-083500   00     207.73  772.7    199.10    -0.10    -9999
MEXICOCITY 031029 300  083500-084000   00     207.90  772.7    199.23    -0.10    -9999
MEXICOCITY 031029 300  084000-084500   00     207.50  772.6    198.73    -0.30    -9999
MEXICOCITY 031029 300  084500-085000   00     208.27  772.6    199.47     0.00    -9999
MEXICOCITY 031029 300  085000-085500   00     209.33  772.6    200.47     0.50    -9999
MEXICOCITY 031029 300  085500-090000   00     211.03  772.6    202.10     1.40    -9999
MEXICOCITY 031029 300  090000-090500   00     213.27  772.6    204.23     2.40    -9999
MEXICOCITY 031029 300  090500-091000   00     207.43  772.7    198.80    -0.30    -9999
MEXICOCITY 031029 300  091000-091500   00     206.83  772.6    198.10    -0.60    -9999
MEXICOCITY 031029 300  091500-092000   00     208.03  772.6    199.23    -0.10    -9999
MEXICOCITY 031029 300  092000-092500   00     206.47  772.6    197.73    -0.80    -9999
MEXICOCITY 031029 300  092500-093000   00     205.87  772.6    197.17    -1.10    -9999
MEXICOCITY 031029 300  093000-093500   00     205.73  772.6    197.03    -1.20    -9999
MEXICOCITY 031029 300  093500-094000   00     204.80  772.6    196.13    -1.60    -9999
MEXICOCITY 031029 300  094000-094500   00     206.40  772.6    197.67    -0.90    -9999
MEXICOCITY 031029 300  094500-095000   00     200.93  772.6    192.43    -3.50    -9999
MEXICOCITY 031029 300  095000-095500   00     205.43  772.6    196.73    -1.30    -9999
MEXICOCITY 031029 300  095500-100000   00     204.50  772.6    195.83    -1.80    -9999
MEXICOCITY 031029 300  100000-100500   00     203.43  772.5    194.70    -2.30    -9999
MEXICOCITY 031029 300  100500-101000   00     201.97  772.5    193.30    -3.00    -9999
MEXICOCITY 031029 300  101000-101500   00     199.90  772.5    191.30    -4.10    -9999
MEXICOCITY 031029 300  101500-102000   00     199.83  772.5    191.23    -4.10    -9999
MEXICOCITY 031029 300  102000-102500   00     194.13  772.5    185.80    -6.80    -9999
MEXICOCITY 031029 300  102500-103000   00     196.30  772.5    187.87    -5.80    -9999
MEXICOCITY 031029 300  103000-103500   00     200.00  772.6    191.53    -3.90    -9999
MEXICOCITY 031029 300  103500-104000   00     197.23  772.5    188.77    -5.30    -9999
MEXICOCITY 031029 300  104000-104500   00     196.17  772.5    187.73    -5.80    -9999
MEXICOCITY 031029 300  104500-105000   00     196.47  772.5    188.03    -5.70    -9999
MEXICOCITY 031029 300  105000-105500   00     195.27  772.5    186.87    -6.30    -9999
MEXICOCITY 031029 300  105500-110000   00     195.87  772.5    187.43    -6.00    -9999
MEXICOCITY 031029 300  110000-110500   00     192.90  772.6    184.73    -7.30    -9999
MEXICOCITY 031029 300  110500-111000   00     191.57  772.6    183.47    -8.00    -9999
MEXICOCITY 031029 300  111000-111500   00     189.17  772.6    181.17    -9.10    -9999
MEXICOCITY 031029 300  111500-112000   00     191.07  772.6    183.00    -8.20    -9999
MEXICOCITY 031029 300  112000-112500   00     193.90  772.6    185.70    -6.90    -9999
MEXICOCITY 031029 300  112500-113000   00     190.53  772.6    182.47    -8.50    -9999
MEXICOCITY 031029 300  113000-113500   00     190.03  772.7    182.13    -8.70    -9999
MEXICOCITY 031029 300  113500-114000   00     192.87  772.7    184.83    -7.30    -9999
MEXICOCITY 031029 300  114000-114500   00     190.23  772.7    182.30    -8.60    -9999
MEXICOCITY 031029 300  114500-115000   00     190.13  772.7    182.23    -8.60    -9999
MEXICOCITY 031029 300  115000-115500   00     187.57  772.7    179.77    -9.80    -9999
MEXICOCITY 031029 300  115500-120000   00     188.50  772.7    180.67    -9.40    -9999
MEXICOCITY 031029 3600 120000-130000   00     184.70  773.0    177.40   -11.00    -9999
MEXICOCITY 031029 3600 130000-140000   00     177.06  773.5    170.69   -14.40    -9999
MEXICOCITY 031029 3600 140000-150000   00     173.91  773.9    168.05   -15.70    -9999
MEXICOCITY 031029 3600 150000-160000   00     173.69  773.9    167.93   -15.80    -9999
MEXICOCITY 031029 3600 160000-170000   00     173.49  773.7    167.50   -16.00    -9999
MEXICOCITY 031029 3600 170000-180000   00     174.81  773.1    167.96   -15.80    -9999
MEXICOCITY 031029 3600 180000-190000   00     181.28  772.2    173.11   -13.20    -9999
MEXICOCITY 031029 3600 190000-200000   00     187.14  771.3    177.58   -10.90    -9999
MEXICOCITY 031029 3600 200000-210000   00     190.49  770.7    180.02    -9.70    -9999
MEXICOCITY 031029 3600 210000-220000   00     191.35  770.3    180.32    -9.60    -9999
MEXICOCITY 031029 3600 220000-230000   00     190.79  770.5    180.06    -9.70    -9999
MEXICOCITY 031029 3600 230000-240000   00     192.07  771.1    181.96    -8.70    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-04-03 12:51:18 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE65/C065MXCO.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
