MOSCOW     LATITUDE    55.47     LONGITUDE     37.32     ALTITUDE    200 M
MOSCOW     INSTRUMENT   24NM64    NEUTRON MONITOR	
MOSCOW     STANDARD PRESSURE    997.3   mb     COEFFICIENT   -0.71     % / mb
MOSCOW     061213 300  011000-011500   00     161.74  997.2    161.67    -0.70    -9999
MOSCOW     061213 300  011500-012000   00     162.94  997.2    162.84     0.00    -9999
MOSCOW     061213 300  012000-012500   00     163.49  997.2    163.36     0.30    -9999
MOSCOW     061213 300  012500-013000   00     163.26  997.2    163.10     0.20    -9999
MOSCOW     061213 300  013000-013500   00     162.99  997.1    162.80     0.00    -9999
MOSCOW     061213 300  013500-014000   00     164.37  997.1    164.16     0.80    -9999
MOSCOW     061213 300  014000-014500   00     164.49  997.1    164.24     0.90    -9999
MOSCOW     061213 300  014500-015000   00     163.90  997.1    163.62     0.50    -9999
MOSCOW     061213 300  015000-015500   00     162.12  997.0    161.82    -0.60    -9999
MOSCOW     061213 300  015500-020000   00     162.31  997.0    161.98    -0.50    -9999
MOSCOW     061213 300  020000-020500   00     164.00  997.0    163.65     0.50     0.19
MOSCOW     061213 300  020500-021000   00     162.80  997.0    162.43    -0.20    -0.56
MOSCOW     061213 300  021000-021500   00     162.09  997.0    161.70    -0.70    -1.10
MOSCOW     061213 300  021500-022000   00     163.15  996.9    162.74     0.00    -0.44
MOSCOW     061213 300  022000-022500   00     163.98  996.9    163.55     0.50     0.02
MOSCOW     061213 300  022500-023000   00     163.35  996.9    162.90     0.10    -0.42
MOSCOW     061213 300  023000-023500   00     164.09  996.9    163.62     0.50    -0.06
MOSCOW     061213 300  023500-024000   00     164.63  996.9    164.13     0.80     0.20
MOSCOW     061213 300  024000-024500   00     163.15  996.9    162.64    -0.10    -0.74
MOSCOW     061213 300  024500-025000   00     163.81  996.8    163.28     0.30    -0.38
MOSCOW     061213 300  025000-025500   00     175.06  996.8    174.47     7.20     6.48
MOSCOW     061213 300  025500-030000   00     195.60  996.8    194.92    19.70    18.94
MOSCOW     061213 300  030000-030500   00     201.63  996.8    200.90    23.40    22.60
MOSCOW     061213 300  030500-031000   00     193.60  996.8    192.88    18.50    17.67
MOSCOW     061213 300  031000-031500   00     186.61  996.8    185.90    14.20    13.33
MOSCOW     061213 300  031500-032000   00     184.99  996.7    184.26    13.20    12.29
MOSCOW     061213 300  032000-032500   00     183.79  996.7    183.04    12.40    11.46
MOSCOW     061213 300  032500-033000   00     184.20  996.7    183.43    12.70    11.72
MOSCOW     061213 300  033000-033500   00     183.56  996.7    182.77    12.30    11.29
MOSCOW     061213 300  033500-034000   00     180.98  996.7    180.18    10.70     9.66
MOSCOW     061213 300  034000-034500   00     180.28  996.7    179.46    10.20     9.12
MOSCOW     061213 300  034500-035000   00     177.82  996.6    176.99     8.70     7.59
MOSCOW     061213 300  035000-035500   00     176.77  996.6    175.93     8.10     6.96
MOSCOW     061213 300  035500-040000   00     177.33  996.6    176.46     8.40     7.23
MOSCOW     061213 300  040000-040500   00     176.00  996.6    175.12     7.60     6.40
MOSCOW     061213 300  040500-041000   00     173.95  996.6    173.06     6.30     5.06
MOSCOW     061213 300  041000-041500   00     170.94  996.6    170.05     4.40     3.13
MOSCOW     061213 300  041500-042000   00     172.27  996.5    171.35     5.20     3.91
MOSCOW     061213 300  042000-042500   00     171.83  996.5    170.89     5.00     3.68
MOSCOW     061213 300  042500-043000   00     170.58  996.5    169.63     4.20     2.85
MOSCOW     061213 300  043000-043500   00     170.37  996.5    169.40     4.00     2.62
MOSCOW     061213 300  043500-044000   00     170.68  996.5    169.68     4.20     2.79
MOSCOW     061213 300  044000-044500   00     168.96  996.5    167.96     3.20     1.76
MOSCOW     061213 300  044500-045000   00     171.89  996.4    170.85     4.90     3.44
MOSCOW     061213 300  045000-045500   00     168.55  996.4    167.51     2.90     1.41
MOSCOW     061213 300  045500-050000   00     169.00  996.4    167.94     3.10     1.59
MOSCOW     061213 300  050000-050500   00     168.23  996.4    167.17     2.70     1.16
MOSCOW     061213 300  050500-051000   00     168.69  996.4    167.63     3.00     1.44
MOSCOW     061213 300  051000-051500   00     169.16  996.4    168.11     3.30     1.71
MOSCOW     061213 300  051500-052000   00     169.07  996.4    168.02     3.20     1.59
MOSCOW     061213 300  052000-052500   00     165.64  996.4    164.62     1.10    -0.53
MOSCOW     061213 300  052500-053000   00     168.81  996.4    167.78     3.10     1.44
MOSCOW     061213 300  053000-053500   00     168.56  996.5    167.55     2.90     1.22
MOSCOW     061213 300  053500-054000   00     168.80  996.5    167.80     3.10     1.40
MOSCOW     061213 300  054000-054500   00     168.43  996.5    167.44     2.80     1.08
MOSCOW     061213 300  054500-055000   00     168.09  996.5    167.12     2.60     0.86
MOSCOW     061213 300  055000-055500   00     166.77  996.5    165.81     1.80     0.04
MOSCOW     061213 300  055500-060000   00     169.05  996.5    168.09     3.20     1.42
MOSCOW     061213 300  060000-060500   00     167.43  996.5    166.48     2.30     0.50
MOSCOW     061213 300  060500-061000   00     167.41  996.5    166.45     2.20     0.38
MOSCOW     061213 300  061000-061500   00     167.49  996.5    166.51     2.30     0.47
MOSCOW     061213 300  061500-062000   00     166.16  996.5    165.19     1.50    -0.35
MOSCOW     061213 300  062000-062500   00     166.91  996.5    165.92     1.90     0.03
MOSCOW     061213 300  062500-063000   00     169.36  996.5    168.35     3.40     1.52
MOSCOW     061213 300  063000-063500   00     168.12  996.4    167.11     2.60     0.70
MOSCOW     061213 300  063500-064000   00     167.61  996.4    166.59     2.30     0.38
MOSCOW     061213 300  064000-064500   00     167.16  996.4    166.13     2.00     0.07
MOSCOW     061213 300  064500-065000   00     167.57  996.4    166.53     2.30     0.36
MOSCOW     061213 300  065000-065500   00     167.13  996.4    166.08     2.00     0.04
MOSCOW     061213 300  065500-070000   00     166.89  996.4    165.83     1.90    -0.07
MOSCOW     061213 300  070000-070500   00     165.71  996.4    164.65     1.10    -0.88
MOSCOW     061213 300  070500-071000   00     167.14  996.4    166.08     2.00     0.00
MOSCOW     061213 300  071000-071500   00     167.79  996.4    166.72     2.40     0.39
MOSCOW     061213 300  071500-072000   00     163.67  996.4    162.63    -0.10    -2.12
MOSCOW     061213 300  072000-072500   00     164.75  996.4    163.70     0.50    -1.53
MOSCOW     061213 300  072500-073000   00     166.69  996.4    165.63     1.70    -0.34
MOSCOW     061213 300  073000-073500   00     167.17  996.4    166.11     2.00    -0.05
MOSCOW     061213 300  073500-074000   00     166.15  996.4    165.09     1.40    -0.66
MOSCOW     061213 300  074000-074500   00     167.81  996.4    166.75     2.40     0.33
MOSCOW     061213 300  074500-075000   00     167.31  996.4    166.25     2.10     0.03
MOSCOW     061213 300  075000-075500   00     168.19  996.4    167.12     2.60     0.52
MOSCOW     061213 300  075500-080000   00     166.68  996.4    165.62     1.70    -0.39
MOSCOW     061213 3600 080000-090000   00     167.78  996.2    166.48     2.30    -9999
MOSCOW     061213 3600 090000-100000   00     168.02  995.9    166.36     2.20    -9999
MOSCOW     061213 3600 100000-110000   00     168.42  995.5    166.28     2.10    -9999
MOSCOW     061213 3600 110000-120000   00     168.02  995.1    165.42     1.60    -9999
MOSCOW     061213 3600 120000-130000   00     168.42  994.9    165.57     1.70    -9999
MOSCOW     061213 3600 130000-140000   00     168.23  994.7    165.15     1.40    -9999
MOSCOW     061213 3600 140000-150000   00     167.99  994.5    164.68     1.10    -9999
MOSCOW     061213 3600 150000-160000   00     168.42  994.2    164.76     1.20    -9999
MOSCOW     061213 3600 160000-170000   00     168.14  993.9    164.13     0.80    -9999
MOSCOW     061213 3600 170000-180000   00     167.87  993.7    163.63     0.50    -9999
MOSCOW     061213 3600 180000-190000   00     168.48  993.5    164.00     0.70    -9999
MOSCOW     061213 3600 190000-200000   00     168.38  993.3    163.67     0.50    -9999
MOSCOW     061213 3600 200000-210000   00     168.34  993.1    163.40     0.40    -9999
MOSCOW     061213 3600 210000-220000   00     168.26  993.0    163.20     0.20    -9999
MOSCOW     061213 3600 220000-230000   00     168.71  993.0    163.63     0.50    -9999
MOSCOW     061213 3600 230000-240000   00     168.02  993.2    163.20     0.20    -9999
*
"Comment: The Clock of Regisrator is fast on +4 sec;"	
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-02-24 11:29:29 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE70/C070MOSC_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
