BAKSAN     LATITUDE    43.28     LONGITUDE     42.69     ALTITUDE    1700 M
BAKSAN     INSTRUMENT   6NM64    NEUTRON MONITOR     
BAKSAN     STANDARD PRESSURE    820     mb     COEFFICIENT   -0.73     % / mb
BAKSAN     211028 300  125500-130000   00     115.69  840.2    126.31    -0.06    -9999
BAKSAN     211028 300  130000-130500   00     115.84  840.3    126.53     0.12    -9999
BAKSAN     211028 300  130500-131000   00     116.18  840.2    126.84     0.36    -9999
BAKSAN     211028 300  131000-131500   00     118.19  840.2    129.03     2.09    -9999
BAKSAN     211028 300  131500-132000   00     114.63  840.2    125.14    -0.98    -9999
BAKSAN     211028 300  132000-132500   00     115.63  840.4    126.42     0.03    -9999
BAKSAN     211028 300  132500-133000   00     115.67  840.4    126.49     0.09    -9999
BAKSAN     211028 300  133000-133500   00     116.04  840.2    126.71     0.26    -9999
BAKSAN     211028 300  133500-134000   00     114.38  840.6    125.22    -0.92    -9999
BAKSAN     211028 300  134000-134500   00     115.67  840.4    126.42     0.03    -9999
BAKSAN     211028 300  134500-135000   00     114.89  840.4    125.61    -0.61    -9999
BAKSAN     211028 300  135000-135500   00     115.71  840.6    126.66     0.22    -9999
BAKSAN     211028 300  135500-140000   00     116.28  840.6    127.35     0.77    -9999
BAKSAN     211028 300  140000-140500   00     114.85  840.5    125.61    -0.61    -9999
BAKSAN     211028 300  140500-141000   00     116.05  841.0    127.39     0.80    -9999
BAKSAN     211028 300  141000-141500   00     115.23  841.0    126.48     0.08    -9999
BAKSAN     211028 300  141500-142000   00     114.92  840.8    126.01    -0.29    -9999
BAKSAN     211028 300  142000-142500   00     116.18  840.8    127.38     0.79    -9999
BAKSAN     211028 300  142500-143000   00     113.71  840.6    124.53    -1.47    -9999
BAKSAN     211028 300  143000-143500   00     115.51  840.9    126.75     0.29    -9999
BAKSAN     211028 300  143500-144000   00     116.45  841.0    127.83     1.14    -9999
BAKSAN     211028 300  144000-144500   00     113.79  840.8    124.74    -1.30    -9999
BAKSAN     211028 300  144500-145000   00     114.44  841.0    125.69    -0.55    -9999
BAKSAN     211028 300  145000-145500   00     115.04  840.9    126.27    -0.09    -9999
BAKSAN     211028 300  145500-150000   00     114.80  841.0    126.03    -0.28    -9999
BAKSAN     211028 300  150000-150500   00     114.68  841.2    126.12    -0.21    -9999
BAKSAN     211028 300  150500-151000   00     115.56  840.8    126.74     0.29    -9999
BAKSAN     211028 300  151000-151500   00     114.81  841.0    126.03    -0.28    -9999
BAKSAN     211028 300  151500-152000   00     116.38  840.9    127.68     1.03    -9999
BAKSAN     211028 300  152000-152500   00     115.88  840.9    127.12     0.58    -9999
BAKSAN     211028 300  152500-153000   00     118.51  840.8    129.95     2.83    -9999
BAKSAN     211028 300  153000-153500   00     114.18  841.1    125.44    -0.75    -9999
BAKSAN     211028 300  153500-154000   00     113.74  841.1    124.95    -1.14    -9999
BAKSAN     211028 300  154000-154500   00     116.34  840.9    127.70     1.04    -9999
BAKSAN     211028 300  154500-155000   00     115.13  840.6    126.08    -0.24    -9999
BAKSAN     211028 300  155000-155500   00     115.70  840.7    126.78     0.32    -9999
BAKSAN     211028 300  155500-160000   00     114.84  840.7    125.86    -0.42    -9999
BAKSAN     211028 300  160000-160500   00     116.02  840.8    127.25     0.68    -9999
BAKSAN     211028 300  160500-161000   00     115.14  840.7    126.14    -0.19    -9999
BAKSAN     211028 300  161000-161500   00     117.50  841.2    129.21     2.24    -9999
BAKSAN     211028 300  161500-162000   00     114.55  841.1    125.86    -0.41    -9999
BAKSAN     211028 300  162000-162500   00     115.92  840.8    127.10     0.57    -9999
BAKSAN     211028 300  162500-163000   00     113.72  840.9    124.79    -1.26    -9999
BAKSAN     211028 300  163000-163500   00     115.67  840.8    126.81     0.34    -9999
BAKSAN     211028 300  163500-164000   00     114.62  840.6    125.53    -0.67    -9999
BAKSAN     211028 300  164000-164500   00     113.42  841.0    124.54    -1.45    -9999
BAKSAN     211028 300  164500-165000   00     115.63  841.0    126.93     0.44    -9999
BAKSAN     211028 300  165000-165500   00     116.41  841.0    127.83     1.15    -9999
BAKSAN     211028 300  165500-170000   00     115.28  840.8    126.39     0.01    -9999
BAKSAN     211028 300  170000-170500   00     113.89  840.8    124.87    -1.20    -9999
BAKSAN     211028 300  170500-171000   00     116.35  840.9    127.71     1.05    -9999
BAKSAN     211028 300  171000-171500   00     116.22  840.8    127.39     0.80    -9999
BAKSAN     211028 300  171500-172000   00     115.53  840.8    126.64     0.20    -9999
BAKSAN     211028 300  172000-172500   00     115.58  840.7    126.67     0.23    -9999
BAKSAN     211028 300  172500-173000   00     116.33  840.9    127.65     1.01    -9999
BAKSAN     211028 300  173000-173500   00     115.25  840.7    126.25    -0.10    -9999
BAKSAN     211028 300  173500-174000   00     116.60  841.0    128.05     1.32    -9999
BAKSAN     211028 300  174000-174500   00     113.33  840.8    124.22    -1.71    -9999
BAKSAN     211028 300  174500-175000   00     114.39  840.7    125.38    -0.79    -9999
BAKSAN     211028 300  175000-175500   00     113.62  840.8    124.55    -1.45    -9999
BAKSAN     211028 300  175500-180000   00     114.98  841.0    126.23    -0.12    -9999
BAKSAN     211028 300  180000-180500   00     115.34  840.9    126.59     0.16    -9999
BAKSAN     211028 300  180500-181000   00     114.53  840.6    125.41    -0.77    -9999
BAKSAN     211028 300  181000-181500   00     113.72  840.9    124.77    -1.27    -9999
BAKSAN     211028 300  181500-182000   00     116.94  840.8    128.23     1.46    -9999
BAKSAN     211028 300  182000-182500   00     114.91  840.8    126.00    -0.31    -9999
BAKSAN     211028 300  182500-183000   00     114.39  840.7    125.36    -0.81    -9999
BAKSAN     211028 300  183000-183500   00     114.69  840.9    125.89    -0.39    -9999
BAKSAN     211028 300  183500-184000   00     113.05  840.7    123.89    -1.97    -9999
BAKSAN     211028 300  184000-184500   00     115.19  840.8    126.26    -0.09    -9999
BAKSAN     211028 300  184500-185000   00     116.21  840.8    127.47     0.86    -9999
BAKSAN     211028 300  185000-185500   00     113.20  840.7    124.08    -1.82    -9999
BAKSAN     211028 300  185500-190000   00     114.69  840.7    125.68    -0.56    -9999
BAKSAN     211028 300  190000-190500   00     114.38  841.0    125.62    -0.61    -9999
BAKSAN     211028 300  190500-191000   00     115.53  840.8    126.70     0.25    -9999
BAKSAN     211028 300  191000-191500   00     113.53  841.0    124.70    -1.33    -9999
BAKSAN     211028 300  191500-192000   00     114.48  840.9    125.58    -0.63    -9999
BAKSAN     211028 300  192000-192500   00     115.34  840.8    126.48     0.08    -9999
BAKSAN     211028 300  192500-193000   00     115.59  840.8    126.77     0.31    -9999
BAKSAN     211028 300  193000-193500   00     112.40  841.0    123.39    -2.37    -9999
BAKSAN     211028 300  193500-194000   00     114.14  840.9    125.28    -0.87    -9999
BAKSAN     211028 300  194000-194500   00     116.05  840.5    127.01     0.49    -9999
BAKSAN     211028 300  194500-195000   00     113.41  840.8    124.39    -1.57    -9999
BAKSAN     211028 300  195000-195500   00     115.02  840.5    125.89    -0.39    -9999
BAKSAN     211028 300  195500-200000   00     113.79  840.6    124.59    -1.42    -9999
BAKSAN     211028 300  200000-200500   00     114.99  840.5    125.84    -0.43    -9999
BAKSAN     211028 300  200500-201000   00     115.52  840.3    126.25    -0.10    -9999
BAKSAN     211028 300  201000-201500   00     116.59  840.3    127.38     0.79    -9999
BAKSAN     211028 300  201500-202000   00     115.03  840.8    126.11    -0.22    -9999
BAKSAN     211028 300  202000-202500   00     115.70  840.7    126.79     0.32    -9999
BAKSAN     211028 300  202500-203000   00     113.81  840.6    124.59    -1.41    -9999
BAKSAN     211028 300  203000-203500   00     114.76  840.2    125.26    -0.89    -9999
BAKSAN     211028 300  203500-204000   00     116.81  840.3    127.61     0.97    -9999
BAKSAN     211028 300  204000-204500   00     114.90  840.4    125.64    -0.58    -9999
BAKSAN     211028 300  204500-205000   00     114.85  840.3    125.46    -0.73    -9999
BAKSAN     211028 300  205000-205500   00     117.96  840.2    128.81     1.92    -9999
BAKSAN     211028 300  205500-210000   00     114.23  840.3    124.76    -1.29    -9999
BAKSAN     211028 300  210000-210500   00     115.94  840.1    126.48     0.08    -9999
BAKSAN     211028 300  210500-211000   00     116.49  840.1    127.08     0.56    -9999
BAKSAN     211028 300  211000-211500   00     114.01  840.0    124.33    -1.62    -9999
BAKSAN     211028 300  211500-212000   00     116.04  840.2    126.69     0.25    -9999
BAKSAN     211028 300  212000-212500   00     116.73  840.0    127.30     0.73    -9999
BAKSAN     211028 300  212500-213000   00     115.58  840.0    125.99    -0.31    -9999
BAKSAN     211028 300  213000-213500   00     115.73  840.2    126.38     0.00    -9999
BAKSAN     211028 300  213500-214000   00     115.99  839.9    126.39     0.00    -9999
BAKSAN     211028 300  214000-214500   00     114.53  840.3    125.11    -1.00    -9999
BAKSAN     211028 300  214500-215000   00     115.74  840.3    126.41     0.02    -9999
BAKSAN     211028 300  215000-215500   00     115.44  840.0    125.90    -0.38    -9999
BAKSAN     211028 300  215500-220000   00     113.33  840.0    123.57    -2.22    -9999
BAKSAN     211028 300  220000-220500   00     114.74  840.2    125.31    -0.84    -9999
BAKSAN     211028 300  220500-221000   00     114.24  840.4    124.92    -1.15    -9999
BAKSAN     211028 300  221000-221500   00     116.82  840.4    127.67     1.02    -9999
BAKSAN     211028 300  221500-222000   00     115.99  840.1    126.58     0.16    -9999
BAKSAN     211028 300  222000-222500   00     115.69  840.3    126.41     0.02    -9999
BAKSAN     211028 300  222500-223000   00     115.33  840.1    125.86    -0.41    -9999
BAKSAN     211028 300  223000-223500   00     115.93  840.4    126.75     0.29    -9999
BAKSAN     211028 300  223500-224000   00     115.83  840.4    126.69     0.24    -9999
BAKSAN     211028 300  224000-224500   00     115.73  840.4    126.56     0.14    -9999
BAKSAN     211028 300  224500-225000   00     114.26  840.1    124.69    -1.34    -9999
BAKSAN     211028 300  225000-225500   00     116.29  840.1    126.87     0.39    -9999
BAKSAN     211028 300  225500-230000   00     116.03  840.4    126.89     0.40    -9999
BAKSAN     211028 300  230000-230500   00     117.07  840.6    128.16     1.41    -9999
BAKSAN     211028 300  230500-231000   00     115.04  840.8    126.11    -0.22    -9999
BAKSAN     211028 300  231000-231500   00     115.64  840.5    126.52     0.11    -9999
BAKSAN     211028 300  231500-232000   00     115.00  840.5    125.82    -0.44    -9999
BAKSAN     211028 300  232000-232500   00     116.05  840.5    126.94     0.44    -9999
BAKSAN     211028 300  232500-233000   00     116.80  840.5    127.84     1.15    -9999
BAKSAN     211028 300  233000-233500   00     115.96  840.6    126.99     0.48    -9999
BAKSAN     211028 300  233500-234000   00     115.31  840.9    126.50     0.10    -9999
BAKSAN     211028 300  234000-234500   00     115.72  840.5    126.65     0.21    -9999
BAKSAN     211028 300  234500-235000   00     114.35  840.4    125.02    -1.08    -9999
BAKSAN     211028 300  235000-235500   00     117.01  840.5    128.04     1.31    -9999
BAKSAN     211028 300  235500-000000   00     116.10  840.7    127.18     0.63    -9999
BAKSAN     211029 3600 000000-010000   00     115.91  840.5    126.79     0.32    -9999
BAKSAN     211029 3600 010000-020000   00     115.41  840.6    126.36    -0.02    -9999
BAKSAN     211029 3600 020000-030000   00     116.05  840.8    127.25     0.69    -9999
BAKSAN     211029 3600 030000-040000   00     116.23  841.0    127.65     1.00    -9999
BAKSAN     211029 3600 040000-050000   00     115.35  841.2    126.89     0.40    -9999
BAKSAN     211029 3600 050000-060000   00     115.89  841.2    127.46     0.85    -9999
BAKSAN     211029 3600 060000-070000   00     116.44  841.0    127.82     1.14    -9999
BAKSAN     211029 3600 070000-080000   00     116.05  840.7    127.12     0.59    -9999
BAKSAN     211029 3600 080000-090000   00     116.84  840.5    127.89     1.19    -9999
BAKSAN     211029 3600 090000-100000   00     115.93  840.7    127.01     0.50    -9999
BAKSAN     211029 3600 100000-110000   00     116.20  840.8    127.42     0.82    -9999
BAKSAN     211029 3600 110000-120000   00     115.70  841.1    127.15     0.61    -9999
BAKSAN     211029 3600 120000-130000   00     114.84  841.7    126.77     0.31    -9999
BAKSAN     211029 3600 130000-140000   00     114.58  842.3    127.03     0.51    -9999
BAKSAN     211029 3600 140000-150000   00     113.99  842.9    126.89     0.40    -9999
BAKSAN     211029 3600 150000-160000   00     113.24  843.5    126.61     0.18    -9999
BAKSAN     211029 3600 160000-170000   00     113.20  843.7    126.72     0.27    -9999
BAKSAN     211029 3600 170000-180000   00     113.22  843.8    126.86     0.37    -9999
BAKSAN     211029 3600 180000-190000   00     112.77  844.0    126.56     0.14    -9999
BAKSAN     211029 3600 190000-200000   00     112.97  844.1    126.83     0.35    -9999
BAKSAN     211029 3600 200000-210000   00     113.00  843.7    126.55     0.13    -9999
BAKSAN     211029 3600 210000-220000   00     113.23  843.4    126.55     0.13    -9999
BAKSAN     211029 3600 220000-230000   00     113.28  843.5    126.64     0.21    -9999
BAKSAN     211029 3600 230000-000000   00     113.28  843.7    126.81     0.34    -9999
*
COMMENT  FILE COMPOSED BY ILYA USOSKIN OF THE UNIVERSITY OF OULU
COMMENT  DATA OBTAINED FROM NMDB (30.10.2021)
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2023-03-30 17:39:06 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE73/C073BKSN.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
