ALMA-ATA-B LATITUDE    43.14     LONGITUDE     76.6      ALTITUDE    3340 M
ALMA-ATA-B INSTRUMENT   18NM64    NEUTRON MONITOR     
ALMA-ATA-B STANDARD PRESSURE    675     MB     COEFFICIENT   -0.72     % / MB
ALMA-ATA-B PRE-INCREASE BASELINE TIME INTERVAL    120516    230000-010000   UT
ALMA-ATA-B PRE-INCREASE AVERAGE COUNTING RATE  1,450.22      COUNTS PER SECOND
ALMA-ATA-B TIME INTERVALS    300         3600     
ALMA-ATA-B SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (MB)      C/S
ALMA-ATA-B 120517 300  172000-172500   00    1353.48  678.2   1432.60    -1.20    -9999
ALMA-ATA-B 120517 300  172500-173000   00    1361.48  678.2   1440.98    -0.60    -9999
ALMA-ATA-B 120517 300  173000-173500   00    1357.42  678.2   1436.66    -0.90    -9999
ALMA-ATA-B 120517 300  173500-174000   00    1351.46  678.1   1430.20    -1.40    -9999
ALMA-ATA-B 120517 300  174000-174500   00    1358.64  678.1   1437.74    -0.90    -9999
ALMA-ATA-B 120517 300  174500-175000   00    1357.96  678.1   1437.20    -0.90    -9999
ALMA-ATA-B 120517 300  175000-175500   00    1349.90  678.1   1428.52    -1.50    -9999
ALMA-ATA-B 120517 300  175500-180000   00    1355.32  678.1   1433.98    -1.10    -9999
ALMA-ATA-B 120517 300  180000-180500   00    1353.92  678.1   1432.22    -1.20    -9999
ALMA-ATA-B 120517 300  180500-181000   00    1348.50  678.0   1425.98    -1.70    -9999
ALMA-ATA-B 120517 300  181000-181500   00    1352.70  678.0   1430.66    -1.30    -9999
ALMA-ATA-B 120517 300  181500-182000   00    1355.98  678.1   1434.40    -1.10    -9999
ALMA-ATA-B 120517 300  182000-182500   00    1356.02  678.0   1434.32    -1.10    -9999
ALMA-ATA-B 120517 300  182500-183000   00    1353.96  678.0   1431.72    -1.30    -9999
ALMA-ATA-B 120517 300  183000-183500   00    1351.08  678.0   1428.64    -1.50    -9999
ALMA-ATA-B 120517 300  183500-184000   00    1355.78  678.0   1433.48    -1.20    -9999
ALMA-ATA-B 120517 300  184000-184500   00    1353.50  678.0   1430.78    -1.30    -9999
ALMA-ATA-B 120517 300  184500-185000   00    1347.68  678.0   1424.68    -1.80    -9999
ALMA-ATA-B 120517 300  185000-185500   00    1352.60  678.0   1429.66    -1.40    -9999
ALMA-ATA-B 120517 300  185500-190000   00    1352.66  677.9   1429.44    -1.40    -9999
ALMA-ATA-B 120517 300  190000-190500   00    1353.18  677.9   1429.74    -1.40    -9999
ALMA-ATA-B 120517 300  190500-191000   00    1357.44  677.8   1433.62    -1.10    -9999
ALMA-ATA-B 120517 300  191000-191500   00    1358.32  677.8   1434.14    -1.10    -9999
ALMA-ATA-B 120517 300  191500-192000   00    1355.66  677.8   1430.94    -1.30    -9999
ALMA-ATA-B 120517 300  192000-192500   00    1366.12  677.7   1441.38    -0.60    -9999
ALMA-ATA-B 120517 300  192500-193000   00    1353.94  677.7   1428.10    -1.50    -9999
ALMA-ATA-B 120517 300  193000-193500   00    1363.82  677.6   1437.94    -0.80    -9999
ALMA-ATA-B 120517 300  193500-194000   00    1363.64  677.6   1437.34    -0.90    -9999
ALMA-ATA-B 120517 300  194000-194500   00    1357.30  677.6   1430.82    -1.30    -9999
ALMA-ATA-B 120517 300  194500-195000   00    1347.58  677.6   1420.38    -2.10    -9999
ALMA-ATA-B 120517 300  195000-195500   00    1351.80  677.5   1424.56    -1.80    -9999
ALMA-ATA-B 120517 300  195500-200000   00    1360.30  677.5   1433.30    -1.20    -9999
ALMA-ATA-B 120517 300  200000-200500   00    1364.42  677.5   1437.52    -0.90    -9999
ALMA-ATA-B 120517 300  200500-201000   00    1357.16  677.5   1429.98    -1.40    -9999
ALMA-ATA-B 120517 300  201000-201500   00    1352.92  677.5   1425.68    -1.70    -9999
ALMA-ATA-B 120517 300  201500-202000   00    1361.72  677.6   1435.18    -1.00    -9999
ALMA-ATA-B 120517 300  202000-202500   00    1362.80  677.6   1436.72    -0.90    -9999
ALMA-ATA-B 120517 300  202500-203000   00    1368.88  677.6   1443.48    -0.50    -9999
ALMA-ATA-B 120517 300  203000-203500   00    1353.92  677.6   1427.70    -1.60    -9999
ALMA-ATA-B 120517 300  203500-204000   00    1363.60  677.6   1437.52    -0.90    -9999
ALMA-ATA-B 120517 300  204000-204500   00    1358.78  677.6   1432.48    -1.20    -9999
ALMA-ATA-B 120517 300  204500-205000   00    1358.34  677.6   1432.10    -1.20    -9999
ALMA-ATA-B 120517 300  205000-205500   00    1358.98  677.6   1432.80    -1.20    -9999
ALMA-ATA-B 120517 300  205500-210000   00    1360.32  677.6   1434.26    -1.10    -9999
ALMA-ATA-B 120517 300  210000-210500   00    1361.26  677.6   1435.34    -1.00    -9999
ALMA-ATA-B 120517 300  210500-211000   00    1363.72  677.6   1438.36    -0.80    -9999
ALMA-ATA-B 120517 300  211000-211500   00    1357.06  677.7   1431.76    -1.30    -9999
ALMA-ATA-B 120517 300  211500-212000   00    1364.02  677.7   1439.26    -0.80    -9999
ALMA-ATA-B 120517 300  212000-212500   00    1357.42  677.7   1432.06    -1.30    -9999
ALMA-ATA-B 120517 300  212500-213000   00    1356.74  677.7   1431.48    -1.30    -9999
ALMA-ATA-B 120517 300  213000-213500   00    1355.94  677.8   1431.02    -1.30    -9999
ALMA-ATA-B 120517 300  213500-214000   00    1354.16  677.8   1429.46    -1.40    -9999
ALMA-ATA-B 120517 300  214000-214500   00    1356.42  677.8   1431.60    -1.30    -9999
ALMA-ATA-B 120517 300  214500-215000   00    1358.74  677.7   1433.76    -1.10    -9999
ALMA-ATA-B 120517 300  215000-215500   00    1354.84  677.8   1429.94    -1.40    -9999
ALMA-ATA-B 120517 300  215500-220000   00    1357.10  677.8   1432.48    -1.20    -9999
ALMA-ATA-B 120517 300  220000-220500   00    1356.42  677.8   1431.54    -1.30    -9999
ALMA-ATA-B 120517 300  220500-221000   00    1355.82  677.8   1430.96    -1.30    -9999
ALMA-ATA-B 120517 300  221000-221500   00    1350.54  677.7   1425.24    -1.70    -9999
ALMA-ATA-B 120517 300  221500-222000   00    1359.74  677.7   1434.58    -1.10    -9999
ALMA-ATA-B 120517 300  222000-222500   00    1359.22  677.7   1433.54    -1.20    -9999
ALMA-ATA-B 120517 300  222500-223000   00    1355.68  677.7   1429.74    -1.40    -9999
ALMA-ATA-B 120517 300  223000-223500   00    1354.42  677.6   1428.36    -1.50    -9999
ALMA-ATA-B 120517 300  223500-224000   00    1354.78  677.6   1428.60    -1.50    -9999
ALMA-ATA-B 120517 300  224000-224500   00    1357.94  677.6   1431.64    -1.30    -9999
ALMA-ATA-B 120517 300  224500-225000   00    1359.22  677.6   1433.20    -1.20    -9999
ALMA-ATA-B 120517 300  225000-225500   00    1354.54  677.6   1428.38    -1.50    -9999
ALMA-ATA-B 120517 300  225500-230000   00    1351.74  677.6   1425.42    -1.70    -9999
ALMA-ATA-B 120517 300  230000-230500   00    1361.34  677.6   1435.60    -1.00    -9999
ALMA-ATA-B 120517 300  230500-231000   00    1366.84  677.7   1441.60    -0.60    -9999
ALMA-ATA-B 120517 300  231000-231500   00    1354.22  677.7   1428.94    -1.50    -9999
ALMA-ATA-B 120517 300  231500-232000   00    1344.74  677.7   1419.16    -2.10    -9999
ALMA-ATA-B 120517 300  232000-232500   00    1356.14  677.8   1431.28    -1.30    -9999
ALMA-ATA-B 120517 300  232500-233000   00    1358.38  677.8   1433.72    -1.10    -9999
ALMA-ATA-B 120517 300  233000-233500   00    1359.06  677.8   1434.36    -1.10    -9999
ALMA-ATA-B 120517 300  233500-234000   00    1361.08  677.7   1436.26    -1.00    -9999
ALMA-ATA-B 120517 300  234000-234500   00    1351.12  677.7   1425.90    -1.70    -9999
ALMA-ATA-B 120517 300  234500-235000   00    1353.26  677.8   1428.34    -1.50    -9999
ALMA-ATA-B 120517 300  235000-235500   00    1352.68  677.8   1427.56    -1.60    -9999
ALMA-ATA-B 120517 300  235500-240000   00    1353.86  677.7   1428.74    -1.50    -9999
ALMA-ATA-B 120518 3600 000000-010000   00    1356.20  677.7   1431.01    -1.30    -9999
ALMA-ATA-B 120518 3600 010000-020000   00    1358.27  677.7   1433.46    -1.20    -9999
ALMA-ATA-B 120518 3600 020000-030000   00    1357.32  677.9   1433.97    -1.10    -9999
ALMA-ATA-B 120518 3600 030000-040000   00    1359.23  678.0   1437.29    -0.90    -9999
ALMA-ATA-B 120518 3600 040000-050000   00    1363.12  678.2   1442.66    -0.50    -9999
ALMA-ATA-B 120518 3600 050000-060000   00    1373.86  678.3   1455.52     0.40    -9999
ALMA-ATA-B 120518 3600 060000-070000   00    1374.20  678.4   1456.65     0.40    -9999
ALMA-ATA-B 120518 3600 070000-080000   00    1370.05  678.3   1451.55     0.10    -9999
ALMA-ATA-B 120518 3600 080000-090000   00    1373.26  678.1   1452.54     0.20    -9999
ALMA-ATA-B 120518 3600 090000-100000   00    1379.59  678.0   1458.25     0.60    -9999
ALMA-ATA-B 120518 3600 100000-110000   00    1374.46  678.1   1454.19     0.30    -9999
ALMA-ATA-B 120518 3600 110000-120000   00    1369.06  678.3   1450.95     0.10    -9999
ALMA-ATA-B 120518 3600 120000-130000   00    1370.18  678.1   1450.12     0.00    -9999
ALMA-ATA-B 120518 3600 130000-140000   00    1368.67  678.1   1448.38    -0.10    -9999
ALMA-ATA-B 120518 3600 140000-150000   00    -999.00 -999.0   -999.00    -9999    -9999
ALMA-ATA-B 120518 3600 150000-160000   00    -999.00 -999.0   -999.00    -9999    -9999
ALMA-ATA-B 120518 3600 160000-170000   00    -999.00 -999.0   -999.00    -9999    -9999
ALMA-ATA-B 120518 3600 170000-180000   00    -999.00 -999.0   -999.00    -9999    -9999
ALMA-ATA-B 120518 3600 180000-190000   00    -999.00 -999.0   -999.00    -9999    -9999
ALMA-ATA-B 120518 3600 190000-200000   00    -999.00 -999.0   -999.00    -9999    -9999
ALMA-ATA-B 120518 3600 200000-210000   00    -999.00 -999.0   -999.00    -9999    -9999
ALMA-ATA-B 120518 3600 210000-220000   00    -999.00 -999.0   -999.00    -9999    -9999
ALMA-ATA-B 120518 3600 220000-230000   00    -999.00 -999.0   -999.00    -9999    -9999
ALMA-ATA-B 120518 3600 230000-240000   00    -999.00 -999.0   -999.00    -9999    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2024-01-15 17:24:22 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE71/C071AATB.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
