MCMURDO    LATITUDE    -77.85    LONGITUDE     166.72    ALTITUDE    48 M
MCMURDO    INSTRUMENT   18-NM-64  NEUTRON MONITOR	
MCMURDO    STANDARD PRESSURE    730     MMHG   COEFFICIENT   -0.99     % / MMHG
MCMURDO    PRE-INCREASE BASELINE TIME INTERVAL    000714    090000-100000   UT
MCMURDO    PRE-INCREASE AVERAGE COUNTING RATE    225.22      COUNTS PER SECOND
MCMURDO    TIME INTERVALS    60          3600     
MCMURDO    SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S    (MMHG)     C/S
MCMURDO    000714 60   124000-124100   00     255.38  732.7    262.29    16.20    15.65
MCMURDO    000714 60   124100-124200   00     252.06  732.7    258.93    14.70    14.14
MCMURDO    000714 60   124200-124300   00     255.38  732.8    262.55    16.30    15.74
MCMURDO    000714 60   124300-124400   00     253.72  732.8    260.85    15.60    15.04
MCMURDO    000714 60   124400-124500   00     253.72  732.8    260.85    15.60    15.04
MCMURDO    000714 60   124500-124600   00     252.06  732.8    259.18    14.80    14.24
MCMURDO    000714 60   124600-124700   00     253.72  732.9    261.11    15.70    15.13
MCMURDO    000714 60   124700-124800   00     248.74  732.9    255.95    13.40    12.83
MCMURDO    000714 60   124800-124900   00     252.06  732.8    259.14    14.80    14.23
MCMURDO    000714 60   124900-125000   00     248.74  732.8    255.73    13.30    12.73
MCMURDO    000714 60   125000-125100   00     252.06  732.8    259.14    14.80    14.23
MCMURDO    000714 60   125100-125200   00     248.74  732.8    255.73    13.30    12.72
MCMURDO    000714 60   125200-125300   00     248.74  732.8    255.73    13.30    12.72
MCMURDO    000714 60   125300-125400   00     252.06  732.8    259.14    14.80    14.22
MCMURDO    000714 60   125400-125500   00     252.06  732.8    259.14    14.80    14.22
MCMURDO    000714 60   125500-125600   00     243.77  732.8    250.66    11.10    10.52
MCMURDO    000714 60   125600-125700   00     258.69  732.9    266.23    18.00    17.41
MCMURDO    000714 60   125700-125800   00     247.08  732.9    254.32    12.70    12.11
MCMURDO    000714 60   125800-125900   00     250.40  733.0    257.95    14.30    13.71
MCMURDO    000714 60   125900-130000   00     245.43  733.0    252.78    12.00    11.41
MCMURDO    000714 60   130000-130100   00     243.77  732.9    250.87    11.20    10.61
MCMURDO    000714 60   130100-130200   00     245.43  732.9    252.61    11.90    11.31
MCMURDO    000714 60   130200-130300   00     247.08  733.0    254.53    12.80    12.20
MCMURDO    000714 60   130300-130400   00     250.40  733.0    257.95    14.30    13.70
MCMURDO    000714 60   130400-130500   00     245.43  733.0    252.82    12.00    11.40
MCMURDO    000714 60   130500-130600   00     248.74  733.0    256.24    13.50    12.90
MCMURDO    000714 60   130600-130700   00     247.08  733.0    254.53    12.80    12.20
MCMURDO    000714 60   130700-130800   00     245.43  733.0    252.87    12.00    11.39
MCMURDO    000714 60   130800-130900   00     250.40  733.1    258.20    14.40    13.79
MCMURDO    000714 60   130900-131000   00     250.40  733.1    258.20    14.40    13.79
MCMURDO    000714 60   131000-131100   00     243.77  733.1    251.36    11.40    10.79
MCMURDO    000714 60   131100-131200   00     247.08  733.1    254.74    12.90    12.29
MCMURDO    000714 60   131200-131300   00     243.77  733.0    251.12    11.30    10.68
MCMURDO    000714 60   131300-131400   00     248.74  733.0    256.28    13.60    12.98
MCMURDO    000714 60   131400-131500   00     247.08  733.1    254.78    12.90    12.28
MCMURDO    000714 60   131500-131600   00     243.77  733.1    251.36    11.40    10.78
MCMURDO    000714 60   131600-131700   00     247.08  733.1    254.78    12.90    12.28
MCMURDO    000714 60   131700-131800   00     247.08  733.1    254.78    12.90    12.28
MCMURDO    000714 60   131800-131900   00     247.08  733.1    254.78    12.90    12.27
MCMURDO    000714 60   131900-132000   00     243.77  733.1    251.36    11.40    10.77
MCMURDO    000714 60   132000-132100   00     243.77  733.1    251.36    11.40    10.77
MCMURDO    000714 60   132100-132200   00     243.77  733.1    251.36    11.40    10.77
MCMURDO    000714 60   132200-132300   00     245.43  733.1    253.07    12.10    11.47
MCMURDO    000714 60   132300-132400   00     245.43  733.1    253.12    12.10    11.46
MCMURDO    000714 60   132400-132500   00     242.11  733.2    249.90    10.70    10.06
MCMURDO    000714 60   132500-132600   00     242.11  733.2    249.90    10.70    10.06
MCMURDO    000714 60   132600-132700   00     240.45  733.2    248.19    10.00     9.36
MCMURDO    000714 60   132700-132800   00     242.11  733.2    249.86    10.70    10.06
MCMURDO    000714 60   132800-132900   00     243.77  733.1    251.36    11.40    10.76
MCMURDO    000714 60   132900-133000   00     243.77  733.1    251.40    11.40    10.75
MCMURDO    000714 60   133000-133100   00     237.13  733.2    244.77     8.40     7.75
MCMURDO    000714 60   133100-133200   00     245.43  733.2    253.33    12.20    11.55
MCMURDO    000714 60   133200-133300   00     242.11  733.2    249.90    10.70    10.05
MCMURDO    000714 60   133300-133400   00     243.77  733.2    251.61    11.50    10.85
MCMURDO    000714 60   133400-133500   00     243.77  733.2    251.61    11.50    10.85
MCMURDO    000714 60   133500-133600   00     238.79  733.2    246.48     9.20     8.54
MCMURDO    000714 60   133600-133700   00     240.45  733.2    248.19    10.00     9.34
MCMURDO    000714 60   133700-133800   00     245.43  733.2    253.33    12.20    11.54
MCMURDO    000714 60   133800-133900   00     242.11  733.2    249.90    10.70    10.04
MCMURDO    000714 60   133900-134000   00     243.77  733.2    251.61    11.50    10.84
MCMURDO    000714 60   134000-134100   00     242.11  733.2    249.90    10.70    10.04
MCMURDO    000714 60   134100-134200   00     238.79  733.2    246.48     9.20     8.53
MCMURDO    000714 60   134200-134300   00     245.43  733.2    253.33    12.20    11.53
MCMURDO    000714 60   134300-134400   00     240.45  733.2    248.15     9.90     9.23
MCMURDO    000714 60   134400-134500   00     242.11  733.1    249.65    10.60     9.93
MCMURDO    000714 60   134500-134600   00     243.77  733.1    251.36    11.40    10.73
MCMURDO    000714 60   134600-134700   00     237.13  733.1    244.53     8.30     7.63
MCMURDO    000714 60   134700-134800   00     248.74  733.1    256.49    13.60    12.92
MCMURDO    000714 60   134800-134900   00     245.43  733.1    253.07    12.10    11.42
MCMURDO    000714 60   134900-135000   00     238.79  733.1    246.27     9.10     8.42
MCMURDO    000714 60   135000-135100   00     240.45  733.2    248.19    10.00     9.32
MCMURDO    000714 60   135100-135200   00     243.77  733.2    251.57    11.50    10.82
MCMURDO    000714 60   135200-135300   00     237.13  733.1    244.53     8.30     7.62
MCMURDO    000714 60   135300-135400   00     237.13  733.1    244.56     8.40     7.71
MCMURDO    000714 60   135400-135500   00     237.13  733.2    244.77     8.40     7.71
MCMURDO    000714 60   135500-135600   00     240.45  733.2    248.19    10.00     9.31
MCMURDO    000714 60   135600-135700   00     242.11  733.2    249.90    10.70    10.01
MCMURDO    000714 60   135700-135800   00     238.79  733.2    246.48     9.20     8.51
MCMURDO    000714 60   135800-135900   00     240.45  733.2    248.19    10.00     9.31
MCMURDO    000714 60   135900-140000   00     237.13  733.2    244.77     8.40     7.70
MCMURDO    000714 60   140000-140100   00     235.48  733.2    243.06     7.70     7.00
MCMURDO    000714 60   140100-140200   00     240.45  733.2    248.19    10.00     9.30
MCMURDO    000714 60   140200-140300   00     240.45  733.2    248.19    10.00     9.30
MCMURDO    000714 60   140300-140400   00     237.13  733.2    244.77     8.40     7.70
MCMURDO    000714 60   140400-140500   00     233.82  733.2    241.34     6.90     6.20
MCMURDO    000714 60   140500-140600   00     237.13  733.2    244.77     8.40     7.69
MCMURDO    000714 60   140600-140700   00     238.79  733.2    246.48     9.20     8.49
MCMURDO    000714 60   140700-140800   00     242.11  733.2    249.90    10.70     9.99
MCMURDO    000714 60   140800-140900   00     233.82  733.2    241.34     6.90     6.19
MCMURDO    000714 60   140900-141000   00     235.48  733.2    243.10     7.70     6.99
MCMURDO    000714 60   141000-141100   00     235.48  733.3    243.30     7.80     7.09
MCMURDO    000714 60   141100-141200   00     245.43  733.3    253.49    12.30    11.59
MCMURDO    000714 60   141200-141300   00     232.16  733.1    239.40     6.10     5.38
MCMURDO    000714 60   141300-141400   00     240.45  733.1    247.94     9.90     9.18
MCMURDO    000714 60   141400-141500   00     242.11  733.1    249.65    10.60     9.88
MCMURDO    000714 60   141500-141600   00     238.79  733.1    246.23     9.10     8.38
MCMURDO    000714 60   141600-141700   00     233.82  733.1    241.11     6.80     6.08
MCMURDO    000714 60   141700-141800   00     238.79  733.1    246.23     9.10     8.38
MCMURDO    000714 60   141800-141900   00     240.45  733.1    247.94     9.90     9.18
MCMURDO    000714 60   141900-142000   00     232.16  733.1    239.43     6.10     5.37
MCMURDO    000714 60   142000-142100   00     240.45  733.2    248.19    10.00     9.27
MCMURDO    000714 60   142100-142200   00     237.13  733.2    244.73     8.40     7.67
MCMURDO    000714 60   142200-142300   00     237.13  733.1    244.53     8.30     7.57
MCMURDO    000714 60   142300-142400   00     238.79  733.1    246.19     9.10     8.37
MCMURDO    000714 60   142400-142500   00     233.82  733.0    240.87     6.70     5.97
MCMURDO    000714 60   142500-142600   00     235.48  733.0    242.57     7.50     6.77
MCMURDO    000714 60   142600-142700   00     240.45  733.0    247.70     9.70     8.96
MCMURDO    000714 60   142700-142800   00     238.79  733.0    245.95     9.00     8.26
MCMURDO    000714 60   142800-142900   00     243.77  732.9    250.87    11.20    10.46
MCMURDO    000714 60   142900-143000   00     235.48  732.9    242.33     7.40     6.66
MCMURDO    000714 60   143000-143100   00     243.77  732.9    250.87    11.20    10.46
MCMURDO    000714 60   143100-143200   00     237.13  732.9    244.08     8.10     7.36
MCMURDO    000714 60   143200-143300   00     233.82  733.0    240.87     6.70     5.96
MCMURDO    000714 60   143300-143400   00     237.13  733.0    244.32     8.30     7.55
MCMURDO    000714 60   143400-143500   00     237.13  733.1    244.53     8.30     7.55
MCMURDO    000714 60   143500-143600   00     235.48  733.1    242.82     7.60     6.85
MCMURDO    000714 60   143600-143700   00     237.13  733.1    244.53     8.30     7.55
MCMURDO    000714 60   143700-143800   00     232.16  733.1    239.40     6.10     5.35
MCMURDO    000714 60   143800-143900   00     237.13  733.1    244.53     8.30     7.55
MCMURDO    000714 60   143900-144000   00     230.50  733.1    237.69     5.30     4.55
MCMURDO    000714 60   144000-144100   00     235.48  733.1    242.82     7.60     6.84
MCMURDO    000714 60   144100-144200   00     235.48  733.1    242.78     7.60     6.84
MCMURDO    000714 60   144200-144300   00     233.82  733.0    240.87     6.70     5.94
MCMURDO    000714 60   144300-144400   00     235.48  733.0    242.57     7.50     6.74
MCMURDO    000714 60   144400-144500   00     235.48  733.0    242.57     7.50     6.74
MCMURDO    000714 60   144500-144600   00     235.48  733.0    242.57     7.50     6.74
MCMURDO    000714 60   144600-144700   00     238.79  733.0    245.99     9.00     8.24
MCMURDO    000714 60   144700-144800   00     233.82  733.0    240.87     6.70     5.93
MCMURDO    000714 60   144800-144900   00     233.82  733.0    240.87     6.70     5.93
MCMURDO    000714 60   144900-145000   00     240.45  733.0    247.74     9.80     9.03
MCMURDO    000714 60   145000-145100   00     237.13  733.1    244.53     8.30     7.53
MCMURDO    000714 60   145100-145200   00     238.79  733.1    246.19     9.10     8.33
MCMURDO    000714 60   145200-145300   00     233.82  733.0    240.87     6.70     5.93
MCMURDO    000714 60   145300-145400   00     232.16  733.0    239.20     6.00     5.23
MCMURDO    000714 60   145400-145500   00     237.13  733.1    244.53     8.30     7.53
MCMURDO    000714 60   145500-145600   00     235.48  733.1    242.82     7.60     6.82
MCMURDO    000714 60   145600-145700   00     237.13  733.1    244.53     8.30     7.52
MCMURDO    000714 60   145700-145800   00     235.48  733.1    242.86     7.60     6.82
MCMURDO    000714 60   145800-145900   00     238.79  733.2    246.48     9.20     8.42
MCMURDO    000714 60   145900-150000   00     238.79  733.2    246.52     9.20     8.42
MCMURDO    000714 60   150000-150100   00     230.50  733.3    238.16     5.50     4.72
MCMURDO    000714 60   150100-150200   00     238.79  733.3    246.68     9.30     8.52
MCMURDO    000714 60   150200-150300   00     233.82  733.2    241.34     6.90     6.12
MCMURDO    000714 60   150300-150400   00     237.13  733.2    244.81     8.50     7.71
MCMURDO    000714 60   150400-150500   00     233.82  733.3    241.58     7.00     6.21
MCMURDO    000714 60   150500-150600   00     238.79  733.3    246.68     9.30     8.51
MCMURDO    000714 60   150600-150700   00     237.13  733.2    244.77     8.40     7.61
MCMURDO    000714 60   150700-150800   00     238.79  733.2    246.52     9.20     8.41
MCMURDO    000714 60   150800-150900   00     228.84  733.3    236.44     4.80     4.01
MCMURDO    000714 60   150900-151000   00     235.48  733.3    243.30     7.80     7.01
MCMURDO    000714 60   151000-151100   00     232.16  733.3    239.87     6.30     5.51
MCMURDO    000714 60   151100-151200   00     233.82  733.3    241.62     7.10     6.30
MCMURDO    000714 60   151200-151300   00     235.48  733.4    243.54     7.90     7.10
MCMURDO    000714 60   151300-151400   00     235.48  733.4    243.54     7.90     7.10
MCMURDO    000714 60   151400-151500   00     232.16  733.4    240.11     6.40     5.60
MCMURDO    000714 60   151500-151600   00     233.82  733.4    241.82     7.10     6.30
MCMURDO    000714 60   151600-151700   00     232.16  733.4    240.11     6.40     5.60
MCMURDO    000714 60   151700-151800   00     237.13  733.4    245.21     8.60     7.80
MCMURDO    000714 60   151800-151900   00     228.84  733.3    236.44     4.80     4.00
MCMURDO    000714 60   151900-152000   00     235.48  733.3    243.30     7.80     7.00
MCMURDO    000714 60   152000-152100   00     233.82  733.3    241.58     7.00     6.19
MCMURDO    000714 60   152100-152200   00     235.48  733.3    243.34     7.80     6.99
MCMURDO    000714 60   152200-152300   00     238.79  733.4    246.97     9.40     8.59
MCMURDO    000714 60   152300-152400   00     228.84  733.4    236.60     4.80     3.99
MCMURDO    000714 60   152400-152500   00     230.50  733.2    237.92     5.40     4.59
MCMURDO    000714 60   152500-152600   00     237.13  733.2    244.77     8.40     7.59
MCMURDO    000714 60   152600-152700   00     230.50  733.2    237.92     5.40     4.59
MCMURDO    000714 60   152700-152800   00     238.79  733.2    246.48     9.20     8.39
MCMURDO    000714 60   152800-152900   00     235.48  733.2    243.06     7.70     6.89
MCMURDO    000714 60   152900-153000   00     235.48  733.2    243.06     7.70     6.88
MCMURDO    000714 60   153000-153100   00     235.48  733.2    243.06     7.70     6.88
MCMURDO    000714 60   153100-153200   00     232.16  733.2    239.67     6.20     5.38
MCMURDO    000714 60   153200-153300   00     227.18  733.3    234.73     4.00     3.18
MCMURDO    000714 60   153300-153400   00     230.50  733.3    238.16     5.50     4.68
MCMURDO    000714 60   153400-153500   00     237.13  733.3    245.01     8.60     7.78
MCMURDO    000714 60   153500-153600   00     228.84  733.3    236.44     4.80     3.98
MCMURDO    000714 60   153600-153700   00     230.50  733.3    238.16     5.50     4.68
MCMURDO    000714 60   153700-153800   00     235.48  733.3    243.34     7.80     6.98
MCMURDO    000714 60   153800-153900   00     228.84  733.4    236.68     4.90     4.07
MCMURDO    000714 60   153900-154000   00     235.48  733.4    243.54     7.90     7.07
MCMURDO    000714 60   154000-154100   00     228.84  733.4    236.68     4.90     4.07
MCMURDO    000714 60   154100-154200   00     230.50  733.4    238.43     5.60     4.77
MCMURDO    000714 60   154200-154300   00     232.16  733.5    240.34     6.50     5.67
MCMURDO    000714 60   154300-154400   00     235.48  733.5    243.78     8.00     7.17
MCMURDO    000714 60   154400-154500   00     222.21  733.5    230.04     1.90     1.07
MCMURDO    000714 60   154500-154600   00     237.13  733.5    245.50     8.80     7.97
MCMURDO    000714 60   154600-154700   00     235.48  733.5    243.78     8.00     7.17
MCMURDO    000714 60   154700-154800   00     232.16  733.5    240.38     6.50     5.67
MCMURDO    000714 60   154800-154900   00     233.82  733.6    242.30     7.40     6.56
MCMURDO    000714 60   154900-155000   00     232.16  733.6    240.54     6.60     5.76
MCMURDO    000714 60   155000-155100   00     235.48  733.5    243.78     8.00     7.16
MCMURDO    000714 60   155100-155200   00     235.48  733.5    243.78     8.00     7.16
MCMURDO    000714 60   155200-155300   00     228.84  733.5    236.91     5.00     4.16
MCMURDO    000714 60   155300-155400   00     230.50  733.5    238.67     5.70     4.86
MCMURDO    000714 60   155400-155500   00     228.84  733.6    237.15     5.10     4.26
MCMURDO    000714 60   155500-155600   00     228.84  733.6    237.11     5.10     4.26
MCMURDO    000714 60   155600-155700   00     233.82  733.5    242.06     7.20     6.36
MCMURDO    000714 60   155700-155800   00     228.84  733.5    236.91     5.00     4.16
MCMURDO    000714 60   155800-155900   00     227.18  733.5    235.19     4.20     3.35
MCMURDO    000714 60   155900-160000   00     228.84  733.5    236.91     5.00     4.15
MCMURDO    000714 60   160000-160100   00     228.84  733.5    236.91     5.00     4.15
MCMURDO    000714 60   160100-160200   00     235.48  733.5    243.78     8.00     7.15
MCMURDO    000714 60   160200-160300   00     223.87  733.5    231.76     2.70     1.85
MCMURDO    000714 60   160300-160400   00     230.50  733.5    238.59     5.70     4.85
MCMURDO    000714 60   160400-160500   00     228.84  733.4    236.68     4.90     4.05
MCMURDO    000714 60   160500-160600   00     230.50  733.4    238.43     5.60     4.75
MCMURDO    000714 60   160600-160700   00     227.18  733.5    235.19     4.20     3.35
MCMURDO    000714 60   160700-160800   00     228.84  733.5    236.87     4.90     4.05
MCMURDO    000714 60   160800-160900   00     228.84  733.4    236.68     4.90     4.05
MCMURDO    000714 60   160900-161000   00     232.16  733.4    240.11     6.40     5.54
MCMURDO    000714 60   161000-161100   00     232.16  733.4    240.11     6.40     5.54
MCMURDO    000714 60   161100-161200   00     223.87  733.4    231.61     2.60     1.74
MCMURDO    000714 60   161200-161300   00     228.84  733.6    237.15     5.10     4.24
MCMURDO    000714 60   161300-161400   00     227.18  733.6    235.43     4.30     3.44
MCMURDO    000714 60   161400-161500   00     230.50  733.6    238.86     5.80     4.94
MCMURDO    000714 60   161500-161600   00     228.84  733.6    237.15     5.10     4.24
MCMURDO    000714 60   161600-161700   00     230.50  733.6    238.86     5.80     4.94
MCMURDO    000714 60   161700-161800   00     232.16  733.6    240.58     6.60     5.74
MCMURDO    000714 60   161800-161900   00     230.50  733.6    238.86     5.80     4.94
MCMURDO    000714 60   161900-162000   00     227.18  733.6    235.39     4.30     3.44
MCMURDO    000714 60   162000-162100   00     232.16  733.5    240.34     6.50     5.64
MCMURDO    000714 60   162100-162200   00     227.18  733.5    235.19     4.20     3.33
MCMURDO    000714 60   162200-162300   00     235.48  733.5    243.78     8.00     7.13
MCMURDO    000714 60   162300-162400   00     223.87  733.5    231.72     2.70     1.83
MCMURDO    000714 60   162400-162500   00     233.82  733.4    241.82     7.10     6.23
MCMURDO    000714 60   162500-162600   00     228.84  733.4    236.64     4.80     3.93
MCMURDO    000714 60   162600-162700   00     232.16  733.3    239.87     6.30     5.43
MCMURDO    000714 60   162700-162800   00     230.50  733.3    238.20     5.50     4.63
MCMURDO    000714 60   162800-162900   00     235.48  733.4    243.54     7.90     7.03
MCMURDO    000714 60   162900-163000   00     230.50  733.4    238.43     5.60     4.73
MCMURDO    000714 60   163000-163100   00     228.84  733.5    236.91     5.00     4.13
MCMURDO    000714 60   163100-163200   00     230.50  733.5    238.59     5.70     4.83
MCMURDO    000714 60   163200-163300   00     228.84  733.4    236.68     4.90     4.03
MCMURDO    000714 60   163300-163400   00     225.53  733.4    233.28     3.40     2.53
MCMURDO    000714 60   163400-163500   00     232.16  733.5    240.34     6.50     5.62
MCMURDO    000714 60   163500-163600   00     228.84  733.5    236.79     4.90     4.02
MCMURDO    000714 60   163600-163700   00     228.84  733.2    236.21     4.70     3.82
MCMURDO    000714 60   163700-163800   00     228.84  733.2    236.21     4.70     3.82
MCMURDO    000714 60   163800-163900   00     232.16  733.2    239.63     6.20     5.32
MCMURDO    000714 60   163900-164000   00     230.50  733.2    237.88     5.40     4.52
MCMURDO    000714 60   164000-164100   00     228.84  733.1    235.98     4.60     3.72
MCMURDO    000714 60   164100-164200   00     232.16  733.1    239.35     6.00     5.12
MCMURDO    000714 60   164200-164300   00     228.84  733.0    235.74     4.40     3.52
MCMURDO    000714 60   164300-164400   00     225.53  733.0    232.29     2.90     2.02
MCMURDO    000714 60   164400-164500   00     238.79  732.9    245.75     8.90     8.02
MCMURDO    000714 60   164500-164600   00     232.16  733.0    239.03     5.90     5.02
MCMURDO    000714 60   164600-164700   00     230.50  733.2    237.92     5.40     4.52
MCMURDO    000714 60   164700-164800   00     225.53  733.1    232.54     3.00     2.12
MCMURDO    000714 60   164800-164900   00     230.50  732.6    236.51     4.80     3.92
MCMURDO    000714 60   164900-165000   00     233.82  732.7    240.07     6.40     5.51
MCMURDO    000714 60   165000-165100   00     233.82  733.0    240.87     6.70     5.81
MCMURDO    000714 60   165100-165200   00     225.53  733.0    232.25     2.90     2.01
MCMURDO    000714 60   165200-165300   00     232.16  732.8    238.69     5.80     4.91
MCMURDO    000714 60   165300-165400   00     233.82  732.8    240.35     6.50     5.61
MCMURDO    000714 60   165400-165500   00     227.18  732.7    233.34     3.40     2.51
MCMURDO    000714 60   165500-165600   00     230.50  732.7    236.78     4.90     4.01
MCMURDO    000714 60   165600-165700   00     230.50  732.8    236.98     5.00     4.11
MCMURDO    000714 60   165700-165800   00     222.21  732.8    228.34     1.20     0.31
MCMURDO    000714 60   165800-165900   00     230.50  732.5    236.28     4.70     3.81
MCMURDO    000714 60   165900-170000   00     228.84  732.5    234.58     3.90     3.01
MCMURDO    000714 60   170000-170100   00     230.50  732.5    236.28     4.70     3.81
MCMURDO    000714 60   170100-170200   00     228.84  732.5    234.66     4.00     3.11
MCMURDO    000714 60   170200-170300   00     230.50  732.7    236.75     4.90     4.01
MCMURDO    000714 60   170300-170400   00     230.50  732.7    236.78     4.90     4.01
MCMURDO    000714 60   170400-170500   00     228.84  732.8    235.28     4.20     3.31
MCMURDO    000714 60   170500-170600   00     227.18  732.8    233.57     3.50     2.60
MCMURDO    000714 60   170600-170700   00     228.84  732.8    235.28     4.20     3.30
MCMURDO    000714 60   170700-170800   00     223.87  732.8    230.20     2.00     1.10
MCMURDO    000714 60   170800-170900   00     230.50  732.9    237.22     5.10     4.20
MCMURDO    000714 60   170900-171000   00     230.50  732.9    237.18     5.10     4.20
MCMURDO    000714 60   171000-171100   00     233.82  732.8    240.39     6.50     5.60
MCMURDO    000714 60   171100-171200   00     232.16  732.8    238.76     5.80     4.90
MCMURDO    000714 60   171200-171300   00     227.18  733.0    234.03     3.70     2.80
MCMURDO    000714 60   171300-171400   00     225.53  733.0    232.33     2.90     2.00
MCMURDO    000714 60   171400-171500   00     225.53  733.0    232.33     2.90     2.00
MCMURDO    000714 60   171500-171600   00     228.84  733.0    235.74     4.40     3.50
MCMURDO    000714 60   171600-171700   00     230.50  733.0    237.45     5.20     4.30
MCMURDO    000714 60   171700-171800   00     232.16  733.0    239.12     5.90     5.00
MCMURDO    000714 60   171800-171900   00     223.87  732.9    230.39     2.10     1.20
MCMURDO    000714 60   171900-172000   00     228.84  732.9    235.51     4.30     3.40
MCMURDO    000714 60   172000-172100   00     227.18  732.9    233.80     3.60     2.70
MCMURDO    000714 60   172100-172200   00     227.18  732.9    233.84     3.60     2.70
MCMURDO    000714 60   172200-172300   00     230.50  733.0    237.45     5.20     4.30
MCMURDO    000714 60   172300-172400   00     223.87  733.0    230.58     2.20     1.30
MCMURDO    000714 60   172400-172500   00     228.84  732.9    235.51     4.30     3.40
MCMURDO    000714 60   172500-172600   00     228.84  732.9    235.55     4.40     3.49
MCMURDO    000714 60   172600-172700   00     225.53  733.0    232.33     2.90     1.99
MCMURDO    000714 60   172700-172800   00     227.18  733.0    234.03     3.70     2.79
MCMURDO    000714 60   172800-172900   00     227.18  733.0    234.03     3.70     2.79
MCMURDO    000714 60   172900-173000   00     225.53  733.0    232.33     2.90     1.99
MCMURDO    000714 60   173000-173100   00     228.84  733.0    235.74     4.40     3.49
MCMURDO    000714 60   173100-173200   00     227.18  733.0    234.03     3.70     2.79
MCMURDO    000714 60   173200-173300   00     227.18  733.0    234.03     3.70     2.79
MCMURDO    000714 60   173300-173400   00     227.18  733.0    234.11     3.70     2.79
MCMURDO    000714 60   173400-173500   00     223.87  733.2    231.07     2.40     1.49
MCMURDO    000714 60   173500-173600   00     233.82  733.2    241.30     6.90     5.99
MCMURDO    000714 60   173600-173700   00     225.53  733.1    232.56     3.00     2.09
MCMURDO    000714 60   173700-173800   00     227.18  733.1    234.27     3.80     2.89
MCMURDO    000714 60   173800-173900   00     228.84  733.1    235.98     4.60     3.69
MCMURDO    000714 60   173900-174000   00     227.18  733.1    234.30     3.80     2.89
MCMURDO    000714 60   174000-174100   00     223.87  733.2    231.07     2.40     1.49
MCMURDO    000714 60   174100-174200   00     225.53  733.2    232.79     3.10     2.19
MCMURDO    000714 60   174200-174300   00     233.82  733.2    241.34     6.90     5.99
MCMURDO    000714 60   174300-174400   00     225.53  733.2    232.79     3.10     2.19
MCMURDO    000714 60   174400-174500   00     230.50  733.2    237.92     5.40     4.49
MCMURDO    000714 60   174500-174600   00     228.84  733.2    236.25     4.70     3.79
MCMURDO    000714 60   174600-174700   00     225.53  733.3    233.02     3.20     2.29
MCMURDO    000714 60   174700-174800   00     227.18  733.3    234.81     4.00     3.09
MCMURDO    000714 60   174800-174900   00     228.84  733.5    236.91     5.00     4.09
MCMURDO    000714 60   174900-175000   00     227.18  733.5    235.19     4.20     3.29
MCMURDO    000714 60   175000-175100   00     223.87  733.5    231.76     2.70     1.79
MCMURDO    000714 60   175100-175200   00     223.87  733.5    231.80     2.70     1.78
MCMURDO    000714 60   175200-175300   00     222.21  733.6    230.27     2.00     1.08
MCMURDO    000714 60   175300-175400   00     223.87  733.6    231.99     2.80     1.88
MCMURDO    000714 60   175400-175500   00     225.53  733.6    233.71     3.50     2.58
MCMURDO    000714 60   175500-175600   00     227.18  733.6    235.51     4.30     3.38
MCMURDO    000714 60   175600-175700   00     227.18  733.8    235.89     4.50     3.58
MCMURDO    000714 60   175700-175800   00     228.84  733.8    237.65     5.30     4.38
MCMURDO    000714 60   175800-175900   00     230.50  733.9    239.58     6.10     5.18
MCMURDO    000714 60   175900-180000   00     225.53  733.9    234.40     3.90     2.98
MCMURDO    000714 60   180000-180100   00     222.21  733.9    230.96     2.30     1.38
MCMURDO    000714 60   180100-180200   00     225.53  733.9    234.40     3.90     2.98
MCMURDO    000714 60   180200-180300   00     218.89  733.9    227.51     0.80    -0.12
MCMURDO    000714 60   180300-180400   00     225.53  733.9    234.40     3.90     2.98
MCMURDO    000714 60   180400-180500   00     225.53  733.9    234.40     3.90     2.98
MCMURDO    000714 60   180500-180600   00     223.87  733.9    232.72     3.10     2.18
MCMURDO    000714 60   180600-180700   00     220.55  734.0    229.46     1.70     0.78
MCMURDO    000714 60   180700-180800   00     223.87  734.0    232.91     3.20     2.28
MCMURDO    000714 60   180800-180900   00     223.87  734.0    232.91     3.20     2.28
MCMURDO    000714 60   180900-181000   00     223.87  733.9    232.71     3.10     2.18
MCMURDO    000714 60   181000-181100   00     220.55  733.5    228.33     1.20     0.28
MCMURDO    000714 60   181100-181200   00     223.87  733.5    231.80     2.70     1.78
MCMURDO    000714 60   181200-181300   00     222.21  733.6    230.27     2.00     1.08
MCMURDO    000714 60   181300-181400   00     227.18  733.7    235.64     4.40     3.48
MCMURDO    000714 60   181400-181500   00     230.50  734.2    240.29     6.50     5.58
MCMURDO    000714 60   181500-181600   00     227.18  734.2    236.74     4.90     3.98
MCMURDO    000714 60   181600-181700   00     227.18  734.0    236.36     4.70     3.78
MCMURDO    000714 60   181700-181800   00     222.21  734.0    231.07     2.40     1.48
MCMURDO    000714 60   181800-181900   00     222.21  733.7    230.50     2.10     1.18
MCMURDO    000714 60   181900-182000   00     225.53  733.7    233.86     3.60     2.68
MCMURDO    000714 60   182000-182100   00     222.21  733.5    230.04     1.90     0.98
