MCMURDO    LATITUDE    -77.85    LONGITUDE     166.72    ALTITUDE    48 M
MCMURDO    INSTRUMENT   18-NM-64  NEUTRON MONITOR	
MCMURDO    STANDARD PRESSURE    730     MMHG   COEFFICIENT   -0.99     % / MMHG
MCMURDO    PRE-INCREASE BASELINE TIME INTERVAL    000714    090000-100000   UT
MCMURDO    PRE-INCREASE AVERAGE COUNTING RATE    225.22      COUNTS PER SECOND
MCMURDO    TIME INTERVALS    60          3600     
MCMURDO    SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S    (MMHG)     C/S
MCMURDO    000714 60   182100-182200   00     227.18  733.6    235.35     4.30     3.38
MCMURDO    000714 60   182200-182300   00     218.89  733.9    227.51     0.80    -0.12
MCMURDO    000714 60   182300-182400   00     222.21  733.9    230.96     2.30     1.38
MCMURDO    000714 60   182400-182500   00     222.21  733.9    230.96     2.30     1.38
MCMURDO    000714 60   182500-182600   00     222.21  733.9    230.99     2.30     1.38
MCMURDO    000714 60   182600-182700   00     223.87  734.0    232.91     3.20     2.28
MCMURDO    000714 60   182700-182800   00     222.21  734.0    231.11     2.40     1.48
MCMURDO    000714 60   182800-182900   00     225.53  733.8    234.17     3.80     2.88
MCMURDO    000714 60   182900-183000   00     222.21  733.8    230.65     2.20     1.28
MCMURDO    000714 60   183000-183100   00     228.84  733.6    237.15     5.10     4.18
MCMURDO    000714 60   183100-183200   00     222.21  733.6    230.35     2.10     1.18
MCMURDO    000714 60   183200-183300   00     222.21  733.8    230.73     2.20     1.28
MCMURDO    000714 60   183300-183400   00     225.53  733.8    234.25     3.80     2.88
MCMURDO    000714 60   183400-183500   00     227.18  734.0    236.36     4.70     3.78
MCMURDO    000714 60   183500-183600   00     218.89  734.0    227.78     0.90    -0.02
MCMURDO    000714 60   183600-183700   00     218.89  734.1    227.96     1.00     0.08
MCMURDO    000714 60   183700-183800   00     218.89  734.1    227.96     1.00     0.08
MCMURDO    000714 60   183800-183900   00     225.53  734.1    234.87     4.10     3.18
MCMURDO    000714 60   183900-184000   00     220.55  734.1    229.61     1.70     0.78
MCMURDO    000714 60   184000-184100   00     218.89  733.9    227.51     0.80    -0.12
MCMURDO    000714 60   184100-184200   00     225.53  733.9    234.44     3.90     2.98
MCMURDO    000714 60   184200-184300   00     225.53  734.0    234.64     4.00     3.08
MCMURDO    000714 60   184300-184400   00     222.21  734.0    231.22     2.40     1.48
MCMURDO    000714 60   184400-184500   00     218.89  734.1    227.96     1.00     0.08
MCMURDO    000714 60   184500-184600   00     220.55  734.1    229.69     1.80     0.88
MCMURDO    000714 60   184600-184700   00     225.53  734.1    234.87     4.10     3.18
MCMURDO    000714 60   184700-184800   00     220.55  734.1    229.65     1.80     0.88
MCMURDO    000714 60   184800-184900   00     222.21  734.0    231.19     2.40     1.48
MCMURDO    000714 60   184900-185000   00     223.87  734.0    232.99     3.20     2.28
MCMURDO    000714 60   185000-185100   00     222.21  734.2    231.64     2.60     1.68
MCMURDO    000714 60   185100-185200   00     217.24  734.2    226.42     0.30    -0.62
MCMURDO    000714 60   185200-185300   00     220.55  734.1    229.69     1.80     0.88
MCMURDO    000714 60   185300-185400   00     227.18  734.1    236.60     4.80     3.88
MCMURDO    000714 60   185400-185500   00     222.21  734.1    231.42     2.50     1.58
MCMURDO    000714 60   185500-185600   00     222.21  734.1    231.42     2.50     1.58
MCMURDO    000714 60   185600-185700   00     218.89  734.1    227.96     1.00     0.08
MCMURDO    000714 60   185700-185800   00     225.53  734.1    234.83     4.00     3.08
MCMURDO    000714 60   185800-185900   00     228.84  734.0    238.09     5.50     4.58
MCMURDO    000714 60   185900-190000   00     220.55  734.0    229.42     1.60     0.68
MCMURDO    000714 60   190000-190100   00     218.89  733.9    227.51     0.80    -0.12
MCMURDO    000714 60   190100-190200   00     225.53  733.9    234.36     3.80     2.88
MCMURDO    000714 60   190200-190300   00     220.55  733.8    229.01     1.50     0.58
MCMURDO    000714 60   190300-190400   00     220.55  733.8    229.01     1.50     0.58
MCMURDO    000714 60   190400-190500   00     220.55  733.8    229.01     1.50     0.58
MCMURDO    000714 60   190500-190600   00     223.87  733.8    232.42     3.00     2.08
MCMURDO    000714 60   190600-190700   00     225.53  733.7    233.94     3.70     2.78
MCMURDO    000714 60   190700-190800   00     227.18  733.7    235.66     4.40     3.48
MCMURDO    000714 60   190800-190900   00     225.53  733.7    233.94     3.70     2.78
MCMURDO    000714 60   190900-191000   00     222.21  733.7    230.54     2.10     1.18
MCMURDO    000714 60   191000-191100   00     220.55  733.8    229.01     1.50     0.58
MCMURDO    000714 60   191100-191200   00     218.89  733.8    227.25     0.70    -0.22
MCMURDO    000714 60   191200-191300   00     222.21  733.7    230.50     2.10     1.18
MCMURDO    000714 60   191300-191400   00     222.21  733.7    230.54     2.10     1.18
MCMURDO    000714 60   191400-191500   00     223.87  733.8    232.45     3.00     2.08
MCMURDO    000714 60   191500-191600   00     222.21  733.8    230.73     2.20     1.28
MCMURDO    000714 60   191600-191700   00     223.87  733.8    232.45     3.00     2.08
MCMURDO    000714 60   191700-191800   00     220.55  733.8    229.05     1.50     0.58
MCMURDO    000714 60   191800-191900   00     223.87  733.9    232.68     3.10     2.18
MCMURDO    000714 60   191900-192000   00     220.55  733.9    229.20     1.50     0.58
MCMURDO    000714 60   192000-192100   00     220.55  733.8    229.01     1.50     0.58
MCMURDO    000714 60   192100-192200   00     225.53  733.8    234.21     3.80     2.88
MCMURDO    000714 60   192200-192300   00     215.58  733.9    224.06    -0.70    -1.62
MCMURDO    000714 60   192300-192400   00     217.24  733.9    225.75     0.00    -0.92
MCMURDO    000714 60   192400-192500   00     222.21  733.8    230.73     2.20     1.28
MCMURDO    000714 60   192500-192600   00     217.24  733.8    225.53    -0.10    -1.02
MCMURDO    000714 60   192600-192700   00     220.55  733.7    228.78     1.40     0.48
MCMURDO    000714 60   192700-192800   00     215.58  733.7    223.62    -0.90    -1.82
MCMURDO    000714 60   192800-192900   00     222.21  733.7    230.50     2.10     1.18
MCMURDO    000714 60   192900-193000   00     222.21  733.7    230.54     2.10     1.18
MCMURDO    000714 60   193000-193100   00     220.55  733.8    229.01     1.50     0.58
MCMURDO    000714 60   193100-193200   00     215.58  733.8    223.84    -0.80    -1.72
MCMURDO    000714 60   193200-193300   00     220.55  733.8    229.01     1.50     0.58
MCMURDO    000714 60   193300-193400   00     223.87  733.8    232.49     3.00     2.08
MCMURDO    000714 60   193400-193500   00     225.53  733.9    234.40     3.90     2.98
MCMURDO    000714 60   193500-193600   00     222.21  733.9    230.96     2.30     1.38
MCMURDO    000714 60   193600-193700   00     220.55  733.9    229.23     1.60     0.68
MCMURDO    000714 60   193700-193800   00     222.21  733.9    230.96     2.30     1.38
MCMURDO    000714 60   193800-193900   00     217.24  733.9    225.79     0.00    -0.92
MCMURDO    000714 60   193900-194000   00     217.24  733.9    225.86     0.10    -0.82
MCMURDO    000714 60   194000-194100   00     218.89  734.1    227.96     1.00     0.08
MCMURDO    000714 60   194100-194200   00     223.87  734.1    233.03     3.20     2.28
MCMURDO    000714 60   194200-194300   00     223.87  733.8    232.45     3.00     2.08
MCMURDO    000714 60   194300-194400   00     222.21  733.8    230.77     2.20     1.28
MCMURDO    000714 60   194400-194500   00     220.55  733.9    229.23     1.60     0.69
MCMURDO    000714 60   194500-194600   00     217.24  733.9    225.87     0.10    -0.81
MCMURDO    000714 60   194600-194700   00     220.55  734.1    229.69     1.80     0.89
MCMURDO    000714 60   194700-194800   00     223.87  734.1    233.14     3.30     2.39
MCMURDO    000714 60   194800-194900   00     217.24  734.1    226.23     0.20    -0.71
MCMURDO    000714 60   194900-195000   00     218.89  734.1    227.96     1.00     0.09
MCMURDO    000714 60   195000-195100   00     218.89  734.1    227.96     1.00     0.09
MCMURDO    000714 60   195100-195200   00     223.87  734.1    233.18     3.30     2.39
MCMURDO    000714 60   195200-195300   00     215.58  734.2    224.73    -0.40    -1.31
MCMURDO    000714 60   195300-195400   00     218.89  734.2    228.19     1.10     0.19
MCMURDO    000714 60   195400-195500   00     220.55  734.2    229.92     1.90     0.99
MCMURDO    000714 60   195500-195600   00     215.58  734.2    224.73    -0.40    -1.31
MCMURDO    000714 60   195600-195700   00     217.24  734.2    226.46     0.30    -0.61
MCMURDO    000714 60   195700-195800   00     213.92  734.2    223.00    -1.20    -2.11
MCMURDO    000714 60   195800-195900   00     223.87  734.2    233.37     3.40     2.49
MCMURDO    000714 60   195900-200000   00     220.55  734.2    229.92     1.90     0.99
MCMURDO    000714 60   200000-200100   00     218.89  734.2    228.19     1.10     0.19
MCMURDO    000714 60   200100-200200   00     222.21  734.2    231.68     2.70     1.79
MCMURDO    000714 60   200200-200300   00     218.89  734.3    228.41     1.20     0.29
MCMURDO    000714 60   200300-200400   00     215.58  734.3    224.92    -0.30    -1.21
MCMURDO    000714 60   200400-200500   00     220.55  734.2    229.92     1.90     0.99
MCMURDO    000714 60   200500-200600   00     222.21  734.2    231.60     2.60     1.69
MCMURDO    000714 60   200600-200700   00     218.89  734.1    227.96     1.00     0.09
MCMURDO    000714 60   200700-200800   00     217.24  734.1    226.27     0.30    -0.61
MCMURDO    000714 60   200800-200900   00     217.24  734.2    226.46     0.30    -0.61
MCMURDO    000714 60   200900-201000   00     222.21  734.2    231.64     2.60     1.69
MCMURDO    000714 60   201000-201100   00     218.89  734.2    228.19     1.10     0.20
MCMURDO    000714 60   201100-201200   00     220.55  734.2    229.92     1.90     1.00
MCMURDO    000714 60   201200-201300   00     220.55  734.2    229.92     1.90     1.00
MCMURDO    000714 60   201300-201400   00     217.24  734.2    226.46     0.30    -0.60
MCMURDO    000714 60   201400-201500   00     222.21  734.2    231.64     2.60     1.70
MCMURDO    000714 60   201500-201600   00     213.92  734.2    223.00    -1.20    -2.10
MCMURDO    000714 60   201600-201700   00     223.87  734.2    233.37     3.40     2.50
MCMURDO    000714 60   201700-201800   00     215.58  734.2    224.77    -0.40    -1.30
MCMURDO    000714 60   201800-201900   00     225.53  734.3    235.33     4.30     3.40
MCMURDO    000714 60   201900-202000   00     222.21  734.3    231.84     2.70     1.80
MCMURDO    000714 60   202000-202100   00     218.89  734.2    228.19     1.10     0.20
MCMURDO    000714 60   202100-202200   00     222.21  734.2    231.68     2.60     1.70
MCMURDO    000714 60   202200-202300   00     218.89  734.3    228.41     1.20     0.30
MCMURDO    000714 60   202300-202400   00     215.58  734.3    224.99    -0.30    -1.20
MCMURDO    000714 60   202400-202500   00     223.87  734.4    233.84     3.60     2.70
MCMURDO    000714 60   202500-202600   00     222.21  734.4    232.06     2.80     1.90
MCMURDO    000714 60   202600-202700   00     218.89  734.3    228.41     1.20     0.30
MCMURDO    000714 60   202700-202800   00     222.21  734.3    231.87     2.70     1.80
MCMURDO    000714 60   202800-202900   00     215.58  734.3    224.95    -0.30    -1.20
MCMURDO    000714 60   202900-203000   00     222.21  734.3    231.87     2.70     1.80
MCMURDO    000714 60   203000-203100   00     218.89  734.3    228.41     1.20     0.31
MCMURDO    000714 60   203100-203200   00     218.89  734.3    228.41     1.20     0.31
MCMURDO    000714 60   203200-203300   00     215.58  734.3    224.95    -0.30    -1.19
MCMURDO    000714 60   203300-203400   00     218.89  734.3    228.41     1.20     0.31
MCMURDO    000714 60   203400-203500   00     215.58  734.3    224.95    -0.30    -1.19
MCMURDO    000714 60   203500-203600   00     213.92  734.3    223.22    -1.10    -1.99
MCMURDO    000714 60   203600-203700   00     217.24  734.3    226.68     0.40    -0.49
MCMURDO    000714 60   203700-203800   00     215.58  734.3    224.99    -0.30    -1.19
MCMURDO    000714 60   203800-203900   00     217.24  734.4    226.91     0.50    -0.39
MCMURDO    000714 60   203900-204000   00     213.92  734.4    223.44    -1.00    -1.89
MCMURDO    000714 60   204000-204100   00     223.87  734.4    233.84     3.60     2.71
MCMURDO    000714 60   204100-204200   00     220.55  734.4    230.37     2.10     1.21
MCMURDO    000714 60   204200-204300   00     222.21  734.4    232.10     2.80     1.91
MCMURDO    000714 60   204300-204400   00     215.58  734.4    225.21    -0.20    -1.09
MCMURDO    000714 60   204400-204500   00     220.55  734.5    230.60     2.20     1.31
MCMURDO    000714 60   204500-204600   00     215.58  734.5    225.47    -0.10    -0.99
MCMURDO    000714 60   204600-204700   00     215.58  734.7    225.84     0.10    -0.79
MCMURDO    000714 60   204700-204800   00     215.58  734.7    225.78     0.00    -0.88
MCMURDO    000714 60   204800-204900   00     218.89  734.5    228.87     1.40     0.52
MCMURDO    000714 60   204900-205000   00     222.21  734.5    232.33     2.90     2.02
MCMURDO    000714 60   205000-205100   00     220.55  734.5    230.60     2.20     1.32
MCMURDO    000714 60   205100-205200   00     217.24  734.5    227.13     0.60    -0.28
MCMURDO    000714 60   205200-205300   00     218.89  734.5    228.87     1.40     0.52
MCMURDO    000714 60   205300-205400   00     217.24  734.5    227.17     0.70    -0.18
MCMURDO    000714 60   205400-205500   00     222.21  734.6    232.56     3.00     2.12
MCMURDO    000714 60   205500-205600   00     213.92  734.6    223.85    -0.80    -1.68
MCMURDO    000714 60   205600-205700   00     220.55  734.5    230.60     2.20     1.32
MCMURDO    000714 60   205700-205800   00     220.55  734.5    230.60     2.20     1.32
MCMURDO    000714 60   205800-205900   00     220.55  734.5    230.60     2.20     1.32
MCMURDO    000714 60   205900-210000   00     218.89  734.5    228.87     1.40     0.52
MCMURDO    000714 60   210000-210100   00     213.92  734.5    223.66    -0.90    -1.78
MCMURDO    000714 60   210100-210200   00     213.92  734.5    223.63    -0.90    -9999
MCMURDO    000714 60   210200-210300   00     213.92  734.4    223.44    -1.00    -9999
MCMURDO    000714 60   210300-210400   00     220.55  734.4    230.37     2.10    -9999
MCMURDO    000714 60   210400-210500   00     218.89  734.4    228.64     1.30    -9999
MCMURDO    000714 60   210500-210600   00     218.89  734.4    228.68     1.30    -9999
MCMURDO    000714 60   210600-210700   00     215.58  734.5    225.40    -0.10    -9999
MCMURDO    000714 60   210700-210800   00     210.60  734.5    220.20    -2.40    -9999
MCMURDO    000714 60   210800-210900   00     218.89  734.5    228.87     1.40    -9999
MCMURDO    000714 60   210900-211000   00     220.55  734.5    230.60     2.20    -9999
MCMURDO    000714 60   211000-211100   00     213.92  734.5    223.66    -0.90    -9999
MCMURDO    000714 60   211100-211200   00     220.55  734.5    230.56     2.20    -9999
MCMURDO    000714 60   211200-211300   00     215.58  734.4    225.17    -0.20    -9999
MCMURDO    000714 60   211300-211400   00     217.24  734.4    226.91     0.50    -9999
MCMURDO    000714 60   211400-211500   00     218.89  734.4    228.64     1.30    -9999
MCMURDO    000714 60   211500-211600   00     215.58  734.4    225.24    -0.20    -9999
MCMURDO    000714 60   211600-211700   00     218.89  734.6    229.09     1.50    -9999
MCMURDO    000714 60   211700-211800   00     213.92  734.6    223.85    -0.80    -9999
MCMURDO    000714 60   211800-211900   00     220.55  734.5    230.60     2.20    -9999
MCMURDO    000714 60   211900-212000   00     217.24  734.5    227.21     0.70    -9999
MCMURDO    000714 60   212000-212100   00     220.55  734.7    231.06     2.40    -9999
MCMURDO    000714 60   212100-212200   00     220.55  734.7    231.02     2.40    -9999
MCMURDO    000714 60   212200-212300   00     218.89  734.6    229.09     1.50    -9999
MCMURDO    000714 60   212300-212400   00     215.58  734.6    225.62     0.00    -9999
MCMURDO    000714 60   212400-212500   00     218.89  734.6    229.09     1.50    -9999
MCMURDO    000714 60   212500-212600   00     217.24  734.6    227.28     0.70    -9999
MCMURDO    000714 60   212600-212700   00     222.21  734.4    232.10     2.80    -9999
MCMURDO    000714 60   212700-212800   00     218.89  734.4    228.68     1.30    -9999
MCMURDO    000714 60   212800-212900   00     213.92  734.5    223.66    -0.90    -9999
MCMURDO    000714 60   212900-213000   00     223.87  734.5    234.11     3.70    -9999
MCMURDO    000714 60   213000-213100   00     212.26  734.6    222.15    -1.60    -9999
MCMURDO    000714 60   213100-213200   00     218.89  734.6    229.09     1.50    -9999
MCMURDO    000714 60   213200-213300   00     220.55  734.6    230.83     2.30    -9999
MCMURDO    000714 60   213300-213400   00     217.24  734.6    227.32     0.70    -9999
MCMURDO    000714 60   213400-213500   00     218.89  734.5    228.87     1.40    -9999
MCMURDO    000714 60   213500-213600   00     212.26  734.5    221.93    -1.70    -9999
MCMURDO    000714 60   213600-213700   00     210.60  734.5    220.20    -2.40    -9999
MCMURDO    000714 60   213700-213800   00     220.55  734.5    230.68     2.20    -9999
MCMURDO    000714 60   213800-213900   00     218.89  734.7    229.32     1.60    -9999
MCMURDO    000714 60   213900-214000   00     218.89  734.7    229.32     1.60    -9999
MCMURDO    000714 60   214000-214100   00     217.24  734.7    227.58     0.80    -9999
MCMURDO    000714 60   214100-214200   00     213.92  734.7    224.11    -0.70    -9999
MCMURDO    000714 60   214200-214300   00     215.58  734.7    225.84     0.10    -9999
MCMURDO    000714 60   214300-214400   00     223.87  734.7    234.46     3.90    -9999
MCMURDO    000714 60   214400-214500   00     220.55  734.5    230.60     2.20    -9999
MCMURDO    000714 60   214500-214600   00     215.58  734.5    225.47    -0.10    -9999
MCMURDO    000714 60   214600-214700   00     212.26  734.7    222.37    -1.50    -9999
MCMURDO    000714 60   214700-214800   00     217.24  734.7    227.54     0.80    -9999
MCMURDO    000714 60   214800-214900   00     218.89  734.6    229.09     1.50    -9999
MCMURDO    000714 60   214900-215000   00     217.24  734.6    227.32     0.70    -9999
MCMURDO    000714 60   215000-215100   00     215.58  734.5    225.40    -0.10    -9999
MCMURDO    000714 60   215100-215200   00     222.21  734.5    232.41     3.00    -9999
MCMURDO    000714 60   215200-215300   00     217.24  734.7    227.58     0.80    -9999
MCMURDO    000714 60   215300-215400   00     215.58  734.7    225.88     0.10    -9999
MCMURDO    000714 60   215400-215500   00     220.55  734.8    231.29     2.50    -9999
MCMURDO    000714 60   215500-215600   00     210.60  734.8    220.82    -2.20    -9999
MCMURDO    000714 60   215600-215700   00     220.55  734.7    231.06     2.40    -9999
MCMURDO    000714 60   215700-215800   00     213.92  734.7    224.15    -0.70    -9999
MCMURDO    000714 60   215800-215900   00     212.26  734.8    222.59    -1.40    -9999
MCMURDO    000714 60   215900-220000   00     220.55  734.8    231.32     2.50    -9999
MCMURDO    000714 60   220000-220100   00     215.58  734.9    226.29     0.30    -9999
MCMURDO    000714 60   220100-220200   00     213.92  734.9    224.52    -0.50    -9999
MCMURDO    000714 60   220200-220300   00     220.55  734.8    231.29     2.50    -9999
MCMURDO    000714 60   220300-220400   00     210.60  734.8    220.89    -2.10    -9999
MCMURDO    000714 60   220400-220500   00     213.92  734.9    224.55    -0.50    -9999
MCMURDO    000714 60   220500-220600   00     218.89  734.9    229.73     1.80    -9999
MCMURDO    000714 60   220600-220700   00     215.58  734.8    226.07     0.20    -9999
MCMURDO    000714 60   220700-220800   00     218.89  734.8    229.58     1.70    -9999
MCMURDO    000714 60   220800-220900   00     215.58  734.9    226.29     0.30    -9999
MCMURDO    000714 60   220900-221000   00     220.55  734.9    231.47     2.60    -9999
MCMURDO    000714 60   221000-221100   00     210.60  734.8    220.85    -2.10    -9999
MCMURDO    000714 60   221100-221200   00     215.58  734.8    226.11     0.20    -9999
MCMURDO    000714 60   221200-221300   00     217.24  734.9    228.03     1.00    -9999
MCMURDO    000714 60   221300-221400   00     218.89  734.9    229.82     1.80    -9999
MCMURDO    000714 60   221400-221500   00     210.60  735.0    221.29    -2.00    -9999
MCMURDO    000714 60   221500-221600   00     217.24  735.0    228.26     1.10    -9999
MCMURDO    000714 60   221600-221700   00     215.58  735.0    226.52     0.40    -9999
MCMURDO    000714 60   221700-221800   00     218.89  735.0    229.93     1.90    -9999
MCMURDO    000714 60   221800-221900   00     218.89  734.8    229.55     1.70    -9999
MCMURDO    000714 60   221900-222000   00     215.58  734.8    226.14     0.20    -9999
MCMURDO    000714 60   222000-222100   00     217.24  735.0    228.26     1.10    -9999
MCMURDO    000714 60   222100-222200   00     220.55  735.0    231.74     2.70    -9999
MCMURDO    000714 60   222200-222300   00     213.92  735.0    224.77    -0.40    -9999
MCMURDO    000714 60   222300-222400   00     213.92  735.0    224.77    -0.40    -9999
MCMURDO    000714 60   222400-222500   00     220.55  735.0    231.74     2.70    -9999
MCMURDO    000714 60   222500-222600   00     213.92  735.0    224.74    -0.40    -9999
MCMURDO    000714 60   222600-222700   00     217.24  734.9    228.03     1.00    -9999
MCMURDO    000714 60   222700-222800   00     218.89  734.9    229.77     1.80    -9999
MCMURDO    000714 60   222800-222900   00     217.24  734.9    228.03     1.00    -9999
MCMURDO    000714 60   222900-223000   00     218.89  734.9    229.85     1.80    -9999
MCMURDO    000714 60   223000-223100   00     213.92  735.1    225.00    -0.30    -9999
MCMURDO    000714 60   223100-223200   00     218.89  735.1    230.23     2.00    -9999
MCMURDO    000714 60   223200-223300   00     215.58  735.1    226.74     0.50    -9999
MCMURDO    000714 60   223300-223400   00     218.89  735.1    230.27     2.00    -9999
MCMURDO    000714 60   223400-223500   00     217.24  735.2    228.71     1.30    -9999
MCMURDO    000714 60   223500-223600   00     213.92  735.2    225.22    -0.20    -9999
MCMURDO    000714 60   223600-223700   00     217.24  735.2    228.71     1.30    -9999
MCMURDO    000714 60   223700-223800   00     215.58  735.2    226.89     0.50    -9999
MCMURDO    000714 60   223800-223900   00     220.55  735.0    231.74     2.70    -9999
MCMURDO    000714 60   223900-224000   00     215.58  735.0    226.52     0.40    -9999
MCMURDO    000714 60   224000-224100   00     217.24  735.0    228.26     1.10    -9999
MCMURDO    000714 60   224100-224200   00     222.21  735.0    233.49     3.40    -9999
MCMURDO    000714 60   224200-224300   00     218.89  735.0    230.00     1.90    -9999
MCMURDO    000714 60   224300-224400   00     220.55  735.0    231.78     2.70    -9999
MCMURDO    000714 60   224400-224500   00     213.92  735.1    225.00    -0.30    -9999
MCMURDO    000714 60   224500-224600   00     225.53  735.1    237.17     5.10    -9999
MCMURDO    000714 60   224600-224700   00     213.92  735.0    224.77    -0.40    -9999
MCMURDO    000714 60   224700-224800   00     213.92  735.0    224.77    -0.40    -9999
MCMURDO    000714 60   224800-224900   00     215.58  735.0    226.52     0.40    -9999
MCMURDO    000714 60   224900-225000   00     218.89  735.0    230.04     1.90    -9999
MCMURDO    000714 60   225000-225100   00     215.58  735.1    226.74     0.50    -9999
MCMURDO    000714 60   225100-225200   00     215.58  735.1    226.70     0.40    -9999
MCMURDO    000714 60   225200-225300   00     217.24  735.0    228.26     1.10    -9999
MCMURDO    000714 60   225300-225400   00     212.26  735.0    223.03    -1.20    -9999
MCMURDO    000714 60   225400-225500   00     215.58  735.0    226.52     0.40    -9999
MCMURDO    000714 60   225500-225600   00     220.55  735.0    231.74     2.70    -9999
MCMURDO    000714 60   225600-225700   00     213.92  735.0    224.77    -0.40    -9999
MCMURDO    000714 60   225700-225800   00     213.92  735.0    224.77    -0.40    -9999
MCMURDO    000714 60   225800-225900   00     215.58  735.0    226.52     0.40    -9999
MCMURDO    000714 60   225900-230000   00     217.24  735.0    228.26     1.10    -9999
MCMURDO    000714 60   230000-230100   00     213.92  735.0    224.77    -0.40    -9999
MCMURDO    000714 60   230100-230200   00     217.24  735.0    228.26     1.10    -9999
MCMURDO    000714 60   230200-230300   00     217.24  735.0    228.26     1.10    -9999
MCMURDO    000714 60   230300-230400   00     217.24  735.0    228.30     1.20    -9999
MCMURDO    000714 60   230400-230500   00     217.24  735.1    228.48     1.20    -9999
MCMURDO    000714 60   230500-230600   00     218.89  735.1    230.19     2.00    -9999
MCMURDO    000714 60   230600-230700   00     215.58  735.0    226.52     0.40    -9999
MCMURDO    000714 60   230700-230800   00     220.55  735.0    231.74     2.70    -9999
MCMURDO    000714 60   230800-230900   00     215.58  735.0    226.52     0.40    -9999
MCMURDO    000714 60   230900-231000   00     212.26  735.0    223.03    -1.20    -9999
MCMURDO    000714 60   231000-231100   00     213.92  735.0    224.77    -0.40    -9999
MCMURDO    000714 60   231100-231200   00     215.58  735.0    226.55     0.40    -9999
MCMURDO    000714 60   231200-231300   00     215.58  735.1    226.74     0.50    -9999
MCMURDO    000714 60   231300-231400   00     215.58  735.1    226.78     0.50    -9999
MCMURDO    000714 60   231400-231500   00     213.92  735.2    225.22    -0.20    -9999
MCMURDO    000714 60   231500-231600   00     215.58  735.2    226.97     0.60    -9999
MCMURDO    000714 60   231600-231700   00     213.92  735.2    225.22    -0.20    -9999
MCMURDO    000714 60   231700-231800   00     217.24  735.2    228.79     1.40    -9999
MCMURDO    000714 60   231800-231900   00     215.58  735.4    227.42     0.80    -9999
MCMURDO    000714 60   231900-232000   00     215.58  735.4    227.46     0.80    -9999
MCMURDO    000714 60   232000-232100   00     215.58  735.5    227.64     0.90    -9999
MCMURDO    000714 60   232100-232200   00     217.24  735.5    229.39     1.60    -9999
MCMURDO    000714 60   232200-232300   00     220.55  735.5    232.89     3.20    -9999
MCMURDO    000714 60   232300-232400   00     215.58  735.5    227.64     0.90    -9999
MCMURDO    000714 60   232400-232500   00     218.89  735.5    231.14     2.40    -9999
MCMURDO    000714 60   232500-232600   00     220.55  735.5    232.89     3.20    -9999
MCMURDO    000714 60   232600-232700   00     220.55  735.5    232.89     3.20    -9999
MCMURDO    000714 60   232700-232800   00     215.58  735.5    227.54     0.80    -9999
MCMURDO    000714 60   232800-232900   00     213.92  735.2    225.22    -0.20    -9999
MCMURDO    000714 60   232900-233000   00     217.24  735.2    228.71     1.30    -9999
MCMURDO    000714 60   233000-233100   00     213.92  735.2    225.22    -0.20    -9999
MCMURDO    000714 60   233100-233200   00     212.26  735.2    223.47    -1.00    -9999
MCMURDO    000714 60   233200-233300   00     215.58  735.2    226.97     0.60    -9999
MCMURDO    000714 60   233300-233400   00     217.24  735.2    228.67     1.30    -9999
MCMURDO    000714 60   233400-233500   00     213.92  735.1    225.00    -0.30    -9999
MCMURDO    000714 60   233500-233600   00     215.58  735.1    226.78     0.50    -9999
MCMURDO    000714 60   233600-233700   00     213.92  735.2    225.22    -0.20    -9999
MCMURDO    000714 60   233700-233800   00     215.58  735.2    226.97     0.60    -9999
MCMURDO    000714 60   233800-233900   00     213.92  735.2    225.22    -0.20    -9999
MCMURDO    000714 60   233900-234000   00     220.55  735.2    232.16     2.90    -9999
MCMURDO    000714 60   234000-234100   00     213.92  735.1    225.00    -0.30    -9999
MCMURDO    000714 60   234100-234200   00     217.24  735.1    228.45     1.20    -9999
MCMURDO    000714 60   234200-234300   00     210.60  735.0    221.29    -2.00    -9999
MCMURDO    000714 60   234300-234400   00     220.55  735.0    231.86     2.70    -9999
MCMURDO    000714 60   234400-234500   00     215.58  735.3    227.19     0.70    -9999
MCMURDO    000714 60   234500-234600   00     217.24  735.3    228.94     1.40    -9999
MCMURDO    000714 60   234600-234700   00     213.92  735.3    225.44    -0.10    -9999
MCMURDO    000714 60   234700-234800   00     218.89  735.3    230.69     2.20    -9999
MCMURDO    000714 60   234800-234900   00     215.58  735.3    227.19     0.70    -9999
MCMURDO    000714 60   234900-235000   00     213.92  735.3    225.44    -0.10    -9999
MCMURDO    000714 60   235000-235100   00     215.58  735.3    227.19     0.70    -9999
MCMURDO    000714 60   235100-235200   00     213.92  735.3    225.41    -0.10    -9999
MCMURDO    000714 60   235200-235300   00     213.92  735.2    225.22    -0.20    -9999
MCMURDO    000714 60   235300-235400   00     215.58  735.2    227.00     0.60    -9999
MCMURDO    000714 60   235400-235500   00     215.58  735.3    227.19     0.70    -9999
MCMURDO    000714 60   235500-235600   00     212.26  735.3    223.69    -0.90    -9999
MCMURDO    000714 60   235600-235700   00     220.55  735.3    232.43     3.00    -9999
MCMURDO    000714 60   235700-235800   00     212.26  735.3    223.69    -0.90    -9999
MCMURDO    000714 60   235800-235900   00     213.92  735.3    225.44    -0.10    -9999
