GOOSE BAY  LATITUDE    53.27     LONGITUDE     299.6     ALTITUDE    46 M
GOOSE BAY  INSTRUMENT   18-NM-64  NEUTRON MONITOR	
GOOSE BAY  STANDARD PRESSURE    758     MMHG   COEFFICIENT   -0.987    % / MMHG
GOOSE BAY  PRE-INCREASE BASELINE TIME INTERVAL    000714    090000-100000   UT
GOOSE BAY  PRE-INCREASE AVERAGE COUNTING RATE    168.03      COUNTS PER SECOND
GOOSE BAY  TIME INTERVALS    60          300         3600     
GOOSE BAY  SCALE FACTORS     1           1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S    (MMHG)     C/S
GOOSE BAY  000714 60   142400-142500   00     188.83  754.5    182.42     8.60     8.60
GOOSE BAY  000714 60   142500-142600   00     190.50  754.4    183.85     9.40     9.40
GOOSE BAY  000714 60   142600-142700   00     187.17  754.4    180.63     7.50     7.50
GOOSE BAY  000714 60   142700-142800   00     193.83  754.4    187.07    11.30    11.30
GOOSE BAY  000714 60   142800-142900   00     188.83  754.4    182.24     8.50     8.50
GOOSE BAY  000714 60   142900-143000   00     188.83  754.4    182.24     8.50     8.50
GOOSE BAY  000714 60   143000-143100   00     195.50  754.4    188.68    12.30    12.30
GOOSE BAY  000714 60   143100-143200   00     185.50  754.4    179.02     6.50     6.50
GOOSE BAY  000714 60   143200-143300   00     187.17  754.4    180.63     7.50     7.50
GOOSE BAY  000714 60   143300-143400   00     190.82  754.4    184.16     9.60     9.60
GOOSE BAY  000714 60   143400-143500   00     192.17  754.4    185.46    10.40    10.40
GOOSE BAY  000714 60   143500-143600   00     190.50  754.4    183.85     9.40     9.40
GOOSE BAY  000714 60   143600-143700   00     188.83  754.4    182.24     8.50     8.50
GOOSE BAY  000714 60   143700-143800   00     187.17  754.4    180.63     7.50     7.50
GOOSE BAY  000714 60   143800-143900   00     190.50  754.4    183.85     9.40     9.40
GOOSE BAY  000714 60   143900-144000   00     188.83  754.4    182.24     8.50     8.50
GOOSE BAY  000714 60   144000-144100   00     182.17  754.4    175.81     4.60     4.60
GOOSE BAY  000714 60   144100-144200   00     188.83  754.4    182.24     8.50     8.50
GOOSE BAY  000714 60   144200-144300   00     185.50  754.4    179.02     6.50     6.50
GOOSE BAY  000714 60   144300-144400   00     188.83  754.4    182.24     8.50     8.50
GOOSE BAY  000714 60   144400-144500   00     188.83  754.4    182.24     8.50     8.50
GOOSE BAY  000714 60   144500-144600   00     187.17  754.4    180.63     7.50     7.50
GOOSE BAY  000714 60   144600-144700   00     188.83  754.4    182.24     8.50     8.50
GOOSE BAY  000714 60   144700-144800   00     190.50  754.4    183.85     9.40     9.40
GOOSE BAY  000714 60   144800-144900   00     185.50  754.4    179.02     6.50     6.50
GOOSE BAY  000714 60   144900-145000   00     188.83  754.4    182.24     8.50     8.50
GOOSE BAY  000714 60   145000-145100   00     183.83  754.4    177.42     5.60     5.60
GOOSE BAY  000714 60   145100-145200   00     187.48  754.4    180.93     7.70     7.70
GOOSE BAY  000714 60   145200-145300   00     188.83  754.4    182.24     8.50     8.50
GOOSE BAY  000714 60   145300-145400   00     188.83  754.4    182.24     8.50     8.50
GOOSE BAY  000714 60   145400-145500   00     185.50  754.4    179.02     6.50     6.50
GOOSE BAY  000714 60   145500-145600   00     183.83  754.4    177.42     5.60     5.60
GOOSE BAY  000714 60   145600-145700   00     190.50  754.4    183.85     9.40     9.40
GOOSE BAY  000714 60   145700-145800   00     185.50  754.4    179.02     6.50     6.50
GOOSE BAY  000714 60   145800-145900   00     185.50  754.3    178.85     6.40     6.40
GOOSE BAY  000714 60   145900-150000   00     190.50  754.3    183.67     9.30     9.30
GOOSE BAY  000714 60   150000-150100   00     190.50  754.4    183.85     9.40     9.40
GOOSE BAY  000714 60   150100-150200   00     187.17  754.4    180.63     7.50     7.50
GOOSE BAY  000714 60   150200-150300   00     190.50  754.3    183.67     9.30     9.30
GOOSE BAY  000714 60   150300-150400   00     185.50  754.3    178.85     6.40     6.40
GOOSE BAY  000714 60   150400-150500   00     192.17  754.4    185.46    10.40    10.40
GOOSE BAY  000714 60   150500-150600   00     188.83  754.4    182.24     8.50     8.50
GOOSE BAY  000714 60   150600-150700   00     188.83  754.3    182.06     8.40     8.40
GOOSE BAY  000714 60   150700-150800   00     182.17  754.3    175.63     4.50     4.50
GOOSE BAY  000714 60   150800-150900   00     187.17  754.3    180.45     7.40     7.40
GOOSE BAY  000714 60   150900-151000   00     187.17  754.3    180.45     7.40     7.40
GOOSE BAY  000714 60   151000-151100   00     187.48  754.3    180.76     7.60     7.60
GOOSE BAY  000714 60   151100-151200   00     192.17  754.3    185.28    10.30    10.30
GOOSE BAY  000714 60   151200-151300   00     190.50  754.3    183.67     9.30     9.30
GOOSE BAY  000714 60   151300-151400   00     188.83  754.4    182.24     8.50     8.50
GOOSE BAY  000714 60   151400-151500   00     182.17  754.3    175.63     4.50     4.50
GOOSE BAY  000714 60   151500-151600   00     190.50  754.3    183.67     9.30     9.30
GOOSE BAY  000714 60   151600-151700   00     182.17  754.3    175.63     4.50     4.50
GOOSE BAY  000714 60   151700-151800   00     183.83  754.3    177.24     5.50     5.50
GOOSE BAY  000714 60   151800-151900   00     185.50  754.3    178.85     6.40     6.40
GOOSE BAY  000714 60   151900-152000   00     185.50  754.3    178.85     6.40     6.40
GOOSE BAY  000714 60   152000-152100   00     188.83  754.4    182.24     8.50     8.50
GOOSE BAY  000714 60   152100-152200   00     193.83  754.3    186.88    11.20    11.20
GOOSE BAY  000714 60   152200-152300   00     182.17  754.3    175.63     4.50     4.50
GOOSE BAY  000714 60   152300-152400   00     188.83  754.3    182.06     8.40     8.40
GOOSE BAY  000714 60   152400-152500   00     190.50  754.3    183.67     9.30     9.30
GOOSE BAY  000714 60   152500-152600   00     187.17  754.3    180.45     7.40     7.40
GOOSE BAY  000714 60   152600-152700   00     180.50  754.3    174.03     3.60     3.60
GOOSE BAY  000714 60   152700-152800   00     193.83  754.3    186.88    11.20    11.20
GOOSE BAY  000714 60   152800-152900   00     183.83  754.3    177.24     5.50     5.50
GOOSE BAY  000714 60   152900-153000   00     183.83  754.3    177.24     5.50     5.50
GOOSE BAY  000714 60   153000-153100   00     183.83  754.3    177.24     5.50     5.50
GOOSE BAY  000714 60   153100-153200   00     183.83  754.3    177.24     5.50     5.50
GOOSE BAY  000714 60   153200-153300   00     184.14  754.4    177.71     5.80     5.80
GOOSE BAY  000714 60   153300-153400   00     188.83  754.3    182.06     8.40     8.40
GOOSE BAY  000714 60   153400-153500   00     187.17  754.3    180.45     7.40     7.40
GOOSE BAY  000714 60   153500-153600   00     180.50  754.3    174.03     3.60     3.60
GOOSE BAY  000714 60   153600-153700   00     188.83  754.3    182.06     8.40     8.40
GOOSE BAY  000714 60   153700-153800   00     188.83  754.3    182.06     8.40     8.40
GOOSE BAY  000714 60   153800-153900   00     183.83  754.3    177.24     5.50     5.50
GOOSE BAY  000714 60   153900-154000   00     185.50  754.3    178.85     6.40     6.40
GOOSE BAY  000714 60   154000-154100   00     190.50  754.3    183.67     9.30     9.30
GOOSE BAY  000714 60   154100-154200   00     180.50  754.3    174.03     3.60     3.60
GOOSE BAY  000714 60   154200-154300   00     185.50  754.3    178.85     6.40     6.40
GOOSE BAY  000714 60   154300-154400   00     182.17  754.3    175.63     4.50     4.50
GOOSE BAY  000714 60   154400-154500   00     183.83  754.3    177.24     5.50     5.50
GOOSE BAY  000714 60   154500-154600   00     185.50  754.3    178.85     6.40     6.40
GOOSE BAY  000714 60   154600-154700   00     182.47  754.3    175.93     4.70     4.70
GOOSE BAY  000714 60   154700-154800   00     187.17  754.3    180.45     7.40     7.40
GOOSE BAY  000714 60   154800-154900   00     182.17  754.2    175.46     4.40     4.40
GOOSE BAY  000714 60   154900-155000   00     185.50  754.3    178.85     6.40     6.40
GOOSE BAY  000714 60   155000-155100   00     190.50  754.2    183.49     9.20     9.20
GOOSE BAY  000714 60   155100-155200   00     188.83  754.3    182.06     8.40     8.40
GOOSE BAY  000714 60   155200-155300   00     178.83  754.2    172.25     2.50     2.50
GOOSE BAY  000714 60   155300-155400   00     187.17  754.2    180.28     7.30     7.30
GOOSE BAY  000714 60   155400-155500   00     182.17  754.3    175.63     4.50     4.50
GOOSE BAY  000714 60   155500-155600   00     183.83  754.3    177.24     5.50     5.50
GOOSE BAY  000714 60   155600-155700   00     190.50  754.3    183.67     9.30     9.30
GOOSE BAY  000714 60   155700-155800   00     178.83  754.2    172.25     2.50     2.50
GOOSE BAY  000714 60   155800-155900   00     187.17  754.2    180.28     7.30     7.30
GOOSE BAY  000714 60   155900-160000   00     185.50  754.3    178.85     6.40     6.40
GOOSE BAY  000714 60   160000-160100   00     180.50  754.2    173.86     3.50     3.50
GOOSE BAY  000714 60   160100-160200   00     187.17  754.2    180.28     7.30     7.30
GOOSE BAY  000714 60   160200-160300   00     188.83  754.2    181.88     8.20     8.20
GOOSE BAY  000714 60   160300-160400   00     189.15  754.2    182.18     8.40     8.40
GOOSE BAY  000714 60   160400-160500   00     183.83  754.2    177.07     5.40     5.40
GOOSE BAY  000714 60   160500-160600   00     183.83  754.2    177.07     5.40     5.40
GOOSE BAY  000714 60   160600-160700   00     182.17  754.2    175.46     4.40     4.40
GOOSE BAY  000714 60   160700-160800   00     183.83  754.2    177.07     5.40     5.40
GOOSE BAY  000714 60   160800-160900   00     183.83  754.3    177.24     5.50     5.50
GOOSE BAY  000714 60   160900-161000   00     187.17  754.3    180.45     7.40     7.40
GOOSE BAY  000714 60   161000-161100   00     183.83  754.2    177.07     5.40     5.40
GOOSE BAY  000714 60   161100-161200   00     175.50  754.2    169.04     0.60     0.60
GOOSE BAY  000714 60   161200-161300   00     187.17  754.2    180.28     7.30     7.30
GOOSE BAY  000714 60   161300-161400   00     183.83  754.2    177.07     5.40     5.40
GOOSE BAY  000714 60   161400-161500   00     182.17  754.2    175.46     4.40     4.40
GOOSE BAY  000714 60   161500-161600   00     187.17  754.2    180.28     7.30     7.30
GOOSE BAY  000714 60   161600-161700   00     178.83  754.2    172.25     2.50     2.50
GOOSE BAY  000714 60   161700-161800   00     182.17  754.2    175.46     4.40     4.40
GOOSE BAY  000714 60   161800-161900   00     183.83  754.2    177.07     5.40     5.40
GOOSE BAY  000714 60   161900-162000   00     183.83  754.2    177.07     5.40     5.40
GOOSE BAY  000714 60   162000-162100   00     192.17  754.3    185.28    10.30    10.30
GOOSE BAY  000714 60   162100-162200   00     182.17  754.2    175.46     4.40     4.40
GOOSE BAY  000714 60   162200-162300   00     188.83  754.3    182.06     8.40     8.40
GOOSE BAY  000714 60   162300-162400   00     179.13  754.2    172.54     2.70     2.70
GOOSE BAY  000714 60   162400-162500   00     185.50  754.2    178.67     6.30     6.30
GOOSE BAY  000714 60   162500-162600   00     180.50  754.2    173.86     3.50     3.50
GOOSE BAY  000714 60   162600-162700   00     183.83  754.2    177.07     5.40     5.40
GOOSE BAY  000714 60   162700-162800   00     178.83  754.2    172.25     2.50     2.50
GOOSE BAY  000714 60   162800-162900   00     182.17  754.2    175.46     4.40     4.40
GOOSE BAY  000714 60   162900-163000   00     188.83  754.2    181.88     8.20     8.20
GOOSE BAY  000714 60   163000-163100   00     178.83  754.2    172.25     2.50     2.50
GOOSE BAY  000714 60   163100-163200   00     185.50  754.2    178.67     6.30     6.30
GOOSE BAY  000714 60   163200-163300   00     180.50  754.2    173.86     3.50     3.50
GOOSE BAY  000714 60   163300-163400   00     178.83  754.2    172.25     2.50     2.50
GOOSE BAY  000714 60   163400-163500   00     182.17  754.2    175.46     4.40     4.40
GOOSE BAY  000714 300  163500-164000   00     182.50  754.2    175.78     4.60     4.60
GOOSE BAY  000714 300  164000-164500   00     182.17  754.2    175.46     4.40     4.40
GOOSE BAY  000714 300  164500-165000   00     181.50  754.1    174.65     3.90     3.90
GOOSE BAY  000714 300  165000-165500   00     183.50  754.2    176.75     5.20     5.20
GOOSE BAY  000714 300  165500-170000   00     183.50  754.2    176.75     5.20     5.20
GOOSE BAY  000714 300  170000-170500   00     180.50  754.1    173.68     3.40     3.40
GOOSE BAY  000714 300  170500-171000   00     182.83  754.1    175.93     4.70     4.70
GOOSE BAY  000714 300  171000-171500   00     179.17  754.1    172.40     2.60     2.60
GOOSE BAY  000714 300  171500-172000   00     184.83  754.0    177.68     5.70     5.70
GOOSE BAY  000714 300  172000-172500   00     185.17  754.0    178.00     5.90     5.90
GOOSE BAY  000714 300  172500-173000   00     180.83  753.9    173.66     3.40     3.40
GOOSE BAY  000714 300  173000-173500   00     180.50  753.9    173.34     3.20     3.20
GOOSE BAY  000714 300  173500-174000   00     180.83  753.9    173.66     3.40     3.40
GOOSE BAY  000714 300  174000-174500   00     181.50  754.0    174.47     3.80     3.80
GOOSE BAY  000714 300  174500-175000   00     179.83  753.9    172.70     2.80     2.80
GOOSE BAY  000714 300  175000-175500   00     182.17  753.9    174.94     4.10     4.10
GOOSE BAY  000714 300  175500-180000   00     180.50  753.9    173.34     3.20     3.20
GOOSE BAY  000714 300  180000-180500   00     178.50  753.9    171.42     2.00     2.00
GOOSE BAY  000714 300  180500-181000   00     179.50  753.9    172.38     2.60     2.60
GOOSE BAY  000714 300  181000-181500   00     179.83  753.9    172.70     2.80     2.80
GOOSE BAY  000714 300  181500-182000   00     181.50  753.9    174.30     3.70     3.70
GOOSE BAY  000714 300  182000-182500   00     178.17  753.9    171.10     1.80     1.80
GOOSE BAY  000714 300  182500-183000   00     180.83  753.9    173.66     3.40     3.40
GOOSE BAY  000714 300  183000-183500   00     181.50  753.9    174.30     3.70     3.70
GOOSE BAY  000714 300  183500-184000   00     180.83  753.9    173.66     3.40     3.40
GOOSE BAY  000714 300  184000-184500   00     179.83  753.9    172.70     2.80     2.80
GOOSE BAY  000714 300  184500-185000   00     179.17  753.9    172.06     2.40     2.40
GOOSE BAY  000714 300  185000-185500   00     178.83  753.9    171.74     2.20     2.20
GOOSE BAY  000714 300  185500-190000   00     178.17  753.9    171.10     1.80     1.80
GOOSE BAY  000714 300  190000-190500   00     178.17  753.8    170.93     1.70     1.70
GOOSE BAY  000714 300  190500-191000   00     178.17  753.8    170.93     1.70     1.70
GOOSE BAY  000714 300  191000-191500   00     180.17  753.8    172.85     2.90     2.90
GOOSE BAY  000714 300  191500-192000   00     179.17  753.8    171.89     2.30     2.30
GOOSE BAY  000714 300  192000-192500   00     178.50  753.8    171.25     1.90     1.90
GOOSE BAY  000714 300  192500-193000   00     179.50  753.8    172.21     2.50     2.50
GOOSE BAY  000714 300  193000-193500   00     178.17  753.7    170.76     1.60     1.60
GOOSE BAY  000714 300  193500-194000   00     179.50  753.7    172.04     2.40     2.40
GOOSE BAY  000714 300  194000-194500   00     178.50  753.7    171.08     1.80     1.80
GOOSE BAY  000714 300  194500-195000   00     179.50  753.7    172.04     2.40     2.40
GOOSE BAY  000714 300  195000-195500   00     178.50  753.7    171.08     1.80     1.80
GOOSE BAY  000714 300  195500-200000   00     177.83  753.6    170.28     1.30     1.30
GOOSE BAY  000714 300  200000-200500   00     178.17  753.6    170.59     1.50     1.50
GOOSE BAY  000714 300  200500-201000   00     178.17  753.6    170.59     1.50     1.50
GOOSE BAY  000714 300  201000-201500   00     178.50  753.6    170.91     1.70     1.70
GOOSE BAY  000714 300  201500-202000   00     179.17  753.6    171.55     2.10     2.10
GOOSE BAY  000714 300  202000-202500   00     177.17  753.6    169.64     1.00     1.00
GOOSE BAY  000714 300  202500-203000   00     178.83  753.5    171.06     1.80     1.80
GOOSE BAY  000714 300  203000-203500   00     178.83  753.5    171.06     1.80     1.80
GOOSE BAY  000714 300  203500-204000   00     176.17  753.6    168.68     0.40     0.40
GOOSE BAY  000714 300  204000-204500   00     176.17  753.6    168.68     0.40     0.40
GOOSE BAY  000714 300  204500-205000   00     177.83  753.5    170.11     1.20     1.20
GOOSE BAY  000714 300  205000-205500   00     174.50  753.5    166.92    -0.70    -0.70
GOOSE BAY  000714 300  205500-210000   00     178.17  753.6    170.59     1.50     1.50
GOOSE BAY  000714 300  210000-210500   00     178.17  753.6    170.59     1.50    -9999
GOOSE BAY  000714 300  210500-211000   00     175.17  753.6    167.72    -0.20    -9999
GOOSE BAY  000714 300  211000-211500   00     176.50  753.6    169.00     0.60    -9999
GOOSE BAY  000714 300  211500-212000   00     175.50  753.6    168.04     0.00    -9999
GOOSE BAY  000714 300  212000-212500   00     173.83  753.6    166.45    -0.90    -9999
GOOSE BAY  000714 300  212500-213000   00     180.17  753.6    172.51     2.70    -9999
GOOSE BAY  000714 300  213000-213500   00     174.50  753.6    167.08    -0.60    -9999
GOOSE BAY  000714 300  213500-214000   00     175.83  753.6    168.36     0.20    -9999
GOOSE BAY  000714 300  214000-214500   00     174.50  753.6    167.08    -0.60    -9999
GOOSE BAY  000714 300  214500-215000   00     175.50  753.6    168.04     0.00    -9999
GOOSE BAY  000714 300  215000-215500   00     174.50  753.6    167.08    -0.60    -9999
GOOSE BAY  000714 300  215500-220000   00     179.17  753.7    171.72     2.20    -9999
GOOSE BAY  000714 300  220000-220500   00     176.50  753.7    169.17     0.70    -9999
GOOSE BAY  000714 300  220500-221000   00     177.50  753.6    169.96     1.10    -9999
GOOSE BAY  000714 300  221000-221500   00     176.83  753.7    169.49     0.90    -9999
GOOSE BAY  000714 300  221500-222000   00     176.83  753.7    169.49     0.90    -9999
GOOSE BAY  000714 300  222000-222500   00     176.50  753.7    169.17     0.70    -9999
GOOSE BAY  000714 300  222500-223000   00     177.17  753.7    169.80     1.10    -9999
GOOSE BAY  000714 300  223000-223500   00     176.17  753.7    168.85     0.50    -9999
GOOSE BAY  000714 300  223500-224000   00     174.83  753.7    167.57    -0.30    -9999
GOOSE BAY  000714 300  224000-224500   00     177.17  753.7    169.80     1.10    -9999
GOOSE BAY  000714 300  224500-225000   00     177.50  753.7    170.12     1.20    -9999
GOOSE BAY  000714 300  225000-225500   00     176.83  753.7    169.49     0.90    -9999
GOOSE BAY  000714 300  225500-230000   00     176.17  753.7    168.85     0.50    -9999
GOOSE BAY  000714 300  230000-230500   00     175.83  753.6    168.36     0.20    -9999
GOOSE BAY  000714 300  230500-231000   00     177.83  753.7    170.44     1.40    -9999
GOOSE BAY  000714 300  231000-231500   00     174.17  753.7    166.93    -0.70    -9999
GOOSE BAY  000714 300  231500-232000   00     175.50  753.7    168.21     0.10    -9999
GOOSE BAY  000714 300  232000-232500   00     176.50  753.6    169.00     0.60    -9999
GOOSE BAY  000714 300  232500-233000   00     176.17  753.6    168.68     0.40    -9999
GOOSE BAY  000714 300  233000-233500   00     176.50  753.7    169.17     0.70    -9999
GOOSE BAY  000714 300  233500-234000   00     176.17  753.6    168.68     0.40    -9999
GOOSE BAY  000714 300  234000-234500   00     176.50  753.7    169.17     0.70    -9999
GOOSE BAY  000714 300  234500-235000   00     176.50  753.7    169.17     0.70    -9999
GOOSE BAY  000714 300  235000-235500   00     177.50  753.7    170.12     1.20    -9999
GOOSE BAY  000714 300  235500-240000   00     175.50  753.7    168.21     0.10    -9999
GOOSE BAY  000715 300  000000-000500   00     178.17  753.7    170.76     1.60    -9999
GOOSE BAY  000715 300  000500-001000   00     175.83  753.8    168.69     0.40    -9999
GOOSE BAY  000715 300  001000-001500   00     175.17  753.8    168.05     0.00    -9999
GOOSE BAY  000715 300  001500-002000   00     176.17  753.8    169.01     0.60    -9999
GOOSE BAY  000715 300  002000-002500   00     174.17  753.8    167.09    -0.60    -9999
GOOSE BAY  000715 300  002500-003000   00     175.17  753.8    168.05     0.00    -9999
GOOSE BAY  000715 300  003000-003500   00     174.17  753.8    167.09    -0.60    -9999
GOOSE BAY  000715 300  003500-004000   00     176.50  753.8    169.33     0.80    -9999
GOOSE BAY  000715 300  004000-004500   00     174.50  753.8    167.41    -0.40    -9999
GOOSE BAY  000715 300  004500-005000   00     176.17  753.9    169.18     0.70    -9999
GOOSE BAY  000715 300  005000-005500   00     175.50  753.9    168.54     0.30    -9999
GOOSE BAY  000715 300  005500-010000   00     176.50  753.9    169.50     0.90    -9999
GOOSE BAY  000715 300  010000-010500   00     173.50  753.9    166.62    -0.80    -9999
GOOSE BAY  000715 300  010500-011000   00     174.50  753.9    167.58    -0.30    -9999
GOOSE BAY  000715 300  011000-011500   00     173.50  753.9    166.62    -0.80    -9999
GOOSE BAY  000715 300  011500-012000   00     175.50  753.9    168.54     0.30    -9999
GOOSE BAY  000715 300  012000-012500   00     173.83  753.9    166.94    -0.60    -9999
GOOSE BAY  000715 300  012500-013000   00     172.50  753.9    165.66    -1.40    -9999
GOOSE BAY  000715 300  013000-013500   00     175.50  753.9    168.54     0.30    -9999
GOOSE BAY  000715 300  013500-014000   00     176.17  753.9    169.18     0.70    -9999
GOOSE BAY  000715 300  014000-014500   00     174.17  753.9    167.26    -0.50    -9999
GOOSE BAY  000715 300  014500-015000   00     175.83  753.9    168.86     0.50    -9999
GOOSE BAY  000715 300  015000-015500   00     176.83  753.9    169.82     1.10    -9999
GOOSE BAY  000715 300  015500-020000   00     176.50  753.9    169.50     0.90    -9999
GOOSE BAY  000715 300  020000-020500   00     175.17  753.9    168.22     0.10    -9999
GOOSE BAY  000715 300  020500-021000   00     173.83  753.9    166.94    -0.60    -9999
GOOSE BAY  000715 300  021000-021500   00     174.50  753.9    167.58    -0.30    -9999
GOOSE BAY  000715 300  021500-022000   00     175.50  753.9    168.54     0.30    -9999
GOOSE BAY  000715 300  022000-022500   00     176.17  754.0    169.35     0.80    -9999
GOOSE BAY  000715 300  022500-023000   00     175.17  754.0    168.39     0.20    -9999
GOOSE BAY  000715 300  023000-023500   00     175.50  754.0    168.71     0.40    -9999
GOOSE BAY  000715 300  023500-024000   00     172.83  753.9    165.98    -1.20    -9999
GOOSE BAY  000715 300  024000-024500   00     174.50  754.0    167.74    -0.20    -9999
GOOSE BAY  000715 300  024500-025000   00     176.17  753.9    169.18     0.70    -9999
GOOSE BAY  000715 300  025000-025500   00     173.83  753.9    166.94    -0.60    -9999
GOOSE BAY  000715 300  025500-030000   00     174.50  753.9    167.58    -0.30    -9999
GOOSE BAY  000715 300  030000-030500   00     175.50  754.0    168.71     0.40    -9999
GOOSE BAY  000715 300  030500-031000   00     174.50  754.1    167.91    -0.10    -9999
GOOSE BAY  000715 300  031000-031500   00     173.50  754.0    166.78    -0.70    -9999
GOOSE BAY  000715 300  031500-032000   00     174.50  754.0    167.74    -0.20    -9999
GOOSE BAY  000715 300  032000-032500   00     176.83  754.0    169.99     1.20    -9999
GOOSE BAY  000715 300  032500-033000   00     176.17  754.1    169.51     0.90    -9999
GOOSE BAY  000715 300  033000-033500   00     171.83  754.1    165.34    -1.60    -9999
GOOSE BAY  000715 300  033500-034000   00     175.50  754.0    168.71     0.40    -9999
GOOSE BAY  000715 300  034000-034500   00     175.50  754.1    168.87     0.50    -9999
GOOSE BAY  000715 300  034500-035000   00     175.17  754.0    168.39     0.20    -9999
GOOSE BAY  000715 300  035000-035500   00     173.50  754.1    166.95    -0.60    -9999
GOOSE BAY  000715 300  035500-040000   00     175.17  754.1    168.55     0.30    -9999
GOOSE BAY  000715 300  040000-040500   00     175.50  754.1    168.87     0.50    -9999
GOOSE BAY  000715 300  040500-041000   00     175.17  754.1    168.55     0.30    -9999
GOOSE BAY  000715 300  041000-041500   00     173.83  754.1    167.27    -0.50    -9999
GOOSE BAY  000715 300  041500-042000   00     173.50  754.1    166.95    -0.60    -9999
GOOSE BAY  000715 300  042000-042500   00     174.50  754.2    168.08     0.00    -9999
GOOSE BAY  000715 300  042500-043000   00     175.17  754.1    168.55     0.30    -9999
GOOSE BAY  000715 300  043000-043500   00     175.83  754.1    169.19     0.70    -9999
GOOSE BAY  000715 300  043500-044000   00     176.17  754.1    169.51     0.90    -9999
GOOSE BAY  000715 300  044000-044500   00     176.50  754.1    169.84     1.10    -9999
GOOSE BAY  000715 300  044500-045000   00     175.83  754.2    169.36     0.80    -9999
GOOSE BAY  000715 300  045000-045500   00     176.17  754.2    169.68     1.00    -9999
GOOSE BAY  000715 300  045500-050000   00     176.50  754.2    170.00     1.20    -9999
GOOSE BAY  000715 300  050000-050500   00     175.50  754.2    169.04     0.60    -9999
GOOSE BAY  000715 300  050500-051000   00     175.50  754.2    169.04     0.60    -9999
GOOSE BAY  000715 300  051000-051500   00     174.83  754.2    168.40     0.20    -9999
GOOSE BAY  000715 300  051500-052000   00     174.17  754.2    167.76    -0.20    -9999
GOOSE BAY  000715 300  052000-052500   00     172.83  754.1    166.31    -1.00    -9999
GOOSE BAY  000715 300  052500-053000   00     176.17  754.0    169.35     0.80    -9999
GOOSE BAY  000715 300  053000-053500   00     174.83  754.0    168.07     0.00    -9999
GOOSE BAY  000715 300  053500-054000   00     175.17  754.0    168.39     0.20    -9999
GOOSE BAY  000715 300  054000-054500   00     173.83  754.0    167.10    -0.50    -9999
GOOSE BAY  000715 300  054500-055000   00     178.17  753.9    171.10     1.80    -9999
GOOSE BAY  000715 300  055000-055500   00     175.83  753.9    168.86     0.50    -9999
GOOSE BAY  000715 300  055500-060000   00     176.83  753.9    169.82     1.10    -9999
GOOSE BAY  000715 300  060000-060500   00     176.83  753.9    169.82     1.10    -9999
GOOSE BAY  000715 300  060500-061000   00     177.17  753.9    170.14     1.30    -9999
GOOSE BAY  000715 300  061000-061500   00     176.83  754.0    169.99     1.20    -9999
GOOSE BAY  000715 300  061500-062000   00     176.83  753.9    169.82     1.10    -9999
GOOSE BAY  000715 300  062000-062500   00     175.17  754.0    168.39     0.20    -9999
GOOSE BAY  000715 300  062500-063000   00     175.83  754.0    169.03     0.60    -9999
GOOSE BAY  000715 300  063000-063500   00     175.83  754.0    169.03     0.60    -9999
GOOSE BAY  000715 300  063500-064000   00     177.17  754.0    170.31     1.40    -9999
GOOSE BAY  000715 300  064000-064500   00     177.83  754.0    170.95     1.70    -9999
GOOSE BAY  000715 300  064500-065000   00     178.17  754.0    171.27     1.90    -9999
GOOSE BAY  000715 300  065000-065500   00     177.17  754.0    170.31     1.40    -9999
GOOSE BAY  000715 300  065500-070000   00     175.50  754.0    168.71     0.40    -9999
GOOSE BAY  000715 300  070000-070500   00     174.83  754.0    168.07     0.00    -9999
GOOSE BAY  000715 300  070500-071000   00     175.83  754.0    169.03     0.60    -9999
GOOSE BAY  000715 300  071000-071500   00     177.83  754.1    171.12     1.80    -9999
GOOSE BAY  000715 300  071500-072000   00     175.50  754.0    168.71     0.40    -9999
GOOSE BAY  000715 300  072000-072500   00     177.50  754.2    170.97     1.70    -9999
GOOSE BAY  000715 300  072500-073000   00     176.17  754.1    169.51     0.90    -9999
GOOSE BAY  000715 300  073000-073500   00     177.17  754.2    170.64     1.60    -9999
GOOSE BAY  000715 300  073500-074000   00     176.17  754.1    169.51     0.90    -9999
GOOSE BAY  000715 300  074000-074500   00     178.17  754.2    171.61     2.10    -9999
GOOSE BAY  000715 300  074500-075000   00     173.83  754.3    167.60    -0.30    -9999
GOOSE BAY  000715 300  075000-075500   00     176.50  754.3    170.17     1.30    -9999
GOOSE BAY  000715 300  075500-080000   00     175.50  754.3    169.21     0.70    -9999
GOOSE BAY  000715 300  080000-080500   00     172.83  754.3    166.64    -0.80    -9999
GOOSE BAY  000715 300  080500-081000   00     175.50  754.3    169.21     0.70    -9999
GOOSE BAY  000715 300  081000-081500   00     177.17  754.3    170.81     1.70    -9999
GOOSE BAY  000715 300  081500-082000   00     173.83  754.5    167.93    -0.10    -9999
GOOSE BAY  000715 300  082000-082500   00     175.17  754.5    169.22     0.70    -9999
GOOSE BAY  000715 300  082500-083000   00     174.17  754.5    168.25     0.10    -9999
GOOSE BAY  000715 300  083000-083500   00     176.50  754.5    170.51     1.50    -9999
