IRKUTSK2   LATITUDE    52.28     LONGITUDE     104.02    ALTITUDE    2000 M
IRKUTSK2   INSTRUMENT   12NM64    NEUTRON MONITOR     
IRKUTSK2   STANDARD PRESSURE    789.2   mb     COEFFICIENT   -0.713    % / mb
IRKUTSK2   120516 300  224500-225000   00    -999.00 -999.0   -999.00    -9999    -9999
IRKUTSK2   120516 300  225000-225500   00    -999.00 -999.0   -999.00    -9999    -9999
IRKUTSK2   120516 300  225500-230000   00    -999.00 -999.0   -999.00    -9999    -9999
IRKUTSK2   120516 300  230000-230500   00    -999.00 -999.0   -999.00    -9999    -9999
IRKUTSK2   120516 300  230500-231000   00    -999.00 -999.0   -999.00    -9999    -9999
IRKUTSK2   120516 300  231000-231500   00    -999.00 -999.0   -999.00    -9999    -9999
IRKUTSK2   120516 300  231500-232000   00    -999.00 -999.0   -999.00    -9999    -9999
IRKUTSK2   120516 300  232000-232500   00    -999.00 -999.0   -999.00    -9999    -9999
IRKUTSK2   120516 300  232500-233000   00    -999.00 -999.0   -999.00    -9999    -9999
IRKUTSK2   120516 300  233000-233500   00    -999.00 -999.0   -999.00    -9999    -9999
IRKUTSK2   120516 300  233500-234000   00    -999.00 -999.0   -999.00    -9999    -9999
IRKUTSK2   120516 300  234000-234500   00    -999.00 -999.0   -999.00    -9999    -9999
IRKUTSK2   120516 300  234500-235000   00    -999.00 -999.0   -999.00    -9999    -9999
IRKUTSK2   120516 300  235000-235500   00    -999.00 -999.0   -999.00    -9999    -9999
IRKUTSK2   120516 300  235500-240000   00    -999.00 -999.0   -999.00    -9999    -9999
IRKUTSK2   120517 300  000000-000500   00     492.79  785.2    476.18    -0.20    -9999
IRKUTSK2   120517 300  000500-001000   00     495.68  785.2    478.86     0.40    -9999
IRKUTSK2   120517 300  001000-001500   00     493.36  785.2    476.50    -0.10    -9999
IRKUTSK2   120517 300  001500-002000   00     495.50  785.1    478.42     0.30    -9999
IRKUTSK2   120517 300  002000-002500   00     490.08  785.1    473.23    -0.80    -9999
IRKUTSK2   120517 300  002500-003000   00     496.99  785.1    479.85     0.60    -9999
IRKUTSK2   120517 300  003000-003500   00     493.19  785.1    476.16    -0.20    -9999
IRKUTSK2   120517 300  003500-004000   00     495.13  785.1    478.01     0.20    -9999
IRKUTSK2   120517 300  004000-004500   00     498.31  785.1    480.87     0.80    -9999
IRKUTSK2   120517 300  004500-005000   00     493.68  785.0    476.29    -0.20    -9999
IRKUTSK2   120517 300  005000-005500   00     491.58  785.0    474.25    -0.60    -9999
IRKUTSK2   120517 300  005500-010000   00     493.87  785.1    476.61    -0.10    -9999
IRKUTSK2   120517 300  010000-010500   00     494.54  785.1    477.35     0.10    -9999
IRKUTSK2   120517 300  010500-011000   00     494.83  785.1    477.80     0.10    -9999
IRKUTSK2   120517 300  011000-011500   00     492.42  785.1    475.47    -0.30    -9999
IRKUTSK2   120517 300  011500-012000   00     495.13  785.1    478.07     0.20    -9999
IRKUTSK2   120517 300  012000-012500   00     498.82  785.1    481.54     0.90    -9999
IRKUTSK2   120517 300  012500-013000   00     494.39  785.0    476.98     0.00    -9999
IRKUTSK2   120517 300  013000-013500   00     495.81  784.9    478.06     0.20    -9999
IRKUTSK2   120517 300  013500-014000   00     496.03  784.9    478.03     0.20    -9999
IRKUTSK2   120517 300  014000-014500   00     494.11  784.8    475.80    -0.30    -9999
IRKUTSK2   120517 300  014500-015000   00     495.98  784.8    477.69     0.10    -9999
IRKUTSK2   120517 300  015000-015500   00     493.26  784.8    475.14    -0.40    -9999
IRKUTSK2   120517 300  015500-020000   00     498.76  784.8    480.57     0.70    -9999
IRKUTSK2   120517 300  020000-020500   00     503.55  784.9    485.43     1.70    -9999
IRKUTSK2   120517 300  020500-021000   00     499.93  785.0    482.12     1.10    -9999
IRKUTSK2   120517 300  021000-021500   00     497.46  785.0    480.01     0.60    -9999
IRKUTSK2   120517 300  021500-022000   00     499.11  785.0    481.48     0.90    -9999
IRKUTSK2   120517 300  022000-022500   00     495.57  785.0    477.94     0.20    -9999
IRKUTSK2   120517 300  022500-023000   00     494.77  784.9    477.10     0.00    -9999
IRKUTSK2   120517 300  023000-023500   00     500.66  784.9    482.73     1.20    -9999
IRKUTSK2   120517 300  023500-024000   00     498.64  784.9    480.60     0.70    -9999
IRKUTSK2   120517 300  024000-024500   00     501.81  784.9    483.62     1.40    -9999
IRKUTSK2   120517 300  024500-025000   00     498.02  784.9    480.12     0.60    -9999
IRKUTSK2   120517 300  025000-025500   00     497.39  785.0    479.81     0.60    -9999
IRKUTSK2   120517 300  025500-030000   00     496.72  785.1    479.63     0.50    -9999
IRKUTSK2   120517 300  030000-030500   00     496.07  785.4    480.02     0.60    -9999
IRKUTSK2   120517 300  030500-031000   00     497.45  785.9    483.05     1.20    -9999
IRKUTSK2   120517 300  031000-031500   00     492.00  786.4    479.47     0.50    -9999
IRKUTSK2   120517 300  031500-032000   00     491.73  786.6    479.73     0.60    -9999
IRKUTSK2   120517 300  032000-032500   00     488.72  786.7    477.35     0.10    -9999
IRKUTSK2   120517 300  032500-033000   00     492.50  786.8    481.39     0.90    -9999
IRKUTSK2   120517 300  033000-033500   00     494.00  786.9    482.97     1.20    -9999
IRKUTSK2   120517 300  033500-034000   00     488.40  786.9    477.65     0.10    -9999
IRKUTSK2   120517 300  034000-034500   00     495.83  786.9    484.90     1.60    -9999
IRKUTSK2   120517 300  034500-035000   00     496.99  786.9    486.18     1.90    -9999
IRKUTSK2   120517 300  035000-035500   00     489.71  786.9    478.92     0.40    -9999
IRKUTSK2   120517 300  035500-040000   00     492.64  786.9    481.89     1.00    -9999
IRKUTSK2   120517 300  040000-040500   00     489.86  787.0    479.34     0.50    -9999
IRKUTSK2   120517 300  040500-041000   00     488.15  787.1    478.16     0.20    -9999
IRKUTSK2   120517 300  041000-041500   00     492.81  787.2    482.87     1.20    -9999
IRKUTSK2   120517 300  041500-042000   00     487.30  787.2    477.42     0.10    -9999
IRKUTSK2   120517 300  042000-042500   00     489.05  787.2    479.41     0.50    -9999
IRKUTSK2   120517 300  042500-043000   00     489.76  787.2    480.12     0.60    -9999
IRKUTSK2   120517 300  043000-043500   00     490.11  787.3    480.58     0.70    -9999
IRKUTSK2   120517 300  043500-044000   00     485.37  787.4    476.41    -0.10    -9999
IRKUTSK2   120517 300  044000-044500   00     491.29  787.5    482.69     1.20    -9999
IRKUTSK2   120517 300  044500-045000   00     490.06  787.6    481.53     0.90    -9999
IRKUTSK2   120517 300  045000-045500   00     488.55  787.6    480.34     0.70    -9999
IRKUTSK2   120517 300  045500-050000   00     488.79  787.7    480.86     0.80    -9999
IRKUTSK2   120517 300  050000-050500   00     486.51  787.8    478.73     0.30    -9999
IRKUTSK2   120517 300  050500-051000   00     486.92  787.8    479.31     0.50    -9999
IRKUTSK2   120517 300  051000-051500   00     488.65  787.8    481.04     0.80    -9999
IRKUTSK2   120517 300  051500-052000   00     487.38  787.9    480.09     0.60    -9999
IRKUTSK2   120517 300  052000-052500   00     490.43  788.0    483.29     1.30    -9999
IRKUTSK2   120517 300  052500-053000   00     486.47  788.0    479.44     0.50    -9999
IRKUTSK2   120517 300  053000-053500   00     488.52  788.1    481.84     1.00    -9999
IRKUTSK2   120517 300  053500-054000   00     488.55  788.2    482.17     1.10    -9999
IRKUTSK2   120517 300  054000-054500   00     485.84  788.1    479.16     0.40    -9999
IRKUTSK2   120517 300  054500-055000   00     485.52  788.1    478.95     0.40    -9999
IRKUTSK2   120517 300  055000-055500   00     486.28  788.2    479.99     0.60    -9999
IRKUTSK2   120517 300  055500-060000   00     487.40  788.1    480.87     0.80    -9999
IRKUTSK2   120517 300  060000-060500   00     487.45  788.1    480.86     0.80    -9999
IRKUTSK2   120517 300  060500-061000   00     485.83  788.4    480.09     0.60    -9999
IRKUTSK2   120517 300  061000-061500   00     486.77  788.4    481.31     0.90    -9999
IRKUTSK2   120517 300  061500-062000   00     489.08  788.5    483.69     1.40    -9999
IRKUTSK2   120517 300  062000-062500   00     485.71  788.5    480.47     0.70    -9999
IRKUTSK2   120517 300  062500-063000   00     486.72  788.6    481.90     1.00    -9999
IRKUTSK2   120517 300  063000-063500   00     484.53  788.7    479.99     0.60    -9999
IRKUTSK2   120517 300  063500-064000   00     486.55  788.8    482.23     1.10    -9999
IRKUTSK2   120517 300  064000-064500   00     485.05  788.8    480.72     0.80    -9999
IRKUTSK2   120517 300  064500-065000   00     483.83  788.8    479.64     0.50    -9999
IRKUTSK2   120517 300  065000-065500   00     482.53  788.9    478.66     0.30    -9999
IRKUTSK2   120517 300  065500-070000   00     484.90  788.9    481.22     0.90    -9999
IRKUTSK2   120517 300  070000-070500   00     484.02  788.9    480.32     0.70    -9999
IRKUTSK2   120517 300  070500-071000   00     483.68  788.9    479.83     0.60    -9999
IRKUTSK2   120517 300  071000-071500   00     483.57  789.0    480.12     0.60    -9999
IRKUTSK2   120517 300  071500-072000   00     483.83  789.0    480.50     0.70    -9999
IRKUTSK2   120517 300  072000-072500   00     482.29  789.2    479.37     0.50    -9999
IRKUTSK2   120517 300  072500-073000   00     482.10  789.2    479.35     0.50    -9999
IRKUTSK2   120517 300  073000-073500   00     480.29  789.4    478.24     0.20    -9999
IRKUTSK2   120517 300  073500-074000   00     478.65  789.5    477.05     0.00    -9999
IRKUTSK2   120517 300  074000-074500   00     482.56  789.5    480.79     0.80    -9999
IRKUTSK2   120517 300  074500-075000   00     480.77  789.4    478.85     0.40    -9999
IRKUTSK2   120517 300  075000-075500   00     483.29  789.5    481.63     0.90    -9999
IRKUTSK2   120517 300  075500-080000   00     485.02  789.6    483.79     1.40    -9999
IRKUTSK2   120517 300  080000-080500   00     481.46  789.7    480.35     0.70    -9999
IRKUTSK2   120517 300  080500-081000   00     481.51  789.7    480.54     0.70    -9999
IRKUTSK2   120517 300  081000-081500   00     483.04  789.8    482.26     1.10    -9999
IRKUTSK2   120517 300  081500-082000   00     482.06  789.7    481.10     0.80    -9999
IRKUTSK2   120517 300  082000-082500   00     481.56  789.8    480.83     0.80    -9999
IRKUTSK2   120517 300  082500-083000   00     479.99  789.7    478.91     0.40    -9999
IRKUTSK2   120517 300  083000-083500   00     484.18  789.7    483.13     1.30    -9999
IRKUTSK2   120517 300  083500-084000   00     479.40  789.8    478.56     0.30    -9999
IRKUTSK2   120517 300  084000-084500   00     483.16  789.9    482.85     1.20    -9999
IRKUTSK2   120517 300  084500-085000   00     478.59  790.0    478.63     0.30    -9999
IRKUTSK2   120517 300  085000-085500   00     479.78  790.0    479.95     0.60    -9999
IRKUTSK2   120517 300  085500-090000   00     478.35  789.9    478.16     0.20    -9999
IRKUTSK2   120517 300  090000-090500   00     481.82  790.0    481.91     1.00    -9999
IRKUTSK2   120517 300  090500-091000   00     478.31  790.1    478.72     0.30    -9999
IRKUTSK2   120517 300  091000-091500   00     479.44  790.1    479.93     0.60    -9999
IRKUTSK2   120517 300  091500-092000   00     482.00  790.1    482.27     1.10    -9999
IRKUTSK2   120517 300  092000-092500   00     478.01  790.1    478.40     0.30    -9999
IRKUTSK2   120517 300  092500-093000   00     479.74  790.2    480.43     0.70    -9999
IRKUTSK2   120517 300  093000-093500   00     479.06  790.2    479.87     0.60    -9999
IRKUTSK2   120517 300  093500-094000   00     478.43  790.2    479.20     0.40    -9999
IRKUTSK2   120517 300  094000-094500   00     478.55  790.2    479.33     0.50    -9999
IRKUTSK2   120517 300  094500-095000   00     475.93  790.4    477.38     0.10    -9999
IRKUTSK2   120517 300  095000-095500   00     474.93  790.5    476.56    -0.10    -9999
IRKUTSK2   120517 300  095500-100000   00     474.07  790.5    475.87    -0.30    -9999
IRKUTSK2   120517 300  100000-100500   00     476.76  790.6    478.75     0.30    -9999
IRKUTSK2   120517 300  100500-101000   00     476.13  790.6    478.29     0.20    -9999
IRKUTSK2   120517 300  101000-101500   00     476.19  790.7    478.76     0.30    -9999
IRKUTSK2   120517 300  101500-102000   00     477.46  790.7    479.94     0.60    -9999
IRKUTSK2   120517 300  102000-102500   00     471.16  790.7    473.69    -0.70    -9999
IRKUTSK2   120517 300  102500-103000   00     471.89  790.8    474.67    -0.50    -9999
IRKUTSK2   120517 300  103000-103500   00     474.86  790.9    478.02     0.20    -9999
IRKUTSK2   120517 300  103500-104000   00     471.75  791.0    475.21    -0.40    -9999
IRKUTSK2   120517 300  104000-104500   00     472.98  791.0    476.29    -0.20    -9999
IRKUTSK2   120517 300  104500-105000   00     470.30  791.1    473.90    -0.70    -9999
IRKUTSK2   120517 300  105000-105500   00     466.54  791.2    470.75    -1.30    -9999
IRKUTSK2   120517 300  105500-110000   00     470.99  791.3    475.34    -0.40    -9999
IRKUTSK2   120517 300  110000-110500   00     469.23  791.3    473.57    -0.70    -9999
IRKUTSK2   120517 300  110500-111000   00     470.01  791.4    474.93    -0.50    -9999
IRKUTSK2   120517 300  111000-111500   00     468.30  791.6    473.73    -0.70    -9999
IRKUTSK2   120517 300  111500-112000   00     465.68  791.7    471.37    -1.20    -9999
IRKUTSK2   120517 300  112000-112500   00     471.08  791.8    477.16     0.00    -9999
IRKUTSK2   120517 300  112500-113000   00     466.27  791.9    472.56    -1.00    -9999
IRKUTSK2   120517 300  113000-113500   00     467.06  792.0    473.85    -0.70    -9999
IRKUTSK2   120517 300  113500-114000   00     464.54  792.1    471.71    -1.10    -9999
IRKUTSK2   120517 300  114000-114500   00     469.50  792.2    476.97     0.00    -9999
IRKUTSK2   120517 300  114500-115000   00     468.65  792.2    476.12    -0.20    -9999
IRKUTSK2   120517 300  115000-115500   00     469.60  792.3    477.38     0.10    -9999
IRKUTSK2   120517 300  115500-120000   00     461.39  792.4    469.43    -1.60    -9999
IRKUTSK2   120517 300  120000-120500   00     466.37  792.4    474.58    -0.50    -9999
IRKUTSK2   120517 300  120500-121000   00     465.02  792.5    473.46    -0.80    -9999
IRKUTSK2   120517 300  121000-121500   00     463.07  792.6    471.79    -1.10    -9999
IRKUTSK2   120517 300  121500-122000   00     463.41  792.7    472.66    -0.90    -9999
IRKUTSK2   120517 300  122000-122500   00     463.65  792.8    473.16    -0.80    -9999
IRKUTSK2   120517 300  122500-123000   00     460.54  792.9    470.16    -1.50    -9999
IRKUTSK2   120517 300  123000-123500   00     474.66  793.0    484.86     1.60    -9999
IRKUTSK2   120517 300  123500-124000   00     462.36  793.1    472.63    -0.90    -9999
IRKUTSK2   120517 300  124000-124500   00     461.74  793.1    472.20    -1.00    -9999
IRKUTSK2   120517 300  124500-125000   00     465.45  793.2    476.29    -0.20    -9999
IRKUTSK2   120517 300  125000-125500   00     461.99  793.3    473.02    -0.90    -9999
IRKUTSK2   120517 300  125500-130000   00     461.07  793.4    472.33    -1.00    -9999
IRKUTSK2   120517 300  130000-130500   00     459.68  793.4    470.91    -1.30    -9999
IRKUTSK2   120517 300  130500-131000   00     460.40  793.5    472.07    -1.10    -9999
IRKUTSK2   120517 300  131000-131500   00     457.36  793.6    469.39    -1.60    -9999
IRKUTSK2   120517 300  131500-132000   00     459.57  793.7    471.99    -1.10    -9999
IRKUTSK2   120517 300  132000-132500   00     457.55  793.8    470.30    -1.40    -9999
IRKUTSK2   120517 300  132500-133000   00     459.27  793.9    472.27    -1.00    -9999
IRKUTSK2   120517 300  133000-133500   00     460.37  793.9    473.62    -0.70    -9999
IRKUTSK2   120517 300  133500-134000   00     460.47  793.9    473.57    -0.70    -9999
IRKUTSK2   120517 300  134000-134500   00     458.72  793.9    471.93    -1.10    -9999
IRKUTSK2   120517 300  134500-135000   00     460.02  793.9    473.10    -0.80    -9999
IRKUTSK2   120517 300  135000-135500   00     459.26  794.1    472.92    -0.90    -9999
IRKUTSK2   120517 300  135500-140000   00     459.60  794.2    473.71    -0.70    -9999
IRKUTSK2   120517 300  140000-140500   00     456.09  794.2    470.19    -1.40    -9999
IRKUTSK2   120517 300  140500-141000   00     460.22  794.3    474.61    -0.50    -9999
IRKUTSK2   120517 300  141000-141500   00     460.75  794.3    475.12    -0.40    -9999
IRKUTSK2   120517 300  141500-142000   00     454.02  794.4    468.69    -1.80    -9999
IRKUTSK2   120517 300  142000-142500   00     456.57  794.4    471.15    -1.20    -9999
IRKUTSK2   120517 300  142500-143000   00     460.76  794.4    475.69    -0.30    -9999
IRKUTSK2   120517 300  143000-143500   00     456.24  794.5    471.31    -1.20    -9999
IRKUTSK2   120517 300  143500-144000   00     458.99  794.5    474.23    -0.60    -9999
IRKUTSK2   120517 300  144000-144500   00     457.42  794.6    472.66    -0.90    -9999
IRKUTSK2   120517 300  144500-145000   00     455.09  794.6    470.42    -1.40    -9999
IRKUTSK2   120517 300  145000-145500   00     461.08  794.6    476.52    -0.10    -9999
IRKUTSK2   120517 300  145500-150000   00     460.53  794.6    475.97    -0.20    -9999
IRKUTSK2   120517 300  150000-150500   00     457.29  794.6    472.78    -0.90    -9999
IRKUTSK2   120517 300  150500-151000   00     459.15  794.6    474.71    -0.50    -9999
IRKUTSK2   120517 300  151000-151500   00     455.42  794.6    470.88    -1.30    -9999
IRKUTSK2   120517 300  151500-152000   00     457.43  794.7    473.11    -0.80    -9999
IRKUTSK2   120517 300  152000-152500   00     457.43  794.7    473.24    -0.80    -9999
IRKUTSK2   120517 300  152500-153000   00     458.22  794.8    474.29    -0.60    -9999
IRKUTSK2   120517 300  153000-153500   00     457.03  794.8    472.97    -0.90    -9999
IRKUTSK2   120517 300  153500-154000   00     456.45  794.7    472.32    -1.00    -9999
IRKUTSK2   120517 300  154000-154500   00     454.87  794.9    471.15    -1.20    -9999
IRKUTSK2   120517 300  154500-155000   00     454.47  794.9    470.82    -1.30    -9999
IRKUTSK2   120517 300  155000-155500   00     457.59  794.9    473.98    -0.70    -9999
IRKUTSK2   120517 300  155500-160000   00     455.47  794.9    471.95    -1.10    -9999
IRKUTSK2   120517 300  160000-160500   00     454.00  795.0    470.62    -1.40    -9999
IRKUTSK2   120517 300  160500-161000   00     459.20  795.0    476.20    -0.20    -9999
IRKUTSK2   120517 300  161000-161500   00     456.23  795.1    473.30    -0.80    -9999
IRKUTSK2   120517 300  161500-162000   00     456.50  795.1    473.71    -0.70    -9999
IRKUTSK2   120517 300  162000-162500   00     457.93  795.1    475.10    -0.40    -9999
IRKUTSK2   120517 300  162500-163000   00     456.28  795.1    473.41    -0.80    -9999
IRKUTSK2   120517 300  163000-163500   00     456.31  795.1    473.41    -0.80    -9999
IRKUTSK2   120517 300  163500-164000   00     455.36  795.1    472.55    -1.00    -9999
IRKUTSK2   120517 300  164000-164500   00     455.45  795.2    472.88    -0.90    -9999
IRKUTSK2   120517 300  164500-165000   00     454.23  795.3    471.74    -1.10    -9999
IRKUTSK2   120517 300  165000-165500   00     454.12  795.3    471.64    -1.10    -9999
IRKUTSK2   120517 300  165500-170000   00     452.41  795.3    470.10    -1.50    -9999
IRKUTSK2   120517 300  170000-170500   00     451.60  795.3    469.29    -1.60    -9999
IRKUTSK2   120517 300  170500-171000   00     456.37  795.3    474.23    -0.60    -9999
IRKUTSK2   120517 300  171000-171500   00     454.28  795.3    472.08    -1.10    -9999
IRKUTSK2   120517 300  171500-172000   00     455.52  795.3    473.37    -0.80    -9999
IRKUTSK2   120517 300  172000-172500   00     452.47  795.4    470.26    -1.40    -9999
IRKUTSK2   120517 300  172500-173000   00     451.88  795.3    469.49    -1.60    -9999
IRKUTSK2   120517 300  173000-173500   00     455.56  795.4    473.52    -0.80    -9999
IRKUTSK2   120517 300  173500-174000   00     454.80  795.3    472.59    -0.90    -9999
IRKUTSK2   120517 300  174000-174500   00     456.93  795.3    474.86    -0.50    -9999
IRKUTSK2   120517 300  174500-175000   00     453.34  795.4    471.30    -1.20    -9999
IRKUTSK2   120517 300  175000-175500   00     456.20  795.5    474.48    -0.50    -9999
IRKUTSK2   120517 300  175500-180000   00     454.58  795.5    472.84    -0.90    -9999
IRKUTSK2   120517 300  180000-180500   00     457.69  795.5    476.27    -0.20    -9999
IRKUTSK2   120517 300  180500-181000   00     453.63  795.5    472.00    -1.10    -9999
IRKUTSK2   120517 300  181000-181500   00     456.48  795.5    474.89    -0.50    -9999
IRKUTSK2   120517 300  181500-182000   00     452.12  795.5    470.48    -1.40    -9999
IRKUTSK2   120517 300  182000-182500   00     453.64  795.5    472.13    -1.00    -9999
IRKUTSK2   120517 300  182500-183000   00     451.23  795.5    469.35    -1.60    -9999
IRKUTSK2   120517 300  183000-183500   00     455.97  795.4    474.08    -0.60    -9999
IRKUTSK2   120517 300  183500-184000   00     454.55  795.4    472.48    -1.00    -9999
IRKUTSK2   120517 300  184000-184500   00     455.78  795.4    473.73    -0.70    -9999
IRKUTSK2   120517 300  184500-185000   00     452.48  795.3    470.08    -1.50    -9999
IRKUTSK2   120517 300  185000-185500   00     451.50  795.3    468.94    -1.70    -9999
IRKUTSK2   120517 300  185500-190000   00     455.25  795.3    472.92    -0.90    -9999
IRKUTSK2   120517 300  190000-190500   00     453.90  795.3    471.69    -1.10    -9999
IRKUTSK2   120517 300  190500-191000   00     452.89  795.4    470.73    -1.30    -9999
IRKUTSK2   120517 300  191000-191500   00     454.79  795.4    472.67    -0.90    -9999
IRKUTSK2   120517 300  191500-192000   00     449.75  795.4    467.47    -2.00    -9999
IRKUTSK2   120517 300  192000-192500   00     453.35  795.4    471.27    -1.20    -9999
IRKUTSK2   120517 300  192500-193000   00     450.08  795.4    467.84    -1.90    -9999
IRKUTSK2   120517 300  193000-193500   00     452.90  795.4    470.84    -1.30    -9999
IRKUTSK2   120517 300  193500-194000   00     452.47  795.4    470.42    -1.40    -9999
IRKUTSK2   120517 300  194000-194500   00     455.12  795.4    473.17    -0.80    -9999
IRKUTSK2   120517 300  194500-195000   00     453.76  795.4    471.73    -1.10    -9999
IRKUTSK2   120517 300  195000-195500   00     452.41  795.4    470.47    -1.40    -9999
IRKUTSK2   120517 300  195500-200000   00     449.04  795.4    466.88    -2.10    -9999
IRKUTSK2   120517 300  200000-200500   00     455.47  795.4    473.46    -0.80    -9999
IRKUTSK2   120517 300  200500-201000   00     452.74  795.4    470.61    -1.40    -9999
IRKUTSK2   120517 300  201000-201500   00     452.10  795.3    469.83    -1.50    -9999
IRKUTSK2   120517 300  201500-202000   00     454.04  795.3    471.66    -1.10    -9999
IRKUTSK2   120517 300  202000-202500   00     454.47  795.3    472.23    -1.00    -9999
IRKUTSK2   120517 300  202500-203000   00     453.71  795.4    471.71    -1.10    -9999
IRKUTSK2   120517 300  203000-203500   00     451.57  795.4    469.56    -1.60    -9999
IRKUTSK2   120517 300  203500-204000   00     452.70  795.4    470.64    -1.40    -9999
IRKUTSK2   120517 300  204000-204500   00     453.19  795.4    471.28    -1.20    -9999
IRKUTSK2   120517 300  204500-205000   00     453.67  795.5    471.99    -1.10    -9999
IRKUTSK2   120517 300  205000-205500   00     452.86  795.5    471.27    -1.20    -9999
IRKUTSK2   120517 300  205500-210000   00     454.30  795.6    472.86    -0.90    -9999
IRKUTSK2   120517 300  210000-210500   00     453.11  795.6    471.82    -1.10    -9999
IRKUTSK2   120517 300  210500-211000   00     453.41  795.6    472.14    -1.00    -9999
IRKUTSK2   120517 300  211000-211500   00     453.29  795.7    472.17    -1.00    -9999
IRKUTSK2   120517 300  211500-212000   00     452.32  795.7    471.19    -1.20    -9999
