MCMURDO    LATITUDE    -77.95    LONGITUDE     166.6     ALTITUDE    48 M
MCMURDO    INSTRUMENT   18NM64    NEUTRON MONITOR     	
MCMURDO    STANDARD PRESSURE    987.3   mb     COEFFICIENT   -0.743    % / mb
MCMURDO    031028 300  091000-091500   00     203.92  987.2    203.80     0.10    -9999
MCMURDO    031028 300  091500-092000   00     200.50  987.2    200.39    -1.50    -9999
MCMURDO    031028 300  092000-092500   00     202.70  987.2    202.61    -0.50    -9999
MCMURDO    031028 300  092500-093000   00     204.42  987.2    204.34     0.40    -9999
MCMURDO    031028 300  093000-093500   00     204.30  987.3    204.23     0.30    -9999
MCMURDO    031028 300  093500-094000   00     204.42  987.3    204.36     0.40    -9999
MCMURDO    031028 300  094000-094500   00     202.78  987.3    202.74    -0.40    -9999
MCMURDO    031028 300  094500-095000   00     203.02  987.3    202.99    -0.30    -9999
MCMURDO    031028 300  095000-095500   00     201.64  987.3    201.62    -1.00    -9999
MCMURDO    031028 300  095500-100000   00     203.64  987.3    203.63     0.00    -9999
MCMURDO    031028 300  100000-100500   00     203.06  987.3    203.06    -0.20    -9999
MCMURDO    031028 300  100500-101000   00     201.78  987.3    201.78    -0.90    -9999
MCMURDO    031028 300  101000-101500   00     201.66  987.3    201.66    -0.90    -9999
MCMURDO    031028 300  101500-102000   00     201.82  987.3    201.82    -0.80    -9999
MCMURDO    031028 300  102000-102500   00     204.82  987.3    204.82     0.60    -9999
MCMURDO    031028 300  102500-103000   00     201.64  987.3    201.64    -0.90    -9999
MCMURDO    031028 300  103000-103500   00     202.18  987.3    202.18    -0.70    -9999
MCMURDO    031028 300  103500-104000   00     205.74  987.3    205.74     1.10    -9999
MCMURDO    031028 300  104000-104500   00     205.16  987.3    205.16     0.80    -9999
MCMURDO    031028 300  104500-105000   00     204.00  987.3    204.00     0.20    -9999
MCMURDO    031028 300  105000-105500   00     204.44  987.3    204.44     0.40    -9999
MCMURDO    031028 300  105500-110000   00     206.20  987.3    206.20     1.30    -9999
MCMURDO    031028 300  110000-110500   00     204.64  987.3    204.62     0.50     0.50
MCMURDO    031028 300  110500-111000   00     207.58  987.3    207.53     1.90     1.90
MCMURDO    031028 300  111000-111500   00     207.84  987.2    207.75     2.10     2.10
MCMURDO    031028 300  111500-112000   00     209.90  987.2    209.77     3.10     3.10
MCMURDO    031028 300  112000-112500   00     216.18  987.2    216.00     6.10     6.10
MCMURDO    031028 300  112500-113000   00     226.92  987.2    226.69    11.40    11.40
MCMURDO    031028 300  113000-113500   00     239.06  987.1    238.78    17.30    17.30
MCMURDO    031028 300  113500-114000   00     250.94  987.1    250.60    23.10    23.10
MCMURDO    031028 300  114000-114500   00     257.84  987.1    257.44    26.50    26.50
MCMURDO    031028 300  114500-115000   00     272.38  987.1    271.90    33.60    33.60
MCMURDO    031028 300  115000-115500   00     294.98  987.0    294.41    44.70    44.70
MCMURDO    031028 300  115500-120000   00     291.12  987.0    290.50    42.70    42.70
MCMURDO    031028 300  120000-120500   00     281.12  987.0    280.48    37.80    37.80
MCMURDO    031028 300  120500-121000   00     264.30  987.0    263.67    29.50    29.50
MCMURDO    031028 300  121000-121500   00     245.92  987.0    245.30    20.50    20.50
MCMURDO    031028 300  121500-122000   00     234.12  986.9    233.50    14.70    14.70
MCMURDO    031028 300  122000-122500   00     228.76  986.9    228.13    12.10    12.10
MCMURDO    031028 300  122500-123000   00     225.38  986.9    224.73    10.40    10.40
MCMURDO    031028 300  123000-123500   00     223.98  986.9    223.31     9.70     9.70
MCMURDO    031028 300  123500-124000   00     223.38  986.9    222.68     9.40     9.40
MCMURDO    031028 300  124000-124500   00     225.54  986.9    224.80    10.50    10.50
MCMURDO    031028 300  124500-125000   00     222.44  986.8    221.69     8.90     8.90
MCMURDO    031028 300  125000-125500   00     222.38  986.8    221.60     8.90     8.90
MCMURDO    031028 300  125500-130000   00     222.46  986.8    221.65     8.90     8.90
MCMURDO    031028 300  130000-130500   00     222.18  986.8    221.35     8.70     8.70
MCMURDO    031028 300  130500-131000   00     224.78  986.8    223.93    10.00    10.00
MCMURDO    031028 300  131000-131500   00     223.72  986.8    222.86     9.50     9.50
MCMURDO    031028 300  131500-132000   00     223.88  986.8    223.00     9.60     9.60
MCMURDO    031028 300  132000-132500   00     223.32  986.8    222.43     9.30     9.30
MCMURDO    031028 300  132500-133000   00     221.52  986.8    220.63     8.40     8.40
MCMURDO    031028 300  133000-133500   00     223.82  986.7    222.90     9.50     9.50
MCMURDO    031028 300  133500-134000   00     225.20  986.7    224.26    10.20    10.20
MCMURDO    031028 300  134000-134500   00     223.56  986.7    222.61     9.40     9.40
MCMURDO    031028 300  134500-135000   00     221.60  986.7    220.65     8.40     8.40
MCMURDO    031028 300  135000-135500   00     221.54  986.7    220.58     8.40     8.40
MCMURDO    031028 300  135500-140000   00     221.52  986.7    220.54     8.40     8.40
MCMURDO    031028 300  140000-140500   00     221.94  986.7    220.95     8.50     8.50
MCMURDO    031028 300  140500-141000   00     224.30  986.7    223.28     9.70     9.70
MCMURDO    031028 300  141000-141500   00     221.42  986.7    220.40     8.30     8.30
MCMURDO    031028 300  141500-142000   00     224.98  986.7    223.93    10.00    10.00
MCMURDO    031028 300  142000-142500   00     223.92  986.7    222.86     9.50     9.50
MCMURDO    031028 300  142500-143000   00     223.68  986.7    222.61     9.40     9.40
MCMURDO    031028 300  143000-143500   00     223.14  986.6    222.06     9.10     9.10
MCMURDO    031028 300  143500-144000   00     220.58  986.6    219.50     7.80     7.80
MCMURDO    031028 300  144000-144500   00     222.72  986.6    221.61     8.90     8.90
MCMURDO    031028 300  144500-145000   00     220.58  986.6    219.47     7.80     7.80
MCMURDO    031028 300  145000-145500   00     220.96  986.6    219.84     8.00     8.00
MCMURDO    031028 300  145500-150000   00     223.08  986.6    221.93     9.00     9.00
MCMURDO    031028 300  150000-150500   00     225.42  986.6    224.24    10.10    10.10
MCMURDO    031028 300  150500-151000   00     224.54  986.6    223.34     9.70     9.70
MCMURDO    031028 300  151000-151500   00     224.34  986.6    223.11     9.60     9.60
MCMURDO    031028 300  151500-152000   00     224.06  986.5    222.80     9.40     9.40
MCMURDO    031028 300  152000-152500   00     223.66  986.5    222.38     9.30     9.30
MCMURDO    031028 300  152500-153000   00     224.10  986.5    222.79     9.50     9.50
MCMURDO    031028 300  153000-153500   00     222.80  986.5    221.47     8.80     8.80
MCMURDO    031028 300  153500-154000   00     222.48  986.5    221.12     8.70     8.70
MCMURDO    031028 300  154000-154500   00     222.64  986.5    221.25     8.70     8.70
MCMURDO    031028 300  154500-155000   00     220.38  986.4    218.98     7.60     7.60
MCMURDO    031028 300  155000-155500   00     222.82  986.4    221.38     8.80     8.80
MCMURDO    031028 300  155500-160000   00     223.02  986.4    221.55     8.80     8.80
MCMURDO    031028 300  160000-160500   00     221.70  986.4    220.20     8.20     8.20
MCMURDO    031028 300  160500-161000   00     224.02  986.4    222.47     9.30     9.30
MCMURDO    031028 300  161000-161500   00     224.10  986.3    222.51     9.30     9.30
MCMURDO    031028 300  161500-162000   00     223.88  986.3    222.25     9.20     9.20
MCMURDO    031028 300  162000-162500   00     224.66  986.3    222.98     9.60     9.60
MCMURDO    031028 300  162500-163000   00     221.80  986.3    220.10     8.10     8.10
MCMURDO    031028 300  163000-163500   00     223.80  986.2    222.04     9.10     9.10
MCMURDO    031028 300  163500-164000   00     223.74  986.2    221.94     9.10     9.10
MCMURDO    031028 300  164000-164500   00     225.38  986.2    223.53     9.80     9.80
MCMURDO    031028 300  164500-165000   00     221.22  986.2    219.36     7.80     7.80
MCMURDO    031028 300  165000-165500   00     222.82  986.1    220.91     8.50     8.50
MCMURDO    031028 300  165500-170000   00     221.10  986.1    219.16     7.70     7.70
MCMURDO    031028 300  170000-170500   00     222.64  986.1    220.66     8.40     8.40
MCMURDO    031028 300  170500-171000   00     225.72  986.1    223.70     9.90     9.90
MCMURDO    031028 300  171000-171500   00     224.50  986.1    222.47     9.30     9.30
MCMURDO    031028 300  171500-172000   00     221.88  986.1    219.86     8.00     8.00
MCMURDO    031028 300  172000-172500   00     225.18  986.1    223.12     9.60     9.60
MCMURDO    031028 300  172500-173000   00     223.96  986.1    221.90     9.00     9.00
MCMURDO    031028 300  173000-173500   00     221.78  986.0    219.73     7.90     7.90
MCMURDO    031028 300  173500-174000   00     222.56  986.0    220.48     8.30     8.30
MCMURDO    031028 300  174000-174500   00     224.04  986.0    221.94     9.00     9.00
MCMURDO    031028 300  174500-175000   00     223.62  986.0    221.51     8.80     8.80
MCMURDO    031028 300  175000-175500   00     222.72  986.0    220.60     8.40     8.40
MCMURDO    031028 300  175500-180000   00     222.66  986.0    220.53     8.30     8.30
MCMURDO    031028 300  180000-180500   00     225.12  986.0    222.97     9.50     9.50
MCMURDO    031028 300  180500-181000   00     221.92  986.0    219.83     8.00     8.00
MCMURDO    031028 300  181000-181500   00     226.46  986.0    224.35    10.20    10.20
MCMURDO    031028 300  181500-182000   00     224.28  986.1    222.22     9.20     9.20
MCMURDO    031028 300  182000-182500   00     222.14  986.1    220.12     8.10     8.10
MCMURDO    031028 300  182500-183000   00     222.42  986.1    220.43     8.30     8.30
MCMURDO    031028 300  183000-183500   00     222.12  986.1    220.16     8.20     8.20
MCMURDO    031028 300  183500-184000   00     222.30  986.1    220.36     8.30     8.30
MCMURDO    031028 300  184000-184500   00     222.48  986.1    220.57     8.40     8.40
MCMURDO    031028 300  184500-185000   00     222.78  986.2    220.90     8.50     8.50
MCMURDO    031028 300  185000-185500   00     220.10  986.2    218.27     7.20     7.20
MCMURDO    031028 300  185500-190000   00     221.28  986.2    219.46     7.80     7.80
MCMURDO    031028 300  190000-190500   00     223.62  986.2    221.82     9.00     9.00
MCMURDO    031028 300  190500-191000   00     220.40  986.2    218.66     7.40     7.40
MCMURDO    031028 300  191000-191500   00     220.24  986.3    218.55     7.40     7.40
MCMURDO    031028 300  191500-192000   00     220.94  986.3    219.28     7.70     7.70
MCMURDO    031028 300  192000-192500   00     223.36  986.3    221.73     8.90     8.90
MCMURDO    031028 300  192500-193000   00     220.20  986.3    218.63     7.40     7.40
MCMURDO    031028 300  193000-193500   00     224.08  986.4    222.52     9.30     9.30
MCMURDO    031028 300  193500-194000   00     222.14  986.4    220.63     8.40     8.40
MCMURDO    031028 300  194000-194500   00     221.50  986.4    220.04     8.10     8.10
MCMURDO    031028 300  194500-195000   00     220.24  986.4    218.83     7.50     7.50
MCMURDO    031028 300  195000-195500   00     222.94  986.5    221.55     8.80     8.80
MCMURDO    031028 300  195500-200000   00     221.60  986.5    220.26     8.20     8.20
MCMURDO    031028 300  200000-200500   00     222.06  986.5    220.74     8.40     8.40
MCMURDO    031028 300  200500-201000   00     219.92  986.5    218.60     7.40     7.40
MCMURDO    031028 300  201000-201500   00     222.24  986.5    220.89     8.50     8.50
MCMURDO    031028 300  201500-202000   00     218.78  986.5    217.44     6.80     6.80
MCMURDO    031028 300  202000-202500   00     220.60  986.5    219.23     7.70     7.70
MCMURDO    031028 300  202500-203000   00     223.24  986.5    221.84     9.00     9.00
MCMURDO    031028 300  203000-203500   00     222.22  986.4    220.82     8.50     8.50
MCMURDO    031028 300  203500-204000   00     220.34  986.4    218.94     7.60     7.60
MCMURDO    031028 300  204000-204500   00     219.72  986.4    218.30     7.30     7.30
MCMURDO    031028 300  204500-205000   00     219.66  986.4    218.23     7.20     7.20
MCMURDO    031028 300  205000-205500   00     218.82  986.4    217.39     6.80     6.80
MCMURDO    031028 300  205500-210000   00     219.94  986.4    218.48     7.30     7.30
MCMURDO    031028 300  210000-210500   00     222.14  986.4    220.66     8.40     8.40
MCMURDO    031028 300  210500-211000   00     222.74  986.4    221.25     8.70     8.70
MCMURDO    031028 300  211000-211500   00     220.38  986.4    218.91     7.50     7.50
MCMURDO    031028 300  211500-212000   00     219.12  986.4    217.66     6.90     6.90
MCMURDO    031028 300  212000-212500   00     218.54  986.4    217.09     6.70     6.70
MCMURDO    031028 300  212500-213000   00     218.90  986.4    217.44     6.80     6.80
MCMURDO    031028 300  213000-213500   00     218.24  986.4    216.79     6.50     6.50
MCMURDO    031028 300  213500-214000   00     220.22  986.4    218.75     7.50     7.50
MCMURDO    031028 300  214000-214500   00     219.78  986.4    218.32     7.30     7.30
MCMURDO    031028 300  214500-215000   00     217.04  986.4    215.60     5.90     5.90
MCMURDO    031028 300  215000-215500   00     220.52  986.4    219.05     7.60     7.60
MCMURDO    031028 300  215500-220000   00     220.26  986.4    218.79     7.50     7.50
MCMURDO    031028 300  220000-220500   00     220.88  986.4    219.40     7.80     7.80
MCMURDO    031028 300  220500-221000   00     219.52  986.4    218.04     7.10     7.10
MCMURDO    031028 300  221000-221500   00     220.78  986.4    219.27     7.70     7.70
MCMURDO    031028 300  221500-222000   00     219.24  986.4    217.73     7.00     7.00
MCMURDO    031028 300  222000-222500   00     218.58  986.4    217.06     6.60     6.60
MCMURDO    031028 300  222500-223000   00     217.82  986.4    216.30     6.30     6.30
MCMURDO    031028 300  223000-223500   00     220.06  986.3    218.51     7.30     7.30
MCMURDO    031028 300  223500-224000   00     220.30  986.3    218.73     7.50     7.50
MCMURDO    031028 300  224000-224500   00     219.34  986.3    217.77     7.00     7.00
MCMURDO    031028 300  224500-225000   00     219.68  986.3    218.09     7.20     7.20
MCMURDO    031028 300  225000-225500   00     217.52  986.3    215.93     6.10     6.10
MCMURDO    031028 300  225500-230000   00     219.24  986.3    217.63     6.90     6.90
MCMURDO    031028 300  230000-230500   00     219.76  986.3    218.12     7.20     7.20
MCMURDO    031028 300  230500-231000   00     220.18  986.3    218.49     7.40     7.40
MCMURDO    031028 300  231000-231500   00     217.40  986.2    215.70     6.00     6.00
MCMURDO    031028 300  231500-232000   00     218.36  986.2    216.61     6.40     6.40
MCMURDO    031028 300  232000-232500   00     216.10  986.2    214.32     5.30     5.30
MCMURDO    031028 300  232500-233000   00     220.54  986.2    218.69     7.50     7.50
MCMURDO    031028 300  233000-233500   00     217.58  986.1    215.71     6.00     6.00
MCMURDO    031028 300  233500-234000   00     218.72  986.1    216.80     6.50     6.50
MCMURDO    031028 300  234000-234500   00     218.46  986.1    216.51     6.40     6.40
MCMURDO    031028 300  234500-235000   00     217.18  986.1    215.20     5.70     5.70
MCMURDO    031028 300  235000-235500   00     219.46  986.0    217.41     6.80     6.80
MCMURDO    031028 300  235500-240000   00     218.82  986.0    216.74     6.50     6.50
MCMURDO    031029 300  000000-000500   00     217.60  986.0    215.49     5.90     5.90
MCMURDO    031029 300  000500-001000   00     218.26  986.0    216.11     6.20     6.20
MCMURDO    031029 300  001000-001500   00     219.66  985.9    217.45     6.80     6.80
MCMURDO    031029 300  001500-002000   00     219.86  985.9    217.61     6.90     6.90
MCMURDO    031029 300  002000-002500   00     220.14  985.9    217.85     7.00     7.00
MCMURDO    031029 300  002500-003000   00     220.26  985.9    217.92     7.10     7.10
MCMURDO    031029 300  003000-003500   00     219.60  985.8    217.23     6.70     6.70
MCMURDO    031029 300  003500-004000   00     219.40  985.8    216.99     6.60     6.60
MCMURDO    031029 300  004000-004500   00     218.72  985.8    216.28     6.30     6.30
MCMURDO    031029 300  004500-005000   00     219.16  985.8    216.67     6.50     6.50
MCMURDO    031029 300  005000-005500   00     217.64  985.7    215.13     5.70     5.70
MCMURDO    031029 300  005500-010000   00     218.98  985.7    216.42     6.30     6.30
MCMURDO    031029 300  010000-010500   00     218.52  985.7    215.92     6.10     6.10
MCMURDO    031029 300  010500-011000   00     219.08  985.7    216.44     6.40     6.40
MCMURDO    031029 300  011000-011500   00     221.14  985.6    218.43     7.30     7.30
MCMURDO    031029 300  011500-012000   00     218.30  985.6    215.59     5.90     5.90
MCMURDO    031029 300  012000-012500   00     217.86  985.6    215.11     5.70     5.70
MCMURDO    031029 300  012500-013000   00     218.38  985.6    215.58     5.90     5.90
MCMURDO    031029 300  013000-013500   00     218.84  985.5    216.00     6.10     6.10
MCMURDO    031029 300  013500-014000   00     218.10  985.5    215.22     5.70     5.70
MCMURDO    031029 300  014000-014500   00     220.18  985.5    217.24     6.70     6.70
MCMURDO    031029 300  014500-015000   00     219.24  985.5    216.27     6.20     6.20
MCMURDO    031029 300  015000-015500   00     219.04  985.4    216.03     6.10     6.10
MCMURDO    031029 300  015500-020000   00     219.90  985.4    216.84     6.50     6.50
MCMURDO    031029 300  020000-020500   00     218.32  985.4    215.25     5.80     5.80
MCMURDO    031029 300  020500-021000   00     220.88  985.4    217.76     7.00     7.00
MCMURDO    031029 300  021000-021500   00     216.34  985.4    213.28     4.80     4.80
MCMURDO    031029 300  021500-022000   00     219.80  985.4    216.67     6.50     6.50
MCMURDO    031029 300  022000-022500   00     217.64  985.4    214.53     5.40     5.40
MCMURDO    031029 300  022500-023000   00     216.64  985.4    213.53     4.90     4.90
MCMURDO    031029 300  023000-023500   00     220.10  985.3    216.93     6.60     6.60
MCMURDO    031029 300  023500-024000   00     219.18  985.3    216.01     6.10     6.10
MCMURDO    031029 300  024000-024500   00     219.14  985.3    215.96     6.10     6.10
MCMURDO    031029 300  024500-025000   00     220.50  985.3    217.28     6.70     6.70
MCMURDO    031029 300  025000-025500   00     217.10  985.3    213.92     5.10     5.10
MCMURDO    031029 300  025500-030000   00     218.70  985.3    215.48     5.90     5.90
MCMURDO    031029 300  030000-030500   00     218.82  985.3    215.57     5.90     5.90
MCMURDO    031029 300  030500-031000   00     218.62  985.3    215.32     5.80     5.80
MCMURDO    031029 300  031000-031500   00     217.78  985.2    214.44     5.30     5.30
MCMURDO    031029 300  031500-032000   00     216.76  985.2    213.38     4.80     4.80
MCMURDO    031029 300  032000-032500   00     218.36  985.2    214.91     5.60     5.60
MCMURDO    031029 300  032500-033000   00     217.84  985.1    214.34     5.30     5.30
MCMURDO    031029 300  033000-033500   00     219.58  985.1    216.00     6.10     6.10
MCMURDO    031029 300  033500-034000   00     219.14  985.1    215.51     5.90     5.90
MCMURDO    031029 300  034000-034500   00     219.52  985.0    215.83     6.00     6.00
MCMURDO    031029 300  034500-035000   00     217.78  985.0    214.07     5.20     5.20
MCMURDO    031029 300  035000-035500   00     218.06  985.0    214.29     5.30     5.30
MCMURDO    031029 300  035500-040000   00     216.14  984.9    212.35     4.30     4.30
MCMURDO    031029 300  040000-040500   00     217.48  984.9    213.61     4.90     4.90
MCMURDO    031029 300  040500-041000   00     219.64  984.8    215.67     6.00     6.00
MCMURDO    031029 300  041000-041500   00     219.80  984.8    215.76     6.00     6.00
MCMURDO    031029 300  041500-042000   00     219.70  984.8    215.59     5.90     5.90
MCMURDO    031029 300  042000-042500   00     218.82  984.7    214.66     5.50     5.50
MCMURDO    031029 300  042500-043000   00     218.24  984.7    214.02     5.10     5.10
MCMURDO    031029 300  043000-043500   00     219.22  984.6    214.92     5.60     5.60
MCMURDO    031029 300  043500-044000   00     217.46  984.6    213.13     4.70     4.70
MCMURDO    031029 300  044000-044500   00     219.14  984.5    214.71     5.50     5.50
MCMURDO    031029 300  044500-045000   00     219.60  984.5    215.09     5.70     5.70
MCMURDO    031029 300  045000-045500   00     217.00  984.5    212.48     4.40     4.40
MCMURDO    031029 300  045500-050000   00     219.08  984.4    214.45     5.40     5.40
MCMURDO    031029 300  050000-050500   00     220.76  984.4    216.05     6.10     6.10
MCMURDO    031029 300  050500-051000   00     218.66  984.4    213.98     5.10     5.10
MCMURDO    031029 300  051000-051500   00     217.92  984.4    213.24     4.80     4.80
MCMURDO    031029 300  051500-052000   00     218.86  984.4    214.15     5.20     5.20
MCMURDO    031029 300  052000-052500   00     219.50  984.4    214.76     5.50     5.50
MCMURDO    031029 300  052500-053000   00     219.02  984.4    214.28     5.30     5.30
MCMURDO    031029 300  053000-053500   00     216.88  984.3    212.17     4.20     4.20
MCMURDO    031029 300  053500-054000   00     216.32  984.3    211.61     4.00     4.00
MCMURDO    031029 300  054000-054500   00     217.12  984.3    212.38     4.30     4.30
MCMURDO    031029 300  054500-055000   00     217.36  984.3    212.60     4.40     4.40
MCMURDO    031029 300  055000-055500   00     217.96  984.3    213.18     4.70     4.70
MCMURDO    031029 300  055500-060000   00     218.86  984.3    214.04     5.20     5.20
MCMURDO    031029 300  060000-060500   00     217.58  984.3    212.79     4.50     4.50
MCMURDO    031029 300  060500-061000   00     218.06  984.3    213.27     4.80     4.80
MCMURDO    031029 300  061000-061500   00     217.36  984.3    212.60     4.50     4.50
MCMURDO    031029 300  061500-062000   00     213.82  984.3    209.15     2.80     2.80
MCMURDO    031029 300  062000-062500   00     212.62  984.3    207.99     2.20     2.20
MCMURDO    031029 300  062500-063000   00     205.50  984.3    201.04    -1.20    -1.20
MCMURDO    031029 300  063000-063500   00     207.14  984.4    202.66    -0.40    -9999
MCMURDO    031029 300  063500-064000   00     202.34  984.4    197.97    -2.80    -9999
MCMURDO    031029 300  064000-064500   00     203.06  984.4    198.69    -2.40    -9999
MCMURDO    031029 300  064500-065000   00     204.66  984.4    200.26    -1.60    -9999
MCMURDO    031029 300  065000-065500   00     210.68  984.4    206.17     1.30    -9999
MCMURDO    031029 300  065500-070000   00     210.38  984.4    205.89     1.10    -9999
MCMURDO    031029 300  070000-070500   00     211.50  984.4    207.00     1.70    -9999
MCMURDO    031029 300  070500-071000   00     210.24  984.4    205.78     1.10    -9999
MCMURDO    031029 300  071000-071500   00     211.20  984.4    206.73     1.50    -9999
MCMURDO    031029 300  071500-072000   00     212.34  984.4    207.86     2.10    -9999
MCMURDO    031029 300  072000-072500   00     211.62  984.4    207.17     1.80    -9999
MCMURDO    031029 300  072500-073000   00     210.44  984.4    206.02     1.20    -9999
MCMURDO    031029 300  073000-073500   00     210.78  984.5    206.37     1.40    -9999
MCMURDO    031029 300  073500-074000   00     212.24  984.5    207.81     2.10    -9999
MCMURDO    031029 300  074000-074500   00     209.12  984.5    204.77     0.60    -9999
MCMURDO    031029 300  074500-075000   00     207.58  984.5    203.27    -0.10    -9999
MCMURDO    031029 300  075000-075500   00     207.24  984.5    202.95    -0.30    -9999
MCMURDO    031029 300  075500-080000   00     208.68  984.5    204.37     0.40    -9999
MCMURDO    031029 300  080000-080500   00     205.70  984.5    201.45    -1.00    -9999
MCMURDO    031029 300  080500-081000   00     205.72  984.5    201.43    -1.00    -9999
MCMURDO    031029 300  081000-081500   00     208.94  984.4    204.54     0.50    -9999
MCMURDO    031029 300  081500-082000   00     204.82  984.4    200.48    -1.50    -9999
MCMURDO    031029 300  082000-082500   00     203.96  984.4    199.60    -2.00    -9999
MCMURDO    031029 300  082500-083000   00     205.60  984.4    201.16    -1.20    -9999
MCMURDO    031029 300  083000-083500   00     204.56  984.3    200.11    -1.70    -9999
MCMURDO    031029 300  083500-084000   00     206.20  984.3    201.68    -0.90    -9999
MCMURDO    031029 300  084000-084500   00     205.74  984.3    201.19    -1.20    -9999
MCMURDO    031029 300  084500-085000   00     206.92  984.3    202.31    -0.60    -9999
MCMURDO    031029 300  085000-085500   00     206.50  984.2    201.86    -0.80    -9999
MCMURDO    031029 300  085500-090000   00     207.08  984.2    202.39    -0.60    -9999
MCMURDO    031029 300  090000-090500   00     207.50  984.2    202.76    -0.40    -9999
MCMURDO    031029 300  090500-091000   00     206.36  984.2    201.61    -0.90    -9999
MCMURDO    031029 300  091000-091500   00     205.82  984.1    201.04    -1.20    -9999
MCMURDO    031029 300  091500-092000   00     206.54  984.1    201.71    -0.90    -9999
MCMURDO    031029 300  092000-092500   00     207.64  984.1    202.75    -0.40    -9999
MCMURDO    031029 300  092500-093000   00     203.76  984.1    198.92    -2.30    -9999
MCMURDO    031029 300  093000-093500   00     203.90  984.0    199.02    -2.20    -9999
MCMURDO    031029 300  093500-094000   00     203.62  984.0    198.71    -2.40    -9999
MCMURDO    031029 300  094000-094500   00     201.80  984.0    196.90    -3.30    -9999
MCMURDO    031029 300  094500-095000   00     205.12  984.0    200.10    -1.70    -9999
MCMURDO    031029 300  095000-095500   00     203.98  983.9    198.95    -2.30    -9999
MCMURDO    031029 300  095500-100000   00     206.32  983.9    201.20    -1.10    -9999
MCMURDO    031029 300  100000-100500   00     203.22  983.9    198.18    -2.60    -9999
MCMURDO    031029 300  100500-101000   00     202.44  984.0    197.49    -3.00    -9999
MCMURDO    031029 300  101000-101500   00     201.90  984.0    197.04    -3.20    -9999
