HOBART     LATITUDE    -42.9     LONGITUDE     147.33    ALTITUDE    18 M
HOBART     INSTRUMENT   IGY     NEUTRON MONITOR
HOBART     STANDARD PRESSURE    1012.5  MB     COEFFICIENT   -0.739    % / MB
HOBART     PRE-INCREASE BASELINE TIME INTERVAL    000714    090000-100000   UT
HOBART     PRE-INCREASE AVERAGE COUNTING RATE     74.00      COUNTS PER SECOND
HOBART     TIME INTERVALS    60          3600     
HOBART     SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (MB)      C/S
HOBART     000714 60   110900-111000   00      94.67  997.7     84.86    14.70    14.44
HOBART     000714 60   111000-111100   00      92.53  997.7     82.95    12.10    11.84
HOBART     000714 60   111100-111200   00      95.20  997.8     85.40    15.40    15.13
HOBART     000714 60   111200-111300   00      92.53  997.8     83.01    12.20    11.93
HOBART     000714 60   111300-111400   00      94.93  997.8     85.16    15.10    14.83
HOBART     000714 60   111400-111500   00      91.73  997.8     82.29    11.20    10.93
HOBART     000714 60   111500-111600   00      88.00  997.8     78.94     6.70     6.42
HOBART     000714 60   111600-111700   00      94.13  997.8     84.44    14.10    13.82
HOBART     000714 60   111700-111800   00      94.40  997.7     84.62    14.30    14.02
HOBART     000714 60   111800-111900   00      89.60  997.7     80.32     8.50     8.22
HOBART     000714 60   111900-112000   00      90.93  997.7     81.51    10.10     9.81
HOBART     000714 60   112000-112100   00      94.67  997.8     84.92    14.80    14.51
HOBART     000714 60   112100-112200   00      93.87  997.8     84.20    13.80    13.51
HOBART     000714 60   112200-112300   00      93.33  997.8     83.73    13.10    12.81
HOBART     000714 60   112300-112400   00      91.73  997.8     82.29    11.20    10.90
HOBART     000714 60   112400-112500   00      90.13  997.8     80.85     9.30     9.00
HOBART     000714 60   112500-112600   00      89.33  997.8     80.14     8.30     8.00
HOBART     000714 60   112600-112700   00      90.40  997.7     81.03     9.50     9.20
HOBART     000714 60   112700-112800   00      91.20  997.7     81.75    10.50    10.19
HOBART     000714 60   112800-112900   00      91.47  997.7     81.99    10.80    10.49
HOBART     000714 60   112900-113000   00      94.13  997.8     84.44    14.10    13.79
HOBART     000714 60   113000-113100   00      94.93  997.8     85.16    15.10    14.79
HOBART     000714 60   113100-113200   00      90.40  997.8     81.09     9.60     9.28
HOBART     000714 60   113200-113300   00      90.40  997.8     81.09     9.60     9.28
HOBART     000714 60   113300-113400   00      88.53  997.8     79.42     7.30     6.98
HOBART     000714 60   113400-113500   00      90.93  997.8     81.57    10.20     9.88
HOBART     000714 60   113500-113600   00      87.47  997.7     78.40     5.90     5.57
HOBART     000714 60   113600-113700   00      88.53  997.7     79.36     7.20     6.87
HOBART     000714 60   113700-113800   00      93.33  997.7     83.66    13.10    12.77
HOBART     000714 60   113800-113900   00      86.13  997.8     77.27     4.40     4.07
HOBART     000714 60   113900-114000   00      90.93  997.8     81.57    10.20     9.86
HOBART     000714 60   114000-114100   00      92.53  997.8     83.01    12.20    11.86
HOBART     000714 60   114100-114200   00      89.07  997.8     79.90     8.00     7.66
HOBART     000714 60   114200-114300   00      92.00  997.8     82.53    11.50    11.16
HOBART     000714 60   114300-114400   00      90.93  997.7     81.51    10.10     9.75
HOBART     000714 60   114400-114500   00      90.13  997.7     80.80     9.20     8.85
HOBART     000714 60   114500-114600   00      92.53  997.7     82.95    12.10    11.75
HOBART     000714 60   114600-114700   00      90.93  997.7     81.51    10.10     9.75
HOBART     000714 60   114700-114800   00      89.33  997.7     80.08     8.20     7.84
HOBART     000714 60   114800-114900   00      92.27  997.8     82.77    11.80    11.44
HOBART     000714 60   114900-115000   00      92.00  997.8     82.53    11.50    11.14
HOBART     000714 60   115000-115100   00      90.40  997.8     81.09     9.60     9.24
HOBART     000714 60   115100-115200   00      89.87  997.7     80.56     8.90     8.53
HOBART     000714 60   115200-115300   00      91.73  997.7     82.23    11.10    10.73
HOBART     000714 60   115300-115400   00      84.80  997.7     76.01     2.70     2.33
HOBART     000714 60   115400-115500   00      88.00  997.7     78.88     6.60     6.23
HOBART     000714 60   115500-115600   00      92.00  997.7     82.47    11.40    11.02
HOBART     000714 60   115600-115700   00      88.00  997.7     78.88     6.60     6.22
HOBART     000714 60   115700-115800   00      90.40  997.8     81.09     9.60     9.22
HOBART     000714 60   115800-115900   00      90.13  997.8     80.85     9.30     8.92
HOBART     000714 60   115900-120000   00      88.80  997.7     79.60     7.60     7.21
HOBART     000714 60   120000-120100   00      87.73  997.7     78.64     6.30     5.91
HOBART     000714 60   120100-120200   00      90.67  997.7     81.27     9.80     9.41
HOBART     000714 60   120200-120300   00      89.60  997.7     80.32     8.50     8.11
HOBART     000714 60   120300-120400   00      89.60  997.7     80.32     8.50     8.10
HOBART     000714 60   120400-120500   00      87.73  997.7     78.64     6.30     5.90
HOBART     000714 60   120500-120600   00      90.13  997.7     80.80     9.20     8.80
HOBART     000714 60   120600-120700   00      91.47  997.7     81.99    10.80    10.40
HOBART     000714 60   120700-120800   00      88.53  997.7     79.36     7.20     6.79
HOBART     000714 60   120800-120900   00      87.73  997.7     78.64     6.30     5.89
HOBART     000714 60   120900-121000   00      89.60  997.7     80.32     8.50     8.09
HOBART     000714 60   121000-121100   00      89.07  997.7     79.84     7.90     7.49
HOBART     000714 60   121100-121200   00      83.73  997.7     75.06     1.40     0.98
HOBART     000714 60   121200-121300   00      90.13  997.7     80.80     9.20     8.78
HOBART     000714 60   121300-121400   00      88.53  997.7     79.36     7.20     6.78
HOBART     000714 60   121400-121500   00      91.73  997.7     82.23    11.10    10.68
HOBART     000714 60   121500-121600   00      87.47  997.7     78.40     5.90     5.47
HOBART     000714 60   121600-121700   00      88.53  997.7     79.36     7.20     6.77
HOBART     000714 60   121700-121800   00      88.80  997.7     79.60     7.60     7.17
HOBART     000714 60   121800-121900   00      89.07  997.7     79.84     7.90     7.47
HOBART     000714 60   121900-122000   00      87.20  997.7     78.17     5.60     5.16
HOBART     000714 60   122000-122100   00      88.80  997.7     79.60     7.60     7.16
HOBART     000714 60   122100-122200   00      86.40  997.7     77.45     4.70     4.26
HOBART     000714 60   122200-122300   00      88.00  997.7     78.88     6.60     6.16
HOBART     000714 60   122300-122400   00      88.53  997.7     79.36     7.20     6.75
HOBART     000714 60   122400-122500   00      90.93  997.7     81.51    10.10     9.65
HOBART     000714 60   122500-122600   00      86.93  997.6     77.87     5.20     4.75
HOBART     000714 60   122600-122700   00      89.07  997.6     79.78     7.80     7.35
HOBART     000714 60   122700-122800   00      88.80  997.6     79.54     7.50     7.04
HOBART     000714 60   122800-122900   00      86.13  997.6     77.15     4.30     3.84
HOBART     000714 60   122900-123000   00      88.80  997.6     79.54     7.50     7.04
HOBART     000714 60   123000-123100   00      83.20  997.7     74.58     0.80     0.34
HOBART     000714 60   123100-123200   00      88.27  997.7     79.12     6.90     6.43
HOBART     000714 60   123200-123300   00      87.20  997.7     78.17     5.60     5.13
HOBART     000714 60   123300-123400   00      85.87  997.7     76.97     4.00     3.53
HOBART     000714 60   123400-123500   00      87.73  997.7     78.64     6.30     5.83
HOBART     000714 60   123500-123600   00      89.87  997.7     80.56     8.90     8.42
HOBART     000714 60   123600-123700   00      88.80  997.7     79.60     7.60     7.12
HOBART     000714 60   123700-123800   00      93.07  997.7     83.42    12.70    12.22
HOBART     000714 60   123800-123900   00      87.20  997.7     78.17     5.60     5.12
HOBART     000714 60   123900-124000   00      89.87  997.7     80.56     8.90     8.41
HOBART     000714 60   124000-124100   00      86.13  997.8     77.27     4.40     3.91
HOBART     000714 60   124100-124200   00      87.73  997.8     78.70     6.40     5.91
HOBART     000714 60   124200-124300   00      84.53  997.7     75.78     2.40     1.91
HOBART     000714 60   124300-124400   00      88.53  997.7     79.36     7.20     6.71
HOBART     000714 60   124400-124500   00      86.13  997.7     77.21     4.30     3.80
HOBART     000714 60   124500-124600   00      89.33  997.7     80.08     8.20     7.70
HOBART     000714 60   124600-124700   00      87.73  997.7     78.64     6.30     5.80
HOBART     000714 60   124700-124800   00      89.33  997.8     80.14     8.30     7.80
HOBART     000714 60   124800-124900   00      90.67  997.8     81.33     9.90     9.39
HOBART     000714 60   124900-125000   00      87.47  997.8     78.46     6.00     5.49
HOBART     000714 60   125000-125100   00      87.73  997.8     78.70     6.40     5.89
HOBART     000714 60   125100-125200   00      86.93  997.8     77.98     5.40     4.89
HOBART     000714 60   125200-125300   00      89.07  997.8     79.90     8.00     7.48
HOBART     000714 60   125300-125400   00      89.07  997.8     79.90     8.00     7.48
HOBART     000714 60   125400-125500   00      88.00  997.8     78.94     6.70     6.18
HOBART     000714 60   125500-125600   00      82.67  997.8     74.16     0.20    -0.32
HOBART     000714 60   125600-125700   00      86.40  997.9     77.56     4.80     4.27
HOBART     000714 60   125700-125800   00      86.13  997.9     77.32     4.50     3.97
HOBART     000714 60   125800-125900   00      85.33  997.9     76.61     3.50     2.97
HOBART     000714 60   125900-130000   00      86.40  997.9     77.56     4.80     4.27
HOBART     000714 60   130000-130100   00      88.27  997.9     79.24     7.10     6.56
HOBART     000714 60   130100-130200   00      91.20  997.9     81.87    10.60    10.06
HOBART     000714 60   130200-130300   00      88.53  997.9     79.48     7.40     6.86
HOBART     000714 60   130300-130400   00      87.20  997.9     78.28     5.80     5.26
HOBART     000714 60   130400-130500   00      87.47  997.9     78.52     6.10     5.55
HOBART     000714 60   130500-130600   00      88.27  997.9     79.24     7.10     6.55
HOBART     000714 60   130600-130700   00      84.80  997.9     76.13     2.90     2.35
HOBART     000714 60   130700-130800   00      85.87  997.9     77.08     4.20     3.65
HOBART     000714 60   130800-130900   00      86.67  997.9     77.80     5.10     4.55
HOBART     000714 60   130900-131000   00      89.60  997.9     80.44     8.70     8.14
HOBART     000714 60   131000-131100   00      87.47  997.9     78.52     6.10     5.54
HOBART     000714 60   131100-131200   00      89.87  997.9     80.68     9.00     8.44
HOBART     000714 60   131200-131300   00      84.80  997.9     76.13     2.90     2.34
HOBART     000714 60   131300-131400   00      86.93  997.9     78.04     5.50     4.93
HOBART     000714 60   131400-131500   00      89.87  998.0     80.73     9.10     8.53
HOBART     000714 60   131500-131600   00      89.33  998.0     80.26     8.50     7.93
HOBART     000714 60   131600-131700   00      86.13  998.0     77.38     4.60     4.03
HOBART     000714 60   131700-131800   00      89.07  998.0     80.02     8.10     7.52
HOBART     000714 60   131800-131900   00      84.00  998.0     75.46     2.00     1.42
HOBART     000714 60   131900-132000   00      85.07  998.0     76.42     3.30     2.72
HOBART     000714 60   132000-132100   00      86.13  998.0     77.38     4.60     4.02
HOBART     000714 60   132100-132200   00      85.07  998.0     76.42     3.30     2.71
HOBART     000714 60   132200-132300   00      87.20  998.0     78.34     5.90     5.31
HOBART     000714 60   132300-132400   00      85.33  998.0     76.66     3.60     3.01
HOBART     000714 60   132400-132500   00      88.27  997.9     79.24     7.10     6.51
HOBART     000714 60   132500-132600   00      88.27  997.9     79.24     7.10     6.50
HOBART     000714 60   132600-132700   00      88.53  997.9     79.48     7.40     6.80
HOBART     000714 60   132700-132800   00      88.27  997.9     79.24     7.10     6.50
HOBART     000714 60   132800-132900   00      88.27  997.9     79.24     7.10     6.50
HOBART     000714 60   132900-133000   00      85.07  997.9     76.37     3.20     2.60
HOBART     000714 60   133000-133100   00      90.40  997.9     81.15     9.70     9.09
HOBART     000714 60   133100-133200   00      87.20  997.9     78.28     5.80     5.19
HOBART     000714 60   133200-133300   00      86.67  997.9     77.80     5.10     4.49
HOBART     000714 60   133300-133400   00      82.93  997.9     74.45     0.60    -0.01
HOBART     000714 60   133400-133500   00      88.53  997.8     79.42     7.30     6.68
HOBART     000714 60   133500-133600   00      85.87  997.8     77.03     4.10     3.48
HOBART     000714 60   133600-133700   00      88.00  997.8     78.94     6.70     6.08
HOBART     000714 60   133700-133800   00      84.00  997.8     75.35     1.80     1.18
HOBART     000714 60   133800-133900   00      87.73  997.8     78.70     6.40     5.77
HOBART     000714 60   133900-134000   00      85.60  997.8     76.79     3.80     3.17
HOBART     000714 60   134000-134100   00      87.73  997.8     78.70     6.40     5.77
HOBART     000714 60   134100-134200   00      86.40  997.8     77.51     4.70     4.07
HOBART     000714 60   134200-134300   00      87.47  997.8     78.46     6.00     5.36
HOBART     000714 60   134300-134400   00      88.80  997.7     79.60     7.60     6.96
HOBART     000714 60   134400-134500   00      88.80  997.7     79.60     7.60     6.96
HOBART     000714 60   134500-134600   00      85.07  997.7     76.25     3.00     2.36
HOBART     000714 60   134600-134700   00      85.07  997.7     76.25     3.00     2.36
HOBART     000714 60   134700-134800   00      87.20  997.7     78.17     5.60     4.95
HOBART     000714 60   134800-134900   00      86.67  997.7     77.69     5.00     4.35
HOBART     000714 60   134900-135000   00      86.13  997.7     77.21     4.30     3.65
HOBART     000714 60   135000-135100   00      88.53  997.6     79.30     7.20     6.55
HOBART     000714 60   135100-135200   00      85.60  997.6     76.67     3.60     2.94
HOBART     000714 60   135200-135300   00      86.67  997.6     77.63     4.90     4.24
HOBART     000714 60   135300-135400   00      85.33  997.6     76.44     3.30     2.64
HOBART     000714 60   135400-135500   00      82.40  997.6     73.81    -0.30    -0.96
HOBART     000714 60   135500-135600   00      85.33  997.6     76.44     3.30     2.63
HOBART     000714 60   135600-135700   00      90.40  997.6     80.97     9.40     8.73
HOBART     000714 60   135700-135800   00      86.67  997.5     77.57     4.80     4.13
HOBART     000714 60   135800-135900   00      85.33  997.5     76.38     3.20     2.53
HOBART     000714 60   135900-140000   00      84.80  997.5     75.90     2.60     1.93
HOBART     000714 60   140000-140100   00      85.87  997.5     76.86     3.90     3.22
HOBART     000714 60   140100-140200   00      86.13  997.5     77.10     4.20     3.52
HOBART     000714 60   140200-140300   00      87.47  997.5     78.29     5.80     5.12
HOBART     000714 60   140300-140400   00      85.60  997.4     76.56     3.50     2.82
HOBART     000714 60   140400-140500   00      88.80  997.5     79.48     7.40     6.71
HOBART     000714 60   140500-140600   00      87.20  997.5     78.05     5.50     4.81
HOBART     000714 60   140600-140700   00      83.73  997.5     74.95     1.30     0.61
HOBART     000714 60   140700-140800   00      86.93  997.5     77.81     5.10     4.41
HOBART     000714 60   140800-140900   00      88.27  997.4     78.95     6.70     6.00
HOBART     000714 60   140900-141000   00      86.40  997.4     77.28     4.40     3.70
HOBART     000714 60   141000-141100   00      85.07  997.4     76.08     2.80     2.10
HOBART     000714 60   141100-141200   00      83.20  997.4     74.42     0.60    -0.10
HOBART     000714 60   141200-141300   00      84.27  997.4     75.37     1.80     1.10
HOBART     000714 60   141300-141400   00      82.93  997.5     74.23     0.30    -0.41
HOBART     000714 60   141400-141500   00      88.00  997.5     78.77     6.40     5.69
HOBART     000714 60   141500-141600   00      87.20  997.4     77.99     5.40     4.69
HOBART     000714 60   141600-141700   00      88.00  997.4     78.71     6.40     5.69
HOBART     000714 60   141700-141800   00      81.87  997.4     73.22    -1.10    -1.82
HOBART     000714 60   141800-141900   00      83.73  997.4     74.89     1.20     0.48
HOBART     000714 60   141900-142000   00      86.93  997.4     77.75     5.10     4.38
HOBART     000714 60   142000-142100   00      82.67  997.5     73.99     0.00    -0.72
HOBART     000714 60   142100-142200   00      86.93  997.5     77.81     5.10     4.37
HOBART     000714 60   142200-142300   00      83.47  997.4     74.65     0.90     0.17
HOBART     000714 60   142300-142400   00      85.60  997.4     76.56     3.50     2.77
HOBART     000714 60   142400-142500   00      84.80  997.4     75.85     2.50     1.77
HOBART     000714 60   142500-142600   00      85.33  997.4     76.32     3.10     2.37
HOBART     000714 60   142600-142700   00      79.47  997.5     71.13    -3.90    -4.64
HOBART     000714 60   142700-142800   00      86.13  997.5     77.10     4.20     3.46
HOBART     000714 60   142800-142900   00      88.27  997.5     79.01     6.80     6.06
HOBART     000714 60   142900-143000   00      88.80  997.4     79.42     7.30     6.56
HOBART     000714 60   143000-143100   00      86.67  997.4     77.52     4.70     3.95
HOBART     000714 60   143100-143200   00      89.87  997.4     80.38     8.60     7.85
HOBART     000714 60   143200-143300   00      84.27  997.4     75.37     1.80     1.05
HOBART     000714 60   143300-143400   00      87.20  997.4     77.99     5.40     4.65
HOBART     000714 60   143400-143500   00      86.93  997.4     77.75     5.10     4.35
HOBART     000714 60   143500-143600   00      86.13  997.4     77.04     4.10     3.34
HOBART     000714 60   143600-143700   00      86.93  997.4     77.75     5.10     4.34
HOBART     000714 60   143700-143800   00      90.13  997.3     80.56     8.90     8.14
HOBART     000714 60   143800-143900   00      85.87  997.3     76.74     3.70     2.94
HOBART     000714 60   143900-144000   00      84.80  997.3     75.79     2.40     1.63
HOBART     000714 60   144000-144100   00      88.00  997.3     78.65     6.30     5.53
HOBART     000714 60   144100-144200   00      87.20  997.3     77.94     5.30     4.53
HOBART     000714 60   144200-144300   00      87.47  997.3     78.17     5.60     4.83
HOBART     000714 60   144300-144400   00      83.20  997.3     74.36     0.50    -0.27
HOBART     000714 60   144400-144500   00      86.67  997.3     77.46     4.70     3.92
HOBART     000714 60   144500-144600   00      85.87  997.3     76.74     3.70     2.92
HOBART     000714 60   144600-144700   00      86.13  997.3     76.98     4.00     3.22
HOBART     000714 60   144700-144800   00      88.00  997.3     78.65     6.30     5.52
HOBART     000714 60   144800-144900   00      86.13  997.3     76.98     4.00     3.21
HOBART     000714 60   144900-145000   00      83.20  997.3     74.36     0.50    -0.29
HOBART     000714 60   145000-145100   00      87.47  997.2     78.12     5.60     4.81
HOBART     000714 60   145100-145200   00      86.40  997.2     77.16     4.30     3.51
HOBART     000714 60   145200-145300   00      86.67  997.2     77.40     4.60     3.80
HOBART     000714 60   145300-145400   00      83.47  997.2     74.54     0.70    -0.10
HOBART     000714 60   145400-145500   00      84.27  997.2     75.26     1.70     0.90
HOBART     000714 60   145500-145600   00      85.07  997.2     75.97     2.70     1.90
HOBART     000714 60   145600-145700   00      85.87  997.2     76.69     3.60     2.80
HOBART     000714 60   145700-145800   00      86.40  997.2     77.16     4.30     3.49
HOBART     000714 60   145800-145900   00      88.53  997.2     79.07     6.80     5.99
HOBART     000714 60   145900-150000   00      86.93  997.2     77.64     4.90     4.09
HOBART     000714 60   150000-150100   00      90.40  997.2     80.74     9.10     8.29
HOBART     000714 60   150100-150200   00      85.33  997.2     76.21     3.00     2.18
HOBART     000714 60   150200-150300   00      87.20  997.2     77.88     5.20     4.38
HOBART     000714 60   150300-150400   00      85.60  997.1     76.39     3.20     2.38
HOBART     000714 60   150400-150500   00      84.27  997.1     75.20     1.60     0.78
HOBART     000714 60   150500-150600   00      85.87  997.1     76.63     3.60     2.78
HOBART     000714 60   150600-150700   00      85.33  997.1     76.15     2.90     2.07
HOBART     000714 60   150700-150800   00      87.20  997.1     77.82     5.20     4.37
HOBART     000714 60   150800-150900   00      85.07  997.1     75.92     2.60     1.77
HOBART     000714 60   150900-151000   00      84.27  997.1     75.20     1.60     0.77
HOBART     000714 60   151000-151100   00      82.13  997.1     73.30    -1.00    -1.84
HOBART     000714 60   151100-151200   00      85.87  997.1     76.63     3.60     2.76
HOBART     000714 60   151200-151300   00      85.87  997.1     76.63     3.60     2.76
HOBART     000714 60   151300-151400   00      87.20  997.1     77.82     5.20     4.36
HOBART     000714 60   151400-151500   00      86.40  997.1     77.11     4.20     3.36
HOBART     000714 60   151500-151600   00      85.33  997.1     76.15     2.90     2.05
HOBART     000714 60   151600-151700   00      83.73  997.1     74.73     1.00     0.15
HOBART     000714 60   151700-151800   00      86.67  997.1     77.34     4.50     3.65
HOBART     000714 60   151800-151900   00      87.73  997.1     78.30     5.80     4.95
HOBART     000714 60   151900-152000   00      86.93  997.1     77.58     4.80     3.95
HOBART     000714 60   152000-152100   00      84.80  997.1     75.68     2.30     1.44
HOBART     000714 60   152100-152200   00      85.33  997.1     76.15     2.90     2.04
HOBART     000714 60   152200-152300   00      84.80  997.1     75.68     2.30     1.44
HOBART     000714 60   152300-152400   00      87.47  997.1     78.06     5.50     4.64
HOBART     000714 60   152400-152500   00      87.47  997.1     78.06     5.50     4.63
HOBART     000714 60   152500-152600   00      87.20  997.1     77.82     5.20     4.33
HOBART     000714 60   152600-152700   00      88.27  997.1     78.77     6.40     5.53
HOBART     000714 60   152700-152800   00      84.53  997.1     75.44     1.90     1.03
HOBART     000714 60   152800-152900   00      85.60  997.1     76.39     3.20     2.33
HOBART     000714 60   152900-153000   00      88.00  997.1     78.53     6.10     5.22
HOBART     000714 60   153000-153100   00      87.73  997.1     78.30     5.80     4.92
HOBART     000714 60   153100-153200   00      86.40  997.1     77.11     4.20     3.32
HOBART     000714 60   153200-153300   00      87.20  997.1     77.82     5.20     4.32
HOBART     000714 60   153300-153400   00      84.53  997.0     75.38     1.90     1.01
HOBART     000714 60   153400-153500   00      86.13  997.0     76.81     3.80     2.91
HOBART     000714 60   153500-153600   00      83.47  997.0     74.43     0.60    -0.29
HOBART     000714 60   153600-153700   00      86.67  997.0     77.29     4.40     3.51
HOBART     000714 60   153700-153800   00      85.33  997.0     76.10     2.80     1.91
HOBART     000714 60   153800-153900   00      86.13  997.0     76.81     3.80     2.90
HOBART     000714 60   153900-154000   00      86.13  997.0     76.81     3.80     2.90
HOBART     000714 60   154000-154100   00      86.13  997.0     76.81     3.80     2.90
HOBART     000714 60   154100-154200   00      86.67  997.0     77.29     4.40     3.50
HOBART     000714 60   154200-154300   00      87.73  997.0     78.24     5.70     4.80
HOBART     000714 60   154300-154400   00      85.60  997.0     76.34     3.20     2.29
HOBART     000714 60   154400-154500   00      85.87  997.0     76.57     3.50     2.59
HOBART     000714 60   154500-154600   00      86.67  997.0     77.29     4.40     3.49
HOBART     000714 60   154600-154700   00      88.00  997.0     78.48     6.00     5.09
HOBART     000714 60   154700-154800   00      87.20  997.0     77.76     5.10     4.18
HOBART     000714 60   154800-154900   00      84.80  997.0     75.62     2.20     1.28
HOBART     000714 60   154900-155000   00      86.67  997.0     77.29     4.40     3.48
HOBART     000714 60   155000-155100   00      84.00  997.0     74.91     1.20     0.28
HOBART     000714 60   155100-155200   00      86.40  997.0     77.05     4.10     3.18
HOBART     000714 60   155200-155300   00      85.33  997.0     76.10     2.80     1.87
HOBART     000714 60   155300-155400   00      87.47  996.9     77.94     5.30     4.37
HOBART     000714 60   155400-155500   00      87.47  996.9     77.94     5.30     4.37
HOBART     000714 60   155500-155600   00      85.33  996.9     76.04     2.80     1.87
HOBART     000714 60   155600-155700   00      88.27  996.9     78.66     6.30     5.37
HOBART     000714 60   155700-155800   00      86.67  996.9     77.23     4.40     3.46
HOBART     000714 60   155800-155900   00      85.07  996.9     75.80     2.40     1.46
HOBART     000714 60   155900-160000   00      85.87  996.9     76.52     3.40     2.46
HOBART     000714 60   160000-160100   00      87.20  996.9     77.71     5.00     4.06
HOBART     000714 60   160100-160200   00      85.60  996.9     76.28     3.10     2.15
HOBART     000714 60   160200-160300   00      86.40  996.9     76.99     4.00     3.05
HOBART     000714 60   160300-160400   00      86.40  996.9     76.99     4.00     3.05
HOBART     000714 60   160400-160500   00      85.60  996.9     76.28     3.10     2.15
HOBART     000714 60   160500-160600   00      89.60  996.9     79.84     7.90     6.95
HOBART     000714 60   160600-160700   00      87.47  996.9     77.94     5.30     4.34
HOBART     000714 60   160700-160800   00      86.40  996.9     76.99     4.00     3.04
HOBART     000714 60   160800-160900   00      84.53  996.9     75.33     1.80     0.84
HOBART     000714 60   160900-161000   00      87.47  996.9     77.94     5.30     4.34
HOBART     000714 60   161000-161100   00      89.07  996.9     79.37     7.30     6.34
HOBART     000714 60   161100-161200   00      87.20  996.9     77.71     5.00     4.03
HOBART     000714 60   161200-161300   00      82.13  996.9     73.19    -1.10    -2.07
HOBART     000714 60   161300-161400   00      88.00  996.9     78.42     6.00     5.03
HOBART     000714 60   161400-161500   00      86.67  996.9     77.23     4.40     3.43
HOBART     000714 60   161500-161600   00      84.27  996.9     75.09     1.50     0.52
HOBART     000714 60   161600-161700   00      83.47  996.9     74.38     0.50    -0.48
HOBART     000714 60   161700-161800   00      86.40  996.9     76.99     4.00     3.02
HOBART     000714 60   161800-161900   00      86.40  996.9     76.99     4.00     3.02
HOBART     000714 60   161900-162000   00      87.73  996.9     78.18     5.60     4.62
HOBART     000714 60   162000-162100   00      89.07  996.9     79.37     7.30     6.31
HOBART     000714 60   162100-162200   00      88.80  996.9     79.13     6.90     5.91
HOBART     000714 60   162200-162300   00      84.00  996.9     74.85     1.10     0.11
HOBART     000714 60   162300-162400   00      84.53  996.9     75.33     1.80     0.81
HOBART     000714 60   162400-162500   00      84.53  996.9     75.33     1.80     0.81
HOBART     000714 60   162500-162600   00      86.13  996.9     76.75     3.70     2.70
HOBART     000714 60   162600-162700   00      85.87  996.9     76.52     3.40     2.40
HOBART     000714 60   162700-162800   00      86.13  996.9     76.75     3.70     2.70
HOBART     000714 60   162800-162900   00      85.60  996.9     76.28     3.10     2.10
HOBART     000714 60   162900-163000   00      86.13  996.9     76.75     3.70     2.70
HOBART     000714 60   163000-163100   00      87.20  996.9     77.71     5.00     3.99
HOBART     000714 60   163100-163200   00      85.33  996.9     76.04     2.80     1.79
HOBART     000714 60   163200-163300   00      85.07  996.9     75.80     2.40     1.39
HOBART     000714 60   163300-163400   00      87.47  996.8     77.89     5.20     4.19
HOBART     000714 60   163400-163500   00      85.87  996.9     76.52     3.40     2.38
HOBART     000714 60   163500-163600   00      82.93  996.9     73.90    -0.10    -1.12
HOBART     000714 60   163600-163700   00      86.93  996.9     77.47     4.70     3.68
HOBART     000714 60   163700-163800   00      84.53  996.8     75.27     1.70     0.68
HOBART     000714 60   163800-163900   00      87.20  996.8     77.65     4.90     3.88
HOBART     000714 60   163900-164000   00      84.00  996.9     74.85     1.10     0.07
HOBART     000714 60   164000-164100   00      89.33  996.9     79.61     7.60     6.57
HOBART     000714 60   164100-164200   00      85.07  996.8     75.75     2.40     1.37
HOBART     000714 60   164200-164300   00      84.00  996.8     74.80     1.10     0.07
HOBART     000714 60   164300-164400   00      84.53  996.8     75.27     1.70     0.67
HOBART     000714 60   164400-164500   00      86.13  996.8     76.70     3.60     2.56
HOBART     000714 60   164500-164600   00      83.73  996.8     74.56     0.80    -0.24
HOBART     000714 60   164600-164700   00      85.07  996.8     75.75     2.40     1.36
HOBART     000714 60   164700-164800   00      87.20  996.8     77.65     4.90     3.86
HOBART     000714 60   164800-164900   00      84.00  996.8     74.80     1.10     0.06
HOBART     000714 60   164900-165000   00      84.53  996.8     75.27     1.70     0.65
HOBART     000714 60   165000-165100   00      82.40  996.7     73.32    -0.90    -1.95
HOBART     000714 60   165100-165200   00      84.80  996.7     75.45     2.00     0.95
HOBART     000714 60   165200-165300   00      90.93  996.7     80.91     9.30     8.25
HOBART     000714 60   165300-165400   00      85.60  996.7     76.17     2.90     1.85
HOBART     000714 60   165400-165500   00      85.87  996.7     76.40     3.20     2.14
HOBART     000714 60   165500-165600   00      83.47  996.6     74.21     0.30    -0.76
HOBART     000714 60   165600-165700   00      86.40  996.6     76.82     3.80     2.74
HOBART     000714 60   165700-165800   00      88.53  996.6     78.72     6.40     5.34
HOBART     000714 60   165800-165900   00      85.60  996.6     76.11     2.80     1.74
HOBART     000714 60   165900-170000   00      88.27  996.6     78.48     6.10     5.03
HOBART     000714 60   170000-170100   00      82.40  996.6     73.27    -1.00    -2.07
HOBART     000714 60   170100-170200   00      85.33  996.6     75.87     2.50     1.43
HOBART     000714 60   170200-170300   00      87.20  996.6     77.53     4.80     3.73
HOBART     000714 60   170300-170400   00      86.67  996.6     77.06     4.10     3.03
HOBART     000714 60   170400-170500   00      85.33  996.6     75.87     2.50     1.42
HOBART     000714 60   170500-170600   00      84.00  996.6     74.69     0.90    -0.18
HOBART     000714 60   170600-170700   00      81.07  996.5     72.03    -2.70    -3.78
HOBART     000714 60   170700-170800   00      87.73  996.5     77.95     5.30     4.22
