HOBART     LATITUDE    -42.9     LONGITUDE     147.33    ALTITUDE    18 M
HOBART     INSTRUMENT   IGY     NEUTRON MONITOR
HOBART     STANDARD PRESSURE    1012.5  MB     COEFFICIENT   -0.739    % / MB
HOBART     PRE-INCREASE BASELINE TIME INTERVAL    000714    090000-100000   UT
HOBART     PRE-INCREASE AVERAGE COUNTING RATE     74.00      COUNTS PER SECOND
HOBART     TIME INTERVALS    60          3600     
HOBART     SCALE FACTORS     1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S     (MB)      C/S
HOBART     000714 60   051300-051400   00      83.73  997.0     74.67     0.90    -9999
HOBART     000714 60   051400-051500   00      84.53  997.0     75.38     1.90    -9999
HOBART     000714 60   051500-051600   00      85.87  997.0     76.57     3.50    -9999
HOBART     000714 60   051600-051700   00      83.73  997.0     74.67     0.90    -9999
HOBART     000714 60   051700-051800   00      84.00  997.0     74.91     1.20    -9999
HOBART     000714 60   051800-051900   00      84.53  997.0     75.38     1.90    -9999
HOBART     000714 60   051900-052000   00      83.73  997.0     74.67     0.90    -9999
HOBART     000714 60   052000-052100   00      83.73  997.0     74.67     0.90    -9999
HOBART     000714 60   052100-052200   00      83.47  997.0     74.43     0.60    -9999
HOBART     000714 60   052200-052300   00      84.53  997.0     75.38     1.90    -9999
HOBART     000714 60   052300-052400   00      83.73  997.0     74.67     0.90    -9999
HOBART     000714 60   052400-052500   00      79.20  997.0     70.63    -4.60    -9999
HOBART     000714 60   052500-052600   00      84.53  997.0     75.38     1.90    -9999
HOBART     000714 60   052600-052700   00      82.67  997.0     73.72    -0.40    -9999
HOBART     000714 60   052700-052800   00      82.40  997.0     73.48    -0.70    -9999
HOBART     000714 60   052800-052900   00      83.47  997.0     74.43     0.60    -9999
HOBART     000714 60   052900-053000   00      82.13  997.0     73.24    -1.00    -9999
HOBART     000714 60   053000-053100   00      85.33  997.0     76.10     2.80    -9999
HOBART     000714 60   053100-053200   00      83.20  997.0     74.20     0.30    -9999
HOBART     000714 60   053200-053300   00      83.73  997.0     74.67     0.90    -9999
HOBART     000714 60   053300-053400   00      84.27  997.0     75.15     1.50    -9999
HOBART     000714 60   053400-053500   00      85.33  997.0     76.10     2.80    -9999
HOBART     000714 60   053500-053600   00      81.07  997.0     72.29    -2.30    -9999
HOBART     000714 60   053600-053700   00      81.07  997.0     72.29    -2.30    -9999
HOBART     000714 60   053700-053800   00      85.33  997.0     76.10     2.80    -9999
HOBART     000714 60   053800-053900   00      83.20  997.0     74.20     0.30    -9999
HOBART     000714 60   053900-054000   00      80.80  997.0     72.06    -2.60    -9999
HOBART     000714 60   054000-054100   00      85.33  997.0     76.10     2.80    -9999
HOBART     000714 60   054100-054200   00      85.07  997.0     75.86     2.50    -9999
HOBART     000714 60   054200-054300   00      85.60  997.0     76.34     3.20    -9999
HOBART     000714 60   054300-054400   00      86.13  997.0     76.81     3.80    -9999
HOBART     000714 60   054400-054500   00      86.13  997.0     76.81     3.80    -9999
HOBART     000714 60   054500-054600   00      83.47  997.0     74.43     0.60    -9999
HOBART     000714 60   054600-054700   00      82.13  997.0     73.24    -1.00    -9999
HOBART     000714 60   054700-054800   00      84.00  997.0     74.91     1.20    -9999
HOBART     000714 60   054800-054900   00      83.47  997.0     74.43     0.60    -9999
HOBART     000714 60   054900-055000   00      84.00  997.0     74.91     1.20    -9999
HOBART     000714 60   055000-055100   00      83.73  997.0     74.67     0.90    -9999
HOBART     000714 60   055100-055200   00      82.93  997.0     73.96    -0.10    -9999
HOBART     000714 60   055200-055300   00      80.80  997.0     72.06    -2.60    -9999
HOBART     000714 60   055300-055400   00      80.80  997.0     72.06    -2.60    -9999
HOBART     000714 60   055400-055500   00      86.67  997.0     77.29     4.40    -9999
HOBART     000714 60   055500-055600   00      81.07  997.0     72.29    -2.30    -9999
HOBART     000714 60   055600-055700   00      83.20  997.0     74.20     0.30    -9999
HOBART     000714 60   055700-055800   00      84.00  997.0     74.91     1.20    -9999
HOBART     000714 60   055800-055900   00      82.67  997.0     73.72    -0.40    -9999
HOBART     000714 60   055900-060000   00      82.93  997.0     73.96    -0.10    -9999
HOBART     000714 60   060000-060100   00      81.33  997.0     72.53    -2.00    -9999
HOBART     000714 60   060100-060200   00      82.40  997.0     73.48    -0.70    -9999
HOBART     000714 60   060200-060300   00      83.47  997.0     74.43     0.60    -9999
HOBART     000714 60   060300-060400   00      83.73  997.0     74.67     0.90    -9999
HOBART     000714 60   060400-060500   00      81.60  997.0     72.77    -1.70    -9999
HOBART     000714 60   060500-060600   00      82.13  997.0     73.24    -1.00    -9999
HOBART     000714 60   060600-060700   00      83.47  997.0     74.43     0.60    -9999
HOBART     000714 60   060700-060800   00      82.93  997.0     73.96    -0.10    -9999
HOBART     000714 60   060800-060900   00      81.60  997.0     72.77    -1.70    -9999
HOBART     000714 60   060900-061000   00      81.07  997.1     72.35    -2.20    -9999
HOBART     000714 60   061000-061100   00      86.40  997.1     77.11     4.20    -9999
HOBART     000714 60   061100-061200   00      82.93  997.1     74.01     0.00    -9999
HOBART     000714 60   061200-061300   00      81.07  997.1     72.35    -2.20    -9999
HOBART     000714 60   061300-061400   00      82.40  997.1     73.54    -0.60    -9999
HOBART     000714 60   061400-061500   00      83.47  997.1     74.49     0.70    -9999
HOBART     000714 60   061500-061600   00      83.20  997.1     74.25     0.30    -9999
HOBART     000714 60   061600-061700   00      83.47  997.1     74.49     0.70    -9999
HOBART     000714 60   061700-061800   00      84.53  997.1     75.44     1.90    -9999
HOBART     000714 60   061800-061900   00      82.93  997.1     74.01     0.00    -9999
HOBART     000714 60   061900-062000   00      84.00  997.1     74.96     1.30    -9999
HOBART     000714 60   062000-062100   00      85.33  997.1     76.15     2.90    -9999
HOBART     000714 60   062100-062200   00      82.67  997.1     73.77    -0.30    -9999
HOBART     000714 60   062200-062300   00      82.93  997.1     74.01     0.00    -9999
HOBART     000714 60   062300-062400   00      83.47  997.1     74.49     0.70    -9999
HOBART     000714 60   062400-062500   00      83.73  997.1     74.73     1.00    -9999
HOBART     000714 60   062500-062600   00      84.00  997.1     74.96     1.30    -9999
HOBART     000714 60   062600-062700   00      84.00  997.1     74.96     1.30    -9999
HOBART     000714 60   062700-062800   00      85.60  997.1     76.39     3.20    -9999
HOBART     000714 60   062800-062900   00      82.93  997.1     74.01     0.00    -9999
HOBART     000714 60   062900-063000   00      80.27  997.1     71.63    -3.20    -9999
HOBART     000714 60   063000-063100   00      82.40  997.1     73.54    -0.60    -9999
HOBART     000714 60   063100-063200   00      80.80  997.1     72.11    -2.60    -9999
HOBART     000714 60   063200-063300   00      86.13  997.1     76.87     3.90    -9999
HOBART     000714 60   063300-063400   00      86.67  997.1     77.34     4.50    -9999
HOBART     000714 60   063400-063500   00      83.73  997.1     74.73     1.00    -9999
HOBART     000714 60   063500-063600   00      85.33  997.1     76.15     2.90    -9999
HOBART     000714 60   063600-063700   00      83.73  997.1     74.73     1.00    -9999
HOBART     000714 60   063700-063800   00      85.60  997.1     76.39     3.20    -9999
HOBART     000714 60   063800-063900   00      84.00  997.1     74.96     1.30    -9999
HOBART     000714 60   063900-064000   00      82.93  997.1     74.01     0.00    -9999
HOBART     000714 60   064000-064100   00      86.40  997.1     77.11     4.20    -9999
HOBART     000714 60   064100-064200   00      84.00  997.1     74.96     1.30    -9999
HOBART     000714 60   064200-064300   00      84.27  997.1     75.20     1.60    -9999
HOBART     000714 60   064300-064400   00      81.07  997.1     72.35    -2.20    -9999
HOBART     000714 60   064400-064500   00      84.27  997.1     75.20     1.60    -9999
HOBART     000714 60   064500-064600   00      79.47  997.1     70.92    -4.20    -9999
HOBART     000714 60   064600-064700   00      81.60  997.1     72.82    -1.60    -9999
HOBART     000714 60   064700-064800   00      82.40  997.1     73.54    -0.60    -9999
HOBART     000714 60   064800-064900   00      87.47  997.1     78.06     5.50    -9999
HOBART     000714 60   064900-065000   00      82.93  997.1     74.01     0.00    -9999
HOBART     000714 60   065000-065100   00      81.87  997.1     73.06    -1.30    -9999
HOBART     000714 60   065100-065200   00      84.00  997.1     74.96     1.30    -9999
HOBART     000714 60   065200-065300   00      84.80  997.1     75.68     2.30    -9999
HOBART     000714 60   065300-065400   00      85.87  997.1     76.63     3.60    -9999
HOBART     000714 60   065400-065500   00      81.87  997.1     73.06    -1.30    -9999
HOBART     000714 60   065500-065600   00      81.33  997.1     72.58    -1.90    -9999
HOBART     000714 60   065600-065700   00      86.40  997.1     77.11     4.20    -9999
HOBART     000714 60   065700-065800   00      80.53  997.1     71.87    -2.90    -9999
HOBART     000714 60   065800-065900   00      83.47  997.1     74.49     0.70    -9999
HOBART     000714 60   065900-070000   00      84.80  997.1     75.68     2.30    -9999
HOBART     000714 60   070000-070100   00      82.40  997.1     73.54    -0.60    -9999
HOBART     000714 60   070100-070200   00      84.27  997.1     75.20     1.60    -9999
HOBART     000714 60   070200-070300   00      82.93  997.1     74.01     0.00    -9999
HOBART     000714 60   070300-070400   00      82.93  997.1     74.01     0.00    -9999
HOBART     000714 60   070400-070500   00      83.73  997.1     74.73     1.00    -9999
HOBART     000714 60   070500-070600   00      84.80  997.1     75.68     2.30    -9999
HOBART     000714 60   070600-070700   00      82.13  997.1     73.30    -1.00    -9999
HOBART     000714 60   070700-070800   00      85.07  997.1     75.92     2.60    -9999
HOBART     000714 60   070800-070900   00      83.47  997.1     74.49     0.70    -9999
HOBART     000714 60   070900-071000   00      81.33  997.1     72.58    -1.90    -9999
HOBART     000714 60   071000-071100   00      84.00  997.1     74.96     1.30    -9999
HOBART     000714 60   071100-071200   00      81.33  997.2     72.64    -1.80    -9999
HOBART     000714 60   071200-071300   00      82.67  997.2     73.83    -0.20    -9999
HOBART     000714 60   071300-071400   00      82.67  997.2     73.83    -0.20    -9999
HOBART     000714 60   071400-071500   00      83.20  997.2     74.31     0.40    -9999
HOBART     000714 60   071500-071600   00      82.13  997.2     73.35    -0.90    -9999
HOBART     000714 60   071600-071700   00      82.13  997.2     73.35    -0.90    -9999
HOBART     000714 60   071700-071800   00      85.33  997.2     76.21     3.00    -9999
HOBART     000714 60   071800-071900   00      86.13  997.3     76.98     4.00    -9999
HOBART     000714 60   071900-072000   00      80.53  997.3     71.98    -2.70    -9999
HOBART     000714 60   072000-072100   00      85.87  997.3     76.74     3.70    -9999
HOBART     000714 60   072100-072200   00      82.40  997.3     73.65    -0.50    -9999
HOBART     000714 60   072200-072300   00      85.07  997.3     76.03     2.70    -9999
HOBART     000714 60   072300-072400   00      86.93  997.3     77.70     5.00    -9999
HOBART     000714 60   072400-072500   00      81.33  997.3     72.69    -1.80    -9999
HOBART     000714 60   072500-072600   00      84.27  997.3     75.31     1.80    -9999
HOBART     000714 60   072600-072700   00      81.07  997.3     72.45    -2.10    -9999
HOBART     000714 60   072700-072800   00      85.33  997.3     76.27     3.10    -9999
HOBART     000714 60   072800-072900   00      81.07  997.3     72.45    -2.10    -9999
HOBART     000714 60   072900-073000   00      84.00  997.3     75.08     1.40    -9999
HOBART     000714 60   073000-073100   00      85.33  997.3     76.27     3.10    -9999
HOBART     000714 60   073100-073200   00      84.80  997.3     75.79     2.40    -9999
HOBART     000714 60   073200-073300   00      81.60  997.4     72.98    -1.40    -9999
HOBART     000714 60   073300-073400   00      82.67  997.4     73.94    -0.10    -9999
HOBART     000714 60   073400-073500   00      81.07  997.4     72.51    -2.00    -9999
HOBART     000714 60   073500-073600   00      83.47  997.4     74.65     0.90    -9999
HOBART     000714 60   073600-073700   00      81.60  997.3     72.93    -1.40    -9999
HOBART     000714 60   073700-073800   00      85.33  997.4     76.32     3.10    -9999
HOBART     000714 60   073800-073900   00      82.67  997.4     73.94    -0.10    -9999
HOBART     000714 60   073900-074000   00      81.60  997.4     72.98    -1.40    -9999
HOBART     000714 60   074000-074100   00      83.73  997.4     74.89     1.20    -9999
HOBART     000714 60   074100-074200   00      80.00  997.4     71.55    -3.30    -9999
HOBART     000714 60   074200-074300   00      83.47  997.4     74.65     0.90    -9999
HOBART     000714 60   074300-074400   00      85.07  997.4     76.08     2.80    -9999
HOBART     000714 60   074400-074500   00      83.20  997.4     74.42     0.60    -9999
HOBART     000714 60   074500-074600   00      80.80  997.4     72.27    -2.30    -9999
HOBART     000714 60   074600-074700   00      86.93  997.5     77.81     5.10    -9999
HOBART     000714 60   074700-074800   00      81.33  997.5     72.80    -1.60    -9999
HOBART     000714 60   074800-074900   00      82.93  997.4     74.18     0.20    -9999
HOBART     000714 60   074900-075000   00      85.60  997.4     76.56     3.50    -9999
HOBART     000714 60   075000-075100   00      81.60  997.4     72.98    -1.40    -9999
HOBART     000714 60   075100-075200   00      80.80  997.4     72.27    -2.30    -9999
HOBART     000714 60   075200-075300   00      82.40  997.4     73.70    -0.40    -9999
HOBART     000714 60   075300-075400   00      85.33  997.5     76.38     3.20    -9999
HOBART     000714 60   075400-075500   00      85.07  997.5     76.14     2.90    -9999
HOBART     000714 60   075500-075600   00      82.67  997.4     73.94    -0.10    -9999
HOBART     000714 60   075600-075700   00      85.33  997.4     76.32     3.10    -9999
HOBART     000714 60   075700-075800   00      82.67  997.4     73.94    -0.10    -9999
HOBART     000714 60   075800-075900   00      83.73  997.4     74.89     1.20    -9999
HOBART     000714 60   075900-080000   00      85.33  997.5     76.38     3.20    -9999
HOBART     000714 60   080000-080100   00      83.20  997.5     74.47     0.60    -9999
HOBART     000714 60   080100-080200   00      84.53  997.5     75.66     2.20    -9999
HOBART     000714 60   080200-080300   00      83.73  997.5     74.95     1.30    -9999
HOBART     000714 60   080300-080400   00      81.60  997.5     73.04    -1.30    -9999
HOBART     000714 60   080400-080500   00      85.33  997.5     76.38     3.20    -9999
HOBART     000714 60   080500-080600   00      85.33  997.5     76.38     3.20    -9999
HOBART     000714 60   080600-080700   00      84.80  997.5     75.90     2.60    -9999
HOBART     000714 60   080700-080800   00      82.13  997.5     73.52    -0.70    -9999
HOBART     000714 60   080800-080900   00      81.60  997.5     73.04    -1.30    -9999
HOBART     000714 60   080900-081000   00      82.13  997.5     73.52    -0.70    -9999
HOBART     000714 60   081000-081100   00      84.27  997.5     75.42     1.90    -9999
HOBART     000714 60   081100-081200   00      83.47  997.5     74.71     1.00    -9999
HOBART     000714 60   081200-081300   00      83.73  997.5     74.95     1.30    -9999
HOBART     000714 60   081300-081400   00      85.87  997.5     76.86     3.90    -9999
HOBART     000714 60   081400-081500   00      82.67  997.5     73.99     0.00    -9999
HOBART     000714 60   081500-081600   00      83.47  997.5     74.71     1.00    -9999
HOBART     000714 60   081600-081700   00      84.00  997.5     75.19     1.60    -9999
HOBART     000714 60   081700-081800   00      82.67  997.4     73.94    -0.10    -9999
HOBART     000714 60   081800-081900   00      82.40  997.4     73.70    -0.40    -9999
HOBART     000714 60   081900-082000   00      81.60  997.5     73.04    -1.30    -9999
HOBART     000714 60   082000-082100   00      82.67  997.5     73.99     0.00    -9999
HOBART     000714 60   082100-082200   00      83.47  997.5     74.71     1.00    -9999
HOBART     000714 60   082200-082300   00      82.40  997.5     73.75    -0.30    -9999
HOBART     000714 60   082300-082400   00      87.47  997.5     78.29     5.80    -9999
HOBART     000714 60   082400-082500   00      87.73  997.4     78.47     6.00    -9999
HOBART     000714 60   082500-082600   00      84.27  997.4     75.37     1.80    -9999
HOBART     000714 60   082600-082700   00      84.53  997.5     75.66     2.20    -9999
HOBART     000714 60   082700-082800   00      84.53  997.5     75.66     2.20    -9999
HOBART     000714 60   082800-082900   00      83.73  997.5     74.95     1.30    -9999
HOBART     000714 60   082900-083000   00      81.87  997.5     73.28    -1.00    -9999
HOBART     000714 60   083000-083100   00      88.00  997.5     78.77     6.40    -9999
HOBART     000714 60   083100-083200   00      85.60  997.4     76.56     3.50    -9999
HOBART     000714 60   083200-083300   00      81.87  997.4     73.22    -1.10    -9999
HOBART     000714 60   083300-083400   00      85.60  997.4     76.56     3.50    -9999
HOBART     000714 60   083400-083500   00      81.87  997.5     73.28    -1.00    -9999
HOBART     000714 60   083500-083600   00      84.00  997.5     75.19     1.60    -9999
HOBART     000714 60   083600-083700   00      79.47  997.5     71.13    -3.90    -9999
HOBART     000714 60   083700-083800   00      83.47  997.5     74.71     1.00    -9999
HOBART     000714 60   083800-083900   00      85.60  997.4     76.56     3.50    -9999
HOBART     000714 60   083900-084000   00      83.73  997.4     74.89     1.20    -9999
HOBART     000714 60   084000-084100   00      84.27  997.5     75.42     1.90    -9999
HOBART     000714 60   084100-084200   00      84.53  997.5     75.66     2.20    -9999
HOBART     000714 60   084200-084300   00      82.67  997.5     73.99     0.00    -9999
HOBART     000714 60   084300-084400   00      85.60  997.5     76.62     3.50    -9999
HOBART     000714 60   084400-084500   00      83.73  997.5     74.95     1.30    -9999
HOBART     000714 60   084500-084600   00      82.13  997.5     73.52    -0.70    -9999
HOBART     000714 60   084600-084700   00      81.87  997.5     73.28    -1.00    -9999
HOBART     000714 60   084700-084800   00      81.07  997.5     72.56    -1.90    -9999
HOBART     000714 60   084800-084900   00      85.60  997.5     76.62     3.50    -9999
HOBART     000714 60   084900-085000   00      82.93  997.5     74.23     0.30    -9999
HOBART     000714 60   085000-085100   00      83.73  997.5     74.95     1.30    -9999
HOBART     000714 60   085100-085200   00      84.80  997.5     75.90     2.60    -9999
HOBART     000714 60   085200-085300   00      81.87  997.5     73.28    -1.00    -9999
HOBART     000714 60   085300-085400   00      81.33  997.5     72.80    -1.60    -9999
HOBART     000714 60   085400-085500   00      81.07  997.5     72.56    -1.90    -9999
HOBART     000714 60   085500-085600   00      82.40  997.5     73.75    -0.30    -9999
HOBART     000714 60   085600-085700   00      81.33  997.5     72.80    -1.60    -9999
HOBART     000714 60   085700-085800   00      82.67  997.5     73.99     0.00    -9999
HOBART     000714 60   085800-085900   00      82.40  997.5     73.75    -0.30    -9999
HOBART     000714 60   085900-090000   00      81.87  997.5     73.28    -1.00    -9999
HOBART     000714 60   090000-090100   00      82.93  997.5     74.23     0.30    -9999
HOBART     000714 60   090100-090200   00      80.53  997.5     72.08    -2.60    -9999
HOBART     000714 60   090200-090300   00      84.27  997.5     75.42     1.90    -9999
HOBART     000714 60   090300-090400   00      82.67  997.5     73.99     0.00    -9999
HOBART     000714 60   090400-090500   00      83.73  997.5     74.95     1.30    -9999
HOBART     000714 60   090500-090600   00      85.07  997.5     76.14     2.90    -9999
HOBART     000714 60   090600-090700   00      83.20  997.5     74.47     0.60    -9999
HOBART     000714 60   090700-090800   00      81.87  997.4     73.22    -1.10    -9999
HOBART     000714 60   090800-090900   00      80.53  997.4     72.03    -2.70    -9999
HOBART     000714 60   090900-091000   00      83.20  997.5     74.47     0.60    -9999
HOBART     000714 60   091000-091100   00      80.80  997.5     72.32    -2.30    -9999
HOBART     000714 60   091100-091200   00      80.53  997.4     72.03    -2.70    -9999
HOBART     000714 60   091200-091300   00      81.60  997.4     72.98    -1.40    -9999
HOBART     000714 60   091300-091400   00      83.73  997.4     74.89     1.20    -9999
HOBART     000714 60   091400-091500   00      82.93  997.3     74.12     0.20    -9999
HOBART     000714 60   091500-091600   00      84.53  997.4     75.61     2.20    -9999
HOBART     000714 60   091600-091700   00      84.53  997.4     75.61     2.20    -9999
HOBART     000714 60   091700-091800   00      81.33  997.4     72.75    -1.70    -9999
HOBART     000714 60   091800-091900   00      82.93  997.4     74.18     0.20    -9999
HOBART     000714 60   091900-092000   00      82.93  997.4     74.18     0.20    -9999
HOBART     000714 60   092000-092100   00      80.80  997.3     72.22    -2.40    -9999
HOBART     000714 60   092100-092200   00      85.60  997.3     76.51     3.40    -9999
HOBART     000714 60   092200-092300   00      81.60  997.4     72.98    -1.40    -9999
HOBART     000714 60   092300-092400   00      80.27  997.4     71.79    -3.00    -9999
HOBART     000714 60   092400-092500   00      82.13  997.4     73.46    -0.70    -9999
HOBART     000714 60   092500-092600   00      82.13  997.4     73.46    -0.70    -9999
HOBART     000714 60   092600-092700   00      83.20  997.3     74.36     0.50    -9999
HOBART     000714 60   092700-092800   00      83.20  997.3     74.36     0.50    -9999
HOBART     000714 60   092800-092900   00      80.80  997.3     72.22    -2.40    -9999
HOBART     000714 60   092900-093000   00      84.00  997.3     75.08     1.40    -9999
HOBART     000714 60   093000-093100   00      83.47  997.3     74.60     0.80    -9999
HOBART     000714 60   093100-093200   00      82.13  997.3     73.41    -0.80    -9999
HOBART     000714 60   093200-093300   00      84.00  997.3     75.08     1.40    -9999
HOBART     000714 60   093300-093400   00      81.87  997.3     73.17    -1.10    -9999
HOBART     000714 60   093400-093500   00      84.53  997.3     75.55     2.10    -9999
HOBART     000714 60   093500-093600   00      83.20  997.3     74.36     0.50    -9999
HOBART     000714 60   093600-093700   00      82.67  997.4     73.94    -0.10    -9999
HOBART     000714 60   093700-093800   00      85.07  997.4     76.08     2.80    -9999
HOBART     000714 60   093800-093900   00      81.60  997.4     72.98    -1.40    -9999
HOBART     000714 60   093900-094000   00      84.80  997.4     75.85     2.50    -9999
HOBART     000714 60   094000-094100   00      84.53  997.3     75.55     2.10    -9999
HOBART     000714 60   094100-094200   00      83.20  997.4     74.42     0.60    -9999
HOBART     000714 60   094200-094300   00      83.20  997.4     74.42     0.60    -9999
HOBART     000714 60   094300-094400   00      81.07  997.4     72.51    -2.00    -9999
HOBART     000714 60   094400-094500   00      81.07  997.4     72.51    -2.00    -9999
HOBART     000714 60   094500-094600   00      80.27  997.4     71.79    -3.00    -9999
HOBART     000714 60   094600-094700   00      83.20  997.4     74.42     0.60    -9999
HOBART     000714 60   094700-094800   00      86.13  997.4     77.04     4.10    -9999
HOBART     000714 60   094800-094900   00      81.33  997.4     72.75    -1.70    -9999
HOBART     000714 60   094900-095000   00      78.67  997.4     70.36    -4.90    -9999
HOBART     000714 60   095000-095100   00      80.00  997.5     71.61    -3.20    -9999
HOBART     000714 60   095100-095200   00      83.73  997.5     74.95     1.30    -9999
HOBART     000714 60   095200-095300   00      80.27  997.4     71.79    -3.00    -9999
HOBART     000714 60   095300-095400   00      85.07  997.4     76.08     2.80    -9999
HOBART     000714 60   095400-095500   00      83.47  997.4     74.65     0.90    -9999
HOBART     000714 60   095500-095600   00      82.93  997.4     74.18     0.20    -9999
HOBART     000714 60   095600-095700   00      82.67  997.5     73.99     0.00    -9999
HOBART     000714 60   095700-095800   00      84.27  997.5     75.42     1.90    -9999
HOBART     000714 60   095800-095900   00      83.47  997.5     74.71     1.00    -9999
HOBART     000714 60   095900-100000   00      84.80  997.5     75.90     2.60    -9999
HOBART     000714 60   100000-100100   00      82.40  997.4     73.70    -0.40    -0.48
HOBART     000714 60   100100-100200   00      82.67  997.4     73.94    -0.10    -0.18
HOBART     000714 60   100200-100300   00      84.53  997.5     75.66     2.20     2.11
HOBART     000714 60   100300-100400   00      85.33  997.5     76.38     3.20     3.11
HOBART     000714 60   100400-100500   00      86.13  997.5     77.10     4.20     4.11
HOBART     000714 60   100500-100600   00      87.73  997.5     78.53     6.10     6.01
HOBART     000714 60   100600-100700   00      84.80  997.5     75.90     2.60     2.50
HOBART     000714 60   100700-100800   00      81.87  997.5     73.28    -1.00    -1.10
HOBART     000714 60   100800-100900   00      84.80  997.5     75.90     2.60     2.50
HOBART     000714 60   100900-101000   00      88.53  997.5     79.24     7.10     7.00
HOBART     000714 60   101000-101100   00      85.07  997.5     76.14     2.90     2.79
HOBART     000714 60   101100-101200   00      82.40  997.5     73.75    -0.30    -0.41
HOBART     000714 60   101200-101300   00      86.93  997.5     77.81     5.10     4.99
HOBART     000714 60   101300-101400   00      82.67  997.5     73.99     0.00    -0.12
HOBART     000714 60   101400-101500   00      86.40  997.5     77.33     4.50     4.38
HOBART     000714 60   101500-101600   00      85.33  997.5     76.38     3.20     3.08
HOBART     000714 60   101600-101700   00      83.20  997.5     74.47     0.60     0.48
HOBART     000714 60   101700-101800   00      82.13  997.6     73.57    -0.60    -0.73
HOBART     000714 60   101800-101900   00      84.27  997.6     75.48     2.00     1.87
HOBART     000714 60   101900-102000   00      83.47  997.6     74.76     1.00     0.87
HOBART     000714 60   102000-102100   00      82.67  997.6     74.05     0.10    -0.03
HOBART     000714 60   102100-102200   00      81.33  997.6     72.85    -1.60    -1.74
HOBART     000714 60   102200-102300   00      82.40  997.6     73.81    -0.30    -0.44
HOBART     000714 60   102300-102400   00      85.87  997.6     76.91     3.90     3.76
HOBART     000714 60   102400-102500   00      81.07  997.6     72.61    -1.90    -2.04
HOBART     000714 60   102500-102600   00      82.40  997.6     73.81    -0.30    -0.45
HOBART     000714 60   102600-102700   00      83.47  997.6     74.76     1.00     0.85
HOBART     000714 60   102700-102800   00      86.40  997.6     77.39     4.60     4.45
HOBART     000714 60   102800-102900   00      84.53  997.6     75.72     2.30     2.15
HOBART     000714 60   102900-103000   00      82.67  997.7     74.10     0.10    -0.06
HOBART     000714 60   103000-103100   00      87.73  997.7     78.64     6.30     6.14
HOBART     000714 60   103100-103200   00      80.00  997.7     71.71    -3.10    -3.26
HOBART     000714 60   103200-103300   00      84.53  997.7     75.78     2.40     2.23
HOBART     000714 60   103300-103400   00      80.00  997.7     71.71    -3.10    -3.27
HOBART     000714 60   103400-103500   00      85.87  997.7     76.97     4.00     3.83
HOBART     000714 60   103500-103600   00      87.47  997.7     78.40     5.90     5.73
HOBART     000714 60   103600-103700   00      90.13  997.7     80.80     9.20     9.02
HOBART     000714 60   103700-103800   00      93.33  997.7     83.66    13.10    12.92
HOBART     000714 60   103800-103900   00      96.27  997.7     86.29    16.60    16.42
HOBART     000714 60   103900-104000   00      92.80  997.7     83.19    12.40    12.22
HOBART     000714 60   104000-104100   00      96.53  997.7     86.53    16.90    16.71
HOBART     000714 60   104100-104200   00      91.73  997.7     82.23    11.10    10.91
HOBART     000714 60   104200-104300   00      96.27  997.7     86.29    16.60    16.41
HOBART     000714 60   104300-104400   00      95.73  997.7     85.82    16.00    15.81
HOBART     000714 60   104400-104500   00      97.87  997.7     87.73    18.50    18.30
HOBART     000714 60   104500-104600   00      94.93  997.7     85.10    15.00    14.80
HOBART     000714 60   104600-104700   00      97.07  997.7     87.01    17.60    17.40
HOBART     000714 60   104700-104800   00      95.73  997.7     85.82    16.00    15.80
HOBART     000714 60   104800-104900   00      95.47  997.7     85.58    15.60    15.39
HOBART     000714 60   104900-105000   00      96.00  997.7     86.05    16.30    16.09
HOBART     000714 60   105000-105100   00      95.73  997.7     85.82    16.00    15.79
HOBART     000714 60   105100-105200   00      97.87  997.7     87.73    18.50    18.29
HOBART     000714 60   105200-105300   00      95.73  997.7     85.82    16.00    15.78
HOBART     000714 60   105300-105400   00      96.00  997.7     86.05    16.30    16.08
HOBART     000714 60   105400-105500   00      96.00  997.7     86.05    16.30    16.08
HOBART     000714 60   105500-105600   00      95.47  997.7     85.58    15.60    15.38
HOBART     000714 60   105600-105700   00      93.07  997.8     83.49    12.80    12.57
HOBART     000714 60   105700-105800   00      94.67  997.8     84.92    14.80    14.57
HOBART     000714 60   105800-105900   00      91.73  997.7     82.23    11.10    10.87
HOBART     000714 60   105900-110000   00      94.67  997.7     84.86    14.70    14.46
HOBART     000714 60   110000-110100   00      92.53  997.7     82.95    12.10    11.86
HOBART     000714 60   110100-110200   00      94.93  997.7     85.10    15.00    14.76
HOBART     000714 60   110200-110300   00      95.73  997.7     85.82    16.00    15.76
HOBART     000714 60   110300-110400   00      93.60  997.8     83.96    13.50    13.25
HOBART     000714 60   110400-110500   00      93.60  997.8     83.96    13.50    13.25
HOBART     000714 60   110500-110600   00      94.93  997.8     85.16    15.10    14.85
HOBART     000714 60   110600-110700   00      94.40  997.8     84.68    14.40    14.15
HOBART     000714 60   110700-110800   00      93.07  997.8     83.49    12.80    12.54
HOBART     000714 60   110800-110900   00      93.33  997.7     83.66    13.10    12.84
