JUNGFRAUJ  LATITUDE    46.55     LONGITUDE     7.98      ALTITUDE    3550 M
JUNGFRAUJ  INSTRUMENT   IGY     NEUTRON MONITOR
JUNGFRAUJ  STANDARD PRESSURE    482     MMHG   COEFFICIENT   -0.96     % / MMHG
JUNGFRAUJ  PRE-INCREASE BASELINE TIME INTERVAL    000714    090000-100000   UT
JUNGFRAUJ  PRE-INCREASE AVERAGE COUNTING RATE    131.87      COUNTS PER SECOND
JUNGFRAUJ  TIME INTERVALS    60          300         3600     
JUNGFRAUJ  SCALE FACTORS     1           1           1        
STATION    YYMMDD  SEC   TIME (UT)   CODE    UNCORR. PRESS.    CORR.    % INC.	DETRENDED
                         INTERVAL    TD      C/S    (MMHG)     C/S
JUNGFRAUJ  000714 60   125400-125500   30     122.50  488.9    130.88    -0.70    -9999
JUNGFRAUJ  000714 60   125500-125600   30     123.92  488.9    132.42     0.40    -9999
JUNGFRAUJ  000714 60   125600-125700   30     121.93  488.7    130.03    -1.40    -9999
JUNGFRAUJ  000714 60   125700-125800   30     124.78  488.8    133.20     1.00    -9999
JUNGFRAUJ  000714 60   125800-125900   30     120.65  489.0    129.03    -2.10    -9999
JUNGFRAUJ  000714 60   125900-130000   30     124.55  488.9    133.08     0.90    -9999
JUNGFRAUJ  000714 60   130000-130100   30     121.28  488.7    129.35    -1.90    -9999
JUNGFRAUJ  000714 60   130100-130200   30     121.60  489.0    130.05    -1.40    -9999
JUNGFRAUJ  000714 60   130200-130300   30     121.18  489.0    129.60    -1.70    -9999
JUNGFRAUJ  000714 60   130300-130400   30     121.65  488.9    129.98    -1.40    -9999
JUNGFRAUJ  000714 60   130400-130500   30     119.68  489.0    128.02    -2.90    -9999
JUNGFRAUJ  000714 60   130500-130600   30     124.22  489.0    132.85     0.70    -9999
JUNGFRAUJ  000714 60   130600-130700   30     123.40  489.0    131.97     0.10    -9999
JUNGFRAUJ  000714 60   130700-130800   30     121.97  489.0    130.45    -1.10    -9999
JUNGFRAUJ  000714 60   130800-130900   30     121.55  489.1    130.12    -1.30    -9999
JUNGFRAUJ  000714 60   130900-131000   30     124.33  489.0    132.98     0.80    -9999
JUNGFRAUJ  000714 60   131000-131100   30     128.07  489.2    137.23     4.10    -9999
JUNGFRAUJ  000714 60   131100-131200   30     123.18  488.7    131.37    -0.40    -9999
JUNGFRAUJ  000714 60   131200-131300   30     123.40  488.8    131.73    -0.10    -9999
JUNGFRAUJ  000714 60   131300-131400   30     121.22  489.0    129.63    -1.70    -9999
JUNGFRAUJ  000714 60   131400-131500   30     122.78  488.8    131.07    -0.60    -9999
JUNGFRAUJ  000714 60   131500-131600   30     126.02  488.9    134.65     2.10    -9999
JUNGFRAUJ  000714 60   131600-131700   30     123.33  488.9    131.77    -0.10    -9999
JUNGFRAUJ  000714 60   131700-131800   30     123.13  489.0    131.68    -0.10    -9999
JUNGFRAUJ  000714 60   131800-131900   30     122.17  489.1    130.78    -0.80    -9999
JUNGFRAUJ  000714 60   131900-132000   30     125.70  489.1    134.57     2.00    -9999
JUNGFRAUJ  000714 60   132000-132100   30     124.60  488.9    133.13     1.00    -9999
JUNGFRAUJ  000714 60   132100-132200   30     125.32  488.9    133.90     1.50    -9999
JUNGFRAUJ  000714 60   132200-132300   30     119.28  488.7    127.20    -3.50    -9999
JUNGFRAUJ  000714 60   132300-132400   30     124.30  489.0    132.93     0.80    -9999
JUNGFRAUJ  000714 60   132400-132500   30     125.22  489.0    133.92     1.60    -9999
JUNGFRAUJ  000714 60   132500-132600   30     121.95  488.9    130.30    -1.20    -9999
JUNGFRAUJ  000714 60   132600-132700   30     120.60  488.9    128.87    -2.30    -9999
JUNGFRAUJ  000714 60   132700-132800   30     123.95  489.0    132.57     0.50    -9999
JUNGFRAUJ  000714 60   132800-132900   30     125.32  489.0    134.03     1.60    -9999
JUNGFRAUJ  000714 60   132900-133000   30     125.98  489.0    134.73     2.20    -9999
JUNGFRAUJ  000714 60   133000-133100   30     123.98  489.1    132.73     0.70    -9999
JUNGFRAUJ  000714 60   133100-133200   30     124.05  489.0    132.68     0.60    -9999
JUNGFRAUJ  000714 60   133200-133300   30     119.70  489.0    128.03    -2.90    -9999
JUNGFRAUJ  000714 60   133300-133400   30     120.47  488.8    128.60    -2.50    -9999
JUNGFRAUJ  000714 60   133400-133500   30     122.88  488.9    131.30    -0.40    -9999
JUNGFRAUJ  000714 60   133500-133600   30     123.85  488.9    132.33     0.40    -9999
JUNGFRAUJ  000714 60   133600-133700   30     124.77  488.8    133.18     1.00    -9999
JUNGFRAUJ  000714 60   133700-133800   30     122.35  488.8    130.62    -0.90    -9999
JUNGFRAUJ  000714 60   133800-133900   30     121.93  488.8    130.15    -1.30    -9999
JUNGFRAUJ  000714 60   133900-134000   30     123.72  489.0    132.32     0.30    -9999
JUNGFRAUJ  000714 60   134000-134100   30     123.27  488.9    131.72    -0.10    -9999
JUNGFRAUJ  000714 60   134100-134200   30     124.22  488.8    132.60     0.60    -9999
JUNGFRAUJ  000714 60   134200-134300   30     123.80  488.7    132.02     0.10    -9999
JUNGFRAUJ  000714 60   134300-134400   30     124.35  488.7    132.60     0.60    -9999
JUNGFRAUJ  000714 60   134400-134500   30     123.45  488.4    131.28    -0.40    -9999
JUNGFRAUJ  000714 60   134500-134600   30     122.58  489.0    131.10    -0.60    -9999
JUNGFRAUJ  000714 60   134600-134700   30     122.15  488.8    130.38    -1.10    -9999
JUNGFRAUJ  000714 60   134700-134800   30     125.65  488.7    134.00     1.60    -9999
JUNGFRAUJ  000714 60   134800-134900   30     124.00  488.8    132.37     0.40    -9999
JUNGFRAUJ  000714 60   134900-135000   30     125.98  488.7    134.35     1.90    -9999
JUNGFRAUJ  000714 60   135000-135100   30     121.50  488.7    129.58    -1.70    -9999
JUNGFRAUJ  000714 60   135100-135200   30     122.30  488.7    130.42    -1.10    -9999
JUNGFRAUJ  000714 60   135200-135300   30     123.58  488.6    131.67    -0.20    -9999
JUNGFRAUJ  000714 60   135300-135400   30     122.07  488.6    130.05    -1.40    -9999
JUNGFRAUJ  000714 60   135400-135500   30     121.65  488.7    129.72    -1.60    -9999
JUNGFRAUJ  000714 60   135500-135600   30     122.98  488.7    131.15    -0.50    -9999
JUNGFRAUJ  000714 60   135600-135700   30     122.10  488.8    130.33    -1.20    -9999
JUNGFRAUJ  000714 60   135700-135800   30     126.32  488.8    134.83     2.20    -9999
JUNGFRAUJ  000714 60   135800-135900   30     123.02  488.9    131.43    -0.30    -9999
JUNGFRAUJ  000714 60   135900-140000   30     123.92  488.5    131.90     0.00    -9999
JUNGFRAUJ  000714 60   140000-140100   30     122.47  488.8    130.73    -0.90    -9999
JUNGFRAUJ  000714 60   140100-140200   30     122.80  488.7    130.97    -0.70    -9999
JUNGFRAUJ  000714 60   140200-140300   30     127.45  488.7    135.92     3.10    -9999
JUNGFRAUJ  000714 60   140300-140400   30     126.05  488.7    134.42     1.90    -9999
JUNGFRAUJ  000714 60   140400-140500   30     123.22  488.7    131.40    -0.40    -9999
JUNGFRAUJ  000714 60   140500-140600   30     122.80  488.6    130.83    -0.80    -9999
JUNGFRAUJ  000714 60   140600-140700   30     124.67  488.7    132.95     0.80    -9999
JUNGFRAUJ  000714 60   140700-140800   30     125.42  488.7    133.75     1.40    -9999
JUNGFRAUJ  000714 60   140800-140900   30     124.75  488.7    133.05     0.90    -9999
JUNGFRAUJ  000714 60   140900-141000   30     125.05  488.7    133.37     1.10    -9999
JUNGFRAUJ  000714 60   141000-141100   30     126.47  488.7    134.87     2.30    -9999
JUNGFRAUJ  000714 60   141100-141200   30     126.53  488.5    134.67     2.10    -9999
JUNGFRAUJ  000714 60   141200-141300   30     124.73  488.7    133.02     0.90    -9999
JUNGFRAUJ  000714 60   141300-141400   30     123.10  488.8    131.42    -0.30    -9999
JUNGFRAUJ  000714 60   141400-141500   30     120.12  488.7    128.08    -2.90    -9999
JUNGFRAUJ  000714 60   141500-141600   30     124.25  488.7    132.50     0.50    -9999
JUNGFRAUJ  000714 60   141600-141700   30     122.25  488.8    130.50    -1.00    -9999
JUNGFRAUJ  000714 60   141700-141800   30     122.15  488.7    130.25    -1.20    -9999
JUNGFRAUJ  000714 60   141800-141900   30     125.52  488.8    134.00     1.60    -9999
JUNGFRAUJ  000714 60   141900-142000   30     126.87  488.7    135.30     2.60    -9999
JUNGFRAUJ  000714 60   142000-142100   30     120.28  488.7    128.28    -2.70    -9999
JUNGFRAUJ  000714 60   142100-142200   30     123.38  488.7    131.58    -0.20    -9999
JUNGFRAUJ  000714 60   142200-142300   30     124.80  488.8    133.22     1.00    -9999
JUNGFRAUJ  000714 60   142300-142400   30     124.07  488.7    132.32     0.30    -9999
JUNGFRAUJ  000714 60   142400-142500   30     124.00  488.7    132.23     0.30    -9999
JUNGFRAUJ  000714 60   142500-142600   30     120.80  488.8    128.95    -2.20    -9999
JUNGFRAUJ  000714 60   142600-142700   30     125.37  488.6    133.57     1.30    -9999
JUNGFRAUJ  000714 60   142700-142800   30     124.88  488.8    133.32     1.10    -9999
JUNGFRAUJ  000714 60   142800-142900   30     121.92  488.7    130.02    -1.40    -9999
JUNGFRAUJ  000714 60   142900-143000   30     126.48  488.7    134.88     2.30    -9999
JUNGFRAUJ  000714 60   143000-143100   30     122.35  488.8    130.60    -1.00    -9999
JUNGFRAUJ  000714 60   143100-143200   30     125.78  488.7    134.13     1.70    -9999
JUNGFRAUJ  000714 60   143200-143300   30     121.15  488.5    128.95    -2.20    -9999
JUNGFRAUJ  000714 60   143300-143400   30     120.98  488.4    128.65    -2.40    -9999
JUNGFRAUJ  000714 60   143400-143500   30     121.32  488.7    129.38    -1.90    -9999
JUNGFRAUJ  000714 60   143500-143600   30     125.95  488.4    133.93     1.60    -9999
JUNGFRAUJ  000714 60   143600-143700   30     122.27  488.6    130.25    -1.20    -9999
JUNGFRAUJ  000714 60   143700-143800   30     124.50  488.6    132.65     0.60    -9999
JUNGFRAUJ  000714 60   143800-143900   30     124.50  488.4    132.38     0.40    -9999
JUNGFRAUJ  000714 60   143900-144000   30     125.02  488.7    133.32     1.10    -9999
JUNGFRAUJ  000714 60   144000-144100   30     124.73  488.7    133.02     0.90    -9999
JUNGFRAUJ  000714 60   144100-144200   30     126.60  488.5    134.75     2.20    -9999
JUNGFRAUJ  000714 60   144200-144300   30     122.83  488.6    130.87    -0.80    -9999
JUNGFRAUJ  000714 60   144300-144400   30     124.40  488.6    132.53     0.50    -9999
JUNGFRAUJ  000714 60   144400-144500   30     122.85  488.5    130.75    -0.80    -9999
JUNGFRAUJ  000714 60   144500-144600   30     127.07  488.5    135.23     2.60    -9999
JUNGFRAUJ  000714 60   144600-144700   30     121.85  488.3    129.43    -1.80    -9999
JUNGFRAUJ  000714 60   144700-144800   30     125.87  488.6    134.10     1.70    -9999
JUNGFRAUJ  000714 60   144800-144900   30     123.88  488.3    131.60    -0.20    -9999
JUNGFRAUJ  000714 60   144900-145000   30     122.85  488.4    130.63    -0.90    -9999
JUNGFRAUJ  000714 60   145000-145100   30     127.57  488.3    135.53     2.80    -9999
JUNGFRAUJ  000714 60   145100-145200   30     125.68  488.5    133.77     1.40    -9999
JUNGFRAUJ  000714 60   145200-145300   30     122.47  488.3    130.10    -1.30    -9999
JUNGFRAUJ  000714 60   145300-145400   30     123.45  488.6    131.53    -0.30    -9999
JUNGFRAUJ  000714 60   145400-145500   30     120.08  488.2    127.43    -3.40    -9999
JUNGFRAUJ  000714 60   145500-145600   30     122.68  488.4    130.45    -1.10    -9999
JUNGFRAUJ  000714 60   145600-145700   30     121.68  488.3    129.27    -2.00    -9999
JUNGFRAUJ  000714 60   145700-145800   30     120.82  488.4    128.47    -2.60    -9999
JUNGFRAUJ  000714 60   145800-145900   30     121.93  488.5    129.78    -1.60    -9999
JUNGFRAUJ  000714 60   145900-150000   30     125.12  488.3    132.92     0.80    -9999
JUNGFRAUJ  000714 60   150000-150100   30     125.67  488.4    133.63     1.30    -9999
JUNGFRAUJ  000714 60   150100-150200   30     124.92  488.2    132.58     0.50    -9999
JUNGFRAUJ  000714 60   150200-150300   30     123.03  488.2    130.58    -1.00    -9999
JUNGFRAUJ  000714 60   150300-150400   30     124.93  488.5    132.98     0.80    -9999
JUNGFRAUJ  000714 60   150400-150500   30     124.17  488.4    132.03     0.10    -9999
JUNGFRAUJ  000714 60   150500-150600   30     121.78  488.2    129.27    -2.00    -9999
JUNGFRAUJ  000714 60   150600-150700   30     124.15  488.3    131.88     0.00    -9999
JUNGFRAUJ  000714 60   150700-150800   30     127.05  488.1    134.70     2.10    -9999
JUNGFRAUJ  000714 60   150800-150900   30     125.70  488.2    133.42     1.20    -9999
JUNGFRAUJ  000714 60   150900-151000   30     123.02  488.2    130.57    -1.00    -9999
JUNGFRAUJ  000714 60   151000-151100   30     121.95  488.1    129.30    -1.90    -9999
JUNGFRAUJ  000714 60   151100-151200   30     125.18  488.4    133.12     0.90    -9999
JUNGFRAUJ  000714 60   151200-151300   30     121.02  488.4    128.70    -2.40    -9999
JUNGFRAUJ  000714 60   151300-151400   30     123.42  488.1    130.87    -0.80    -9999
JUNGFRAUJ  000714 60   151400-151500   30     122.60  488.4    130.37    -1.10    -9999
JUNGFRAUJ  000714 60   151500-151600   30     122.65  488.2    130.17    -1.30    -9999
JUNGFRAUJ  000714 60   151600-151700   30     127.60  488.3    135.55     2.80    -9999
JUNGFRAUJ  000714 60   151700-151800   30     123.77  488.2    131.35    -0.40    -9999
JUNGFRAUJ  000714 60   151800-151900   30     125.45  488.3    133.27     1.10    -9999
JUNGFRAUJ  000714 60   151900-152000   30     119.77  488.3    127.23    -3.50    -9999
JUNGFRAUJ  000714 60   152000-152100   30     123.55  488.2    131.13    -0.60    -9999
JUNGFRAUJ  000714 60   152100-152200   30     119.55  488.1    126.77    -3.90    -9999
JUNGFRAUJ  000714 60   152200-152300   30     122.72  488.0    130.00    -1.40    -9999
JUNGFRAUJ  000714 60   152300-152400   30     123.63  488.1    131.10    -0.60    -9999
JUNGFRAUJ  000714 60   152400-152500   30     126.63  488.2    134.40     1.90    -9999
JUNGFRAUJ  000714 60   152500-152600   30     123.35  488.2    130.92    -0.70    -9999
JUNGFRAUJ  000714 60   152600-152700   30     125.40  488.2    133.08     0.90    -9999
JUNGFRAUJ  000714 60   152700-152800   30     124.13  488.2    131.75    -0.10    -9999
JUNGFRAUJ  000714 60   152800-152900   30     118.82  488.1    125.98    -4.50    -9999
JUNGFRAUJ  000714 60   152900-153000   30     122.03  487.9    129.15    -2.10    -9999
JUNGFRAUJ  000714 60   153000-153100   30     123.22  488.1    130.65    -0.90    -9999
JUNGFRAUJ  000714 60   153100-153200   30     123.27  488.1    130.70    -0.90    -9999
JUNGFRAUJ  000714 60   153200-153300   30     125.03  487.9    132.33     0.40    -9999
JUNGFRAUJ  000714 60   153300-153400   30     127.00  488.0    134.52     2.00    -9999
JUNGFRAUJ  000714 60   153400-153500   30     126.75  488.0    134.27     1.80    -9999
JUNGFRAUJ  000714 60   153500-153600   30     125.17  488.1    132.72     0.60    -9999
JUNGFRAUJ  000714 60   153600-153700   30     121.77  487.8    128.73    -2.40    -9999
JUNGFRAUJ  000714 60   153700-153800   30     124.47  488.0    131.85     0.00    -9999
JUNGFRAUJ  000714 60   153800-153900   30     122.55  488.1    129.95    -1.50    -9999
JUNGFRAUJ  000714 60   153900-154000   30     126.47  488.1    134.10     1.70    -9999
JUNGFRAUJ  000714 60   154000-154100   30     124.57  488.0    131.95     0.10    -9999
JUNGFRAUJ  000714 60   154100-154200   30     122.77  488.2    130.28    -1.20    -9999
JUNGFRAUJ  000714 60   154200-154300   30     122.13  488.0    129.37    -1.90    -9999
JUNGFRAUJ  000714 60   154300-154400   30     124.00  488.0    131.35    -0.40    -9999
JUNGFRAUJ  000714 60   154400-154500   30     124.77  488.2    132.42     0.40    -9999
JUNGFRAUJ  000714 60   154500-154600   30     124.42  488.1    131.92     0.00    -9999
JUNGFRAUJ  000714 60   154600-154700   30     129.33  487.9    136.87     3.80    -9999
JUNGFRAUJ  000714 60   154700-154800   30     122.90  487.8    129.93    -1.50    -9999
JUNGFRAUJ  000714 60   154800-154900   30     125.57  487.8    132.75     0.70    -9999
JUNGFRAUJ  000714 60   154900-155000   30     128.10  487.6    135.17     2.50    -9999
JUNGFRAUJ  000714 60   155000-155100   30     123.28  487.6    130.08    -1.40    -9999
JUNGFRAUJ  000714 60   155100-155200   30     125.18  487.6    132.08     0.20    -9999
JUNGFRAUJ  000714 60   155200-155300   30     125.15  487.8    132.32     0.30    -9999
JUNGFRAUJ  000714 60   155300-155400   30     124.50  488.2    132.13     0.20    -9999
JUNGFRAUJ  000714 60   155400-155500   30     123.77  487.9    130.97    -0.70    -9999
JUNGFRAUJ  000714 60   155500-155600   30     126.35  487.6    133.33     1.10    -9999
JUNGFRAUJ  000714 60   155600-155700   30     122.92  487.5    129.58    -1.70    -9999
JUNGFRAUJ  000714 60   155700-155800   30     124.88  487.3    131.40    -0.40    -9999
JUNGFRAUJ  000714 60   155800-155900   30     123.08  487.6    129.88    -1.50    -9999
JUNGFRAUJ  000714 60   155900-160000   30     124.52  487.7    131.52    -0.30    -9999
JUNGFRAUJ  000714 3600 160000-170000   30     123.94  488.0    131.32    -0.40    -9999
JUNGFRAUJ  000714 3600 170000-180000   30     122.75  488.1    130.10    -1.30    -9999
JUNGFRAUJ  000714 3600 180000-190000   30     122.16  488.2    129.64    -1.70    -9999
JUNGFRAUJ  000714 3600 190000-200000   30     122.64  488.1    130.05    -1.40    -9999
JUNGFRAUJ  000714 3600 200000-210000   30     122.73  488.0    130.07    -1.40    -9999
JUNGFRAUJ  000714 3600 210000-220000   30     122.84  488.0    130.09    -1.40    -9999
JUNGFRAUJ  000714 3600 220000-230000   30     122.42  488.1    129.76    -1.60    -9999
JUNGFRAUJ  000714 3600 230000-240000   30     122.94  487.9    130.09    -1.30    -9999
JUNGFRAUJ  000715 3600 000000-010000   30     123.92  487.6    130.71    -0.90    -9999
JUNGFRAUJ  000715 3600 010000-020000   30     123.95  487.3    130.35    -1.20    -9999
JUNGFRAUJ  000715 3600 020000-030000   30     124.47  487.1    130.71    -0.90    -9999
JUNGFRAUJ  000715 3600 030000-040000   30     124.83  486.9    130.88    -0.70    -9999
JUNGFRAUJ  000715 3600 040000-050000   30     125.72  486.7    131.53    -0.30    -9999
JUNGFRAUJ  000715 3600 050000-060000   30     125.91  486.7    131.65    -0.20    -9999
JUNGFRAUJ  000715 3600 060000-070000   30     126.13  486.7    131.98     0.10    -9999
JUNGFRAUJ  000715 3600 070000-080000   30     126.52  486.8    132.56     0.50    -9999
JUNGFRAUJ  000715 3600 080000-090000   30     127.12  486.9    133.24     1.00    -9999
JUNGFRAUJ  000715 3600 090000-100000   30     127.53  486.9    133.68     1.40    -9999
JUNGFRAUJ  000715 3600 100000-110000   30     127.41  486.9    133.59     1.30    -9999
JUNGFRAUJ  000715 3600 110000-120000   30     126.76  487.0    133.02     0.90    -9999
JUNGFRAUJ  000715 3600 120000-130000   30     125.99  487.1    132.26     0.30    -9999
JUNGFRAUJ  000715 3600 130000-140000   30     125.49  487.1    131.88     0.00    -9999
JUNGFRAUJ  000715 3600 140000-150000   30     124.88  487.1    131.18    -0.50    -9999
JUNGFRAUJ  000715 3600 150000-160000   30     122.87  487.3    129.22    -2.00    -9999
JUNGFRAUJ  000715 3600 160000-170000   30     124.46  487.3    130.89    -0.70    -9999
JUNGFRAUJ  000715 3600 170000-180000   30     124.03  487.4    130.68    -0.90    -9999
JUNGFRAUJ  000715 3600 180000-190000   30     122.57  487.7    129.42    -1.90    -9999
JUNGFRAUJ  000715 3600 190000-200000   30     122.19  487.7    129.12    -2.10    -9999
JUNGFRAUJ  000715 3600 200000-210000   30     121.36  488.0    128.53    -2.50    -9999
JUNGFRAUJ  000715 3600 210000-220000   30     121.19  488.0    128.37    -2.70    -9999
JUNGFRAUJ  000715 3600 220000-230000   30     116.95  488.1    124.00    -6.00    -9999
JUNGFRAUJ  000715 3600 230000-240000   30     117.33  488.0    124.34    -5.70    -9999
*
COMMENT    SNOW FALL DURING ALL THREE DAYS OF THIS EVENT.
COMMENT    DATA VERIFIED BY ERWIN O. FLUECKIGER AND ROLF BUETIKOFER
COMMENT    FOR THE COSMIC RAY GROUP OF THE UNIVERSITY OF BERN.
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2022-05-13 14:50:50 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE59/C059JUNG.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
