,latitude,longitude,altitude (km),edose,adose,dosee,tn1,tn2,tn3,SEU,SEL,longitudeTranslated,datetime,SEU (Upsets/hr/Gb),SEL (Latch-ups/hr/device)
0,-90.0,0.0,11.89,4.522621561616222,5.60394611857265,2.8715418790677862,2.6421598006059925,1.677648457217517,1.1128637814622564,1.677648457217517e-13,1.677648457217517e-08,0.0,2012-05-17 03:10:00+00:00,0.6039534445983061,6.039534445983061e-05
1,-90.0,5.0,11.89,4.522621561616222,5.60394611857265,2.8715418790677862,2.6421598006059925,1.677648457217517,1.1128637814622564,1.677648457217517e-13,1.677648457217517e-08,5.0,2012-05-17 03:10:00+00:00,0.6039534445983061,6.039534445983061e-05
2,-90.0,10.0,11.89,4.522621561616222,5.60394611857265,2.8715418790677862,2.6421598006059925,1.677648457217517,1.1128637814622564,1.677648457217517e-13,1.677648457217517e-08,10.0,2012-05-17 03:10:00+00:00,0.6039534445983061,6.039534445983061e-05
3,-90.0,15.0,11.89,4.522621561616222,5.60394611857265,2.8715418790677862,2.6421598006059925,1.677648457217517,1.1128637814622564,1.677648457217517e-13,1.677648457217517e-08,15.0,2012-05-17 03:10:00+00:00,0.6039534445983061,6.039534445983061e-05
4,-90.0,20.0,11.89,4.522621561616222,5.60394611857265,2.8715418790677862,2.6421598006059925,1.677648457217517,1.1128637814622564,1.677648457217517e-13,1.677648457217517e-08,20.0,2012-05-17 03:10:00+00:00,0.6039534445983061,6.039534445983061e-05
5,-90.0,25.0,11.89,4.522621561616222,5.60394611857265,2.8715418790677862,2.6421598006059925,1.677648457217517,1.1128637814622564,1.677648457217517e-13,1.677648457217517e-08,25.0,2012-05-17 03:10:00+00:00,0.6039534445983061,6.039534445983061e-05
6,-90.0,30.0,11.89,4.522621561616222,5.60394611857265,2.8715418790677862,2.6421598006059925,1.677648457217517,1.1128637814622564,1.677648457217517e-13,1.677648457217517e-08,30.0,2012-05-17 03:10:00+00:00,0.6039534445983061,6.039534445983061e-05
7,-90.0,35.0,11.89,4.522621561616222,5.60394611857265,2.8715418790677862,2.6421598006059925,1.677648457217517,1.1128637814622564,1.677648457217517e-13,1.677648457217517e-08,35.0,2012-05-17 03:10:00+00:00,0.6039534445983061,6.039534445983061e-05
8,-90.0,40.0,11.89,4.522621561616222,5.60394611857265,2.8715418790677862,2.6421598006059925,1.677648457217517,1.1128637814622564,1.677648457217517e-13,1.677648457217517e-08,40.0,2012-05-17 03:10:00+00:00,0.6039534445983061,6.039534445983061e-05
9,-90.0,45.0,11.89,4.522621561616222,5.60394611857265,2.8715418790677862,2.6421598006059925,1.677648457217517,1.1128637814622564,1.677648457217517e-13,1.677648457217517e-08,45.0,2012-05-17 03:10:00+00:00,0.6039534445983061,6.039534445983061e-05
