,latitude,longitude,altitude (km),edose,adose,dosee,tn1,tn2,tn3,SEU,SEL,longitudeTranslated,datetime,SEU (Upsets/hr/Gb),SEL (Latch-ups/hr/device)
0,-90.0,0.0,11.89,4.842460083112004,4.724780362761779,2.847632611715748,2.0064216053330446,1.2862223864659894,0.8745631601699282,1.2862223864659894e-13,1.2862223864659894e-08,0.0,2012-05-17 02:00:00+00:00,0.4630400591277562,4.630400591277562e-05
1,-90.0,5.0,11.89,4.842460083844017,4.724780364397147,2.847632612975751,2.0064216062687827,1.2862223870448017,0.8745631605219074,1.2862223870448018e-13,1.2862223870448018e-08,5.0,2012-05-17 02:00:00+00:00,0.46304005933612863,4.630400593361286e-05
2,-90.0,10.0,11.89,4.842460100969091,4.724780378203883,2.8476326214449705,2.0064216115389013,1.286222390442345,0.8745631628833774,1.2862223904423452e-13,1.286222390442345e-08,10.0,2012-05-17 02:00:00+00:00,0.46304006055924424,4.630400605592442e-05
3,-90.0,15.0,11.89,4.842460080371215,4.724780359919787,2.8476326098050433,2.00642160410166,1.2862223856763306,0.8745631596306002,1.2862223856763306e-13,1.2862223856763307e-08,15.0,2012-05-17 02:00:00+00:00,0.46304005884347904,4.630400588434791e-05
4,-90.0,20.0,11.89,4.842460080425774,4.724780359272461,2.8476326098631026,2.0064216037292373,1.2862223854301449,0.8745631594709192,1.2862223854301449e-13,1.2862223854301449e-08,20.0,2012-05-17 02:00:00+00:00,0.46304005875485216,4.6304005875485214e-05
5,-90.0,25.0,11.89,4.842460076688437,4.724780355968062,2.847632607827844,2.006421602397079,1.2862223845800351,0.8745631588816695,1.2862223845800353e-13,1.2862223845800352e-08,25.0,2012-05-17 02:00:00+00:00,0.4630400584488127,4.630400584488127e-05
6,-90.0,30.0,11.89,4.8424600698307305,4.7247803510312325,2.847632604064593,2.006421600600399,1.2862223834254047,0.8745631580934111,1.2862223834254047e-13,1.2862223834254047e-08,30.0,2012-05-17 02:00:00+00:00,0.4630400580331457,4.630400580331457e-05
7,-90.0,35.0,11.89,4.842460083615336,4.724780361729767,2.847632611763351,2.0064216045598884,1.2862223859799944,0.8745631598581576,1.2862223859799945e-13,1.2862223859799944e-08,35.0,2012-05-17 02:00:00+00:00,0.46304005895279804,4.63040058952798e-05
8,-90.0,40.0,11.89,4.842460089560884,4.724780367479565,2.8476326142635098,2.006421607007056,1.2862223875434888,0.8745631609237279,1.2862223875434888e-13,1.2862223875434888e-08,40.0,2012-05-17 02:00:00+00:00,0.46304005951565597,4.63040059515656e-05
9,-90.0,45.0,11.89,4.8424600887263,4.7247803670532775,2.8476326143804993,2.0064216069047234,1.2862223874825929,0.8745631608814308,1.2862223874825928e-13,1.286222387482593e-08,45.0,2012-05-17 02:00:00+00:00,0.4630400594937334,4.630400594937335e-05
10,-90.0,50.0,11.89,4.842460105894807,4.7247803818014855,2.8476326239502905,2.006421612769349,1.286222391260712,0.8745631634933894,1.286222391260712e-13,1.286222391260712e-08,50.0,2012-05-17 02:00:00+00:00,0.4630400608538563,4.6304006085385636e-05
11,-90.0,55.0,11.89,4.842460099383214,4.724780376761351,2.84763262051525,2.0064216108883794,1.2862223900395977,0.8745631626270246,1.2862223900395977e-13,1.2862223900395978e-08,55.0,2012-05-17 02:00:00+00:00,0.4630400604142552,4.630400604142552e-05
12,-90.0,60.0,11.89,4.842460075321044,4.72478035470537,2.8476326063419535,2.006421601841399,1.2862223842276195,0.8745631586543413,1.2862223842276194e-13,1.2862223842276195e-08,60.0,2012-05-17 02:00:00+00:00,0.463040058321943,4.63040058321943e-05
13,-90.0,65.0,11.89,4.842460079266121,4.7247803579717536,2.847632609101008,2.0064216030330453,1.2862223849993044,0.8745631591849777,1.2862223849993044e-13,1.2862223849993044e-08,65.0,2012-05-17 02:00:00+00:00,0.46304005859974956,4.6304005859974956e-05
14,-90.0,70.0,11.89,4.8424600790637,4.724780357676647,2.847632608488957,2.0064216029767326,1.2862223849485823,0.8745631591520154,1.2862223849485823e-13,1.2862223849485824e-08,70.0,2012-05-17 02:00:00+00:00,0.4630400585814896,4.630400585814896e-05
15,-90.0,75.0,11.89,4.842460096990376,4.724780373883006,2.847632618505099,2.006421609553255,1.2862223891858455,0.8745631620530913,1.2862223891858455e-13,1.2862223891858455e-08,75.0,2012-05-17 02:00:00+00:00,0.4630400601069044,4.6304006010690436e-05
16,-90.0,80.0,11.89,4.842460077211704,4.724780357392614,2.8476326080773995,2.0064216031093363,1.2862223850384913,0.8745631591953245,1.2862223850384915e-13,1.2862223850384913e-08,80.0,2012-05-17 02:00:00+00:00,0.46304005861385694,4.6304005861385686e-05
17,-90.0,85.0,11.89,4.842460078568599,4.7247803590665995,2.8476326094519506,2.0064216039391063,1.2862223855599315,0.8745631595251191,1.2862223855599315e-13,1.2862223855599315e-08,85.0,2012-05-17 02:00:00+00:00,0.46304005880157534,4.6304005880157536e-05
18,-90.0,90.0,11.89,4.842460090585506,4.724780368658907,2.8476326158098755,2.0064216075551315,1.2862223879023331,0.8745631611677582,1.2862223879023332e-13,1.2862223879023331e-08,90.0,2012-05-17 02:00:00+00:00,0.46304005964483996,4.6304005964483996e-05
19,-90.0,95.0,11.89,4.842460081761521,4.724780360269404,2.8476326100128624,2.0064216040221314,1.2862223856279955,0.8745631596226382,1.2862223856279955e-13,1.2862223856279956e-08,95.0,2012-05-17 02:00:00+00:00,0.46304005882607835,4.630400588260784e-05
