,latitude,longitude,altitude (km),edose,adose,dosee,tn1,tn2,tn3,SEU,SEL,datetime
0,-90.0,0.0,15.24,31.942723135846215,27.69677725216521,18.584597148207486,10.584233984199512,6.650503196651628,4.424554422541876,6.650503196651628e-13,6.650503196651628e-08,2012-05-17 02:05:00+00:00
1,-90.0,5.0,15.24,31.94272310789129,27.696777229511405,18.5845971286833,10.58423397702238,6.650503192073323,4.4245544194465065,6.650503192073323e-13,6.650503192073324e-08,2012-05-17 02:05:00+00:00
2,-90.0,10.0,15.24,31.942723095879565,27.69677722454127,18.584597123919156,10.584233976212063,6.650503191553024,4.424554419056355,6.650503191553024e-13,6.650503191553024e-08,2012-05-17 02:05:00+00:00
3,-90.0,15.0,15.24,31.94272309068012,27.696777221086915,18.584597121053644,10.584233975209417,6.650503190933094,4.424554418626099,6.650503190933094e-13,6.650503190933094e-08,2012-05-17 02:05:00+00:00
4,-90.0,20.0,15.24,31.94272306530026,27.696777195016296,18.58459710422047,10.584233964434887,6.650503184137347,4.42455441411675,6.650503184137347e-13,6.650503184137346e-08,2012-05-17 02:05:00+00:00
5,-90.0,25.0,15.24,31.94272308770599,27.696777218144824,18.58459711816146,10.584233974288422,6.650503190338738,4.424554418234044,6.650503190338739e-13,6.650503190338738e-08,2012-05-17 02:05:00+00:00
6,-90.0,30.0,15.24,31.942723087944653,27.696777207214506,18.584597116266416,10.584233967184405,6.650503185946648,4.424554415469052,6.650503185946648e-13,6.650503185946648e-08,2012-05-17 02:05:00+00:00
7,-90.0,35.0,15.24,31.942723056911834,27.696777193813283,18.584597100444075,10.584233965547146,6.6505031847920835,4.424554414472061,6.650503184792084e-13,6.650503184792084e-08,2012-05-17 02:05:00+00:00
8,-90.0,40.0,15.24,31.94272310583477,27.696777219704515,18.584597125155675,10.584233971626665,6.6505031887715385,4.424554417393002,6.650503188771538e-13,6.650503188771539e-08,2012-05-17 02:05:00+00:00
9,-90.0,45.0,15.24,31.942723125933277,27.696777243303583,18.58459713800972,10.584233981948014,6.650503195147648,4.424554421475486,6.650503195147648e-13,6.650503195147648e-08,2012-05-17 02:05:00+00:00
10,-90.0,50.0,15.24,31.942723068716997,27.696777192284866,18.584597104145107,10.584233962329789,6.650503182839986,4.4245544133276615,6.650503182839987e-13,6.650503182839987e-08,2012-05-17 02:05:00+00:00
11,-90.0,55.0,15.24,31.942723083459676,27.696777203415976,18.584597114520694,10.584233965670924,6.650503185028844,4.424554414851688,6.650503185028845e-13,6.650503185028844e-08,2012-05-17 02:05:00+00:00
12,-90.0,60.0,15.24,31.942723088582117,27.6967772182819,18.584597118916054,10.584233974006654,6.65050319017153,4.424554418133325,6.650503190171529e-13,6.65050319017153e-08,2012-05-17 02:05:00+00:00
13,-90.0,65.0,15.24,31.94272307537065,27.696777211926772,18.584597113389624,10.584233972499009,6.650503189162738,4.424554417347763,6.650503189162739e-13,6.650503189162738e-08,2012-05-17 02:05:00+00:00
14,-90.0,70.0,15.24,31.94272308689518,27.696777213888137,18.584597120643146,10.584233970599572,6.650503188110043,4.424554416835491,6.650503188110043e-13,6.650503188110043e-08,2012-05-17 02:05:00+00:00
15,-90.0,75.0,15.24,31.942723117387033,27.696777246922345,18.584597135559967,10.584233986237045,6.650503197820499,4.424554423163473,6.650503197820499e-13,6.650503197820499e-08,2012-05-17 02:05:00+00:00
16,-90.0,80.0,15.24,31.94272307431759,27.696777198234113,18.584597111134048,10.58423396406092,6.650503184053368,4.424554414247165,6.650503184053368e-13,6.650503184053368e-08,2012-05-17 02:05:00+00:00
17,-90.0,85.0,15.24,31.942723071744048,27.696777204426155,18.58459711164327,10.584233968300545,6.65050318662141,4.424554415790762,6.650503186621411e-13,6.65050318662141e-08,2012-05-17 02:05:00+00:00
18,-90.0,90.0,15.24,31.94272309391262,27.696777216270533,18.584597119278264,10.584233971954042,6.650503188874367,4.424554417296131,6.650503188874367e-13,6.650503188874367e-08,2012-05-17 02:05:00+00:00
19,-90.0,95.0,15.24,31.94272309789504,27.696777218975058,18.584597121468327,10.584233972884405,6.6505031894848825,4.424554417713817,6.650503189484883e-13,6.650503189484882e-08,2012-05-17 02:05:00+00:00
