,latitude,longitude,altitude (km),edose,adose,dosee,tn1,tn2,tn3,SEU,SEL,datetime
0,-90.0,0.0,15.24,12.189927123710806,12.199271481132154,7.5403376159955044,5.020593782862594,3.1410848525076625,2.0615830851999117,3.1410848525076626e-13,3.1410848525076624e-08,2012-05-17 03:00:00+00:00
1,-90.0,5.0,15.24,12.189927127163637,12.199271482622025,7.540337617202263,5.02059378317696,3.1410848527029978,2.061583085345182,3.1410848527029977e-13,3.1410848527029975e-08,2012-05-17 03:00:00+00:00
2,-90.0,10.0,15.24,12.189927114420449,12.199271466938148,7.540337608550581,5.020593776043949,3.141084848230557,2.061583082423917,3.141084848230557e-13,3.141084848230557e-08,2012-05-17 03:00:00+00:00
3,-90.0,15.0,15.24,12.18992712663261,12.199271485096041,7.540337617601195,5.020593784872583,3.1410848537560514,2.06158308600706,3.1410848537560515e-13,3.1410848537560514e-08,2012-05-17 03:00:00+00:00
4,-90.0,20.0,15.24,12.189927123284344,12.199271479073948,7.540337614722492,5.02059378182765,3.1410848518502528,2.0615830847786394,3.141084851850253e-13,3.141084851850253e-08,2012-05-17 03:00:00+00:00
5,-90.0,25.0,15.24,12.189927119118389,12.199271474523282,7.540337613230761,5.020593779546821,3.1410848504522932,2.061583083878297,3.1410848504522935e-13,3.141084850452293e-08,2012-05-17 03:00:00+00:00
6,-90.0,30.0,15.24,12.189927106917878,12.19927146407207,7.5403376052877515,5.020593775829778,3.141084848091446,2.0615830822952543,3.141084848091446e-13,3.1410848480914464e-08,2012-05-17 03:00:00+00:00
7,-90.0,35.0,15.24,12.189927118142533,12.199271470894004,7.540337612173702,5.0205937774615705,3.1410848491665035,2.061583083063626,3.1410848491665037e-13,3.141084849166504e-08,2012-05-17 03:00:00+00:00
8,-90.0,40.0,15.24,12.189927119704542,12.199271471911079,7.540337611148078,5.0205937782835015,3.141084849640802,2.0615830833588342,3.141084849640802e-13,3.141084849640802e-08,2012-05-17 03:00:00+00:00
9,-90.0,45.0,15.24,12.189927116912777,12.199271470271324,7.540337610292543,5.020593777659786,3.1410848492558876,2.061583083098304,3.1410848492558876e-13,3.141084849255888e-08,2012-05-17 03:00:00+00:00
10,-90.0,50.0,15.24,12.189927119274252,12.199271474658705,7.540337612781762,5.020593779766351,3.1410848505767612,2.0615830839487286,3.1410848505767613e-13,3.1410848505767615e-08,2012-05-17 03:00:00+00:00
