,latitude,longitude,altitude (km),edose,adose,dosee,tn1,tn2,tn3,SEU,SEL,datetime
0,-90.0,0.0,15.24,10.979802187310545,11.722851256537698,6.957279783710763,4.975722311591879,3.107453498725416,2.02927691623315,3.1074534987254164e-13,3.107453498725416e-08,2012-05-17 03:40:00+00:00
1,-90.0,5.0,15.24,10.979802185946072,11.722851253561084,6.957279782684202,4.975722310058938,3.1074534977997135,2.0292769156595223,3.107453497799714e-13,3.1074534977997134e-08,2012-05-17 03:40:00+00:00
2,-90.0,10.0,15.24,10.979802193770434,11.722851265304769,6.9572797877222605,4.975722315881271,3.1074535013953075,2.0292769179573162,3.1074535013953074e-13,3.1074535013953074e-08,2012-05-17 03:40:00+00:00
3,-90.0,15.0,15.24,10.97980219110279,11.722851262689487,6.957279786315699,4.975722314748758,3.107453500693004,2.0292769175012944,3.107453500693004e-13,3.107453500693004e-08,2012-05-17 03:40:00+00:00
4,-90.0,20.0,15.24,10.97980218662738,11.722851256420325,6.957279783083116,4.975722311795039,3.1074534988500697,2.0292769163086657,3.1074534988500696e-13,3.10745349885007e-08,2012-05-17 03:40:00+00:00
5,-90.0,25.0,15.24,10.979802192496088,11.722851262831238,6.9572797871653504,4.9757223144521525,3.107453500516213,2.0292769173992378,3.107453500516213e-13,3.107453500516213e-08,2012-05-17 03:40:00+00:00
6,-90.0,30.0,15.24,10.97980219419975,11.72285126394168,6.95727978817786,4.975722314756949,3.107453500713557,2.0292769175381604,3.107453500713557e-13,3.107453500713557e-08,2012-05-17 03:40:00+00:00
7,-90.0,35.0,15.24,10.979802187116608,11.722851256790793,6.957279783741845,4.975722311804671,3.1074534988642157,2.0292769163242563,3.107453498864216e-13,3.107453498864216e-08,2012-05-17 03:40:00+00:00
8,-90.0,40.0,15.24,10.97980218864976,11.722851258162796,6.957279784595839,4.9757223123712615,3.107453499221489,2.0292769165608364,3.107453499221489e-13,3.107453499221489e-08,2012-05-17 03:40:00+00:00
9,-90.0,45.0,15.24,10.979802190607934,11.722851260392318,6.957279785389076,4.975722313457557,3.1074534998836123,2.0292769169809826,3.107453499883612e-13,3.107453499883612e-08,2012-05-17 03:40:00+00:00
10,-90.0,50.0,15.24,10.97980218842901,11.722851258742212,6.957279784490597,4.975722312799158,3.107453499476374,2.029276916714799,3.107453499476374e-13,3.107453499476374e-08,2012-05-17 03:40:00+00:00
11,-90.0,55.0,15.24,10.979802189637274,11.722851260483191,6.957279785166143,4.975722313753486,3.107453500082724,2.0292769171135068,3.107453500082724e-13,3.107453500082724e-08,2012-05-17 03:40:00+00:00
12,-90.0,60.0,15.24,10.979802190874251,11.722851260131614,6.957279785778733,4.975722313102878,3.1074534996627596,2.029276916840633,3.10745349966276e-13,3.10745349966276e-08,2012-05-17 03:40:00+00:00
13,-90.0,65.0,15.24,10.979802190910565,11.722851260473638,6.957279786297646,4.975722313191765,3.107453499727003,2.0292769168864395,3.107453499727003e-13,3.107453499727003e-08,2012-05-17 03:40:00+00:00
14,-90.0,70.0,15.24,10.979802188824129,11.72285125879181,6.957279784698581,4.975722312736594,3.107453499441956,2.029276916696797,3.107453499441956e-13,3.107453499441956e-08,2012-05-17 03:40:00+00:00
15,-90.0,75.0,15.24,10.979802183787944,11.722851253207757,6.957279781521664,4.975722310289559,3.107453497910323,2.029276915696746,3.1074534979103234e-13,3.107453497910323e-08,2012-05-17 03:40:00+00:00
16,-90.0,80.0,15.24,10.979802192941222,11.722851262357576,6.95727978713045,4.975722314064913,3.107453500271707,2.029276917244709,3.1074535002717075e-13,3.107453500271707e-08,2012-05-17 03:40:00+00:00
17,-90.0,85.0,15.24,10.979802185511451,11.722851255031175,6.957279782478679,4.975722311134444,3.1074534984446727,2.029276916050863,3.107453498444673e-13,3.107453498444673e-08,2012-05-17 03:40:00+00:00
18,-90.0,90.0,15.24,10.979802190227947,11.7228512602139,6.957279785768179,4.975722313277989,3.107453499785548,2.029276916925237,3.107453499785548e-13,3.1074534997855484e-08,2012-05-17 03:40:00+00:00
19,-90.0,95.0,15.24,10.97980219506779,11.72285126541673,6.957279788669034,4.975722315520377,3.1074535011765962,2.0292769178263703,3.1074535011765963e-13,3.107453501176596e-08,2012-05-17 03:40:00+00:00
20,-90.0,100.0,15.24,10.979802190982046,11.722851260420585,6.957279786258093,4.975722313197056,3.1074534997393766,2.029276916901982,3.1074534997393766e-13,3.1074534997393765e-08,2012-05-17 03:40:00+00:00
21,-90.0,105.0,15.24,10.979802189550133,11.722851260537137,6.95727978561091,4.975722313606824,3.1074534999835794,2.029276917042395,3.1074534999835796e-13,3.1074534999835794e-08,2012-05-17 03:40:00+00:00
22,-90.0,110.0,15.24,10.97980219170277,11.722851261393169,6.957279786543057,4.975722313684774,3.1074535000325536,2.029276917084545,3.1074535000325536e-13,3.107453500032554e-08,2012-05-17 03:40:00+00:00
23,-90.0,115.0,15.24,10.979802192038814,11.722851261946259,6.957279786917576,4.975722313938882,3.1074535001964825,2.0292769171932945,3.1074535001964827e-13,3.1074535001964825e-08,2012-05-17 03:40:00+00:00
24,-90.0,120.0,15.24,10.979802186890627,11.722851256076096,6.957279783197942,4.975722311490315,3.1074534986631304,2.0292769161935444,3.1074534986631305e-13,3.1074534986631305e-08,2012-05-17 03:40:00+00:00
25,-90.0,125.0,15.24,10.97980219397573,11.722851262673096,6.957279787343814,4.975722314136526,3.1074535003183748,2.0292769172805785,3.1074535003183747e-13,3.107453500318375e-08,2012-05-17 03:40:00+00:00
26,-90.0,130.0,15.24,10.97980219055812,11.722851261368355,6.957279785810042,4.9757223140332,3.1074535002463373,2.029276917213476,3.107453500246337e-13,3.1074535002463376e-08,2012-05-17 03:40:00+00:00
27,-90.0,135.0,15.24,10.97980219127253,11.722851261352554,6.957279785898988,4.975722313927403,3.107453500181442,2.0292769171782905,3.107453500181442e-13,3.1074535001814423e-08,2012-05-17 03:40:00+00:00
28,-90.0,140.0,15.24,10.97980219269461,11.722851261937722,6.9572797871911005,4.9757223138129305,3.1074535001272428,2.029276917160419,3.1074535001272427e-13,3.107453500127243e-08,2012-05-17 03:40:00+00:00
29,-90.0,145.0,15.24,10.979802191632215,11.722851260701761,6.957279786286252,4.975722313310588,3.107453499805023,2.029276916944789,3.1074534998050234e-13,3.1074534998050235e-08,2012-05-17 03:40:00+00:00
30,-90.0,150.0,15.24,10.979802186113412,11.722851255366052,6.957279783038037,4.975722311101614,3.1074534984198015,2.0292769160322504,3.1074534984198013e-13,3.107453498419802e-08,2012-05-17 03:40:00+00:00
31,-90.0,155.0,15.24,10.979802191030824,11.722851259730229,6.957279786025039,4.975722312759471,3.107453499461943,2.0292769167230884,3.107453499461943e-13,3.107453499461943e-08,2012-05-17 03:40:00+00:00
32,-90.0,160.0,15.24,10.979802188446936,11.72285125780038,6.957279784331093,4.975722312178467,3.1074534990902434,2.029276916468941,3.107453499090243e-13,3.1074534990902435e-08,2012-05-17 03:40:00+00:00
33,-90.0,165.0,15.24,10.979802189279964,11.72285125886295,6.9572797850283115,4.97572231267661,3.1074534994163683,2.0292769166915074,3.107453499416368e-13,3.1074534994163684e-08,2012-05-17 03:40:00+00:00
34,-90.0,170.0,15.24,10.97980218930044,11.72285125822497,6.957279784747887,4.975722312249001,3.1074534991334564,2.029276916500838,3.1074534991334567e-13,3.107453499133456e-08,2012-05-17 03:40:00+00:00
35,-90.0,175.0,15.24,10.9798021909742,11.722851261388024,6.957279786141246,4.975722313901429,3.107453500168358,2.029276917167531,3.107453500168358e-13,3.1074535001683577e-08,2012-05-17 03:40:00+00:00
36,-90.0,180.0,15.24,10.979802191926556,11.722851262925406,6.957279786669475,4.975722314742288,3.1074535006933846,2.029276917507714,3.107453500693385e-13,3.1074535006933844e-08,2012-05-17 03:40:00+00:00
37,-90.0,185.0,15.24,10.979802185716066,11.722851255155962,6.957279782877967,4.975722311055993,3.1074534983944604,2.029276916015849,3.1074534983944604e-13,3.10745349839446e-08,2012-05-17 03:40:00+00:00
38,-90.0,190.0,15.24,10.979802191451784,11.722851261646332,6.95727978632248,4.975722313963195,3.107453500203274,2.02927691719082,3.107453500203274e-13,3.107453500203274e-08,2012-05-17 03:40:00+00:00
39,-90.0,195.0,15.24,10.97980219171415,11.722851262804642,6.9572797866604095,4.9757223146643526,3.107453500642064,2.029276917471093,3.107453500642064e-13,3.107453500642064e-08,2012-05-17 03:40:00+00:00
40,-90.0,200.0,15.24,10.979802192419145,11.72285126405338,6.957279786896046,4.975722315391235,3.107453501087679,2.029276917754116,3.107453501087679e-13,3.107453501087679e-08,2012-05-17 03:40:00+00:00
41,-90.0,205.0,15.24,10.979802196514221,11.7228512682774,6.957279789833814,4.975722317042263,3.107453502127492,2.029276918438752,3.107453502127492e-13,3.107453502127492e-08,2012-05-17 03:40:00+00:00
42,-90.0,210.0,15.24,10.979802189612236,11.72285126035016,6.957279785253396,4.975722313561122,3.1074534999474377,2.0292769170162113,3.107453499947438e-13,3.1074534999474376e-08,2012-05-17 03:40:00+00:00
43,-90.0,215.0,15.24,10.979802191523358,11.722851260645525,6.957279786480859,4.975722313260151,3.107453499786134,2.0292769169411584,3.1074534997861337e-13,3.107453499786134e-08,2012-05-17 03:40:00+00:00
44,-90.0,220.0,15.24,10.979802195164075,11.722851265176532,6.957279789226246,4.975722315190771,3.1074535009846636,2.0292769177128522,3.1074535009846636e-13,3.107453500984664e-08,2012-05-17 03:40:00+00:00
45,-90.0,225.0,15.24,10.979802184645227,11.722851254000759,6.957279781697337,4.975722310726156,3.10745349818253,2.029276915875244,3.10745349818253e-13,3.10745349818253e-08,2012-05-17 03:40:00+00:00
46,-90.0,230.0,15.24,10.979802192518122,11.722851261602132,6.957279786607196,4.975722313815672,3.107453500132146,2.029276917167038,3.107453500132146e-13,3.107453500132146e-08,2012-05-17 03:40:00+00:00
47,-90.0,235.0,15.24,10.979802188800242,11.722851259251161,6.957279784255412,4.97572231318093,3.107453499704184,2.029276916856166,3.107453499704184e-13,3.1074534997041836e-08,2012-05-17 03:40:00+00:00
48,-90.0,240.0,15.24,10.979802188383674,11.722851257219437,6.957279783875872,4.975722311977092,3.107453498976272,2.02927691640776,3.107453498976272e-13,3.107453498976272e-08,2012-05-17 03:40:00+00:00
49,-90.0,245.0,15.24,10.979802191966435,11.722851262018064,6.957279786829515,4.975722314012795,3.107453500237568,2.0292769172159617,3.107453500237568e-13,3.107453500237568e-08,2012-05-17 03:40:00+00:00
50,-90.0,250.0,15.24,10.979802190231311,11.722851259001931,6.957279785684257,4.975722312427936,3.1074534992542935,2.0292769165849536,3.1074534992542935e-13,3.107453499254293e-08,2012-05-17 03:40:00+00:00
51,-90.0,255.0,15.24,10.979802192514684,11.722851261365607,6.957279786940653,4.975722313477458,3.1074534999093784,2.0292769170141476,3.107453499909378e-13,3.1074534999093787e-08,2012-05-17 03:40:00+00:00
52,-90.0,260.0,15.24,10.979802188425822,11.72285125802648,6.9572797849032755,4.975722312211747,3.1074534991310068,2.029276916507953,3.107453499131007e-13,3.107453499131007e-08,2012-05-17 03:40:00+00:00
