,latitude,longitude,altitude (km),edose,adose,dosee,tn1,tn2,tn3,SEU,SEL,longitudeTranslated,datetime
574,-55.0,350.0,15.24,1.7136953365453345,1.2311640281360332,0.9164460064630265,0.4263686771474052,0.2716836297549789,0.18911582963439863,2.716836297549789e-14,2.716836297549789e-09,-10.0,2012-05-17 02:30:00+00:00
575,-55.0,355.0,15.24,2.429947432485984,1.7323471748892116,1.2862679388582108,0.5982305160915384,0.3806196772746652,0.2640081540515283,3.806196772746652e-14,3.806196772746652e-09,-5.0,2012-05-17 02:30:00+00:00
576,-50.0,0.0,15.24,1.269114502494308,0.9134853828856947,0.6755857516908462,0.3159453524075833,0.20158622613285013,0.14036129315203724,2.0158622613285012e-14,2.015862261328501e-09,0.0,2012-05-17 02:30:00+00:00
577,-50.0,5.0,15.24,1.713695336454886,1.2311640280710083,0.9164460064154027,0.4263686771248515,0.27168362974060384,0.18911582962439455,2.7168362974060386e-14,2.7168362974060385e-09,5.0,2012-05-17 02:30:00+00:00
578,-50.0,10.0,15.24,1.713695336567928,1.2311640281518754,0.9164460064762368,0.42636867715295257,0.2716836297584557,0.18911582963681234,2.7168362975845572e-14,2.7168362975845573e-09,10.0,2012-05-17 02:30:00+00:00
579,-50.0,15.0,15.24,0.690570190828812,0.5000821071036172,0.3621481951562688,0.1722486801485551,0.11036669748515583,0.07691577866007801,1.1036669748515584e-14,1.1036669748515583e-09,15.0,2012-05-17 02:30:00+00:00
580,-50.0,20.0,15.24,3.194571584811549,2.2673777052231174,1.681065780524831,0.7816990373892937,0.4969127163648659,0.3439583285738607,4.969127163648659e-14,4.969127163648659e-09,20.0,2012-05-17 02:30:00+00:00
581,-50.0,25.0,15.24,3.1945715852228256,2.2673777055117252,1.6810657807385927,0.7816990374884446,0.49691271642772744,0.3439583286171473,4.9691271642772744e-14,4.969127164277274e-09,25.0,2012-05-17 02:30:00+00:00
582,-50.0,30.0,15.24,3.910823681156694,2.7685608522636125,2.0508877131363996,0.9535608764329224,0.6058487639476836,0.41885065303475927,6.058487639476836e-14,6.058487639476836e-09,30.0,2012-05-17 02:30:00+00:00
583,-50.0,35.0,15.24,6.7553463248418115,4.719437388953095,3.4483929505464515,1.6112960611106977,1.021119945122668,0.7017010531177296,1.0211199451226681e-13,1.021119945122668e-08,35.0,2012-05-17 02:30:00+00:00
584,-50.0,40.0,15.24,3.9108236810761356,2.768560852208703,2.0508877130972856,0.9535608764144166,0.6058487639359786,0.41885065302683616,6.058487639359787e-14,6.058487639359787e-09,40.0,2012-05-17 02:30:00+00:00
585,-50.0,45.0,15.24,6.755346324439455,4.719437388676104,3.448392950346687,1.6112960610169411,1.0211199450634074,0.7017010530773091,1.0211199450634075e-13,1.0211199450634075e-08,45.0,2012-05-17 02:30:00+00:00
586,-50.0,50.0,15.24,9.934677615757352,6.912001794837401,5.046338104585104,2.3456884712785686,1.4823638407364337,1.011429941897913,1.4823638407364336e-13,1.4823638407364338e-08,50.0,2012-05-17 02:30:00+00:00
587,-50.0,55.0,15.24,15.241914353867646,10.566812048596265,7.698213283229056,3.5719339691877727,2.2535733332153383,1.5312351647385103,2.2535733332153383e-13,2.2535733332153384e-08,55.0,2012-05-17 02:30:00+00:00
588,-50.0,60.0,15.24,19.22389402704177,14.637228441860955,10.842371400635058,5.048361733577607,3.1844861733106335,2.1454049109905116,3.184486173310634e-13,3.184486173310634e-08,60.0,2012-05-17 02:30:00+00:00
589,-50.0,65.0,15.24,19.223894027166484,14.637228442091653,10.842371400821092,5.048361733667896,3.1844861733679823,2.14540491102827,3.1844861733679826e-13,3.1844861733679825e-08,65.0,2012-05-17 02:30:00+00:00
590,-50.0,70.0,15.24,30.245881181753862,29.38136538945036,18.49376677084983,11.913319500006812,7.459708981393614,4.908180692791577,7.459708981393614e-13,7.459708981393615e-08,70.0,2012-05-17 02:30:00+00:00
591,-50.0,75.0,15.24,30.24588118169205,29.38136538915218,18.49376677067565,11.91331949984959,7.45970898129275,4.908180692725372,7.45970898129275e-13,7.45970898129275e-08,75.0,2012-05-17 02:30:00+00:00
592,-50.0,80.0,15.24,30.24588118113333,29.38136538805714,18.493766770271716,11.913319499243757,7.4597089809122705,4.908180692478561,7.45970898091227e-13,7.459708980912271e-08,80.0,2012-05-17 02:30:00+00:00
593,-50.0,85.0,15.24,30.24588118018041,29.38136538648236,18.493766769711648,11.913319498435788,7.459708980419258,4.908180692168347,7.459708980419258e-13,7.459708980419258e-08,85.0,2012-05-17 02:30:00+00:00
594,-50.0,90.0,15.24,30.245881180219687,29.381365386503035,18.49376676976599,11.913319498434467,7.459708980420269,4.9081806921703555,7.45970898042027e-13,7.45970898042027e-08,90.0,2012-05-17 02:30:00+00:00
595,-50.0,95.0,15.24,30.245881180380792,29.381365386817603,18.49376676988994,11.913319498597788,7.459708980520913,4.908180692234108,7.459708980520914e-13,7.459708980520913e-08,95.0,2012-05-17 02:30:00+00:00
596,-50.0,100.0,15.24,30.245881180155497,29.381365386669184,18.493766769762882,11.913319498553832,7.459708980492675,4.908180692214439,7.459708980492675e-13,7.459708980492675e-08,100.0,2012-05-17 02:30:00+00:00
597,-50.0,105.0,15.24,30.245881179696195,29.381365386262054,18.49376676948758,11.913319498397877,7.459708980394619,4.908180692149323,7.459708980394619e-13,7.459708980394619e-08,105.0,2012-05-17 02:30:00+00:00
