,latitude,longitude,altitude (km),edose,adose,dosee,tn1,tn2,tn3,SEU,SEL,datetime
0,-90.0,0.0,15.24,42.590538106814385,37.12146356046637,24.846468367311868,14.223116457438854,8.935254699479584,5.940815002363616,8.935254699479584e-13,8.935254699479585e-08,2012-05-17 02:10:00+00:00
1,-90.0,5.0,15.24,42.590538084930834,37.12146353875442,24.846468354761875,14.223116448208888,8.935254693702426,5.940814998575969,8.935254693702426e-13,8.935254693702426e-08,2012-05-17 02:10:00+00:00
2,-90.0,10.0,15.24,42.59053810252914,37.12146355532779,24.846468364370715,14.223116455338037,8.935254698204618,5.940815001578842,8.935254698204618e-13,8.935254698204619e-08,2012-05-17 02:10:00+00:00
3,-90.0,15.0,15.24,42.5905380921743,37.121463544479305,24.846468358817322,14.223116450314741,8.935254695042625,5.9408149994859585,8.935254695042625e-13,8.935254695042625e-08,2012-05-17 02:10:00+00:00
4,-90.0,20.0,15.24,42.590538104829385,37.121463555713895,24.846468365978527,14.223116454787606,8.935254697869137,5.940815001365277,8.935254697869138e-13,8.935254697869137e-08,2012-05-17 02:10:00+00:00
5,-90.0,25.0,15.24,42.590538096196795,37.12146354599678,24.846468359461884,14.223116450760857,8.935254695314443,5.940814999665477,8.935254695314443e-13,8.935254695314443e-08,2012-05-17 02:10:00+00:00
6,-90.0,30.0,15.24,42.59053808857081,37.121463544352544,24.846468356429234,14.223116451415164,8.935254695723607,5.940814999898529,8.935254695723608e-13,8.935254695723608e-08,2012-05-17 02:10:00+00:00
7,-90.0,35.0,15.24,42.59053810396389,37.12146356039452,24.846468367543597,14.223116457618039,8.935254699612608,5.940815002441128,8.935254699612608e-13,8.935254699612609e-08,2012-05-17 02:10:00+00:00
8,-90.0,40.0,15.24,42.59053807025785,37.121463529050764,24.846468348125956,14.223116444953085,8.935254691685467,5.9408149972376645,8.935254691685467e-13,8.935254691685467e-08,2012-05-17 02:10:00+00:00
9,-90.0,45.0,15.24,42.59053811205604,37.12146355929082,24.84646836784093,14.223116455994122,8.935254698599985,5.940815001853114,8.935254698599986e-13,8.935254698599986e-08,2012-05-17 02:10:00+00:00
10,-90.0,50.0,15.24,42.5905380934853,37.12146354880293,24.846468360445446,14.223116452816225,8.935254696625613,5.940815000510464,8.935254696625613e-13,8.935254696625613e-08,2012-05-17 02:10:00+00:00
11,-90.0,55.0,15.24,42.59053807966606,37.1214635408469,24.846468353947415,14.223116450517113,8.935254695148716,5.940814999480263,8.935254695148716e-13,8.935254695148716e-08,2012-05-17 02:10:00+00:00
12,-90.0,60.0,15.24,42.59053810921955,37.12146355721843,24.84646836705276,14.22311645516205,8.935254698114587,5.940815001559882,8.935254698114588e-13,8.935254698114587e-08,2012-05-17 02:10:00+00:00
13,-90.0,65.0,15.24,42.59053808038271,37.121463534931834,24.846468350759253,14.223116447346056,8.935254693172793,5.940814998239447,8.935254693172792e-13,8.935254693172793e-08,2012-05-17 02:10:00+00:00
14,-90.0,70.0,15.24,42.59053807960885,37.12146353362008,24.846468350706054,14.223116446536006,8.93525469268711,5.940814997932144,8.93525469268711e-13,8.93525469268711e-08,2012-05-17 02:10:00+00:00
15,-90.0,75.0,15.24,42.59053809981351,37.121463553432584,24.84646836297681,14.22311645454423,8.935254697673399,5.940815001181269,8.935254697673399e-13,8.9352546976734e-08,2012-05-17 02:10:00+00:00
16,-90.0,80.0,15.24,42.59053812307105,37.121463570819394,24.846468376401248,14.223116460520934,8.935254701491289,5.940815003809313,8.935254701491289e-13,8.935254701491289e-08,2012-05-17 02:10:00+00:00
17,-90.0,85.0,15.24,42.590538108858986,37.121463560161196,24.846468368022666,14.223116456854097,8.935254699152233,5.940815002193765,8.935254699152234e-13,8.935254699152234e-08,2012-05-17 02:10:00+00:00
18,-90.0,90.0,15.24,42.590538075978706,37.121463537333725,24.84646835166879,14.223116449034737,8.93525469420722,5.940814998833422,8.93525469420722e-13,8.93525469420722e-08,2012-05-17 02:10:00+00:00
19,-90.0,95.0,15.24,42.59053809218573,37.12146354582636,24.846468358480966,14.22311645149604,8.935254695799573,5.9408149999851,8.935254695799573e-13,8.935254695799573e-08,2012-05-17 02:10:00+00:00
20,-90.0,100.0,15.24,42.590538083232026,37.12146354481044,24.846468355321512,14.223116452483541,8.935254696356843,5.940815000236511,8.935254696356843e-13,8.935254696356843e-08,2012-05-17 02:10:00+00:00
21,-90.0,105.0,15.24,42.590538098906954,37.12146354741756,24.846468361957537,14.223116450859042,8.935254695407389,5.940814999773901,8.93525469540739e-13,8.935254695407389e-08,2012-05-17 02:10:00+00:00
22,-90.0,110.0,15.24,42.59053808189336,37.12146353745483,24.846468353267337,14.22311644814682,8.935254693680498,5.940814998579782,8.935254693680499e-13,8.935254693680498e-08,2012-05-17 02:10:00+00:00
23,-90.0,115.0,15.24,42.590538101107775,37.121463550814134,24.846468363364167,14.223116452482603,8.935254696405652,5.940815000387817,8.935254696405652e-13,8.935254696405652e-08,2012-05-17 02:10:00+00:00
24,-90.0,120.0,15.24,42.5905380884513,37.12146354078348,24.846468357196585,14.22311644855771,8.935254693954933,5.940814998761979,8.935254693954933e-13,8.935254693954933e-08,2012-05-17 02:10:00+00:00
25,-90.0,125.0,15.24,42.5905381080144,37.1214635561278,24.846468368339018,14.223116454015091,8.935254697401563,5.940815001090378,8.935254697401563e-13,8.935254697401563e-08,2012-05-17 02:10:00+00:00
26,-90.0,130.0,15.24,42.59053808348878,37.12146354301467,24.846468355626808,14.223116451190398,8.935254695586407,5.940814999785054,8.935254695586407e-13,8.935254695586407e-08,2012-05-17 02:10:00+00:00
27,-90.0,135.0,15.24,42.59053811054789,37.12146355608023,24.846468366353417,14.223116454393804,8.935254697616068,5.94081500124348,8.935254697616069e-13,8.935254697616069e-08,2012-05-17 02:10:00+00:00
28,-90.0,140.0,15.24,42.59053809298027,37.121463552384455,24.84646836193427,14.223116454826739,8.935254697861712,5.940815001283587,8.935254697861712e-13,8.935254697861712e-08,2012-05-17 02:10:00+00:00
29,-90.0,145.0,15.24,42.59053809921366,37.12146355041995,24.846468362316376,14.223116452847611,8.93525469667357,5.940815000606648,8.935254696673571e-13,8.935254696673571e-08,2012-05-17 02:10:00+00:00
30,-90.0,150.0,15.24,42.59053809431942,37.1214635487731,24.846468359950677,14.223116452773803,8.93525469658743,5.940815000491915,8.935254696587431e-13,8.93525469658743e-08,2012-05-17 02:10:00+00:00
31,-90.0,155.0,15.24,42.590538104398,37.12146355947563,24.84646836739021,14.223116457019652,8.935254699249954,5.940815002223209,8.935254699249955e-13,8.935254699249954e-08,2012-05-17 02:10:00+00:00
