,latitude,longitude,altitude (km),edose,adose,dosee,tn1,tn2,tn3,SEU,SEL,datetime
0,-90.0,0.0,15.24,23.879334220285674,21.772847117875138,14.213823967303016,8.546810471268012,5.361841128122628,3.548694583072304,5.361841128122628e-13,5.361841128122628e-08,2012-05-17 02:25:00+00:00
1,-90.0,5.0,15.24,23.87933422485537,21.772847122471088,14.213823970280265,8.546810473171137,5.361841129334164,3.548694583889683,5.361841129334164e-13,5.361841129334164e-08,2012-05-17 02:25:00+00:00
2,-90.0,10.0,15.24,23.87933422719103,21.772847122739826,14.213823971119217,8.546810472880622,5.361841129153155,3.548694583788754,5.361841129153155e-13,5.361841129153155e-08,2012-05-17 02:25:00+00:00
3,-90.0,15.0,15.24,23.879334228771654,21.772847125755685,14.213823972762299,8.546810474342816,5.361841130073581,3.548694584383821,5.361841130073582e-13,5.361841130073581e-08,2012-05-17 02:25:00+00:00
4,-90.0,20.0,15.24,23.879334218483027,21.77284711235414,14.213823965508183,8.54681046819693,5.361841126231934,3.5486945818875997,5.361841126231935e-13,5.361841126231935e-08,2012-05-17 02:25:00+00:00
5,-90.0,25.0,15.24,23.879334220592817,21.772847116303875,14.213823967281613,8.546810470179706,5.361841127470113,3.5486945826829173,5.361841127470113e-13,5.361841127470113e-08,2012-05-17 02:25:00+00:00
6,-90.0,30.0,15.24,23.879334222965547,21.772847118482225,14.213823968367176,8.546810471174043,5.361841128088907,3.548694583094841,5.361841128088907e-13,5.361841128088907e-08,2012-05-17 02:25:00+00:00
7,-90.0,35.0,15.24,23.879334227996093,21.77284712268146,14.213823971260554,8.546810472741766,5.361841129074615,3.5486945837440564,5.361841129074616e-13,5.361841129074615e-08,2012-05-17 02:25:00+00:00
8,-90.0,40.0,15.24,23.879334226246574,21.772847121971402,14.213823971174099,8.546810472449822,5.36184112890423,3.548694583636257,5.36184112890423e-13,5.3618411289042297e-08,2012-05-17 02:25:00+00:00
9,-90.0,45.0,15.24,23.879334216971635,21.772847114331253,14.213823965216807,8.546810469837517,5.3618411272499715,3.5486945825203753,5.361841127249972e-13,5.3618411272499717e-08,2012-05-17 02:25:00+00:00
10,-90.0,50.0,15.24,23.879334222531202,21.7728471163374,14.213823967910933,8.546810469846303,5.361841127273005,3.5486945825832534,5.361841127273005e-13,5.361841127273005e-08,2012-05-17 02:25:00+00:00
11,-90.0,55.0,15.24,23.87933422328711,21.7728471186478,14.213823968433225,8.546810471199269,5.361841128098641,3.548694583089972,5.361841128098642e-13,5.361841128098641e-08,2012-05-17 02:25:00+00:00
12,-90.0,60.0,15.24,23.87933421838871,21.772847112399965,14.213823964863641,8.546810468432422,5.361841126371059,3.5486945819769105,5.361841126371059e-13,5.3618411263710585e-08,2012-05-17 02:25:00+00:00
13,-90.0,65.0,15.24,23.879334225553894,21.772847119329455,14.21382396954466,8.546810471152483,5.361841128082861,3.5486945831039187,5.361841128082861e-13,5.361841128082861e-08,2012-05-17 02:25:00+00:00
14,-90.0,70.0,15.24,23.879334220917226,21.772847117145407,14.213823967999655,8.546810470567122,5.361841127721537,3.5486945828495453,5.361841127721537e-13,5.3618411277215374e-08,2012-05-17 02:25:00+00:00
15,-90.0,75.0,15.24,23.879334223968268,21.77284711736309,14.213823968405642,8.546810470286088,5.361841127543665,3.5486945827567347,5.361841127543665e-13,5.3618411275436645e-08,2012-05-17 02:25:00+00:00
16,-90.0,80.0,15.24,23.87933422321393,21.772847116480694,14.213823967884116,8.54681046986356,5.361841127273859,3.548694582579573,5.361841127273859e-13,5.361841127273859e-08,2012-05-17 02:25:00+00:00
17,-90.0,85.0,15.24,23.879334228962808,21.77284712231399,14.21382397138384,8.546810472280455,5.361841128778015,3.54869458355114,5.361841128778015e-13,5.361841128778015e-08,2012-05-17 02:25:00+00:00
