,latitude,longitude,altitude (km),edose,adose,dosee,tn1,tn2,tn3,SEU,SEL,longitudeTranslated,SEU (Upsets/hr/Gb),SEL (Latch-ups/hr/device)
90,-85.0,90.0,11.89,16.69960147903216,18.90609954040074,10.326807245349638,8.607669977695052,5.484437529310596,3.670347445601228,5.484437529310596e-13,5.4844375293105966e-08,90.0,1.9743975105518146,0.00019743975105518147
91,-85.0,95.0,11.89,16.699601479027297,18.906099540392447,10.326807245346414,8.607669977690762,5.484437529307906,3.6703474455994938,5.484437529307907e-13,5.4844375293079066e-08,95.0,1.9743975105508464,0.00019743975105508463
92,-85.0,100.0,11.89,16.699601479019865,18.906099540381806,10.326807245341746,8.607669977685509,5.4844375293045955,3.670347445597334,5.484437529304597e-13,5.484437529304596e-08,100.0,1.974397510549655,0.00019743975105496544
93,-85.0,105.0,11.89,16.699601479009416,18.90609954036853,10.32680724533537,8.607669977679201,5.484437529300607,3.6703474455947065,5.484437529300606e-13,5.484437529300606e-08,105.0,1.974397510548218,0.00019743975105482181
94,-85.0,110.0,11.89,16.699601478994797,18.906099540351743,10.32680724532663,8.607669977671522,5.484437529295731,3.670347445591466,5.484437529295732e-13,5.484437529295732e-08,110.0,1.9743975105464637,0.00019743975105464634
95,-85.0,115.0,11.89,16.699601478975993,18.90609954033145,10.326807245315505,8.607669977662479,5.484437529289974,3.670347445587613,5.484437529289975e-13,5.4844375292899746e-08,115.0,1.9743975105443907,0.0001974397510544391
96,-85.0,120.0,11.89,16.699601478953333,18.906099540308144,10.326807245302223,8.607669977652312,5.484437529283489,3.670347445583249,5.484437529283489e-13,5.484437529283489e-08,120.0,1.974397510542056,0.0001974397510542056
97,-85.0,125.0,11.89,16.699601478927338,18.90609954028237,10.32680724528707,8.607669977641269,5.48443752927643,3.6703474455784755,5.48443752927643e-13,5.4844375292764294e-08,125.0,1.9743975105395148,0.00019743975105395147
98,-85.0,130.0,11.89,16.699601478898476,18.906099540254633,10.326807245270336,8.607669977629572,5.484437529268939,3.670347445573387,5.48443752926894e-13,5.484437529268939e-08,130.0,1.9743975105368183,0.0001974397510536818
99,-85.0,135.0,11.89,16.699601478866064,18.906099540224112,10.326807245251574,8.607669977616837,5.484437529260771,3.6703474455678218,5.484437529260771e-13,5.484437529260772e-08,135.0,1.9743975105338776,0.0001974397510533878
100,-85.0,140.0,11.89,16.699601478830168,18.90609954019065,10.32680724523076,8.607669977602956,5.484437529251858,3.6703474455617333,5.484437529251859e-13,5.484437529251859e-08,140.0,1.974397510530669,0.00019743975105306692
101,-85.0,145.0,11.89,16.69960147879092,18.906099540154223,10.326807245207949,8.607669977587886,5.4844375292421725,3.6703474455551066,5.484437529242173e-13,5.484437529242173e-08,145.0,1.9743975105271825,0.00019743975105271822
102,-85.0,150.0,11.89,16.699601478748527,18.906099540114884,10.326807245183247,8.607669977571605,5.484437529231708,3.6703474455479417,5.484437529231708e-13,5.4844375292317074e-08,150.0,1.974397510523415,0.00019743975105234146
103,-85.0,155.0,11.89,16.699601478702547,18.906099540071963,10.326807245156349,8.607669977553789,5.484437529220252,3.6703474455400986,5.484437529220252e-13,5.484437529220252e-08,155.0,1.9743975105192908,0.00019743975105192908
104,-85.0,160.0,11.89,16.699601478652657,18.90609954002481,10.326807245127005,8.607669977534082,5.484437529207586,3.6703474455314375,5.484437529207586e-13,5.4844375292075855e-08,160.0,1.974397510514731,0.00019743975105147307
105,-85.0,165.0,11.89,16.699601478598478,18.906099539972743,10.32680724509494,8.607669977512122,5.484437529193482,3.670347445521809,5.484437529193482e-13,5.484437529193482e-08,165.0,1.9743975105096532,0.00019743975105096533
106,-85.0,170.0,11.89,16.699601478540345,18.906099539915928,10.32680724506034,8.607669977487955,5.484437529177971,3.6703474455112417,5.48443752917797e-13,5.4844375291779704e-08,170.0,1.974397510504069,0.00019743975105040694
107,-85.0,175.0,11.89,16.699601478477295,18.906099539853237,10.326807245022612,8.607669977461052,5.484437529160718,3.670347445499513,5.484437529160718e-13,5.484437529160718e-08,175.0,1.9743975104978586,0.00019743975104978586
108,-85.0,180.0,11.89,16.69960147840942,18.906099539784677,10.326807244981813,8.607669977431403,5.484437529141722,3.6703474454866263,5.484437529141722e-13,5.4844375291417214e-08,180.0,1.9743975104910199,0.00019743975104910197
109,-85.0,185.0,11.89,16.699601478337026,18.906099539710457,10.326807244938129,8.607669977399068,5.484437529121022,3.6703474454726117,5.484437529121022e-13,5.484437529121022e-08,-175.0,1.974397510483568,0.0001974397510483568
110,-85.0,190.0,11.89,16.699601478260416,18.906099539630745,10.326807244891745,8.607669977364095,5.484437529098651,3.670347445457495,5.484437529098652e-13,5.484437529098652e-08,-170.0,1.9743975104755147,0.00019743975104755145
111,-85.0,195.0,11.89,16.6996014781804,18.906099539546382,10.32680724484317,8.607669977326848,5.484437529074842,3.670347445441433,5.484437529074843e-13,5.484437529074843e-08,-165.0,1.9743975104669436,0.00019743975104669434
112,-85.0,200.0,11.89,16.69960147809812,18.906099539458477,10.326807244793088,8.6076699772878,5.484437529049899,3.6703474454246305,5.484437529049899e-13,5.484437529049899e-08,-160.0,1.9743975104579636,0.00019743975104579637
113,-85.0,205.0,11.89,16.69960147801494,18.906099539368494,10.326807244742316,8.607669977247607,5.484437529024235,3.6703474454073657,5.484437529024236e-13,5.484437529024236e-08,-155.0,1.9743975104487248,0.0001974397510448725
114,-85.0,210.0,11.89,16.699601477932614,18.906099539278337,10.326807244691874,8.607669977207124,5.484437528998399,3.6703474453900062,5.484437528998399e-13,5.4844375289983994e-08,-150.0,1.974397510439424,0.0001974397510439424
115,-85.0,215.0,11.89,16.699601477852433,18.90609953918963,10.326807244642584,8.607669977167122,5.4844375289728795,3.6703474453728764,5.48443752897288e-13,5.484437528972879e-08,-145.0,1.974397510430237,0.00019743975104302366
116,-85.0,220.0,11.89,16.699601477775406,18.90609953910379,10.326807244595116,8.60766997712829,5.484437528948115,3.670347445356269,5.484437528948116e-13,5.4844375289481155e-08,-140.0,1.974397510421322,0.00019743975104213215
117,-85.0,225.0,11.89,16.699601477703286,18.906099539022776,10.326807244550563,8.607669977091527,5.484437528924678,3.6703474453405645,5.484437528924678e-13,5.484437528924678e-08,-135.0,1.9743975104128844,0.0001974397510412884
118,-85.0,230.0,11.89,16.699601477637348,18.906099538948084,10.326807244509729,8.60766997705751,5.484437528903,3.670347445326053,5.484437528903e-13,5.4844375289030004e-08,-130.0,1.97439751040508,0.00019743975104050801
119,-85.0,235.0,11.89,16.6996014775789,18.906099538881158,10.326807244473418,8.607669977026896,5.484437528883501,3.6703474453130154,5.484437528883501e-13,5.484437528883501e-08,-125.0,1.9743975103980604,0.00019743975103980602
120,-85.0,240.0,11.89,16.699601477528493,18.906099538822787,10.32680724444202,8.607669977000075,5.484437528866424,3.6703474453016125,5.484437528866425e-13,5.484437528866425e-08,-120.0,1.9743975103919131,0.0001974397510391913
121,-85.0,245.0,11.89,16.699601477486983,18.90609953877394,10.326807244416033,8.607669976977489,5.484437528852053,3.670347445292031,5.484437528852052e-13,5.484437528852053e-08,-115.0,1.9743975103867388,0.00019743975103867392
122,-85.0,250.0,11.89,16.699601477454948,18.90609953873534,10.32680724439582,8.607669976959476,5.484437528840604,3.670347445284416,5.484437528840605e-13,5.4844375288406045e-08,-110.0,1.9743975103826177,0.00019743975103826176
123,-85.0,255.0,11.89,16.699601477432623,18.906099538707412,10.326807244381547,8.60766997694626,5.484437528832216,3.6703474452788565,5.484437528832216e-13,5.4844375288322155e-08,-105.0,1.9743975103795977,0.00019743975103795976
124,-85.0,260.0,11.89,16.6996014774201,18.90609953869037,10.32680724437329,8.607669976937965,5.484437528826963,3.6703474452753992,5.484437528826963e-13,5.484437528826963e-08,-100.0,1.9743975103777067,0.00019743975103777068
